LQGmu1_actor,ReturnLastEpisode,ReturnMean,Regret,LQGsigma_higher,LQGmu1_higher,Regret/t
-1.0618188,17.201378489931802,0.9863175739639793,0.14862151006819957,0.14999999,-1.0,0.14862151006819957
-1.0069125,17.196864280221252,0.986188152814021,0.30175722984694886,0.14999999,-0.97979796,0.15087861492347443
-1.102017,17.202433084508797,0.9862514498215185,0.4493241453381529,0.14999999,-0.959596,0.14977471511271764
-0.9485426,17.25082269662693,0.9869767567558597,0.5485014487112245,0.14999999,-0.93939394,0.13712536217780613
-1.0847932,17.200438959112475,0.9868341457614822,0.6980624895987511,0.14999999,-0.9191919,0.13961249791975022
-0.9880841,17.20769510998559,0.986808415714706,0.8403673796131628,0.14999999,-0.8989899,0.14006122993552714
-0.6502556,17.38364266701228,0.9882312851195865,0.8067247126008859,0.14999999,-0.8787879,0.11524638751441227
-1.0598114,17.204365560145703,0.9880134808453613,0.952359152455184,0.14999999,-0.85858583,0.119044894056898
-0.7820938,17.351865008570456,0.9887838038743327,0.950494143884729,0.14999999,-0.83838385,0.10561046043163655
-0.6455079,17.39106687860058,0.9896248436623616,0.9094272652841511,0.14999999,-0.8181818,0.0909427265284151
-0.82038593,17.325875357847927,0.9899731447694109,0.9335519074362253,0.14999999,-0.7979798,0.08486835522147503
-0.74533606,17.366117785172584,0.9904556855778687,0.9174341222636428,0.14999999,-0.7777778,0.07645284352197024
-0.7342061,17.371754407657416,0.9908888509412216,0.8956797146062279,0.14999999,-0.75757575,0.06889843958509445
-0.6546382,17.374601979300273,0.9912717982662763,0.8710777353059562,0.14999999,-0.7373737,0.06221983823613973
-0.7918977,17.36483996175792,0.991566369367171,0.8562377735480382,0.14999999,-0.7171717,0.05708251823653588
-0.747648,17.364529019536203,0.9918230047519644,0.8417087540118366,0.14999999,-0.6969697,0.05260679712573979
-0.83785516,17.329032914626318,0.9919297226140531,0.8626758393855205,0.14999999,-0.67676765,0.05074563761091297
-0.6391979,17.408724125181447,0.9922784412773825,0.8039517142040751,0.14999999,-0.65656567,0.04466398412244862
-0.72328174,17.394489062184174,0.9925474932037063,0.7594626520199022,0.14999999,-0.6363636,0.039971718527363274
-0.3633106,17.213085126278557,0.9922695598459251,0.8963775257413467,0.14999999,-0.61616164,0.044818876287067336
-0.5818658,17.415192564667866,0.9925699405824775,0.8311849610734825,0.14999999,-0.5959596,0.0395802362415944
-0.65137416,17.40248328973098,0.9928098893053,0.7787016713425032,0.14999999,-0.57575756,0.035395530515568326
-0.5168108,17.377084844355792,0.9929656541010503,0.7516168269867123,0.14999999,-0.5555556,0.03267899247768314
