LQGsigma_higher,ReturnLastEpisode,Regret,ReturnMean,Regret/t,LQGmu1_higher,LQGmu1_actor
0.14999999,17.243336864876948,0.10666313512305337,0.9887234440869809,0.10666313512305337,-1.0,-0.94710684
0.14999999,17.196030182996605,0.2606329521264499,0.9873671745376591,0.13031647606322494,-0.97979796,-1.0824441
0.14999999,17.200679420731642,0.40995353139480883,0.9870039462653897,0.13665117713160294,-0.959596,-1.122518
0.14999999,17.190235620026414,0.5697179113683966,0.9866726216833659,0.14242947784209914,-0.93939394,-1.058394
0.14999999,17.18364228308888,0.7360756282795187,0.9863982152720239,0.14721512565590372,-0.9191919,-1.1779695
0.14999999,17.239034358385453,0.847041269894067,0.986744636182205,0.1411735449823445,-0.8989899,-0.95912504
0.14999999,17.352654739090532,0.8443865308035363,0.9879227839875202,0.12062664725764805,-0.8787879,-0.74863183
0.14999999,17.402822273192577,0.7915642576109612,0.9891659671902884,0.09894553220137015,-0.85858583,-0.7126843
0.14999999,17.223365336065548,0.9181989215454145,0.9889895583489715,0.10202210239393494,-0.83838385,-0.97684395
0.14999999,17.33652858321193,0.9316703383334861,0.9894973031058859,0.09316703383334861,-0.8181818,-0.7915898
0.14999999,17.292419251131555,0.9892510872019322,0.9896828029232592,0.08993191701835747,-0.7979798,-0.89119536
0.14999999,17.34142298598845,0.9978281012134822,0.9900715400362504,0.08315234176779018,-0.7777778,-0.41440734
0.14999999,17.34680769472127,1.0010204064922128,0.9904242219191416,0.07700156973017022,-0.75757575,-0.8117783
0.14999999,17.392431388694195,0.958589017798019,0.990913380497223,0.06847064412842993,-0.7373737,-0.57171077
0.14999999,17.381989833727168,0.9265991840708523,0.9912974037306159,0.06177327893805682,-0.7171717,-0.73160976
0.14999999,17.11374426368233,1.1628549203885221,0.9906721082268185,0.07267843252428263,-0.6969697,-0.2605642
0.14999999,17.382872794159976,1.1299821262285477,0.9910281228877881,0.06646953683697339,-0.67676765,-0.6596029
0.14999999,17.395837202516642,1.0841449237119072,0.9913858788108055,0.0602302735395504,-0.65656567,-0.6328763
0.14999999,17.30047783859558,1.133667085116329,0.9914181944558295,0.05966668869033311,-0.6363636,-0.8720765
0.14999999,17.356047107053364,1.1276199780629668,0.99160659409959,0.056380998903148336,-0.61616164,-0.75759494
0.14999999,17.358486112958943,1.1191338651040255,0.9917837105037568,0.053292088814477404,-0.5959596,-0.7830415
0.14999999,17.397179943101992,1.0719539220020344,0.9920455746403198,0.04872517827281975,-0.57575756,-0.53386444
0.14999999,17.38656504012049,1.0353888818815449,0.9922582048217948,0.045016907907893255,-0.5555556,-0.5457547
0.14999999,17.37143339898582,1.013955482895728,0.9924169641559254,0.042248145120655334,-0.53535354,-0.6885031
0.14999999,17.21438074442967,1.149574738466061,0.9922028102328757,0.045982989538642445,-0.5151515,-0.36841857
0.14999999,17.25103435823269,1.248540380233372,0.99208596422849,0.048020783855129694,-0.4949495,-0.37997133
0.14999999,17.355959259338675,1.2425811208946982,0.9922006007456362,0.046021522996099934,-0.47474748,-0.5080163
0.14999999,17.385807744979672,1.2067733759150272,0.992368173787854,0.0430990491398224,-0.45454547,-0.66371655
0.14999999,17.36034615105405,1.1964272248609795,0.9924738468347416,0.04125611120210274,-0.43434343,-0.49176264
0.14999999,17.400458357550608,1.1459688673103727,0.9926491420731833,0.038198962243679094,-0.41414142,-0.55145633
