LQGmu1_actor,LQGmu1_higher,LQGsigma_higher,ReturnLastEpisode,ReturnMean,Regret,Regret/t
-1.0297719,-1.0,0.14999999,17.196592806877405,0.9860431655319613,0.15340719312259665,0.15340719312259665
-1.2955934,-0.97979796,0.14999999,17.197273519533333,0.9860626813764546,0.30613367358926524,0.15306683679463262
-1.0851446,-0.959596,0.14999999,17.19725939473806,0.9860689166886237,0.458874278851205,0.15295809295040166
-1.0695169,-0.93939394,0.14999999,17.201499178418278,0.9861328110603078,0.6073751004329289,0.15184377510823222
-1.0407093,-0.9191919,0.14999999,17.197165137423788,0.9861214453783356,0.7602099630091423,0.15204199260182846
-0.79571944,-0.8989899,0.14999999,17.339157734016773,0.9874708311449507,0.7710522289923709,0.1285087048320618
-0.52820635,-0.8787879,0.14999999,17.3710088810872,0.9886955820125723,0.7500433479051729,0.10714904970073899
-0.8875615,-0.85858583,0.14999999,17.30352801806695,0.9891304807207697,0.7965153298382255,0.09956441622977819
-0.8364924,-0.83838385,0.14999999,17.319438046040215,0.989570098854498,0.8270772837980118,0.09189747597755688
-0.90094286,-0.8181818,0.14999999,17.279266057358353,0.989691449389681,0.8978112264396607,0.08978112264396607
-0.88748026,-0.7979798,0.14999999,17.29621627223609,0.9898790921903484,0.9515949542035713,0.08650863220032466
-0.5914913,-0.7777778,0.14999999,17.418931545911374,0.9906218300444755,0.8826634082921991,0.07355528402434992
-0.8126988,-0.75757575,0.14999999,17.349817900373942,0.9909454591217439,0.8828455079182582,0.0679111929167891
-0.6495161,-0.7373737,0.14999999,17.403444960455772,0.9914424944812319,0.8294005474624875,0.059242896247320535
-0.7420234,-0.7171717,0.14999999,17.384894389030777,0.9918023464891756,0.7945061584317124,0.05296707722878082
-1.0325712,-0.6969697,0.14999999,17.198647527363192,0.9914497612132008,0.9458586310685213,0.05911616444178258
-0.7433295,-0.67676765,0.14999999,17.38807316778999,0.9917775719668157,0.9077854632785325,0.053399144898737205
-0.74148244,-0.65656567,0.14999999,17.37572843578269,0.9920296348512494,0.8820570274958435,0.04900316819421353
-0.6258763,-0.6363636,0.14999999,17.42770655087925,0.9924120277745758,0.8043504766165945,0.04233423561139971
-0.44134748,-0.61616164,0.14999999,17.32824123368318,0.992471017078746,0.8261092429334163,0.041305462146670816
-0.5773212,-0.5959596,0.14999999,17.413067669252193,0.9927560026930942,0.7630415736812246,0.03633531303243927
-0.59738404,-0.57575756,0.14999999,17.3904970223692,0.9929562537757715,0.7225445513120263,0.03284293415054665
