LQGsigma_higher,ReturnMean,LQGmu1_actor,Regret,LQGmu1_higher,ReturnLastEpisode,Regret/t
0.14999999,0.9863869743831414,-1.0529442,0.14741116675801536,-1.0,17.202588833241986,0.14741116675801536
0.14999999,0.9858077093369312,-1.2992253,0.3150270983278425,-0.97979796,17.182384068430174,0.15751354916392124
0.14999999,0.9858913653310847,-1.0982202,0.4681637658776481,-0.959596,17.196863332450196,0.1560545886258827
0.14999999,0.9867375045984611,-0.9447875,0.5651916792113525,-0.93939394,17.252972086666297,0.14129791980283812
0.14999999,0.9872191672886214,-0.94376826,0.6644886124322227,-0.9191919,17.25070306677913,0.13289772248644455
0.14999999,0.988754267927706,-0.52745676,0.636753404044839,-0.8989899,17.377735208387385,0.10612556734080651
0.14999999,0.9891022791010828,-0.906398,0.7003937673398113,-0.8787879,17.28635963670503,0.1000562524771159
0.14999999,0.9887296873072526,-1.0275049,0.8524340268921264,-0.85858583,17.197959740447686,0.1065542533615158
0.14999999,0.989432129853911,-0.77318233,0.8487328981301161,-0.83838385,17.35370112876201,0.09430365534779067
0.14999999,0.9901311033268649,-0.6881062,0.8211355797947348,-0.8181818,17.377597318335383,0.08211355797947348
0.14999999,0.99053577037648,-0.79850054,0.8256178109760519,-0.7979798,17.345517768818684,0.07505616463418653
0.14999999,0.9903743739633742,-0.9560237,0.9344510169450011,-0.7777778,17.241166794031052,0.07787091807875009
0.14999999,0.9906007534133858,-0.86406887,0.9609971861171331,-0.75757575,17.32345383082787,0.0739228604705487
0.14999999,0.9908816293870545,-0.45593792,0.9663413688567637,-0.7373737,17.34465581726037,0.06902438348976883
0.14999999,0.990759720967132,-0.94912255,1.0672569949982318,-0.7171717,17.249084373858533,0.07115046633321545
0.14999999,0.9911814153203883,-0.53250074,1.0207378689988431,-0.6969697,17.39651912599939,0.0637961168124277
0.14999999,0.9914797571323242,-0.73996997,0.9960816054085129,-0.67676765,17.37465626359033,0.05859303561226546
0.14999999,0.9917862229076457,-0.71850634,0.9584689048318538,-0.65656567,17.38761270057666,0.05324827249065854
