LQGmu1_higher,LQGsigma_higher,ReturnMean,Regret/t,ReturnLastEpisode,Regret,LQGmu1_actor
-1.0,0.14999999,0.9862177776402871,0.15036195795339324,17.199638042046608,0.15036195795339324,-1.0614133
-0.97979796,0.14999999,0.9868602051799378,0.13915802166188485,17.222045914629625,0.2783160433237697,-0.97575134
-0.959596,0.14999999,0.9866376630411181,0.14303915656289945,17.199198573635073,0.42911746968869835,-1.0780895
-0.93939394,0.14999999,0.9883506661252952,0.11316438277485119,17.326459938589295,0.45265753109940476,-0.81780547
-0.9191919,0.14999999,0.9877154933776986,0.12424179549293868,17.181448553634713,0.6212089774646934,-1.3253217
-0.8989899,0.14999999,0.98800026465545,0.11927538440895447,17.255556671010968,0.7156523064537268,-0.9454569
-0.8787879,0.14999999,0.987732823395907,0.12393955997538544,17.19807538662603,0.8675769198276981,-1.026841
-0.85858583,0.14999999,0.9883650109256847,0.1129142094560609,17.314263244179212,0.9033136756484872,-0.85188425
-0.83838385,0.14999999,0.9888788088679341,0.10395357334322991,17.31773151555942,0.9355821600890692,-0.8594089
-0.8181818,0.14999999,0.9892103004288245,0.09817236052130304,17.30385855487604,0.9817236052130305,-0.8848437
-0.7979798,0.14999999,0.9894165198105526,0.09457589450396466,17.29138876566942,1.0403348395436112,-0.8971762
-0.7777778,0.14999999,0.9899808231711061,0.08473444389590974,17.373521512792696,1.016813326750917,-0.74152535
-0.75757575,0.14999999,0.990108979507826,0.0824993973835165,17.294321160765204,1.0724921659857145,-0.888316
-0.7373737,0.14999999,0.9905498421214446,0.07481075340200734,17.375141618357613,1.0473505476281026,-0.75053924
-0.7171717,0.14999999,0.990644598148531,0.07315820828962055,17.299977423283796,1.0973731243443083,-0.87742174
-0.6969697,0.14999999,0.9910697684224906,0.06574323871176468,17.395481304956075,1.051891819388235,-0.7066576
-0.67676765,0.14999999,0.9893665302859458,0.09544771181310682,16.77928071856542,1.622611100822816,-0.22444746
-0.65656567,0.14999999,0.9896757715831576,0.09005454358973254,17.35162931620763,1.6209817846151857,-0.5034172
-0.6363636,0.14999999,0.9900333048645888,0.08381916316157108,17.378417684545337,1.5925641000698505,-0.5788973
-0.61616164,0.14999999,0.9902822903669837,0.07947685599980651,17.35302698007372,1.5895371199961303,-0.7980244
-0.5959596,0.14999999,0.9903794640389495,0.07778214716072133,17.306112029620984,1.6334250903751482,-0.4433226
-0.57575756,0.14999999,0.9906071857626741,0.07381068029896311,17.35959012379796,1.6238349665771885,-0.53816044
-0.5555556,0.14999999,0.9908841262150001,0.06898083881039774,17.387275673938042,1.5865592926391479,-0.64772505
-0.53535354,0.14999999,0.9911189889089728,0.06488483342751294,17.37932329037884,1.5572360022603107,-0.5404087
-0.5151515,0.14999999,0.9913450995522117,0.06094146380942476,17.383699407024693,1.523536595235619,-0.6017729
-0.4949495,0.14999999,0.9913278001710734,0.06124316501647893,17.28121430480717,1.5923222904284522,-0.9085757
-0.47474748,0.14999999,0.9907468949311864,0.07137415240010778,17.015220175625544,1.92710211480291,-0.2529223
-0.45454547,0.14999999,0.9909036651120673,0.06864008044554419,17.355179862327674,1.9219222524752375,-0.5532264
-0.43434343,0.14999999,0.9910803622124207,0.06555848301538261,17.370726245029143,1.9011960074460958,-0.45810607
-0.41414142,0.14999999,0.9910386411540159,0.0662860982739628,17.262613059227213,1.988582948218884,-0.38176748
