LQGmu1_higher,Regret,Regret/t,ReturnLastEpisode,ReturnMean,LQGsigma_higher,LQGmu1_actor
-1.0,0.15066689770706176,0.15066689770706176,17.19933310229294,0.9862002925626685,0.14999999,-1.0597196
-0.97979796,0.3022132667174411,0.15110663335872054,17.198453630989622,0.9861750783624588,0.14999999,-1.013009
-0.959596,0.3093601487170723,0.10312004957235743,17.34285311800037,0.9889266026621355,0.14999999,-0.7926999
-0.93939394,0.4584274645448865,0.11460686613622162,17.200932684172187,0.9882679549233818,0.14999999,-1.0050555
-0.9191919,0.4575736517247897,0.09151473034495794,17.350853812820098,0.9895920452783855,0.14999999,-0.8103015
-0.8989899,0.6073921879926232,0.10123203133210386,17.200181463732168,0.9890348605887556,0.14999999,-1.0953366
-0.8787879,0.6324991681078487,0.09035702401540695,17.324893019884776,0.9896584275220525,0.14999999,-0.8341837
-0.85858583,0.6883709784289564,0.08604637230361956,17.294128189678894,0.9899055979183705,0.14999999,-0.8837572
-0.83838385,0.6673512928906078,0.07415014365451197,17.37101968553835,0.9905877211207277,0.14999999,-0.43483073
-0.8181818,0.7772648310247767,0.07772648310247768,17.240086461865832,0.9903826557854085,0.14999999,-0.96290374
-0.7979798,0.7934706450649855,0.07213369500590777,17.333794185959793,0.990703343176267,0.14999999,-0.82614577
-0.7777778,0.736037076592968,0.061336423049414,17.40743356847202,0.9913224528067999,0.14999999,-0.5836947
-0.75757575,0.6634634782200948,0.05103565217077652,17.422573598372875,0.9919130933388318,0.14999999,-0.61339927
-0.7373737,0.6584219835978153,0.04703014168555824,17.35504149462228,0.992142767105186,0.14999999,-0.7049329
-0.7171717,0.624488297008778,0.04163255313391853,17.38393368658904,0.9924522618615873,0.14999999,-0.5574265
-0.6969697,0.6172486795049679,0.03857804246906049,17.35723961750381,0.9926274058217283,0.14999999,-0.578667
-0.67676765,0.6116493198059167,0.03597937175328922,17.355599359699053,0.9927764121701097,0.14999999,-0.5276064
-0.65656567,0.5683481608122278,0.03157489782290154,17.39330115899369,0.993028962280797,0.14999999,-0.5962971
-0.6363636,0.530698382606559,0.02793149382139784,17.38764977820567,0.9932378730606997,0.14999999,-0.6057725
-0.61616164,0.4952722572357473,0.024763612861787365,17.385426125370813,0.9934195176111361,0.14999999,-0.5451092
-0.5959596,0.4733265144675123,0.0225393578317863,17.371945742768236,0.9935470551701958,0.14999999,-0.5730111
-0.57575756,0.46978389172741686,0.02135381326033713,17.353542622740097,0.9936150336433294,0.14999999,-0.5026244
-0.5555556,0.444969972371684,0.019346520537899304,17.374813919355734,0.9937301307031021,0.14999999,-0.7063789
-0.53535354,0.4169431894717661,0.01737263289465692,17.37802678289992,0.9938433123340221,0.14999999,-0.6595634
-0.5151515,1.0603460398947995,0.04241384159579198,16.706597149576968,0.9924074632112506,0.14999999,-0.17615053
-0.4949495,1.2108589928477755,0.04657149972491444,17.199487047047025,0.9921690653827459,0.14999999,-0.3201273
-0.47474748,1.1954290863912433,0.04427515134782383,17.365429906456534,0.9923007367346434,0.14999999,-0.4423211
-0.45454547,2.7834486761678274,0.09940888129170812,15.761980410223417,0.9891393990085032,0.14999999,-0.105534345
-0.43434343,2.767945966827403,0.0954464126492208,17.365502709340426,0.9893666047792881,0.14999999,-0.4792762
-0.41414142,2.718237980233793,0.09060793267445977,17.39970798659361,0.9896440405576573,0.14999999,-0.48496273
-0.3939394,2.6881635905463934,0.08671495453375462,17.3800743896874,0.9898672617813216,0.14999999,-0.49001214
-0.37373737,3.1609074321882904,0.09877835725588408,16.877256158358104,0.9891755529096399,0.14999999,-0.24293531
-0.35353535,3.1717578907531827,0.09611387547736917,17.33914954143511,0.9893283328281327,0.14999999,-0.39949626
