LQGsigma_higher,Regret/t,LQGmu1_actor,LQGmu1_higher,Regret,ReturnLastEpisode,ReturnMean
0.14999999,0.03136411771312808,-0.8556012,-1.0,0.03136411771312808,17.318635882286873,0.9930410482962656
0.14999999,0.09376957306202804,-1.067261,-0.97979796,0.1875391461240561,17.193824971589073,0.9894627538381865
0.14999999,0.05454022822511817,-0.50865674,-0.959596,0.1636206846753545,17.373918461448703,0.9917121428770002
0.14999999,0.046274840714816357,-0.8502258,-0.93939394,0.18509936285926543,17.32852132181609,0.9921860756470863
0.14999999,0.06694960291981715,-1.0711095,-0.9191919,0.33474801459908576,17.20035134826018,0.9910005961628545
0.14999999,0.08097315581471065,-1.1555488,-0.8989899,0.4858389348882639,17.198909079710823,0.9901964933592483
0.14999999,0.08569582837900569,-0.9518888,-0.8787879,0.5998707986530398,17.235968136235226,0.9899256979140479
0.14999999,0.07731195693129855,-0.840141,-0.85858583,0.6184956554503884,17.331375143202653,0.9904064244878844
0.14999999,0.07853725405605358,-0.9262944,-0.83838385,0.7068352865044822,17.261660368945908,0.9903361666252264
0.14999999,0.0854990832808717,-1.0348716,-0.8181818,0.854990832808717,17.201844453695767,0.9899369791696749
0.14999999,0.07883503050481945,-0.3964067,-0.7979798,0.8671853355530139,17.337805497255705,0.9903190922875678
0.14999999,0.0676473387908126,-0.65084076,-0.7777778,0.8117680654897512,17.405417270063264,0.9909605883720866
0.14999999,0.06060129145307404,-0.7234319,-0.75757575,0.7878167888899625,17.37395127659979,0.9913646048478744
0.14999999,0.0563259596673209,-0.78303885,-0.7373737,0.7885634353424926,17.34925335354747,0.9916097500190758
0.14999999,0.052487316380189955,-0.77974564,-0.7171717,0.7873097457028493,17.351253689639645,0.9918298557121453
0.14999999,0.0479695273164098,-0.71779704,-0.6969697,0.7675124370625568,17.369797308640294,0.992088903250206
0.14999999,0.05065796409171973,-0.93637896,-0.67676765,0.8611853895592354,17.256327047503323,0.9919347497653833
0.14999999,0.05091744202442053,-0.37659708,-0.65656567,0.9165139564395695,17.294671433119667,0.9919198714435541
0.14999999,0.05289843151368825,-0.9380128,-0.6363636,1.0050701987600767,17.261443757679494,0.9918062825966925
0.14999999,0.04902448217755797,-0.5086794,-0.61616164,0.9804896435511594,17.37458055520892,0.9920284127191771
0.14999999,0.044787825790120875,-0.6768737,-0.5959596,0.9405443415925383,17.389945301958623,0.9922713402643282
0.14999999,0.0426603216322168,-0.7960373,-0.57575756,0.9385270759087696,17.35201726568377,0.9923933301816391
0.14999999,0.039793543886089695,-0.7617605,-0.5555556,0.915251509380063,17.373275566528708,0.9925577096395592
0.14999999,0.03700282900457245,-0.61194825,-0.53535354,0.8880678961097388,17.377183613270326,0.992717727694692
0.14999999,0.038430623949459036,-0.46356913,-0.5151515,0.9607655987364758,17.277302297373264,0.9926358587184945
0.14999999,0.035478925012399944,-0.5018865,-0.4949495,0.9224520503223985,17.38831354841408,0.992805107510757
0.14999999,0.03660030416960049,-0.43914446,-0.47474748,0.9882082125792131,17.284243837743187,0.992740808247156
0.14999999,0.03437283748857326,-0.44621325,-0.45454547,0.9624394496800512,17.375768762899163,0.9928685299605178
0.14999999,0.03458317169106524,-0.32072726,-0.43434343,1.002911979040892,17.30952747063916,0.9928564695131272
0.14999999,0.03498523897703739,-0.30799073,-0.41414142,1.0495571693111216,17.303354809729772,0.992833415196271
