Regret,LQGmu1_actor,Regret/t,LQGmu1_higher,ReturnMean,LQGsigma_higher,ReturnLastEpisode
0.148349231504028,-1.0503803,0.148349231504028,-1.0,0.9863331862669709,0.14999999,17.201650768495973
0.22183272213353078,-0.9185936,0.11091636106676539,-0.97979796,0.9884795664525937,0.14999999,17.2765165093705
0.36935979021412635,-1.2763419,0.12311993007137545,-0.959596,0.9877798205234303,0.14999999,17.202472931919406
0.5212055075524056,-1.0770818,0.1303013768881014,-0.93939394,0.9873680403160492,0.14999999,17.198154282661722
0.6766747285939054,-1.0636004,0.13533494571878107,-0.9191919,0.98707941825007,0.14999999,17.1945307789585
0.6600070432914151,-0.7978195,0.11000117388190252,-0.8989899,0.9885320427820009,0.14999999,17.36666768530249
0.719442436915017,-0.89322203,0.10277749098785957,-0.8787879,0.9889462447828061,0.14999999,17.2905646063764
0.7513393705585898,-0.8640137,0.09391742131982372,-0.85858583,0.9894542763004688,0.14999999,17.31810306635643
0.8980044751290741,-0.99699885,0.09977827501434157,-0.83838385,0.9891182181757832,0.14999999,17.203334895429517
0.8588130693830287,-0.7021697,0.08588130693830287,-0.8181818,0.989915062675556,0.14999999,17.389191405746047
0.8958956941656098,-0.8475171,0.08144506310596453,-0.7979798,0.9901694344549331,0.14999999,17.31291737521742
0.8719158512779934,-0.71250874,0.07265965427316612,-0.7777778,0.990673184961401,0.14999999,17.373979842887618
0.8235913858700812,-0.5805203,0.06335318352846778,-0.75757575,0.9912068128710741,0.14999999,17.398324465407914
0.7822451847189633,-0.6515253,0.05587465605135452,-0.7373737,0.9916356275199911,0.14999999,17.39134620115112
0.758481702461804,-0.7009328,0.05056544683078693,-0.7171717,0.9919400546541979,0.14999999,17.37376348225716
0.7348722064185687,-0.5405861,0.04592951290116054,-0.6969697,0.9922058765538324,0.14999999,17.373609496043237
0.6934941674426618,-0.6018086,0.04079377455545069,-0.67676765,0.9925003569635635,0.14999999,17.39137803897591
0.6629975676971718,-0.675037,0.03683319820539843,-0.65656567,0.9927274542313419,0.14999999,17.38049659974549
0.7043467836912818,-0.40941218,0.03707088335217273,-0.6363636,0.9927138254958617,0.14999999,17.30865078400589
0.7288690383606493,-0.4360382,0.036443451918032464,-0.61616164,0.9927498020689202,0.14999999,17.325477745330634
0.6674530938691774,-0.60820735,0.03178348066043702,-0.5959596,0.9930170022557089,0.14999999,17.411415944491473
0.6469073340027727,-0.7290832,0.029404878818307847,-0.57575756,0.9931533899760144,0.14999999,17.370545759866406
0.6278107212335371,-0.5192695,0.027296118314501613,-0.5555556,0.9932743051425171,0.14999999,17.369096612769237
