ReturnLastEpisode,Regret,LQGmu1_higher,LQGmu1_actor,TimeElapsed,Regret/t,ReturnMean,Iteration,LQGsigma_higher
0.9401286736826207,0.024991326317379325,-1.0,-0.89485383,0.1933445930480957,0.024991326317379325,0.9401286736826207,1,0.14999999
0.938579545853109,0.051531780464270316,-0.97979796,-0.9964579,0.20597147941589355,0.025765890232135158,0.9393541097678648,2,0.14999999
0.940971243805707,0.07568053665856334,-0.959596,-0.8204492,0.22667646408081055,0.025226845552854444,0.9398931544471455,3,0.14999999
0.9399007005941148,0.10089983606444852,-0.93939394,-0.9035989,0.26054811477661133,0.02522495901611213,0.9398950409838879,4,0.14999999
0.9411261384951458,0.12489369756930269,-0.9191919,-0.84424746,0.3090941905975342,0.024978739513860537,0.9401412604861396,5,0.14999999
0.9420689939368939,0.14794470363240875,-0.8989899,-0.6668013,0.3602721691131592,0.02465745060540146,0.9404625493945985,6,0.14999999
0.9421001569770784,0.17096454665533034,-0.8787879,-0.70138055,0.3849024772644043,0.024423506665047192,0.9406964933349528,7,0.14999999
0.9390806490452234,0.19700389761010695,-0.85858583,-0.9574919,0.4139552116394043,0.02462548720126337,0.9404945127987366,8,0.14999999
0.9408773539462743,0.22124654366383267,-0.83838385,-0.47108197,0.4453704357147217,0.02458294929598141,0.9405370507040186,9,0.14999999
0.9407085159429047,0.24565802772092793,-0.8181818,-0.82900184,0.4919703006744385,0.024565802772092794,0.9405541972279072,10,0.14999999
0.9414279874962237,0.2693500402247042,-0.7979798,-0.78145105,0.5309910774230957,0.02448636729315493,0.9406336327068452,11,0.14999999
0.9408028671261325,0.2936671730985717,-0.7777778,-0.7869481,0.5866541862487793,0.024472264424880975,0.9406477355751192,12,0.14999999
0.9422704178080034,0.31651675529056833,-0.75757575,-0.637006,0.6375775337219238,0.024347442714659103,0.940772557285341,13,0.14999999
0.940070303497474,0.3415664517930943,-0.7373737,-0.8765722,0.6834421157836914,0.024397603699506738,0.9407223963004935,14,0.14999999
0.9417820086855289,0.3649044431075654,-0.7171717,-0.6745624,0.724247932434082,0.024326962873837694,0.9407930371261625,15,0.14999999
