TimeElapsed,ReturnMean,ReturnLastEpisode,Regret,LQGmu1_actor,Regret/t,Iteration,LQGsigma_higher,LQGmu1_higher
0.14847183227539062,0.9557562207939411,0.9557562207939411,0.009363779206058909,-0.894273,0.009363779206058909,1,0.14999999,-1.0
0.1692495346069336,0.9553903448967158,0.9550244689994905,0.019459310206568436,-1.0558555,0.009729655103284218,2,0.14999999,-0.97979796
0.19167327880859375,0.9553693400452828,0.9553273303424169,0.02925197986415151,-0.9309778,0.00975065995471717,3,0.14999999,-0.959596
0.21492266654968262,0.9554334751319632,0.9556258803920041,0.038746099472147355,-0.8667369,0.009686524868036839,4,0.14999999,-0.93939394
0.24536371231079102,0.9554082537265787,0.9553073681050405,0.04855873136710687,-1.0568889,0.009711746273421373,5,0.14999999,-0.9191919
0.2738230228424072,0.9554524361761457,0.9556733484239809,0.05800538294312596,-0.7829637,0.009667563823854327,6,0.14999999,-0.8989899
0.2973144054412842,0.9554485706911147,0.9554253777809285,0.06770000516219743,-0.7940599,0.009671429308885347,7,0.14999999,-0.8787879
0.3252696990966797,0.9554404455555378,0.9553835696064994,0.07743643555569801,-0.92402107,0.009679554444462252,8,0.14999999,-0.85858583
0.35210180282592773,0.9554448474528198,0.9554800626310764,0.08707637292462156,-0.66958416,0.009675152547180174,9,0.14999999,-0.83838385
0.3749849796295166,0.9554148764437732,0.9551451373623537,0.0970512355622678,-0.9731585,0.00970512355622678,10,0.14999999,-0.8181818
0.4029269218444824,0.9554317606516232,0.9556006027301228,0.10657063283214496,-0.76055676,0.009688239348376815,11,0.14999999,-0.7979798
0.4301328659057617,0.9554209161186309,0.9553016262557159,0.11638900657642903,-1.057641,0.009699083881369086,12,0.14999999,-0.7777778
0.46170806884765625,0.9554392722543409,0.9556595458828617,0.12584946069356728,-0.7580978,0.009680727745659022,13,0.14999999,-0.75757575
0.49034953117370605,0.9554400479278398,0.955450131683325,0.13551932901024222,-0.5682675,0.009679952072160158,14,0.14999999,-0.7373737
0.515383243560791,0.9554491174690026,0.9555760910452813,0.1450632379649609,-0.79238987,0.009670882530997394,15,0.14999999,-0.7171717
0.5439620018005371,0.9554516428097324,0.9554895229206791,0.15469371504428175,-0.7594442,0.00966835719026761,16,0.14999999,-0.6969697
0.5756783485412598,0.955455979345233,0.9555253639132426,0.16428835113103912,-0.74272853,0.009664020654767007,17,0.14999999,-0.67676765
0.5980727672576904,0.9554664345405336,0.955644172860645,0.17376417827039414,-0.7834378,0.009653565459466341,18,0.14999999,-0.65656567
0.625981330871582,0.9554651482669589,0.9554419953426134,0.1834421829277807,-0.41647226,0.009654851733041089,19,0.14999999,-0.6363636
0.6549770832061768,0.9554685500001341,0.9555331829304629,0.19302899999731782,-0.9506092,0.009651449999865891,20,0.14999999,-0.61616164
0.6872923374176025,0.9554412663241413,0.9548955928042857,0.2032534071930321,-0.42559996,0.009678733675858671,21,0.14999999,-0.5959596
0.727623462677002,0.9554653417081481,0.9559709247722907,0.21240248242074133,-0.38854584,0.00965465829185188,22,0.14999999,-0.57575756
0.7549877166748047,0.9554788208038663,0.9557753609096669,0.22174712151107445,-0.5621604,0.009641179196133672,23,0.14999999,-0.5555556
0.792137622833252,0.9554557607303155,0.954925379038647,0.23194174247242738,-0.22178712,0.009664239269684474,24,0.14999999,-0.53535354
0.8223764896392822,0.9553752371847664,0.9534426720915862,0.24361907038084119,-0.28161016,0.009744762815233647,25,0.14999999,-0.5151515
0.8541250228881836,0.9553628728285334,0.9550537639227088,0.25368530645813236,-0.3446924,0.00975712717146663,26,0.14999999,-0.4949495
0.8832082748413086,0.9553347423400246,0.9546033496387958,0.26420195681933656,-0.35436076,0.009785257659975429,27,0.14999999,-0.47474748
0.9217722415924072,0.9553333301122086,0.9552951999611796,0.2740267568581569,-0.52241796,0.00978666988779132,28,0.14999999,-0.45454547
0.9515590667724609,0.9553324647159035,0.9553082336193596,0.2838385232387973,-0.3819112,0.00978753528409646,29,0.14999999,-0.43434343
0.9918341636657715,0.9553204295632582,0.9549714101365481,0.29398711310224923,-0.40509194,0.009799570436741642,30,0.14999999,-0.41414142
1.0214283466339111,0.9553177257250695,0.9552366105794066,0.30387050252284264,-0.6521001,0.009802274274930408,31,0.14999999,-0.3939394
1.0562419891357422,0.9553180306230364,0.9553274824600144,0.3136630200628282,-0.3528578,0.009801969376963381,32,0.14999999,-0.37373737
1.088996171951294,0.9553270070707427,0.9556142533973436,0.32316876666548455,-0.45764446,0.009792992929257107,33,0.14999999,-0.35353535
1.1217663288116455,0.955308237948951,0.9546888569298256,0.3335999097356589,-0.3072481,0.009811762051048792,34,0.14999999,-0.33333334
1.1548852920532227,0.9552999840771726,0.9550193524367092,0.34370055729894966,-0.44800445,0.009820015922827134,35,0.14999999,-0.3131313
1.1957340240478516,0.9553076133269871,0.9555746370704943,0.35324592022845536,-0.40101188,0.009812386673012648,36,0.14999999,-0.2929293
1.2260358333587646,0.9552821036851742,0.9543637565799105,0.3640021636485449,-0.15995653,0.009837896314825538,37,0.14999999,-0.27272728
1.2638142108917236,0.9552861165057142,0.9554345908656925,0.37368757278285236,-0.6510155,0.009833883494285588,38,0.14999999,-0.25252524
1.2969355583190918,0.9553022385694158,0.955914876990076,0.3828926957927763,-0.50379413,0.009817761430584007,39,0.14999999,-0.23232323
1.3301939964294434,0.9552536804002312,0.9533599118020339,0.39465278399074233,-0.16459487,0.009866319599768558,40,0.14999999,-0.21212122
1.3696322441101074,0.9552348329471152,0.9544809348224783,0.405291849168264,-0.34782386,0.009885167052884487,41,0.14999999,-0.1919192
1.408055305480957,0.9552082470640174,0.9541182258570089,0.4162936233112551,-0.11661276,0.009911752935982263,42,0.14999999,-0.17171717
1.4404716491699219,0.9552179145138183,0.9556239474054544,0.42578967590580064,-0.36258847,0.00990208548618141,43,0.14999999,-0.15151516
1.4651191234588623,0.954987099176989,0.945062039693329,0.4458476362124716,-0.07440193,0.010132900823010717,44,0.14999999,-0.13131313
1.48746919631958,0.9549839422240924,0.9548450362966475,0.45612259991582405,-0.15869918,0.010136057775907202,45,0.14999999,-0.11111111
1.5181732177734375,0.9549692965090852,0.9543102393337558,0.4669323605820682,-0.0061022416,0.010150703490914527,46,0.14999999,-0.09090909
1.5458049774169922,0.9549583050306953,0.9544526970247615,0.47759966355730665,-0.14453045,0.010161694969304396,47,0.14999999,-0.07070707
1.5740468502044678,0.9549723841891291,0.9556341046355109,0.4870855589217957,-0.33001813,0.010147615810870744,48,0.14999999,-0.05050505
1.6005885601043701,0.9485113912810575,0.6383837316936212,0.8138218272281745,0.22662127,0.016608608718942337,49,0.14999999,-0.030303031
1.6270463466644287,0.9430544847270482,0.6756660635805897,1.1032757636475847,0.19007501,0.022065515272951693,50,0.14999999,-0.01010101
1.6583433151245117,0.9430196792208664,0.9412794039117709,1.1271163597358138,0.022482917,0.022100320779133605,51,0.14999999,0.01010101
1.6854267120361328,0.9432075846829076,0.9527907632470057,1.139445596488808,-0.08239033,0.02191241531709246,52,0.14999999,0.030303031
