LQGsigma_higher,ReturnLastEpisode,LQGmu1_actor,LQGmu1_higher,ReturnMean,Iteration,Regret/t,TimeElapsed,Regret
0.14999999,0.9108405285959024,-1.0614133,-1.0,0.9108405285959024,1,0.05427947140409761,0.2155294418334961,0.05427947140409761
0.14999999,0.9145259127196106,-0.97575134,-0.97979796,0.9126832206577564,2,0.0524367793422435,0.22914862632751465,0.104873558684487
0.14999999,0.9098629038564214,-1.0780895,-0.959596,0.9117431150573113,3,0.05337688494268852,0.28192853927612305,0.16013065482806554
0.14999999,0.919536811267454,-0.81780547,-0.93939394,0.913691539109847,4,0.05142846089015288,0.33055830001831055,0.2057138435606115
0.14999999,0.9072067446441521,-1.3253217,-0.9191919,0.912394580216708,5,0.052725419783291885,0.3797948360443115,0.2636270989164594
0.14999999,0.9159396290627677,-0.9454569,-0.8989899,0.9129854216910513,6,0.05213457830894861,0.4288809299468994,0.3128074698536917
0.14999999,0.9123406987797956,-1.026841,-0.8787879,0.9128933184180148,7,0.052226681581985145,0.4781525135040283,0.36558677107389603
0.14999999,0.9185349244700383,-0.85188425,-0.85858583,0.9135985191745177,8,0.05152148082548222,0.5162758827209473,0.41217184660385775
0.14999999,0.9186339804342443,-0.8594089,-0.83838385,0.9141580148700429,9,0.05096198512995705,0.5495495796203613,0.45865786616961346
0.14999999,0.9177746369840509,-0.8848437,-0.8181818,0.9145196770814437,10,0.05060032291855625,0.59071946144104,0.5060032291855625
0.14999999,0.9173217346872137,-0.8971762,-0.7979798,0.9147744095910592,11,0.0503455904089408,0.6380929946899414,0.5538014944983488
0.14999999,0.9208728072163505,-0.74152535,-0.7777778,0.9152826093931666,12,0.0498373906068332,0.6835112571716309,0.5980486872819983
0.14999999,0.917839016848989,-0.888316,-0.75757575,0.9154792561205376,13,0.049640743879462254,0.7257387638092041,0.6453296704330093
0.14999999,0.9209307722898646,-0.75053924,-0.7373737,0.9158686501326324,14,0.04925134986736747,0.821906566619873,0.6895188981431446
0.14999999,0.9180923506011426,-0.87742174,-0.7171717,0.916016896830533,15,0.0491031031694668,0.879220724105835,0.736546547542002
0.14999999,0.9211901604403432,-0.7066576,-0.6969697,0.9163402258061462,16,0.048779774193853674,0.9235219955444336,0.7804763871016588
0.14999999,0.9052113254104641,-0.22444746,-0.67676765,0.9156855846064001,17,0.04943441539359968,0.9547913074493408,0.8403850616911946
0.14999999,0.921471205934022,-0.5034172,-0.65656567,0.9160070080134902,18,0.04911299198650959,0.9873232841491699,0.8840338557571726
0.14999999,0.922557080408566,-0.5788973,-0.6363636,0.9163517486658627,19,0.04876825133413719,1.0182974338531494,0.9265967753486066
0.14999999,0.9202309729555259,-0.7980244,-0.61616164,0.9165457098803458,20,0.048574290119654036,1.0492949485778809,0.9714858023930807
0.14999999,0.9208699742911254,-0.4433226,-0.5959596,0.9167516272332401,21,0.048368372766759773,1.082646131515503,1.0157358281019553
0.14999999,0.9227284762684403,-0.53816044,-0.57575756,0.9170233021893854,22,0.04809669781061432,1.1137685775756836,1.058127351833515
0.14999999,0.9226632547070635,-0.64772505,-0.5555556,0.917268517516241,23,0.04785148248375876,1.1452610492706299,1.1005840971264516
0.14999999,0.9210878941712188,-0.5404087,-0.53535354,0.9174276582101984,24,0.04769234178980136,1.1770269870758057,1.1446162029552327
0.14999999,0.9227938248014341,-0.6017729,-0.5151515,0.9176423048738479,25,0.04747769512615194,1.2107083797454834,1.1869423781537987
0.14999999,0.9169310245937345,-0.9085757,-0.4949495,0.9176149479399973,26,0.04750505206000247,1.241898536682129,1.235131353560064
0.14999999,0.9050549650305721,-0.2529223,-0.47474748,0.9171497633877964,27,0.047970236612203405,1.2741286754608154,1.295196388529492
0.14999999,0.9225467516358138,-0.5532264,-0.45454547,0.9173425129680828,28,0.047777487031917074,1.3064258098602295,1.337769636893678
0.14999999,0.9185032773991415,-0.45810607,-0.43434343,0.9173825393277745,29,0.047737460672225396,1.3386468887329102,1.3843863594945365
0.14999999,0.9177428616416993,-0.38176748,-0.41414142,0.917394550071572,30,0.04772544992842791,1.3721938133239746,1.4317634978528373
0.14999999,0.8997555667673687,-0.25262815,-0.3939394,0.916825550610146,31,0.048294449389853826,1.4033424854278564,1.4971279310854686
0.14999999,0.9191613200114354,-0.4592202,-0.37373737,0.9168985434039364,32,0.04822145659606354,1.431544303894043,1.5430866110740333
0.14999999,0.9141346932436061,-0.39394435,-0.35353535,0.9168147903687749,33,0.04830520963122507,1.4630756378173828,1.5940719178304272
0.14999999,0.8637428126899065,-0.14592355,-0.33333334,0.9152538498488082,34,0.049866150151191786,1.4970033168792725,1.6954491051405207
0.14999999,0.9045907935754643,-0.23822263,-0.3131313,0.9149491910981412,35,0.05017080890185875,1.5270636081695557,1.7559783115650562
0.14999999,0.8977671308108565,-0.19993547,-0.2929293,0.9144719116457166,36,0.050648088354283326,1.558441162109375,1.8233311807541996
0.14999999,0.9207904130214202,-0.49677488,-0.27272728,0.9146426819531681,37,0.05047731804683188,1.5912604331970215,1.8676607677327794
0.14999999,0.9192285231021332,-0.36662537,-0.25252524,0.9147633619834041,38,0.05035663801659595,1.6189780235290527,1.913552244630646
0.14999999,0.8618120798591521,-0.10990179,-0.23232323,0.913405636800731,39,0.05171436319926908,1.6492531299591064,2.016860164771494
0.14999999,0.8893543581355206,-0.17672503,-0.21212122,0.9128043548341006,40,0.05231564516589934,1.6748974323272705,2.0926258066359735
0.14999999,0.8885835959830835,-0.1658383,-0.1919192,0.9122136046182222,41,0.0529063953817778,1.6988513469696045,2.16916221065289
0.14999999,0.9083238047766069,-0.2870418,-0.17171717,0.912120990336279,42,0.05299900966372103,1.7219512462615967,2.225958405876283
0.14999999,0.872339466497614,-0.12141899,-0.15151516,0.9111958386191007,43,0.05392416138089928,1.7447705268859863,2.3187389393786693
0.14999999,0.8269227620146574,-0.09650914,-0.13131313,0.9092805414235453,44,0.05583945857645481,1.768824577331543,2.4569361773640117
0.14999999,0.4824485684632368,0.07308134,-0.11111111,0.8997953864688717,45,0.06532461353112833,1.7929692268371582,2.9396076089007748
0.14999999,0.9064182099225117,-0.23621628,-0.09090909,0.899939360891777,46,0.06518063910822311,1.8165836334228516,2.998309398978263
0.14999999,0.8834335434174598,-0.17521583,-0.07070707,0.8995881732859404,47,0.06553182671405965,1.8400795459747314,3.0799958555608034
0.14999999,0.4857875065119477,0.03348784,-0.05050505,0.8909673260614822,48,0.07415267393851782,1.863300085067749,3.5593283490488554
0.14999999,0.8815232167572269,-0.16423172,-0.030303031,0.8907745891369057,49,0.07434541086309446,1.8976967334747314,3.6429251322916283
0.14999999,0.8997169032252672,-0.21470635,-0.01010101,0.8909534354186729,50,0.07416656458132723,1.928755283355713,3.7083282290663613
0.14999999,0.4820067073460658,0.07807461,0.01010101,0.8829348721231316,51,0.08218512787686855,1.9582133293151855,4.191441521720296
0.14999999,0.508133834885391,0.010404319,0.030303031,0.8757271598685598,52,0.08939284013144047,1.9898202419281006,4.648427686834904
0.14999999,0.47018202470967485,0.16692248,0.05050505,0.8680753648655618,53,0.0970446351344383,2.024822950363159,5.1433656621252295
0.14999999,0.46614021243205433,0.19077924,0.07070707,0.8606321213019783,54,0.10448787869802176,2.057234287261963,5.642345449693175
0.14999999,0.4768166718117807,0.11770802,0.09090909,0.8536536585839748,55,0.11146634141602534,2.098109722137451,6.130648777881394
0.14999999,0.4788005153099842,0.09831901,0.11111111,0.8469598524540821,56,0.11816014754591804,2.1417572498321533,6.61696826257141
0.14999999,0.44678347810921837,0.27796617,0.13131313,0.8399392143076809,57,0.12518078569231916,2.1702613830566406,7.135304784462192
0.14999999,0.469938878710098,0.16845319,0.15151516,0.8335598981766881,58,0.13156010182331196,2.203282594680786,7.630485905752094
0.14999999,0.4757226127413848,0.12714204,0.17171717,0.8274948594404965,59,0.13762514055950353,2.235302448272705,8.119883293010709
0.14999999,0.4625475301512636,0.209719,0.1919192,0.8214124039523426,60,0.14370759604765743,2.265197515487671,8.622455762859445
