Iteration,LQGmu1_actor,Regret/t,ReturnMean,TimeElapsed,LQGsigma_higher,LQGmu1_higher,ReturnLastEpisode,Regret
65,0.4597098,0.14821977548600054,0.8169002245139994,2.2290003299713135,0.14999999,0.2929293,0.3962382253106235,9.634285406590035
66,0.17692515,0.15312857899993484,0.811991421000065,2.258019208908081,0.14999999,0.3131313,0.4929191925943343,10.1064862139957
67,0.3092203,0.15842007975198324,0.8066999202480166,2.291713237762451,0.14999999,0.33333334,0.4574608706128223,10.614145343382877
68,0.2510841,0.1632186639087489,0.8019013360912509,2.321460008621216,0.14999999,0.35353535,0.4803961975879518,11.098869145794925
69,0.40752992,0.16870928795629273,0.7964107120437071,2.3548591136932373,0.14999999,0.37373737,0.4230482768107275,11.640940868984197
70,0.5242823,0.17483252044496478,0.790287479555035,2.3876748085021973,0.14999999,0.3939394,0.36778443783666287,12.238276431147534
71,0.40588692,0.18001398474271152,0.7851060152572883,2.4200470447540283,0.14999999,0.41414142,0.4224035144150178,12.780992916732517
72,0.5041463,0.18567726226261483,0.7794427377373849,2.453054189682007,0.14999999,0.43434343,0.37735003382424886,13.368762882908268
73,0.34206134,0.19019387896707735,0.7749261210329225,2.485128164291382,0.14999999,0.45454547,0.449729718311621,13.884153164596647
74,0.50448704,0.1955544530031533,0.7695655469968465,2.517838716506958,0.14999999,0.47474748,0.3782436423633031,14.471029522233344
75,0.75963485,0.20279022432868118,0.7623297756713187,2.552091360092163,0.14999999,0.4949495,0.22688269758225688,15.209266824651088
76,0.61347044,0.20861296859842512,0.7565070314015747,2.5838191509246826,0.14999999,0.5151515,0.3198012111707778,15.85458561348031
77,0.6184237,0.21432116134581308,0.7507988386541867,2.6127476692199707,0.14999999,0.53535354,0.31697618985270437,16.502729423627606
78,0.45731348,0.21881534998017194,0.7463046500198279,2.6466426849365234,0.14999999,0.5555556,0.4002521251741962,17.06759729845341
79,0.6510264,0.2244924363097647,0.7406275636902352,2.6789538860321045,0.14999999,0.57575756,0.2978148299819999,17.73490246847141
80,0.4679247,0.22877539024697596,0.7363446097530238,2.7082557678222656,0.14999999,0.5959596,0.3979912487133346,18.302031219758078
81,0.5134124,0.23323151963712702,0.7318884803628728,2.7429757118225098,0.14999999,0.61616164,0.37539812915078835,18.89175309060729
82,0.6877994,0.23880306927993852,0.7263169307200613,2.7808403968811035,0.14999999,0.6363636,0.27502140965233096,19.58185168095496
83,0.58721805,0.24350998062684714,0.7216100193731527,2.81473970413208,0.14999999,0.65656567,0.33564328892664447,20.211328392028314
84,0.80081373,0.2497537532070173,0.7153662467929826,2.848633289337158,0.14999999,0.67676765,0.19713312263885932,20.979315269389453
85,0.7838967,0.25570459348867847,0.7094154065113214,2.8792288303375244,0.14999999,0.6969697,0.20954482285178241,21.73489044653767
86,1.0976058,0.26361796431461254,0.7015020356853873,2.912731170654297,0.14999999,0.7171717,0.0288655154809905,22.671144931056677
87,0.6554885,0.2682890704160065,0.6968309295839933,2.9467732906341553,0.14999999,0.7373737,0.29511580486410977,23.34114912619257
88,0.57188463,0.2723141601569014,0.6928058398430985,2.978041887283325,0.14999999,0.75757575,0.34262303238524616,23.963646093807323
89,0.75579256,0.27751896211606386,0.6876010378839361,3.0114080905914307,0.14999999,0.7777778,0.2295784654776429,24.699187628329682
90,0.75434494,0.2825968561569255,0.6825231438430744,3.0447940826416016,0.14999999,0.7979798,0.23059057420639123,25.433717054123292
91,0.8358151,0.28822225314164157,0.6768977468583584,3.0819661617279053,0.14999999,0.8181818,0.17061201823390867,26.228225035889384
92,0.7501892,0.29304195355590723,0.6720780464440927,3.111985921859741,0.14999999,0.83838385,0.23348530874591703,26.959859727143467
93,0.712001,0.29748002906761467,0.6676399709323853,3.1468615531921387,0.14999999,0.85858583,0.2593370238553036,27.665642703288164
94,0.78773785,0.3023831149961318,0.6627368850038682,3.1790218353271484,0.14999999,0.8787879,0.20674989365177243,28.42401280963639
95,0.8706296,0.3078529016887626,0.6572670983112373,3.2093331813812256,0.14999999,0.8989899,0.14310714920394274,29.246025660432448
96,1.118082,0.31440382972002495,0.650716170279975,3.245382785797119,0.14999999,0.9191919,0.028378007310050562,30.182767653122397
97,0.9477493,0.32030623391396046,0.6448137660860395,3.277801513671875,0.14999999,0.93939394,0.07818296346822924,31.069704689654166
98,0.8080351,0.3249292900185051,0.6401907099814949,3.312483072280884,0.14999999,0.959596,0.19175426784066335,31.843070421813504
99,0.9091243,0.33027072871660906,0.634849271283391,3.3440237045288086,0.14999999,0.97979796,0.11138827886920451,32.6968021429443
100,1.1831176,0.33635152288447917,0.6287684771155209,3.3771777153015137,0.14999999,1.0,0.026769854496383375,33.63515228844792
101,-0.44567522,0.3332781123818947,0.6318418876181053,3.4090569019317627,0.14999999,-0.45454547,0.9391829378765503,33.661089350571366
102,-0.55865264,0.3302664412309403,0.6348535587690595,3.4454615116119385,0.14999999,-0.3939394,0.9390323450154558,33.68717700555591
103,-0.43944675,0.327318568822117,0.6378014311778827,3.479074716567993,0.14999999,-0.37373737,0.9384844168778534,33.71381258867805
104,-0.7925634,0.32443185246250067,0.6406881475374989,3.508988380432129,0.14999999,-0.8181818,0.9380199325779789,33.74091265610007
105,-0.5418521,0.3215900958349136,0.643529904165086,3.543519973754883,0.14999999,-0.43434343,0.9390725934341424,33.76696006266593
106,-0.6434461,0.3188070655779957,0.6463129344220039,3.5757946968078613,0.14999999,-0.5555556,0.9385311113983816,33.793548951267546
107,-0.73915064,0.3160716140694741,0.6490483859305254,3.6137049198150635,0.14999999,-0.5151515,0.9390062458338156,33.81966270543373
108,-0.18191385,0.31357379856879686,0.6515462014312027,3.6599810123443604,0.14999999,-0.2929293,0.9188124600036655,33.86597024543006
109,-0.39892465,0.3109588077547208,0.6541611922452788,3.701150417327881,0.14999999,-0.4949495,0.9365802001654968,33.89451004526457
110,-0.4126882,0.3084070005403187,0.6567129994596809,3.729969024658203,0.14999999,-0.47474748,0.9348599858295059,33.92477005943506
111,-0.222181,0.30592800299112743,0.6591919970088723,3.7644050121307373,0.14999999,-0.35353535,0.9318817274199123,33.95800833201515
112,-0.6975588,0.30342926912273355,0.6616907308772662,3.7954366207122803,0.14999999,-0.6969697,0.9390501902689847,33.98407814174616
113,-0.37602,0.30097915968005046,0.6641408403199492,3.8243210315704346,0.14999999,-0.41414142,0.9385530979004612,34.0106450438457
114,-1.0786728,0.2986215715811182,0.6664984284188814,3.8480310440063477,0.14999999,-0.83838385,0.9329058835982255,34.042859160247474
115,-0.7150108,0.29625215535468985,0.6688678446453098,3.8723304271698,0.14999999,-0.6363636,0.9389812944581377,34.068997865789335
116,-0.5968998,0.293918912769706,0.6712010872302937,3.896502733230591,0.14999999,-0.5959596,0.9395239845034392,34.094593881285896
117,-0.5889781,0.2916277097483149,0.6734922902516847,3.921233654022217,0.14999999,-0.7373737,0.9392718407330488,34.120442040552845
118,-0.98003924,0.2894124497540749,0.6757075502459248,3.9445388317108154,0.14999999,-0.75757575,0.93489296957201,34.15066907098083
119,-1.0830141,0.287248543684328,0.6778714563156715,3.9685137271881104,0.14999999,-1.0,0.9332123725457941,34.182576698435035
120,-0.15348549,0.2852325981448816,0.6798874018551179,4.000556707382202,0.14999999,-0.15151516,0.9197849210492457,34.22791177738579
121,-0.65228647,0.28308439050088324,0.6820356094991163,4.029957294464111,0.14999999,-0.7171717,0.9398205267789183,34.253211250606874
122,-0.81629145,0.28098261904860106,0.6841373809513985,4.061979293823242,0.14999999,-0.8787879,0.9384517266775414,34.27987952392933
123,-0.8473609,0.27892449035855094,0.6861955096414486,4.0953264236450195,0.14999999,-0.85858583,0.9372872098275685,34.307712314101764
124,-0.87865204,0.27690110028205706,0.6882188997179425,4.129595518112183,0.14999999,-0.8989899,0.9370958791266882,34.335736434975075
125,-0.49411154,0.2748896854497289,0.6902303145502706,4.161697626113892,0.14999999,-0.57575756,0.9396457537589581,34.361210681216114
126,-0.3253779,0.27294774490182017,0.6921722550981794,4.194228649139404,0.14999999,-0.3131313,0.9349148235867727,34.39141585762934
127,-0.9917128,0.27103850870626034,0.6940814912937393,4.2275214195251465,0.14999999,-0.97979796,0.9346452519342822,34.42189060569506
128,-0.21207044,0.26920587022122205,0.6959141297787775,4.260157346725464,0.14999999,-0.27272728,0.9286592173786374,34.45835138831642
129,-1.0358887,0.26736320389394747,0.6977567961060521,4.28958535194397,0.14999999,-0.93939394,0.9336180859972001,34.489853302319226
130,-0.7163258,0.265505908825054,0.6996140911749457,4.323356628417969,0.14999999,-0.7777778,0.9392051550622068,34.51576814725702
131,-0.972167,0.263704113784432,0.7014158862155677,4.359083414077759,0.14999999,-0.67676765,0.9356492414964314,34.54523890576059
132,-0.63540125,0.2619028912196658,0.7032171087803338,4.392597436904907,0.14999999,-0.53535354,0.9391772647647024,34.57118164099589
133,-0.4246521,0.2601236493831719,0.7049963506168277,4.425388336181641,0.14999999,-0.61616164,0.9398562730340249,34.59644536796186
134,-0.17594343,0.2584912750480537,0.706628724951946,4.45741868019104,0.14999999,-0.1919192,0.9237345115226674,34.637830856439194
135,-0.7671005,0.2567710799009631,0.7083489200990364,4.48847508430481,0.14999999,-0.65656567,0.93885506980917,34.66409578663002
136,-0.9344375,0.2550939723128955,0.7100260276871042,4.521558046340942,0.14999999,-0.7979798,0.9364355520762357,34.69278023455379
137,-1.1249957,0.2534747744829392,0.7116452255170604,4.553400993347168,0.14999999,-0.959596,0.931856130391121,34.72604410416267
138,-0.7076068,0.25182822230959245,0.7132917776904071,4.58715033531189,0.14999999,-0.9191919,0.9388694254389088,34.75229467872376
139,-0.15094674,0.25031427495048103,0.7148057250495184,4.616476535797119,0.14999999,-0.17171717,0.923730460606895,34.793684218116866
140,-0.350592,0.24873534244215928,0.7163846575578402,4.649329423904419,0.14999999,-0.33333334,0.9358562762145661,34.8229479419023
141,-0.26355526,0.2471854896049247,0.7179345103950748,4.689748764038086,0.14999999,-0.23232323,0.9349139076079143,34.853154034294384
142,-0.29280123,0.24566022693633865,0.7194597730636608,4.723123550415039,0.14999999,-0.09090909,0.934521809334295,34.88375222496009
143,-0.1429183,0.24424242530143772,0.7208775746985618,4.754984140396118,0.14999999,-0.13131313,0.9222054068544961,34.926666818105595
144,0.14092678,0.24570799292717144,0.7194120070728282,4.786328077316284,0.14999999,0.21212122,0.5098358365929103,35.38195098151269
145,0.06860894,0.24706993401174238,0.7180500659882572,4.815988540649414,0.14999999,-0.05050505,0.5219305498100437,35.82514043170264
146,0.04108347,0.248109492647953,0.7170105073520465,4.8481223583221436,0.14999999,-0.07070707,0.5662745051015066,36.22398592660114
147,-0.017962135,0.24752047626784784,0.7175995237321516,4.881446361541748,0.14999999,0.030303031,0.8035959152275083,36.38551001137363
148,-0.7289206,0.24602415616977663,0.7190958438302228,4.912292003631592,0.14999999,-0.21212122,0.939054898246688,36.41157511312694
149,-0.34248498,0.24458427593104803,0.7205357240689515,4.945700645446777,0.14999999,-0.25252524,0.9336379994007878,36.443057113726155
150,0.039952196,0.24541687244175692,0.7197031275582426,4.976118564605713,0.14999999,-0.01010101,0.5956462474626181,36.812530866263536
151,0.34308234,0.24722198043838126,0.7178980195616184,5.010504484176636,0.14999999,0.25252524,0.44713182006796914,37.33051904619557
152,-0.25939164,0.24583678870124318,0.7192832112987565,5.04258394241333,0.14999999,0.09090909,0.9284471636066095,37.36719188258896
153,-0.06574745,0.24479777497825175,0.7203222250217479,5.075321435928345,0.14999999,-0.030303031,0.8782523109164457,37.454059571672516
154,-0.14115433,0.24350815798156458,0.721611842018435,5.1069252490997314,0.14999999,-0.11111111,0.9189232425115671,37.50025632916095
155,-0.14467332,0.24224443147331023,0.7228755685266893,5.139516592025757,0.14999999,0.15151516,0.9174894507978578,37.54788687836309
156,0.20237513,0.2437449343795494,0.7213750656204503,5.172689199447632,0.14999999,0.17171717,0.4887971151533843,38.024209763209704
157,0.150428,0.2451472394529835,0.7199727605470162,5.201629161834717,0.14999999,0.3131313,0.5012131690912955,38.48811659411841
158,0.2941464,0.2467648010422721,0.7183551989577276,5.235670328140259,0.14999999,0.23232323,0.4643980294394158,38.98883856467899
159,0.08249083,0.24791173842148587,0.7172082615785138,5.267868995666504,0.14999999,0.13131313,0.5359921556627409,39.41796640901625
160,0.26600733,0.24945928179135649,0.7156607182086432,5.297386407852173,0.14999999,0.35353535,0.4696013223992183,39.91348508661704
161,0.26051602,0.25096912447090225,0.7141508755290975,5.332172393798828,0.14999999,0.11111111,0.47257604680177057,40.406029039815266
162,0.028591951,0.2515059728119255,0.7136140271880743,5.392119407653809,0.14999999,0.05050505,0.6271814442833379,40.74396759553193
163,0.44445127,0.25338698731812287,0.7117330126818768,5.451533794403076,0.14999999,0.07070707,0.4070086626778967,41.30207893285403
164,0.40719518,0.2551353139769876,0.7099846860230121,5.48516583442688,0.14999999,0.33333334,0.42500744062806456,41.842191492225965
165,0.6357041,0.25757799272475285,0.707542007275247,5.516062259674072,0.14999999,0.45454547,0.306942692641743,42.50036879958422
166,0.27888858,0.2590347347926649,0.7060852652073348,5.544863939285278,0.14999999,0.1919192,0.46572282400184284,42.99976597558238
167,0.41865325,0.26075273301334784,0.7043672669866519,5.5770087242126465,0.14999999,0.37373737,0.419179562353289,43.54570641322909
168,0.4252648,0.26246808055743365,0.702651919442566,5.605238437652588,0.14999999,0.41414142,0.41618887958024425,44.09463753364885
169,0.6481499,0.26485332852193993,0.7002666714780598,5.637084245681763,0.14999999,0.5555556,0.29954501344100176,44.76021252020785
170,0.76565593,0.26766295136406454,0.6974570486359352,5.669195890426636,0.14999999,0.5959596,0.22263078831687966,45.50270173189097
171,0.33024645,0.2691027968886539,0.6960172031113459,5.70151424407959,0.14999999,0.2929293,0.4512434639311608,46.016578267959815
172,0.23278674,0.27036271015883,0.6947572898411697,5.73391056060791,0.14999999,0.27272728,0.47931212064105816,46.50238614731876
173,0.01299179,0.2706582484406614,0.6944617515593383,5.765582084655762,0.14999999,0.01010101,0.643629167084337,46.823876980234424
174,0.36390597,0.2721212940227638,0.6929987059772359,5.794942140579224,0.14999999,0.47474748,0.43989182027352,47.34910515996091
175,0.12280366,0.27311387436471646,0.6920061256352833,5.828245401382446,0.14999999,0.43434343,0.51929714613552,47.794928013825384
176,0.6504834,0.2753517385935355,0.6897682614064643,5.858439207077026,0.14999999,0.61616164,0.2981420213631337,48.46190599246225
177,0.23451841,0.2765363099191029,0.6885836900808968,5.889893531799316,0.14999999,0.3939394,0.4800991367810349,48.94692685568121
178,0.7467293,0.279079571553092,0.6860404284469077,5.921697616577148,0.14999999,0.75757575,0.23588311923084088,49.67616373645037
179,0.6442779,0.2812258203795727,0.683894179620427,5.953918933868408,0.14999999,0.65656567,0.30186188850684825,50.33942184794352
180,0.5552217,0.28307346518745896,0.6820465348125407,5.984617710113525,0.14999999,0.5151515,0.35131811420091075,50.95322373374261
181,0.59301716,0.2850011521832115,0.6801188478167882,6.021075963973999,0.14999999,0.53535354,0.3331351885813286,51.58520854516128
182,0.6462573,0.28708598529611473,0.6780340147038849,6.053474187850952,0.14999999,0.57575756,0.30067922126839935,52.24964932389288
183,0.9303412,0.2902811467892105,0.6748388532107892,6.081894397735596,0.14999999,0.7373737,0.09331946146735802,53.12144986242552
184,0.7343681,0.292620709390428,0.6724992906095717,6.115667343139648,0.14999999,0.6363636,0.24435933458676803,53.84221052783875
185,0.7102013,0.29484761352982,0.6702723864701797,6.1474339962005615,0.14999999,0.85858583,0.26052202482206094,54.54680850301669
186,0.7546204,0.2972125287619323,0.6679074712380674,6.1768505573272705,0.14999999,0.83838385,0.230398153297279,55.28153034971941
187,0.86232203,0.29998330445666255,0.6651366955433371,6.210503578186035,0.14999999,0.7979798,0.1497724163235187,56.096877933395895
188,0.90533036,0.3029118221235942,0.6622081778764055,6.239702224731445,0.14999999,0.7777778,0.11457537416019233,56.947422559235704
189,0.6174666,0.3047355489279622,0.6603844510720375,6.271716833114624,0.14999999,0.4949495,0.3175238118508467,57.595018747384856
190,0.7678753,0.30704780886898625,0.6580721911310135,6.303817272186279,0.14999999,0.6969697,0.22105506227747201,58.33908368510738
191,0.8540546,0.3096746682179173,0.6554453317820824,6.3380210399627686,0.14999999,0.8787879,0.15634205548518498,59.1478616296222
192,0.6529627,0.311543415332115,0.6535765846678847,6.368476629257202,0.14999999,0.67676765,0.2966458858561251,59.816335743766075
193,1.0271676,0.3147719275454573,0.6503480724545423,6.400069713592529,0.14999999,0.959596,0.030473727492809622,60.75098201627326
194,0.8537875,0.3173172617347107,0.647802738265289,6.443927764892578,0.14999999,0.8181818,0.15655323973939042,61.55954877653387
195,1.157872,0.32049878909104806,0.6446212109089516,6.477465867996216,0.14999999,0.8989899,0.02740490377950027,62.497263872754374
196,0.94582504,0.3233801731788245,0.6417398268211751,6.507970094680786,0.14999999,0.97979796,0.07986992970477252,63.3825139430496
197,1.0991374,0.3264913938159569,0.6386286061840428,6.537148714065552,0.14999999,0.93939394,0.028829361306100337,64.3188045817435
198,0.6924486,0.32834279855850035,0.6367772014414994,6.569584131240845,0.14999999,0.7171717,0.27205046716043524,65.01187411458307
199,0.80750203,0.3305770912378083,0.6345429087621914,6.600873947143555,0.14999999,0.9191919,0.19215295825921597,65.78484115632385
200,1.234917,0.3336226859721228,0.6314973140278769,6.632440567016602,0.14999999,1.0,0.025423961899293572,66.72453719442456
201,-0.2758228,0.33213541561125964,0.6329845843887401,6.6637187004089355,0.14999999,-0.45454547,0.930438656561365,66.75921853786319
202,-0.42655125,0.3306304965978898,0.63448950340211,6.694478511810303,0.14999999,-0.3939394,0.936978225089447,66.78736031277374
203,-0.3611471,0.3291403863061568,0.635979613693843,6.726727247238159,0.14999999,-0.43434343,0.9369818926239248,66.81549842014982
204,-0.8765743,0.32766230111904854,0.6374576988809513,6.759772300720215,0.14999999,-0.5151515,0.93750899186392,66.8431094282859
205,-0.30214825,0.32621568631469494,0.6389043136853049,6.791165590286255,0.14999999,-0.37373737,0.9340137337734401,66.87421569451246
206,-0.6968649,0.32475757811594463,0.6403624218840552,6.8228371143341064,0.14999999,-0.6969697,0.9392746026278644,66.9000610918846
207,-0.7678999,0.3233196674779675,0.6418003325220323,6.852968454360962,0.14999999,-0.5959596,0.9380099239453246,66.92717116793926
208,-0.75755703,0.32189119223012747,0.6432288077698722,6.8878514766693115,0.14999999,-0.5555556,0.9389231840727448,66.95336798386651
209,-0.7412095,0.3204762288216222,0.6446437711783776,6.918605327606201,0.14999999,-0.6363636,0.9389561601474691,66.97953182371904
210,-0.97599703,0.31909127854193925,0.6460287214580606,6.952003002166748,0.14999999,-0.8181818,0.9354833299118107,67.00916849380724
211,-0.75549924,0.31770405501171134,0.6474159449882886,6.983733892440796,0.14999999,-0.7171717,0.9387328863361354,67.0355556074711
212,-0.5869242,0.3163291050145547,0.6487908949854452,7.017877578735352,0.14999999,-0.7373737,0.9389053443855052,67.06177026308559
213,-0.5056621,0.3149672745132255,0.6501527254867743,7.047471523284912,0.14999999,-0.41414142,0.9388607917685671,67.08802947131703
214,-0.5503856,0.3136140648690601,0.6515059351309397,7.079920053482056,0.14999999,-0.57575756,0.9397395893381582,67.11340988197887
215,-1.0577177,0.31230254182810846,0.6528174581718913,7.114030122756958,0.14999999,-0.8787879,0.9334833889355475,67.14504649304332
