LQGmu1_actor,Regret/t,Iteration,LQGmu1_higher,ReturnMean,ReturnLastEpisode,LQGsigma_higher,TimeElapsed,Regret
-1.2079408,0.019939097495795033,1,-1.0,0.945180902504205,0.945180902504205,0.14999999,0.18650078773498535,0.019939097495795033
-0.9221727,0.018291270899658874,2,-0.97979796,0.9468287291003411,0.9484765556964773,0.14999999,0.25951051712036133,0.03658254179931775
-1.0350912,0.018227219921340947,3,-0.959596,0.9468927800786591,0.9470208820352949,0.14999999,0.2991957664489746,0.05468165976402284
-0.9139695,0.017926135083233874,4,-0.93939394,0.9471938649167662,0.9480971194310873,0.14999999,0.3321075439453125,0.0717045403329355
-0.9451425,0.01785042174883127,5,-0.9191919,0.9472695782511688,0.9475724315887791,0.14999999,0.3640885353088379,0.08925210874415634
-1.0268048,0.017835560763080627,6,-0.8989899,0.9472844392369194,0.9473587441656726,0.14999999,0.3957662582397461,0.10701336457848376
-0.9470842,0.017733586326002002,7,-0.8787879,0.947386413673998,0.9479982602964697,0.14999999,0.4225423336029053,0.12413510428201402
-0.48285013,0.017523618802698315,8,-0.85858583,0.9475963811973017,0.9490661538604275,0.14999999,0.44545936584472656,0.14018895042158652
-0.63496363,0.017289492604693035,9,-0.83838385,0.9478305073953069,0.9497035169793492,0.14999999,0.48816490173339844,0.15560543344223732
-0.85552853,0.017236196277276163,10,-0.8181818,0.9478838037227237,0.9483634706694757,0.14999999,0.5361945629119873,0.1723619627727616
-0.48577392,0.01710204142796613,11,-0.7979798,0.9480179585720339,0.9493595070651342,0.14999999,0.5693323612213135,0.18812245570762742
-0.87521374,0.017043000688980608,12,-0.7777778,0.9480769993110193,0.9487264474398601,0.14999999,0.6101968288421631,0.20451600826776728
-0.85872495,0.01700319348390786,13,-0.75757575,0.9481168065160921,0.9485944929769651,0.14999999,0.6490621566772461,0.22104151529080218
-0.9142386,0.016982191011750167,14,-0.7373737,0.9481378089882498,0.9484108411262998,0.14999999,0.7026190757751465,0.23775067416450235
-0.9865843,0.01702461375335836,15,-0.7171717,0.9480953862466417,0.9475014678641269,0.14999999,0.74017333984375,0.2553692063003754
-0.69354033,0.016938852759188022,16,-0.6969697,0.948181147240812,0.949467562153367,0.14999999,0.7749810218811035,0.27102164414700836
-0.90396506,0.01692359781716805,17,-0.67676765,0.9481964021828321,0.9484404812551515,0.14999999,0.8190622329711914,0.2877011628918569
-0.80186176,0.016866082869217345,18,-0.65656567,0.9482539171307827,0.9492316712459447,0.14999999,0.845670223236084,0.3035894916459122
-0.4474483,0.016826959796558693,19,-0.6363636,0.9482930402034414,0.948997255511297,0.14999999,0.8868086338043213,0.3197122361346152
-0.67762315,0.016764639417117554,20,-0.61616164,0.9483553605828826,0.9495394477922641,0.14999999,0.9234626293182373,0.3352927883423511
-0.5523953,0.016714589088484486,21,-0.5959596,0.9484054109115156,0.9494064174841769,0.14999999,0.949885368347168,0.3510063708581742
-0.79472595,0.01667527816617353,22,-0.57575756,0.9484447218338267,0.9492702512023565,0.14999999,0.9806971549987793,0.36685611965581766
-0.7278429,0.016627667977822003,23,-0.5555556,0.9484923320221782,0.9495397561659116,0.14999999,1.0234894752502441,0.38243636348990606
-0.41119385,0.016601978968922796,24,-0.53535354,0.9485180210310773,0.9491088682357589,0.14999999,1.053400993347168,0.39844749525414713
-0.6493865,0.01656621286162761,25,-0.5151515,0.9485537871383726,0.9494121737134569,0.14999999,1.0986011028289795,0.41415532154069024
-0.56879634,0.01652126049550445,26,-0.4949495,0.9485987395044957,0.9497225486575746,0.14999999,1.1450731754302979,0.42955277288311566
-0.24433456,0.016642536053294146,27,-0.47474748,0.9484774639467061,0.9453242994441737,0.14999999,1.1869573593139648,0.4493484734389419
-0.41129455,0.016654123584023166,28,-0.45454547,0.948465876415977,0.9481530130862932,0.14999999,1.2225673198699951,0.4663154603526487
