IWMin,Iteration,MountainCar_std0_higher,GridSize,DenMISELogFirst,DenMISELogLast,IWMean,ActionIn1,Bound,NumTrainableParams,AvgEpLen,ReturnAbsMax,MountainCar_std1_higher,MountainCar_mu0_higher,IWMax,ReturnMax,MinEpLen,IWLastEpisode,ReturnStepMax,ReturnMin,DenMISEMeanLog,IWFirstEpisode,NumTrajectories,ReturnLastEpisode,Regret,TimestepsSoFar,TimeElapsed,ReturnMean,Regret/t,MountainCar_mu1_higher,Delta
,967,0.14999999,400,-4.9001117,-4.553525,1.1623237,-4.314451,43.88042,,908.9327817993795,13.278829,0.14999999,0.47368422,127.135925,12.822414,185,,132.42879,-13.278829,-3.3931537,,967,-2.2891147,5819.6777,878938,1696.7522115707397,-1.0182811,6.018281,-4.736842,3.2506375e-09
,968,0.14999999,400,-4.9011455,-3.5092266,1.0073912,10.459792,43.86281,,909.025826446281,13.278829,0.14999999,0.2631579,105.25263,12.822414,185,,132.42879,-13.278829,-3.3931563,,968,-1.256101,5825.934,879937,1698.775379896164,-1.0185268,6.018527,10.0,3.243925e-09
,969,0.14999999,400,-4.902178,-2.7737875,0.7830426,3.100902,43.863632,,909.1186790505676,13.278829,0.14999999,-0.57894737,114.96267,12.822414,185,,132.42879,-13.278829,-3.3925536,,969,-0.9421925,5831.876,880936,1700.906822681427,-1.018448,6.018448,3.6842105,3.237233e-09
,970,0.14999999,400,-4.903209,-2.775049,0.549004,-7.058791,43.86089,,909.1329896907216,13.278829,0.14999999,1.0,157.10963,12.822414,185,,132.42879,-13.278829,-3.3921673,,970,-0.84682536,5837.723,881859,1702.825499534607,-1.0182711,6.018271,-7.894737,3.2305616e-09
,971,0.14999999,400,-4.9042397,-3.4251447,1.1767782,1.1677163,43.85994,,909.2255406797117,13.278829,0.14999999,0.47368422,127.499825,12.822414,185,,132.42879,-13.278829,-3.392692,4.2431225e-07,971,-4.215846,5846.939,882858,1704.8787579536438,-1.0215641,6.021564,0.5263158,3.2239111e-09
,972,0.14999999,400,-4.905269,-2.9134448,0.83684486,4.247422,43.85233,,909.3179012345679,13.278829,0.14999999,0.57894737,126.78879,12.822414,185,,132.42879,-13.278829,-3.3920772,,972,-1.1875726,5853.1265,883857,1706.8757119178772,-1.021735,6.021735,3.6842105,3.2172809e-09
,973,0.14999999,400,-4.906297,-2.7992635,0.78796905,-3.514143,43.832394,,909.410071942446,13.278829,0.14999999,-0.57894737,116.22788,12.822414,185,,132.42879,-13.278829,-3.3916733,,973,-1.2827454,5859.409,884856,1709.0529961585999,-1.0220032,6.022003,-2.631579,3.2106713e-09
,974,0.14999999,400,-4.907325,-5.0256834,0.8070889,-9.40208,43.823307,,909.5020533880903,13.278829,0.14999999,-0.57894737,109.95764,12.822414,185,,132.42879,-13.278829,-3.3935988,,974,-0.70737934,5865.116,885855,1711.1032979488373,-1.0216801,6.02168,-8.947369,3.2040817e-09
,975,0.14999999,400,-4.908351,-2.755526,1.068342,2.671205,43.823315,,909.5938461538461,13.278829,0.14999999,-1.0,180.01083,12.822414,185,,132.42879,-13.278829,-3.393169,,975,-0.4753406,5870.592,886854,1713.1536240577698,-1.0211198,6.02112,3.6842105,3.1975123e-09
,976,0.14999999,400,-4.9093757,-2.9319062,0.97160727,-7.2583313,43.813076,,909.5758196721312,13.278829,0.14999999,-0.57894737,122.63877,12.822414,185,,132.42879,-13.278829,-3.3926902,,976,-1.8263158,5877.418,887746,1715.1367642879486,-1.0219448,6.021945,-6.8421054,3.1909637e-09
,977,0.14999999,400,-4.9104,-4.2018895,0.9845223,0.6103621,43.789143,,909.6673490276356,13.278829,0.14999999,-1.0,210.67618,12.822414,185,,132.42879,-13.278829,-3.3935876,2.1999024e-32,977,-0.9786145,5883.3965,888745,1717.2317807674408,-1.0219004,6.0219,1.5789474,3.1844347e-09
,978,0.14999999,400,-4.9114227,-2.9705884,0.89787096,2.2485476,43.7807,,909.758691206544,13.278829,0.14999999,-0.57894737,123.72105,12.822414,185,5.858996e-12,132.42879,-13.278829,-3.393234,,978,-1.567524,5889.9644,889744,1719.2458333969116,-1.0224583,6.022458,2.631579,3.177926e-09
,979,0.14999999,400,-4.912445,-3.156529,0.9355549,0.06817955,43.780533,,909.8498467824311,13.278829,0.14999999,-1.0,209.33044,12.822414,185,,132.42879,-13.278829,-3.3931308,7.5984936e-08,979,-0.60190004,5895.5664,890743,1721.308648109436,-1.0220288,6.022029,0.5263158,3.171437e-09
,980,0.14999999,400,-4.913466,-4.301455,1.03098,0.20693558,43.782047,,909.9408163265306,13.278829,0.14999999,0.68421054,133.23604,12.822414,185,1.0120834e-33,132.42879,-13.278829,-3.394189,2.9319133e-07,980,-1.0847718,5901.651,891742,1723.4402725696564,-1.0220928,6.022093,-0.5263158,3.164968e-09
,981,0.14999999,400,-4.914486,-2.97126,0.86095273,-5.7052603,43.779915,,910.0316004077472,13.278829,0.14999999,-0.57894737,102.38735,12.822414,185,,132.42879,-13.278829,-3.3937745,,981,-2.681636,5909.3325,892741,1725.5813663005829,-1.0237845,6.0237846,-4.736842,3.1585186e-09
,982,0.14999999,400,-4.9155045,-4.0373144,0.979483,-10.413563,43.761642,,910.122199592668,13.278829,0.14999999,-1.0,212.03159,12.822414,185,,132.42879,-13.278829,-3.3946023,,982,-1.1085274,5915.4414,893740,1727.6318571567535,-1.0238708,6.023871,-10.0,3.1520893e-09
,983,0.14999999,400,-4.9165225,-3.205798,0.9255088,3.4171972,43.754585,,910.2126144455748,13.278829,0.14999999,0.7894737,136.48543,12.822414,185,,132.42879,-13.278829,-3.394502,,983,-0.64592046,5921.087,894739,1729.6738204956055,-1.0234863,6.023486,2.631579,3.1456797e-09
,984,0.14999999,400,-4.917539,-2.9085283,0.862116,9.040733,43.75351,,910.3028455284552,13.278829,0.14999999,-1.0,152.14046,12.822414,185,,132.42879,-13.278829,-3.3941288,,984,-3.32665,5929.4136,895738,1731.8004529476166,-1.0258269,6.025827,10.0,3.139289e-09
,985,0.14999999,400,-4.918555,-2.7824636,1.1343718,-2.1250868,43.707603,,909.9441624365483,13.278829,0.14999999,-0.57894737,124.04115,12.822414,185,,132.42879,-13.278829,-3.393693,1.9427691e-18,985,-1.5593425,5935.973,896295,1733.6422979831696,-1.0263685,6.0263686,-1.5789474,3.1329184e-09
,986,0.14999999,400,-4.9195695,-2.7586994,1.107875,-8.410761,43.708244,,910.0344827586207,13.278829,0.14999999,-0.57894737,125.35409,12.822414,185,,132.42879,-13.278829,-3.392963,,986,-0.683314,5941.6562,897294,1735.7153961658478,-1.0260206,6.0260205,-7.894737,3.1265666e-09
,987,0.14999999,400,-4.9205832,-3.8330688,1.018161,0.7766881,43.70869,,910.1246200607902,13.278829,0.14999999,-0.57894737,123.27785,12.822414,185,,132.42879,-13.278829,-3.393347,6.8977504e-28,987,-0.22950305,5946.8857,898293,1737.7083387374878,-1.0252136,6.0252137,1.5789474,3.1202343e-09
,988,0.14999999,400,-4.921596,-2.7988846,1.3045299,8.035416,43.686703,,910.2145748987854,13.278829,0.14999999,0.47368422,129.54929,12.822414,185,,132.42879,-13.278829,-3.3927696,,988,-1.2613424,5953.147,899292,1739.7993636131287,-1.0254526,6.0254526,7.894737,3.1139213e-09
,989,0.14999999,400,-4.9226074,-3.7658882,0.9533017,-0.82553923,43.667816,,910.304347826087,13.278829,0.14999999,0.57894737,128.30487,12.822414,185,,132.42879,-13.278829,-3.3929,9.962911e-24,989,-0.39576292,5958.543,900291,1741.9449889659882,-1.0248159,6.024816,-1.5789474,3.1076275e-09
,990,0.14999999,400,-4.9236183,-2.863034,1.0297601,-6.5278563,43.65082,,910.3939393939394,13.278829,0.14999999,-0.57894737,126.6259,12.822414,185,,132.42879,-13.278829,-3.3924499,,990,-2.0442863,5965.5874,901290,1744.0043745040894,-1.0258456,6.0258455,-5.7894735,3.1013525e-09
,991,0.14999999,400,-4.924628,-2.907087,1.1479636,-4.0057755,43.634636,,910.4833501513623,13.278829,0.14999999,-0.57894737,124.97188,12.822414,185,,132.42879,-13.278829,-3.3919733,,991,-0.9479678,5971.535,902289,1746.0643682479858,-1.0257671,6.0257673,-3.6842105,3.0950966e-09
,992,0.14999999,400,-4.9256363,-3.6786995,0.8683299,-6.591993,43.60223,,910.5725806451613,13.278829,0.14999999,0.68421054,132.55463,12.822414,185,,132.42879,-13.278829,-3.3921607,,992,-0.6151743,5977.1504,903288,1748.176542043686,-1.0253532,6.0253534,-6.8421054,3.0888594e-09
,993,0.14999999,400,-4.926644,-3.2553718,0.77450824,10.376325,43.595894,,910.6616314199396,13.278829,0.14999999,0.57894737,131.58788,12.822414,185,,132.42879,-13.278829,-3.392198,,993,-0.5055386,5982.656,904287,1750.2260627746582,-1.0248297,6.02483,10.0,3.0826415e-09
,994,0.14999999,400,-4.9276505,-2.7152095,1.0014223,9.396145,43.574207,,910.0975855130785,13.278829,0.14999999,0.15789473,110.98398,12.822414,185,2.549412e-09,132.42879,-13.278829,-3.391772,,994,2.267715,5985.388,904637,1751.8924758434296,-1.0215173,6.0215173,8.947369,3.076442e-09
,995,0.14999999,400,-4.928656,-3.414815,1.2125441,-3.6292758,43.547035,,909.5155778894473,13.278829,0.14999999,-1.0,184.58517,12.822414,185,,132.42879,-13.278829,-3.391831,,995,3.1684136,5987.2197,904968,1753.6431951522827,-1.0173062,6.0173063,-2.631579,3.0702612e-09
,996,0.14999999,400,-4.9296603,-2.9750187,1.0380813,-8.89926,43.53472,,909.605421686747,13.278829,0.14999999,-1.0,241.64742,12.822414,185,,132.42879,-13.278829,-3.3912733,,996,-1.6709412,5993.8906,905967,1755.7981805801392,-1.0179626,6.0179625,-7.894737,3.0640992e-09
,997,0.14999999,400,-4.930664,-4.110659,1.2299677,9.538329,43.49021,,909.6950852557673,13.278829,0.14999999,-0.36842105,105.003296,12.822414,185,,132.42879,-13.278829,-3.3920267,,997,-1.1734521,6000.0645,906966,1757.8184595108032,-1.0181186,6.018119,10.0,3.0579557e-09
,998,0.14999999,400,-4.9316664,-2.7752216,1.1228031,1.8013693,43.472816,,909.2264529058116,13.278829,0.14999999,-1.0,222.5187,12.822414,185,,132.42879,-13.278829,-3.3912206,,998,0.82166576,6004.2427,907408,1759.6545014381409,-1.016275,6.016275,2.631579,3.0518303e-09
,999,0.14999999,400,-4.932668,-2.9883454,0.6911165,-9.314203,43.460823,,909.1811811811812,13.278829,0.14999999,1.0,165.26018,12.822414,185,,132.42879,-13.278829,-3.3907692,,999,-1.7495055,6010.992,908272,1761.6615579128265,-1.017009,6.017009,-10.0,3.0457237e-09
,1000,0.14999999,400,-4.9336686,-3.148167,1.0828384,7.913126,43.43865,,909.271,13.278829,0.14999999,1.0,306.82434,12.822414,185,,132.42879,-13.278829,-3.3908687,,1000,-2.4399822,6018.432,909271,1763.7545585632324,-1.018432,6.018432,6.8421054,3.0396354e-09
,1001,0.14999999,400,-4.934668,-3.3771148,0.9474563,7.6765122,43.410053,,909.3606393606393,13.278829,0.14999999,-0.15789473,108.45244,12.822414,185,2.715949e-23,132.42879,-13.278829,-3.390877,,1001,-6.1603193,6029.5923,910270,1765.7973034381866,-1.0235687,6.0235686,7.894737,3.0335654e-09
,1002,0.14999999,400,-4.9356666,-2.9767468,0.9478206,2.1368432,43.38167,,909.1626746506986,13.278829,0.14999999,0.68421054,131.67337,12.822414,185,,132.42879,-13.278829,-3.3905516,6.154044e-35,1002,0.04076561,6034.552,910981,1767.7149498462677,-1.0225065,6.0225067,1.5789474,3.0275131e-09
,1003,0.14999999,400,-4.936664,-3.4159248,1.1442093,-5.876653,43.350075,,909.2522432701894,13.278829,0.14999999,-1.0,234.69891,12.822414,185,,132.42879,-13.278829,-3.3906736,,1003,-2.2083716,6041.76,911980,1769.7463705539703,-1.0236889,6.023689,-4.736842,3.0214793e-09
,1004,0.14999999,400,-4.9376607,-3.4933753,0.9722923,6.9125495,43.338387,,909.3416334661355,13.278829,0.14999999,-0.7894737,116.53516,12.822414,185,,132.42879,-13.278829,-3.3907127,,1004,-2.2642703,6049.0244,912979,1771.8451414108276,-1.0249245,6.0249243,7.894737,3.0154634e-09
,1005,0.14999999,400,-4.9386563,-2.9121013,1.1270686,-6.576849,43.334908,,908.8507462686567,13.278829,0.14999999,-1.0,243.83423,12.822414,185,,132.42879,-13.278829,-3.390301,,1005,-0.31891307,6054.343,913395,1773.6928639411926,-1.0242219,6.024222,-5.7894735,3.0094656e-09
,1006,0.14999999,400,-4.9396505,-2.8056207,0.95903784,8.398177,43.228214,,908.9403578528827,13.278829,0.14999999,-0.57894737,120.279106,12.822414,185,,132.42879,-13.278829,-3.3896718,,1006,-1.2421292,6060.585,914394,1775.7203423976898,-1.0244386,6.024439,8.947369,3.0034855e-09
,1007,0.14999999,400,-4.9406443,-3.0264773,1.0657918,7.830447,43.206783,,908.4905660377359,13.278829,0.14999999,0.68421054,133.82181,12.822414,185,,132.42879,-13.278829,-3.3893876,,1007,0.52995014,6065.055,914850,1777.5497298240662,-1.022895,6.022895,6.8421054,2.997523e-09
,1008,0.14999999,400,-4.9416366,-3.907039,0.7400892,6.079795,43.20345,,908.5803571428571,13.278829,0.14999999,-0.68421054,109.528534,12.822414,185,4.879221e-19,132.42879,-13.278829,-3.3898818,,1008,-3.2317078,6073.287,915849,1779.5735700130463,-1.0250863,6.0250864,6.8421054,2.9915785e-09
,1009,0.14999999,400,-4.9426284,-2.8156414,0.905965,4.4443383,43.20172,,908.4628344895937,13.278829,0.14999999,0.8947368,167.19705,12.822414,185,,132.42879,-13.278829,-3.3895967,,1009,-1.0048574,6079.292,916639,1781.5740504264832,-1.0250661,6.0250664,3.6842105,2.9856517e-09
,1010,0.14999999,400,-4.943619,-2.883288,0.99676585,5.0946026,43.10888,,908.5524752475247,13.278829,0.14999999,0.57894737,128.93265,12.822414,185,2.3472432e-10,132.42879,-13.278829,-3.3892395,,1010,-2.9881365,6087.2803,917638,1783.5253908634186,-1.02701,6.02701,4.736842,2.9797425e-09
,1011,0.14999999,400,-4.9446087,-3.4658287,1.0667791,6.7657995,43.087036,,908.6419386745796,13.278829,0.14999999,-0.05263158,118.954254,12.822414,185,,132.42879,-13.278829,-3.3893583,,1011,-1.1564878,6093.4365,918637,1785.5645661354065,-1.027138,6.0271378,6.8421054,2.9738512e-09
,1012,0.14999999,400,-4.945597,-3.3019927,0.9767226,8.024969,43.0136,,908.5434782608696,13.278829,0.14999999,0.15789473,112.43973,12.822414,185,1.0578976e-12,132.42879,-13.278829,-3.3892493,,1012,0.0075102993,6098.4287,919446,1787.536546945572,-1.0261155,6.0261154,7.894737,2.9679768e-09
,1013,0.14999999,400,-4.9465847,-2.9824815,1.2232121,-2.9089832,43.015373,,908.0325765054295,13.278829,0.14999999,0.68421054,132.90279,12.822414,185,,132.42879,-13.278829,-3.388904,,1013,1.8986125,6101.5303,919837,1789.2779521942139,-1.0232283,6.023228,-3.6842105,2.96212e-09
,1014,0.14999999,400,-4.9475713,-2.8863473,0.96653044,9.278532,43.004738,,908.1222879684418,13.278829,0.14999999,0.68421054,135.40134,12.822414,185,,132.42879,-13.278829,-3.388241,,1014,-1.9488572,6108.4795,920836,1791.3919401168823,-1.0241413,6.0241413,8.947369,2.9562803e-09
,1015,0.14999999,400,-4.9485574,-3.1768303,0.98313314,9.5615,43.00657,,908.2118226600985,13.278829,0.14999999,-0.68421054,108.33847,12.822414,185,7.5941973e-25,132.42879,-13.278829,-3.3881137,,1015,-1.1918988,6114.671,921835,1793.5459065437317,-1.0243065,6.0243063,10.0,2.950458e-09
,1016,0.14999999,400,-4.949542,-5.706051,1.1569955,-9.399702,42.98908,,907.7716535433071,13.278829,0.14999999,0.57894737,127.95167,12.822414,185,,132.42879,-13.278829,-3.390444,,1016,-0.42481023,6120.0957,922296,1795.4406731128693,-1.0237164,6.0237164,-10.0,2.944653e-09
,1017,0.14999999,400,-4.9505258,-3.2590437,1.3406724,6.1225905,42.94477,,907.8613569321534,13.278829,0.14999999,-0.15789473,121.94089,12.822414,185,,132.42879,-13.278829,-3.3902087,,1017,-0.6499757,6125.746,923295,1797.5531957149506,-1.0233489,6.023349,5.7894735,2.938865e-09
,1018,0.14999999,400,-4.9515085,-4.9573183,1.1351515,7.1150775,42.91289,,907.369351669941,13.278829,0.14999999,1.0,294.9034,12.822414,185,6.42695e-08,132.42879,-13.278829,-3.3914733,,1018,1.6267568,6129.119,923702,1799.327602148056,-1.0207458,6.0207458,5.7894735,2.933094e-09
,1019,0.14999999,400,-4.9524903,-4.6389933,0.7285236,-3.7327557,42.860664,,907.459273797841,13.278829,0.14999999,1.0,213.68051,12.822414,185,,132.42879,-13.278829,-3.3926678,,1019,-6.5430775,6140.662,924701,1801.3799993991852,-1.0261651,6.026165,-4.736842,2.9273397e-09
,1020,0.14999999,400,-4.953471,-4.2308164,1.1403488,4.943181,42.679848,,907.5490196078431,13.278829,0.14999999,-0.05263158,122.07901,12.822414,185,,132.42879,-13.278829,-3.3937955,,1020,-6.352815,6152.015,925700,1803.493216753006,-1.0313872,6.0313873,4.736842,2.9216027e-09
,1021,0.14999999,400,-4.954451,-3.856872,0.9799956,5.8258824,42.646954,,907.384916748286,13.278829,0.14999999,0.15789473,117.50534,12.822414,185,4.0001003e-05,132.42879,-13.278829,-3.3941576,,1021,0.050257653,6156.965,926440,1805.5154750347137,-1.0303278,6.030328,5.7894735,2.9158824e-09
,1022,0.14999999,400,-4.95543,-3.154508,1.2855048,-9.996569,42.63884,,907.4745596868885,13.278829,0.14999999,-0.05263158,122.09065,12.822414,185,,132.42879,-13.278829,-3.3939753,,1022,-0.09935545,6162.064,927439,1807.4866943359375,-1.0294169,6.029417,-10.0,2.9101792e-09
,1023,0.14999999,400,-4.956408,-2.9000788,0.97380537,-2.2822552,42.640553,,907.564027370479,13.278829,0.14999999,0.05263158,121.7678,12.822414,185,,132.42879,-13.278829,-3.3932667,,1023,-0.041663803,6167.1055,928438,1809.7246193885803,-1.0284513,6.0284514,-2.631579,2.9044922e-09
,1024,0.14999999,400,-4.957385,-4.355809,0.7980322,3.6834679,42.64216,,907.6533203125,13.278829,0.14999999,1.0,169.56995,12.822414,185,,132.42879,-13.278829,-3.394269,,1024,-0.017748846,6172.1235,929437,1811.8903579711914,-1.0274644,6.0274644,2.631579,2.898822e-09
,1025,0.14999999,400,-4.958361,-3.0650163,0.9407591,-4.381558,42.643433,,907.7424390243903,13.278829,0.14999999,0.05263158,122.91416,12.822414,185,,132.42879,-13.278829,-3.3941846,,1025,-5.630352,6182.754,930436,1814.0227530002594,-1.031955,6.031955,-4.736842,2.8931686e-09
,1026,0.14999999,400,-4.9593363,-2.8822575,1.1797516,-5.545464,42.644592,,907.8313840155945,13.278829,0.14999999,0.05263158,123.04869,12.822414,185,2.9779818e-11,132.42879,-13.278829,-3.3937783,,1026,-0.2596589,6188.0137,931435,1816.2552509307861,-1.0312023,6.0312023,-5.7894735,2.887532e-09
,1027,0.14999999,400,-4.9603105,-3.9199393,1.112396,-0.63602805,42.642853,,907.9201557935735,13.278829,0.14999999,-0.05263158,123.01173,12.822414,185,,132.42879,-13.278829,-3.394165,22.198309,1027,-0.0070134783,6193.0205,932434,1818.3033285140991,-1.0302051,6.0302052,-0.5263158,2.8819112e-09
,1028,0.14999999,400,-4.9398994,-2.7715235,1.0211599,-7.7340236,42.638386,,908.0087548638132,13.278829,0.14999999,0.05263158,121.74138,12.822414,185,,132.42879,-13.278829,-3.3934941,,1028,-0.0511033,6198.072,933433,1820.487112045288,-1.0292526,6.0292525,-7.894737,2.8763072e-09
,1029,0.14999999,400,-4.9408717,-2.80137,0.9719128,0.6737006,42.638527,,908.0971817298348,13.278829,0.14999999,0.05263158,121.72014,12.822414,185,,132.42879,-13.278829,-3.392934,0.005088701,1029,-0.03579681,6203.1074,934432,1822.6636064052582,-1.028287,6.028287,0.5263158,2.8707192e-09
,1030,0.14999999,400,-4.941838,-2.7789516,1.079039,-8.92939,42.62724,,908.1854368932039,13.278829,0.14999999,0.05263158,123.238,12.822414,185,,132.42879,-13.278829,-3.3924084,,1030,-0.088007614,6208.1953,935431,1824.8111410140991,-1.0273743,6.0273743,-8.947369,2.865148e-09
,1031,0.14999999,400,-4.9428086,-2.757295,1.0505245,2.3939917,42.628223,,908.2735208535403,13.278829,0.14999999,0.05263158,123.59551,12.822414,185,,132.42879,-13.278829,-3.3917527,,1031,-0.010204812,6213.2056,936430,1826.9340317249298,-1.0263876,6.0263877,2.631579,2.8595923e-09
,1032,0.14999999,400,-4.943778,-2.872457,0.9455035,1.463855,42.569656,,908.3614341085271,13.278829,0.14999999,-0.15789473,122.30123,12.822414,185,1.7658966e-08,132.42879,-13.278829,-3.3912406,8.292902e-27,1032,-0.101881854,6218.3076,937429,1829.1399931907654,-1.0254918,6.0254917,1.5789474,2.8540532e-09
,1033,0.14999999,400,-4.9447465,-2.9419987,0.770615,-1.7964354,42.568756,,908.4491771539206,13.278829,0.14999999,-0.15789473,120.464905,12.822414,185,,132.42879,-13.278829,-3.3908935,2.342722e-17,1033,-0.0020859225,6223.3096,938428,1831.1834177970886,-1.0245012,6.0245013,-1.5789474,2.8485303e-09
,1034,0.14999999,400,-4.945714,-2.9656847,1.1132246,3.603428,42.565956,,908.536750483559,13.278829,0.14999999,-0.15789473,115.47234,12.822414,185,,132.42879,-13.278829,-3.3907287,,1034,-0.03828749,6228.3477,939427,1833.368061542511,-1.0235473,6.023547,3.6842105,2.8430232e-09
,1035,0.14999999,400,-4.9466805,-2.9576354,1.1584343,-6.791766,42.566734,,908.624154589372,13.278829,0.14999999,-0.15789473,122.434265,12.822414,185,,132.42879,-13.278829,-3.3902416,,1035,-0.004901223,6233.3525,940426,1835.5035300254822,-1.0225631,6.022563,-6.8421054,2.8375322e-09
,1036,0.14999999,400,-4.947646,-3.7465508,0.9453005,-3.8697584,42.566116,,908.71138996139,13.278829,0.14999999,-0.15789473,122.92917,12.822414,185,,132.42879,-13.278829,-3.390476,,1036,-0.07210133,6238.425,941425,1837.554500579834,-1.0216457,6.0216455,-3.6842105,2.8320568e-09
,1037,0.14999999,400,-4.9486113,-3.4082537,0.6932228,-5.9471216,42.514004,,908.7984570877531,13.278829,0.14999999,-0.2631579,118.47264,12.822414,185,,132.42879,-13.278829,-3.3905818,,1037,-0.29603824,6243.7207,942424,1839.6798465251923,-1.0209459,6.020946,-5.7894735,2.8265974e-09
,1038,0.14999999,400,-4.949575,-2.8381104,0.81273407,-2.335977,42.500813,,908.8853564547206,13.278829,0.14999999,-0.2631579,116.32724,12.822414,185,,132.42879,-13.278829,-3.390368,,1038,-0.020824447,6248.7417,943423,1841.7776775360107,-1.0199825,6.0199823,-2.631579,2.8211542e-09
,1039,0.14999999,400,-4.9505377,-6.218433,0.86157346,-0.30992663,42.500877,,908.9720885466795,13.278829,0.14999999,0.8947368,148.81752,12.822414,185,6.799346e-11,132.42879,-13.278829,-3.393297,1.19119136e-29,1039,-0.025940003,6253.7676,944422,1843.8984422683716,-1.0190258,6.019026,-1.5789474,2.8157263e-09
,1040,0.14999999,400,-4.9515,-4.3559833,0.85719246,-5.0026474,42.500023,,909.0586538461539,13.278829,0.14999999,-0.2631579,121.19946,12.822414,185,,132.42879,-13.278829,-3.3943956,,1040,-5.1161776,6263.884,945421,1846.0186250209808,-1.0229653,6.0229654,-4.736842,2.810314e-09
