IWMean,DenMISELogFirst,Regret/t,AvgEpLen,ReturnAbsMax,IWLastEpisode,ActionIn1,DenMISELogLast,ReturnMean,MountainCar_mu1_higher,TimeElapsed,ReturnMax,DenMISEMeanLog,MountainCar_mu0_higher,NumTrajectories,NumTrainableParams,IWMin,TimestepsSoFar,Iteration,IWFirstEpisode,IWMax,ReturnMin,MountainCar_std1_higher,ReturnLastEpisode,Bound,MountainCar_std0_higher,MinEpLen,Delta,GridSize,Regret,ReturnStepMax
0.91777384,-4.0750413,6.247275,922.1732673267327,13.593301,,-3.130327,-4.691318,-1.247275,-3.6842105,638.6798257827759,6.2262387,-3.5388045,0.68421054,404,,,372558,404,,113.91762,-13.593301,0.14999999,-1.7117624,71.10702,0.14999999,262,1.862339e-08,400,2523.8992,144.20976
0.80746555,-4.0775137,6.247352,922.3629629629629,13.593301,,2.48529,-2.7874715,-1.247352,1.5789474,640.4313530921936,6.2262387,-3.5373456,0.68421054,405,,,373557,405,2.1421555e-33,128.48303,-13.593301,0.14999999,-1.278433,71.06041,0.14999999,262,1.8531537e-08,400,2530.1775,144.20976
0.9236097,-4.07998,6.2473946,922.551724137931,13.593301,,9.267043,-4.860285,-1.2473947,10.0,642.2026958465576,6.2262387,-3.5412445,-0.7894737,406,,,374556,406,,132.63884,-13.593301,0.14999999,-1.2646987,70.816826,0.14999999,262,1.8440362e-08,400,2536.4424,144.20976
0.6918931,-4.08244,6.238839,921.0884520884521,13.593301,,2.46024,-2.6728268,-1.2388391,2.631579,643.6491889953613,6.2262387,-3.5395064,-0.15789473,407,,,374883,407,,107.03969,-13.593301,0.14999999,2.2347276,70.82251,0.14999999,262,1.8349855e-08,400,2539.2075,144.20976
1.0015846,-4.0848937,6.2369843,920.9632352941177,13.593301,,-5.8861933,-4.595428,-1.2369845,-6.8421054,645.3462860584259,6.2262387,-3.5429723,1.0,408,,,375753,408,,261.1403,-13.593301,0.14999999,-0.48216826,70.81775,0.14999999,262,1.8260016e-08,400,2544.6897,144.20976
0.47889528,-4.087342,6.244313,921.1540342298289,13.593301,,4.0096684,-2.89532,-1.2443129,4.736842,647.0405209064484,6.2262387,-3.5418365,-0.8947368,409,,,376752,409,,76.20743,-13.593301,0.14999999,-4.234314,70.70277,0.14999999,262,1.8170837e-08,400,2553.924,144.20976
0.6488243,-4.0897837,6.24428,921.180487804878,13.593301,,-0.34602875,-2.784157,-1.2442799,-0.5263158,648.594039440155,6.2262387,-3.5413294,0.15789473,410,,,377684,410,27.34483,127.72954,-13.593301,0.14999999,-1.2307773,70.63813,0.14999999,262,1.8082305e-08,400,2560.1548,144.20976
0.9019754,-4.027655,6.2413015,921.3698296836983,13.593301,,-7.6512594,-2.8299778,-1.2413014,-7.894737,650.3816838264465,6.2262387,-3.540567,0.15789473,411,,,378683,411,,129.40382,-13.593301,0.14999999,-0.020141153,70.625435,0.14999999,262,1.799442e-08,400,2565.1748,144.20976
0.82926667,-4.030085,6.2384524,921.5582524271845,13.593301,,4.402489,-2.8355324,-1.2384526,3.6842105,652.1848022937775,6.2262387,-3.5393202,0.68421054,412,,,379682,412,,118.764725,-13.593301,0.14999999,-0.067533396,70.57264,0.14999999,262,1.7907176e-08,400,2570.2424,144.20976
0.85497284,-4.0325093,6.2394123,921.7457627118644,13.593301,,6.9734883,-2.8946588,-1.2394125,7.894737,653.9881644248962,6.2262387,-3.538352,-0.8947368,413,,,380681,413,,135.34103,-13.593301,0.14999999,-1.6349485,70.52261,0.14999999,262,1.7820563e-08,400,2576.8774,144.20976
0.717739,-4.034928,6.2333164,920.3429951690821,13.593301,,0.16829333,-2.7483542,-1.2333167,0.5263158,655.3754122257233,6.2262387,-3.537007,-0.57894737,414,,,381022,414,1.1585287e-06,138.15315,-13.593301,0.14999999,1.284298,70.483574,0.14999999,262,1.7734576e-08,400,2580.593,144.20976
1.1784593,-4.03734,6.2316227,920.532530120482,13.593301,,-0.6301604,-3.068141,-1.2316229,-1.5789474,657.1241199970245,6.2262387,-3.5366988,1.0,415,,,382021,415,9.678945e-26,226.05487,-13.593301,0.14999999,-0.5304695,70.48577,0.14999999,262,1.764921e-08,400,2586.1235,144.20976
0.8147803,-4.0397468,6.235904,920.7211538461538,13.593301,,5.167148,-2.9196606,-1.2359041,5.7894735,659.076840877533,6.2262387,-3.5352285,-0.8947368,416,,,383020,416,,140.33517,-13.593301,0.14999999,-3.0125525,70.26219,0.14999999,262,1.7564462e-08,400,2594.1362,144.20976
1.2551006,-4.042148,6.2350335,920.9088729016787,13.593301,,3.9122927,-2.7959957,-1.2350336,3.6842105,660.8755147457123,6.2262387,-3.5340662,0.36842105,417,,,384019,417,,116.88565,-13.593301,0.14999999,-0.8728879,70.26532,0.14999999,262,1.748032e-08,400,2600.009,144.20976
1.1349127,-4.0445433,6.2332773,921.0956937799043,13.593301,,5.8806334,-3.1160526,-1.2332776,6.8421054,662.6106009483337,6.2262387,-3.5327177,-0.8947368,418,,,385018,418,,147.41107,-13.593301,0.14999999,-0.50104004,70.15559,0.14999999,262,1.7396783e-08,400,2605.51,144.20976
1.197081,-4.0469327,6.232659,920.3675417661098,13.593301,,-8.01308,-3.8928409,-1.232659,-7.894737,664.2115049362183,6.2262387,-3.533586,-0.57894737,419,,,385634,419,,114.877785,-13.593301,0.14999999,-0.97411984,70.13832,0.14999999,262,1.7313841e-08,400,2611.4841,144.20976
1.3476119,-4.0493164,6.230788,920.5547619047619,13.593301,,1.7048898,-4.8455563,-1.2307885,1.5789474,665.9043908119202,6.2262387,-3.5365238,0.36842105,420,,,386633,420,3.0440525e-30,136.32365,-13.593301,0.14999999,-0.44695756,70.11018,0.14999999,262,1.7231493e-08,400,2616.9312,144.20976
1.2350905,-4.0516944,6.2282314,920.7410926365795,13.593301,,-7.4283133,-2.965024,-1.2282313,-6.8421054,667.6809370517731,6.2262387,-3.534657,-0.57894737,421,,,387632,421,,117.65229,-13.593301,0.14999999,-0.15427217,70.08807,0.14999999,262,1.7149729e-08,400,2622.0854,144.20976
0.81564224,-4.054067,6.2272058,920.9265402843602,13.593301,,-3.818604,-2.715986,-1.2272056,-2.631579,669.4099419116974,6.2262387,-3.532461,-0.8947368,422,,,388631,422,,130.31213,-13.593301,0.14999999,-0.7954517,70.07172,0.14999999,262,1.7068547e-08,400,2627.8809,144.20976
0.86382073,-4.0564337,6.2289085,921.1111111111111,13.593301,,-6.312314,-3.597264,-1.2289083,-5.7894735,671.1356801986694,6.2262387,-3.53324,-0.8947368,423,,,389630,423,,143.98367,-13.593301,0.14999999,-1.9473845,70.00821,0.14999999,262,1.6987943e-08,400,2634.8281,144.20976
0.7706001,-4.058795,6.2284894,921.2948113207547,13.593301,4.4662384e-06,-5.631822,-3.5037522,-1.2284894,-4.736842,672.9313571453094,6.2262387,-3.5337117,-0.8947368,424,,,390629,424,,107.08543,-13.593301,0.14999999,-1.0513028,70.00876,0.14999999,262,1.6907906e-08,400,2640.8794,144.20976
1.3498081,-4.061151,6.227941,921.4776470588235,13.593301,2.480542e-24,-3.6548214,-3.7413223,-1.2279412,-3.6842105,674.7172553539276,6.2262387,-3.5348845,0.36842105,425,,,391628,425,,136.96826,-13.593301,0.14999999,-0.99550134,69.99922,0.14999999,262,1.6828434e-08,400,2646.875,144.20976
0.9433912,-4.063501,6.2254176,921.6596244131456,13.593301,,-2.8384824,-3.5966907,-1.2254177,-1.5789474,676.6359934806824,6.2262387,-3.5345306,-0.8947368,426,,,392627,426,4.5983033e-24,128.9217,-13.593301,0.14999999,-0.15290426,69.93662,0.14999999,262,1.6749517e-08,400,2652.0278,144.20976
1.0705109,-4.065846,6.227581,921.8407494145199,13.593301,5.211548e-34,-4.4453735,-3.9650786,-1.2275811,-3.6842105,678.4338793754578,6.2262387,-3.5359144,-0.8947368,427,,,393626,427,,149.72118,-13.593301,0.14999999,-2.1492157,69.85198,0.14999999,262,1.6671157e-08,400,2659.1772,144.20976
1.0190337,-4.068185,6.2282057,922.0210280373832,13.593301,,-10.4869995,-2.995235,-1.2282058,-10.0,680.1461184024811,6.2262387,-3.5347946,-0.8947368,428,,,394625,428,,149.84517,-13.593301,0.14999999,-1.4949112,69.63475,0.14999999,262,1.6593345e-08,400,2665.672,144.20976
1.1942235,-4.0705185,6.22803,922.2004662004662,13.593301,,2.3966126,-4.138372,-1.2280302,3.6842105,681.9308128356934,6.2262387,-3.5364008,-0.8947368,429,,,395624,429,,151.30658,-13.593301,0.14999999,-1.1528957,69.59331,0.14999999,262,1.6516077e-08,400,2671.825,144.20976
1.1429899,-4.072847,6.2297964,922.3790697674418,13.593301,1.124073e-30,0.53472745,-4.561844,-1.2297962,1.5789474,683.6131496429443,6.2262387,-3.5386417,-0.8947368,430,,,396623,430,8.026745e-37,150.73322,-13.593301,0.14999999,-1.9874266,69.550674,0.14999999,262,1.6439348e-08,400,2678.8125,144.20976
1.0173752,-4.07517,6.2302947,922.5568445475639,13.593301,1.8232686e-13,1.7293345,-3.6450827,-1.2302948,2.631579,685.3811149597168,6.2262387,-3.5389047,-0.8947368,431,,,397622,431,,151.79813,-13.593301,0.14999999,-1.4446738,69.53448,0.14999999,262,1.636315e-08,400,2685.257,144.20976
1.2659842,-4.0774875,6.2316895,922.2060185185185,13.593301,,-9.79478,-2.8415773,-1.2316897,-8.947369,686.994921207428,6.2262387,-3.537524,-0.8947368,432,,,398393,432,,151.58533,-13.593301,0.14999999,-1.832898,69.49901,0.14999999,262,1.6287483e-08,400,2692.0898,144.20976
1.3833734,-4.0797997,6.2309613,922.3833718244804,13.593301,,2.4472353,-3.5935726,-1.2309612,2.631579,688.7780435085297,6.2262387,-3.5373712,-0.47368422,433,,,399392,433,,134.36172,-13.593301,0.14999999,-0.9162872,69.45699,0.14999999,262,1.621234e-08,400,2698.0063,144.20976
0.55168086,-4.082106,6.2291355,922.5599078341014,13.593301,,5.856095,-4.0858035,-1.2291353,4.736842,690.5890536308289,6.2262387,-3.538096,0.8947368,434,,,400391,434,,117.635345,-13.593301,0.14999999,-0.43849608,68.849464,0.14999999,262,1.6137715e-08,400,2703.4448,144.20976
0.7844071,-4.084408,6.231724,922.735632183908,13.593301,,-0.78322315,-5.6843677,-1.2317238,-0.5263158,692.3482065200806,6.2262387,-3.5441542,-0.36842105,435,,,401390,435,1.9638638,116.385445,-13.593301,0.14999999,-2.355141,68.64373,0.14999999,262,1.6063602e-08,400,2710.7998,144.20976
0.7258172,-4.0821996,6.2289567,922.9105504587156,13.593301,,-8.068055,-3.2523248,-1.2289566,-8.947369,694.0924525260925,6.2262387,-3.5441043,0.7894737,436,,,402389,436,,92.96506,-13.593301,0.14999999,-0.025159316,68.52239,0.14999999,262,1.5990004e-08,400,2715.8252,144.20976
0.8704773,-4.0844903,6.2336764,923.0846681922196,13.593301,,3.3799758,-2.8575163,-1.2336764,2.631579,695.8833603858948,6.2262387,-3.543269,0.8947368,437,,,403388,437,,147.59888,-13.593301,0.14999999,-3.291561,68.39734,0.14999999,262,1.5916907e-08,400,2724.1167,144.20976
0.8810356,-4.0867763,6.234135,923.2579908675799,13.593301,,1.5242863,-3.2202117,-1.2341353,0.5263158,697.709148645401,6.2262387,-3.5430272,0.8947368,438,,,404387,438,6.2646034e-11,153.35703,-13.593301,0.14999999,-1.4346435,68.26888,0.14999999,262,1.5844309e-08,400,2730.5513,144.20976
1.1010809,-4.0890565,6.2438498,923.4305239179954,13.593301,,-1.9704995,-3.001725,-1.2438495,-2.631579,699.445151090622,6.2262387,-3.5422604,0.8947368,439,,,405386,439,,146.73187,-13.593301,0.14999999,-5.4986696,67.55585,0.14999999,262,1.5772208e-08,400,2741.0498,144.20976
1.0451857,-4.091332,6.247162,923.6022727272727,13.593301,1.0737911e-34,-3.9658778,-3.3941545,-1.2471616,-4.736842,701.2217698097229,6.2262387,-3.541955,0.7894737,440,,,406385,440,,145.81364,-13.593301,0.14999999,-2.7011836,67.471825,0.14999999,262,1.5700596e-08,400,2748.751,144.20976
0.7886254,-4.093602,6.2534437,923.7732426303855,13.593301,,-7.4734063,-3.902497,-1.2534438,-7.894737,703.0126254558563,6.2262387,-3.5429254,0.68421054,441,,,407384,441,,131.6165,-13.593301,0.14999999,-4.0176163,67.44235,0.14999999,262,1.5629473e-08,400,2757.7688,144.20976
1.3308674,-4.095867,6.2529864,923.9434389140272,13.593301,,-1.1545522,-3.0711198,-1.2529863,-0.5263158,704.7549030780792,6.2262387,-3.542479,-0.8947368,442,,,408383,442,6.4543235e-07,135.66513,-13.593301,0.14999999,-1.051233,67.06561,0.14999999,262,1.555883e-08,400,2763.8198,144.20976
1.1414571,-4.098127,6.2522526,924.1128668171558,13.593301,,7.791606,-2.717658,-1.2522525,6.8421054,706.6951837539673,6.2262387,-3.5402086,0.7894737,443,,,409382,443,,135.10698,-13.593301,0.14999999,-0.92794836,66.895805,0.14999999,262,1.5488666e-08,400,2769.7478,144.20976
0.5841124,-4.100382,6.25387,924.2815315315315,13.593301,,-3.1216362,-4.0267844,-1.2538702,-3.6842105,708.427205324173,6.2262387,-3.5412092,0.8947368,444,,,410381,444,,113.7077,-13.593301,0.14999999,-1.9704903,66.88024,0.14999999,262,1.5418978e-08,400,2776.7183,144.20976
1.1971674,-4.1026316,6.254572,924.4494382022472,13.593301,,10.772402,-2.9079537,-1.2545722,10.0,710.188178062439,6.2262387,-3.5408332,0.7894737,445,,,411380,445,,135.13249,-13.593301,0.14999999,-1.5662062,66.55105,0.14999999,262,1.5349755e-08,400,2783.2847,144.20976
0.98817736,-4.104876,6.2563143,924.6165919282511,13.593301,8.4900714e-14,9.8658085,-3.6582487,-1.2563143,8.947369,711.9544701576233,6.2262387,-3.5409267,0.7894737,446,,,412379,446,,141.83064,-13.593301,0.14999999,-2.0315971,66.407166,0.14999999,262,1.5281e-08,400,2790.3162,144.20976
0.82164365,-4.1071157,6.262967,924.7829977628635,13.593301,,8.782456,-2.9589994,-1.2629673,10.0,713.8258547782898,6.2262387,-3.5399227,-1.0,447,,,413378,447,,139.69704,-13.593301,0.14999999,-4.230189,66.35357,0.14999999,262,1.5212704e-08,400,2799.5464,144.20976
1.2009205,-4.1093507,6.256517,923.4330357142857,13.593301,0.030150004,9.833217,-3.476736,-1.256517,10.0,715.431960105896,6.2262387,-3.5403726,-0.47368422,448,,,413698,448,,109.76533,-13.593301,0.14999999,1.6267315,66.33735,0.14999999,262,1.5144865e-08,400,2802.9197,144.20976
1.0109695,-4.1115804,6.2439003,922.0601336302896,13.593301,,-7.74181,-2.7756982,-1.2439003,-6.8421054,716.9429457187653,6.2262387,-3.5384405,-0.7894737,449,,,414005,449,,120.48289,-13.593301,0.14999999,4.4083714,65.81957,0.14999999,262,1.507748e-08,400,2803.5112,144.20976
0.8740313,-4.113805,6.2441816,922.2311111111111,13.593301,,-0.0983389,-2.7618885,-1.2441819,0.5263158,718.7597098350525,6.2262387,-3.5368636,-0.7894737,450,,,415004,450,1.9453366e-09,125.25789,-13.593301,0.14999999,-1.3705491,65.72933,0.14999999,262,1.5010547e-08,400,2809.8818,144.20976
0.9881819,-4.1160245,6.243871,922.4013303769401,13.593301,,-8.959385,-2.8253622,-1.2438713,-7.894737,720.5601315498352,6.2262387,-3.5357208,-0.7894737,451,,,416003,451,,125.61497,-13.593301,0.14999999,-1.1041764,65.73572,0.14999999,262,1.4944055e-08,400,2815.9858,144.20976
0.98576975,-4.1182394,6.2456,922.570796460177,13.593301,,4.2874565,-3.1063554,-1.2456001,3.6842105,722.3190469741821,6.2262387,-3.534963,0.8947368,452,,,417002,452,,147.28685,-13.593301,0.14999999,-2.0252633,65.6961,0.14999999,262,1.4878004e-08,400,2823.0112,144.20976
0.95648843,-4.1204495,6.2461243,922.7395143487859,13.593301,,2.383944,-2.744306,-1.2461241,1.5789474,724.1360397338867,6.2262387,-3.5335002,0.8947368,453,,,418001,453,1.4799306e-36,145.61832,-13.593301,0.14999999,-1.4830112,65.52687,0.14999999,262,1.48123895e-08,400,2829.4941,144.20976
1.0578408,-4.1226544,6.250852,922.9074889867842,13.593301,,9.113671,-2.9127607,-1.2508521,8.947369,725.6496863365173,6.2262387,-3.5324638,0.15789473,454,,,419000,454,,125.743935,-13.593301,0.14999999,-3.3925812,65.10916,0.14999999,262,1.4747209e-08,400,2837.8867,144.20976
0.80232817,-4.1248546,6.2398205,921.5846153846154,13.593301,2.4325313e-09,10.153318,-2.645929,-1.2398204,10.0,727.1546461582184,6.2262387,-3.5306184,0.2631579,455,,,419321,455,,122.730736,-13.593301,0.14999999,3.7685475,64.362724,0.14999999,262,1.4682457e-08,400,2839.1182,144.20976
0.89496005,-4.12705,6.2362037,920.6820175438596,13.593301,2.7714461e-11,8.677091,-2.7709067,-1.2362036,8.947369,728.7453141212463,6.2262387,-3.5295122,-0.36842105,456,,,419831,456,,112.624054,-13.593301,0.14999999,0.40948182,64.36188,0.14999999,262,1.461813e-08,400,2843.7087,144.20976
1.240615,-4.1292405,6.2293854,919.4770240700219,13.593301,1.2891232e-06,9.777525,-3.375036,-1.2293855,10.0,730.2006177902222,6.2262387,-3.5295527,-0.15789473,457,,,420201,457,,107.201965,-13.593301,0.14999999,1.8796655,64.1604,0.14999999,262,1.4554225e-08,400,2846.829,144.20976
1.3525207,-4.1314263,6.2267246,919.4868995633187,13.593301,,6.994223,-2.948198,-1.2267245,6.8421054,732.0848376750946,6.2262387,-3.5279706,0.05263158,458,,,421125,458,,128.14645,-13.593301,0.14999999,-0.010661117,64.101814,0.14999999,262,1.4490739e-08,400,2851.8398,144.20976
0.77514774,-4.1336074,6.2236814,918.8453159041394,13.593301,5.3402055e-06,7.931342,-3.3054934,-1.2236812,7.894737,733.7104156017303,6.2262387,-3.52699,-0.05263158,459,,,421750,459,,126.90928,-13.593301,0.14999999,0.1701035,63.848083,0.14999999,262,1.4427668e-08,400,2856.6697,144.20976
1.5305262,-4.1357837,6.220263,917.9956521739131,13.593301,1.3507197e-20,8.323606,-3.515705,-1.2202629,8.947369,735.4301419258118,6.2262387,-3.5275986,-0.68421054,460,,,422278,460,,120.407135,-13.593301,0.14999999,0.34876075,63.79235,0.14999999,262,1.4365007e-08,400,2861.3208,144.20976
0.75304604,-4.137955,6.218373,917.0932754880694,13.593301,,5.601113,-2.68786,-1.218373,5.7894735,737.0753681659698,6.2262387,-3.5249326,-0.15789473,461,,,422780,461,,128.01141,-13.593301,0.14999999,-0.34903166,63.735577,0.14999999,262,1.4302753e-08,400,2866.67,144.20976
0.6780152,-4.140122,6.2150598,916.2835497835498,13.593301,1.0279398e-09,6.810855,-2.6638913,-1.2150599,6.8421054,738.6872897148132,6.2262387,-3.5237563,-0.36842105,462,,,423323,462,,128.41418,-13.593301,0.14999999,0.3122663,63.50882,0.14999999,262,1.4240904e-08,400,2871.3577,144.20976
1.063651,-4.1422844,6.210674,915.2894168466522,13.593301,,4.4690037,-4.0039606,-1.2106737,4.736842,740.219758272171,6.2262387,-3.525599,-0.05263158,463,,,423779,463,,129.49431,-13.593301,0.14999999,0.8158109,63.515194,0.14999999,262,1.4179452e-08,400,2875.542,144.20976
0.71605855,-4.1444416,6.2085543,915.1788793103449,13.593301,,-8.7421465,-2.8856978,-1.2085544,-8.947369,741.8668382167816,6.2262387,-3.5242872,0.05263158,464,,,424643,464,,123.773506,-13.593301,0.14999999,-0.22729887,63.498684,0.14999999,262,1.4118403e-08,400,2880.7693,144.20976
0.77633566,-4.1465945,6.2061033,915.3591397849463,13.593301,,3.3721905,-2.7682216,-1.2061036,3.6842105,743.7468705177307,6.2262387,-3.5233886,-0.05263158,465,,,425642,465,,111.85444,-13.593301,0.14999999,-0.06888511,63.504242,0.14999999,262,1.4057743e-08,400,2885.8381,144.20976
0.9654037,-4.1487427,6.203774,915.5386266094421,13.593301,,-4.743223,-2.9630158,-1.203774,-4.736842,745.6133906841278,6.2262387,-3.522782,-0.05263158,466,,,426641,466,,130.08014,-13.593301,0.14999999,-0.120582186,63.506565,0.14999999,262,1.3997475e-08,400,2890.9587,144.20976
0.88745564,-4.1508865,6.201235,915.7173447537473,13.593301,,-10.075721,-2.801437,-1.2012346,-10.0,747.4943854808807,6.2262387,-3.5215037,-0.05263158,467,,,427640,467,,129.8491,-13.593301,0.14999999,-0.01791553,63.50663,0.14999999,262,1.3937592e-08,400,2895.9766,144.20976
0.8719427,-4.1530256,6.198812,915.8952991452992,13.593301,,-6.227622,-2.8575528,-1.1988121,-6.8421054,749.3482844829559,6.2262387,-3.5204859,0.05263158,468,,,428639,468,,116.06578,-13.593301,0.14999999,-0.06751128,63.511097,0.14999999,262,1.3878094e-08,400,2901.044,144.20976
0.6271086,-4.15516,6.197656,916.0724946695096,13.593301,,-1.4235026,-3.541996,-1.197656,-1.5789474,751.1765840053558,6.2262387,-3.5209372,-0.05263158,469,,,429638,469,3.2893955e-16,127.45587,-13.593301,0.14999999,-0.6565971,63.51443,0.14999999,262,1.3818974e-08,400,2906.7007,144.20976
0.8320435,-4.15729,6.1951094,916.2489361702128,13.593301,,-3.433976,-3.2753725,-1.1951095,-3.6842105,753.1274063587189,6.2262387,-3.5213113,-0.05263158,470,,,430637,470,,119.24468,-13.593301,0.14999999,-0.00075330236,63.520214,0.14999999,262,1.3760233e-08,400,2911.7014,144.20976
0.6674507,-4.1594152,6.192807,916.4246284501062,13.593301,,1.7182144,-2.902557,-1.1928071,1.5789474,754.9443795681,6.2262387,-3.5204968,-0.05263158,471,,,431636,471,5.7127644e-29,116.6864,-13.593301,0.14999999,-0.11066139,63.527176,0.14999999,262,1.3701865e-08,400,2916.812,144.20976
0.79470325,-4.161536,6.190378,916.5995762711865,13.593301,8.44519e-10,0.2154473,-2.7878733,-1.1903781,0.5263158,756.7533147335052,6.2262387,-3.5197387,0.05263158,472,,,432635,472,0.0025909431,118.69062,-13.593301,0.14999999,-0.04632283,63.533188,0.14999999,262,1.3643868e-08,400,2921.8584,144.20976
0.9162493,-4.163647,6.18793,916.7737843551797,13.593301,,-2.4840798,-3.6618364,-1.1879299,-2.631579,758.4877023696899,6.2262387,-3.5205986,0.05263158,473,,,433634,473,,119.06173,-13.593301,0.14999999,-0.032338865,63.532555,0.14999999,262,1.3586237e-08,400,2926.8909,144.20976
1.2254275,-4.165759,6.1854277,916.9472573839662,13.593301,,-5.869025,-3.0507472,-1.1854275,-5.7894735,760.3377997875214,6.2262387,-3.5199263,-0.05263158,474,,,434633,474,,132.7004,-13.593301,0.14999999,-0.0018532814,63.534306,0.14999999,262,1.3528971e-08,400,2931.8926,144.20976
0.5495886,-4.1678667,6.1829453,917.12,13.593301,,-8.1143055,-2.7200272,-1.182945,-7.894737,762.2213039398193,6.2262387,-3.5179656,-0.15789473,475,,,435632,475,,86.704254,-13.593301,0.14999999,-0.006230978,63.523293,0.14999999,262,1.3472067e-08,400,2936.899,144.20976
0.81598777,-4.1699696,6.180543,917.2920168067227,13.593301,,2.6504023,-2.9706683,-1.1805427,2.631579,764.0039110183716,6.2262387,-3.517829,0.15789473,476,,,436631,476,,97.17104,-13.593301,0.14999999,-0.03951176,63.443222,0.14999999,262,1.3415521e-08,400,2941.9385,144.20976
0.858033,-4.172068,6.178069,917.4633123689728,13.593301,,-9.198814,-2.7469563,-1.1780694,-8.947369,765.9422314167023,6.2262387,-3.5167155,-0.36842105,477,,,437630,477,,109.20531,-13.593301,0.14999999,-0.0007382393,63.404915,0.14999999,262,1.33593305e-08,400,2946.939,144.20976
0.5475073,-4.1741624,6.1766024,917.6338912133891,13.593301,,9.544922,-3.658311,-1.1766024,8.947369,767.7551085948944,6.2262387,-3.5174315,0.47368422,478,,,438629,478,,105.98511,-13.593301,0.14999999,-0.47684023,63.37319,0.14999999,262,1.3303493e-08,400,2952.416,144.20976
0.7379439,-4.1762524,6.1694164,916.4530271398747,13.593301,,5.9141045,-4.2157745,-1.1694163,5.7894735,769.306229352951,6.2262387,-3.519898,0.15789473,479,,,438981,479,,121.1563,-13.593301,0.14999999,2.2655702,63.362152,0.14999999,262,1.3248005e-08,400,2955.1504,144.20976
1.0438502,-4.178338,6.167768,916.625,13.593301,,-7.035112,-3.3130615,-1.1677681,-6.8421054,771.1317043304443,6.2262387,-3.520129,-0.2631579,480,,,439980,480,,121.747536,-13.593301,0.14999999,-0.37828633,63.33554,0.14999999,262,1.3192864e-08,400,2960.5288,144.20976
1.15067,-4.180419,6.165538,916.7962577962578,13.593301,,7.730824,-2.6656814,-1.1655377,7.894737,773.0066614151001,6.2262387,-3.5184262,-0.36842105,481,,,440979,481,,110.001114,-13.593301,0.14999999,-0.09496139,63.317036,0.14999999,262,1.3138064e-08,400,2965.6235,144.20976
0.6246402,-4.182496,6.1616936,915.7966804979253,13.593301,,-10.350105,-4.269534,-1.1616935,-10.0,774.6637291908264,6.2262387,-3.519862,-0.36842105,482,,,441414,482,,102.726105,-13.593301,0.14999999,0.6874434,63.308598,0.14999999,262,1.3083605e-08,400,2969.9363,144.20976
0.7241502,-4.1845684,6.159584,915.9689440993789,13.593301,,7.924102,-2.9146066,-1.159584,7.894737,776.4551610946655,6.2262387,-3.519455,0.2631579,483,,,442413,483,,119.92753,-13.593301,0.14999999,-0.14284515,63.29922,0.14999999,262,1.3029485e-08,400,2975.079,144.20976
1.270779,-4.1866364,6.149859,914.7561983471074,13.593301,,-2.9545884,-2.7764173,-1.149859,-2.631579,778.023451089859,6.2262387,-3.5186057,-0.2631579,484,,,442742,484,,129.93855,-13.593301,0.14999999,3.5472608,63.29135,0.14999999,262,1.29757e-08,400,2976.5317,144.20976
0.72974867,-4.1887007,6.147551,914.9298969072165,13.593301,,2.8966722,-3.7272148,-1.147551,3.6842105,779.9426944255829,6.2262387,-3.5187116,-0.36842105,485,,,443741,485,,91.30869,-13.593301,0.14999999,-0.030413432,63.26214,0.14999999,262,1.2922246e-08,400,2981.5623,144.20976
0.67449284,-4.1907606,6.147237,914.9218106995885,13.593301,,-2.446809,-3.175734,-1.1472366,-2.631579,781.6939995288849,6.2262387,-3.5186503,0.36842105,486,,,444652,486,,120.342445,-13.593301,0.14999999,-0.99478674,63.26925,0.14999999,262,1.28691235e-08,400,2987.5571,144.20976
1.2323905,-4.192816,6.1448884,915.0944558521561,13.593301,,-5.8638115,-3.7644255,-1.1448883,-5.7894735,783.4966361522675,6.2262387,-3.519924,0.2631579,487,,,445651,487,,129.7947,-13.593301,0.14999999,-0.0035994712,63.2742,0.14999999,262,1.2816327e-08,400,2992.5605,144.20976
1.4636595,-4.194867,6.14332,915.266393442623,13.593301,,0.3901016,-6.794878,-1.1433198,0.5263158,785.3492915630341,6.2262387,-3.5263672,-0.2631579,488,,,446650,488,0.00055344636,126.907524,-13.593301,0.14999999,-0.3794798,63.274525,0.14999999,262,1.2763855e-08,400,2997.94,144.20976
0.91912705,-4.1969132,6.141761,915.4376278118609,13.593301,,-4.448751,-4.3230753,-1.141761,-4.736842,787.2224855422974,6.2262387,-3.527315,0.2631579,489,,,447649,489,,132.47261,-13.593301,0.14999999,-0.38101053,63.278065,0.14999999,262,1.2711704e-08,400,3003.321,144.20976
0.9145184,-4.198956,6.140063,915.6081632653061,13.593301,,5.0295906,-2.7405534,-1.1400627,4.736842,789.0703456401825,6.2262387,-3.526029,0.2631579,490,,,448648,490,,129.40099,-13.593301,0.14999999,-0.30963504,63.282143,0.14999999,262,1.2659872e-08,400,3008.6309,144.20976
1.0607008,-4.200995,6.1380196,915.7780040733197,13.593301,,-9.567231,-2.8437452,-1.1380196,-10.0,791.0659761428833,6.2262387,-3.5249596,0.2631579,491,,,449647,491,,133.04634,-13.593301,0.14999999,-0.13685116,63.257763,0.14999999,262,1.2608357e-08,400,3013.7676,144.20976
