IWMax,GridSize,MountainCar_std1_higher,Regret,DenMISEMeanLog,MountainCar_mu1_higher,IWLastEpisode,ReturnStepMax,NumTrajectories,DenMISELogFirst,Regret/t,ActionIn1,TimeElapsed,Iteration,MountainCar_std0_higher,IWMin,DenMISELogLast,ReturnMin,IWFirstEpisode,AvgEpLen,MinEpLen,MountainCar_mu0_higher,NumTrainableParams,Bound,ReturnLastEpisode,ReturnAbsMax,ReturnMax,TimestepsSoFar,Delta,IWMean,ReturnMean
272.42847,400,0.14999999,9121.139,-3.408357,-7.894737,,119.345276,1506,-5.7846146,6.056533,-6.8989515,2889.6000504493713,1506,0.14999999,,-2.866547,-10.826445,,910.1347941567066,254,1.0,,28.417334,-0.005086325,10.826445,6.591516,1370663,1.340206e-09,1.1023945,-1.0565329
117.786224,400,0.14999999,9129.047,-3.4082954,2.631579,,119.345276,1507,-5.7852783,6.0577617,2.1902857,2892.0768826007843,1507,0.14999999,,-3.3538241,-10.826445,,910.1937624419377,254,-0.2631579,,28.415033,-2.9081159,10.826445,6.591516,1371662,1.3384278e-09,0.81245065,-1.0577615
176.32669,400,0.14999999,9134.114,-3.409142,10.0,,119.345276,1508,-5.785942,6.057105,9.183152,2894.595226049423,1508,0.14999999,,-4.477044,-10.826445,,910.2526525198939,254,-1.0,,28.412386,-0.06756924,10.826445,6.591516,1372661,1.3366535e-09,0.9351348,-1.0571048
126.32002,400,0.14999999,9134.155,-3.4088764,7.894737,,119.345276,1509,-5.786605,6.053118,8.875908,2896.74315738678,1509,0.14999999,,-2.9108195,-10.826445,,909.8223989396952,254,0.57894737,,28.396196,4.958631,10.826445,6.591516,1372922,1.3348824e-09,0.69458884,-1.0531183
117.12109,400,0.14999999,9142.113,-3.409401,-3.6842105,,119.345276,1510,-5.787267,6.0543795,-3.4948397,2899.259470462799,1510,0.14999999,,-3.880899,-10.826445,,909.8814569536423,254,0.15789473,,28.396942,-2.9577525,10.826445,6.591516,1373921,1.3331148e-09,1.1141227,-1.0543797
118.19942,400,0.14999999,9147.282,-3.4089515,-7.894737,,119.345276,1511,-5.787929,6.053794,-8.060631,2901.7533960342407,1511,0.14999999,,-2.8143137,-10.826445,,909.9404367968233,254,-0.2631579,,28.396065,-0.16910814,10.826445,6.591516,1374920,1.3313509e-09,0.69509447,-1.0537938
191.82285,400,0.14999999,9152.313,-3.4088652,5.7894735,,119.345276,1512,-5.788591,6.0531173,4.7823277,2904.143877506256,1512,0.14999999,,-2.958104,-10.826445,,909.9993386243386,254,-1.0,,28.393068,-0.030841796,10.826445,6.591516,1375919,1.3295904e-09,0.82976246,-1.0531173
114.93181,400,0.14999999,9159.084,-3.4086843,-0.5263158,,119.345276,1513,-5.789252,6.0535913,-0.20678198,2906.586987018585,1513,0.14999999,,-2.9307098,-10.826445,9.9672575,909.9001982815598,254,0.15789473,,28.392277,-1.7705082,10.826445,6.591516,1376679,1.3278334e-09,0.8499283,-1.0535914
116.79807,400,0.14999999,9164.173,-3.408663,1.5789474,1.2161469e-35,119.345276,1514,-5.7833467,6.0529547,1.9407294,2909.025763988495,1514,0.14999999,,-3.2089453,-10.826445,3.2444208e-23,909.9590488771466,254,0.2631579,,28.378777,-0.08946862,10.826445,6.591516,1377678,1.32608e-09,0.8186074,-1.0529544
102.47552,400,0.14999999,9169.525,-3.4083824,8.947369,,119.345276,1515,-5.784007,6.052492,8.445387,2911.595019340515,1515,0.14999999,,-2.7836237,-10.826445,,910.0178217821782,254,-0.57894737,,28.35945,-0.35215172,10.826445,6.591516,1378677,1.3243299e-09,1.0316489,-1.052492
140.8317,400,0.14999999,9168.272,-3.4079266,6.8421054,,119.345276,1516,-5.7846665,6.047673,7.445682,2913.678711414337,1516,0.14999999,,-2.723972,-10.826445,,909.5903693931399,254,0.68421054,,28.358685,6.252751,10.826445,6.591516,1378939,1.3225834e-09,1.1530327,-1.0476732
151.60289,400,0.14999999,9175.912,-3.407906,-6.8421054,,119.345276,1517,-5.785326,6.0487223,-8.064991,2916.0916996002197,1517,0.14999999,,-3.4913888,-10.826445,,909.6493078444298,254,-1.0,,28.350147,-2.6393,10.826445,6.591516,1379938,1.3208402e-09,0.79556435,-1.0487224
104.716934,400,0.14999999,9183.234,-3.4082816,8.947369,,119.345276,1518,-5.785985,6.0495615,8.726684,2918.5280516147614,1518,0.14999999,,-3.7473743,-10.826445,,909.7081686429513,254,-0.05263158,,28.316448,-2.3222003,10.826445,6.591516,1380937,1.3191006e-09,0.9761138,-1.0495614
243.48787,400,0.14999999,9187.94,-3.4080658,6.8421054,,119.345276,1519,-5.7866435,6.048677,7.6350303,2920.813478946686,1519,0.14999999,,-3.0354655,-10.826445,,909.4825543120475,254,1.0,,28.31329,0.2935713,10.826445,6.591516,1381504,1.3173643e-09,1.0917302,-1.0486771
124.95281,400,0.14999999,9197.164,-3.4079342,-0.5263158,,119.345276,1520,-5.7873015,6.050766,-0.23867723,2923.285218477249,1520,0.14999999,,-3.2404923,-10.826445,0.024942845,909.541447368421,254,0.57894737,,28.310621,-4.223957,10.826445,6.591516,1382503,1.3156316e-09,1.1004251,-1.0507661
115.39061,400,0.14999999,9202.383,-3.4074757,5.7894735,,119.345276,1521,-5.787943,6.0502186,6.00996,2925.7454040050507,1521,0.14999999,,-2.7815664,-10.826445,,909.6002629848783,254,0.15789473,,28.30291,-0.2181799,10.826445,6.591516,1383502,1.3139022e-09,1.0473828,-1.0502187
128.31992,400,0.14999999,9207.568,-3.4070287,-2.631579,,119.345276,1522,-5.7886004,6.0496507,-1.8194349,2928.153614759445,1522,0.14999999,,-2.7458458,-10.826445,,909.6590013140604,254,0.57894737,,28.303764,-0.18551007,10.826445,6.591516,1384501,1.3121763e-09,0.91730803,-1.0496505
109.33786,400,0.14999999,9214.183,-3.4070477,3.6842105,,119.345276,1523,-5.789257,6.0500216,3.6904361,2930.6121735572815,1523,0.14999999,,-3.3319964,-10.826445,,909.7176625082075,254,-0.15789473,,28.303473,-1.614557,10.826445,6.591516,1385500,1.3104539e-09,0.86849654,-1.0500215
127.17182,400,0.14999999,9219.222,-3.4068558,-8.947369,,119.345276,1524,-5.7899137,6.0493584,-8.274633,2933.0555958747864,1524,0.14999999,,-2.9645243,-10.826445,,909.7762467191601,254,0.57894737,,28.300823,-0.039276518,10.826445,6.591516,1386499,1.3087347e-09,1.0792294,-1.0493582
114.94085,400,0.14999999,9226.077,-3.4065087,-5.7894735,,119.345276,1525,-5.7905693,6.0498867,-5.658294,2935.510725736618,1525,0.14999999,,-2.926745,-10.826445,,909.8347540983607,254,0.15789473,,28.29769,-1.8552475,10.826445,6.591516,1387498,1.3070188e-09,0.82938397,-1.0498867
193.07472,400,0.14999999,9231.15,-3.4062052,6.8421054,,119.345276,1526,-5.791225,6.049247,5.8954024,2937.9557025432587,1526,0.14999999,,-2.750918,-10.826445,,909.8931847968545,254,-1.0,,28.298573,-0.07355527,10.826445,6.591516,1388497,1.3053064e-09,1.0751252,-1.049247
115.83456,400,0.14999999,9234.723,-3.4058285,-7.894737,,119.345276,1527,-5.79188,6.0476246,-7.889102,2940.221237897873,1527,0.14999999,,-2.8625836,-10.826445,,909.5153896529142,254,0.05263158,,28.292847,1.4283825,10.826445,6.591516,1388830,1.3035973e-09,1.1499369,-1.0476243
110.91875,400,0.14999999,9239.741,-3.4053814,2.631579,,119.345276,1528,-5.792535,6.0469513,2.1168785,2942.612300634384,1528,0.14999999,,-2.8441465,-10.826445,,909.5739528795812,254,0.05263158,,28.286867,-0.019025331,10.826445,6.591516,1389829,1.3018916e-09,1.0648842,-1.0469512
116.029976,400,0.14999999,9244.887,-3.406027,-6.8421054,,119.345276,1529,-5.793189,6.046361,-6.935203,2945.1363945007324,1529,0.14999999,,-4.431747,-10.826445,,909.632439502943,254,-0.15789473,,28.280025,-0.14486332,10.826445,6.591516,1390828,1.3001892e-09,1.0266697,-1.0463612
113.69772,400,0.14999999,9249.904,-3.40558,-8.947369,,119.345276,1530,-5.793843,6.0456896,-8.853608,2947.6419756412506,1530,0.14999999,,-2.722731,-10.826445,,909.6908496732026,254,-0.15789473,,28.277613,-0.01840387,10.826445,6.591516,1391827,1.2984902e-09,0.8229325,-1.0456893
115.92026,400,0.14999999,9254.909,-3.4053142,-10.0,5.9960995e-11,119.345276,1531,-5.794496,6.045009,-10.2947035,2950.0327718257904,1531,0.14999999,,-2.8020585,-10.826445,,909.7491835401698,254,-0.15789473,,28.270193,-0.0041503147,10.826445,6.591516,1392826,1.2967944e-09,0.8501442,-1.0450091
116.53877,400,0.14999999,9260.083,-3.4050198,-4.736842,,119.345276,1532,-5.7951493,6.0444403,-4.763547,2952.5080835819244,1532,0.14999999,,-2.7861893,-10.826445,,909.8074412532637,254,0.15789473,,28.270226,-0.17386726,10.826445,6.591516,1393825,1.295102e-09,1.0862374,-1.0444404
101.65575,400,0.14999999,9265.1875,-3.4052384,10.0,,119.345276,1533,-5.7958016,6.0438275,9.2684,2955.0242314338684,1533,0.14999999,,-3.7986255,-10.826445,,909.8656229615134,254,-0.68421054,,28.26895,-0.105133235,10.826445,6.591516,1394824,1.293413e-09,1.193968,-1.0438277
116.21043,400,0.14999999,9267.472,-3.4047227,-3.6842105,,119.345276,1534,-5.796454,6.0413766,-4.2994814,2957.1781282424927,1534,0.14999999,,-2.7806308,-10.826445,,909.4856584093873,254,-0.15789473,,28.255178,2.7162275,10.826445,6.591516,1395151,1.2917273e-09,1.0107052,-1.0413766
116.440735,400,0.14999999,9272.557,-3.4069865,-5.7894735,6.27347e-24,119.345276,1535,-5.7971053,6.0407534,-5.6778374,2959.7601051330566,1535,0.14999999,,-6.863825,-10.826445,,909.5439739413681,254,-0.15789473,,28.254955,-0.08498114,10.826445,6.591516,1396150,1.2900447e-09,1.1065162,-1.0407535
115.410965,400,0.14999999,9277.561,-3.4065723,3.6842105,,119.345276,1536,-5.7977567,6.0400786,3.970225,2962.133080482483,1536,0.14999999,,-2.8485427,-10.826445,,909.6022135416666,254,0.15789473,,28.22654,-0.0039967936,10.826445,6.591516,1397149,1.2883655e-09,1.2130013,-1.0400785
128.44847,400,0.14999999,9282.586,-3.406553,4.736842,9.708117e-08,119.345276,1537,-5.7984076,6.039418,5.5394974,2964.6458451747894,1537,0.14999999,,-3.5566368,-10.826445,,909.6603773584906,254,0.57894737,,28.226637,-0.024979254,10.826445,6.591516,1398148,1.2866895e-09,0.93789184,-1.0394181
125.977936,400,0.14999999,9288.803,-3.4070225,-3.6842105,,119.345276,1538,-5.799058,6.039534,-2.9730265,2967.176580429077,1538,0.14999999,,-4.0397725,-10.826445,,909.7184655396619,254,0.57894737,,28.226784,-1.2176784,10.826445,6.591516,1399147,1.285017e-09,0.9913723,-1.039534
115.124,400,0.14999999,9295.603,-3.40667,-2.631579,4.5549557e-16,119.345276,1539,-5.799708,6.0400276,-2.9434505,2969.6168553829193,1539,0.14999999,,-2.828693,-10.826445,,909.7764782326186,254,-0.15789473,,28.226805,-1.7989432,10.826445,6.591516,1400146,1.2833475e-09,1.1341798,-1.0400275
115.12032,400,0.14999999,9300.676,-3.4064517,0.5263158,,119.345276,1540,-5.8003573,6.0393996,0.72168595,2972.059707403183,1540,0.14999999,,-3.1755817,-10.826445,1.3160456,909.8344155844156,254,0.15789473,,28.227219,-0.07324797,10.826445,6.591516,1401145,1.2816814e-09,0.9669513,-1.0393997
187.26538,400,0.14999999,9305.735,-3.4060957,-10.0,,119.345276,1541,-5.8001523,6.038764,-10.888822,2974.5988738536835,1541,0.14999999,,-2.8029487,-10.826445,,909.8922777417262,254,-1.0,,28.180977,-0.05974873,10.826445,6.591516,1402144,1.2800185e-09,0.85022503,-1.0387639
129.33498,400,0.14999999,9313.107,-3.4074597,-1.5789474,,119.345276,1542,-5.8008013,6.0396285,-1.2642611,2977.057700395584,1542,0.14999999,,-5.3275456,-10.826445,7.937798e-23,909.9500648508431,254,0.57894737,,28.12027,-2.3717778,10.826445,6.591516,1403143,1.2783589e-09,1.2223889,-1.0396284
113.73118,400,0.14999999,9318.432,-3.4069462,1.5789474,,119.345276,1543,-5.8014493,6.039165,1.2353883,2979.4899530410767,1543,0.14999999,,-2.800109,-10.826445,1.9374716e-24,910.0077770576798,254,-0.36842105,,28.085657,-0.32447177,10.826445,6.591516,1404142,1.2767024e-09,0.7786212,-1.0391649
119.0115,400,0.14999999,9324.0625,-3.4072013,-6.8421054,,119.345276,1544,-5.8020973,6.0389004,-7.3451266,2981.9724576473236,1544,0.14999999,,-3.5624151,-10.826445,,910.0654145077721,254,-0.47368422,,28.07777,-0.63095295,10.826445,6.591516,1405141,1.2750492e-09,0.9262265,-1.0389005
132.30936,400,0.14999999,9329.497,-3.4069276,-6.8421054,1.6947724e-10,119.345276,1545,-5.802745,6.0385094,-6.2342577,2984.4250168800354,1545,0.14999999,,-2.8858862,-10.826445,,910.1229773462783,254,0.68421054,,28.078114,-0.4349245,10.826445,6.591516,1406140,1.273399e-09,0.9765395,-1.0385096
204.49057,400,0.14999999,9336.15,-3.4066675,-5.7894735,5.848011e-38,119.345276,1546,-5.803392,6.038907,-6.7574096,2986.9650139808655,1546,0.14999999,,-2.9530942,-10.826445,,910.1804657179819,254,-1.0,,28.078505,-1.6525418,10.826445,6.591516,1407139,1.2717523e-09,0.81784135,-1.0389068
124.91921,400,0.14999999,9342.847,-3.406476,-7.894737,,119.345276,1547,-5.8040385,6.0393324,-6.765022,2989.5685119628906,1547,0.14999999,,-2.8946674,-10.826445,,910.2378797672916,254,0.68421054,,28.074427,-1.6969789,10.826445,6.591516,1408138,1.2701086e-09,0.90649045,-1.0393322
115.52968,400,0.14999999,9350.234,-3.4078624,-2.631579,,119.345276,1548,-5.8046846,6.040203,-2.76615,2992.028448343277,1548,0.14999999,,-5.434957,-10.826445,,910.2952196382429,254,-0.47368422,,28.069784,-2.3874319,10.826445,6.591516,1409137,1.2684682e-09,1.0511967,-1.0402031
119.446304,400,0.14999999,9355.395,-3.4075947,-3.6842105,3.4529298e-12,119.345276,1549,-5.8053303,6.039635,-4.2151666,2994.504672050476,1549,0.14999999,,-3.0188444,-10.826445,,910.3524854744996,254,-0.47368422,,28.063772,-0.16039103,10.826445,6.591516,1410136,1.266831e-09,0.9755654,-1.0396351
118.19936,400,0.14999999,9361.226,-3.4073315,2.631579,,119.345276,1550,-5.805976,6.0395,2.2529926,2996.9130325317383,1550,0.14999999,,-2.9502957,-10.826445,,910.4096774193548,254,-0.47368422,,28.029005,-0.83067346,10.826445,6.591516,1411135,1.2651968e-09,0.8887067,-1.0395002
119.599335,400,0.14999999,9366.778,-3.4071906,-8.947369,,119.345276,1551,-5.8066206,6.0391865,-9.465502,2999.468723297119,1551,0.14999999,,-3.05784,-10.826445,,910.4667956157318,254,-0.47368422,,28.008125,-0.5528401,10.826445,6.591516,1412134,1.2635658e-09,1.091292,-1.0391865
156.91153,400,0.14999999,9372.543,-3.4068472,1.5789474,,119.345276,1552,-5.8072653,6.0390096,2.493499,3002.010566711426,1552,0.14999999,,-2.932499,-10.826445,1.1320905e-29,910.5238402061856,254,0.8947368,,28.004992,-0.7647877,10.826445,6.591516,1413133,1.2619381e-09,1.0501134,-1.0390097
101.90389,400,0.14999999,9381.19,-3.4065971,8.947369,,119.345276,1553,-5.8079095,6.0406895,8.363784,3004.4966905117035,1553,0.14999999,,-3.0321765,-10.826445,,910.5808113329041,254,-0.36842105,,27.999714,-3.6476161,10.826445,6.591516,1414132,1.2603135e-09,1.037575,-1.0406895
108.04157,400,0.14999999,9384.939,-3.407025,7.894737,5.744313e-05,119.345276,1554,-5.808553,6.039214,7.6022563,3006.78906750679,1554,0.14999999,,-4.0884995,-10.826445,,910.2593307593307,254,-0.05263158,,27.998922,1.2516662,10.826445,6.591516,1414543,1.2586919e-09,0.9846288,-1.0392143
194.56796,400,0.14999999,9389.731,-3.407461,4.736842,,119.345276,1555,-5.8091965,6.0384126,4.0371437,3009.18598985672,1555,0.14999999,,-4.045797,-10.826445,,910.0649517684888,254,-1.0,,27.994835,0.2072152,10.826445,6.591516,1415151,1.2570736e-09,1.0375049,-1.0384127
119.389366,400,0.14999999,9396.551,-3.4082515,-7.894737,,119.345276,1556,-5.8098392,6.038914,-8.148635,3011.7395524978638,1556,0.14999999,,-4.6309986,-10.826445,,910.1221079691517,254,-0.47368422,,27.994598,-1.8185388,10.826445,6.591516,1416150,1.2554584e-09,1.0011326,-1.0389141
118.68332,400,0.14999999,9401.994,-3.4083297,-5.7894735,5.40961e-34,119.345276,1557,-5.8104815,6.038532,-6.534373,3014.204926252365,1557,0.14999999,,-3.5025508,-10.826445,,910.179190751445,254,-0.47368422,,27.993345,-0.44389278,10.826445,6.591516,1417149,1.2538461e-09,1.1004038,-1.0385319
119.02165,400,0.14999999,9408.177,-3.407908,-10.0,,119.345276,1558,-5.811124,6.038625,-9.879208,3016.6270594596863,1558,0.14999999,,-2.8230286,-10.826445,,910.2362002567394,254,-0.47368422,,27.95238,-1.1829145,10.826445,6.591516,1418148,1.2522372e-09,1.1350815,-1.0386246
118.197845,400,0.14999999,9413.232,-3.4084506,-2.631579,,119.345276,1559,-5.811765,6.0379934,-2.4835544,3019.0543167591095,1559,0.14999999,,-4.358193,-10.826445,,910.2931366260424,254,0.36842105,,27.95203,-0.055103343,10.826445,6.591516,1419147,1.2506312e-09,0.97689533,-1.0379937
116.27395,400,0.14999999,9418.745,-3.4089549,3.6842105,,119.345276,1560,-5.8124065,6.037657,2.681271,3021.451054096222,1560,0.14999999,,-4.1469126,-10.826445,,910.35,254,-0.47368422,,27.942726,-0.5126775,10.826445,6.591516,1420146,1.2490283e-09,1.0567787,-1.037657
126.51943,400,0.14999999,9425.119,-3.4091058,1.5789474,1.253729e-33,119.345276,1561,-5.8130474,6.037873,0.67236966,3024.0429611206055,1561,0.14999999,,-3.6747942,-10.826445,1.56189e-29,910.3536194746957,254,-0.7894737,,27.93779,-1.3745143,10.826445,6.591516,1421062,1.2474286e-09,0.98456925,-1.0378728
103.114685,400,0.14999999,9431.766,-3.4087965,10.0,,119.345276,1562,-5.813688,6.0382624,10.1076355,3026.5330033302307,1562,0.14999999,,-2.881708,-10.826445,,910.4103713188221,254,0.15789473,,27.929016,-1.6465487,10.826445,6.591516,1422061,1.2458319e-09,1.1826752,-1.0382624
119.48658,400,0.14999999,9435.42,-3.408205,2.631579,,119.345276,1563,-5.8143277,6.0367365,3.5948677,3028.812130689621,1563,0.14999999,,-2.6406713,-10.826445,,910.0991682661548,254,0.36842105,,27.922901,1.3465587,10.826445,6.591516,1422485,1.2442383e-09,1.0271103,-1.0367367
121.68967,400,0.14999999,9442.9,-3.4083505,0.5263158,,119.345276,1564,-5.8149676,6.0376606,1.1696756,3031.320164680481,1564,0.14999999,,-3.6363106,-10.826445,0.03132113,910.156010230179,254,0.47368422,,27.912857,-2.4814022,10.826445,6.591516,1423484,1.2426477e-09,0.9717879,-1.0376604
118.52586,400,0.14999999,9448.639,-3.4084678,-7.894737,,119.345276,1565,-5.8155866,6.0374684,-7.843313,3033.7429451942444,1565,0.14999999,,-3.5385094,-10.826445,,910.2127795527157,254,0.36842105,,27.911013,-0.73737156,10.826445,6.591516,1424483,1.2410601e-09,1.098732,-1.0374684
112.30047,400,0.14999999,9453.831,-3.408599,6.8421054,,119.345276,1566,-5.8162255,6.036929,6.441798,3036.2494945526123,1566,0.14999999,,-3.684677,-10.826445,,910.2694763729246,254,-0.05263158,,27.903505,-0.19319035,10.826445,6.591516,1425482,1.2394756e-09,0.8926868,-1.0369294
118.814285,400,0.14999999,9458.754,-3.4085672,-6.8421054,,119.345276,1567,-5.8168635,6.0362186,-6.141955,3038.5902831554413,1567,0.14999999,,-3.2295601,-10.826445,,910.0714741544352,254,0.36842105,,27.892096,0.07693046,10.826445,6.591516,1426082,1.2378941e-09,1.0730726,-1.0362185
117.9608,400,0.14999999,9465.151,-3.4082305,-10.0,,119.345276,1568,-5.8175015,6.0364485,-9.529214,3041.102257013321,1568,0.14999999,,-2.9253283,-10.826445,,910.1281887755102,254,0.36842105,,27.886234,-1.396994,10.826445,6.591516,1427081,1.2363156e-09,0.9879767,-1.0364486
119.00134,400,0.14999999,9470.248,-3.408991,4.736842,,119.345276,1569,-5.818139,6.0358496,4.7649035,3043.554567337036,1569,0.14999999,,-4.5654616,-10.826445,,910.1848311026131,254,0.36842105,,27.882101,-0.09661178,10.826445,6.591516,1428080,1.2347402e-09,0.9498385,-1.0358496
119.11869,400,0.14999999,9475.632,-3.4097075,-8.947369,,119.345276,1570,-5.8187766,6.035434,-8.49749,3046.026141166687,1570,0.14999999,,-4.458948,-10.826445,,910.2414012738853,254,0.36842105,,27.876066,-0.38347113,10.826445,6.591516,1429079,1.2331678e-09,1.0070245,-1.035434
118.2867,400,0.14999999,9481.053,-3.4093864,-3.6842105,,119.345276,1571,-5.819413,6.035043,-2.951169,3048.5987679958344,1571,0.14999999,,-2.8863297,-10.826445,,910.2978994271165,254,0.36842105,,27.87311,-0.42096323,10.826445,6.591516,1430078,1.2315984e-09,1.1673709,-1.035043
103.616295,400,0.14999999,9486.705,-3.41007,10.0,,119.345276,1572,-5.8200493,6.0348,9.640022,3051.0804369449615,1572,0.14999999,,-4.6200967,-10.826445,,910.3543256997456,254,-0.2631579,,27.86851,-0.65320474,10.826445,6.591516,1431077,1.2300319e-09,0.72453326,-1.0347999
236.1413,400,0.14999999,9485.308,-3.4097586,-5.7894735,,119.345276,1573,-5.8206854,6.030075,-4.8352513,3053.2236030101776,1573,0.14999999,,-2.6344619,-10.826445,,909.9446916719644,254,1.0,,27.864433,6.397776,10.826445,6.591516,1431343,1.2284684e-09,0.8677349,-1.030075
97.365425,400,0.14999999,9493.519,-3.4096308,10.0,,119.345276,1574,-5.821321,6.0314603,9.467998,3055.794502019882,1574,0.14999999,,-3.038093,-10.826445,,910.0012706480305,254,-0.47368422,,27.863821,-3.2104788,10.826445,6.591516,1432342,1.226908e-09,1.0897511,-1.0314602
136.46075,400,0.14999999,9498.98,-3.409055,-0.5263158,,119.345276,1575,-5.821956,6.031099,0.023294806,3058.167321920395,1575,0.14999999,,-2.5680165,-10.826445,6.735512e-05,909.8330158730158,254,0.7894737,,27.84932,-0.4625232,10.826445,6.591516,1432987,1.2253506e-09,0.94302857,-1.031099
218.0646,400,0.14999999,9505.689,-3.4089901,-4.736842,,119.345276,1576,-5.822591,6.0315285,-5.605568,3060.594833612442,1576,0.14999999,,-3.2237558,-10.826445,,909.8895939086294,254,-1.0,,27.845507,-1.7084972,10.826445,6.591516,1433986,1.2237961e-09,0.8881176,-1.0315287
216.02536,400,0.14999999,9512.536,-3.4089923,3.6842105,,119.345276,1577,-5.823225,6.032046,4.8893337,3063.0202791690826,1577,0.14999999,,-3.2638211,-10.826445,,909.9461001902346,254,1.0,,27.839539,-1.8468832,10.826445,6.591516,1434985,1.2222444e-09,0.90155196,-1.0320457
120.327065,400,0.14999999,9522.214,-3.4095523,-5.7894735,,119.345276,1578,-5.8238587,6.034356,-5.0056124,3065.7286717891693,1578,0.14999999,,-4.152709,-10.826445,,910.0025348542459,254,0.47368422,,27.814816,-4.6778636,10.826445,6.591516,1435984,1.2206961e-09,0.94298935,-1.0343562
119.870476,400,0.14999999,9528.115,-3.41023,-1.5789474,,119.345276,1579,-5.8244925,6.0342717,-1.2995113,3068.238977432251,1579,0.14999999,,-4.3997602,-10.826445,4.346358e-21,910.0588980367321,254,0.36842105,,27.812765,-0.9011025,10.826445,6.591516,1436983,1.2191503e-09,1.007106,-1.0342717
122.82698,400,0.14999999,9533.527,-3.4099212,-4.736842,,119.345276,1580,-5.8251257,6.0338783,-4.5022345,3070.767420053482,1580,0.14999999,,-2.9037464,-10.826445,,910.1151898734178,254,0.47368422,,27.811737,-0.4123171,10.826445,6.591516,1437982,1.2176077e-09,1.0484551,-1.0338781
107.9931,400,0.14999999,9538.951,-3.4097524,8.947369,,119.345276,1581,-5.8257585,6.033492,9.39295,3073.3629019260406,1581,0.14999999,,-3.1618447,-10.826445,,910.1714104996837,254,0.15789473,,27.810623,-0.42351487,10.826445,6.591516,1438981,1.2160678e-09,0.96788216,-1.0334921
122.16915,400,0.14999999,9542.643,-3.4097326,1.5789474,,119.345276,1582,-5.8263907,6.032012,2.0071006,3075.6425664424896,1582,0.14999999,,-3.3241677,-10.826445,1.6960474e-24,909.8552465233881,254,0.47368422,,27.799889,1.3085127,10.826445,6.591516,1439391,1.2145309e-09,0.8199793,-1.0320117
112.643814,400,0.14999999,9548.184,-3.4094598,7.894737,,119.345276,1583,-5.8270226,6.031702,7.4130273,3078.3322179317474,1583,0.14999999,,-2.7778783,-10.826445,,909.9115603284902,254,-0.57894737,,27.799881,-0.54158217,10.826445,6.591516,1440390,1.212997e-09,0.898072,-1.0317019
204.35487,400,0.14999999,9553.6455,-3.4091952,0.5263158,,119.345276,1584,-5.827654,6.031342,-0.6225035,3080.5495898723602,1584,0.14999999,,-2.8666754,-10.826445,4.3532164e-11,909.709595959596,254,-1.0,,27.796112,-0.46154755,10.826445,6.591516,1440980,1.2114658e-09,1.015788,-1.0313419
120.03732,400,0.14999999,9560.943,-3.4092844,-0.5263158,1.0423976e-29,119.345276,1585,-5.828285,6.0321407,-0.22819728,3083.051209926605,1585,0.14999999,,-3.5260842,-10.826445,1.3895719,909.7659305993691,254,0.36842105,,27.773287,-2.2974448,10.826445,6.591516,1441979,1.2099377e-09,1.2929314,-1.0321407
192.02986,400,0.14999999,9566.965,-3.409581,-7.894737,,119.345276,1586,-5.8280396,6.0321345,-8.494995,3085.5342037677765,1586,0.14999999,,-4.1358037,-10.826445,,909.8221941992434,254,-1.0,,27.765207,-1.0221733,10.826445,6.591516,1442978,1.2084123e-09,1.0486288,-1.0321345
122.2526,400,0.14999999,9573.09,-3.409493,5.7894735,,119.345276,1587,-5.82867,6.0321927,6.1899333,3088.0510511398315,1587,0.14999999,,-3.274085,-10.826445,,909.8783868935097,254,0.47368422,,27.756105,-1.1243362,10.826445,6.591516,1443977,1.2068899e-09,0.93090606,-1.0321926
139.52155,400,0.14999999,9578.758,-3.409151,0.5263158,,119.345276,1588,-5.8293,6.0319633,1.2528468,3090.588314771652,1588,0.14999999,,-2.7775445,-10.826445,8.859976e-06,909.9345088161209,254,0.7894737,,27.727896,-0.6676806,10.826445,6.591516,1444976,1.2053704e-09,0.9598761,-1.0319631
218.61182,400,0.14999999,9584.843,-3.4092648,3.6842105,,119.345276,1589,-5.8299294,6.0319967,2.7603357,3093.125248670578,1589,0.14999999,,-3.518737,-10.826445,,909.9905601006923,254,-1.0,,27.697592,-1.0857593,10.826445,6.591516,1445975,1.2038538e-09,0.9857628,-1.0319968
139.67479,400,0.14999999,9591.73,-3.4091244,-8.947369,,119.345276,1590,-5.8305583,6.0325346,-8.093278,3095.5392446517944,1590,0.14999999,,-3.1279097,-10.826445,,909.8100628930817,254,0.7894737,,27.690186,-1.887029,10.826445,6.591516,1446598,1.20234e-09,1.1106527,-1.0325346
123.50496,400,0.14999999,9598.976,-3.4088342,3.6842105,,119.345276,1591,-5.8311872,6.033297,4.926082,3098.1028003692627,1591,0.14999999,,-3.024911,-10.826445,,909.8661219358894,254,0.47368422,,27.686707,-2.2453723,10.826445,6.591516,1447597,1.200829e-09,0.9748285,-1.033297
195.65128,400,0.14999999,9607.974,-3.4101093,-3.6842105,,119.345276,1592,-5.8318157,6.0351596,-4.690541,3100.73046708107,1592,0.14999999,,-5.388821,-10.826445,,909.9221105527638,254,-1.0,,27.683186,-3.998393,10.826445,6.591516,1448596,1.1993209e-09,1.0703651,-1.0351595
