IWMax,GridSize,MountainCar_std1_higher,Regret,DenMISEMeanLog,MountainCar_mu1_higher,IWLastEpisode,ReturnStepMax,NumTrajectories,DenMISELogFirst,Regret/t,ActionIn1,TimeElapsed,Iteration,MountainCar_std0_higher,IWMin,DenMISELogLast,ReturnMin,IWFirstEpisode,AvgEpLen,MinEpLen,MountainCar_mu0_higher,NumTrainableParams,Bound,ReturnLastEpisode,ReturnAbsMax,ReturnMax,TimestepsSoFar,Delta,IWMean,ReturnMean
155.47226,400,0.14999999,1841.4026,-3.3770034,2.631579,,104.930954,296,-4.2651877,6.2209544,1.8576183,452.9270284175873,296,0.14999999,,-3.4838345,-9.574608,,924.3817567567568,254,-0.68421054,,60.371307,-5.254506,9.574608,5.47179,273617,3.46927e-08,1.228777,-1.2209545
57.70386,400,0.14999999,1847.2126,-3.3770752,5.7894735,,104.930954,297,-4.2685604,6.219571,6.56538,454.61990451812744,297,0.14999999,,-3.4370005,-9.574608,,924.6329966329967,254,0.47368422,,60.21115,-0.81019354,9.574608,5.47179,274616,3.445947e-08,0.6856494,-1.2195714
149.36122,400,0.14999999,1855.7476,-3.3771923,3.6842105,,104.930954,298,-4.2719216,6.2273407,3.9155145,456.32670736312866,298,0.14999999,,-3.0491958,-9.574608,,924.8825503355705,254,0.2631579,,60.156246,-3.534811,9.574608,5.47179,275615,3.4228588e-08,1.5349238,-1.2273406
140.04445,400,0.14999999,1860.864,-3.3738155,7.894737,,104.930954,299,-4.2752714,6.2236257,8.383982,458.0380916595459,299,0.14999999,,-2.695011,-9.574608,,925.1304347826087,254,0.47368422,,60.12427,-0.11653907,9.574608,5.47179,276614,3.4000013e-08,0.79285294,-1.2236255
253.35869,400,0.14999999,1866.7911,-3.3728883,-1.5789474,,104.930954,300,-4.2786107,6.222637,-0.2714429,459.7303912639618,300,0.14999999,,-2.7930224,-9.574608,1.6439303e-29,925.3766666666667,254,1.0,,60.126785,-0.9271254,9.574608,5.47179,277613,3.3773727e-08,0.87310976,-1.2226372
91.8889,400,0.14999999,1879.4495,-3.3764603,1.5789474,,104.930954,301,-4.2819386,6.244018,1.7902393,461.3797812461853,301,0.14999999,,-4.090295,-9.574608,3.619865e-25,925.6212624584717,254,0.47368422,,60.00644,-7.6583357,9.574608,5.47179,278612,3.3549693e-08,0.68273556,-1.2440182
205.12564,400,0.14999999,1884.4901,-3.376222,4.736842,,104.930954,302,-4.285255,6.2400336,5.629018,463.1423683166504,302,0.14999999,,-2.9263916,-9.574608,,925.864238410596,254,1.0,,59.941933,-0.04062553,9.574608,5.47179,279611,3.3327876e-08,0.87690747,-1.2400335
151.98615,400,0.14999999,1894.1095,-3.375567,3.6842105,4.569829e-34,104.930954,303,-4.288561,6.2511864,3.1784477,464.86063742637634,303,0.14999999,,-2.8845356,-9.574608,,926.1056105610561,254,-0.68421054,,59.883823,-4.619382,9.574608,5.47179,280610,3.310825e-08,0.98606616,-1.2511865
111.37406,400,0.14999999,1899.7688,-3.3739262,-3.6842105,,104.930954,304,-4.291856,6.2492394,-3.5733383,466.5518503189087,304,0.14999999,,-2.7186427,-9.574608,,926.203947368421,254,0.47368422,,59.858513,-0.6593158,9.574608,5.47179,281566,3.2890792e-08,0.81960124,-1.2492396
141.3089,400,0.14999999,1905.122,-3.3763475,-1.5789474,,104.930954,305,-4.29514,6.2463017,-2.1624327,468.2883710861206,305,0.14999999,,-3.830934,-9.574608,6.0572524e-26,926.4426229508197,254,-0.68421054,,59.65297,-0.3531528,9.574608,5.47179,282565,3.267547e-08,1.1481949,-1.2463015
153.58997,400,0.14999999,1911.5789,-3.3797855,-10.0,,104.930954,306,-4.2984133,6.2469897,-9.246646,469.96777272224426,306,0.14999999,,-4.402828,-9.574608,,926.6797385620915,254,0.47368422,,59.580406,-1.4569155,9.574608,5.47179,283564,3.246225e-08,1.5304039,-1.2469898
265.9804,400,0.14999999,1918.965,-3.376883,-6.8421054,,104.930954,307,-4.301676,6.2507,-5.7431602,471.7897651195526,307,0.14999999,,-2.803945,-9.574608,,926.9153094462541,254,1.0,,59.427235,-2.3860545,9.574608,5.47179,284563,3.2251116e-08,1.3046154,-1.2507002
245.31076,400,0.14999999,1929.2495,-3.3760264,1.5789474,,104.930954,308,-4.304928,6.2637973,2.9763932,473.53239011764526,308,0.14999999,,-3.1346407,-9.574608,3.7578098e-32,927.1493506493506,254,1.0,,59.208466,-5.284562,9.574608,5.47179,285562,3.204204e-08,1.0571663,-1.2637972
147.59923,400,0.14999999,1940.847,-3.3822649,0.5263158,,104.930954,309,-4.3081694,6.2810583,-0.30241603,475.35302090644836,309,0.14999999,,-5.13888,-9.574608,2.5522013e-06,927.3818770226537,254,-0.68421054,,59.204918,-6.5974784,9.574608,5.47179,286561,3.183498e-08,1.3993101,-1.2810583
38.951946,400,0.14999999,1946.7305,-3.3823123,4.736842,,104.930954,310,-4.3114004,6.2797756,4.3047976,477.0766909122467,310,0.14999999,,-3.5671804,-9.574608,,927.6129032258065,254,-0.68421054,,58.714954,-0.88340974,9.574608,5.47179,287560,3.1629924e-08,0.29941544,-1.2797755
229.23424,400,0.14999999,1952.2488,-3.3824434,7.894737,,104.930954,311,-4.314621,6.2773275,9.005571,478.8029217720032,311,0.14999999,,-2.712985,-9.574608,,927.8424437299035,254,1.0,,58.56174,-0.51844597,9.574608,5.47179,288559,3.142684e-08,1.1825395,-1.2773274
82.25446,400,0.14999999,1963.6688,-3.3818066,-3.6842105,,104.930954,312,-4.317831,6.2938104,-4.5769024,480.39778423309326,312,0.14999999,,-3.137645,-9.574608,,928.0705128205128,254,-0.68421054,,58.563766,-6.419937,9.574608,5.47179,289558,3.122571e-08,0.55333966,-1.2938102
263.4408,400,0.14999999,1970.1621,-3.381318,-8.947369,,104.930954,313,-4.321031,6.294448,-7.789834,482.09446954727173,313,0.14999999,,-2.743567,-9.574608,,928.297124600639,254,1.0,,58.407856,-1.4933586,9.574608,5.47179,290557,3.1026502e-08,1.5392888,-1.2944478
92.5967,400,0.14999999,1978.5737,-3.3830042,-10.0,,104.930954,314,-4.324221,6.3011904,-10.879935,483.7239158153534,314,0.14999999,,-4.089972,-9.574608,,928.5222929936306,254,-0.68421054,,58.385895,-3.4116309,9.574608,5.47179,291556,3.0829195e-08,0.82873136,-1.3011904
95.80382,400,0.14999999,1985.0105,-3.3817685,-5.7894735,,104.930954,315,-4.3274007,6.301621,-6.5712976,485.4226143360138,315,0.14999999,,-2.7408328,-9.574608,,928.7460317460317,254,-0.68421054,,58.358944,-1.4367687,9.574608,5.47179,292555,3.0633768e-08,0.7948235,-1.3016208
285.08997,400,0.14999999,1991.0034,-3.3809483,-2.631579,,104.930954,316,-4.33057,6.300644,-1.6954484,487.0264461040497,316,0.14999999,,-2.838135,-9.574608,,928.9683544303797,254,1.0,,58.304276,-0.99283665,9.574608,5.47179,293554,3.044019e-08,1.445604,-1.3006437
145.8078,400,0.14999999,1998.5944,-3.3799384,-7.894737,,104.930954,317,-4.3337297,6.304714,-8.5234,488.69069480895996,317,0.14999999,,-3.1837952,-9.574608,,929.1892744479495,254,-0.68421054,,58.147118,-2.590976,9.574608,5.47179,294553,3.024844e-08,1.0901759,-1.3047141
133.4897,400,0.14999999,2004.6509,-3.378348,6.8421054,,104.930954,318,-4.3368793,6.3039336,6.2936673,490.5239017009735,318,0.14999999,,-2.8218076,-9.574608,,929.4088050314465,254,-0.68421054,,58.133186,-1.056561,9.574608,5.47179,295552,3.0058498e-08,1.2588478,-1.3039337
146.57433,400,0.14999999,2010.7389,-3.378633,-4.736842,,104.930954,319,-4.340019,6.3032565,-5.4578314,492.05253434181213,319,0.14999999,,-3.5717533,-9.574608,,928.6426332288402,254,-0.68421054,,58.111774,-1.087941,9.574608,5.47179,296237,2.9870336e-08,1.1535394,-1.3032566
145.76518,400,0.14999999,2016.7253,-3.3765721,5.7894735,,104.930954,320,-4.343149,6.3022666,5.2417407,493.6409845352173,320,0.14999999,,-2.6958134,-9.574608,,928.8625,254,-0.68421054,,58.093163,-0.98645335,9.574608,5.47179,297236,2.9683939e-08,1.3196719,-1.3022666
115.48182,400,0.14999999,2020.8606,-3.37443,8.947369,,104.930954,321,-4.346269,6.2955155,8.187008,495.1046304702759,321,0.14999999,,-2.8283982,-9.574608,,927.2647975077882,254,-0.7894737,,57.903122,0.8647913,9.574608,5.47179,297652,2.9499281e-08,0.98726857,-1.2955157
312.57083,400,0.14999999,2027.1116,-3.3741562,0.5263158,,104.930954,322,-4.3493795,6.2953773,1.5008385,496.69977498054504,322,0.14999999,,-3.1661553,-9.574608,7.338316e-10,926.1304347826087,254,1.0,,57.503227,-1.2509842,9.574608,5.47179,298214,2.9316341e-08,1.137718,-1.2953774
131.14851,400,0.14999999,2036.5276,-3.3730972,10.0,,104.930954,323,-4.3524804,6.305039,10.184694,498.48426055908203,323,0.14999999,,-2.8669186,-9.574608,,926.3560371517028,254,0.15789473,,57.402622,-4.416109,9.574608,5.47179,299213,2.9135096e-08,1.0394623,-1.305039
132.1528,400,0.14999999,2039.7073,-3.371215,7.894737,,104.930954,324,-4.3555717,6.295393,7.9811153,499.85044026374817,324,0.14999999,,-2.6706507,-9.574608,,924.7037037037037,254,-0.05263158,,57.237053,1.8202738,9.574608,5.47179,299604,2.895553e-08,0.86238223,-1.295393
130.97627,400,0.14999999,2044.3966,-3.3699827,8.947369,7.875293e-11,104.930954,325,-4.358653,6.290451,9.02349,501.4060261249542,325,0.14999999,,-2.7423618,-9.574608,,923.5323076923077,254,0.15789473,,57.133312,0.31072524,9.574608,5.47179,300148,2.8777615e-08,1.1628617,-1.290451
110.96694,400,0.14999999,2049.5688,-3.371381,10.0,1.9880599e-25,104.930954,326,-4.3617253,6.2870207,9.170469,502.96988892555237,326,0.14999999,,-3.8394067,-9.574608,,922.7730061349694,254,-0.7894737,,56.913666,-0.17218262,9.574608,5.47179,300824,2.8601338e-08,1.3413541,-1.2870209
126.23229,400,0.14999999,2054.6924,-3.3686147,7.894737,,104.930954,327,-4.364788,6.283463,7.637714,504.5001254081726,327,0.14999999,,-2.6529357,-9.574608,,921.256880733945,254,-0.7894737,,56.92347,-0.123618565,9.574608,5.47179,301251,2.8426673e-08,0.83587086,-1.2834631
140.70235,400,0.14999999,2059.3027,-3.3701105,3.6842105,,104.930954,328,-4.3678417,6.2783623,3.9792628,505.90825724601746,328,0.14999999,,-3.6054184,-9.574608,,919.875,254,0.68421054,,56.924168,0.38959357,9.574608,5.47179,301719,2.8253604e-08,1.1834791,-1.2783623
125.34309,400,0.14999999,2065.589,-3.3732278,7.894737,,104.930954,329,-4.370886,6.278386,7.8379903,507.6609625816345,329,0.14999999,,-4.4416375,-9.574608,,920.1155015197569,254,-0.36842105,,56.902573,-1.2862648,9.574608,5.47179,302718,2.8082109e-08,1.0745447,-1.2783862
103.70883,400,0.14999999,2069.2905,-3.3710086,5.7894735,,104.930954,330,-4.373921,6.2705774,4.9535084,509.10850286483765,330,0.14999999,,-2.5868094,-9.574608,,918.6272727272727,254,-0.36842105,,56.85574,1.2985595,9.574608,5.47179,303147,2.791217e-08,0.83004355,-1.2705773
140.59357,400,0.14999999,2074.305,-3.3748791,-7.894737,,104.930954,331,-4.3769464,6.2667823,-7.6870646,510.5803236961365,331,0.14999999,,-4.3965616,-9.574608,,917.3202416918429,254,0.68421054,,56.772354,-0.01436381,9.574608,5.47179,303633,2.7743772e-08,1.4584063,-1.2667822
93.341324,400,0.14999999,2079.7974,-3.3748806,-7.894737,1.7123213,104.930954,332,-4.379963,6.26445,-8.227143,512.2456042766571,332,0.14999999,,-3.6340837,-9.574608,,917.566265060241,254,-0.05263158,,56.686466,-0.49254733,9.574608,5.47179,304632,2.7576892e-08,0.64565206,-1.2644502
129.08926,400,0.14999999,2084.8613,-3.376604,-5.7894735,,104.930954,333,-4.3829703,6.2608447,-5.7608676,513.9330277442932,333,0.14999999,,-3.5408006,-9.574608,,917.8108108108108,254,-0.05263158,,56.693462,-0.06386909,9.574608,5.47179,305631,2.7411515e-08,1.0172371,-1.2608448
126.883804,400,0.14999999,2089.903,-3.3753603,-10.0,,104.930954,334,-4.385969,6.2571945,-9.767226,515.5739367008209,334,0.14999999,,-2.852597,-9.574608,,918.0538922155689,254,-0.05263158,,56.699142,-0.04167309,9.574608,5.47179,306630,2.7247621e-08,0.91145736,-1.2571945
97.41121,400,0.14999999,2094.904,-3.3766923,3.6842105,,104.930954,335,-4.3889585,6.253445,3.6392205,517.2826764583588,335,0.14999999,,-3.622955,-9.574608,,918.2955223880597,254,-0.15789473,,56.696125,-0.001095909,9.574608,5.47179,307629,2.7085187e-08,0.63433605,-1.253445
121.33408,400,0.14999999,2099.923,-3.37588,-3.6842105,,104.930954,336,-4.391939,6.249771,-3.6068382,518.9598736763,336,0.14999999,,-2.6837173,-9.574608,,918.5357142857143,254,-0.05263158,,56.693455,-0.018934924,9.574608,5.47179,308628,2.6924207e-08,1.0801105,-1.2497709
137.8168,400,0.14999999,2104.9424,-3.3737836,-6.8421054,,104.930954,337,-4.394911,6.2461205,-7.0760155,520.6906952857971,337,0.14999999,,-2.6333706,-9.574608,,918.7744807121662,254,-0.15789473,,56.685104,-0.019470388,9.574608,5.47179,309627,2.6764658e-08,1.2270281,-1.2461202
78.24729,400,0.14999999,2110.0032,-3.371785,-0.5263158,,104.930954,338,-4.397874,6.242613,-0.57716656,522.3718571662903,338,0.14999999,,-2.7729948,-9.574608,2.579083,919.0118343195267,254,-0.05263158,,56.68872,-0.06067765,9.574608,5.47179,310626,2.660652e-08,0.8905152,-1.242613
128.6345,400,0.14999999,2115.0105,-3.3701015,-8.947369,,104.930954,339,-4.3932266,6.238969,-8.746964,523.9674024581909,339,0.14999999,,-2.6278248,-9.574608,,919.2477876106195,254,-0.15789473,,56.695896,-0.0072899875,9.574608,5.47179,311625,2.644978e-08,1.1447797,-1.2389688
110.69414,400,0.14999999,2120.0198,-3.3694358,-2.631579,,104.930954,340,-4.396172,6.235352,-2.604801,525.7106511592865,340,0.14999999,,-3.1670349,-9.574608,,919.4823529411765,254,-0.15789473,,56.701817,-0.009265838,9.574608,5.47179,312624,2.6294428e-08,0.7623557,-1.2353522
111.63885,400,0.14999999,2125.0337,-3.3685966,2.631579,,104.930954,341,-4.399109,6.2317705,2.2360399,527.4038605690002,341,0.14999999,,-2.7806776,-9.574608,,919.7155425219942,254,-0.15789473,,56.704704,-0.014036348,9.574608,5.47179,313623,2.6140432e-08,0.64204794,-1.2317705
138.68646,400,0.14999999,2130.2708,-3.3685567,-1.5789474,,104.930954,342,-4.402037,6.228862,-1.7152038,529.0669672489166,342,0.14999999,,-2.9314837,-9.574608,3.9621923e-21,919.9473684210526,254,-0.15789473,,56.709244,-0.23690943,9.574608,5.47179,314622,2.5987788e-08,1.128992,-1.2288616
138.11653,400,0.14999999,2135.3403,-3.3665164,6.8421054,,104.930954,343,-4.404957,6.225482,6.29096,530.682196855545,343,0.14999999,,-2.6607702,-9.574608,,920.1778425655976,254,-0.36842105,,56.692184,-0.069647014,9.574608,5.47179,315621,2.5836476e-08,1.1301444,-1.225482
130.35881,400,0.14999999,2140.9714,-3.364526,5.7894735,3.7708058e-13,104.930954,344,-4.4078684,6.223754,5.6971464,532.2716929912567,344,0.14999999,,-2.6862702,-9.574608,,919.3953488372093,254,-0.05263158,,56.699768,-0.63104784,9.574608,5.47179,316272,2.5686482e-08,0.7445889,-1.223754
138.71126,400,0.14999999,2145.9897,-3.3651502,0.5263158,,104.930954,345,-4.410771,6.22026,0.35865277,533.9013469219208,345,0.14999999,,-3.2528498,-9.574608,0.049500164,919.6260869565217,254,-0.2631579,,56.70125,-0.018455999,9.574608,5.47179,317271,2.5537789e-08,1.1883307,-1.2202603
140.99054,400,0.14999999,2151.1511,-3.3634999,4.736842,,104.930954,346,-4.413522,6.2172,4.816307,535.7151601314545,346,0.14999999,,-2.8154778,-9.574608,,919.8554913294797,254,0.2631579,,56.693493,-0.16132827,9.574608,5.47179,318270,2.5390387e-08,0.7119107,-1.2171998
113.8765,400,0.14999999,2156.4724,-3.3656797,-8.947369,,104.930954,347,-4.416408,6.2146177,-8.467096,537.4004850387573,347,0.14999999,,-3.7511358,-9.574608,,920.0835734870317,254,0.2631579,,56.638626,-0.32125694,9.574608,5.47179,319269,2.5244256e-08,0.9059888,-1.2146178
135.67387,400,0.14999999,2162.0278,-3.364763,-6.8421054,,104.930954,348,-4.419286,6.2127233,-6.649103,538.998664855957,348,0.14999999,,-2.8758447,-9.574608,,920.3103448275862,254,0.2631579,,56.621937,-0.555299,9.574608,5.47179,320268,2.5099382e-08,1.0419476,-1.2127233
74.793976,400,0.14999999,2167.1152,-3.3629148,-4.736842,,104.930954,349,-4.422155,6.2094994,-5.11301,540.7610359191895,349,0.14999999,,-2.6389825,-9.574608,,920.5358166189112,254,-0.36842105,,56.629498,-0.0876713,9.574608,5.47179,321267,2.495575e-08,0.68659604,-1.2094996
134.68149,400,0.14999999,2172.2622,-3.3631651,-2.631579,,104.930954,350,-4.4250164,6.2064633,-2.6415513,542.5043063163757,350,0.14999999,,-3.0982761,-9.574608,,920.76,254,0.2631579,,56.619686,-0.1468059,9.574608,5.47179,322266,2.4813351e-08,1.3556405,-1.2064632
59.256462,400,0.14999999,2177.29,-3.3612516,-1.5789474,1.1353683e-11,104.930954,351,-4.4278693,6.203106,-1.5996695,544.2287764549255,351,0.14999999,,-2.896282,-9.574608,8.0209644e-21,920.982905982906,254,0.15789473,,56.53692,-0.028008545,9.574608,5.47179,323265,2.4672165e-08,0.5761258,-1.2031059
133.24086,400,0.14999999,2182.3772,-3.3628693,0.5263158,,104.930954,352,-4.430714,6.199935,0.73523396,546.0114541053772,352,0.14999999,,-3.4752972,-9.574608,0.3345357,921.2045454545455,254,0.15789473,,56.536373,-0.08693457,9.574608,5.47179,324264,2.453218e-08,1.1434426,-1.199935
39.161415,400,0.14999999,2187.754,-3.3621836,2.631579,,104.930954,353,-4.4326015,6.197603,3.167562,547.6548249721527,353,0.14999999,,-3.1353507,-9.574608,,921.4249291784703,254,0.57894737,,56.53387,-0.3768468,9.574608,5.47179,325263,2.4393389e-08,0.46800297,-1.1976033
128.11034,400,0.14999999,2194.7554,-3.3642354,-4.736842,,104.930954,354,-4.43543,6.199874,-4.2281294,549.2907104492188,354,0.14999999,,-3.5386767,-9.574608,,921.6440677966102,254,0.47368422,,56.530987,-2.0014262,9.574608,5.47179,326262,2.4255769e-08,0.60287404,-1.1998739
115.34825,400,0.14999999,2200.712,-3.3637455,-0.5263158,,104.930954,355,-4.438251,6.1991887,-1.1858106,550.9914727210999,355,0.14999999,,-2.7310462,-9.574608,0.070907876,921.8619718309859,254,-0.36842105,,56.51238,-0.9565972,9.574608,5.47179,327261,2.4119307e-08,0.94915223,-1.1991887
59.71615,400,0.14999999,2206.7192,-3.3629122,-5.7894735,,104.930954,356,-4.440864,6.1986494,-6.2559314,552.7087893486023,356,0.14999999,,-2.917674,-9.574608,,922.0786516853933,254,-0.36842105,,56.483097,-1.0072918,9.574608,5.47179,328260,2.3983997e-08,0.5416835,-1.1986496
141.58733,400,0.14999999,2212.0637,-3.3626802,1.5789474,,104.930954,357,-4.4436693,6.1962566,1.007787,554.4190621376038,357,0.14999999,,-2.790802,-9.574608,5.5425885e-26,922.2941176470588,254,-0.47368422,,56.45927,-0.3443976,9.574608,5.47179,329259,2.384982e-08,0.82992774,-1.1962568
103.57283,400,0.14999999,2218.1362,-3.363022,-7.894737,,104.930954,358,-4.4464664,6.1959114,-8.51951,556.0873680114746,358,0.14999999,,-3.226045,-9.574608,,922.5083798882681,254,-0.36842105,,56.417385,-1.0725578,9.574608,5.47179,330258,2.3716765e-08,0.7954306,-1.1959113
347.21698,400,0.14999999,2223.5977,-3.3641198,2.631579,,104.930954,359,-4.449256,6.1938653,3.838981,557.9401392936707,359,0.14999999,,-3.4844987,-9.574608,,922.7214484679665,254,1.0,,56.404144,-0.46146068,9.574608,5.47179,331257,2.3584823e-08,1.6349788,-1.1938654
132.16187,400,0.14999999,2232.5361,-3.3663669,-3.6842105,,104.930954,360,-4.4520373,6.2014894,-3.7490551,559.6519095897675,360,0.14999999,,-4.4359884,-9.574608,,922.9333333333333,254,-0.36842105,,56.389988,-3.9384797,9.574608,5.47179,332256,2.3453977e-08,1.2162335,-1.2014894
43.26721,400,0.14999999,2237.5933,-3.3646636,-6.8421054,,104.930954,361,-4.4548116,6.1983194,-6.017178,561.3465166091919,361,0.14999999,,-2.8246803,-9.574608,,923.1440443213296,254,0.57894737,,56.37146,-0.05722226,9.574608,5.47179,333255,2.3324219e-08,0.40308377,-1.1983197
139.76205,400,0.14999999,2244.4785,-3.36549,2.631579,,104.930954,362,-4.4575777,6.2002163,3.047114,563.0549445152283,362,0.14999999,,-3.0494812,-9.574608,,923.353591160221,254,0.2631579,,56.353905,-1.8850259,9.574608,5.47179,334254,2.3195533e-08,1.6491369,-1.2002165
140.07176,400,0.14999999,2249.7983,-3.3629787,-10.0,,104.930954,363,-4.460336,6.1977916,-10.618934,564.7968060970306,363,0.14999999,,-2.8743117,-9.574608,,923.5619834710744,254,-0.36842105,,56.334007,-0.31998366,9.574608,5.47179,335253,2.306791e-08,1.2477701,-1.1977917
123.39606,400,0.14999999,2255.457,-3.3611088,-6.8421054,,104.930954,364,-4.4630876,6.1963105,-7.2072167,566.5165655612946,364,0.14999999,,-2.777481,-9.574608,,923.7692307692307,254,-0.47368422,,56.331135,-0.65864176,9.574608,5.47179,336252,2.2941338e-08,0.80734587,-1.1963105
134.77791,400,0.14999999,2261.2986,-3.364201,-0.5263158,,104.930954,365,-4.465831,6.1953382,0.034192324,568.2807712554932,365,0.14999999,,-4.224362,-9.574608,0.3557743,923.9753424657534,254,0.36842105,,56.324917,-0.8414501,9.574608,5.47179,337251,2.2815803e-08,1.3247753,-1.1953384
143.1087,400,0.14999999,2266.6006,-3.3655775,-8.947369,,104.930954,366,-4.4675927,6.192898,-9.377245,570.0907797813416,366,0.14999999,,-4.040791,-9.574608,,924.1803278688525,254,-0.47368422,,56.288845,-0.30216205,9.574608,5.47179,338250,2.2691296e-08,1.0650165,-1.1928979
95.96165,400,0.14999999,2272.139,-3.3640356,2.631579,,104.930954,367,-4.470321,6.1911144,2.1559114,571.8787858486176,367,0.14999999,,-2.720771,-9.574608,,924.3841961852861,254,-0.47368422,,56.28942,-0.5382324,9.574608,5.47179,339249,2.2567809e-08,0.98491126,-1.1911142
136.75525,400,0.14999999,2277.6162,-3.3624642,-5.7894735,,104.930954,368,-4.473042,6.1891747,-5.176356,573.555290222168,368,0.14999999,,-2.69047,-9.574608,,924.5869565217391,254,0.36842105,,56.278606,-0.4774618,9.574608,5.47179,340248,2.2445326e-08,1.4643806,-1.1891748
131.74898,400,0.14999999,2284.0034,-3.3603456,-2.631579,,104.930954,369,-4.4757557,6.1897106,-2.965469,575.3597123622894,369,0.14999999,,-2.8598146,-9.574608,,924.7886178861788,254,-0.47368422,,56.238853,-1.3869573,9.574608,5.47179,341247,2.2323837e-08,1.0617641,-1.1897109
136.39473,400,0.14999999,2289.251,-3.358688,0.5263158,,104.930954,370,-4.478462,6.1871643,1.135694,577.0981011390686,370,0.14999999,,-2.691673,-9.574608,0.000879825,924.9891891891892,254,0.57894737,,56.241604,-0.2475632,9.574608,5.47179,342246,2.2203327e-08,0.74709195,-1.1871644
48.368557,400,0.14999999,2295.112,-3.3584697,-2.631579,,104.930954,371,-4.4811587,6.186286,-2.1650975,578.7611463069916,371,0.14999999,,-2.9541357,-9.574608,,925.188679245283,254,0.57894737,,56.249836,-0.86111647,9.574608,5.47179,343245,2.2083796e-08,0.48704347,-1.1862857
156.80136,400,0.14999999,2301.2837,-3.358914,6.8421054,,104.930954,372,-4.4838505,6.1862464,7.252961,580.4217944145203,372,0.14999999,,-2.9887807,-9.574608,,925.3870967741935,254,0.47368422,,56.175274,-1.1717399,9.574608,5.47179,344244,2.1965224e-08,1.1650531,-1.1862465
143.40004,400,0.14999999,2307.3816,-3.357997,-7.894737,,104.930954,373,-4.486535,6.18601,-7.558104,582.1409413814545,373,0.14999999,,-3.038269,-9.574608,,925.5844504021447,254,0.36842105,,56.176765,-1.0979153,9.574608,5.47179,345243,2.1847606e-08,1.3212569,-1.1860098
125.42446,400,0.14999999,2312.525,-3.356696,-8.947369,2.9665723e-13,104.930954,374,-4.4892125,6.183222,-8.1292095,583.8688752651215,374,0.14999999,,-3.0444999,-9.574608,,925.7807486631016,254,0.57894737,,56.09393,-0.14323883,9.574608,5.47179,346242,2.1730928e-08,0.88947266,-1.1832217
111.57115,400,0.14999999,2319.3047,-3.356559,8.947369,,104.930954,375,-4.491883,6.184812,9.450597,585.5248429775238,375,0.14999999,,-3.1091857,-9.574608,,925.976,254,0.47368422,,55.882915,-1.7796638,9.574608,5.47179,347241,2.1615186e-08,1.1013503,-1.1848122
129.3691,400,0.14999999,2325.954,-3.3559327,-0.5263158,,104.930954,376,-4.494546,6.186048,-1.1914623,587.308299779892,376,0.14999999,,-3.1202762,-9.574608,5.977505e-07,926.1702127659574,254,-0.7894737,,55.830235,-1.6495429,9.574608,5.47179,348240,2.1500362e-08,0.966161,-1.1860482
152.31554,400,0.14999999,2332.0764,-3.354804,-1.5789474,6.2401887e-27,104.930954,377,-4.497202,6.1858788,-0.93694115,589.0159485340118,377,0.14999999,,-2.7899938,-9.574608,2.1555279e-23,926.3633952254642,254,0.57894737,,55.7639,-1.1222528,9.574608,5.47179,349239,2.1386455e-08,1.3140652,-1.1858789
152.44153,400,0.14999999,2338.0186,-3.3535874,10.0,,104.930954,378,-4.499851,6.1852345,10.7613125,590.7746636867523,378,0.14999999,,-3.0384982,-9.574608,,926.5555555555555,254,0.57894737,,55.72252,-0.94227624,9.574608,5.47179,350238,2.1273447e-08,1.0194944,-1.1852344
148.41826,400,0.14999999,2347.1116,-3.35331,4.736842,,104.930954,379,-4.502493,6.192907,5.4545326,592.5206429958344,379,0.14999999,,-3.1462781,-9.574608,,926.7467018469657,254,0.57894737,,55.440533,-4.0930285,9.574608,5.47179,351237,2.1161334e-08,1.0048772,-1.1929067
192.39308,400,0.14999999,2353.5303,-3.3525615,8.947369,,104.930954,380,-4.505128,6.193501,7.7225685,594.3250622749329,380,0.14999999,,-2.9502966,-9.574608,,926.9368421052632,254,-1.0,,55.14366,-1.4187629,9.574608,5.47179,352236,2.1050106e-08,1.1308371,-1.193501
141.07036,400,0.14999999,2358.7964,-3.3569996,-0.5263158,,104.930954,381,-4.507756,6.1910667,0.63780284,595.7443239688873,381,0.14999999,,-5.01016,-9.574608,1.8097602e-05,925.5879265091863,254,0.7894737,,54.531338,-0.26594833,9.574608,5.47179,352649,2.0939755e-08,0.8555335,-1.1910665
243.09308,400,0.14999999,2368.5547,-3.3585734,7.894737,,104.930954,382,-4.5103774,6.2004046,7.0591135,597.529013633728,382,0.14999999,,-3.7216344,-9.574608,,925.7801047120419,254,-1.0,,54.173016,-4.758258,9.574608,5.47179,353648,2.0830266e-08,1.1896073,-1.2004048
157.75381,400,0.14999999,2373.9534,-3.3580163,-5.7894735,,104.930954,383,-4.512992,6.198312,-5.23943,599.0431797504425,383,0.14999999,,-3.1044629,-9.574608,,924.4255874673629,254,0.7894737,,53.834595,-0.39871427,9.574608,5.47179,354055,2.0721632e-08,1.2072039,-1.1983116
137.6003,400,0.14999999,2380.4587,-3.3568137,8.947369,,104.930954,384,-4.5155993,6.1991115,9.485726,600.6929705142975,384,0.14999999,,-2.9487019,-9.574608,,924.6197916666666,254,0.7894737,,53.74989,-1.5055008,9.574608,5.47179,355054,2.0613848e-08,1.0623676,-1.1991116
