ReturnAbsMax,AvgEpLen,MinEpLen,TimeElapsed,IWMean,NumTrajectories,ReturnMin,ReturnLastEpisode,IWFirstEpisode,ReturnStepMax,MountainCar_std0_higher,Bound,DenMISEMeanLog,DenMISELogFirst,NumTrainableParams,GridSize,Regret,IWMin,IWLastEpisode,TimestepsSoFar,Delta,IWMax,ReturnMax,MountainCar_mu1_higher,Regret/t,ActionIn1,ReturnMean,DenMISELogLast,Iteration,MountainCar_mu0_higher,MountainCar_std1_higher
12.544488,906.0413533834586,251,2475.0529544353485,1.087079,1330,-12.544488,-1.9316517,,126.05372,0.14999999,35.141266,-3.4283423,-5.1304913,,400,8054.5713,,,1205035,1.7183761e-09,126.91279,6.67197,-5.7894735,6.0560684,-6.611287,-1.0560684,-3.3746119,1330,-0.7894737,0.14999999
12.544488,906.1111945905334,251,2477.4053428173065,1.0340867,1331,-12.544488,-1.2855026,8.165416e-21,126.05372,0.14999999,35.13778,-3.4278495,-5.1312428,,400,8060.8564,,,1206034,1.715795e-09,121.796486,6.67197,-1.5789474,6.056241,-1.7584509,-1.0562408,-2.8208277,1331,-0.47368422,0.14999999
12.544488,906.1809309309309,251,2479.7105824947357,0.9147608,1332,-12.544488,-0.47968423,,126.05372,0.14999999,35.126247,-3.4286194,-5.131994,,400,8066.336,,,1207033,1.7132197e-09,119.442375,6.67197,7.894737,6.055808,8.087832,-1.055808,-4.4554753,1332,0.36842105,0.14999999
12.544488,906.2505626406602,251,2482.2249937057495,1.0834532,1333,-12.544488,-0.27338797,7.8054706e-30,126.05372,0.14999999,35.07839,-3.4283211,-5.1327443,,400,8071.6094,,,1208032,1.7106502e-09,127.67887,6.67197,1.5789474,6.055221,0.8101683,-1.055221,-2.9219131,1333,-0.7894737,0.14999999
12.544488,906.3200899550225,251,2484.6399080753326,0.9137464,1334,-12.544488,-0.98062795,,126.05372,0.14999999,35.055603,-3.4279814,-5.1334944,,400,8077.5903,,,1209031,1.7080862e-09,227.46259,6.67197,8.947369,6.0551653,9.763438,-1.0551652,-3.0242553,1334,1.0,0.14999999
12.544488,906.3895131086142,251,2486.8938443660736,1.1578821,1335,-12.544488,-2.7173169,,126.05372,0.14999999,35.05537,-3.427731,-5.1342435,,400,8085.3076,,,1210030,1.7055284e-09,129.71204,6.67197,-6.8421054,6.0564103,-6.2243223,-1.0564102,-2.9589884,1335,0.68421054,0.14999999
12.544488,906.4588323353294,251,2489.2482526302338,0.9174618,1336,-12.544488,-0.9510743,,126.05372,0.14999999,35.047653,-3.4272888,-5.1349926,,400,8091.259,,,1211029,1.7029763e-09,117.45537,6.67197,5.7894735,6.0563316,6.2757277,-1.0563314,-2.9569752,1336,0.2631579,0.14999999
12.544488,906.528047868362,251,2491.514003276825,0.60824555,1337,-12.544488,-0.42081472,,126.05372,0.14999999,35.03907,-3.4274116,-5.1357408,,400,8096.6797,,,1212028,1.7004297e-09,120.46106,6.67197,-3.6842105,6.0558558,-3.4626544,-1.055856,-3.4849205,1337,0.36842105,0.14999999
12.544488,906.5971599402093,251,2493.8947246074677,0.7767609,1338,-12.544488,-0.17193381,3.5314662e-26,126.05372,0.14999999,35.039997,-3.4272027,-5.1364884,,400,8101.8516,,,1213027,1.6978888e-09,118.665436,6.67197,1.5789474,6.0551953,1.7600247,-1.0551955,-2.742518,1338,0.36842105,0.14999999
12.544488,906.6661687826736,251,2496.2195229530334,1.0749984,1339,-12.544488,-0.28907916,,126.05372,0.14999999,35.03681,-3.427102,-5.137235,,400,8107.1406,,,1214026,1.6953537e-09,111.36206,6.67197,-4.736842,6.0546236,-4.7132673,-1.0546234,-3.0473175,1339,0.15789473,0.14999999
12.544488,906.7350746268656,251,2498.5669510364532,1.1644362,1340,-12.544488,-0.0039353864,,126.05372,0.14999999,35.03662,-3.4265501,-5.137982,,400,8112.1445,,,1215025,1.6928242e-09,167.67264,6.67197,10.0,6.053839,8.87162,-1.0538392,-2.7298381,1340,-1.0,0.14999999
12.544488,906.2990305741984,251,2500.6017310619354,0.8323213,1341,-12.544488,1.5685841,,126.05372,0.14999999,35.0246,-3.4263246,-5.138728,,400,8115.576,,,1215347,1.6903006e-09,217.20181,6.67197,-4.736842,6.0518837,-5.5655174,-1.0518836,-3.2363527,1341,-1.0,0.14999999
12.544488,906.3681073025335,251,2503.014051437378,0.955065,1342,-12.544488,-1.6689299,,126.05372,0.14999999,35.02407,-3.426208,-5.1394734,,400,8122.2446,,,1216346,1.6877825e-09,118.00907,6.67197,-2.631579,6.0523434,-2.4198413,-1.0523434,-3.0630822,1342,0.15789473,0.14999999
12.544488,906.4370811615786,251,2505.278310060501,0.90901536,1343,-12.544488,-0.003602813,,126.05372,0.14999999,35.016262,-3.4262836,-5.1402183,,400,8127.248,,6.842293e-14,1217345,1.6852698e-09,118.22941,6.67197,-3.6842105,6.0515623,-3.9774184,-1.0515624,-3.4569163,1343,-0.2631579,0.14999999
12.544488,906.5059523809524,251,2507.6755006313324,0.9567497,1344,-12.544488,-0.10610897,,126.05372,0.14999999,34.99957,-3.425981,-5.1409626,,400,8132.3545,,9.367309e-05,1218344,1.6827629e-09,182.45697,6.67197,-3.6842105,6.050859,-4.496734,-1.050859,-2.9041183,1344,-1.0,0.14999999
12.544488,906.5747211895911,251,2509.9155611991882,0.6778056,1345,-12.544488,-2.1747994,,126.05372,0.14999999,35.00077,-3.427105,-5.1417065,,400,8139.5293,,,1219343,1.6802615e-09,130.9144,6.67197,6.8421054,6.051695,7.876097,-1.0516946,-4.8542647,1345,0.7894737,0.14999999
12.544488,906.6433878157503,251,2512.1676127910614,0.96374494,1346,-12.544488,-2.946064,3.0013428e-08,126.05372,0.14999999,34.998432,-3.4280982,-5.1424494,,400,8147.4756,,,1220342,1.6777659e-09,188.61024,6.67197,-0.5263158,6.053102,-1.631054,-1.053102,-4.422834,1346,-1.0,0.14999999
12.544488,906.7119524870081,251,2514.493416070938,0.93929565,1347,-12.544488,-2.1356044,4.5557513e-10,126.05372,0.14999999,34.979443,-3.427987,-5.1431923,,400,8154.611,,2.1732646e-10,1221341,1.6752756e-09,182.46028,6.67197,0.5263158,6.0539055,-0.4617831,-1.0539057,-3.2004294,1347,-1.0,0.14999999
12.544488,906.7804154302671,251,2516.895037174225,1.0528033,1348,-12.544488,-2.4956148,,126.05372,0.14999999,34.96679,-3.428709,-5.1439342,,400,8162.1064,,,1222340,1.6727911e-09,103.62904,6.67197,4.736842,6.054975,4.2585063,-1.0549752,-4.2971115,1348,-0.36842105,0.14999999
12.544488,906.5300222386953,251,2519.0130779743195,0.919102,1349,-12.544488,-0.070406675,,126.05372,0.14999999,34.96286,-3.4283276,-5.1446757,,400,8167.177,,1.436347e-14,1222909,1.6703119e-09,124.822815,6.67197,3.6842105,6.0542455,3.9847593,-1.0542454,-2.9374056,1349,0.47368422,0.14999999
12.544488,906.5985185185185,251,2521.3221929073334,1.1352301,1350,-12.544488,-0.42562515,,126.05372,0.14999999,34.963226,-3.427973,-5.1454167,,400,8172.6025,,,1223908,1.6678382e-09,132.65384,6.67197,-7.894737,6.0537796,-7.343337,-1.0537796,-2.8396323,1350,0.68421054,0.14999999
12.544488,906.6669133974833,251,2523.7653336524963,1.057465,1351,-12.544488,-1.6273589,,126.05372,0.14999999,34.958202,-3.4277236,-5.1461573,,400,8179.23,,,1224907,1.6653701e-09,121.2911,6.67197,3.6842105,6.054204,3.2563577,-1.0542042,-3.1855671,1351,-0.47368422,0.14999999
12.544488,906.7352071005918,251,2526.1816668510437,0.96739304,1352,-12.544488,-0.3101453,,126.05372,0.14999999,34.95652,-3.4272919,-5.1468973,,400,8184.54,,2.2499532e-11,1225906,1.6629075e-09,141.51881,6.67197,3.6842105,6.0536537,4.2421703,-1.0536538,-2.8686996,1352,0.7894737,0.14999999
12.544488,906.8033998521803,251,2528.5265283584595,1.1874936,1353,-12.544488,-0.8743243,,126.05372,0.14999999,34.95594,-3.4269288,-5.147637,,400,8190.4146,,,1226905,1.6604501e-09,125.6206,6.67197,-10.0,6.053521,-10.393105,-1.0535214,-2.8697207,1353,-0.68421054,0.14999999
12.544488,906.8714918759232,251,2530.880713224411,1.0562305,1354,-12.544488,-0.43102926,2.8985622e-26,126.05372,0.14999999,34.945133,-3.4263957,-5.1483755,,400,8195.846,,,1227904,1.6579985e-09,120.536446,6.67197,1.5789474,6.0530615,0.89102507,-1.0530616,-2.8559275,1354,-0.47368422,0.14999999
12.544488,906.9394833948339,251,2533.305362224579,0.98579246,1355,-12.544488,-0.7704172,0.0046646274,126.05372,0.14999999,34.930077,-3.4260898,-5.1491137,,400,8201.616,,2.8535618e-07,1228903,1.655552e-09,114.95878,6.67197,0.5263158,6.052853,-0.07476914,-1.052853,-3.0389678,1355,-0.47368422,0.14999999
12.544488,907.0073746312685,251,2535.8249428272247,0.8817082,1356,-12.544488,-0.6651702,,126.05372,0.14999999,34.895775,-3.4257,-5.149848,,400,8207.281,,,1229902,1.6531112e-09,119.73394,6.67197,6.8421054,6.052567,7.431995,-1.0525671,-2.855072,1356,0.36842105,0.14999999
12.544488,907.0751658069271,251,2538.1732461452484,1.0209252,1357,-12.544488,-0.68052906,,126.05372,0.14999999,34.89411,-3.425659,-5.150585,,400,8212.962,,1.5162171e-36,1230901,1.6506762e-09,108.7108,6.67197,8.947369,6.052293,8.933677,-1.0522931,-3.2281382,1357,0.15789473,0.14999999
12.544488,906.6951399116348,251,2540.3214082717896,1.2577169,1358,-12.544488,1.8641722,,126.05372,0.14999999,34.88788,-3.425124,-5.151322,,400,8216.098,,,1231292,1.648246e-09,206.98303,6.67197,5.7894735,6.050145,4.991301,-1.0501454,-2.6915998,1358,-1.0,0.14999999
12.544488,906.5290654893304,251,2542.4885132312775,0.9182299,1359,-12.544488,-1.1193789,,126.05372,0.14999999,34.881573,-3.4245672,-5.152058,,400,8222.217,,,1231973,1.6458211e-09,121.97887,6.67197,-2.631579,6.050196,-2.3110225,-1.0501963,-2.8582544,1359,0.47368422,0.14999999
12.544488,906.5970588235294,251,2544.8027262687683,0.9946593,1360,-12.544488,-0.03487955,,126.05372,0.14999999,34.882545,-3.424856,-5.1527934,,400,8227.252,,,1232972,1.6434017e-09,250.26994,6.67197,-10.0,6.04945,-9.026309,-1.0494498,-3.7063138,1360,1.0,0.14999999
12.544488,906.6649522409992,251,2547.1698207855225,0.9244703,1361,-12.544488,-4.995111,,126.05372,0.14999999,34.86564,-3.4249623,-5.1535287,,400,8237.247,,,1233971,1.6409877e-09,214.34157,6.67197,-2.631579,6.052349,-3.4873042,-1.0523489,-3.5061076,1361,-1.0,0.14999999
12.544488,906.7327459618208,251,2549.5056693553925,0.82476205,1362,-12.544488,-1.3077674,,126.05372,0.14999999,34.83978,-3.4246678,-5.154263,,400,8243.555,,,1234970,1.6385787e-09,120.31318,6.67197,-7.894737,6.0525365,-7.405704,-1.0525364,-2.9029758,1362,0.36842105,0.14999999
12.544488,906.8004402054293,251,2551.755533218384,0.85562944,1363,-12.544488,-0.36109102,1.1539041e-21,126.05372,0.14999999,34.833263,-3.4246507,-5.154997,,400,8248.916,,,1235969,1.6361754e-09,122.976425,6.67197,-1.5789474,6.052029,-0.69179285,-1.0520291,-3.2028244,1363,0.47368422,0.14999999
12.544488,906.8680351906158,251,2554.1765966415405,0.6262284,1364,-12.544488,-4.0861545,,126.05372,0.14999999,34.816624,-3.4246335,-5.1557302,,400,8258.002,,,1236968,1.633777e-09,103.49448,6.67197,-6.8421054,6.0542536,-7.640663,-1.0542536,-3.2329895,1364,-0.57894737,0.14999999
12.544488,906.9355311355312,251,2556.531819820404,0.75942695,1365,-12.544488,-1.1142976,,126.05372,0.14999999,34.804195,-3.424551,-5.156463,,400,8264.116,,,1237967,1.631384e-09,118.62391,6.67197,-4.736842,6.0542974,-4.032607,-1.0542974,-2.9253328,1365,0.47368422,0.14999999
12.544488,907.0029282576867,251,2558.977072954178,0.90565467,1366,-12.544488,-1.077697,,126.05372,0.14999999,34.771767,-3.4246306,-5.1571956,,400,8270.193,,,1238966,1.6289964e-09,111.37055,6.67197,7.894737,6.0543146,7.978484,-1.0543147,-3.2755456,1366,0.05263158,0.14999999
12.544488,906.8376005852231,251,2561.1328539848328,0.9068123,1367,-12.544488,0.05066056,,126.05372,0.14999999,34.748333,-3.425002,-5.1579275,,400,8275.143,,,1239647,1.6266142e-09,204.3199,6.67197,-5.7894735,6.0535064,-7.0380993,-1.0535063,-3.8167033,1367,-1.0,0.14999999
12.544488,906.9049707602339,251,2563.4491369724274,0.8505497,1368,-12.544488,-2.618765,4.7470955e-08,126.05372,0.14999999,34.73599,-3.425764,-5.1586585,,400,8282.762,,,1240646,1.6242367e-09,137.42058,6.67197,0.5263158,6.0546503,1.110569,-1.0546504,-4.3347163,1368,0.7894737,0.14999999
12.544488,906.972242512783,251,2565.8565056324005,1.1128455,1369,-12.544488,-2.0281322,,126.05372,0.14999999,34.727646,-3.4257398,-5.1593895,,400,8289.79,,,1241645,1.6218646e-09,121.912865,6.67197,-8.947369,6.0553617,-8.772408,-1.0553616,-3.2151973,1369,0.36842105,0.14999999
12.544488,907.0394160583942,251,2568.308510541916,0.73023754,1370,-12.544488,-0.4582474,,126.05372,0.14999999,34.72646,-3.425903,-5.1601195,,400,8295.248,,,1242644,1.619498e-09,106.13703,6.67197,10.0,6.054926,9.356807,-1.0549258,-3.729068,1370,-0.68421054,0.14999999
12.544488,906.6958424507659,251,2570.420681476593,1.0649403,1371,-12.544488,0.2687802,,126.05372,0.14999999,34.70115,-3.4255505,-5.160849,,400,8299.9795,,,1243080,1.6171362e-09,121.000244,6.67197,-6.8421054,6.0539603,-6.4637337,-1.0539602,-2.6542068,1371,0.36842105,0.14999999
12.544488,906.7631195335277,251,2572.8607506752014,1.1078397,1372,-12.544488,-0.8704861,0.0058232434,126.05372,0.14999999,34.689503,-3.4253535,-5.161578,,400,8305.85,,,1244079,1.6147798e-09,120.108315,6.67197,0.5263158,6.0538263,1.1109784,-1.0538266,-3.191597,1372,0.36842105,0.14999999
12.544488,906.830298616169,251,2575.2246387004852,1.0618485,1373,-12.544488,-1.0552796,,126.05372,0.14999999,34.67616,-3.4248729,-5.162303,,400,8311.905,,,1245078,1.6124284e-09,187.77408,6.67197,-8.947369,6.053828,-9.919255,-1.0538276,-2.8399758,1373,-1.0,0.14999999
12.544488,906.8973799126637,251,2577.6672575473785,1.0081716,1374,-12.544488,-2.3331678,,126.05372,0.14999999,34.67,-3.425503,-5.1630306,,400,8319.238,,,1246077,1.6100822e-09,135.28516,6.67197,10.0,6.054759,10.596949,-1.0547588,-4.294098,1374,0.68421054,0.14999999
12.544488,906.9643636363636,251,2580.0205590724945,1.1990545,1375,-12.544488,-3.3951514,,126.05372,0.14999999,34.665367,-3.4254665,-5.1637583,,400,8327.634,,,1247076,1.607741e-09,114.49946,6.67197,6.8421054,6.056461,6.828032,-1.0564609,-3.3487337,1375,-0.05263158,0.14999999
12.544488,906.7587209302326,251,2582.2085223197937,1.1181582,1376,-12.544488,0.17806098,,126.05372,0.14999999,34.663067,-3.4248557,-5.1644855,,400,8332.455,,,1247700,1.6054051e-09,120.37389,6.67197,-10.0,6.055564,-10.664845,-1.0555637,-2.7485397,1376,-0.47368422,0.14999999
12.544488,906.8257080610022,251,2584.6591506004333,0.9910801,1377,-12.544488,-0.7929025,,126.05372,0.14999999,34.66102,-3.424395,-5.1652117,,400,8338.248,,1.292747e-07,1248699,1.6030741e-09,119.28909,6.67197,-10.0,6.055373,-9.904841,-1.055373,-2.8744414,1377,0.36842105,0.14999999
12.544488,906.8925979680697,251,2587.1114830970764,1.1125659,1378,-12.544488,-0.19153878,,126.05372,0.14999999,34.59611,-3.424347,-5.165938,,400,8343.439,,,1249698,1.6007485e-09,123.49142,6.67197,2.631579,6.0547457,3.388588,-1.0547459,-3.3196855,1378,0.47368422,0.14999999
12.544488,906.9593908629441,251,2589.480581998825,1.1214164,1379,-12.544488,-1.0109528,,126.05372,0.14999999,34.59526,-3.4246042,-5.166663,,400,8349.451,,,1250697,1.5984275e-09,139.43176,6.67197,8.947369,6.054714,10.010162,-1.0547142,-3.8572412,1379,0.7894737,0.14999999
12.544488,907.0260869565218,251,2592.005608558655,0.84567183,1380,-12.544488,-7.876806,,126.05372,0.14999999,34.593708,-3.4245138,-5.167388,,400,8362.328,,,1251696,1.5961118e-09,122.18011,6.67197,2.631579,6.059658,2.1803513,-1.0596578,-3.3822436,1380,-0.57894737,0.14999999
12.544488,907.0926864590876,251,2594.3970186710358,0.9010281,1381,-12.544488,-0.5067646,,126.05372,0.14999999,34.58517,-3.424162,-5.1681123,,400,8367.835,,,1252695,1.5938011e-09,105.04796,6.67197,10.0,6.0592575,9.789438,-1.0592575,-2.75996,1381,-0.36842105,0.14999999
12.544488,906.6823444283647,251,2596.5341606140137,0.86508226,1382,-12.544488,2.9318993,,126.05372,0.14999999,34.582516,-3.4237225,-5.1688366,,400,8369.902,,,1253035,1.5914955e-09,122.123024,6.67197,-8.947369,6.05637,-9.362719,-1.0563695,-2.6958508,1382,-0.57894737,0.14999999
12.544488,906.7490961677513,251,2598.996531009674,0.957523,1383,-12.544488,-0.6532042,,126.05372,0.14999999,34.57489,-3.423557,-5.1695595,,400,8375.556,,,1254034,1.5891948e-09,105.40165,6.67197,8.947369,6.056078,8.521874,-1.0560781,-3.031351,1383,-0.7894737,0.14999999
12.544488,906.378612716763,251,2601.1022884845734,1.0302727,1384,-12.544488,0.6210116,,126.05372,0.14999999,34.566364,-3.4248054,-5.1702824,,400,8379.935,,9.077313e-11,1254428,1.5868992e-09,108.00634,6.67197,10.0,6.0548663,10.065756,-1.0548662,-5.086781,1384,0.15789473,0.14999999
12.544488,906.0050541516246,251,2603.129452228546,0.9336891,1385,-12.544488,1.9503518,,126.05372,0.14999999,34.55857,-3.424275,-5.171005,,400,8382.984,,,1254817,1.5846082e-09,120.561676,6.67197,-7.894737,6.052696,-8.491771,-1.0526963,-2.6955192,1385,-0.57894737,0.14999999
12.544488,906.0721500721501,251,2605.5051550865173,1.0254415,1386,-12.544488,-0.8029939,,126.05372,0.14999999,34.544025,-3.423875,-5.1717267,,400,8388.787,,,1255816,1.5823226e-09,107.22302,6.67197,8.947369,6.052516,8.651261,-1.0525161,-2.7807515,1386,-0.15789473,0.14999999
12.544488,905.6964671953857,251,2607.7438821792603,0.66894186,1387,-12.544488,1.9507378,,126.05372,0.14999999,34.538895,-3.4237545,-5.1724477,,400,8391.837,,,1256201,1.5800418e-09,128.97728,6.67197,-2.631579,6.050351,-2.0028508,-1.0503509,-3.2543662,1387,0.68421054,0.14999999
12.544488,905.7636887608069,251,2610.11647439003,0.7431184,1388,-12.544488,-3.4986153,,126.05372,0.14999999,34.45681,-3.424844,-5.1731687,,400,8400.335,,,1257200,1.577766e-09,110.99192,6.67197,7.894737,6.052115,7.5541954,-1.0521148,-4.588477,1388,-0.57894737,0.14999999
12.544488,905.3520518358531,251,2612.2622418403625,1.1694559,1389,-12.544488,2.6603103,,126.05372,0.14999999,34.44677,-3.4252455,-5.1738887,,400,8402.675,,,1257534,1.575495e-09,115.44135,6.67197,5.7894735,6.0494423,5.528674,-1.049442,-3.7079744,1389,-0.15789473,0.14999999
12.544488,905.0589928057555,251,2614.397964477539,1.094063,1390,-12.544488,0.46567348,,126.05372,0.14999999,34.431606,-3.424641,-5.174608,,400,8407.209,,,1258032,1.5732289e-09,122.17521,6.67197,-4.736842,6.0483522,-5.135664,-1.048352,-2.7167823,1390,-0.57894737,0.14999999
12.544488,905.1265276779295,251,2616.817829847336,0.92592615,1391,-12.544488,-0.8333705,,126.05372,0.14999999,34.432407,-3.4249206,-5.175328,,400,8413.043,,,1259031,1.5709676e-09,226.93271,6.67197,2.631579,6.0481977,3.7091594,-1.0481975,-3.8728583,1391,1.0,0.14999999
12.544488,905.1939655172414,251,2619.1537432670593,1.1788316,1392,-12.544488,-5.678526,,126.05372,0.14999999,34.41221,-3.4249232,-5.1760464,,400,8423.722,,,1260030,1.5687114e-09,122.40566,6.67197,-3.6842105,6.051524,-4.3257937,-1.0515239,-3.3006935,1392,-0.57894737,0.14999999
12.544488,905.2613065326633,251,2621.5565435886383,1.061196,1393,-12.544488,-1.2179295,,126.05372,0.14999999,34.40569,-3.4246376,-5.1767645,,400,8429.939,,,1261029,1.5664599e-09,202.69382,6.67197,3.6842105,6.0516434,2.7495968,-1.0516434,-3.1701593,1393,-1.0,0.14999999
12.544488,905.1025824964132,251,2623.721415042877,0.8888582,1394,-12.544488,-2.3395004,,126.05372,0.14999999,34.401806,-3.4252586,-5.177482,,400,8437.278,,,1261713,1.5642131e-09,132.86699,6.67197,-10.0,6.0525675,-9.531111,-1.0525672,-4.299845,1394,0.7894737,0.14999999
12.544488,905.1698924731182,251,2626.244242668152,1.1333423,1395,-12.544488,-0.9198882,,126.05372,0.14999999,34.39904,-3.4249578,-5.1781993,,400,8443.198,,,1262712,1.5619714e-09,122.87232,6.67197,-2.631579,6.052472,-3.3517873,-1.052472,-2.8672945,1395,-0.57894737,0.14999999
12.544488,905.237106017192,251,2628.5967993736267,1.4602214,1396,-12.544488,-0.42168638,,126.05372,0.14999999,34.374424,-3.4257872,-5.1789155,,400,8448.62,,1.0972496e-17,1263711,1.5597343e-09,139.37009,6.67197,-3.6842105,6.05202,-2.955788,-1.0520202,-4.684904,1396,0.7894737,0.14999999
12.544488,905.3042233357194,251,2631.050560235977,0.88682973,1397,-12.544488,-2.2822156,,126.05372,0.14999999,34.373314,-3.4251437,-5.1796317,,400,8455.902,,,1264710,1.5575023e-09,120.24929,6.67197,5.7894735,6.052901,4.8307724,-1.0529008,-2.9356997,1397,-0.7894737,0.14999999
12.544488,905.1888412017167,251,2633.242448568344,1.2387425,1398,-12.544488,-1.6876956,3.0167118e-31,126.05372,0.14999999,34.3744,-3.4248416,-5.1803474,,400,8462.59,,,1265454,1.5552748e-09,141.12708,6.67197,1.5789474,6.0533547,2.3352005,-1.0533549,-2.8656664,1398,0.7894737,0.14999999
12.544488,905.2558970693352,251,2635.693783760071,1.2676516,1399,-12.544488,-3.4447157,,126.05372,0.14999999,34.348064,-3.4247224,-5.181062,,400,8471.035,,,1266453,1.5530522e-09,211.30629,6.67197,-6.8421054,6.055064,-7.933179,-1.0550643,-3.4509249,1399,-1.0,0.14999999
12.544488,905.3228571428572,251,2638.1327929496765,0.94412535,1400,-12.544488,-1.9227955,,126.05372,0.14999999,34.34457,-3.4244077,-5.181777,,400,8477.958,,,1267452,1.5508345e-09,128.30707,6.67197,-8.947369,6.055684,-8.175662,-1.055684,-3.1884553,1400,0.68421054,0.14999999
12.544488,905.389721627409,251,2640.5516266822815,1.2480319,1401,-12.544488,-2.0838678,,126.05372,0.14999999,34.34285,-3.424062,-5.182491,,400,8485.041,,,1268451,1.5486212e-09,331.41504,6.67197,10.0,6.056418,11.058853,-1.056418,-2.856667,1401,1.0,0.14999999
12.544488,905.4564907275321,251,2642.9437675476074,0.8795044,1402,-12.544488,-8.285518,,126.05372,0.14999999,34.29417,-3.4242272,-5.1832047,,400,8498.327,,,1269450,1.5464129e-09,268.73715,6.67197,5.7894735,6.061574,7.124568,-1.0615742,-3.8175297,1402,1.0,0.14999999
12.544488,905.5231646471846,251,2645.4263060092926,1.0921882,1403,-12.544488,-8.730894,,126.05372,0.14999999,34.274586,-3.4252098,-5.1839175,,400,8512.058,,,1270449,1.5442092e-09,228.81194,6.67197,3.6842105,6.0670404,4.917318,-1.0670406,-4.634088,1403,1.0,0.14999999
12.544488,905.5897435897435,251,2647.712963819504,1.1176565,1404,-12.544488,-6.984055,7.2566753e-12,126.05372,0.14999999,34.251137,-3.4255836,-5.18463,,400,8524.042,,,1271448,1.5420103e-09,309.08664,6.67197,0.5263158,6.0712547,1.3123243,-1.071255,-3.9847126,1404,1.0,0.14999999
12.544488,905.6562277580072,251,2650.050901889801,0.9712349,1405,-12.544488,-1.8049517,3.2143564e-06,126.05372,0.14999999,34.236458,-3.4252915,-5.185342,,400,8530.847,,1.8272741e-11,1272447,1.539816e-09,135.85559,6.67197,-0.5263158,6.0717773,-0.019297123,-1.0717772,-3.055046,1405,0.7894737,0.14999999
12.544488,905.7226173541962,251,2652.3567740917206,1.2814667,1406,-12.544488,-2.0559466,0.033895764,126.05372,0.14999999,34.212605,-3.4256985,-5.1860533,,400,8537.902,,4.331739e-15,1273446,1.5376264e-09,123.126396,6.67197,-0.5263158,6.0724773,-0.9705632,-1.0724771,-3.9337292,1406,-0.57894737,0.14999999
12.544488,905.7889125799574,251,2654.7646465301514,0.93363833,1407,-12.544488,-0.59953564,,126.05372,0.14999999,34.19249,-3.425133,-5.1867404,,400,8543.502,,,1274445,1.5354414e-09,207.84546,6.67197,-8.947369,6.072141,-8.372996,-1.072141,-2.8704836,1407,1.0,0.14999999
12.544488,905.8551136363636,251,2657.1964061260223,0.85190946,1408,-12.544488,-2.474041,,126.05372,0.14999999,34.1852,-3.425637,-5.187451,,400,8550.977,,,1275444,1.5332613e-09,109.34876,6.67197,4.736842,6.073137,4.6008887,-1.0731368,-4.0210714,1408,-0.05263158,0.14999999
12.544488,905.9212207239177,251,2659.5927205085754,1.1808361,1409,-12.544488,-0.02533676,2.9633074e-33,126.05372,0.14999999,34.18004,-3.4260378,-5.188161,,400,8556.002,,,1276443,1.5310855e-09,197.44565,6.67197,1.5789474,6.072393,0.8118547,-1.0723931,-3.823263,1409,-1.0,0.14999999
12.544488,905.9872340425532,251,2662.1525609493256,1.0454872,1410,-12.544488,-1.0493879,,126.05372,0.14999999,34.166542,-3.425581,-5.1888704,,400,8562.051,,,1277442,1.5289147e-09,118.33906,6.67197,-7.894737,6.0723767,-8.070632,-1.0723767,-2.9064167,1410,0.05263158,0.14999999
12.544488,906.0531537916371,251,2664.549711704254,1.1316646,1411,-12.544488,-0.14004028,,126.05372,0.14999999,34.162647,-3.4251556,-5.189579,,400,8567.191,,,1278441,1.5267482e-09,249.98035,6.67197,-4.736842,6.071716,-3.8335066,-1.071716,-2.83784,1411,1.0,0.14999999
12.544488,906.1189801699717,251,2666.9473333358765,1.1468052,1412,-12.544488,-3.8534682,4.9438786e-19,126.05372,0.14999999,34.16018,-3.4248507,-5.1902876,,400,8576.045,,,1279440,1.5245868e-09,118.205505,6.67197,-1.5789474,6.073686,-1.8430688,-1.073686,-3.0625098,1412,-0.05263158,0.14999999
12.544488,906.1847133757962,251,2669.387532711029,0.92098576,1413,-12.544488,-0.23090036,,126.05372,0.14999999,34.15775,-3.424362,-5.1909957,,400,8581.275,,,1280439,1.5224296e-09,117.768585,6.67197,-3.6842105,6.0730896,-3.7386956,-1.0730896,-2.846815,1413,0.05263158,0.14999999
12.544488,906.2503536067893,251,2671.8329532146454,1.0068165,1414,-12.544488,-0.15077491,,126.05372,0.14999999,34.15616,-3.425207,-5.1917033,,400,8586.427,,,1281438,1.520277e-09,118.625435,6.67197,-6.8421054,6.0724373,-6.5664916,-1.0724373,-4.510507,1414,0.05263158,0.14999999
12.544488,906.3159010600707,251,2674.175415992737,0.74533755,1415,-12.544488,-0.10753065,13.958603,126.05372,0.14999999,34.15359,-3.4248757,-5.19241,,400,8591.534,,,1282437,1.518129e-09,118.3377,6.67197,-0.5263158,6.0717554,-0.7667718,-1.0717554,-2.9345665,1415,-0.15789473,0.14999999
12.544488,906.3813559322034,251,2676.6518902778625,1.0748488,1416,-12.544488,-0.06335665,,126.05372,0.14999999,34.15462,-3.424696,-5.1833,,400,8596.598,,,1283436,1.5159856e-09,118.78319,6.67197,-8.947369,6.071043,-9.109213,-1.0710433,-2.8965023,1416,0.05263158,0.14999999
