ReturnLastEpisode,ReturnMean,Regret,TimeElapsed,Regret/t,LQGsigma_higher,LQGmu1_higher,Iteration,LQGmu1_actor
0.9553576893556953,0.9553576893556953,0.009762310644304661,0.043849945068359375,0.009762310644304661,0.01831564,-1.0,1,-1.0269954
0.955836197646859,0.9555969435012772,0.01904611299744563,0.06127429008483887,0.009523056498722815,0.01831564,-0.7777778,2,-0.7562423
0.9560532078118814,0.955749031604812,0.028112905185564196,0.07918024063110352,0.009370968395188065,0.01831564,-0.5555556,3,-0.54603434
0.9555388693082738,0.9556964910306773,0.037694035877290366,0.09673070907592773,0.009423508969322592,0.01831564,-0.33333334,4,-0.33673307
0.9555015585086682,0.9556575045262756,0.0473124773686221,0.11357235908508301,0.009462495473724419,0.01831564,-0.11111111,5,-0.10685014
0.8669193472038342,0.940867811639202,0.14551313016478784,0.13046789169311523,0.024252188360797972,0.01831564,0.11111111,6,0.11930281
0.6013751117954873,0.8923688545186713,0.5092580183693005,0.146925687789917,0.07275114548132865,0.01831564,0.33333334,7,0.34788063
0.4534983354804961,0.8375100396388995,1.0208796828888045,0.16322851181030273,0.12760996036110056,0.01831564,0.5555556,8,0.5595121
0.32056170675478224,0.7800713359851087,1.6654379761340223,0.18190717697143555,0.18504866401489137,0.01831564,0.7777778,9,0.78715855
0.14785981767412945,0.7168501841540108,2.482698158459893,0.20006370544433594,0.24826981584598928,0.01831564,1.0,10,0.9904445
0.9557387155937919,0.7385673233758091,2.492079442866101,0.21863818168640137,0.226552676624191,0.0285655,-1.0,11,-0.9961418
0.9557966120036092,0.7566697640947925,2.501402830862492,0.23663759231567383,0.20845023590520764,0.0285655,-0.7777778,12,-0.78281146
0.9556948050538167,0.771979382630102,2.5108280258086753,0.2546508312225342,0.1931406173698981,0.0285655,-0.5555556,13,-0.519291
0.9551460553598387,0.7850627163965118,2.5208019704488365,0.27279019355773926,0.18005728360348833,0.0285655,-0.33333334,14,-0.37345707
0.9515250504940685,0.7961602053363489,2.534396919954768,0.2913494110107422,0.1689597946636512,0.0285655,-0.11111111,15,-0.123665586
0.8210074678734657,0.7977131592449187,2.678509452081302,0.3092060089111328,0.1674068407550814,0.0285655,0.11111111,16,0.09892705
0.6598815786208752,0.7896054192082103,2.983747873460427,0.3268778324127197,0.1755145807917898,0.0285655,0.33333334,17,0.31637308
0.4619600776636953,0.771402900233515,3.4869077957967316,0.34435057640075684,0.1937170997664851,0.0285655,0.5555556,18,0.5780941
0.3391990308010981,0.7486553281581246,4.112828764995633,0.3620905876159668,0.21646467184187546,0.0285655,0.7777778,19,0.7424502
0.13919780715982175,0.7181824521082094,4.938750957835811,0.3804163932800293,0.24693754789179057,0.0285655,1.0,20,0.9997151
0.9556214035793598,0.7294890688449309,4.948249554256451,0.3984973430633545,0.2356309311550691,0.044551425,-1.0,21,-1.0252308
0.9558274395648558,0.7397771766049275,4.957542114691595,0.4230959415435791,0.2253428233950725,0.044551425,-0.7777778,22,-0.77834105
0.955851438849889,0.7491717097460129,4.966810675841706,0.44858670234680176,0.2159482902539872,0.044551425,-0.5555556,23,-0.4885763
0.9553833117030657,0.7577638598275568,4.97654736413864,0.4736673831939697,0.20735614017244333,0.044551425,-0.33333334,24,-0.2893569
0.9447575510525904,0.7652436074765581,4.99690981308605,0.49915194511413574,0.199876392523442,0.044551425,-0.11111111,25,-0.047062725
0.8948927674248267,0.7702301136284146,5.067137045661223,0.5245130062103271,0.1948898863715855,0.044551425,0.11111111,26,0.059557382
0.6211968045494431,0.7647103614403045,5.41106024111178,0.5508263111114502,0.20040963855969557,0.044551425,0.33333334,27,0.28192514
0.4997142881996657,0.7552462159674246,5.876465952912115,0.5768647193908691,0.20987378403257553,0.044551425,0.5555556,28,0.504037
0.37715271131214195,0.7422085089103458,6.4644332415999735,0.6028916835784912,0.22291149108965425,0.044551425,0.7777778,29,0.6958883
0.19501927101894495,0.7239688676472992,7.234533970581029,0.6328639984130859,0.24115113235270097,0.044551425,1.0,30,0.9327567
0.9556195178599329,0.7314414692670616,7.244034452721095,0.6532225608825684,0.23367853073293857,0.069483444,-1.0,31,-1.0671092
0.9558186452978877,0.7384532560180249,7.253335807423207,0.6704728603363037,0.22666674398197523,0.069483444,-0.7777778,32,-0.80892867
0.9555149714205216,0.7450308837574945,7.262940836002686,0.6877310276031494,0.22008911624250563,0.069483444,-0.5555556,33,-0.6273344
0.9560540245278341,0.751237446721328,7.272006811474852,0.7050735950469971,0.21388255327867212,0.069483444,-0.33333334,34,-0.41137692
0.9526808064772694,0.7569929712857834,7.284446004997583,0.7231805324554443,0.20812702871421665,0.069483444,-0.11111111,35,-0.13138631
0.9106241295716306,0.7612605034603903,7.338941875425952,0.7529478073120117,0.20385949653960977,0.069483444,0.11111111,36,0.013208069
0.5203152472739474,0.7547484695094053,7.783746628152005,0.7837655544281006,0.21037153049059473,0.069483444,0.33333334,37,0.41552538
0.49478843368749337,0.7479074159351445,8.254078194464512,0.8003864288330078,0.21721258406485558,0.069483444,0.5555556,38,0.49777555
0.3194730713501218,0.7369219199201439,8.89972512311439,0.8169257640838623,0.22819808007985615,0.069483444,0.7777778,39,0.7868804
0.18736292191904483,0.7231829449701165,9.677482201195344,0.833380937576294,0.2419370550298836,0.069483444,1.0,40,0.9386685
0.9553931153092291,0.7288466076613143,9.687209085886115,0.8497188091278076,0.23627339233868574,0.10836801,-1.0,41,-1.0340595
0.955838471251877,0.734251175842042,9.696490614634238,0.8662369251251221,0.23086882415795804,0.10836801,-0.7777778,42,-0.7114568
