Regret,Regret/t,TimeElapsed,LQGmu1_higher,LQGsigma_higher,Iteration,LQGmu1_actor,ReturnLastEpisode,ReturnMean
0.009093474704472082,0.009093474704472082,0.03185439109802246,-1.0,0.01831564,1,-0.9780145,0.9560265252955279,0.9560265252955279
0.01822760987275418,0.00911380493637709,0.04953193664550781,-0.7777778,0.01831564,2,-0.79447836,0.9559858648317179,0.9560061950636229
0.027552274989975922,0.009184091663325308,0.06724762916564941,-0.5555556,0.01831564,3,-0.5676425,0.9557953348827782,0.9559359083366746
0.03715486979851501,0.009288717449628753,0.08527398109436035,-0.33333334,0.01831564,4,-0.31436598,0.9555174051914609,0.9558312825503712
0.04766830701756131,0.00953366140351226,0.10300803184509277,-0.11111111,0.01831564,5,-0.108671024,0.9546065627809537,0.9555863385964877
0.11373120970212758,0.018955201617021262,0.11410689353942871,0.11111111,0.01831564,6,0.1106216,0.8990570973154337,0.9461647983829787
0.4529843761434612,0.06471205373478017,0.1242060661315918,0.33333334,0.01831564,7,0.34482542,0.6258668335586663,0.9004079462652198
0.9363866214748471,0.11704832768435589,0.13428449630737305,0.5555556,0.01831564,8,0.54644024,0.48171775466861405,0.8480716723156442
1.5848199773656715,0.1760911085961857,0.14488744735717773,0.7777778,0.01831564,9,0.8090503,0.3166866441091756,0.7890288914038144
2.378660909012755,0.23786609090127547,0.16280555725097656,1.0,0.01831564,10,0.9849578,0.17127906835291684,0.7272539090987247
2.3877671195132724,0.21706973813757022,0.17951226234436035,-1.0,0.0285655,11,-1.0394003,0.9560137894994825,0.74805026186243
2.39692315262586,0.199743596052155,0.1977832317352295,-0.7777778,0.0285655,12,-0.790652,0.9559639668874123,0.7653764039478451
2.40688240608395,0.18514480046799614,0.2158663272857666,-0.5555556,0.0285655,13,-0.608084,0.9551607465419102,0.7799751995320039
2.4162138862401332,0.1725867061600095,0.23358607292175293,-0.33333334,0.0285655,14,-0.35524684,0.9557885198438166,0.7925332938399905
2.429843046692842,0.16198953644618946,0.25154900550842285,-0.11111111,0.0285655,15,-0.07993587,0.9514908395472913,0.8031304635538106
2.4849817150598548,0.15531135719124092,0.26951169967651367,0.11111111,0.0285655,16,0.13716091,0.9099813316329871,0.8098086428087592
2.8407731253247257,0.16710430148968974,0.2867262363433838,0.33333334,0.0285655,17,0.33396482,0.6093285897351289,0.7980156985103104
3.2871963623567577,0.18262202013093098,0.3039267063140869,0.5555556,0.0285655,18,0.515431,0.518696762967968,0.7824979798690692
3.9185477514796823,0.2062393553410359,0.3210303783416748,0.7777778,0.0285655,19,0.77257156,0.3337686108770755,0.7588806446589643
4.704829813082515,0.23524149065412575,0.3390364646911621,1.0,0.0285655,20,0.9886563,0.17883793839716655,0.7298785093458744
4.713890702154329,0.2244709858168728,0.35609960556030273,-1.0,0.044551425,21,-1.0416907,0.9560591109281866,0.7406490141831273
4.723009555321772,0.214682252514626,0.3728466033935547,-0.7777778,0.044551425,22,-0.83838004,0.9560011468325565,0.7504377474853741
4.731973620711332,0.20573798350918834,0.38877058029174805,-0.5555556,0.044551425,23,-0.45509169,0.9561559346104396,0.7593820164908117
4.7410996440764865,0.19754581850318695,0.40458178520202637,-0.33333334,0.044551425,24,-0.38140965,0.9559939766348458,0.7675741814968132
4.7520363006956465,0.19008145202782586,0.4201529026031494,-0.11111111,0.044551425,25,-0.09480458,0.9541833433808398,0.7750385479721743
4.775512957849627,0.18367357530190873,0.43598461151123047,0.11111111,0.044551425,26,0.0730063,0.9416433428460194,0.7814464246980914
5.044425465167299,0.18683057278397402,0.4519927501678467,0.33333334,0.044551425,27,0.25056204,0.6962074926823287,0.7782894272160262
5.516544511729357,0.19701944684747705,0.4687495231628418,0.5555556,0.044551425,28,0.53974205,0.4930009534379419,0.7681005531525232
6.198226791385499,0.21373195832363792,0.47967076301574707,0.7777778,0.044551425,29,0.8477502,0.28343772034385734,0.7513880416763624
6.9997281765603745,0.2333242725520125,0.4899294376373291,1.0,0.044551425,30,0.99066216,0.16361861482512466,0.7317957274479878
7.008902921377405,0.22609364262507756,0.5021235942840576,-1.0,0.069483444,31,-1.1380455,0.9559452551829699,0.7390263573749227
7.017698936870637,0.21930309177720742,0.519157886505127,-0.7777778,0.069483444,32,-0.8195449,0.9563239845067677,0.7458169082227929
7.026844820559349,0.21293469153210148,0.5367856025695801,-0.5555556,0.069483444,33,-0.49119794,0.9559741163112883,0.7521853084678989
7.037492615350078,0.2069850769220611,0.5542929172515869,-0.33333334,0.069483444,34,-0.24743953,0.9544722052092709,0.7581349230779392
7.046373822388119,0.20132496635394626,0.5725970268249512,-0.11111111,0.069483444,35,-0.16524611,0.9562387929619584,0.7637950336460541
7.111023533687685,0.19752843149132457,0.589780330657959,0.11111111,0.069483444,36,0.11495156,0.9004702887004347,0.7675915685086757
7.492402111526075,0.2024973543655696,0.6064736843109131,0.33333334,0.069483444,37,0.35830924,0.5837414221616098,0.7626226456344307
8.009113414490681,0.21076614248659686,0.6222331523895264,0.5555556,0.069483444,38,0.5955102,0.44840869703539377,0.7543538575134034
8.692508793982679,0.22288484087135074,0.6402006149291992,0.7777778,0.069483444,39,0.8659227,0.28172462050800257,0.7422351591286495
9.462490936053651,0.23656227340134128,0.6570775508880615,1.0,0.069483444,40,0.933786,0.19513785792902688,0.7285577265986589
9.471733054140076,0.23101787936927015,0.6742322444915771,-1.0,0.10836801,41,-1.0117457,0.9558778819135759,0.7341021206307301
9.480723338481527,0.22573150805908396,0.6909785270690918,-0.7777778,0.10836801,42,-0.51433635,0.9561297156585493,0.7393884919409162
