Iteration,LQGsigma_higher,Regret,Regret/t,LQGmu1_actor,LQGmu1_higher,ReturnMean,TimeElapsed,ReturnLastEpisode
71,0.41111228,18.253581868144487,0.25709270236823223,-0.7238215,-1.0,0.7080272976317674,1.2866756916046143,0.9552437822643423
72,0.41111228,18.263309541206592,0.25365707696120265,-0.57186705,-0.7777778,0.711462923038797,1.3049755096435547,0.9553923269378937
73,0.41111228,18.273153685059665,0.2503171737679406,-0.22995928,-0.5555556,0.7148028262320589,1.322990894317627,0.9552758561469262
74,0.41111228,18.284302154659862,0.2470851642521603,-0.2538618,-0.33333334,0.7180348357478393,1.3415207862854004,0.9539715303998032
75,0.41111228,18.297198862281313,0.24396265149708418,-0.09819276,-0.11111111,0.7211573485029155,1.3584785461425781,0.9522232923785489
76,0.41111228,18.33491709503163,0.24124890914515304,0.03980732,0.11111111,0.7238710908548466,1.3756194114685059,0.927401767249681
77,0.41111228,18.345013899810045,0.23824693376376682,-0.63125324,0.33333334,0.7268730662362328,1.3937382698059082,0.9550231952215853
78,0.41111228,18.792354176137426,0.2409276176427875,0.40622056,0.5555556,0.7241923823572122,1.4117047786712646,0.5177797236726183
79,0.41111228,19.482633576108523,0.24661561488744965,0.83041835,0.7777778,0.71850438511255,1.4308867454528809,0.27484060002890254
80,0.41111228,20.1726182057592,0.25215772757199,0.8012234,1.0,0.7129622724280097,1.4491095542907715,0.2751353703493222
81,0.6411804,20.182765887192296,0.24916994922459626,-0.9732833,-1.0,0.7159500507754034,1.4671707153320312,0.9549723185669046
82,0.6411804,20.193585069811935,0.24626323255868213,-0.27766156,-0.7777778,0.7188567674413175,1.4848511219024658,0.9543008173803625
83,0.6411804,20.20342101390094,0.24341471101085468,-0.32704127,-0.5555556,0.721705288989145,1.5013391971588135,0.9552840559109939
84,0.6411804,20.21363955366061,0.24063856611500725,-0.23281048,-0.33333334,0.7244814338849924,1.5173137187957764,0.9549014602403302
85,0.6411804,21.07939756756342,0.24799291255956962,1.283924,-0.11111111,0.71712708744043,1.533747911453247,0.09936198609718949
86,0.6411804,21.089432603653762,0.2452259605076019,-0.3471154,0.11111111,0.7198940394923977,1.551184892654419,0.9550849639096552
87,0.6411804,21.542931516633917,0.24761990249004504,0.42721385,0.33333334,0.7175000975099546,1.569124460220337,0.5116210870198445
88,0.6411804,22.405455853847517,0.2546074528846309,1.335482,0.5555556,0.7105125471153687,1.5859086513519287,0.10259566278640042
89,0.6411804,23.126982960010398,0.25985374112371235,0.8559871,0.7777778,0.7052662588762872,1.6038222312927246,0.24359289383711827
90,0.6411804,23.99454330653706,0.26660603673930067,1.3445294,1.0,0.6985139632606989,1.620215892791748,0.09755965347333598
91,1.0,24.004174192279482,0.26378213398109324,-0.6434661,-1.0,0.7013378660189064,1.636655330657959,0.9554891142575802
92,1.0,24.01428578515061,0.2610248454907675,-1.0797747,-0.7777778,0.704095154509232,1.6532847881317139,0.9550084071288719
93,1.0,24.024272343552052,0.25832550907045215,-0.20782912,-0.5555556,0.7067944909295473,1.671281337738037,0.9551334415985546
94,1.0,24.521061696787598,0.26086235847646383,0.5390054,-0.33333334,0.7042576415235356,1.6896562576293945,0.46833064676445385
95,1.0,24.532049990412364,0.25823210516223544,-1.3392466,-0.11111111,0.706887894837764,1.7068488597869873,0.9541317063752345
96,1.0,24.541961559269502,0.25564543290905734,-0.5683117,0.11111111,0.7094745670909423,1.723827838897705,0.955208431142863
97,1.0,24.930551924393047,0.25701599922054685,0.3713964,0.33333334,0.7081040007794526,1.7413272857666016,0.576529634876454
98,1.0,25.380834059429695,0.2589881026472418,0.3987131,0.5555556,0.7061318973527577,1.7619760036468506,0.5148378649633509
99,1.0,26.284429139393144,0.2654992842362944,2.7152417,0.7777778,0.6996207157637051,1.7859206199645996,0.06152492003655311
100,1.0,26.29399499941981,0.26293994999419806,-0.6642308,1.0,0.7021800500058013,1.8101043701171875,0.9555541399733353
101,0.10836801,26.303678551709197,0.26043246090801186,-0.7414167,-0.7777778,0.7046875390919876,1.8333327770233154,0.9554364477106118
102,0.01831564,26.313619437920213,0.25797666115608053,-0.75463074,-0.7777778,0.7071433388439188,1.850071907043457,0.9551791137889833
103,1.0,27.198245882255307,0.26406063963354665,1.785922,1.0,0.7010593603664528,1.8662655353546143,0.0804935556649076
104,0.01831564,27.208043564081976,0.2616158035007882,-0.3025348,-0.33333334,0.7035041964992111,1.8826546669006348,0.95532231817333
105,1.0,27.217823021859164,0.25921736211294444,-0.28595018,-1.0,0.705902637887055,1.8988778591156006,0.9553405422228108
106,0.044551425,27.227685354206884,0.256864956171763,-0.8383161,-0.7777778,0.7082550438282367,1.9151356220245361,0.9552576676522794
107,0.069483444,27.237588736912134,0.25455690408329096,-0.61449003,-0.5555556,0.7105630959167086,1.9322335720062256,0.9552166172947508
108,0.41111228,27.24768193995213,0.25229335129585306,-0.8174873,-0.7777778,0.7128266487041465,1.9487526416778564,0.9550267969600023
109,0.069483444,27.257287469982973,0.2500668575227796,-0.8310545,-0.7777778,0.7150531424772201,1.9671611785888672,0.9555144699691571
110,0.10836801,27.26710653467264,0.24788278667884217,-0.53145885,-0.5555556,0.7172372133211575,1.9854474067687988,0.9553009353103347
111,0.01831564,27.276590301702697,0.24573504776308736,-0.5531151,-0.5555556,0.7193849522369122,2.0041871070861816,0.9556362329699412
112,0.26359713,27.286635954928155,0.24363067816900139,-0.8069283,-0.5555556,0.7214893218309983,2.0222837924957275,0.955074346774541
113,0.0285655,27.29635970001207,0.2415607053098413,-0.76003397,-0.7777778,0.7235592946901583,2.040123701095581,0.9553962549160855
114,0.6411804,27.30643184227638,0.23953010387961735,-0.83008915,-0.5555556,0.7255898961203824,2.0586233139038086,0.9550478577356913
115,0.41111228,27.31608962898235,0.23753121416506393,-0.42253014,-0.5555556,0.7275887858349357,2.0767886638641357,0.9554622132940281
116,0.26359713,27.326231348582994,0.23557095990157753,-0.93823296,-0.7777778,0.729549040098422,2.0943593978881836,0.9549782803993586
117,0.41111228,27.33618903374311,0.2336426413140437,-0.7563266,-1.0,0.7314773586859561,2.1120965480804443,0.9551623148398843
118,0.0285655,27.346418873601202,0.2317493124881458,-0.5399529,-0.5555556,0.733370687511854,2.1226747035980225,0.95489016014191
119,1.0,27.356809006001352,0.22988915131093574,-1.1826842,0.11111111,0.7352308486890641,2.1345620155334473,0.954729867599848
120,0.1690133,27.366857769921822,0.22805714808268185,-0.4226867,-0.5555556,0.737062851917318,2.1450929641723633,0.9550712360795313
121,0.10836801,27.376526057868784,0.22625228146998994,-0.302046,-0.33333334,0.7388677185300099,2.1567320823669434,0.9554517120530395
122,0.1690133,27.386023280712966,0.22447560066158168,-0.693556,-0.7777778,0.7406443993384181,2.1743173599243164,0.9556227771558177
123,0.044551425,27.395971628398918,0.22273147665364973,-0.50132436,-0.5555556,0.7423885233463501,2.196927070617676,0.955171652314048
124,0.069483444,27.406228555690255,0.22101797222330852,-1.0035653,-1.0,0.7441020277766913,2.2206594944000244,0.9548630727086642
125,1.0,27.417159173382153,0.21933727338705722,-1.375915,-0.5555556,0.7457827266129428,2.2430734634399414,0.9541893823081021
126,0.6411804,27.429823357055803,0.21769701077028414,-0.16917375,0.11111111,0.7474229892297158,2.261465549468994,0.952455816326349
127,0.26359713,27.44028734084392,0.21606525465231433,-1.1318302,-1.0,0.7490547453476857,2.278903007507324,0.9546560162118843
128,0.044551425,27.450058647459503,0.21445358318327737,-0.39489335,-0.33333334,0.7506664168167225,2.29634952545166,0.9553486933844174
129,0.10836801,27.459957792933547,0.21286788986770191,-0.89536273,-1.0,0.752252110132298,2.3228678703308105,0.9552208545259551
130,0.41111228,27.474394855726757,0.21134149889020581,-0.04646957,0.33333334,0.7537785011097942,2.3465654850006104,0.9506829372067901
131,1.0,28.056580322092568,0.21417236887093563,-3.2448907,-0.7777778,0.7509476311290643,2.3710906505584717,0.3829345336341903
132,0.6411804,28.066494216918485,0.21262495618877642,-0.9352745,-1.0,0.7524950438112236,2.3950626850128174,0.9552061051740831
133,0.0285655,28.07638196528932,0.2111006162803708,-0.35290116,-0.33333334,0.7540193837196292,2.4191181659698486,0.9552322516291665
134,0.6411804,28.086579096161167,0.20960133653851618,-1.0515774,-0.33333334,0.7555186634614837,2.4359254837036133,0.9549228691281505
135,0.01831564,28.09667691392624,0.2081235326957499,-1.0179352,-1.0,0.75699646730425,2.450333833694458,0.9550221822349275
136,0.0285655,28.106860672549754,0.2066680931805129,-1.0513852,-1.0,0.7584519068194869,2.464817523956299,0.9549362413764854
137,0.26359713,28.48371449039557,0.20791032474741292,0.31137183,-0.11111111,0.7572096752525869,2.4794111251831055,0.5882661821541825
138,0.044551425,28.493669688779566,0.20647586730999684,-1.00033,-1.0,0.758644132690003,2.4930472373962402,0.9551648016160059
139,0.26359713,28.50324316770599,0.20505930336479128,-0.32195365,-0.33333334,0.7600606966352086,2.5072274208068848,0.9555465210735776
140,0.1690133,28.51339721818496,0.20366712298703543,-1.00988,-1.0,0.7614528770129644,2.5212318897247314,0.9549659495210281
141,0.069483444,28.524047233816766,0.2022982073320338,-0.20732382,-0.11111111,0.7628217926679661,2.5359854698181152,0.954469984368193
142,0.6411804,28.53676445586648,0.2009631299708907,-1.4101741,-0.7777778,0.7641568700291093,2.550523042678833,0.9524027779502889
143,1.0,28.547813869313494,0.19963506202317127,-1.3567816,-0.11111111,0.7654849379768287,2.5650336742401123,0.9540705865529864
144,0.0285655,28.560673827658682,0.19833801269207418,-0.06629267,-0.11111111,0.7667819873079257,2.579838991165161,0.9522600416548114
145,0.069483444,28.570217823819608,0.19703598499185937,-0.29934496,-0.33333334,0.7680840150081407,2.594245433807373,0.955576003839076
146,0.41111228,28.579996730329135,0.19575340226252833,-0.8944056,-0.33333334,0.7693665977374717,2.6087563037872314,0.955341093490473
147,0.01831564,28.591933830064512,0.19450295122492867,-0.11819478,-0.11111111,0.7706170487750715,2.6228067874908447,0.9531829002646223
148,0.044551425,28.60383285950471,0.1932691409425994,-0.14446416,-0.11111111,0.7718508590574007,2.636427640914917,0.9532209705598026
149,0.41111228,28.613630249693802,0.19203778691069667,-0.47738022,-0.11111111,0.7730822130893034,2.650195598602295,0.9553226098109082
150,0.1690133,28.624187925747133,0.19082791950498088,-0.20676851,-0.11111111,0.774292080495019,2.66441011428833,0.9545623239466686
151,0.1690133,28.63379982162841,0.18962781338826762,-0.49504837,-0.33333334,0.7754921866117324,2.679332733154297,0.9555081041187217
152,0.10836801,28.644298033321842,0.18844932916659107,-0.1099918,-0.11111111,0.7766706708334088,2.6932296752929688,0.9546217883065677
153,0.069483444,28.85615400311914,0.18860231374587674,0.1562494,0.11111111,0.7765176862541233,2.705737352371216,0.7532640302027
154,0.10836801,28.873208609219912,0.18748836759233709,0.078909904,0.11111111,0.7776316324076629,2.7191619873046875,0.9480653938992304
155,0.41111228,28.882639497412455,0.18633960966072552,-0.4718476,0.11111111,0.7787803903392745,2.732793092727661,0.9556891118074554
156,0.1690133,28.906717436145588,0.185299470744523,0.056372542,0.11111111,0.779820529255477,2.7461905479431152,0.9410420612668693
157,0.01831564,29.05940280947279,0.18509173763995407,0.10409338,0.11111111,0.7800282623600459,2.7599661350250244,0.8124346266727972
158,0.0285655,29.144149623499818,0.1844566431867077,0.07864869,0.11111111,0.7806633568132924,2.774524688720703,0.8803731859729729
159,0.044551425,29.196379217471474,0.18362502652497784,0.093929894,0.11111111,0.7814949734750222,2.788942813873291,0.912890406028345
160,0.069483444,29.679161783838698,0.18549476114899185,0.4897875,0.33333334,0.7796252388510082,2.804208755493164,0.4823374336327754
161,0.1690133,29.934021903878993,0.18592560188744717,0.14803112,0.33333334,0.7791943981125529,2.818763017654419,0.7102598799597046
162,0.26359713,30.377134447702332,0.18751317560310082,0.3856161,0.33333334,0.7776068243968992,2.8335976600646973,0.5220074561766613
163,0.044551425,30.79088070115683,0.18890110859605416,0.32409444,0.33333334,0.7762188914039457,2.848830461502075,0.551373746545502
164,1.0,31.559940356900587,0.19243866071280846,0.9159045,0.33333334,0.7726813392871915,2.864095687866211,0.19606034425624205
165,0.01831564,31.945141447008886,0.19360691786065992,0.34662846,0.33333334,0.7715130821393401,2.8790700435638428,0.5799189098917004
166,0.10836801,32.32692963745654,0.19474053998467794,0.30697894,0.33333334,0.770379460015322,2.8939931392669678,0.5833318095523474
167,0.0285655,32.75373493381216,0.19613014930426445,0.35408992,0.33333334,0.7689898506957354,2.9092180728912354,0.5383147036443755
168,0.26359713,33.43254831449979,0.19900326377678446,0.791421,0.11111111,0.7661167362232154,2.9242734909057617,0.28630661931236995
169,0.41111228,34.001398482624346,0.2011917069977772,0.6586729,0.5555556,0.7639282930022228,2.9397475719451904,0.3962698318754476
170,1.0,34.83994767188359,0.2049408686581388,0.988605,0.5555556,0.7601791313418612,2.955026626586914,0.1265708107407508
171,0.6411804,35.70330883687542,0.20879127974780948,1.1649245,0.33333334,0.7563287202521906,2.9702155590057373,0.10175883500817316
172,0.069483444,36.23395199207493,0.21066251158183097,0.58569866,0.5555556,0.7544574884181692,2.9857327938079834,0.4344768448004946
173,1.0,36.75800708934236,0.2124740294181639,0.56431377,-0.33333334,0.7526459705818362,3.00113844871521,0.44106490273257465
174,0.10836801,37.34806184102574,0.21464403356911343,0.6670148,0.7777778,0.7504759664308867,3.016221046447754,0.37506524831661725
175,0.0285655,37.87390229707538,0.21642229884043077,0.553712,0.5555556,0.7486977011595692,3.031291961669922,0.439279543950355
176,0.10836801,38.393873487220134,0.2181470084501144,0.54152215,0.5555556,0.7469729915498856,3.0464181900024414,0.4451488098552456
177,0.01831564,38.91571779982559,0.21986281242839317,0.5436286,0.5555556,0.745257187571607,3.0615739822387695,0.44327568739453854
178,0.044551425,39.436481389093636,0.22155326623086313,0.5596933,0.5555556,0.743566733769137,3.075826406478882,0.4443564107319568
179,0.26359713,40.12877179395404,0.2241830826477879,0.808784,0.5555556,0.7409369173522122,3.090820074081421,0.27282959513959887
180,0.26359713,40.80235565268136,0.22667975362600756,0.7816758,0.7777778,0.7384402463739925,3.1049041748046875,0.2915361412726754
181,0.1690133,41.327625591263846,0.22832942315615384,0.5761708,0.5555556,0.7367905768438462,3.118561267852783,0.43985006141752037
182,0.044551425,41.96634396806111,0.2305843075168193,0.7414381,0.7777778,0.7345356924831807,3.1309144496917725,0.3264016232027374
183,0.069483444,42.51772909580687,0.23233731746342554,0.6167063,0.7777778,0.7327826825365746,3.142974615097046,0.413734872254241
184,0.01831564,43.17654502475942,0.2346551360041273,0.77701914,0.7777778,0.7304648639958727,3.15443754196167,0.30630407104745
185,0.41111228,43.95759411895411,0.23760861685921142,0.9370623,1.0,0.7275113831407886,3.165574312210083,0.18407090580531046
186,0.41111228,44.85430029325462,0.24115215211427213,2.0051656,0.7777778,0.7239678478857279,3.1780784130096436,0.06841382569949404
187,0.0285655,45.52538554356534,0.24345125959125852,0.79092264,0.7777778,0.7216687404087415,3.1912426948547363,0.2940347496892732
188,0.6411804,45.53509725985015,0.24220796414813908,-0.2657851,0.7777778,0.7229120358518608,3.2045035362243652,0.9554082837151975
189,0.1690133,46.130158615932544,0.2440749133118124,0.68060315,0.7777778,0.7210450866881876,3.217776298522949,0.3700586439176062
190,0.26359713,46.97762950222056,0.2472506815906345,1.1210979,1.0,0.7178693184093655,3.2308809757232666,0.11764911371198732
191,0.10836801,47.828586727489565,0.2504114488350239,1.1088123,1.0,0.7147085511649761,3.243946075439453,0.1141627747309929
192,0.01831564,48.66433623931261,0.25346008457975316,1.0023246,1.0,0.7116599154202468,3.256901264190674,0.12937048817695346
193,0.044551425,49.47389974573245,0.2563414494597536,0.9615943,1.0,0.7087785505402464,3.2698776721954346,0.15555649358015491
194,0.069483444,50.29442908128349,0.25924963443960564,0.9697768,1.0,0.7058703655603945,3.283085346221924,0.1445906644489653
195,0.0285655,51.1191897589897,0.262149691071742,0.9834554,1.0,0.7029703089282581,3.2960007190704346,0.14035932229379028
196,0.1690133,51.96464594745754,0.2651257446298854,1.0208975,1.0,0.6999942553701146,3.3091747760772705,0.11966381153215758
197,0.6411804,52.35244184400987,0.2657484357563953,0.31485027,0.5555556,0.6993715642436049,3.3218460083007812,0.5773241034476728
198,0.6411804,53.125704214567605,0.2683116374473111,0.926701,-0.11111111,0.6968083625526889,3.3345632553100586,0.19185762944226373
199,0.6411804,54.00811270744311,0.271397551293684,1.5969067,1.0,0.693722448706316,3.347212076187134,0.08271150712449248
200,1.0,54.886063116011286,0.2744303155800564,1.6947229,0.7777778,0.6906896844199436,3.359739303588867,0.08716959143182806
201,0.10836801,54.8961439974325,0.27311514426583333,-0.94959927,-0.7777778,0.6920048557341668,3.371971845626831,0.9550391185787853
202,0.01831564,54.905653924229526,0.27181016794173035,-0.53748125,-0.5555556,0.6933098320582698,3.38449764251709,0.9556100732029744
203,0.069483444,54.91532988303781,0.2705188664189055,-0.7052301,-0.7777778,0.6946011335810947,3.3982889652252197,0.9554440411917129
204,1.0,54.92585633494276,0.269244393798739,-0.15192634,-1.0,0.6958756062012611,3.4228878021240234,0.9545935480950536
205,0.01831564,54.93624122460951,0.2679816645102903,-0.35998285,-0.33333334,0.6971383354897097,3.4469165802001953,0.9547351103332484
206,0.1690133,54.946584720267126,0.2667309937877045,-0.8614711,-0.7777778,0.6983890062122955,3.4639484882354736,0.9547765043423871
207,0.044551425,54.95660897869092,0.2654908646313571,-0.84861034,-0.7777778,0.6996291353686429,3.480220079421997,0.9550957415762048
208,0.01831564,54.96649886834864,0.2642620137901377,-0.7746255,-0.7777778,0.7008579862098624,3.496645450592041,0.9552301103422888
209,0.41111228,54.9765466998831,0.2630456779898713,-1.0021981,-0.5555556,0.7020743220101289,3.513354539871216,0.9550721684655344
210,0.0285655,54.986230586835084,0.26183919327064326,-0.7761278,-0.7777778,0.7032808067293568,3.529772996902466,0.9554361130480145
211,0.10836801,54.99645214000245,0.2606466926066467,-0.5890635,-0.5555556,0.7044733073933535,3.5458414554595947,0.9548984468326412
212,0.10836801,55.006499783345184,0.25946462161955275,-0.4438152,-0.33333334,0.7056553783804473,3.5615031719207764,0.9550723566572613
213,0.069483444,55.01642596486042,0.258293079647232,-0.5521333,-0.5555556,0.706826920352768,3.5803239345550537,0.9551938184847689
214,0.41111228,55.02622819638942,0.2571319074597636,-0.7398668,-0.7777778,0.7079880925402364,3.5984106063842773,0.9553177684709984
215,0.26359713,55.03579714913338,0.2559804518564343,-0.78917843,-0.5555556,0.7091395481435658,3.6168453693389893,0.9555510472560401
216,0.41111228,55.065899923765144,0.25493472186928307,-1.8540945,-1.0,0.7101852781307171,3.634610652923584,0.9350172253682323
