ReturnMin,Delta,MinEpLen,MountainCar_mu1_higher,MountainCar_std1_higher,DenMISELogLast,ReturnAbsMax,DenMISEMeanLog,Regret/t,MountainCar_std0_higher,ReturnStepMax,TimestepsSoFar,DenMISELogFirst,ActionIn1,NumTrainableParams,IWMean,IWLastEpisode,Bound,TimeElapsed,IWMax,Regret,GridSize,ReturnMax,Iteration,NumTrajectories,ReturnMean,AvgEpLen,IWMin,ReturnLastEpisode,MountainCar_mu0_higher,IWFirstEpisode
-3.203613,4.3876542e-09,999,-10.0,1.5,-47.38042,3.203613,-30.550789,6.8542027,0.14999999,32.36731,291708,-30.55908,-13.240526,,1.2624109e+25,1.6302012e+20,inf,467.86778688430786,1.02547885e+26,2001.4272,324,,292,292,-1.8542029,999.0,,-1.918417,-1.0,7.05531e-05
-3.203613,4.357756e-09,999,-10.0,1.5,-60.942215,3.203613,-30.6556,6.8558154,0.14999999,32.36731,292707,-30.562498,-10.650923,,1.2788449e+25,4.8604745e+25,inf,469.0546989440918,1.0289821e+26,2008.7539,324,,293,293,-1.8558154,999.0,,-2.3266537,-1.0,7.079466e-05
-3.203613,4.328161e-09,999,-10.0,1.5,-2.5276577,3.203613,-30.561026,6.856848,0.14999999,32.36731,293706,-30.565907,-13.042229,,1.2786914e+25,7.068569,inf,470.23807406425476,1.0324855e+26,2015.9133,324,,294,294,-1.8568479,999.0,,-2.1593091,-1.0,7.103637e-05
-3.203613,4.298868e-09,999,-10.0,1.5,-60.949017,3.203613,-30.665121,6.8579583,0.14999999,32.36731,294705,-30.569302,-12.983244,,1.3036173e+25,7.3981474e+25,inf,471.45943999290466,1.0359889e+26,2023.0977,324,,295,295,-1.8579582,999.0,,-2.184349,-1.0,7.127795e-05
-3.203613,4.2698707e-09,999,-10.0,1.5,-60.9524,3.203613,-30.768532,6.8586636,0.14999999,32.36731,295704,-30.572685,-9.170717,,1.3317181e+25,8.362981e+25,inf,472.6344630718231,1.0394923e+26,2030.1646,324,,296,296,-1.8586638,999.0,,-2.0668721,-1.0,7.151954e-05
-3.203613,4.2411656e-09,999,-10.0,1.5,-60.955776,3.203613,-30.871267,6.860654,0.14999999,32.36731,296703,-30.576057,-10.397066,,1.3461482e+25,4.3298945e+25,inf,473.83693838119507,1.0429956e+26,2037.6143,324,,297,297,-1.8606541,999.0,,-2.449751,-1.0,7.1761126e-05
-3.203613,4.2127493e-09,999,-10.0,1.5,-8.026886,3.203613,-30.795706,6.8614583,0.14999999,32.36731,297702,-30.57942,-12.949202,,1.3459969e+25,1790.7184,inf,475.025328874588,1.0464987e+26,2044.7146,324,,298,298,-1.8614582,999.0,,-2.100307,-1.0,7.200284e-05
-3.203613,4.1846175e-09,999,-10.0,1.5,-60.962486,3.203613,-30.89769,6.85987,0.14999999,32.36731,298701,-30.58277,-15.782611,,1.3582892e+25,3.7205614e+25,inf,476.22104835510254,1.0500017e+26,2051.101,324,,299,299,-1.8598702,999.0,,-1.3866659,-1.0,7.22444e-05
-3.203613,4.1567665e-09,999,-10.0,1.5,-60.965824,3.203613,-30.999014,6.858778,0.14999999,32.36731,299700,-30.58611,-12.631434,,1.3583779e+25,7.183336e+23,inf,477.43236327171326,1.05350425e+26,2057.6333,324,,300,300,-1.8587781,999.0,,-1.532267,-1.0,7.248609e-05
-3.203613,4.129193e-09,999,-10.0,1.5,-39.199554,3.203613,-31.027363,6.862307,0.14999999,32.36731,300699,-30.589436,-8.203736,,1.3582304e+25,6376547400000000.0,inf,478.62950110435486,1.0570104e+26,2065.5544,324,,301,301,-1.862307,999.0,,-2.9209135,-1.0,7.2727606e-05
-3.203613,4.1018926e-09,999,-10.0,1.5,-60.97247,3.203613,-31.127604,6.8627033,0.14999999,32.36731,301698,-30.592752,-13.140617,,1.3697795e+25,3.5330805e+25,inf,479.7980709075928,1.0605122e+26,2072.5364,324,,302,302,-1.8627032,999.0,,-1.9820211,-1.0,7.296923e-05
-3.203613,4.074862e-09,999,-10.0,1.5,-60.975777,3.203613,-31.227213,6.8636436,0.14999999,32.36731,302697,-30.59606,-10.153142,,1.392598e+25,6.9585112e+25,inf,481.0065062046051,1.0640133e+26,2079.684,324,,303,303,-1.8636439,999.0,,-2.1476424,-1.0,7.321097e-05
-3.2591913,4.0480974e-09,999,-10.0,1.5,-36.7681,3.2591913,-31.246536,6.868234,0.14999999,32.750347,303696,-30.599354,-14.075095,,1.3924473e+25,113785190000000.0,inf,482.1887481212616,1.0675178e+26,2087.9434,324,,304,304,-1.8682343,999.0,,-3.2591913,-1.0,7.3452524e-05
-3.2591913,4.0215964e-09,999,-10.0,1.5,-60.982353,3.2591913,-31.34512,6.866598,0.14999999,32.750347,304695,-30.602638,-9.017528,,1.3960852e+25,1.154367e+25,inf,483.42101550102234,1.0710216e+26,2094.3125,324,,305,305,-1.866598,999.0,,-1.369137,-1.0,7.369417e-05
-3.2591913,3.995354e-09,999,-10.0,1.5,-60.985626,3.2591913,-31.443079,6.867863,0.14999999,32.750347,305694,-30.605911,-10.676709,,1.4166978e+25,6.3523983e+25,inf,484.6784701347351,1.0745246e+26,2101.5662,324,,306,306,-1.867863,999.0,,-2.2537308,-1.0,7.3935764e-05
-3.2591913,3.969368e-09,999,-10.0,1.5,0.1503417,3.2591913,-31.341269,6.8674307,0.14999999,32.750347,306693,-30.609175,-8.956315,,1.4165542e+25,0.57551146,inf,485.8419358730316,1.0780267e+26,2108.3013,324,,307,307,-1.8674304,999.0,,-1.7350786,-1.0,7.417745e-05
-3.2591913,3.943635e-09,999,-10.0,1.5,-60.99214,3.2591913,-31.43863,6.8698883,0.14999999,32.750347,307692,-30.612427,-10.325365,,1.4244037e+25,2.463131e+25,inf,487.0787959098816,1.0815279e+26,2115.9258,324,,308,308,-1.8698885,999.0,,-2.624498,-1.0,7.441907e-05
-3.2591913,3.918151e-09,999,-10.0,1.5,-7.760265,3.2591913,-31.363092,6.8697405,0.14999999,32.750347,308691,-30.615667,-8.52481,,1.4242594e+25,1499.3945,inf,488.330060005188,1.0850321e+26,2122.7498,324,,309,309,-1.8697404,999.0,,-1.82412,-1.0,7.4660624e-05
-3.2591913,3.8929135e-09,999,-10.0,1.5,-60.998615,3.2591913,-31.459782,6.8696976,0.14999999,32.750347,309690,-30.618898,-13.355688,,1.442476e+25,5.6919947e+25,inf,489.5155827999115,1.0885311e+26,2129.6062,324,,310,310,-1.8696975,999.0,,-1.8563557,-1.0,7.4902244e-05
-3.2591913,3.867919e-09,999,-10.0,1.5,-61.001835,3.2591913,-31.555862,6.8687496,0.14999999,32.750347,310689,-30.62212,-10.8930435,,1.4580818e+25,4.8984646e+25,inf,490.70491003990173,1.0920373e+26,2136.1812,324,,311,311,-1.8687499,999.0,,-1.5750344,-1.0,7.514393e-05
-3.2591913,3.843164e-09,999,-10.0,1.5,1.7632635,3.2591913,-31.450165,6.8687096,0.14999999,32.750347,311688,-30.62533,-11.0621,,1.4579392e+25,0.1203992,inf,491.9223701953888,1.0955379e+26,2143.0374,324,,312,312,-1.8687093,999.0,,-1.8560779,-1.0,7.5385535e-05
-3.2591913,3.8186463e-09,999,-10.0,1.5,1.7519978,3.2591913,-31.345179,6.868495,0.14999999,32.750347,312687,-30.628529,-10.92687,,1.4577927e+25,0.120239645,inf,493.18654799461365,1.0990415e+26,2149.8389,324,,313,313,-1.8684947,999.0,,-1.8015729,-1.0,7.562705e-05
-3.2591913,3.794362e-09,999,-10.0,1.5,-2.2935927,3.2591913,-31.253738,6.871451,0.14999999,32.750347,313686,-30.63172,-11.884438,,1.4576533e+25,1.3452507,inf,494.4034855365753,1.1025436e+26,2157.6355,324,,314,314,-1.8714508,999.0,,-2.7967083,-1.0,7.586876e-05
-3.2591913,3.77031e-09,999,-10.0,1.5,-16.981092,3.2591913,-31.209496,6.8710995,0.14999999,32.750347,314685,-30.6349,-11.691405,,1.4575087e+25,13443589.0,inf,495.6938602924347,1.1060443e+26,2164.3965,324,,315,315,-1.8710996,999.0,,-1.7608234,-1.0,7.611037e-05
-3.2591913,3.746485e-09,999,-10.0,1.5,-9.783104,3.2591913,-31.142757,6.870717,0.14999999,32.750347,315684,-30.63807,-12.981785,,1.4573675e+25,10865.297,inf,497.04622888565063,1.1095475e+26,2171.1465,324,,316,316,-1.8707172,999.0,,-1.7502261,-1.0,7.635203e-05
-3.2591913,3.722885e-09,999,-10.0,1.5,-61.020943,3.2591913,-31.238075,6.8702455,0.14999999,32.750347,316683,-30.641228,-11.798957,,1.4846702e+25,8.700072e+25,inf,498.2574167251587,1.1130491e+26,2177.868,324,,317,317,-1.8702456,999.0,,-1.7212712,-1.0,7.659357e-05
-3.2591913,3.6995074e-09,999,-10.0,1.5,-13.02892,3.2591913,-31.181871,6.8699975,0.14999999,32.750347,317682,-30.644377,-10.854724,,1.4845308e+25,274409.56,inf,499.4359076023102,1.116549e+26,2184.6592,324,,318,318,-1.8699976,999.0,,-1.7913718,-1.0,7.6835146e-05
-3.2591913,3.6763492e-09,999,-10.0,1.5,0.9991475,3.2591913,-31.082047,6.8705235,0.14999999,32.750347,318681,-30.647518,-11.890732,,1.48439e+25,0.24159226,inf,500.6245436668396,1.1200514e+26,2191.697,324,,319,319,-1.8705236,999.0,,-2.037794,-1.0,7.70769e-05
-3.2591913,3.653408e-09,999,-10.0,1.5,-18.659586,3.2591913,-31.044281,6.8698106,0.14999999,32.750347,319680,-30.650646,-10.955656,,1.4842521e+25,65655084.0,inf,501.8100600242615,1.1235562e+26,2198.3394,324,,320,320,-1.8698107,999.0,,-1.6423624,-1.0,7.731838e-05
-3.2591913,3.6306806e-09,999,-10.0,1.5,1.9261649,3.2591913,-30.942608,6.869683,0.14999999,32.750347,320679,-30.653767,-13.458589,,1.4841088e+25,0.10274765,inf,503.04286789894104,1.1270547e+26,2205.1682,324,,321,321,-1.8696829,999.0,,-1.8288339,-1.0,7.756002e-05
-3.2591913,3.6081653e-09,999,-10.0,1.5,-61.036594,3.2591913,-31.03711,6.868956,0.14999999,32.750347,321678,-30.656878,-9.734162,,1.499401e+25,4.9679803e+25,inf,504.2609281539917,1.1305599e+26,2211.8037,324,,322,322,-1.868956,999.0,,-1.6356668,-1.0,7.780168e-05
-3.2591913,3.5858583e-09,999,-10.0,1.5,-36.101013,3.2591913,-31.053816,6.8693833,0.14999999,32.750347,322677,-30.659979,-9.791206,,1.4992629e+25,2217767700000000.0,inf,505.4584758281708,1.1340586e+26,2218.8108,324,,323,323,-1.8693832,999.0,,-2.0068812,-1.0,7.804334e-05
-3.2591913,3.5637575e-09,999,-10.0,1.5,-29.73531,3.2591913,-31.050781,6.8693495,0.14999999,32.750347,323676,-30.663069,-10.202837,,1.4991234e+25,4205536000000.0,inf,506.68123745918274,1.1375594e+26,2225.6692,324,,324,324,-1.8693494,999.0,,-1.8584194,-1.0,7.828486e-05
-3.2591913,3.1798468e-09,999,-10.0,1.5,-11.706926,3.2591913,-30.992296,6.8692436,0.14999999,32.750347,324675,-30.666151,-9.7739315,,1.4989865e+25,74626.086,inf,507.88687896728516,1.1410625e+26,2232.5042,361,,325,325,-1.8692435,999.0,,-1.8349339,-1.0,7.852653e-05
-3.2591913,3.1603689e-09,999,-10.0,1.5,-21.846283,3.2591913,-30.965258,6.867371,0.14999999,32.750347,325674,-30.669224,-10.869494,,1.4988478e+25,629141500.0,inf,579.0393476486206,1.1445631e+26,2238.763,361,,326,326,-1.867371,999.0,,-1.2588354,-1.0,7.876819e-05
-3.2591913,3.1410687e-09,999,-10.0,1.5,1.7385792,3.2591913,-30.866259,6.8666,0.14999999,32.750347,326673,-30.672287,-10.379851,,1.4987115e+25,0.10414407,inf,580.3289377689362,1.1480658e+26,2245.3782,361,,327,327,-1.8665999,999.0,,-1.6151767,-1.0,7.900984e-05
-3.2591913,3.1219451e-09,999,-10.0,1.5,-11.685752,3.2591913,-30.80879,6.868082,0.14999999,32.750347,327672,-30.67534,-9.220214,,1.4985774e+25,45018.742,inf,581.6369135379791,1.1515659e+26,2252.731,361,,328,328,-1.8680822,999.0,,-2.3527918,-1.0,7.9251484e-05
-3.2591913,3.1029954e-09,999,-10.0,1.5,-61.0581,3.2591913,-30.901731,6.869986,0.14999999,32.750347,328671,-30.678385,-7.5482407,,1.512114e+25,4.4982233e+25,inf,582.9339997768402,1.155068e+26,2260.2253,361,,329,329,-1.869986,999.0,,-2.4944732,-1.0,7.94931e-05
-3.2591913,3.0842178e-09,999,-10.0,1.5,-61.061134,3.2591913,-30.994135,6.87038,0.14999999,32.750347,329670,-30.68142,-11.573175,,1.5165767e+25,1.5181337e+25,inf,584.2142667770386,1.1585718e+26,2267.2253,361,,330,330,-1.8703798,999.0,,-1.999962,-1.0,7.9734695e-05
-3.2591913,3.0656102e-09,999,-10.0,1.5,-3.5604336,3.2591913,-30.912256,6.8711367,0.14999999,32.750347,330669,-30.684444,-12.690209,,1.516441e+25,20.323355,inf,585.5222930908203,1.162073e+26,2274.3462,361,,331,331,-1.8711369,999.0,,-2.1210008,-1.0,7.9976264e-05
-3.2591913,3.0471703e-09,999,-10.0,1.5,-61.067177,3.2591913,-31.00409,6.869202,0.14999999,32.750347,331668,-30.687462,-12.962857,,1.5267752e+25,3.4753474e+25,inf,586.7991192340851,1.16557145e+26,2280.5752,361,,332,332,-1.869202,999.0,,-1.2286812,-1.0,8.021795e-05
-3.2591913,3.0288967e-09,999,-10.0,1.5,-61.070183,3.2591913,-31.09538,6.870134,0.14999999,32.750347,332667,-30.690468,-10.592317,,1.5525472e+25,8.625883e+25,inf,588.1094965934753,1.1690714e+26,2287.7546,361,,333,333,-1.8701339,999.0,,-2.179517,-1.0,8.0459446e-05
-3.2591913,3.0107867e-09,999,-10.0,1.5,-0.31104782,3.2591913,-31.004223,6.869259,0.14999999,32.750347,333666,-30.693468,-11.506842,,1.5524133e+25,0.7340173,inf,589.3887157440186,1.1725731e+26,2294.3325,361,,334,334,-1.869259,999.0,,-1.5779333,-1.0,8.070121e-05
-3.2591913,2.9928384e-09,999,-10.0,1.5,-16.429337,3.2591913,-30.961714,6.86638,0.14999999,32.750347,334665,-30.696457,-12.153937,,1.5522773e+25,653969.3,inf,590.7087063789368,1.1760762e+26,2300.2373,361,,335,335,-1.8663802,999.0,,-0.9048559,-1.0,8.094277e-05
-3.2591913,2.9750504e-09,999,-10.0,1.5,-24.422132,3.2591913,-30.943243,6.866977,0.14999999,32.750347,335664,-30.699438,-10.83057,,1.552147e+25,19916250000.0,inf,591.9985840320587,1.1795763e+26,2307.3042,361,,336,336,-1.8669771,999.0,,-2.0669258,-1.0,8.118444e-05
-3.2591913,2.9574205e-09,999,-10.0,1.5,-0.552717,3.2591913,-30.854061,6.8682942,0.14999999,32.750347,336663,-30.70241,-10.969283,,1.5520146e+25,0.79278064,inf,593.2882442474365,1.1830778e+26,2314.6152,361,,337,337,-1.8682941,999.0,,-2.310808,-1.0,8.142604e-05
-3.2591913,2.939947e-09,999,-10.0,1.5,1.0376892,3.2591913,-30.760685,6.869644,0.14999999,32.750347,337662,-30.705372,-11.648435,,1.5518793e+25,0.17379071,inf,594.5715849399567,1.1865761e+26,2321.94,361,,338,338,-1.8696444,999.0,,-2.3247712,-1.0,8.16676e-05
-3.2591913,2.9226277e-09,999,-10.0,1.5,-3.789993,3.2591913,-30.682098,6.871239,0.14999999,32.750347,338661,-30.708326,-10.875962,,1.5517503e+25,15.774745,inf,595.8635621070862,1.1900802e+26,2329.35,361,,339,339,-1.8712392,999.0,,-2.4102192,-1.0,8.190924e-05
-3.2591913,2.9054614e-09,999,-10.0,1.5,-2.316546,3.2591913,-30.599644,6.8736477,0.14999999,32.750347,339660,-30.711271,-10.47842,,1.5516189e+25,1.9016336,inf,597.1405191421509,1.1935809e+26,2337.0403,361,,340,340,-1.8736479,999.0,,-2.690218,-1.0,8.2150815e-05
-3.2591913,2.8884455e-09,999,-10.0,1.5,-6.3103795,3.2591913,-30.52938,6.874541,0.14999999,32.750347,340659,-30.714209,-11.219434,,1.5514885e+25,308.39383,inf,598.4284036159515,1.1970783e+26,2344.2183,361,,341,341,-1.8745407,999.0,,-2.1780775,-1.0,8.239247e-05
-3.2591913,2.871579e-09,999,-10.0,1.5,-0.07120728,3.2591913,-30.44128,6.873981,0.14999999,32.750347,341658,-30.717136,-9.960024,,1.5513554e+25,0.661229,inf,599.729133605957,1.2005813e+26,2350.9014,361,,342,342,-1.873981,999.0,,-1.6830953,-1.0,8.2634055e-05
-3.2591913,2.8548592e-09,999,-10.0,1.5,-34.85018,3.2591913,-30.45509,6.876158,0.14999999,32.750347,342657,-30.720057,-9.557755,,1.5512282e+25,215561770000000.0,inf,601.0203232765198,1.2040809e+26,2358.5222,361,,343,343,-1.8761581,999.0,,-2.6207235,-1.0,8.2875704e-05
-3.2591913,2.8382856e-09,999,-10.0,1.5,-50.411594,3.2591913,-30.514051,6.877007,0.14999999,32.750347,343656,-30.722967,-11.689948,,1.5510989e+25,2.7416485e+21,inf,602.3124461174011,1.2075814e+26,2365.6904,361,,344,344,-1.877007,999.0,,-2.1681936,-1.0,8.311728e-05
-3.2591913,2.8218552e-09,999,-10.0,1.5,-8.812306,3.2591913,-30.452095,6.876956,0.14999999,32.750347,344655,-30.72587,-8.482798,,1.55097e+25,4262.5347,inf,603.5943465232849,1.2110828e+26,2372.5498,361,,345,345,-1.8769561,999.0,,-1.8594832,-1.0,8.3358915e-05
-3.2591913,2.8055676e-09,999,-10.0,1.5,-61.108482,3.2591913,-30.541637,6.8781753,0.14999999,32.750347,345654,-30.728765,-11.109017,,1.5614392e+25,3.666556e+25,inf,604.875862121582,1.2145805e+26,2379.8486,361,,346,346,-1.8781753,999.0,,-2.2987797,-1.0,8.360062e-05
-3.2591913,2.7894205e-09,999,-10.0,1.5,0.991981,3.2591913,-30.4517,6.8774095,0.14999999,32.750347,346653,-30.731651,-13.825193,,1.5613088e+25,0.22399874,inf,606.1845977306366,1.2180837e+26,2386.461,361,,347,347,-1.8774093,999.0,,-1.6123878,-1.0,8.384223e-05
-3.2591913,2.7734124e-09,999,-10.0,1.5,-61.114246,3.2591913,-30.540749,6.8788004,0.14999999,32.750347,347652,-30.73453,-9.406941,,1.5703381e+25,3.185863e+25,inf,607.4897303581238,1.221583e+26,2393.8225,361,,348,348,-1.8788005,999.0,,-2.3615167,-1.0,8.408389e-05
-3.2591913,2.7575415e-09,999,-10.0,1.5,-35.917213,3.2591913,-30.557089,6.876185,0.14999999,32.750347,348651,-30.737398,-11.337464,,1.5702099e+25,175069410000000.0,inf,608.7594923973083,1.22508295e+26,2399.7886,361,,349,349,-1.876185,999.0,,-0.9659971,-1.0,8.432544e-05
-3.2591913,2.7418066e-09,999,-10.0,1.5,-3.7151291,3.2591913,-30.481333,6.8748946,0.14999999,32.750347,349650,-30.74026,-8.877616,,1.5700826e+25,17.168802,inf,610.0776467323303,1.2285836e+26,2406.2131,361,,350,350,-1.8748946,999.0,,-1.4245352,-1.0,8.4567044e-05
-3.2591913,2.726206e-09,999,-10.0,1.5,-61.119476,3.2591913,-30.569542,6.8716555,0.14999999,32.750347,350649,-30.743113,-12.241093,,1.5708007e+25,2.9640943e+24,inf,611.3848752975464,1.2320848e+26,2411.9512,361,,351,351,-1.8716557,999.0,,-0.7381107,-1.0,8.480869e-05
-3.2591913,2.710738e-09,999,-10.0,1.5,-29.194101,3.2591913,-30.566576,6.872136,0.14999999,32.750347,351648,-30.745956,-10.558961,,1.5706753e+25,2292729000000.0,inf,612.679151058197,1.2355819e+26,2418.992,361,,352,352,-1.8721362,999.0,,-2.040701,-1.0,8.505022e-05
-3.2591913,2.695402e-09,999,-10.0,1.5,-2.6237693,3.2591913,-30.488342,6.8722353,0.14999999,32.750347,352647,-30.748795,-13.861464,,1.5705467e+25,9.283726,inf,613.9652972221375,1.2390841e+26,2425.899,361,,353,353,-1.8722353,999.0,,-1.9070977,-1.0,8.529195e-05
-3.2591913,2.6801954e-09,999,-10.0,1.5,-61.13134,3.2591913,-30.57582,6.8731966,0.14999999,32.750347,353646,-30.751623,-10.905503,,1.5804596e+25,3.5530703e+25,inf,615.4697444438934,1.2425821e+26,2433.1118,361,,354,354,-1.8731968,999.0,,-2.2126508,-1.0,8.553354e-05
-3.2591913,2.6651168e-09,999,-10.0,1.5,1.5656297,3.2591913,-30.486202,6.873607,0.14999999,32.750347,354645,-30.754444,-10.6947,,1.5803327e+25,0.14367592,inf,616.7791168689728,1.2460852e+26,2440.1304,361,,355,355,-1.873607,999.0,,-2.0188575,-1.0,8.577517e-05
-3.2591913,2.6501654e-09,999,-10.0,1.5,0.896495,3.2591913,-30.398964,6.87212,0.14999999,32.750347,355644,-30.757257,-9.647245,,1.5802102e+25,0.14603044,inf,618.0987310409546,1.2495839e+26,2446.4746,361,,356,356,-1.8721199,999.0,,-1.3441571,-1.0,8.601682e-05
-3.2591913,2.635339e-09,999,-10.0,1.5,-33.592045,3.2591913,-30.408821,6.871332,0.14999999,32.750347,356643,-30.760061,-13.916724,,1.5800847e+25,160111880000000.0,inf,619.4050707817078,1.2530829e+26,2453.0654,361,,357,357,-1.871332,999.0,,-1.5908653,-1.0,8.625834e-05
-3.2591913,2.620637e-09,999,-10.0,1.5,-61.142574,3.2591913,-30.495579,6.872308,0.14999999,32.750347,357642,-30.76286,-13.005226,,1.5891883e+25,3.3039265e+25,inf,620.7288854122162,1.256582e+26,2460.2861,361,,358,358,-1.8723077,999.0,,-2.220575,-1.0,8.650003e-05
-3.2591913,2.6060578e-09,999,-10.0,1.5,-61.145363,3.2591913,-30.581867,6.8690867,0.14999999,32.750347,358641,-30.765648,-9.149264,,1.5893078e+25,8.78132e+23,inf,622.0768849849701,1.2600813e+26,2466.0022,361,,359,359,-1.8690869,999.0,,-0.7161082,-1.0,8.674158e-05
-3.2591913,2.5915998e-09,999,-10.0,1.5,-60.489212,3.2591913,-30.665854,6.867702,0.14999999,32.750347,359640,-30.76843,-10.094949,,1.5992097e+25,3.6078117e+25,inf,623.401645898819,1.2635808e+26,2472.3726,361,,360,360,-1.8677019,999.0,,-1.3704174,-1.0,8.69833e-05
-3.2591913,2.5772617e-09,999,-10.0,1.5,-21.300941,3.2591913,-30.64082,6.8688226,0.14999999,32.750347,360639,-30.771204,-12.332212,,1.599073e+25,758808450.0,inf,624.7190208435059,1.2670802e+26,2479.645,361,,361,361,-1.8688225,999.0,,-2.272246,-1.0,8.7224864e-05
-3.2591913,2.313769e-09,999,-10.0,1.5,-34.566635,3.2591913,-30.652573,6.86928,0.14999999,32.750347,361638,-30.77397,-13.510285,,1.5989366e+25,476434700000000.0,inf,626.0311739444733,1.2705796e+26,2486.6794,400,,362,362,-1.8692801,999.0,,-2.034496,-1.0,8.746643e-05
-3.2591913,2.3010385e-09,999,-10.0,1.5,-61.156445,3.2591913,-30.737507,6.869312,0.14999999,32.750347,362637,-30.77673,-8.453325,,1.6164083e+25,6.3917276e+25,inf,714.563378572464,1.2740791e+26,2493.5603,400,,363,363,-1.8693119,999.0,,-1.8808541,-1.0,8.770817e-05
-3.2591913,2.2884126e-09,999,-10.0,1.5,-61.159195,3.2591913,-30.821981,6.8671975,0.14999999,32.750347,363636,-30.77948,-13.127863,,1.6204876e+25,1.5342312e+25,inf,715.9533877372742,1.2775783e+26,2499.66,400,,364,364,-1.8671975,999.0,,-1.0996733,-1.0,8.794973e-05
-3.2591913,2.2758904e-09,999,-10.0,1.5,-61.161938,3.2591913,-30.906015,6.8654404,0.14999999,32.750347,364635,-30.782223,-9.963171,,1.626601e+25,2.280937e+25,inf,717.3388259410858,1.2810775e+26,2505.8857,400,,365,365,-1.8654402,999.0,,-1.2258048,-1.0,8.8191286e-05
-3.2591913,2.263471e-09,999,-10.0,1.5,-35.10536,3.2591913,-30.918396,6.86756,0.14999999,32.750347,365634,-30.78496,-10.563033,,1.6264698e+25,259849560000000.0,inf,718.7038633823395,1.2845765e+26,2513.5269,400,,366,366,-1.86756,999.0,,-2.641308,-1.0,8.843301e-05
-3.2591913,2.251153e-09,999,-10.0,1.5,-4.9132624,3.2591913,-30.848442,6.8685102,0.14999999,32.750347,366633,-30.787687,-12.967869,,1.6263349e+25,69.43985,inf,720.0688467025757,1.2880751e+26,2520.7432,400,,367,367,-1.8685104,999.0,,-2.2162936,-1.0,8.867453e-05
-3.2591913,2.2389353e-09,999,-10.0,1.5,-61.170124,3.2591913,-30.931742,6.8687515,0.14999999,32.750347,367632,-30.79041,-11.332059,,1.6563538e+25,1.1096619e+26,inf,721.4439468383789,1.2915734e+26,2527.7007,400,,368,368,-1.8687515,999.0,,-1.9572318,-1.0,8.891622e-05
-3.2591913,2.2268165e-09,999,-10.0,1.5,-2.8040109,3.2591913,-30.856417,6.867914,0.14999999,32.750347,368631,-30.793123,-12.354058,,1.6562235e+25,8.287216,inf,722.8353757858276,1.2950763e+26,2534.2603,400,,369,369,-1.8679143,999.0,,-1.5598854,-1.0,8.915788e-05
-3.2591913,2.214796e-09,999,-10.0,1.5,-55.14325,3.2591913,-30.922947,6.8661203,0.14999999,32.750347,369630,-30.79583,-10.782038,,1.6561181e+25,1.0857467e+23,inf,724.2117562294006,1.2985738e+26,2540.4644,400,,370,370,-1.8661202,999.0,,-1.2040409,-1.0,8.939952e-05
-3.2591913,2.2028723e-09,999,-10.0,1.5,-0.97035766,3.2591913,-30.8431,6.867214,0.14999999,32.750347,370629,-30.798529,-10.11772,,1.6559879e+25,1.2981104,inf,725.5962429046631,1.3020708e+26,2547.7366,400,,371,371,-1.8672144,999.0,,-2.2721033,-1.0,8.964112e-05
-3.2591913,2.1910447e-09,999,-10.0,1.5,-17.966053,3.2591913,-30.80937,6.867755,0.14999999,32.750347,371628,-30.80122,-12.349011,,1.6558524e+25,33762840.0,inf,727.0100152492523,1.3055723e+26,2554.805,400,,372,372,-1.867755,999.0,,-2.068343,-1.0,8.988269e-05
-3.2591913,2.1793123e-09,999,-10.0,1.5,-45.995182,3.2591913,-30.850965,6.866783,0.14999999,32.750347,372627,-30.803905,-9.735447,,1.6557221e+25,3.0881411e+19,inf,728.414472579956,1.3090682e+26,2561.31,400,,373,373,-1.8667831,999.0,,-1.5052285,-1.0,9.01244e-05
-3.2591913,2.1676738e-09,999,-10.0,1.5,-41.61275,3.2591913,-30.88062,6.867918,0.14999999,32.750347,373626,-30.806581,-10.529627,,1.6555912e+25,3.7335127e+17,inf,729.8340141773224,1.3125685e+26,2568.6016,400,,374,374,-1.8679183,999.0,,-2.2912889,-1.0,9.0365895e-05
-3.2591913,2.1561282e-09,999,-10.0,1.5,-0.60120463,3.2591913,-30.80075,6.866447,0.14999999,32.750347,374625,-30.809252,-10.1193495,,1.6554608e+25,0.5752658,inf,731.2344467639923,1.316068e+26,2574.9175,400,,375,375,-1.866447,999.0,,-1.3161469,-1.0,9.060752e-05
-3.2591913,2.1446744e-09,999,-10.0,1.5,-17.10407,3.2591913,-30.765194,6.8668528,0.14999999,32.750347,375624,-30.811914,-13.842711,,1.6553298e+25,15006478.0,inf,732.6313378810883,1.3195669e+26,2581.9365,400,,376,376,-1.8668528,999.0,,-2.0190809,-1.0,9.0849106e-05
-3.2591913,2.1333122e-09,999,-10.0,1.5,-61.194286,3.2591913,-30.846771,6.867807,0.14999999,32.750347,376623,-30.814571,-10.378601,,1.6657261e+25,3.969002e+25,inf,734.0821743011475,1.323065e+26,2589.1633,400,,377,377,-1.867807,999.0,,-2.2266297,-1.0,9.10908e-05
-3.2591913,2.1220397e-09,999,-10.0,1.5,-5.0755305,3.2591913,-30.779451,6.867352,0.14999999,32.750347,377622,-30.81722,-10.927276,,1.665599e+25,96.85283,inf,735.4554245471954,1.3265622e+26,2595.8591,400,,378,378,-1.867352,999.0,,-1.6958035,-1.0,9.133245e-05
