ReturnStepMax,Regret/t,ReturnMean,AvgEpLen,Iteration,MountainCar_mu0_higher,GridSize,ReturnMax,IWLastEpisode,IWMin,DenMISELogLast,ReturnAbsMax,NumTrajectories,MountainCar_mu1_higher,DenMISEMeanLog,IWFirstEpisode,MountainCar_std0_higher,Delta,NumTrainableParams,MountainCar_std1_higher,TimeElapsed,Bound,IWMax,TimestepsSoFar,IWMean,DenMISELogFirst,ReturnLastEpisode,ActionIn1,ReturnMin,MinEpLen,Regret
34.23079,6.853841,-1.8538406,999.0,245,-1.0,256,,0.11233913,,1.7496245,3.455834,245,-10.0,-27.22877,3.1904892e-17,0.14999999,7.881633e-09,,1.5,387.08453607559204,inf,8.627891e+25,244755,1.0930934e+25,-11.124527,-2.0694473,-10.778071,-3.455834,999,1679.1909
34.23079,6.854785,-1.8547852,999.0,246,-1.0,256,,0.63546693,,-0.013234071,3.455834,246,-10.0,-27.119186,3.2035143e-17,0.14999999,7.817685e-09,,1.5,388.66090059280396,inf,8.663047e+25,245754,1.0929172e+25,-11.1286,-2.0862105,-12.464325,-3.455834,999,1686.2771
34.23079,6.8573875,-1.8573873,999.0,247,-1.0,256,,267034520000000.0,,-34.757427,3.455834,247,-10.0,-27.15115,3.216531e-17,0.14999999,7.754513e-09,,1.5,390.08023285865784,inf,8.698214e+25,246753,1.092745e+25,-11.132657,-2.4974952,-11.002893,-3.455834,999,1693.7747
34.23079,6.857899,-1.8578993,999.0,248,-1.0,256,,0.10127509,,1.9321555,3.455834,248,-10.0,-27.034908,3.2295513e-17,0.14999999,7.692101e-09,,1.5,391.3613543510437,inf,8.733391e+25,247752,1.0925715e+25,-11.136698,-1.9844042,-15.501465,-3.455834,999,1700.759
34.23079,6.859067,-1.8590668,999.0,249,-1.0,256,,1.9856385e+24,,-60.779495,3.455834,249,-10.0,-27.171455,3.2425748e-17,0.14999999,7.630442e-09,,1.5,392.6581962108612,inf,8.768542e+25,248751,1.0931968e+25,-11.140721,-2.1486037,-13.281464,-3.455834,999,1707.9077
34.23079,6.85824,-1.8582402,999.0,250,-1.0,256,,4.230593e+25,,-60.783504,3.455834,250,-10.0,-27.306938,3.2556012e-17,0.14999999,7.56952e-09,,1.5,393.9467215538025,inf,8.803701e+25,249750,1.1099485e+25,-11.14473,-1.6523913,-10.440629,-3.455834,999,1714.56
34.23079,6.857577,-1.857577,999.0,251,-1.0,256,,26.080746,,-3.734923,3.455834,251,-10.0,-27.214062,3.2686174e-17,0.14999999,7.509326e-09,,1.5,395.2353835105896,inf,8.838865e+25,250749,1.1097763e+25,-11.148722,-1.6917622,-9.434763,-3.455834,999,1721.2518
34.23079,6.8557606,-1.8557605,999.0,252,-1.0,256,,5.0759453e+17,,-42.162773,3.455834,252,-10.0,-27.27441,3.2816485e-17,0.14999999,7.4498456e-09,,1.5,396.64293003082275,inf,8.874035e+25,251748,1.1096054e+25,-11.152698,-1.3998276,-11.707069,-3.455834,999,1727.6516
34.23079,6.8571362,-1.8571361,999.0,253,-1.0,256,,285.9788,,-6.3310604,3.455834,253,-10.0,-27.192657,3.2946683e-17,0.14999999,7.391071e-09,,1.5,397.9527690410614,inf,8.909175e+25,252747,1.1094381e+25,-11.156658,-2.2038157,-10.604944,-3.455834,999,1734.8555
34.23079,6.8570704,-1.8570703,999.0,254,-1.0,256,,2.719871,,-1.381485,3.455834,254,-10.0,-27.092054,3.3076895e-17,0.14999999,7.332988e-09,,1.5,399.19432830810547,inf,8.944352e+25,253746,1.109269e+25,-11.160603,-1.8404359,-10.440936,-3.455834,999,1741.6958
34.23079,6.8572426,-1.8572428,999.0,255,-1.0,256,,128.16557,,-5.2745266,3.455834,255,-10.0,-27.0075,3.3207113e-17,0.14999999,7.2755864e-09,,1.5,400.5129997730255,inf,8.979496e+25,254745,1.1091003e+25,-11.164532,-1.9010395,-10.875746,-3.455834,999,1748.5969
34.23079,6.855212,-1.8552123,999.0,256,-1.0,256,,0.10897346,,1.1064684,3.455834,256,-10.0,-26.898682,3.3337337e-17,0.14999999,7.218857e-09,,1.5,401.8821120262146,inf,9.014675e+25,255744,1.1089328e+25,-11.168447,-1.3374444,-12.46073,-3.455834,999,1754.9343
34.23079,6.8538694,-1.8538693,999.0,257,-1.0,289,,5.2893273e+22,,-53.514236,3.455834,257,-10.0,-27.003233,3.3467562e-17,0.14999999,6.347712e-09,,1.5,403.1417906284332,inf,9.0498195e+25,256743,1.1087864e+25,-11.172345,-1.5100725,-9.469644,-3.455834,999,1761.4445
34.23079,6.853115,-1.8531151,999.0,258,-1.0,289,,2.5771693e+19,,-45.621944,3.455834,258,-10.0,-27.076384,3.359778e-17,0.14999999,6.2986003e-09,,1.5,461.9883003234863,inf,9.084997e+25,257742,1.1086199e+25,-11.176229,-1.6592858,-8.514724,-3.455834,999,1768.1038
34.23079,6.8513193,-1.8513196,999.0,259,-1.0,289,,3.0514507e+25,,-60.81887,3.455834,259,-10.0,-27.207638,3.3727992e-17,0.14999999,6.2500565e-09,,1.5,463.63434767723083,inf,9.120137e+25,258741,1.1202357e+25,-11.180097,-1.3880318,-12.048734,-3.455834,999,1774.4917
34.23079,6.8522387,-1.8522388,999.0,260,-1.0,289,,127030870.0,,-19.335278,3.455834,260,-10.0,-27.178343,3.385832e-17,0.14999999,6.202072e-09,,1.5,465.169584274292,inf,9.155308e+25,259740,1.1200699e+25,-11.18395,-2.090353,-11.026272,-3.455834,999,1781.582
34.23079,6.8523326,-1.8523326,999.0,261,-1.0,289,,0.10148649,,1.9411423,3.455834,261,-10.0,-27.067747,3.3988504e-17,0.14999999,6.1546377e-09,,1.5,466.79732370376587,inf,9.190475e+25,260739,1.1199046e+25,-11.187789,-1.8767103,-11.901498,-3.455834,999,1788.4587
34.23079,6.8513184,-1.8513181,999.0,262,-1.0,289,,236402830.0,,-20.020899,3.455834,262,-10.0,-27.04182,3.4118666e-17,0.14999999,6.107746e-09,,1.5,468.33095359802246,inf,9.2256e+25,261738,1.1197419e+25,-11.191613,-1.5865582,-11.453449,-3.455834,999,1795.0454
34.23079,6.850244,-1.850244,999.0,263,-1.0,289,,76.02069,,-4.946898,3.455834,263,-10.0,-26.958773,3.4248937e-17,0.14999999,6.061387e-09,,1.5,469.81488394737244,inf,9.26079e+25,262737,1.1195799e+25,-11.195423,-1.5688367,-9.818655,-3.455834,999,1801.6143
34.23079,6.851764,-1.8517642,999.0,264,-1.0,289,,1219127400000000.0,,-35.756924,3.455834,264,-10.0,-26.99305,3.437918e-17,0.14999999,6.0155543e-09,,1.5,471.43309903144836,inf,9.295937e+25,263736,1.1194148e+25,-11.199218,-2.251559,-10.826723,-3.455834,999,1808.8657
34.23079,6.8507957,-1.8507957,999.0,265,-1.0,289,,0.118010186,,1.6189393,3.455834,265,-10.0,-26.886026,3.4509393e-17,0.14999999,5.970239e-09,,1.5,472.9312586784363,inf,9.331074e+25,264735,1.1192523e+25,-11.202998,-1.5951273,-9.869564,-3.455834,999,1815.4609
34.23079,6.851407,-1.8514072,999.0,266,-1.0,289,,1494564500000.0,,-28.727993,3.455834,266,-10.0,-26.893885,3.4639568e-17,0.14999999,5.9254344e-09,,1.5,474.46402645111084,inf,9.3662365e+25,265734,1.1190928e+25,-11.206765,-2.0134106,-12.619712,-3.455834,999,1822.4744
34.23079,6.850957,-1.8509572,999.0,267,-1.0,289,,4.1043277e+25,,-60.01978,3.455834,267,-10.0,-27.018888,3.476984e-17,0.14999999,5.8811325e-09,,1.5,475.76313996315,inf,9.401389e+25,266733,1.1343049e+25,-11.210517,-1.7312835,-11.192298,-3.455834,999,1829.2056
34.23079,6.850108,-1.8501084,999.0,268,-1.0,289,,0.5114126,,0.16656196,3.455834,268,-10.0,-26.918377,3.4900067e-17,0.14999999,5.8373257e-09,,1.5,477.1537413597107,inf,9.436565e+25,267732,1.1341095e+25,-11.214255,-1.6234393,-10.721267,-3.455834,999,1835.8291
34.23079,6.847494,-1.8474944,999.0,269,-1.0,289,,0.10256558,,0.5707345,3.455834,269,-10.0,-26.817114,3.5030245e-17,0.14999999,5.7940057e-09,,1.5,478.6898903846741,inf,9.471692e+25,268731,1.1339194e+25,-11.21798,-1.1469514,-12.113863,-3.455834,999,1841.976
34.23079,6.848836,-1.8488361,999.0,270,-1.0,289,,438021060.0,,-20.73419,3.455834,270,-10.0,-26.7955,3.516051e-17,0.14999999,5.751167e-09,,1.5,480.03833055496216,inf,9.50684e+25,269730,1.1337289e+25,-11.22169,-2.209748,-12.21272,-3.455834,999,1849.1858
34.23079,6.8490705,-1.8490707,999.0,271,-1.0,289,,4471896700000.0,,-29.799318,3.455834,271,-10.0,-26.807495,3.5290718e-17,0.14999999,5.7088005e-09,,1.5,481.3558135032654,inf,9.542011e+25,270729,1.1335379e+25,-11.225388,-1.9124244,-11.734693,-3.455834,999,1856.0981
34.23079,6.8476934,-1.8476934,999.0,272,-1.0,289,,1366047.2,,-15.011659,3.455834,272,-10.0,-26.76503,3.5421005e-17,0.14999999,5.6669016e-09,,1.5,482.7219400405884,inf,9.577165e+25,271728,1.1333467e+25,-11.229071,-1.4744792,-10.558514,-3.455834,999,1862.5726
34.23079,6.8457747,-1.8457744,999.0,273,-1.0,289,,0.35519832,,-0.22891617,3.455834,273,-10.0,-26.668724,3.555123e-17,0.14999999,5.625462e-09,,1.5,484.28319907188416,inf,9.612302e+25,272727,1.1331575e+25,-11.23274,-1.3238009,-12.539537,-3.455834,999,1868.8965
34.23079,6.8474455,-1.8474455,999.0,274,-1.0,289,,5.3490708e+17,,-42.03535,3.455834,274,-10.0,-26.725697,3.568139e-17,0.14999999,5.5844755e-09,,1.5,485.9494433403015,inf,9.647457e+25,273726,1.1329707e+25,-11.236397,-2.3036814,-12.195451,-3.455834,999,1876.2001
34.23079,6.84799,-1.84799,999.0,275,-1.0,289,,594356100000.0,,-27.788265,3.455834,275,-10.0,-26.730444,3.5811613e-17,0.14999999,5.543935e-09,,1.5,487.3848125934601,inf,9.6826305e+25,274725,1.1327832e+25,-11.24004,-1.9971497,-9.565992,-3.455834,999,1883.1973
34.23079,6.847613,-1.8476127,999.0,276,-1.0,289,,2.8411193e+17,,-41.00718,3.455834,276,-10.0,-26.783047,3.5941765e-17,0.14999999,5.5038343e-09,,1.5,488.9957571029663,inf,9.7177835e+25,275724,1.1325946e+25,-11.2436695,-1.743838,-10.810062,-3.455834,999,1889.9412
34.23079,6.848576,-1.8485762,999.0,277,-1.0,289,,0.4747266,,0.25530568,3.455834,277,-10.0,-26.686302,3.6071977e-17,0.14999999,5.464167e-09,,1.5,490.4683873653412,inf,9.752915e+25,276723,1.1324081e+25,-11.247286,-2.1144962,-11.693333,-3.455834,999,1897.0557
34.23079,6.8478727,-1.8478725,999.0,278,-1.0,289,,67940.95,,-11.779723,3.455834,278,-10.0,-26.633547,3.6202248e-17,0.14999999,5.424927e-09,,1.5,491.78623270988464,inf,9.788063e+25,277722,1.1322237e+25,-11.25089,-1.6529844,-11.606658,-3.455834,999,1903.7085
34.23079,6.8495555,-1.8495556,999.0,279,-1.0,289,,11.891104,,-3.3107114,3.455834,279,-10.0,-26.550814,3.6332433e-17,0.14999999,5.3861084e-09,,1.5,493.3332951068878,inf,9.823223e+25,278721,1.1320378e+25,-11.25448,-2.31744,-12.670016,-3.455834,999,1911.026
34.23079,6.8462596,-1.8462595,999.0,280,-1.0,289,,7.3991314e+24,,-60.89683,3.455834,280,-10.0,-26.67433,3.646267e-17,0.14999999,5.347705e-09,,1.5,494.6579315662384,inf,9.858361e+25,279720,1.1344964e+25,-11.258059,-0.92661625,-9.435095,-3.455834,999,1916.9526
34.23079,6.8455625,-1.8455623,999.0,281,-1.0,289,,1.9868393e+20,,-47.69478,3.455834,281,-10.0,-26.74999,3.6592955e-17,0.14999999,5.309711e-09,,1.5,496.4150381088257,inf,9.893511e+25,280719,1.134314e+25,-11.261623,-1.6503788,-12.960404,-3.455834,999,1923.603
34.23079,6.846348,-1.846348,999.0,282,-1.0,289,,8.127539e+25,,-60.90395,3.455834,282,-10.0,-26.871956,3.6723147e-17,0.14999999,5.27212e-09,,1.5,498.2279031276703,inf,9.928671e+25,281718,1.1629518e+25,-11.265176,-2.0671935,-9.038216,-3.455834,999,1930.6702
34.23079,6.8436503,-1.8436503,999.0,283,-1.0,289,,1.808718e+25,,-60.79745,3.455834,283,-10.0,-26.992695,3.6853378e-17,0.14999999,5.234927e-09,,1.5,499.72395849227905,inf,9.963806e+25,282717,1.1691609e+25,-11.268716,-1.082885,-13.101561,-3.455834,999,1936.753
34.23079,6.845379,-1.8453789,999.0,284,-1.0,289,,5.5095093e+25,,-60.91102,3.455834,284,-10.0,-27.11299,3.698365e-17,0.14999999,5.198126e-09,,1.5,501.07251143455505,inf,9.99895e+25,283716,1.1883768e+25,-11.272243,-2.3344913,-8.59105,-3.455834,999,1944.0876
34.23079,6.845769,-1.8457687,999.0,285,-1.0,289,,5.4409197e+25,,-60.91453,3.455834,285,-10.0,-27.23246,3.7113814e-17,0.14999999,5.161712e-09,,1.5,502.39894366264343,inf,1.0034103e+26,284715,1.2072838e+25,-11.275758,-1.956521,-10.993655,-3.455834,999,1951.0441
34.23079,6.8457355,-1.8457355,999.0,286,-1.0,289,,0.100493476,,1.9468316,3.455834,286,-10.0,-27.13131,3.7244012e-17,0.14999999,5.125679e-09,,1.5,503.71021270751953,inf,1.0069264e+26,285714,1.2071009e+25,-11.279261,-1.8362522,-13.707266,-3.455834,999,1957.8804
34.23079,6.8460875,-1.8460875,999.0,287,-1.0,289,,4.044428e+25,,-60.921524,3.455834,287,-10.0,-27.249914,3.737438e-17,0.14999999,5.090022e-09,,1.5,505.01080417633057,inf,1.0104395e+26,286713,1.221011e+25,-11.282751,-1.9467402,-11.034695,-3.455834,999,1964.8271
34.23079,6.846755,-1.8467551,999.0,288,-1.0,289,,0.10123045,,1.8777041,3.455834,288,-10.0,-27.14965,3.7504488e-17,0.14999999,5.0547366e-09,,1.5,506.305144071579,inf,1.0139532e+26,287712,1.2208303e+25,-11.286229,-2.0383968,-10.694742,-3.455834,999,1971.8655
34.23079,6.84757,-1.8475701,999.0,289,-1.0,289,,2.0951276,,-1.2144872,3.455834,289,-10.0,-27.06078,3.7634762e-17,0.14999999,5.0198166e-09,,1.5,507.5965025424957,inf,1.0174675e+26,288711,1.2206507e+25,-11.289696,-2.0822303,-12.451724,-3.455834,999,1978.9478
34.23079,6.8456783,-1.8456783,999.0,290,-1.0,324,,3.9215325e+24,,-58.33937,3.455834,290,-10.0,-27.169502,3.7765057e-17,0.14999999,4.448383e-09,,1.5,508.9390199184418,inf,1.0209823e+26,289710,1.2218214e+25,-11.29315,-1.2989762,-9.985824,-3.455834,999,1985.2467
34.23079,6.846032,-1.8460324,999.0,291,-1.0,324,,1188087700.0,,-21.479662,3.455834,291,-10.0,-27.150806,3.7895225e-17,0.14999999,4.417862e-09,,1.5,578.5205264091492,inf,1.0244975e+26,290709,1.2216367e+25,-11.296592,-1.9487652,-10.612832,-3.455834,999,1992.1954
34.23079,6.8475895,-1.8475894,999.0,292,-1.0,324,,39.290073,,-4.47511,3.455834,292,-10.0,-27.074001,3.8025407e-17,0.14999999,4.3876542e-09,,1.5,580.2366063594818,inf,1.0280131e+26,291708,1.2214555e+25,-11.300022,-2.300591,-10.830749,-3.455834,999,1999.4961
34.23079,6.849797,-1.8497969,999.0,293,-1.0,324,,1.658902,,-1.6648016,3.455834,293,-10.0,-26.988129,3.8155598e-17,0.14999999,4.357756e-09,,1.5,581.8428344726562,inf,1.0315249e+26,292707,1.2212726e+25,-11.303441,-2.494414,-12.821988,-3.455834,999,2006.9905
34.23079,6.8498745,-1.8498747,999.0,294,-1.0,324,,9.989114e+25,,-60.94559,3.455834,294,-10.0,-27.104473,3.8285797e-17,0.14999999,4.328161e-09,,1.5,583.2833726406097,inf,1.0350408e+26,293706,1.2550671e+25,-11.306849,-1.8726741,-12.181418,-3.455834,999,2013.8632
34.23079,6.8480253,-1.8480252,999.0,295,-1.0,324,,7.628763e+16,,-40.40917,3.455834,295,-10.0,-27.15042,3.8416e-17,0.14999999,4.298868e-09,,1.5,584.7171211242676,inf,1.0385569e+26,294705,1.2548854e+25,-11.310244,-1.304263,-9.266625,-3.455834,999,2020.1675
34.23079,6.8481913,-1.8481911,999.0,296,-1.0,324,,1.0541193e+26,,-60.93973,3.455834,296,-10.0,-27.265411,3.8546355e-17,0.14999999,4.2698707e-09,,1.5,586.3016483783722,inf,1.0541193e+26,295704,1.2903169e+25,-11.313628,-1.8971767,-12.690197,-3.455834,999,2027.0646
34.23079,6.847293,-1.8472931,999.0,297,-1.0,324,,8.751967e+25,,-60.955242,3.455834,297,-10.0,-27.379686,3.867656e-17,0.14999999,4.2411656e-09,,1.5,587.7964925765991,inf,1.0576356e+26,296703,1.3196059e+25,-11.317,-1.581494,-11.282234,-3.455834,999,2033.646
34.23079,6.843971,-1.8439708,999.0,298,-1.0,324,,1073.3184,,-10.414174,3.455834,298,-10.0,-27.323608,3.880676e-17,0.14999999,4.2127493e-09,,1.5,589.2994015216827,inf,1.0611515e+26,297702,1.3194248e+25,-11.320362,-0.8572492,-10.730236,-3.455834,999,2039.5033
34.23079,6.844772,-1.8447719,999.0,299,-1.0,324,,1.1872528,,-0.63777465,3.455834,299,-10.0,-27.235205,3.8936953e-17,0.14999999,4.1846175e-09,,1.5,590.7546229362488,inf,1.0646669e+26,298701,1.3192442e+25,-11.323712,-2.0834363,-10.276948,-3.455834,999,2046.5868
34.23079,6.845626,-1.8456258,999.0,300,-1.0,324,,80483.15,,-11.867689,3.455834,300,-10.0,-27.18482,3.9067138e-17,0.14999999,4.1567665e-09,,1.5,592.2171931266785,inf,1.0681818e+26,299700,1.3190635e+25,-11.327051,-2.100959,-9.508359,-3.455834,999,2053.6877
34.23079,6.8440733,-1.8440734,999.0,301,-1.0,324,,3475886700000000.0,,-37.203373,3.455834,301,-10.0,-27.21894,3.919746e-17,0.14999999,4.129193e-09,,1.5,593.6233325004578,inf,1.0716959e+26,300699,1.3188867e+25,-11.330379,-1.3783739,-10.398886,-3.455834,999,2060.0662
34.23079,6.8481636,-1.8481635,999.0,302,-1.0,324,,62631316.0,,-21.357027,3.455834,302,-10.0,-27.200357,3.9327614e-17,0.14999999,4.1018926e-09,,1.5,595.1735532283783,inf,1.0752093e+26,301698,1.318707e+25,-11.333695,-3.0792553,-11.712405,-3.455834,999,2068.1455
34.23079,6.8486357,-1.8486358,999.0,303,-1.0,324,,2055.7158,,-8.111599,3.455834,303,-10.0,-27.138182,3.9457898e-17,0.14999999,4.074862e-09,,1.5,596.7600288391113,inf,1.078726e+26,302697,1.3185308e+25,-11.337002,-1.9913132,-10.44697,-3.455834,999,2075.1367
34.23079,6.847479,-1.847479,999.0,304,-1.0,324,,4.5342083,,-2.3124068,3.455834,304,-10.0,-27.057337,3.9588163e-17,0.14999999,4.0480974e-09,,1.5,598.4290137290955,inf,1.0822377e+26,303696,1.3183513e+25,-11.340297,-1.4969225,-13.408111,-3.455834,999,2081.6335
34.23079,6.8489356,-1.8489356,999.0,305,-1.0,324,,4.551646e+25,,-60.982353,3.455834,305,-10.0,-27.16938,3.97184e-17,0.14999999,4.0215964e-09,,1.5,600.1990432739258,inf,1.0857526e+26,304695,1.333099e+25,-11.34358,-2.2917516,-8.466285,-3.455834,999,2088.9253
34.23079,6.8508453,-1.8508455,999.0,306,-1.0,324,,2.2513552e+25,,-60.985626,3.455834,306,-10.0,-27.280708,3.9848612e-17,0.14999999,3.995354e-09,,1.5,602.022435426712,inf,1.0892664e+26,305694,1.34028e+25,-11.346853,-2.4333684,-11.127531,-3.455834,999,2096.3586
34.23079,6.8479567,-1.8479564,999.0,307,-1.0,324,,9.06319,,-4.9419165,3.455834,307,-10.0,-27.208769,3.9978794e-17,0.14999999,3.969368e-09,,1.5,603.8151979446411,inf,1.092779e+26,306693,1.3401071e+25,-11.350117,-0.9639157,-10.742155,-3.455834,999,2102.3228
34.23079,6.847212,-1.847212,999.0,308,-1.0,324,,0.19917753,,1.1135646,3.455834,308,-10.0,-27.117624,4.0109095e-17,0.14999999,3.943635e-09,,1.5,605.4872708320618,inf,1.0962905e+26,307692,1.3399309e+25,-11.353369,-1.6186551,-7.983907,-3.455834,999,2108.9414
34.23079,6.846276,-1.8462759,999.0,309,-1.0,324,,2.5889819e+25,,-60.995384,3.455834,309,-10.0,-27.228073,4.0239207e-17,0.14999999,3.918151e-09,,1.5,607.2766416072845,inf,1.0998048e+26,308691,1.3481364e+25,-11.35661,-1.5580249,-12.920818,-3.455834,999,2115.4993
34.23079,6.8457575,-1.8457575,999.0,310,-1.0,324,,8.671776e+25,,-60.998615,3.455834,310,-10.0,-27.337831,4.036943e-17,0.14999999,3.8929135e-09,,1.5,608.8812174797058,inf,1.1033178e+26,309690,1.3759363e+25,-11.359841,-1.6855447,-10.360807,-3.455834,999,2122.1848
34.23079,6.8438735,-1.8438736,999.0,311,-1.0,324,,5.864991,,-3.128521,3.455834,311,-10.0,-27.260809,4.0499613e-17,0.14999999,3.867919e-09,,1.5,610.5101735591888,inf,1.1068294e+26,310689,1.3757628e+25,-11.363062,-1.2599062,-9.928024,-3.455834,999,2128.4448
34.23079,6.8439903,-1.8439902,999.0,312,-1.0,324,,7909243000.0,,-23.391325,3.455834,312,-10.0,-27.249228,4.0629907e-17,0.14999999,3.843164e-09,,1.5,612.2973001003265,inf,1.1103393e+26,311688,1.3755923e+25,-11.366272,-1.8802446,-11.451176,-3.455834,999,2135.325
34.23079,6.8460474,-1.8460475,999.0,313,-1.0,324,,0.4967788,,-0.39494386,3.455834,313,-10.0,-27.16424,4.0760152e-17,0.14999999,3.8186463e-09,,1.5,614.0546765327454,inf,1.11385195e+26,312687,1.3754175e+25,-11.369472,-2.4878845,-8.665228,-3.455834,999,2142.813
34.23079,6.84706,-1.8470603,999.0,314,-1.0,324,,5.1647194e+25,,-61.011436,3.455834,314,-10.0,-27.27284,4.0890347e-17,0.14999999,3.794362e-09,,1.5,615.7898030281067,inf,1.1173628e+26,313686,1.3916972e+25,-11.372662,-2.164044,-11.399092,-3.455834,999,2149.977
34.23079,6.848897,-1.8488971,999.0,315,-1.0,324,,0.30848092,,0.15245119,3.455834,315,-10.0,-27.186588,4.102049e-17,0.14999999,3.77031e-09,,1.5,617.5903713703156,inf,1.1208721e+26,314685,1.3915251e+25,-11.375841,-2.4256968,-11.937102,-3.455834,999,2157.4026
34.23079,6.848978,-1.8489782,999.0,316,-1.0,324,,20618468.0,,-17.381683,3.455834,316,-10.0,-27.156368,4.1150886e-17,0.14999999,3.746485e-09,,1.5,619.2775137424469,inf,1.12438365e+26,315684,1.3913556e+25,-11.379011,-1.874527,-9.906058,-3.455834,999,2164.277
34.23079,6.851046,-1.851046,999.0,317,-1.0,324,,651276160000000.0,,-35.64755,3.455834,317,-10.0,-27.183954,4.128107e-17,0.14999999,3.722885e-09,,1.5,621.2643792629242,inf,1.1278934e+26,316683,1.3911855e+25,-11.382171,-2.5044158,-10.17809,-3.455834,999,2171.7815
34.23079,6.851408,-1.8514082,999.0,318,-1.0,324,,849357.94,,-14.179061,3.455834,318,-10.0,-27.143856,4.1411193e-17,0.14999999,3.6995074e-09,,1.5,623.0195553302765,inf,1.1314012e+26,317682,1.3910177e+25,-11.38532,-1.9662542,-9.063197,-3.455834,999,2178.7478
34.23079,6.852138,-1.8521382,999.0,319,-1.0,324,,8.452657e+25,,-61.027233,3.455834,319,-10.0,-27.250864,4.1541407e-17,0.14999999,3.6763492e-09,,1.5,624.7325901985168,inf,1.1349112e+26,318681,1.4173466e+25,-11.38846,-2.0842745,-11.424296,-3.455834,999,2185.832
34.23079,6.852248,-1.8522484,999.0,320,-1.0,324,,5.9253464,,-2.1675363,3.455834,320,-10.0,-27.173273,4.167171e-17,0.14999999,3.653408e-09,,1.5,626.2957832813263,inf,1.1384233e+26,319680,1.4171806e+25,-11.391589,-1.8873767,-11.320449,-3.455834,999,2192.7195
34.23079,6.850537,-1.8505368,999.0,321,-1.0,324,,29.112099,,-4.553804,3.455834,321,-10.0,-27.103598,4.180195e-17,0.14999999,3.6306806e-09,,1.5,627.8021941184998,inf,1.141929e+26,320679,1.4170103e+25,-11.39471,-1.3028533,-9.686033,-3.455834,999,2199.0225
34.23079,6.851815,-1.8518153,999.0,322,-1.0,324,,2.9798324e+18,,-43.62455,3.455834,322,-10.0,-27.155695,4.1932115e-17,0.14999999,3.6081653e-09,,1.5,629.2940278053284,inf,1.1454411e+26,321678,1.4168456e+25,-11.39782,-2.2622008,-11.023783,-3.455834,999,2206.2847
34.23079,6.852135,-1.8521353,999.0,323,-1.0,324,,0.10031839,,1.9385449,3.455834,323,-10.0,-27.066395,4.206236e-17,0.14999999,3.5858583e-09,,1.5,630.7507524490356,inf,1.1489464e+26,322677,1.4166802e+25,-11.400921,-1.9551833,-10.442646,-3.455834,999,2213.2397
34.23079,6.8525176,-1.8525176,999.0,324,-1.0,324,,209.73969,,-5.792286,3.455834,324,-10.0,-27.001513,4.219253e-17,0.14999999,3.5637575e-09,,1.5,632.2562119960785,inf,1.1524537e+26,323676,1.4165137e+25,-11.404012,-1.9759588,-11.483157,-3.455834,999,2220.2158
34.23079,6.8506446,-1.8506447,999.0,325,-1.0,361,,3692.6438,,-9.629233,3.455834,325,-10.0,-26.948833,4.2322782e-17,0.14999999,3.1798468e-09,,1.5,633.7469639778137,inf,1.1559628e+26,324675,1.4163492e+25,-11.407094,-1.243875,-13.104033,-3.455834,999,2226.4595
34.23079,6.8493166,-1.8493166,999.0,326,-1.0,361,,4.7693383e+25,,-61.04894,3.455834,326,-10.0,-27.054203,4.2452947e-17,0.14999999,3.1603689e-09,,1.5,723.4502930641174,inf,1.1594694e+26,325674,1.4308132e+25,-11.410166,-1.4176564,-10.884098,-3.455834,999,2232.8772
34.23079,6.8500586,-1.8500588,999.0,327,-1.0,361,,0.19419456,,1.2128211,3.455834,327,-10.0,-26.968529,4.258335e-17,0.14999999,3.1410687e-09,,1.5,725.0933933258057,inf,1.16297775e+26,326673,1.4306503e+25,-11.413229,-2.0920541,-8.807585,-3.455834,999,2239.9692
34.23079,6.8472714,-1.8472714,999.0,328,-1.0,361,,7.385088e+24,,-61.055054,3.455834,328,-10.0,-27.073215,4.2713502e-17,0.14999999,3.1219451e-09,,1.5,726.8773963451385,inf,1.1664833e+26,327672,1.4327397e+25,-11.416283,-0.93577534,-13.924233,-3.455834,999,2245.905
34.23079,6.848385,-1.8483846,999.0,329,-1.0,361,,3.0876086e+25,,-61.0581,3.455834,329,-10.0,-27.177282,4.2843727e-17,0.14999999,3.1029954e-09,,1.5,728.7676858901978,inf,1.16999055e+26,328671,1.4419617e+25,-11.419327,-2.2135165,-10.883724,-3.455834,999,2253.1187
34.23079,6.845564,-1.8455639,999.0,330,-1.0,361,,0.28293315,,-1.5640607,3.455834,330,-10.0,-27.100447,4.2974018e-17,0.14999999,3.0842178e-09,,1.5,730.6163656711578,inf,1.1734949e+26,329670,1.4417975e+25,-11.422361,-0.9175409,-14.032706,-3.455834,999,2259.0361
34.23079,6.847354,-1.8473542,999.0,331,-1.0,361,,1.8362553e+25,,-61.06416,3.455834,331,-10.0,-27.203827,4.3104213e-17,0.14999999,3.0656102e-09,,1.5,732.2986388206482,inf,1.1770008e+26,330669,1.4471826e+25,-11.425387,-2.4381666,-13.104506,-3.455834,999,2266.474
34.23079,6.850359,-1.8503591,999.0,332,-1.0,361,,1.6270306e+25,,-61.06717,3.455834,332,-10.0,-27.306599,4.3234474e-17,0.14999999,3.0471703e-09,,1.5,734.2231347560883,inf,1.1805081e+26,331668,1.451923e+25,-11.428404,-2.845038,-13.065512,-3.455834,999,2274.3193
