MinEpLen,IWMin,IWMean,MountainCar_mu0_higher,ReturnLastEpisode,ReturnStepMax,Bound,Regret/t,Iteration,TimestepsSoFar,NumTrajectories,Regret,IWFirstEpisode,GridSize,DenMISELogLast,TimeElapsed,ActionIn1,AvgEpLen,Delta,DenMISELogFirst,MountainCar_std0_higher,IWLastEpisode,MountainCar_std1_higher,ReturnMax,IWMax,ReturnMin,DenMISEMeanLog,ReturnMean,ReturnAbsMax,MountainCar_mu1_higher,NumTrainableParams
999,,1.1231151e+25,-1.0,-2.0386732,36.376766,inf,6.929265,316,315684,316,2189.648,3.5183711e-10,324,-1.7485056,605.6147894859314,-10.701631,999.0,3.746485e-09,-10.9484825,0.14999999,3.6527472,1.5,,1.094239e+26,-3.622374,-27.160107,-1.9292653,3.622374,-10.0,
999,,1.1230527e+25,-1.0,-0.9082685,36.376766,inf,6.9260445,317,316683,317,2195.5562,3.5295017e-10,324,-0.9909006,607.4299244880676,-11.27019,999.0,3.722885e-09,-10.951642,0.14999999,0.10874138,1.5,,1.0976588e+26,-3.622374,-27.0784,-1.9260442,3.622374,-10.0,
999,,1.1229927e+25,-1.0,-2.7791538,36.376766,inf,6.928727,318,317682,318,2203.3352,3.5406406e-10,324,0.35185602,609.0762197971344,-9.674757,999.0,3.6995074e-09,-10.954792,0.14999999,0.10032226,1.5,,1.101081e+26,-3.622374,-26.992987,-1.928727,3.622374,-10.0,
999,,1.1229314e+25,-1.0,-1.9177873,36.376766,inf,6.928693,319,318681,319,2210.253,3.551774e-10,324,-37.727036,610.9315111637115,-8.84231,999.0,3.6763492e-09,-10.9579315,0.14999999,1.1502693e+16,1.5,,1.1045011e+26,-3.622374,-27.027466,-1.9286929,3.622374,-10.0,
999,,1.1433886e+25,-1.0,-2.1397176,36.376766,inf,6.9293523,320,319680,320,2217.3926,3.5629083e-10,324,-61.030365,612.6641533374786,-12.511889,999.0,3.653408e-09,-10.9610615,0.14999999,6.5651556e+25,1.5,,1.1079192e+26,-3.622374,-27.134563,-1.9293522,3.622374,-10.0,
999,,1.143325e+25,-1.0,-2.0618672,36.376766,inf,6.929765,321,320679,321,2224.4546,3.5740433e-10,324,-44.773502,614.2076873779297,-9.968171,999.0,3.6306806e-09,-10.964182,0.14999999,1.1309182e+19,1.5,,1.1113394e+26,-3.622374,-27.190348,-1.9297651,3.622374,-10.0,
999,,1.1432667e+25,-1.0,-1.8750885,36.376766,inf,6.9295955,322,321678,322,2231.3296,3.585179e-10,324,-21.571655,615.8414852619171,-10.523468,999.0,3.6081653e-09,-10.967292,0.14999999,1305685500.0,1.5,,1.1147573e+26,-3.622374,-27.17373,-1.9295954,3.622374,-10.0,
999,,1.1432073e+25,-1.0,-1.3626975,36.376766,inf,6.92784,323,322677,323,2237.6924,3.5963152e-10,324,-0.7023348,617.262026309967,-10.212187,999.0,3.5858583e-09,-10.970393,0.14999999,0.66189593,1.5,,1.118173e+26,-3.622374,-27.092594,-1.9278402,3.622374,-10.0,
999,,1.1431467e+25,-1.0,-1.712387,36.376766,inf,6.9271755,324,323676,324,2244.4048,3.6074446e-10,324,-9.853641,618.9187631607056,-11.031309,999.0,3.5637575e-09,-10.973484,0.14999999,11005.354,1.5,,1.1215906e+26,-3.622374,-27.040207,-1.9271753,3.622374,-10.0,
999,,1.143088e+25,-1.0,-1.3977883,36.376766,inf,6.925546,325,324675,325,2250.8025,3.618581e-10,361,0.5683396,620.616464138031,-9.420248,999.0,3.1798468e-09,-10.976565,0.14999999,0.2247324,1.5,,1.1250101e+26,-3.622374,-26.956076,-1.9255463,3.622374,-10.0,
999,,1.1598672e+25,-1.0,-2.21008,36.376766,inf,6.9264193,326,325674,326,2258.0127,3.6297101e-10,361,-60.487026,710.3527927398682,-12.84024,999.0,3.1603689e-09,-10.979638,0.14999999,5.4896002e+25,1.5,,1.1284271e+26,-3.622374,-27.059744,-1.9264191,3.622374,-10.0,
999,,1.192471e+25,-1.0,-1.799598,36.376766,inf,6.926031,327,326673,327,2264.8123,3.6408457e-10,361,-61.052002,711.9644274711609,-8.430415,999.0,3.1410687e-09,-10.9827,0.14999999,1.0687769e+26,1.5,,1.1318458e+26,-3.622374,-27.164505,-1.9260314,3.622374,-10.0,
999,,1.208856e+25,-1.0,-1.8455012,36.376766,inf,6.9257855,328,327672,328,2271.6577,3.6519807e-10,361,-61.055058,713.426666021347,-12.0691805,999.0,3.1219451e-09,-10.985754,0.14999999,5.400143e+25,1.5,,1.1352619e+26,-3.622374,-27.26864,-1.9257857,3.622374,-10.0,
999,,1.2087756e+25,-1.0,-1.6946766,36.376766,inf,6.925083,329,328671,329,2278.3525,3.6631145e-10,361,-26.945448,714.8335082530975,-10.609448,999.0,3.1029954e-09,-10.988798,0.14999999,240312940000.0,1.5,,1.1386796e+26,-3.622374,-27.268475,-1.9250833,3.622374,-10.0,
999,,1.2086939e+25,-1.0,-1.6554534,36.376766,inf,6.9242663,330,329670,330,2285.0078,3.6742476e-10,361,-0.39655274,716.1868932247162,-10.100386,999.0,3.0842178e-09,-10.991833,0.14999999,0.91099864,1.5,,1.1420946e+26,-3.622374,-27.187864,-1.9242663,3.622374,-10.0,
999,,1.2086136e+25,-1.0,-1.6159678,36.376766,inf,6.923335,331,330669,331,2291.6238,3.6853792e-10,361,-13.02926,717.7628703117371,-10.529515,999.0,3.0656102e-09,-10.994859,0.14999999,238665.03,1.5,,1.145511e+26,-3.622374,-27.145895,-1.9233348,3.622374,-10.0,
999,,1.208535e+25,-1.0,-1.8938687,36.376766,inf,6.923246,332,331668,332,2298.5176,3.6965164e-10,361,-3.1571949,719.4090178012848,-12.815865,999.0,3.0471703e-09,-10.997875,0.14999999,15.769702,1.5,,1.1489289e+26,-3.622374,-27.074448,-1.923246,3.622374,-10.0,
999,,1.2284096e+25,-1.0,-1.44413,36.376766,inf,6.9218073,333,332667,333,2304.962,3.7076517e-10,361,-61.070187,721.1649842262268,-11.671595,999.0,3.0288967e-09,-11.000883,0.14999999,6.643988e+25,1.5,,1.15234375e+26,-3.622374,-27.177336,-1.9218074,3.622374,-10.0,
999,,1.228331e+25,-1.0,-2.2331684,36.376766,inf,6.92274,334,333666,334,2312.195,3.7187853e-10,361,-5.232524,722.9421598911285,-9.333228,999.0,3.0107867e-09,-11.003881,0.14999999,92.33766,1.5,,1.1557599e+26,-3.622374,-27.112432,-1.9227397,3.622374,-10.0,
999,,1.2283778e+25,-1.0,-1.7080745,36.376766,inf,6.9220986,335,334665,335,2318.903,3.7299167e-10,361,-55.413876,724.7016093730927,-11.217486,999.0,2.9928384e-09,-11.006871,0.14999999,4.272317e+23,1.5,,1.1591731e+26,-3.622374,-27.197712,-1.9220988,3.622374,-10.0,
999,,1.2283017e+25,-1.0,-1.4372988,36.376766,inf,6.920656,336,335664,336,2325.3403,3.741053e-10,361,-1.418112,726.4269328117371,-10.9235735,999.0,2.9750504e-09,-11.009851,0.14999999,1.7861196,1.5,,1.1625874e+26,-3.622374,-27.12178,-1.920656,3.622374,-10.0,
999,,1.2282234e+25,-1.0,-1.6223432,36.376766,inf,6.9197707,337,336663,337,2331.963,3.7521863e-10,361,1.786081,728.1508464813232,-11.957486,999.0,2.9574205e-09,-11.012823,0.14999999,0.100509316,1.5,,1.1660028e+26,-3.622374,-27.036793,-1.9197708,3.622374,-10.0,
999,,1.2281434e+25,-1.0,-1.109912,36.376766,inf,6.9173746,338,337662,338,2338.0728,3.7633174e-10,361,-33.66279,730.0667676925659,-10.771249,999.0,2.939947e-09,-11.015786,0.14999999,37829940000000.0,1.5,,1.16941935e+26,-3.622374,-27.057178,-1.9173746,3.622374,-10.0,
999,,1.2280675e+25,-1.0,-2.057186,36.376766,inf,6.9177876,339,338661,339,2345.13,3.7744596e-10,361,0.13973308,732.0019121170044,-9.976313,999.0,2.9226277e-09,-11.018741,0.14999999,0.56899136,1.5,,1.17283255e+26,-3.622374,-26.977732,-1.9177873,3.622374,-10.0,
999,,1.2279901e+25,-1.0,-2.2226708,36.376766,inf,6.918684,340,339660,340,2352.3525,3.7855916e-10,361,-26.751425,733.6957173347473,-12.1407585,999.0,2.9054614e-09,-11.021686,0.14999999,170638970000.0,1.5,,1.1762467e+26,-3.622374,-26.977844,-1.9186839,3.622374,-10.0,
999,,1.2279137e+25,-1.0,-1.8387095,36.376766,inf,6.9184494,341,340659,341,2359.1912,3.7967274e-10,361,-27.292456,735.5215609073639,-9.200421,999.0,2.8884455e-09,-11.024623,0.14999999,376005000000.0,1.5,,1.1796618e+26,-3.622374,-26.979536,-1.9184493,3.622374,-10.0,
999,,1.2624967e+25,-1.0,-1.8330386,36.376766,inf,6.9181995,342,341658,342,2366.0244,3.8078524e-10,361,-61.096195,737.1590719223022,-12.544244,999.0,2.871579e-09,-11.027551,0.14999999,1.1854314e+26,1.5,,1.1854314e+26,-3.622374,-27.08006,-1.9181997,3.622374,-10.0,
999,,1.2624225e+25,-1.0,-2.3712962,36.376766,inf,6.9195204,343,342657,343,2373.3955,3.8189957e-10,361,-41.22314,738.6656422615051,-10.319326,999.0,2.8548592e-09,-11.030471,0.14999999,2.0990617e+17,1.5,,1.1888959e+26,-3.622374,-27.122057,-1.9195206,3.622374,-10.0,
999,,1.262346e+25,-1.0,-1.9403727,36.376766,inf,6.9195814,344,343656,344,2380.336,3.8301273e-10,361,-8.9654,740.1072587966919,-12.073331,999.0,2.8382856e-09,-11.033382,0.14999999,4920.603,1.5,,1.1923613e+26,-3.622374,-27.07004,-1.9195812,3.622374,-10.0,
999,,1.2622708e+25,-1.0,-1.2437173,36.376766,inf,6.917622,345,344655,345,2386.5796,3.8412623e-10,361,-36.081394,741.7231187820435,-13.031126,999.0,2.8218552e-09,-11.036284,0.14999999,803798500000000.0,1.5,,1.1958232e+26,-3.622374,-27.096924,-1.9176222,3.622374,-10.0,
999,,1.2641248e+25,-1.0,-0.93485564,36.376766,inf,6.9147816,346,345654,346,2392.5146,3.8523928e-10,361,-61.108482,743.6296498775482,-10.1224165,999.0,2.8055676e-09,-11.039179,0.14999999,6.674544e+24,1.5,,1.1992859e+26,-3.622374,-27.195978,-1.9147818,3.622374,-10.0,
999,,1.264048e+25,-1.0,-1.8439614,36.376766,inf,6.914578,347,346653,347,2399.3584,3.8635262e-10,361,-14.797218,745.1988101005554,-11.386831,999.0,2.7894205e-09,-11.042066,0.14999999,1593643.1,1.5,,1.2027496e+26,-3.622374,-27.161013,-1.9145778,3.622374,-10.0,
999,,1.2639755e+25,-1.0,-1.7237474,36.376766,inf,6.9140296,348,347652,348,2406.0823,3.8746623e-10,361,-2.2121687,746.7259502410889,-8.891543,999.0,2.7734124e-09,-11.044943,0.14999999,5.9411077,1.5,,1.206214e+26,-3.622374,-27.090075,-1.9140295,3.622374,-10.0,
999,,1.2890352e+25,-1.0,-1.9707209,36.376766,inf,6.914192,349,348651,349,2413.053,3.8858006e-10,361,-61.117115,748.5186579227448,-12.378581,999.0,2.7575415e-09,-11.047812,0.14999999,8.772022e+25,1.5,,1.2096792e+26,-3.622374,-27.188322,-1.914192,3.622374,-10.0,
999,,1.2889607e+25,-1.0,-1.5110658,36.376766,inf,6.91304,350,349650,350,2419.564,3.896934e-10,361,-48.71757,750.0472552776337,-13.059771,999.0,2.7418066e-09,-11.0506735,0.14999999,4.3176777e+20,1.5,,1.21314505e+26,-3.622374,-27.250591,-1.9130399,3.622374,-10.0,
999,,1.3165536e+25,-1.0,-1.9105697,36.376766,inf,6.913033,351,350649,351,2426.4746,3.9080694e-10,361,-61.12283,751.5369620323181,-9.343611,999.0,2.726206e-09,-11.053527,0.14999999,9.710928e+25,1.5,,1.21660695e+26,-3.622374,-27.34784,-1.9130329,3.622374,-10.0,
999,,1.3164805e+25,-1.0,-1.1569592,36.376766,inf,6.910885,352,351648,352,2432.6313,3.919199e-10,361,-42.94806,752.9583966732025,-13.003984,999.0,2.710738e-09,-11.056372,0.14999999,4.6509e+17,1.5,,1.2200694e+26,-3.622374,-27.392921,-1.9108849,3.622374,-10.0,
999,,1.3325048e+25,-1.0,-1.4603575,36.376766,inf,6.909609,353,352647,353,2439.0918,3.9303305e-10,361,-61.12851,754.64408659935,-12.199748,999.0,2.695402e-09,-11.059209,0.14999999,5.6832943e+25,1.5,,1.2235323e+26,-3.622374,-27.489239,-1.9096087,3.622374,-10.0,
999,,1.3324331e+25,-1.0,-1.4799055,36.376766,inf,6.908395,354,353646,354,2445.5718,3.941471e-10,361,-37.50213,756.0459818840027,-11.547233,999.0,2.6801954e-09,-11.062037,0.14999999,6484627500000000.0,1.5,,1.2269958e+26,-3.622374,-27.518278,-1.9083948,3.622374,-10.0,
999,,1.3323589e+25,-1.0,-1.9465153,36.376766,inf,6.9085026,355,354645,355,2452.5183,3.9525982e-10,361,-4.1404834,757.4646954536438,-9.832212,999.0,2.6651168e-09,-11.064858,0.14999999,41.286064,1.5,,1.2304596e+26,-3.622374,-27.453175,-1.9085023,3.622374,-10.0,
999,,1.3322881e+25,-1.0,-2.0400205,36.376766,inf,6.9088717,356,355644,356,2459.5583,3.9637338e-10,361,-31.21044,758.8813095092773,-12.864287,999.0,2.6501654e-09,-11.067671,0.14999999,17123416000000.0,1.5,,1.2339239e+26,-3.622374,-27.464476,-1.9088718,3.622374,-10.0,
999,,1.332215e+25,-1.0,-3.1141677,36.376766,inf,6.9122477,357,356643,357,2467.6724,3.9748704e-10,361,-50.505123,760.2617943286896,-10.668315,999.0,2.635339e-09,-11.070477,0.14999999,1.6552226e+20,1.5,,1.2373884e+26,-3.622374,-27.529757,-1.9122479,3.622374,-10.0,
999,,1.3321423e+25,-1.0,-1.7880343,36.376766,inf,6.911901,358,357642,358,2474.4604,3.9860004e-10,361,-0.15084939,761.8444559574127,-12.734518,999.0,2.620637e-09,-11.073274,0.14999999,0.7944287,1.5,,1.2408532e+26,-3.622374,-27.454014,-1.9119009,3.622374,-10.0,
999,,1.3540179e+25,-1.0,-1.4505367,36.376766,inf,6.910616,359,358641,359,2480.9111,3.9971387e-10,361,-61.145363,763.3597965240479,-11.253765,999.0,2.6060578e-09,-11.076063,0.14999999,7.8794935e+25,1.5,,1.2443182e+26,-3.622374,-27.5486,-1.9106158,3.622374,-10.0,
999,,1.3539494e+25,-1.0,-2.9542384,36.376766,inf,6.9135146,360,359640,360,2488.8652,4.0082698e-10,361,-0.44181526,764.9536273479462,-13.65059,999.0,2.5915998e-09,-11.078844,0.14999999,0.110862,1.5,,1.2477786e+26,-3.622374,-27.47404,-1.9135147,3.622374,-10.0,
999,,1.3605533e+25,-1.0,-1.3628829,36.376766,inf,6.911989,361,360639,361,2495.228,4.0194092e-10,361,-61.15092,766.4011647701263,-10.709367,999.0,2.5772617e-09,-11.081618,0.14999999,2.4099124e+25,1.5,,1.25124385e+26,-3.622374,-27.56806,-1.9119893,3.622374,-10.0,
999,,1.3604818e+25,-1.0,-2.4476862,36.376766,inf,6.9134693,362,361638,362,2502.6758,4.030541e-10,400,-3.3262846,768.049809217453,-9.073754,999.0,2.313769e-09,-11.084385,0.14999999,10.095333,1.5,,1.2547092e+26,-3.622374,-27.50183,-1.9134693,3.622374,-10.0,
999,,1.3896299e+25,-1.0,-2.0051222,36.376766,inf,6.9137216,363,362637,363,2509.681,4.0416726e-10,400,-61.156445,871.7648684978485,-9.774266,999.0,2.3010385e-09,-11.087143,0.14999999,1.0606578e+26,1.5,,1.2581696e+26,-3.622374,-27.595276,-1.9137217,3.622374,-10.0,
999,,1.3895622e+25,-1.0,-2.9841473,36.376766,inf,6.9166627,364,363636,364,2517.665,4.052804e-10,400,-54.18151,873.5945057868958,-10.987659,999.0,2.2884126e-09,-11.089894,0.14999999,1.2625374e+22,1.5,,1.2616349e+26,-3.622374,-27.669046,-1.9166626,3.622374,-10.0,
999,,1.3894913e+25,-1.0,-1.6665133,36.376766,inf,6.915977,365,364635,365,2524.3315,4.0639428e-10,400,1.7934424,875.4483840465546,-9.1108885,999.0,2.2758904e-09,-11.092638,0.14999999,0.10680334,1.5,,1.2651e+26,-3.622374,-27.589062,-1.9159771,3.622374,-10.0,
999,,1.4211241e+25,-1.0,-1.7447976,36.376766,inf,6.915509,366,365634,366,2531.0764,4.0750814e-10,400,-61.164673,877.3711087703705,-9.08011,999.0,2.263471e-09,-11.095374,0.14999999,1.1602082e+26,1.5,,1.2685601e+26,-3.622374,-27.681526,-1.9155093,3.622374,-10.0,
999,,1.4271957e+25,-1.0,-2.7195818,36.376766,inf,6.9177003,367,366633,367,2538.796,4.0862114e-10,400,-61.167404,879.2231712341309,-9.925357,999.0,2.251153e-09,-11.098103,0.14999999,2.2542256e+25,1.5,,1.2720248e+26,-3.622374,-27.7735,-1.9177003,3.622374,-10.0,
999,,1.4271253e+25,-1.0,-2.2126663,36.376766,inf,6.918502,368,367632,368,2546.0088,4.0973405e-10,400,-29.107244,881.136739730835,-7.9285293,999.0,2.2389353e-09,-11.100823,0.14999999,1795866800000.0,1.5,,1.2754893e+26,-3.622374,-27.777859,-1.9185019,3.622374,-10.0,
999,,1.4358918e+25,-1.0,-1.7408267,36.376766,inf,6.9180202,369,368631,369,2552.7495,4.1084763e-10,400,-61.17284,883.1097137928009,-11.8258295,999.0,2.2268165e-09,-11.103537,0.14999999,3.259548e+25,1.5,,1.2789534e+26,-3.622374,-27.869093,-1.9180204,3.622374,-10.0,
999,,1.4358211e+25,-1.0,-1.7200897,36.376766,inf,6.917485,370,369630,370,2559.4697,4.119611e-10,400,-15.627689,884.9538383483887,-12.18144,999.0,2.214796e-09,-11.106243,0.14999999,3343098.0,1.5,,1.2824172e+26,-3.622374,-27.83674,-1.9174855,3.622374,-10.0,
999,,1.4357544e+25,-1.0,-1.014628,36.376766,inf,6.915052,371,370629,371,2565.4844,4.1307446e-10,400,-49.090637,886.7526881694794,-11.5497465,999.0,2.2028723e-09,-11.108942,0.14999999,1.1693222e+20,1.5,,1.2858806e+26,-3.622374,-27.894758,-1.9150519,3.622374,-10.0,
999,,1.4356835e+25,-1.0,-1.055054,36.376766,inf,6.91274,372,371628,372,2571.5393,4.1418766e-10,400,-14.998341,888.4427886009216,-10.646751,999.0,2.1910447e-09,-11.111634,0.14999999,355108.97,1.5,,1.2893434e+26,-3.622374,-27.860817,-1.9127401,3.622374,-10.0,
999,,1.4356165e+25,-1.0,-2.4549246,36.376766,inf,6.9141936,373,372627,373,2578.9941,4.1530146e-10,400,-4.73222,890.0873236656189,-10.659989,999.0,2.1793123e-09,-11.114319,0.14999999,40.171455,1.5,,1.29280575e+26,-3.622374,-27.799532,-1.9141935,3.622374,-10.0,
999,,1.4355493e+25,-1.0,-1.6957471,36.376766,inf,6.9136095,374,373626,374,2585.69,4.164151e-10,400,0.1114598,891.9104220867157,-11.208973,999.0,2.1676738e-09,-11.116996,0.14999999,0.57690537,1.5,,1.2962675e+26,-3.622374,-27.725622,-1.9136095,3.622374,-10.0,
999,,1.4354818e+25,-1.0,-2.535041,36.376766,inf,6.9152665,375,374625,375,2593.225,4.1752854e-10,400,1.0660349,893.7047758102417,-11.775478,999.0,2.1561282e-09,-11.119666,0.14999999,0.10045953,1.5,,1.2997334e+26,-3.622374,-27.649563,-1.9152666,3.622374,-10.0,
999,,1.435414e+25,-1.0,-2.0099113,36.376766,inf,6.9155183,376,375624,376,2600.2349,4.1864173e-10,400,-9.921511,895.5052418708801,-8.253717,999.0,2.1446744e-09,-11.12233,0.14999999,12212.023,1.5,,1.3031988e+26,-3.622374,-27.603127,-1.9155184,3.622374,-10.0,
999,,1.447377e+25,-1.0,-2.018727,36.376766,inf,6.9157925,377,376623,377,2607.2537,4.1975473e-10,400,-61.194286,897.2627155780792,-12.5367985,999.0,2.1333122e-09,-11.124986,0.14999999,4.5357864e+25,1.5,,1.3066585e+26,-3.622374,-27.692932,-1.9157922,3.622374,-10.0,
999,,1.4473123e+25,-1.0,-1.9354079,36.376766,inf,6.915844,378,377622,378,2614.189,4.2086906e-10,400,-48.79544,899.0816912651062,-12.080147,999.0,2.1220397e-09,-11.127635,0.14999999,6.523125e+20,1.5,,1.3101223e+26,-3.622374,-27.749468,-1.9158442,3.622374,-10.0,
999,,1.4472433e+25,-1.0,-1.2629316,36.376766,inf,6.9141216,379,378621,379,2620.4521,4.2198153e-10,400,-35.331703,900.8917167186737,-12.124254,999.0,2.1108564e-09,-11.130277,0.14999999,447811500000000.0,1.5,,1.3135853e+26,-3.622374,-27.77018,-1.9141214,3.622374,-10.0,
999,,1.4471779e+25,-1.0,-2.5658524,36.376766,inf,6.9158363,380,379620,380,2628.0178,4.2309534e-10,400,-17.41506,902.8039884567261,-11.872089,999.0,2.099761e-09,-11.132912,0.14999999,7639302.5,1.5,,1.3170524e+26,-3.622374,-27.743637,-1.9158363,3.622374,-10.0,
999,,1.4471121e+25,-1.0,-1.3673872,36.376766,inf,6.9143972,381,380619,381,2634.3853,4.242088e-10,400,-22.588982,904.5000507831573,-8.568365,999.0,2.0887534e-09,-11.13554,0.14999999,1954522200.0,1.5,,1.3205136e+26,-3.622374,-27.730803,-1.914397,3.622374,-10.0,
999,,1.4649227e+25,-1.0,-1.9840604,36.376766,inf,6.9145794,382,381618,382,2641.3691,4.25322e-10,400,-61.207462,906.0808169841766,-12.475149,999.0,2.077832e-09,-11.138161,0.14999999,6.8290257e+25,1.5,,1.3239788e+26,-3.622374,-27.819136,-1.9145793,3.622374,-10.0,
999,,1.4648587e+25,-1.0,-1.6659272,36.376766,inf,6.91393,383,382617,383,2648.0352,4.2643566e-10,400,-51.967724,907.65447306633,-9.033222,999.0,2.066996e-09,-11.140776,0.14999999,1.3269846e+22,1.5,,1.3274429e+26,-3.622374,-27.882881,-1.91393,3.622374,-10.0,
999,,1.4647982e+25,-1.0,-0.7369282,36.376766,inf,6.910865,384,383616,384,2653.7722,4.2754897e-10,400,-55.47024,909.2252173423767,-12.863674,999.0,2.0562443e-09,-11.143383,0.14999999,1.1454693e+22,1.5,,1.330906e+26,-3.622374,-27.95542,-1.910865,3.622374,-10.0,
999,,1.474193e+25,-1.0,-1.210811,36.376766,inf,6.9090466,385,384615,385,2659.983,4.2866274e-10,400,-61.215286,910.9435005187988,-12.409551,999.0,2.0455764e-09,-11.145984,0.14999999,3.6418134e+25,1.5,,1.3343679e+26,-3.622374,-28.042501,-1.9090466,3.622374,-10.0,
999,,1.474128e+25,-1.0,-2.2958596,36.376766,inf,6.9100485,386,385614,386,2667.2788,4.2977613e-10,400,-34.4613,912.5355923175812,-10.56102,999.0,2.034991e-09,-11.148578,0.14999999,301382500000000.0,1.5,,1.3378287e+26,-3.622374,-28.059824,-1.9100487,3.622374,-10.0,
999,,1.4740623e+25,-1.0,-1.1474416,36.376766,inf,6.908078,387,386613,387,2673.4263,4.3088913e-10,400,-0.21602368,914.5203502178192,-11.04505,999.0,2.024488e-09,-11.151165,0.14999999,0.2296634,1.5,,1.3412933e+26,-3.622374,-27.988564,-1.9080782,3.622374,-10.0,
999,,1.4739994e+25,-1.0,-1.2827731,36.376766,inf,6.9064665,388,387612,388,2679.709,4.3200254e-10,400,-0.16468331,916.3499271869659,-10.55998,999.0,2.0140658e-09,-11.153746,0.14999999,0.35482243,1.5,,1.3447566e+26,-3.622374,-27.917542,-1.9064666,3.622374,-10.0,
999,,1.4739321e+25,-1.0,-2.0897417,36.376766,inf,6.9069376,389,388611,389,2686.7988,4.3311552e-10,400,-3.9406533,918.1784420013428,-12.07102,999.0,2.003724e-09,-11.15632,0.14999999,30.786465,1.5,,1.3482186e+26,-3.622374,-27.856588,-1.9069378,3.622374,-10.0,
999,,1.4738675e+25,-1.0,-2.519441,36.376766,inf,6.9085083,390,389610,390,2694.3184,4.3422888e-10,400,-15.755255,919.7686636447906,-10.820705,999.0,1.9934618e-09,-11.158887,0.14999999,1690073.2,1.5,,1.35168425e+26,-3.622374,-27.826242,-1.9085083,3.622374,-10.0,
999,,1.4738063e+25,-1.0,-1.6040137,36.376766,inf,6.9077296,391,390609,391,2700.9224,4.3534262e-10,400,1.58835,921.5069448947906,-12.321922,999.0,1.983278e-09,-11.161448,0.14999999,0.11384365,1.5,,1.35514855e+26,-3.622374,-27.751688,-1.9077295,3.622374,-10.0,
999,,1.4737407e+25,-1.0,-2.2320251,36.376766,inf,6.908557,392,391608,392,2708.1543,4.3645587e-10,400,-30.594898,923.2335841655731,-11.704894,999.0,1.973172e-09,-11.164002,0.14999999,7308436300000.0,1.5,,1.3586114e+26,-3.622374,-27.759611,-1.9085569,3.622374,-10.0,
999,,1.4736775e+25,-1.0,-1.5120069,36.376766,inf,6.907548,393,392607,393,2714.6663,4.3756948e-10,400,-13.290158,924.8845508098602,-10.178394,999.0,1.9631432e-09,-11.16655,0.14999999,268101.2,1.5,,1.3620726e+26,-3.622374,-27.723467,-1.9075477,3.622374,-10.0,
999,,1.4736133e+25,-1.0,-2.936753,36.376766,inf,6.91016,394,393606,394,2722.603,4.386826e-10,400,-29.154074,926.487485408783,-10.922665,999.0,1.9531905e-09,-11.169091,0.14999999,256886980000.0,1.5,,1.3655375e+26,-3.622374,-27.727764,-1.91016,3.622374,-10.0,
999,,1.4735523e+25,-1.0,-2.354066,36.376766,inf,6.9112835,395,394605,395,2729.957,4.3979684e-10,400,0.46673003,928.0826025009155,-7.020624,999.0,1.943314e-09,-11.171626,0.14999999,0.283724,1.5,,1.3690008e+26,-3.622374,-27.65705,-1.9112836,3.622374,-10.0,
999,,1.4755466e+25,-1.0,-1.6354295,36.376766,inf,6.9105873,396,395604,396,2736.5925,4.409097e-10,400,-61.243458,929.6655740737915,-12.027064,999.0,1.9335116e-09,-11.174154,0.14999999,8.1441695e+24,1.5,,1.3724623e+26,-3.622374,-27.742523,-1.9105871,3.622374,-10.0,
999,,1.4754838e+25,-1.0,-2.0432415,36.376766,inf,6.910921,397,396603,397,2743.6357,4.420237e-10,400,-19.03369,931.2580425739288,-10.98143,999.0,1.9237831e-09,-11.176677,0.14999999,98576310.0,1.5,,1.3759273e+26,-3.622374,-27.721249,-1.9109212,3.622374,-10.0,
999,,1.4754194e+25,-1.0,-2.1264896,36.376766,inf,6.911463,398,397602,398,2750.7622,4.431363e-10,400,1.6630856,932.873607635498,-10.74286,999.0,1.9141282e-09,-11.179193,0.14999999,0.119634286,1.5,,1.3793906e+26,-3.622374,-27.648079,-1.911463,3.622374,-10.0,
999,,1.4753576e+25,-1.0,-2.247327,36.376766,inf,6.912305,399,398601,399,2758.0095,4.4425e-10,400,-1.4956733,934.4166672229767,-10.448807,999.0,1.9045454e-09,-11.181702,0.14999999,2.2380345,1.5,,1.38285205e+26,-3.622374,-27.583187,-1.9123048,3.622374,-10.0,
999,,1.4752951e+25,-1.0,-2.3693297,36.376766,inf,6.9134474,400,399600,400,2765.379,4.453631e-10,400,-9.626378,935.9497554302216,-11.385458,999.0,1.8950346e-09,-11.184205,0.14999999,5665.8916,1.5,,1.3863169e+26,-3.622374,-27.53895,-1.9134473,3.622374,-10.0,
999,,1.4752349e+25,-1.0,-1.874091,36.376766,inf,6.913349,401,400599,401,2772.253,4.464773e-10,441,-1.3707838,937.5621678829193,-9.663336,999.0,1.7106867e-09,-11.186702,0.14999999,2.694671,1.5,,1.3897798e+26,-3.622374,-27.474342,-1.9133492,3.622374,-10.0,
999,,1.4751738e+25,-1.0,-1.8398529,36.376766,inf,6.913166,402,401598,402,2779.0928,4.4759085e-10,441,-36.583992,1062.3806900978088,-12.392353,999.0,1.7021864e-09,-11.189193,0.14999999,3687254000000000.0,1.5,,1.3932407e+26,-3.622374,-27.497648,-1.9131663,3.622374,-10.0,
