AvgEpLen,AvgRet,ReturnMean,MountainCar_std1_higher,NatGradInftyNorm,Iteration,TimestepsSoFar,StepSize,VarJ,J,ActionIn1,NumTrajectories,BatchSize,MountainCar_mu0_higher,ReturnMax,NatGrad2Norm,MinEpLen,MountainCar_std0_higher,MountainCar_mu1_higher
998.84,-3.5970573518188496,-0.4592097442001307,1.5,0.02476654,1,99884,0.0001,0.0005603398039534953,-0.4592097442001307,3.768553,100,100,-0.4416444,-0.00010294598060912095,0.024786048,983,0.14999999,-0.8971903
998.92,-5.30123965758138,-0.49390124289949583,1.5,0.10673807,2,199784,0.0001,0.000929983303809283,-0.5285927415988607,-1.0504677,200,100,-0.44164193,-0.00010294598060912095,0.12070706,983,0.14999999,-0.89719015
998.9466666666667,-5.14058596242162,-0.50069057775506,1.5,0.0436256,3,299684,0.0001,0.0006911012070096293,-0.5142692474661884,-1.4804156,300,100,-0.4416363,-0.00010294598060912095,0.044686656,983,0.14999999,-0.8971795
998.96,-4.456841072599238,-0.4867209620204385,1.5,0.06703561,4,399584,0.0001,0.0005984410082952087,-0.4448121148165742,1.6028318,400,100,-0.44163194,-0.00010294598060912095,0.07074023,983,0.14999999,-0.89718044
998.968,-5.206641274952725,-0.4936390031049242,1.5,0.18268745,5,499484,0.0001,0.0010639782493202122,-0.5213111674428665,-3.717342,500,100,-0.44162968,-0.00010294598060912095,0.19196077,983,0.14999999,-0.8971871
998.8883333333333,-3.492414790635327,-0.4862033657103323,1.5,0.032680847,6,599333,0.0001,0.0008330464939879018,-0.44902517873737335,-2.0684505,600,100,-0.44162378,-0.00010294598060912095,0.033576977,948,0.14999999,-0.8971689
998.9042857142857,-5.0280209670481675,-0.4887104528352178,1.5,0.19294637,7,699233,0.0001,0.0010418208435634586,-0.5037529755845302,-1.6017344,700,100,-0.4416205,-0.00010294598060912095,0.20055172,948,0.14999999,-0.8971681
998.91625,-5.026271229072766,-0.49044998713453825,1.5,0.097564444,8,799133,0.0001,0.0010378793882529589,-0.5026267272297816,-0.46813715,800,100,-0.44161502,-0.00010294598060912095,0.111436546,948,0.14999999,-0.8971488
998.9255555555555,-5.049841670480517,-0.4920028054204661,1.5,0.16118309,9,899033,0.0001,0.0008746983869160786,-0.5044253517078888,-0.48631716,900,100,-0.44160962,-0.00010294598060912095,0.16806152,948,0.14999999,-0.897139
998.933,-5.057968638919704,-0.49315493363691076,1.5,0.09112491,10,998933,0.0001,0.0008219549149541727,-0.5035240875849124,-2.0406525,1000,100,-0.44160485,-0.00010294598060912095,0.10174914,948,0.14999999,-0.8971551
998.939090909091,-4.908292304470449,-0.4930097085914995,1.5,0.05999719,11,1098833,0.0001,0.000736164680238222,-0.49155745813738755,-0.3121326,1100,100,-0.44160032,-0.00010294598060912095,0.07136497,948,0.14999999,-0.8971642
998.9441666666667,-5.007885832683672,-0.4936817763847684,1.5,0.045723394,12,1198733,0.0001,0.0008465181029402867,-0.5010745221107262,-1.625393,1200,100,-0.44159645,-0.00010294598060912095,0.04574484,948,0.14999999,-0.8971582
998.9484615384615,-4.401254191671115,-0.4896037964199933,1.5,0.055257674,13,1298633,0.0001,0.0007541659354314716,-0.4406680368426909,-2.294431,1300,100,-0.4415919,-0.00010294598060912095,0.06200467,948,0.14999999,-0.8971581
998.9521428571428,-5.246550578377891,-0.4921322439874523,1.5,0.15481539,14,1398533,0.0001,0.0007468438280559795,-0.5250020623644212,-2.1537642,1400,100,-0.4415891,-0.00010294598060912095,0.16236864,948,0.14999999,-0.89715254
998.9553333333333,-4.515849088230487,-0.48947881988391917,1.5,0.15803646,15,1498433,0.0001,0.0006937704209962045,-0.452330882434455,-2.3149512,1500,100,-0.4415842,-0.00010294598060912095,0.16062388,948,0.14999999,-0.89716804
998.958125,-5.137448881352742,-0.49099327032936607,1.5,0.041282155,16,1598333,0.0001,0.0006360815653808547,-0.5137100270110689,-1.5484104,1600,100,-0.44158134,-0.00010294598060912095,0.05755761,948,0.14999999,-0.89715225
998.9605882352942,-5.422570676017286,-0.4940054016554721,1.5,0.068520084,17,1698233,0.0001,0.001169344371107594,-0.5421995028731686,-2.2315693,1700,100,-0.4415772,-0.00010294598060912095,0.09140396,948,0.14999999,-0.89714825
998.9627777777778,-5.26298829607971,-0.49576332428892533,1.5,0.06972113,18,1798133,0.0001,0.000785194383589087,-0.5256480090576301,-1.3728523,1800,100,-0.44157034,-0.00010294598060912095,0.08620712,948,0.14999999,-0.89714223
998.9647368421053,-5.022171037889244,-0.49604291605245965,1.5,0.04822649,19,1898033,0.0001,0.0009086404340431217,-0.5010755677960766,-1.1995018,1900,100,-0.44156528,-0.00010294598060912095,0.06661267,948,0.14999999,-0.8971492
998.9665,-5.0623613057693975,-0.49655403695809663,1.5,0.036621206,20,1997933,0.0001,0.0005598299600833384,-0.5062653341651996,-1.868074,2000,100,-0.44156045,-0.00010294598060912095,0.041167095,948,0.14999999,-0.8971538
998.9061904761904,-4.144708851062734,-0.4973039175960992,1.5,0.08603007,21,2097703,0.0001,0.0009837091503445109,-0.5123015303561516,-1.4026287,2100,100,-0.44155678,-0.00010294598060912095,0.101480395,869,0.14999999,-0.8971519
998.9104545454545,-4.717780358861005,-0.49616303821925584,1.5,0.046810493,22,2197603,0.0001,0.0010196900266265729,-0.4722045713055435,-2.1585014,2200,100,-0.4415514,-0.00010294598060912095,0.059438113,869,0.14999999,-0.8971433
998.914347826087,-5.205390404881089,-0.49718943646456676,1.5,0.047039952,23,2297503,0.0001,0.0007139800845327586,-0.5197701978614073,-1.616004,2300,100,-0.4415467,-0.00010294598060912095,0.06558501,869,0.14999999,-0.89714694
998.8983333333333,-3.655304786710879,-0.4957668990466492,1.5,0.030684588,24,2397356,0.0001,0.000725700431005776,-0.46304853843454596,-1.2450936,2400,100,-0.44154215,-0.00010294598060912095,0.033538446,869,0.14999999,-0.89715165
