ReturnMax,TimestepsSoFar,NumTrajectories,VarJ,MountainCar_std0_higher,MountainCar_mu0_higher,BatchSize,Iteration,NatGradInftyNorm,MountainCar_std1_higher,AvgEpLen,NatGrad2Norm,StepSize,MinEpLen,J,ActionIn1,ReturnMean,MountainCar_mu1_higher,AvgRet
-4.450410370895183e-05,2696767,2700,0.0008827117276640462,0.14999999,-0.43031332,100,27,0.0753684,1.5,998.8025925925926,0.09081675,0.01,711,-0.4927098296344111,-1.7418911,-0.48579412454921195,-0.8935884,-3.9377681912873674
-4.450410370895183e-05,2796667,2800,0.0010230015244093037,0.14999999,-0.42980665,100,28,0.057328455,1.5,998.8096428571429,0.059933674,0.01,711,-0.49962617993739294,-1.5292368,-0.48628812652736136,-0.8928347,-4.99439677165862
-4.450410370895183e-05,2896567,2900,0.0006901099330402138,0.14999999,-0.42923337,100,29,0.035815757,1.5,998.8162068965518,0.035840806,0.01,711,-0.46165857606914634,-1.7441411,-0.4854388316839746,-0.89265996,-4.621323470882661
-4.450410370895183e-05,2996467,3000,0.0007608439076960853,0.14999999,-0.4288752,100,30,0.15119411,1.5,998.8223333333333,0.15755913,0.01,711,-0.4807892484563412,-0.25552636,-0.4852838455763868,-0.8926734,-4.812166411739934
-4.450410370895183e-05,3096299,3100,0.000674946448334368,0.14999999,-0.4284319,100,31,0.044546075,1.5,998.806129032258,0.051806487,0.01,711,-0.4966215688360608,-1.4913633,-0.4856495785847634,-0.8941853,-3.9908863113542474
-4.450410370895183e-05,3196199,3200,0.0006813307511407199,0.14999999,-0.42798644,100,32,0.09289659,1.5,998.8121875,0.098501645,0.01,711,-0.44822574830900325,-2.3651433,-0.48448008388864594,-0.89392084,-4.478663581275153
-4.450410370895183e-05,3296099,3300,0.0007776839177259387,0.14999999,-0.42765892,100,33,0.047481723,1.5,998.8178787878788,0.06407596,0.01,711,-0.49140725219915915,-1.5916775,-0.4846899980798736,-0.8948498,-4.910268095880024
-4.450410370895183e-05,3395999,3400,0.000751316087443761,0.14999999,-0.4271841,100,34,0.08640935,1.5,998.8232352941177,0.09211363,0.01,711,-0.42986470307937424,0.6259606,-0.48307748940338835,-0.8944195,-4.315535490893512
-4.450410370895183e-05,3495899,3500,0.0009332039825732094,0.14999999,-0.42686498,100,35,0.054638796,1.5,998.8282857142857,0.0612556,0.01,711,-0.49200960141628025,-3.5892286,-0.48333269260375655,-0.8935554,-4.908246753564047
-4.450410370895183e-05,3595799,3600,0.0009100385307080925,0.14999999,-0.4263186,100,36,0.051246215,1.5,998.8330555555556,0.055582806,0.01,711,-0.4807477871080736,-0.6478053,-0.483260889673321,-0.8932785,-4.812224779820796
-4.450410370895183e-05,3695699,3700,0.0007626276235812461,0.14999999,-0.42580613,100,37,0.044591244,1.5,998.8375675675676,0.052097455,0.01,711,-0.4028230616633314,-1.107103,-0.48108689432169965,-0.89306325,-4.037550603986649
-4.450410370895183e-05,3795599,3800,0.0008004577459570758,0.14999999,-0.42553672,100,38,0.11867506,1.5,998.8418421052631,0.12581564,0.01,711,-0.46336648087061105,-3.468545,-0.48062056765193417,-0.89350915,-4.634817689060471
-4.450410370895183e-05,3895375,3900,0.0007877436120737726,0.14999999,-0.4251189,100,39,0.09630621,1.5,998.8141025641025,0.10863227,0.01,711,-0.49871672667062794,-2.5066566,-0.48108457172933655,-0.8946959,-3.995492005434193
-4.450410370895183e-05,3995275,4000,0.0008124357019647112,0.14999999,-0.42461628,100,40,0.05427416,1.5,998.81875,0.07564934,0.01,711,-0.49877751674900167,-2.7886007,-0.48152689535482823,-0.8937328,-4.986489849986415
-4.450410370895183e-05,4095122,4100,0.0007938551544292022,0.14999999,-0.42408928,100,41,0.06875166,1.5,998.810243902439,0.08403333,0.01,711,-0.4885398415058224,-0.6504085,-0.4816979428219256,-0.89319,-3.914223921124031
-4.450410370895183e-05,4195022,4200,0.0006038422208054083,0.14999999,-0.4236061,100,42,0.12010651,1.5,998.8147619047619,0.12283462,0.01,711,-0.4203115886779807,-0.937006,-0.4802363629613556,-0.89387757,-4.200024160900464
-4.450410370895183e-05,4294922,4300,0.0008265359042003252,0.14999999,-0.42334867,100,43,0.054026566,1.5,998.8190697674419,0.063650034,0.01,711,-0.4172741567772442,-0.90328574,-0.4787721256082366,-0.8926765,-4.184590375711344
-4.450410370895183e-05,4394822,4400,0.0011423721515592233,0.14999999,-0.42301214,100,44,0.22386728,1.5,998.8231818181819,0.23219895,0.01,711,-0.48543689910978344,-0.7390493,-0.47892359773327187,-0.8932167,-4.8491228138627305
-4.450410370895183e-05,4494722,4500,0.0007357087926413382,0.14999999,-0.4223957,100,45,0.050130386,1.5,998.8271111111111,0.062279694,0.01,711,-0.4479786709659639,-3.4052262,-0.47823593269399833,-0.89097804,-4.490744063540503
-3.283360718654841e-05,4594622,4600,0.000770773194045807,0.14999999,-0.42202616,100,46,0.14817432,1.5,998.8308695652174,0.15173806,0.01,711,-0.4196146078738798,-0.054777056,-0.4769615560674739,-0.89047676,-4.190637204986348
-3.283360718654841e-05,4694522,4700,0.0007351746544179539,0.14999999,-0.42169923,100,47,0.04095963,1.5,998.8344680851064,0.042471923,0.01,711,-0.46194868020192587,-4.178884,-0.4766421331767176,-0.888995,-4.618574261593506
-3.283360718654841e-05,4794353,4800,0.0006976207756495987,0.14999999,-0.42128962,100,48,0.12513192,1.5,998.8235416666666,0.13245769,0.01,711,-0.47427105428435495,-4.5751147,-0.4765927356997935,-0.88888264,-3.752935984988076
-3.283360718654841e-05,4894118,4900,0.0005760925591053307,0.14999999,-0.42085522,100,49,0.10037818,1.5,998.7995918367347,0.10349681,0.01,711,-0.4183807374409435,-3.2272272,-0.47540473573532704,-0.8876313,-3.1940345130792993
-3.283360718654841e-05,4994018,5000,0.0006646571585265586,0.14999999,-0.42060307,100,50,0.06730509,1.5,998.8036,0.07910498,0.01,711,-0.4733475506061071,-0.58891135,-0.4753635920327427,-0.8886351,-4.739150935064938
