NatGrad2Norm,TimestepsSoFar,MountainCar_mu0_higher,AvgEpLen,Iteration,MountainCar_std1_higher,NatGradInftyNorm,ReturnMean,BatchSize,MinEpLen,MountainCar_std0_higher,ReturnMax,ActionIn1,AvgRet,J,StepSize,NumTrajectories,MountainCar_mu1_higher,VarJ
0.19672725,2769203,-0.7912828,989.0010714285714,28,1.5,0.18055932,-1.3303896099019656,100,409,0.14999999,0.1551717511816042,-0.4924858,-10.368971015320524,-1.3252823066358383,0.001,2800,0.60877335,0.0021770767889342678
0.09533183,2867752,-0.7912047,988.88,29,1.5,0.067834325,-1.33048618625934,100,409,0.14999999,0.1551717511816042,-0.6185293,-6.449776426000994,-1.3331903242658236,0.001,2900,0.6085928,0.001799036664589459
0.461436,2967543,-0.7911377,989.181,30,1.5,0.45902434,-1.3290732556364233,100,409,0.14999999,0.1551717511816042,-1.2290938,-10.058507609675349,-1.288098267571838,0.001,3000,0.608525,0.0017957787856127461
0.05808299,3067056,-0.7910906,989.3729032258065,31,1.5,0.058082744,-1.328543570023088,100,409,0.14999999,0.1551717511816042,0.7329869,-9.290575084242626,-1.3126530016230327,0.001,3100,0.608984,0.0017151009281785303
0.078898564,3166141,-0.79103255,989.4190625,32,1.5,0.05646875,-1.3277624998687052,100,409,0.14999999,0.1551717511816042,0.24297976,-8.208775945332162,-1.3035493250828352,0.001,3200,0.6089838,0.0018258306476395924
0.4543216,3264298,-0.7909775,989.1812121212121,33,1.5,0.45240188,-1.3254529316992711,100,409,0.14999999,0.1551717511816042,-0.58105016,-5.68006681517346,-1.2515467502773716,0.001,3300,0.60892737,0.002084031742210037
0.13660015,3363646,-0.79093575,989.3076470588235,34,1.5,0.13004637,-1.3242208210732977,100,409,0.14999999,0.1551717511816042,0.7210678,-9.041896555319191,-1.2835611704161796,0.001,3400,0.60847497,0.00165973859309973
0.1483515,3462778,-0.790894,989.3651428571428,35,1.5,0.1412063,-1.3230650719859696,100,409,0.14999999,0.1551717511816042,-2.6733487,-8.981727369594301,-1.2837696030168186,0.001,3500,0.6083449,0.0017136185087306334
0.23002185,3561636,-0.7908485,989.3433333333334,36,1.5,0.21918938,-1.3233904805851995,100,409,0.14999999,0.1551717511816042,-0.18482769,-8.50672576162273,-1.3347797815582498,0.001,3600,0.6084861,0.0018414453948494666
0.15095328,3660434,-0.79077876,989.3064864864865,37,1.5,0.119151086,-1.3237059219304266,100,409,0.14999999,0.1551717511816042,-2.6356816,-8.48531128354014,-1.3350618103585907,0.001,3700,0.60826695,0.002581396179865328
0.15346669,3759904,-0.7906861,989.4484210526316,38,1.5,0.14836155,-1.3219426976987976,100,409,0.14999999,0.1551717511816042,2.4862285,-8.76308563229365,-1.2567034011285299,0.001,3800,0.6083861,0.0019368938962664082
0.06671143,3859305,-0.7906468,989.5653846153846,39,1.5,0.06168872,-1.3195152790160718,100,409,0.14999999,0.1551717511816042,0.5987299,-10.386798897270799,-1.2272733690724913,0.001,3900,0.60853446,0.0018277076794595913
0.0036193102,3958157,-0.7906214,989.53925,40,1.5,0.0034116472,-1.3167029506018375,100,409,0.14999999,0.1551717511816042,0.45109165,-6.212990490825214,-1.2070221424467023,0.001,4000,0.60859615,0.001302232229865357
0.06967623,4056464,-0.7906202,989.3814634146341,41,1.5,0.06455578,-1.3169692627950296,100,409,0.14999999,0.1551717511816042,-0.69346493,-5.472875392724108,-1.3276217505227097,0.001,4100,0.60859275,0.0017406446725332736
0.13147102,4155969,-0.79055566,989.5164285714286,42,1.5,0.10574723,-1.3181573289852897,100,409,0.14999999,0.1551717511816042,-0.24037129,-11.798523316127234,-1.3668680427859572,0.001,4200,0.6085665,0.0015265401442074197
0.080692925,4255388,-0.7904775,989.6251162790697,43,1.5,0.067073,-1.3184759322125488,100,409,0.14999999,0.1551717511816042,-1.7133057,-9.440602475936132,-1.331857267757438,0.001,4300,0.60867226,0.0017522040330470187
0.14709675,4353936,-0.79041046,989.5309090909091,44,1.5,0.13634156,-1.3179156697215946,100,406,0.14999999,0.1551717511816042,-1.9055645,-8.218617579415609,-1.293824382610556,0.001,4400,0.60871714,0.001856715876761591
0.09141618,4453223,-0.79035527,989.6051111111111,45,1.5,0.091393724,-1.3191953607766094,100,406,0.14999999,0.1551717511816042,2.8466377,-9.003935560210545,-1.3755017671972567,0.001,4500,0.6085808,0.0017868643774278145
0.07478974,4552286,-0.7902639,989.6273913043478,46,1.5,0.07136048,-1.3189861980801356,100,406,0.14999999,0.1551717511816042,0.37303448,-10.241396911275519,-1.30957387673882,0.001,4600,0.6085788,0.0021962412824301824
0.18916588,4650945,-0.79019254,989.5627659574468,47,1.5,0.18223034,-1.318268179852358,100,406,0.14999999,0.1551717511816042,-0.5580729,-8.016227676531726,-1.285239341374578,0.001,4700,0.6086012,0.0018315401895416862
0.04939765,4749663,-0.7901418,989.513125,48,1.5,0.035917,-1.3174071366575568,100,406,0.14999999,0.1551717511816042,-0.32830742,-8.84364217625975,-1.2769381065019096,0.001,4800,0.608419,0.0014678217742762293
0.06644536,4848776,-0.7901059,989.5461224489796,49,1.5,0.064766064,-1.3176180827629316,100,406,0.14999999,0.1551717511816042,0.44508392,-10.41841811026228,-1.3277434958209269,0.001,4900,0.6084529,0.0016386452867167107
0.15797126,4947583,-0.7900411,989.5166,50,1.5,0.1451216,-1.318005117990347,100,406,0.14999999,0.1551717511816042,-3.0354881,-8.608616275852368,-1.336969844133683,0.001,5000,0.60846776,0.0013939942044802192
