MountainCar_std0_higher,NatGradInftyNorm,MountainCar_mu1_higher,TimestepsSoFar,J,VarJ,Iteration,ActionIn1,NumTrajectories,StepSize,BatchSize,MountainCar_std1_higher,AvgRet,ReturnMax,NatGrad2Norm,AvgEpLen,MountainCar_mu0_higher,MinEpLen,ReturnMean
0.14999999,0.023815801,-0.9986811,2497183,-0.07891990525192212,0.00012382984694701886,25,-1.114714,2500,0.0001,100,1.5,-0.7978850804194554,0.00993246492890502,0.026295116,998.8732,0.051692877,794,-0.07613026688165787
0.14999999,0.015068782,-0.9986835,2597083,-0.06239298075222501,6.827713277237928e-05,26,-1.512655,2600,0.0001,100,1.5,-0.6331657569900133,0.00993246492890502,0.015993414,998.878076923077,0.051691763,794,-0.07560190972283352
0.14999999,0.021355683,-0.998685,2696983,-0.06910790883706214,6.583286537687324e-05,27,-0.67615014,2700,0.0001,100,1.5,-0.7035758676659243,0.00993246492890502,0.022110388,998.8825925925926,0.051691227,794,-0.07536139117150865
0.14999999,0.010311151,-0.99868286,2796883,-0.06946742280590415,7.538501222577012e-05,28,0.67658675,2800,0.0001,100,1.5,-0.7003725089512465,0.00993246492890502,0.011896708,998.8867857142857,0.051690653,794,-0.07515089230130849
0.14999999,0.07056666,-0.99868184,2896783,-0.07742192684831933,0.00012565853370505087,29,-0.9359638,2900,0.0001,100,1.5,-0.7944804327944952,0.00993246492890502,0.071270846,998.8906896551724,0.05169006,794,-0.0752292038374123
0.14999999,0.021468475,-0.9986889,2996683,-0.0737250679131417,0.0001249531980049447,30,-0.14043692,3000,0.0001,100,1.5,-0.7624694062323597,0.00993246492890502,0.024646495,998.8943333333333,0.051689062,794,-0.07517906597326997
0.14999999,0.006905703,-0.998691,3096583,-0.0659404768051583,0.0001014004919929105,31,-2.8910697,3100,0.0001,100,1.5,-0.6628986322972483,0.00993246492890502,0.009059638,998.8977419354839,0.05168785,794,-0.074881046967847
0.14999999,0.018061891,-0.9986916,3196483,-0.08852028034868471,0.0002094656314395587,32,-1.5862299,3200,0.0001,100,1.5,-0.8972195883277837,0.00993246492890502,0.018337067,998.9009375,0.051687162,794,-0.07530727301099818
0.14999999,0.0053041964,-0.9986919,3296383,-0.07115835562633141,8.505011830825639e-05,33,1.138192,3300,0.0001,100,1.5,-0.7143755631088117,0.00993246492890502,0.006503623,998.9039393939394,0.051685356,794,-0.07518154824176586
0.14999999,0.015401606,-0.99869156,3396283,-0.08006646351951278,0.00017478441753979667,34,1.4856579,3400,0.0001,100,1.5,-0.8060839152720802,0.00993246492890502,0.021239942,998.9067647058823,0.051684827,794,-0.07532522222052314
0.14999999,0.014641869,-0.99869305,3496183,-0.07861718756947778,0.000267732383230214,35,-3.1242275,3500,0.0001,100,1.5,-0.7932964145477306,0.00993246492890502,0.01464229,998.9094285714285,0.051683288,794,-0.0754192783733504
0.14999999,0.03661591,-0.99869305,3596083,-0.06307318929119832,8.176065218380088e-05,36,0.33164054,3600,0.0001,100,1.5,-0.6408188528649295,0.00993246492890502,0.037212193,998.9119444444444,0.051681824,794,-0.07507633145440173
0.14999999,0.010243239,-0.9986967,3695983,-0.06963934248773179,0.00010748813106043317,37,-3.676067,3700,0.0001,100,1.5,-0.7041233311356675,0.00993246492890502,0.01391512,998.9143243243243,0.05168116,794,-0.0749293858066539
0.14999999,0.013600038,-0.9986977,3795883,-0.08486721739935427,0.00030953473133548537,38,-0.21977215,3800,0.0001,100,1.5,-0.851938122322843,0.00993246492890502,0.018617282,998.9165789473684,0.05168022,794,-0.07519090769067233
0.14999999,0.033111483,-0.99869895,3895783,-0.07625160348209586,0.00012265244955057787,39,-0.89306086,3900,0.0001,100,1.5,-0.7657559912671504,0.00993246492890502,0.03395179,998.9187179487179,0.05167886,794,-0.07521810501865753
0.14999999,0.03112722,-0.9986956,3995683,-0.08672659525504142,0.0002001757162989915,40,1.457324,4000,0.0001,100,1.5,-0.8760277860314516,0.00993246492890502,0.035007432,998.92075,0.051678106,794,-0.07550581727456714
0.14999999,0.08060698,-0.9986925,4095583,-0.11662304831725527,0.0002891655498845753,41,-2.252389,4100,0.0001,100,1.5,-1.2058220307074015,0.00993246492890502,0.08467576,998.9226829268292,0.051676504,794,-0.07650867656829125
0.14999999,0.008823898,-0.99870056,4195483,-0.07846487303896811,0.00012585907120937247,42,-1.2136755,4200,0.0001,100,1.5,-0.7928786388310276,0.00993246492890502,0.010096835,998.9245238095239,0.05167391,794,-0.07655525267473592
0.14999999,0.013544123,-0.99870104,4295383,-0.08072919187955353,0.0001663517172243357,43,-3.1575406,4300,0.0001,100,1.5,-0.8148756160618155,0.00993246492890502,0.018896094,998.9262790697675,0.05167303,794,-0.07665232102833633
0.14999999,0.012288087,-0.99870235,4395283,-0.08148817220473538,0.00014833669763009537,44,1.5506617,4400,0.0001,100,1.5,-0.8208748847067138,0.00993246492890502,0.013092512,998.9279545454546,0.051671673,794,-0.07676222673689086
0.14999999,0.023745151,-0.9987019,4495183,-0.0604885312736421,9.964609104925426e-05,45,-1.8606019,4500,0.0001,100,1.5,-0.6069887314922137,0.00993246492890502,0.024969768,998.9295555555556,0.051670443,794,-0.07640058905992979
0.14999999,0.022103732,-0.9986995,4595083,-0.07494128606596001,0.00015309991337178507,46,-1.0212075,4600,0.0001,100,1.5,-0.7514469583768265,0.00993246492890502,0.02236327,998.9310869565218,0.051669672,794,-0.0763688650818
0.14999999,0.012964922,-0.9987017,4694983,-0.09849325612055383,0.00019753936606332366,47,0.108716115,4700,0.0001,100,1.5,-0.98512357182895,0.00993246492890502,0.013764641,998.9325531914893,0.051669333,794,-0.0768395968060288
0.14999999,0.039107904,-0.9987012,4794659,-0.08008478775043965,0.00020748846828792453,48,-3.327182,4800,0.0001,100,1.5,0.1884579434341883,0.00993246492890502,0.040924925,998.8872916666667,0.051668037,775,-0.07690720495070404
0.14999999,0.010162097,-0.9986973,4894559,-0.0636081387769693,7.80674147034482e-05,49,1.0488838,4900,0.0001,100,1.5,-0.6389032536519922,0.00993246492890502,0.012959386,998.8895918367347,0.05166683,775,-0.07663579543695434
0.14999999,0.031471238,-0.9986983,4994459,-0.08962432286277944,0.00014622723452249362,50,-0.9429678,5000,0.0001,100,1.5,-0.9048892436931142,0.00993246492890502,0.031768315,998.8918,0.051666025,775,-0.07689556598547084
