AvgRet,MinEpLen,MountainCar_mu0_higher,ActionIn1,TimestepsSoFar,MountainCar_std0_higher,VarJ,ReturnMax,NumTrajectories,NatGrad2Norm,ReturnMean,MountainCar_mu1_higher,J,MountainCar_std1_higher,NatGradInftyNorm,StepSize,AvgEpLen,Iteration,BatchSize
-5.538504340428755,409,-0.7929007,-0.6953603,4056466,0.14999999,0.0017469366032407546,0.1525817653631829,4100,0.06990022,-1.3204382516959245,0.60897785,-1.3340938707786572,1.5,0.06469237,0.0001,989.3819512195122,41,100
-11.86688010676225,409,-0.7928942,-0.2423011,4155971,0.14999999,0.0015323342133079488,0.1525817653631829,4200,0.13189302,-1.3217031917763895,0.60897523,-1.3735657350754453,1.5,0.10610616,0.0001,989.5169047619048,42,100
-9.51021873640624,409,-0.7928864,-1.7154009,4255390,0.14999999,0.0017588842362478805,0.1525817653631829,4300,0.080910735,-1.3220982795727578,0.60898584,-1.3386919670202357,1.5,0.06722256,0.0001,989.6255813953488,43,100
-8.288843977430687,406,-0.79287964,-1.9077606,4353938,0.14999999,0.0018626769062019444,0.1525817653631829,4400,0.1485267,-1.3216139342109394,0.6089904,-1.3007870836527442,1.5,0.1378431,0.0001,989.5313636363636,44,100
-9.078927728300046,406,-0.7928741,2.8445146,4453225,0.14999999,0.0017936012433628365,0.1525817653631829,4500,0.091685414,-1.3229717756492352,0.6089766,-1.3827167989342417,1.5,0.09166463,0.0001,989.6055555555556,45,100
-10.316064787071053,406,-0.7928649,0.37083113,4552289,0.14999999,0.0022054879866814105,0.1525817653631829,4600,0.07500391,-1.3228390620400812,0.6089764,-1.3168669496281618,1.5,0.07148742,0.0001,989.6280434782609,46,100
-7.092346137330749,406,-0.79285777,-0.56036067,4650948,0.14999999,0.00183965941180518,0.1525817653631829,4700,0.19010448,-1.322197368997237,0.6089787,-1.2926794890263968,1.5,0.1831864,0.0001,989.5634042553191,47,100
-8.920033604725324,406,-0.7928527,-0.33047697,4749665,0.14999999,0.001474521106734237,0.1525817653631829,4800,0.04948341,-1.321413176058329,0.6089604,-1.284556107929647,1.5,0.035939813,0.0001,989.5135416666667,48,100
-10.497362508550975,406,-0.7928491,0.44285148,4848778,0.14999999,0.0016452744039043344,0.1525817653631829,4900,0.06670303,-1.321700704629481,0.6089638,-1.3355020760447984,1.5,0.064929366,0.0001,989.5465306122449,49,100
-8.690460458069643,406,-0.7928426,-3.037792,4947585,0.14999999,0.0013996357097798252,0.1525817653631829,5000,0.15904887,-1.3221661957592137,0.60896534,-1.3449752611160963,1.5,0.14621022,0.0001,989.517,50,100
