StepSize,NatGrad2Norm,VarJ,J,NatGradInftyNorm,Iteration,AvgRet,TimestepsSoFar,MountainCar_mu1_higher,ReturnMean,NumTrajectories,MountainCar_std0_higher,ActionIn1,MinEpLen,AvgEpLen,BatchSize,MountainCar_mu0_higher,ReturnMax,MountainCar_std1_higher
0.1,0.079356246,0.00159012342225199,-1.0355983853129662,0.077698156,20,-4.5604380317749,1980733,0.56122535,-1.161502667833704,2000,0.14999999,-0.6035712,410,990.3665,100,-0.6672649,0.4066167414149733,1.5
0.1,0.08429223,0.0014221156423648922,-0.9376308806362872,0.070596814,21,-6.495869330792371,2080029,0.5628391,-1.150842106538589,2100,0.14999999,0.551732,410,990.49,100,-0.65949506,0.4066167414149733,1.5
0.1,0.25144356,0.001644609148947168,-0.9719327613900285,0.24188581,22,-8.780228636498313,2179908,0.5698988,-1.1427098635772905,2200,0.14999999,-0.2640122,410,990.8672727272727,100,-0.65488935,0.4066167414149733,1.5
0.1,0.1009869,0.001669351502160298,-0.9371155625827354,0.07902339,23,-2.5510849478693745,2278002,0.59408736,-1.1337709809253536,2300,0.14999999,3.4655309,410,990.435652173913,100,-0.64802265,0.4066167414149733,1.5
0.1,0.104340136,0.0015066105397162927,-0.9099943643485586,0.0894819,24,-3.1553722091147445,2376693,0.58618504,-1.1244469552346539,2400,0.14999999,-0.22226784,410,990.28875,100,-0.64173484,0.4066167414149733,1.5
0.1,0.2631062,0.0011950352805199767,-0.9103719745114494,0.25846362,25,-7.135677878373462,2476163,0.57723683,-1.1158839560057254,2500,0.14999999,1.4315414,410,990.4652,100,-0.6363684,0.4066167414149733,1.5
0.1,0.21454965,0.001613076180119824,-0.9125922818203043,0.20384507,26,-4.293172425630316,2575155,0.6030832,-1.1080650454601324,2600,0.14999999,-1.5887077,410,990.4442307692308,100,-0.6314476,0.4066167414149733,1.5
0.1,0.059759945,0.0014450630229125693,-0.8591537048546831,0.049418077,27,-6.669131757116764,2674718,0.5826987,-1.0988461069191897,2700,0.14999999,-0.6393024,410,990.6362962962963,100,-0.62475526,0.4066167414149733,1.5
0.1,0.1524852,0.0015983751505979581,-0.8809947173108787,0.137318,28,-6.871864962943404,2774108,0.5860589,-1.0910657001474644,2800,0.14999999,-0.3437309,410,990.7528571428571,100,-0.61981344,0.4066167414149733,1.5
0.1,0.06792439,0.0012944622225289728,-0.865524183531194,0.055576447,29,-3.771014184003862,2873003,0.57232714,-1.0832884064710413,2900,0.14999999,-0.47677383,410,990.6906896551724,100,-0.61318356,0.4066167414149733,1.5
0.1,0.28478816,0.001248515124871645,-0.8161798407984577,0.2816146,30,-7.27992559800427,2972898,0.568422,-1.0743847876152886,3000,0.14999999,-1.085685,410,990.966,100,-0.6076259,0.4066167414149733,1.5
0.1,0.049010944,0.0012104688835526348,-0.8276037113975799,0.04899042,31,-6.40614005078395,3072671,0.5965835,-1.066424107737298,3100,0.14999999,0.90829074,410,991.184193548387,100,-0.60338616,0.4066167414149733,1.5
0.1,0.062019143,0.0012338238158089547,-0.8096905705998746,0.04704146,32,-6.254991504215911,3172147,0.5967253,-1.0584011847017536,3200,0.14999999,0.42326665,410,991.2959375,100,-0.59848714,0.4066167414149733,1.5
0.1,0.29772174,0.001382537580287591,-0.7591842962208711,0.29495522,33,-2.7081980059294724,3270819,0.5926837,-1.0493340062629388,3300,0.14999999,-0.4000994,410,991.1572727272727,100,-0.593783,0.4066167414149733,1.5
0.1,0.08697293,0.0010946510085474538,-0.7716513205546197,0.07862177,34,-6.845272176811689,3370437,0.56318814,-1.0411668684479882,3400,0.14999999,0.87698287,410,991.305,100,-0.5897338,0.4066167414149733,1.5
0.1,0.082429804,0.0011391841898948755,-0.7648319317198881,0.07193781,35,-5.7407641150343895,3469902,0.555326,-1.033271584541471,3500,0.14999999,-2.5214887,410,991.4005714285714,100,-0.58601505,0.4066167414149733,1.5
0.1,0.11011958,0.0012640799601338524,-0.7932359857582348,0.094953604,36,-4.041268404813736,3568846,0.5625198,-1.0266039290197144,3600,0.14999999,-0.021936178,410,991.3461111111111,100,-0.5819906,0.4066167414149733,1.5
0.1,0.09467103,0.0016614162208635264,-0.7903466915740762,0.07339359,37,-4.001489925337082,3667921,0.5530244,-1.0202185982779406,3700,0.14999999,-2.4765592,410,991.33,100,-0.57641375,0.4066167414149733,1.5
0.1,0.103283785,0.0012299057351611716,-0.7061414475006944,0.09608723,38,-4.186702914348685,3767576,0.55900437,-1.011953410099592,3800,0.14999999,2.6584582,410,991.4673684210526,100,-0.5690744,0.4066167414149733,1.5
0.1,0.055260163,0.0010873190604096796,-0.6762306114628943,0.04733475,39,-4.819801996696426,3867146,0.5686131,-1.0033451332114716,3900,0.14999999,0.7841689,410,991.5758974358974,100,-0.5652865,0.4066167414149733,1.5
0.1,0.012797521,0.0007836173223342986,-0.6496019614939725,0.011821249,40,-1.6101545645435837,3966565,0.5733466,-0.9945015539185341,4000,0.14999999,0.64402854,410,991.64125,100,-0.56243503,0.4066167414149733,1.5
0.1,0.050122917,0.0010986445515393988,-0.7420852500587032,0.049536563,41,-0.596496597377782,4065217,0.57285637,-0.9883450587024406,4100,0.14999999,-0.499834,410,991.5163414634146,100,-0.5612529,0.4066167414149733,1.5
0.1,0.087996125,0.0009473714356567838,-0.7629018184782713,0.06822601,42,-6.711324071785878,4164907,0.57209194,-0.982977362506627,4200,0.14999999,-0.042589366,410,991.6445238095238,100,-0.5562992,0.4066167414149733,1.5
0.1,0.058318064,0.0010850000927484294,-0.7234264605039992,0.050977767,43,-5.323643322883823,4264635,0.5789145,-0.9769412950181939,4300,0.14999999,-1.5033276,410,991.7755813953488,100,-0.55074173,0.4066167414149733,1.5
0.1,0.07334309,0.0010339125394236972,-0.6892810555078621,0.058959913,44,-1.0597532408802355,4363580,0.58174694,-0.9704035623020499,4400,0.14999999,-1.6877682,410,991.7227272727273,100,-0.5456439,0.4066167414149733,1.5
0.1,0.06491049,0.0011012550656908616,-0.7383827143414969,0.064242736,45,-4.513535962923544,4463199,0.57585096,-0.9652475434584821,4500,0.14999999,3.0629814,410,991.822,100,-0.54128164,0.4066167414149733,1.5
0.1,0.056075476,0.0012551982616263713,-0.6779685761115267,0.05503859,46,-3.8696963870252135,4562589,0.5749223,-0.9590023485161568,4600,0.14999999,0.5947845,410,991.8671739130435,100,-0.5348574,0.4066167414149733,1.5
0.1,0.10565885,0.0010382167674563739,-0.6442647780393591,0.097184666,47,-2.5346942173692075,4661420,0.57384896,-0.9523058044634591,4700,0.14999999,-0.33198616,410,991.7914893617021,100,-0.52935356,0.4066167414149733,1.5
0.1,0.032851823,0.0008160397202775965,-0.6266609645023445,0.03081519,48,-2.349795758658114,4760462,0.5641305,-0.9455215369642693,4800,0.14999999,-0.107661724,410,991.7629166666667,100,-0.5252076,0.4066167414149733,1.5
0.1,0.05189762,0.0009732479122969078,-0.6597940498476598,0.047414962,49,-3.6802717681289328,4859817,0.5652692,-0.9396903637578079,4900,0.14999999,0.66988003,410,991.7993877551021,100,-0.5221261,0.4066167414149733,1.5
0.1,0.08435703,0.0007727793055872166,-0.6552370231285028,0.07286509,50,-2.7073188836099713,4958960,0.5631592,-0.9340012969452218,5000,0.14999999,-2.80814,410,991.792,100,-0.5173846,0.4066167414149733,1.5
