MountainCar_std1_higher,J,MountainCar_mu0_higher,NatGradInftyNorm,ActionIn1,NatGrad2Norm,MinEpLen,AvgRet,NumTrajectories,ReturnMax,TimestepsSoFar,ReturnMean,MountainCar_std0_higher,Iteration,MountainCar_mu1_higher,AvgEpLen,VarJ,StepSize,BatchSize
1.5,-0.06761868949041965,0.051612478,0.006068854,-1.0841258,0.006351425,999,-0.6770077780615381,1200,-3.2759784277929218e-06,1198800,-0.0770788240501127,0.14999999,12,-0.9987164,999.0,0.00012230747068981288,0.001,100
1.5,-0.08117924632213311,0.05160641,0.039693296,-2.534638,0.04184164,999,-0.818855652805557,1300,-3.2759784277929218e-06,1298700,-0.07739424114796042,0.14999999,13,-0.99871826,999.0,0.0001261167009104564,0.001,100
1.5,-0.07125018297460298,0.051593173,0.018032419,-2.868283,0.018875007,887,0.27477056636977976,1400,-3.2759784277929218e-06,1398488,-0.07695537984986346,0.14999999,14,-0.99875796,998.92,8.696520666685207e-05,0.001,100
1.5,-0.09114132959875602,0.051587597,0.017524548,-5.1238074,0.018633291,887,-0.9180170644905884,1500,-3.2759784277929218e-06,1498388,-0.07790110983312297,0.14999999,15,-0.998776,998.9253333333334,0.00018883443493211065,0.001,100
1.5,-0.06293125333781215,0.051570073,0.02873986,-1.3222018,0.029423296,887,-0.6356070901586499,1600,-3.2759784277929218e-06,1598288,-0.07696549380216604,0.14999999,16,-0.9987697,998.93,6.449672990475891e-05,0.001,100
1.5,-0.08912267947589493,0.05156377,0.0141023435,0.7052431,0.016464757,887,-0.9030039707956806,1700,-3.2759784277929218e-06,1698188,-0.07768062237120892,0.14999999,17,-0.99879843,998.9341176470588,0.00015188764406289402,0.001,100
1.5,-0.07315678116954275,0.051549666,0.013059503,-1.0334196,0.013831223,793,0.2583174948503291,1800,0.010225146763902012,1797882,-0.07742929786000524,0.14999999,18,-0.9987899,998.8233333333334,9.870207831085698e-05,0.001,100
1.5,-0.08100550577851948,0.05154511,0.028270196,-0.44623503,0.031171879,793,-0.8126891168193764,1900,0.010225146763902012,1897782,-0.07761751932940072,0.14999999,19,-0.99880296,998.8326315789474,0.00017285378586365772,0.001,100
1.5,-0.06289725992976117,0.051531978,0.016782777,1.8783104,0.017826345,793,-0.6303973934757174,2000,0.010225146763902012,1997682,-0.07688150635941875,0.14999999,20,-0.9988312,998.841,6.766878964470047e-05,0.001,100
1.5,-0.0693883394489967,0.05152597,0.006872144,-3.976656,0.006944125,793,-0.6997628506009168,2100,0.010225146763902012,2097582,-0.07652468888749389,0.14999999,21,-0.9988144,998.8485714285714,8.657068960998266e-05,0.001,100
1.5,-0.07000590955297863,0.05152497,0.006638221,0.005160123,0.00883559,793,-0.703122241803565,2200,0.010225146763902012,2197482,-0.076228380735925,0.14999999,22,-0.99882126,998.8554545454546,0.00011100722925444797,0.001,100
1.5,-0.07651802398795178,0.051518332,0.009978252,1.8901445,0.0116448635,793,-0.7667799168569728,2300,0.010225146763902012,2297382,-0.07624097392079573,0.14999999,23,-0.9988154,998.8617391304348,9.054110172912038e-05,0.001,100
1.5,-0.0699306859594436,0.05151233,0.02786229,0.19854093,0.028904224,793,-0.702039378994697,2400,0.010225146763902012,2397282,-0.0759780452557394,0.14999999,24,-0.9988254,998.8675,0.00013938223841773498,0.001,100
1.5,-0.0788293503774999,0.05150464,0.023772223,-1.1150743,0.026244493,793,-0.7969620282605513,2500,0.010225146763902012,2497182,-0.07609209746060981,0.14999999,25,-0.9988532,998.8728,0.0001235676842912889,0.001,100
1.5,-0.062337490614816596,0.05149352,0.015054519,-1.5130467,0.015972458,793,-0.6325942508937782,2600,0.010225146763902012,2597082,-0.075563074120387,0.14999999,26,-0.998877,998.8776923076923,6.810464425424309e-05,0.001,100
1.5,-0.0690277394468958,0.051488183,0.021355812,-0.6765602,0.022104146,793,-0.7027577946176374,2700,0.010225146763902012,2696982,-0.07532102468803548,0.14999999,27,-0.99889207,998.8822222222223,6.567750089115782e-05,0.001,100
1.5,-0.06938423736964908,0.05148248,0.01029979,0.6761907,0.011874193,793,-0.6995292438597903,2800,0.010225146763902012,2796882,-0.07510899656952168,0.14999999,28,-0.99887073,998.8864285714286,7.521929615317055e-05,0.001,100
1.5,-0.07732774677531645,0.05147657,0.07049718,-0.9363559,0.071197934,793,-0.7935123079725163,2900,0.010225146763902012,2896782,-0.07518550519730771,0.14999999,29,-0.9988604,998.8903448275862,0.00012537134685328247,0.001,100
1.5,-0.07362383085797025,0.051466607,0.021451736,-0.14090142,0.024617692,793,-0.7614369286086954,3000,0.010225146763902012,2996682,-0.07513344938599645,0.14999999,30,-0.99893093,998.894,0.0001246087997036085,0.001,100
1.5,-0.06587037110945071,0.05145453,0.006877505,-2.8915644,0.009044549,793,-0.6621929992189928,3100,0.010225146763902012,3096582,-0.07483464040933369,0.14999999,31,-0.9989524,998.8974193548387,0.00010114564237897625,0.001,100
1.5,-0.08840243180675575,0.051447652,0.018023059,-1.586736,0.018303657,793,-0.896023986314848,3200,0.010225146763902012,3196482,-0.07525863389050313,0.14999999,32,-0.9989583,998.900625,0.00020889485145385273,0.001,100
1.5,-0.0710806084475389,0.05142963,0.005270904,1.1376667,0.006481635,793,-0.7135928416788065,3300,0.010225146763902012,3296382,-0.07513202705889815,0.14999999,33,-0.9989615,998.9036363636363,8.48231702185391e-05,0.001,100
1.5,-0.07992441361876411,0.051424358,0.015365009,1.4851313,0.021174328,793,-0.8046497218026234,3400,0.010225146763902012,3396282,-0.07527297960477657,0.14999999,34,-0.99895775,998.9064705882353,0.00017429120009481341,0.001,100
1.5,-0.07851214724789934,0.05140899,0.014601914,-3.124781,0.01460224,793,-0.7922305932869618,3500,0.010225146763902012,3496182,-0.07536552725172294,0.14999999,35,-0.9989723,998.9091428571429,0.0002671056844404734,0.001,100
1.5,-0.06296253812100741,0.051394388,0.0365512,0.33107397,0.037142865,793,-0.6396934462502275,3600,0.010225146763902012,3596082,-0.07502099977586972,0.14999999,36,-0.9989722,998.9116666666666,8.149585723028012e-05,0.001,100
1.5,-0.06950659262600553,0.051387783,0.010207322,-3.6766727,0.013864584,793,-0.7027719378449743,3700,0.010225146763902012,3695982,-0.07487196174479231,0.14999999,37,-0.9990087,998.9140540540541,0.00010713751481912924,0.001,100
1.5,-0.08475695653586418,0.0513784,0.013551772,-0.22039518,0.018580351,793,-0.8508306430694202,3800,0.010225146763902012,3795882,-0.07513209318666261,0.14999999,38,-0.9990189,998.9163157894736,0.00030882600123555024,0.001,100
1.5,-0.076134804343963,0.051364847,0.033101525,-0.8937075,0.033932477,793,-0.7645776088802159,3900,0.010225146763902012,3895782,-0.07515780372915751,0.14999999,39,-0.9990316,998.9184615384615,0.00012229309530512804,0.001,100
1.5,-0.0865691862445769,0.051357385,0.031077484,1.4567004,0.03494011,793,-0.8744357912120196,4000,0.010225146763902012,3995682,-0.075443088292043,0.14999999,40,-0.9989985,998.9205,0.00019950516319216897,0.001,100
1.5,-0.11640269177239179,0.051341414,0.08043226,-2.2529988,0.08448745,793,-1.2035442436779038,4100,0.010225146763902012,4095582,-0.07644210301107589,0.14999999,41,-0.99896747,998.9224390243902,0.00028811389706742013,0.001,100
1.5,-0.07830946264353154,0.051315553,0.008773795,-1.2143812,0.010048078,793,-0.7912986989027079,4200,0.010225146763902012,4195482,-0.07648656395470578,0.14999999,42,-0.9990479,998.9242857142857,0.0001254305340764133,0.001,100
1.5,-0.08058566659400239,0.05130678,0.013489476,-3.1582584,0.018820897,793,-0.8133983186557708,4300,0.010225146763902012,4295382,-0.07658189192306152,0.14999999,43,-0.99905276,998.9260465116279,0.00016565128885546416,0.001,100
1.5,-0.08133378074861383,0.05129329,0.012231703,1.5499196,0.013022008,793,-0.8193068959244078,4400,0.010225146763902012,4395282,-0.07668988939636953,0.14999999,44,-0.9990659,998.9277272727272,0.0001477001423962702,0.001,100
1.5,-0.06034113460493309,0.05128106,0.023691725,-1.8613509,0.024906237,793,-0.605491234565054,4500,0.010225146763902012,4495182,-0.07632658373433761,0.14999999,45,-0.9990614,998.9293333333334,9.922826400950517e-05,0.001,100
1.5,-0.07483861621830269,0.05127338,0.022167524,-1.021942,0.02241801,793,-0.7504089077143148,4600,0.010225146763902012,4595082,-0.0762942366144238,0.14999999,46,-0.99903774,998.9308695652173,0.0001527348174814024,0.001,100
1.5,-0.09832633737093766,0.051270038,0.012891869,0.107958585,0.013693376,793,-0.9834413436614002,4700,0.010225146763902012,4694982,-0.07676300471562623,0.14999999,47,-0.9990599,998.932340425532,0.00019678941812962123,0.001,100
1.5,-0.07995302845418188,0.051257145,0.03896189,-3.3279471,0.04076698,775,0.18979088269446398,4800,0.010225146763902012,4794658,-0.0768294635435128,0.14999999,48,-0.9990553,998.8870833333333,0.00020667952182618088,0.001,100
1.5,-0.06344367281800851,0.05124515,0.010215664,1.048143,0.012972383,775,-0.6372439909329962,4900,0.010225146763902012,4894558,-0.07655628414095149,0.14999999,49,-0.99901634,998.889387755102,7.763181875566891e-05,0.001,100
1.5,-0.08944099806504564,0.051237155,0.031524856,-0.9437248,0.031812113,775,-0.9030187162918777,5000,0.010225146763902012,4994458,-0.07681397841943337,0.14999999,50,-0.99902654,998.8916,0.00014589933552646667,0.001,100
