J,TimestepsSoFar,BatchSize,MountainCar_std0_higher,AvgRet,MountainCar_mu0_higher,NatGrad2Norm,ActionIn1,Iteration,NumTrajectories,MountainCar_mu1_higher,ReturnMax,VarJ,ReturnMean,StepSize,MountainCar_std1_higher,AvgEpLen,NatGradInftyNorm,MinEpLen
-0.4592097442001307,99884,100,0.14999999,-3.5970573518188496,-0.4416444,0.024786048,3.768553,1,100,-0.8971903,-0.00010294598060912095,0.0005603398039534953,-0.4592097442001307,0.1,1.5,998.84,0.02476654,983
-0.523875456756246,199784,100,0.14999999,-5.253872599794041,-0.43916774,0.119961604,-1.0478954,2,200,-0.8970919,-0.00010294598060912095,0.0009228584994337916,-0.4915426004781884,0.1,1.5,998.92,0.10604101,983
-0.4990190206275853,299684,100,0.14999999,-4.988538254886127,-0.43355873,0.0438536,-1.4616464,3,300,-0.88648784,-0.00010294598060912095,0.000672238781699368,-0.4940347405279874,0.1,1.5,998.9466666666667,0.042883273,983
-0.42300854657923226,399584,100,0.14999999,-4.2384477156314855,-0.42927042,0.067808755,1.6249685,4,400,-0.8874053,-0.00010294598060912095,0.0005716332553434802,-0.4762781920407986,0.1,1.5,998.96,0.064038344,983
-0.49425696441567174,499484,100,0.14999999,-4.936233845015298,-0.42704082,0.18422827,-3.6993752,5,500,-0.89380914,-0.00010294598060912095,0.0010166096423138578,-0.4798739465157732,0.1,1.5,998.968,0.17508456,983
-0.41394767929957105,599336,100,0.14999999,-3.14224226412577,-0.42130893,0.032147255,-2.0272675,6,600,-0.8763007,-0.00010294598060912095,0.0007749975810606516,-0.46888623531307283,0.1,1.5,998.8933333333333,0.03190257,951
-0.46161877661199974,699236,100,0.14999999,-4.60780725990071,-0.4181187,0.18575759,-1.5569693,7,700,-0.8759048,-0.00010294598060912095,0.0009605761000466742,-0.4678480269272053,0.1,1.5,998.9085714285715,0.17822994,951
-0.45118349441262817,799136,100,0.14999999,-4.513693705917167,-0.4128842,0.105153374,-0.40033937,8,800,-0.8580818,-0.00010294598060912095,0.0009415419735024649,-0.4657649603628831,0.1,1.5,998.92,0.091921106,951
-0.443167885314367,899036,100,0.14999999,-4.4382325534912646,-0.4077776,0.15157095,-0.40423584,9,900,-0.8488897,-0.00010294598060912095,0.0007776272181837855,-0.46325417424638127,0.1,1.5,998.9288888888889,0.14487006,951
-0.4344109208114048,998936,100,0.14999999,-4.363591912197353,-0.40332067,0.09192814,-1.96859,10,1000,-0.86337674,-0.00010294598060912095,0.0007173192985356301,-0.4603698489028837,0.1,1.5,998.936,0.08182017,951
-0.41530625454181475,1098836,100,0.14999999,-4.147299837896295,-0.39912993,0.06623297,-0.2440567,11,1100,-0.8715587,-0.00010294598060912095,0.0006364095915027003,-0.4562731585064228,0.1,1.5,998.9418181818182,0.055796217,951
-0.4188998990925478,1198736,100,0.14999999,-4.1871135627422476,-0.3955612,0.04179727,-1.5481786,12,1200,-0.8659791,-1.418183803606798e-05,0.000721455715811134,-0.4531587202219333,0.1,1.5,998.9466666666667,0.041759703,951
-0.3573724243192309,1298636,100,0.14999999,-3.56918576233849,-0.39138523,0.058689527,-2.212868,13,1300,-0.86580193,-1.418183803606798e-05,0.0006188628285861452,-0.4457905436140331,0.1,1.5,998.9507692307692,0.05242448,951
-0.429426448319372,1398536,100,0.14999999,-4.291611316306825,-0.3887468,0.13761666,-2.064329,14,1400,-0.86055946,-1.418183803606798e-05,0.0006092998027058007,-0.44462167966441446,0.1,1.5,998.9542857142857,0.13073382,951
-0.3565390813039535,1498436,100,0.14999999,-3.5598322163869214,-0.3844491,0.12775956,-2.2342808,15,1500,-0.87363285,-1.418183803606798e-05,0.0005509182451648395,-0.43874950644038374,0.1,1.5,998.9573333333333,0.12502913,951
-0.40546342709460836,1598336,100,0.14999999,-4.05507529325474,-0.3818219,0.04696281,-1.4526286,16,1600,-0.86112994,-1.418183803606798e-05,0.0005165765379856762,-0.4366691264812728,0.1,1.5,998.96,0.036069673,951
-0.4279395910534361,1698236,100,0.14999999,-4.280436062186712,-0.37821493,0.07546923,-2.1291811,17,1700,-0.85812247,-1.418183803606798e-05,0.000952102819647845,-0.4361556243972824,0.1,1.5,998.9623529411765,0.06004874,951
-0.40144738823706805,1798136,100,0.14999999,-4.020105609864599,-0.37221006,0.062455874,-1.2599008,18,1800,-0.8535511,-1.418183803606798e-05,0.0006042210207184068,-0.4342273890550482,0.1,1.5,998.9644444444444,0.04518549,951
-0.37372073378360576,1898036,100,0.14999999,-3.745517530394378,-0.36789843,0.054030105,-1.0867555,19,1900,-0.85806966,-1.418183803606798e-05,0.0006987889535837797,-0.43104282825128815,0.1,1.5,998.9663157894737,0.04155404,951
-0.36867912363136346,1997936,100,0.14999999,-3.6843564751194564,-0.36374304,0.03386547,-1.7546258,20,2000,-0.8615229,-1.418183803606798e-05,0.0004122711099192745,-0.42792464302029193,0.1,1.5,998.968,0.030335404,951
-0.37384645969480057,2097705,100,0.14999999,-2.754932081555089,-0.3607095,0.082452126,-1.284647,21,2100,-0.8600175,-1.418183803606798e-05,0.0007202893676251861,-0.4253494914333637,0.1,1.5,998.9071428571428,0.069368765,868
-0.33498095003028033,2197605,100,0.14999999,-3.3507193545132066,-0.35625267,0.047203418,-2.02914,22,2200,-0.85308063,-1.418183803606798e-05,0.0007097249150996893,-0.4212418304604963,0.1,1.5,998.9113636363636,0.039456673,868
-0.3621267393023272,2297505,100,0.14999999,-3.6279140994313916,-0.352307,0.04828909,-1.4852889,23,2300,-0.85567164,-1.418183803606798e-05,0.0005202601995848825,-0.4186716091057933,0.1,1.5,998.9152173913044,0.037146226,868
-0.3090954347396189,2397353,100,0.14999999,-2.1099016894782983,-0.34859237,0.026479583,-1.1137493,24,2400,-0.8587571,-1.418183803606798e-05,0.000511681485671861,-0.4141059351738694,0.1,1.5,998.8970833333333,0.026458489,868
-0.3256697435545853,2497253,100,0.14999999,-3.2559163877767436,-0.34594652,0.039415956,-2.7588177,25,2500,-0.8586514,-1.418183803606798e-05,0.0006821048995915635,-0.410568487509098,0.1,1.5,998.9012,0.038758695,868
-0.33056065266408924,2597153,100,0.14999999,-3.3111014242456718,-0.34207064,0.046067845,-0.87247586,26,2600,-0.8579346,-1.418183803606798e-05,0.0005786075708516039,-0.40749126309198225,0.1,1.5,998.905,0.03633789,868
-0.3380326972873563,2696852,100,0.14999999,-2.39147374709874,-0.33843684,0.068472095,-1.6171925,27,2700,-0.86076623,-1.418183803606798e-05,0.0006244870706856816,-0.4049187236177369,0.1,1.5,998.8340740740741,0.054596342,798
-0.338828442712351,2796752,100,0.14999999,-3.3868379124017327,-0.33430445,0.053410124,-1.3962066,28,2800,-0.8553066,-1.418183803606798e-05,0.0007326077615534929,-0.4025583564425445,0.1,1.5,998.84,0.046671834,798
-0.2999180455669145,2896652,100,0.14999999,-3.002239065425552,-0.32963726,0.028786,-1.6045947,29,2900,-0.8527098,-1.418183803606798e-05,0.00045231611285136283,-0.3990190353778677,0.1,1.5,998.8455172413793,0.028591096,798
-0.31283996682012916,2996552,100,0.14999999,-3.133578949525656,-0.32677814,0.10905301,-0.113131285,30,3000,-0.8523754,-1.418183803606798e-05,0.00048619508704279976,-0.3961463997592764,0.1,1.5,998.8506666666667,0.103408575,798
-0.31844118505537145,3096382,100,0.14999999,-2.201412043372534,-0.32331517,0.044484943,-1.3547776,31,3100,-0.86271626,-1.418183803606798e-05,0.00044442398874157104,-0.39363977993011817,0.1,1.5,998.8329032258065,0.034097873,798
-0.27696036922710615,3196282,100,0.14999999,-2.7672212477229077,-0.3199054,0.08352738,-2.2230005,32,3200,-0.8598592,-1.418183803606798e-05,0.00042796720062211323,-0.389993548345649,0.1,1.5,998.838125,0.07936162,798
-0.3091945444814835,3296182,100,0.14999999,-3.0911917504919315,-0.3173005,0.0466877,-1.4542646,33,3300,-0.8677954,-1.418183803606798e-05,0.0004946009191549923,-0.38754509368309853,0.1,1.5,998.8430303030303,0.035765782,798
-0.2565911103705442,3396082,100,0.14999999,-2.5764796987964798,-0.31372392,0.06597617,0.7690457,34,3400,-0.8647945,-1.418183803606798e-05,0.0004643345094296588,-0.3836935059386116,0.1,1.5,998.8476470588236,0.06061683,798
-0.3052472876696426,3495982,100,0.14999999,-3.0466925658258748,-0.3111192,0.04590468,-3.4386601,35,3500,-0.8587328,-1.418183803606798e-05,0.0005725062594355586,-0.38145218541664105,0.1,1.5,998.852,0.04088824,798
-0.2903427000418085,3595882,100,0.14999999,-2.9061011237151964,-0.30703038,0.03867774,-0.4918848,36,3600,-0.85664624,-1.418183803606798e-05,0.0005539635962751842,-0.37892136637845125,0.1,1.5,998.8561111111111,0.038622066,798
-0.22518593324347194,3695782,100,0.14999999,-2.256740240959804,-0.30316818,0.030013386,-0.9478406,37,3700,-0.8564388,-1.418183803606798e-05,0.0004550695275060682,-0.3747663546721005,0.1,1.5,998.86,0.022744909,798
-0.2672166280630184,3795682,100,0.14999999,-2.671038265255622,-0.3008937,0.08177752,-3.3087897,38,3800,-0.85839707,-1.418183803606798e-05,0.0004773124601689538,-0.3719360987087036,0.1,1.5,998.8636842105263,0.07555718,798
-0.2876303257120407,3895549,100,0.14999999,-1.8816252348081082,-0.2977653,0.05813051,-2.3505602,39,3900,-0.8659528,-1.418183803606798e-05,0.0004999091848769049,-0.36977441222160967,0.1,1.5,998.858717948718,0.044957567,798
-0.28517466114485823,3995449,100,0.14999999,-2.85082837173124,-0.29408026,0.053796314,-2.625789,40,4000,-0.86145705,-2.741495607799932e-06,0.00047803083725577925,-0.3676594184446909,0.1,1.5,998.86225,0.03826075,798
-0.27233006273257243,4095284,100,0.14999999,-1.7379419465295893,-0.29029852,0.067864284,-0.48105866,41,4100,-0.85763097,-2.741495607799932e-06,0.00045760980149215383,-0.36533431220780993,0.1,1.5,998.849756097561,0.058496833,798
-0.21779304492741197,4195184,100,0.14999999,-2.176215794214647,-0.28685805,0.07942037,-0.76986104,42,4200,-0.8634806,-2.741495607799932e-06,0.0003227465466274313,-0.36182142489161,0.1,1.5,998.8533333333334,0.076945014,798
-0.21803054099450322,4295061,100,0.14999999,-1.1912613882636636,-0.28489068,0.03890945,-0.72793734,43,4300,-0.85578614,-2.741495607799932e-06,0.0004488755500201036,-0.3584774508474912,0.1,1.5,998.8513953488372,0.02913457,798
-0.26729936632113593,4394961,100,0.14999999,-2.667688928611442,-0.28231168,0.1361325,-0.56383175,44,4400,-0.8586996,-2.741495607799932e-06,0.0006711725534930349,-0.35640522165371047,0.1,1.5,998.8547727272727,0.12858936,798
-0.22817119183212067,4494861,100,0.14999999,-2.2883616990145774,-0.2778431,0.042551566,-3.215536,45,4500,-0.8458407,-2.741495607799932e-06,0.0004003086341526313,-0.353555576546564,0.1,1.5,998.858,0.033068586,798
-0.20981534440230537,4594761,100,0.14999999,-2.095280186906052,-0.2751652,0.08460605,0.14002684,46,4600,-0.8425338,-2.741495607799932e-06,0.000399194961738321,-0.35043078889125406,0.1,1.5,998.8610869565217,0.081190586,798
-0.23352594091360626,4694661,100,0.14999999,-2.336611865863537,-0.27278554,0.02842488,-3.97539,47,4700,-0.8344148,-2.741495607799932e-06,0.0003844113253543262,-0.34794345170024027,0.1,1.5,998.8640425531914,0.028338637,798
