EpRewMean,Weights,MeanIW,Bound,InitialReturnStd,StdIW,ReturnMean,TimestepsSoFar,EpLenMean,InitialReturnMin,PlainReturnStd,Iteration,InitialReturnMean,InitialReturnMax,PlainReturnMean,MeanIWNorm,NumTrajectories,UncReturnMax,PlainReturnMin,MaxIW,UncReturnMean,BatchSize,ESSRenyi,MaxIWNorm,ESSClassic,TimeElapsed,PlainReturnMax,ReturnMeanIw,UncReturnStd,EpThisIter,D2,InitialBound,StdIWNorm,IterType,UndEpRewMean,MinIW,MinIWNorm,UncReturnMin
-0.7177913320682601,[ 0.00477185 -0.0114901 ],1.0,-1.5309463,0.9139015695078585,,-0.7177913320682601,99900,999.0,-5.323348958454303,0.9139015695078585,,-0.7177913320682601,-0.00012446295984471956,-0.7177913320682601,0.009999998,100,-0.00012446295984471956,-5.323348958454303,1.0,-0.7177913320682601,100,100.0,0.01,100.0,46.41678714752197,-0.00012446295984471956,-0.7177913,0.9139015695078585,100,,-1.5309463,1.8626451e-09,1,-0.7177913320682601,1.0,0.01,-5.323348958454303
1.553417806158948,[ 0.00477185 -0.0114901 ],1.0689864,-10.220619,13.88957340353167,1.2462738,0.41781323704534384,199612,997.12,-3.0856862578835593,13.88957340353167,1,1.553417806158948,98.78635070056826,1.553417806158948,0.01,200,98.78635070056826,-3.0856862578835593,8.452172,1.553417806158948,100,42.917591202224514,0.07906716,42.38729609255544,91.13712358474731,98.78635070056826,12.813293,13.88957340353167,100,0.84588844,-13.536448,0.011658463,1,1.553417806158948,0.094671845,0.0008856225,-3.0856862578835593
2.3014316157741073,[-0.05230748  1.2444732 ],1.0522882,-1.8702812,16.882634409339413,3.1223335,1.0456860299549318,299122,995.1,-4.780263638941706,16.882634409339413,2,2.3014316157741073,99.16927069945064,2.3014316157741073,0.010000002,300,99.16927069945064,-4.780263638941706,30.525318,2.3014316157741073,100,17.511745462974652,0.29008514,10.199723899583718,135.21072220802307,99.16927069945064,34.32907,16.882634409339413,100,1.7422984,-12.846925,0.029671848,1,2.3014316157741073,0.013237428,0.0001257966,-4.780263638941706
17.447243902038856,[-0.17953198  2.7615638 ],0.7973774,19.28139,39.17668270855515,0.78927904,5.146075497975912,394991,958.69,-7.469752013400829,39.17668270855515,3,17.447243902038856,99.31469762131977,17.447243902038856,0.010000002,400,99.31469762131977,-7.469752013400829,3.4891214,17.447243902038856,100,33.533694763158465,0.043757465,50.51038959675432,177.68919324874878,99.31469762131977,45.478973,39.17668270855515,100,1.0926194,2.2766724,0.009898438,1,17.447243902038856,0.054105103,0.0006785382,-7.469752013400829
54.01588261546373,[-0.21364047  4.291941  ],1.1211331,54.937485,49.38461552245525,1.1910857,14.920036921473477,478146,831.55,-6.964197717556368,49.38461552245525,4,54.01588261546373,99.38089353380433,54.01588261546373,0.01,500,99.38089353380433,-6.964197717556368,7.727357,54.01588261546373,100,42.71898334151698,0.068924524,46.97742538011988,214.26198053359985,99.38089353380433,78.163826,49.38461552245525,100,0.85052675,38.835197,0.010623946,1,54.01588261546373,0.069285445,0.0006179948,-6.964197717556368
77.40841665220358,[-0.2423314  5.6452217],1.0124363,69.29316,40.21361414584876,0.7985806,25.33476687659516,547807,696.61,-8.906098310442218,40.21361414584876,5,77.40841665220358,99.18901705363521,77.40841665220358,0.01,600,99.18901705363521,-8.906098310442218,6.4708357,77.40841665220358,100,64.85960552321315,0.06391352,61.64619914806143,245.4293351173401,99.18901705363521,88.10645,40.21361414584876,100,0.43294513,62.257046,0.007887714,1,77.40841665220358,0.17937002,0.0017716673,-8.906098310442218
86.53697326125948,[-0.22515155  6.617133  ],1.0850812,75.45472,31.610754571167938,0.69548124,34.077939217261495,611772,639.65,-6.425330293496689,31.610754571167938,6,86.53697326125948,99.31621112161382,86.53697326125948,0.01,700,99.31621112161382,-6.425330293496689,4.4971375,86.53697326125948,100,77.15031725170536,0.04144517,70.88102242377163,273.9817750453949,99.31621112161382,92.7266,31.610754571167938,100,0.2594145,71.36618,0.0064094854,1,86.53697326125948,0.17537361,0.0016162256,-6.425330293496689
82.9822238303828,[-0.18630184  7.2749724 ],1.033621,72.41097,35.63332054510181,0.71566665,40.19097479390166,674707,629.35,-6.567187365817182,35.63332054510181,7,82.9822238303828,99.2949289290445,82.9822238303828,0.010000002,800,99.2949289290445,-6.567187365817182,3.6445465,82.9822238303828,100,71.63564046911966,0.035259992,67.5949096108672,301.41494131088257,99.2949289290445,90.331505,35.63332054510181,100,0.33357748,67.81468,0.0069238795,1,82.9822238303828,0.22287883,0.0021562919,-6.567187365817182
92.72246993169449,[-0.17415293  8.132754  ],1.0432637,78.15554,22.28346351679385,0.2843476,46.02780758698975,727485,527.78,-6.036674798279401,22.28346351679385,8,92.72246993169449,99.14044090465393,92.72246993169449,0.01,900,99.14044090465393,-6.036674798279401,2.0300326,92.72246993169449,100,94.26901018532722,0.01945848,93.08503727836674,324.97348141670227,99.14044090465393,93.75304,22.28346351679385,100,0.059017714,77.57852,0.0027255581,1,92.72246993169449,0.5093367,0.0048821475,-6.036674798279401
91.76883332049174,[-0.1813154  8.490049 ],1.0056605,77.96922,23.57681653584329,0.36416975,50.60191016033995,781664,541.79,-4.2275751584031305,23.57681653584329,9,91.76883332049174,99.1032543259933,91.76883332049174,0.01,1000,99.1032543259933,-4.2275751584031305,2.1478114,91.76883332049174,100,88.94068590903346,0.021357222,88.40710141338089,348.9503300189972,99.1032543259933,94.02111,23.57681653584329,100,0.11720051,76.630554,0.0036211996,1,91.76883332049174,0.41083694,0.004085245,-4.2275751584031305
