Iteration,LQGmu1_higher,LQGmu1_actor,ReturnLastEpisode,LQGsigma_higher,Regret,TimeElapsed,Regret/t,ReturnMean
1,-1.0,-1.0149614,17.196317585607243,0.01831564,0.20368241439275536,0.13825392723083496,0.20368241439275536,0.9882941141153588
2,-0.9591837,-0.9527167,17.24414725658211,0.01831564,0.3595351578106438,0.15874409675598145,0.1797675789053219,0.9896685299479699
3,-0.9183673,-0.9559684,17.24463574205585,0.01831564,0.5148994157547939,0.17484307289123535,0.17163313858493132,0.9901360265181074
4,-0.877551,-0.86801356,17.29816365958199,0.01831564,0.6167357561728011,0.1943371295928955,0.15418393904320027,0.991138854077977
5,-0.8367347,-0.81221133,17.34788230750893,0.01831564,0.6688534486638709,0.2134387493133545,0.13377068973277417,0.9923120293257026
6,-0.79591835,-0.79729235,17.339356952325094,0.01831564,0.7294964963387756,0.23733901977539062,0.12158274938979592,0.9930124856672532
7,-0.75510204,-0.7418375,17.37420834680524,0.01831564,0.7552881495335342,0.25792503356933594,0.10789830707621917,0.9937989478691829
8,-0.71428573,-0.68725127,17.38358430306519,0.01831564,0.7717038464683412,0.27279138565063477,0.09646298080854265,0.9944561505282448
9,-0.67346936,-0.6717049,17.400789715147948,0.01831564,0.7709141313203922,0.29473185539245605,0.0856571257022658,0.9950771766837779
10,-0.63265306,-0.62822795,17.38353687573361,0.01831564,0.7873772555867795,0.3173236846923828,0.07873772555867795,0.9954748433586967
11,-0.59183675,-0.5679121,17.373385573299775,0.01831564,0.8139916822870035,0.33922433853149414,0.07399924384427305,0.9957471698940075
12,-0.5510204,-0.5411832,17.360629696185754,0.01831564,0.8533619861012482,0.3564329147338867,0.07111349884177069,0.9959130173079443
13,-0.5102041,-0.48685056,17.37911674932672,0.01831564,0.8742452367745273,0.3768332004547119,0.06724963359804056,0.9961350785288483
14,-0.46938777,-0.4668539,17.37833268675104,0.01831564,0.8959125500234855,0.4009413719177246,0.0639937535731061,0.9963221980705113
15,-0.42857143,-0.44113013,17.34503718774882,0.01831564,0.9508753622746653,0.4213602542877197,0.06339169081831102,0.996356799378258
16,-0.3877551,-0.39323834,17.344750265966233,0.01831564,1.0061250963084305,0.4396979808807373,0.0628828185192769,0.9963860449126852
17,-0.3469388,-0.33466232,17.215452301436713,0.01831564,1.1906727948717162,0.45448803901672363,0.07003957616892448,0.9959747370017858
18,-0.30612245,-0.3047051,17.11973763049146,0.01831564,1.4709351643802542,0.47409725189208984,0.08171862024334746,0.9953035275722214
19,-0.26530612,-0.23506153,16.964349766435816,0.01831564,1.9065853979444363,0.4910609722137451,0.10034659989181244,0.9942329540292062
20,-0.2244898,-0.18437678,16.789814605186695,0.01831564,2.5167707927577396,0.5107765197753906,0.125838539637887,0.9927679000208111
21,-0.18367347,-0.16205882,16.482758516756775,0.01831564,3.4340122760009635,0.5321967601776123,0.16352439409528396,0.990602046316363
22,-0.14285715,-0.124438584,15.81236689164613,0.01831564,5.021645384354832,0.5500950813293457,0.22825660837976508,0.9868818041161055
23,-0.10204082,-0.07731031,15.243778546072924,0.01831564,7.177866838281906,0.5697810649871826,0.312081166881822,0.9820643007539183
24,-0.06122449,-0.06402759,14.302334322168711,0.01831564,10.275532516113193,0.5933141708374023,0.42814718817138303,0.9753938397602654
25,-0.020408163,-0.026461923,11.861284268566509,0.01831564,15.814248247546683,0.6087749004364014,0.6325699299018673,0.9636454063274791
26,0.020408163,0.026288107,9.100827120256273,0.01831564,24.113421127290408,0.6240572929382324,0.9274392741265541,0.9466988922915776
27,0.06122449,0.05251058,9.079548306332942,0.01831564,32.43387282095746,0.6416966915130615,1.2012545489243505,0.9309623822457271
28,0.10204082,0.10845897,8.997551908639792,0.01831564,40.83632091231767,0.6593518257141113,1.4584400325827738,0.9161816073228293
29,0.14285715,0.13682373,8.93420734247639,0.01831564,49.302113569841275,0.6781957149505615,1.7000728817186646,0.9022946619701918
30,0.18367347,0.18311058,8.79937879490249,0.01831564,57.902734774938786,0.6988406181335449,1.9300911591646261,0.8890752207376652
31,0.2244898,0.23970586,8.581509770496588,0.01831564,66.7212250044422,0.717416524887085,2.152297580788458,0.8763047367362956
32,0.26530612,0.2639125,8.470515786585278,0.01831564,75.65070921785693,0.732900857925415,2.364084663058029,0.8641330653414927
33,0.30612245,0.30530882,8.255976765529066,0.01831564,84.79473245232786,0.7520763874053955,2.5695373470402383,0.8523254398252738
34,0.3469388,0.34773645,8.003712662436632,0.01831564,94.19101978989123,0.7728517055511475,2.770324111467389,0.8407859706053226
35,0.3877551,0.37707675,7.8100909755741625,0.01831564,103.78092881431706,0.7952463626861572,2.9651693946947733,0.8295879658221396
36,0.42857143,0.40122977,7.638937555591921,0.01831564,113.54199125872515,0.8180310726165771,3.153944201631254,0.8187388389867096
37,0.46938777,0.43497023,7.382060936092812,0.01831564,123.55993032263234,0.8375411033630371,3.3394575762873604,0.808077150788083
38,0.5102041,0.4815904,6.993017259386225,0.01831564,133.96691306324612,0.86566162109375,3.5254450806117403,0.7973882137579461
39,0.5510204,0.5502074,6.348418259742656,0.01831564,145.01849480350347,0.8895049095153809,3.718422943679576,0.7862975319724382
40,0.59183675,0.5976248,5.852877310090107,0.01831564,156.56561749341336,0.9139337539672852,3.914140437335334,0.7750494001531418
41,0.63265306,0.63331604,5.452875024080136,0.01831564,168.5127424693332,0.9324853420257568,4.110066889495932,0.7637892592243718
