ReturnMean,Regret/t,ReturnLastEpisode,Iteration,LQGmu1_actor,TimeElapsed,Regret,LQGmu1_higher,LQGsigma_higher
0.989740183250947,0.17852081143352194,17.221479188566477,1,-0.9780145,0.08119368553161621,0.17852081143352194,-1.0,0.01831564
0.9897330063489216,0.17864568952876425,17.221229432375992,2,-0.97588426,0.10601997375488281,0.3572913790575285,-0.9591837,0.01831564
0.990395222297093,0.16712313203058216,17.25592198296578,3,-0.93045425,0.12439298629760742,0.5013693960917465,-0.9183673,0.01831564
0.9914347318057217,0.1490356665804411,17.30522672976998,4,-0.8585836,0.14723825454711914,0.5961426663217644,-0.877551,0.01831564
0.9922788847432832,0.1343474054668718,17.324405638987404,5,-0.8342946,0.16490840911865234,0.671737027334359,-0.8367347,0.01831564
0.9932170138660653,0.1180239587304636,17.363593274951576,6,-0.7964079,0.18253588676452637,0.7081437523827816,-0.79591835,0.01831564
0.9939466882563466,0.10532762433957034,17.370850382005788,7,-0.74360996,0.20476102828979492,0.7372933703769924,-0.75510204,0.01831564
0.9945570759412444,0.09470687862234772,17.37963834139821,8,-0.72340107,0.22446799278259277,0.7576550289787818,-0.71428573,0.01831564
0.9951191854535418,0.08492617310837265,17.393319471003426,9,-0.64219683,0.24676775932312012,0.7643355579753539,-0.67346936,0.01831564
0.9955229846974373,0.07790006626459345,17.385334895329418,10,-0.64769524,0.27283740043640137,0.7790006626459345,-0.63265306,0.01831564
0.9958780646014532,0.0717216759347136,17.390062227364083,11,-0.6170995,0.2984039783477783,0.7889384352818496,-0.59183675,0.01831564
0.9961688150715564,0.06666261775491833,17.388987022222828,12,-0.5592751,0.3229827880859375,0.79995141305902,-0.5510204,0.01831564
0.9960622131989305,0.06851749033860918,17.3092240386571,13,-0.5438843,0.34630489349365234,0.8907273744019193,-0.5102041,0.01831564
0.9960590685409033,0.0685722073882827,17.33071647096596,14,-0.48343828,0.36676502227783203,0.9600109034359576,-0.46938777,0.01831564
0.9958724337485768,0.0718196527747646,17.282716111814487,15,-0.40858248,0.3826003074645996,1.077294791621469,-0.42857143,0.01831564
0.9957724421456934,0.07355950666493549,17.3003426849825,16,-0.37105247,0.4051072597503662,1.1769521066389679,-0.3877551,0.01831564
0.9953863225729593,0.08027798723050908,17.212226323720312,17,-0.3465339,0.4218268394470215,1.3647257829186543,-0.3469388,0.01831564
0.9951244006610787,0.08483542849723315,17.237688069968456,18,-0.33184958,0.4409935474395752,1.5270377129501966,-0.30612245,0.01831564
0.9942415251745091,0.1001974619635415,17.023285935642907,19,-0.26864427,0.459308385848999,1.9037517773072885,-0.26530612,0.01831564
0.9934725435653062,0.11357774196367157,17.032196938033856,20,-0.23176315,0.47725939750671387,2.2715548392734313,-0.2244898,0.01831564
0.991757031057285,0.1434276596032418,16.659573987605352,21,-0.20081303,0.5023891925811768,3.0119808516680777,-0.18367347,0.01831564
