Iteration,LQGmu1_higher,TimeElapsed,LQGsigma_higher,ReturnMean,LQGmu1_actor,Regret/t,ReturnLastEpisode,Regret
20,-0.61616164,1.1941542625427246,0.14999999,0.9943282177161736,-0.38519645,0.09868901173858138,17.315814102635258,1.9737802347716276
21,-0.5959596,1.2570669651031494,0.14999999,0.9945395009244707,-0.6986047,0.09501268391421089,17.378513872573198,1.9952663621984286
22,-0.57575756,1.3351986408233643,0.14999999,0.9947856616106364,-0.4817508,0.09072948797492812,17.39921762675001,1.9960487354484187
23,-0.5555556,1.3998851776123047,0.14999999,0.9948109008939534,-0.48093668,0.09029032444521087,17.319371273208567,2.07667746223985
24,-0.53535354,1.4461398124694824,0.14999999,0.9941841757807298,-0.24421784,0.10119534141530033,17.04798926827264,2.428688193967208
25,-0.5151515,1.531956434249878,0.14999999,0.994360363294083,-0.55542564,0.09812967868295715,17.375446226893278,2.4532419670739287
26,-0.4949495,1.5886106491088867,0.14999999,0.9940931914564197,-0.2872833,0.10277846865829919,17.181001781958148,2.672240185115779
27,-0.47474748,1.6328248977661133,0.14999999,0.9942495334065342,-0.6806502,0.10005811872630706,17.370670979505487,2.7015692056102907
28,-0.45454547,1.675135612487793,0.14999999,0.9942988982604232,-0.41332301,0.09919917026863814,17.32399243808842,2.777576767521868
29,-0.43434343,1.7130951881408691,0.14999999,0.994452321704364,-0.48553023,0.09652960234406771,17.378218299543903,2.7993584679779637
30,-0.41414142,1.7737631797790527,0.14999999,0.9945939021232729,-0.5689796,0.09406610305505118,17.377375376326427,2.8219830916515356
31,-0.3939394,1.8170547485351562,0.14999999,0.994810286198955,-0.6149695,0.09030102013818488,17.422651467367803,2.799331624283731
32,-0.37373737,1.8720741271972656,0.14999999,0.9947281393468033,-0.38599405,0.09173037536562323,17.263959612583786,2.9353720116999433
33,-0.35353535,1.9106950759887695,0.14999999,0.9927501859984658,-0.13055818,0.12614676362669405,16.17252881201904,4.162843199680903
34,-0.33333334,1.950878620147705,0.14999999,0.9929657999852265,-0.6147548,0.12239508025705934,17.401410470940885,4.161432728740017
35,-0.3131313,2.0094974040985107,0.14999999,0.9930026258947288,-0.38032275,0.12175430943171912,17.300031898629847,4.261400830110169
36,-0.2929293,2.0614659786224365,0.14999999,0.9929383615327809,-0.37383404,0.12287250932961029,17.237990494244197,4.42341033586597
37,-0.27272728,2.102060556411743,0.14999999,0.9925134950881485,-0.22433925,0.13026518546621446,17.003598473616034,4.819811862249935
38,-0.25252524,2.132024049758911,0.14999999,0.9926314871399091,-0.39999717,0.1282121237655808,17.347751159157863,4.872060703092071
39,-0.23232323,2.1551921367645264,0.14999999,0.9924759727313519,-0.32410693,0.13091807447447543,17.166255798587528,5.1058049045045415
40,-0.21212122,2.1824047565460205,0.14999999,0.9922162969234876,-0.26157564,0.13543643353131296,17.08834756325202,5.417457341252518
41,-0.1919192,2.2014830112457275,0.14999999,0.9922606416137095,-0.36166382,0.1346648359214498,17.296199068473076,5.521258272779441
42,-0.17171717,2.2210536003112793,0.14999999,0.9922839967648448,-0.34504998,0.1342584562916971,17.28240310852816,5.638855164251279
43,-0.15151516,2.2442638874053955,0.14999999,0.987987036229836,-0.05960942,0.20902556960085,14.050755671414727,8.98809949283655
44,-0.13131313,2.271942615509033,0.14999999,0.9871715555852618,-0.16631037,0.22321493281644014,16.566642448913182,9.821457043923367
45,-0.11111111,2.2910101413726807,0.14999999,0.9846475161531211,-0.086534314,0.2671332189356909,15.200462191817275,12.02099485210609
46,-0.09090909,2.313872814178467,0.14999999,0.9816668834790252,-0.06761832,0.31899622746495926,14.747168388717963,14.673826463388126
47,-0.07070707,2.3361597061157227,0.14999999,0.9809414042277718,-0.17381766,0.3316195664367691,16.48770684085998,15.586119622528146
48,-0.05050505,2.3580310344696045,0.14999999,0.980637708004139,-0.24050051,0.3369038807279809,16.814733347585065,16.17138627494308
49,-0.030303031,2.3830692768096924,0.14999999,0.9732708157976327,-0.018282596,0.46508780512118875,10.782083824004832,22.789302450938248
50,-0.01010101,2.410550594329834,0.14999999,0.9689597942535461,-0.049613487,0.5400995799882954,13.18432345152348,27.004978999414767
51,0.01010101,2.4310083389282227,0.14999999,0.9599271781473147,0.1690839,0.6972671002367228,8.8443568873419,35.56062211207286
52,0.030303031,2.4561400413513184,0.14999999,0.9514980761708304,0.056019116,0.8439334746275505,9.07608143144024,43.884540680632625
53,0.05050505,2.4791510105133057,0.14999999,0.9432111086635551,0.1447736,0.98812670925414,8.913825090163202,52.37071559046942
54,0.07070707,2.507631540298462,0.14999999,0.9373992563576613,-0.013234563,1.0892529393766919,10.95105686412806,58.81965872634136
55,0.09090909,2.531792640686035,0.14999999,0.9299054390741348,0.031204108,1.219645360110053,9.139163920288448,67.08049480605291
56,0.11111111,2.55669903755188,0.14999999,0.9299095885865984,-0.10804082,1.2195731585931853,16.18439792483454,68.29609688121838
57,0.13131313,2.5883231163024902,0.14999999,0.9301457892547298,-0.13583432,1.2154632669677,16.41469066405949,69.28140621715889
58,0.15151516,2.6144511699676514,0.14999999,0.9233003549287753,0.024982378,1.3345738242393093,9.276124411278946,77.40528180587994
59,0.17171717,2.6425158977508545,0.14999999,0.9152867193481774,0.3728975,1.4740110833417126,7.838627888718892,86.96665391716104
60,0.1919192,2.672978639602661,0.14999999,0.9078430507732008,0.32299572,1.6035309165463056,8.154798924382701,96.21185499277834
61,0.21212122,2.7202529907226562,0.14999999,0.9006111471443762,0.3287712,1.7293660396878558,8.120526571819136,105.4913284209592
62,0.23232323,2.7641711235046387,0.14999999,0.8937737816819785,0.29830196,1.8483361987335751,8.294484099477554,114.59684432148165
63,0.25252524,2.801252603530884,0.14999999,0.8861448450534036,0.45871902,1.9810796960707764,7.188823469022743,124.80802085245891
64,0.27272728,2.8383450508117676,0.14999999,0.8793226477482978,0.3753791,2.099785929179617,7.821721384963406,134.3862994674955
65,0.2929293,2.8851945400238037,0.14999999,0.8738097906139343,0.065850556,2.1957096433175436,9.06517265185515,142.72112681564033
66,0.3131313,2.9173738956451416,0.14999999,0.8678975527505807,0.27528688,2.2985825821398955,8.414676394407229,151.70645042123311
67,0.33333334,2.946072816848755,0.14999999,0.862351623624778,0.22688535,2.3950817489288614,8.63597324299939,160.47047717823372
68,0.35353535,2.97725248336792,0.14999999,0.8560342215618916,0.41585082,2.5050045448230853,7.530168130263917,170.3403090479698
69,0.37373737,3.0243799686431885,0.14999999,0.850039897377917,0.39303336,2.6093057856242434,7.6982098398970304,180.04209920807278
70,0.3939394,3.051931381225586,0.14999999,0.8438436424232776,0.45210695,2.7171206218349675,7.2436556796250615,190.1984435284477
71,0.41414142,3.09628963470459,0.14999999,0.8379478850573778,0.43279323,2.8197068000016237,7.3992607283324165,200.1991828001153
72,0.43434343,3.1428911685943604,0.14999999,0.832676702531703,0.35199913,2.9114253759483653,7.976555731832986,209.6226270682823
73,0.45454547,3.197248935699463,0.14999999,0.8247777616119537,0.7145995,3.048866947952003,4.455339867786065,222.56728720049622
74,0.47474748,3.2750813961029053,0.14999999,0.8183365072759479,0.57852805,3.1609447733985054,6.0573739690068225,233.9099132314894
75,0.4949495,3.3486790657043457,0.14999999,0.8141104482513973,0.20445865,3.2344782004256847,8.724048199563054,242.58586503192635
76,0.5151515,3.4015727043151855,0.14999999,0.8079961315148093,0.5763811,3.3408673116423158,6.079949347110345,253.905915684816
77,0.53535354,3.453355312347412,0.14999999,0.8012609215118411,0.66854566,3.4580599656939617,5.035298326380958,266.27061735843506
78,0.5555556,3.513742446899414,0.14999999,0.7960247955307098,0.49923277,3.549168557765647,6.835469852714635,276.83514750572044
79,0.57575756,3.556882858276367,0.14999999,0.7900213800241399,0.6205567,3.653627987579964,5.598536486903253,288.6366110188172
80,0.5959596,3.598238706588745,0.14999999,0.7856522822411064,0.39770347,3.7296502890047476,7.664587898437382,298.3720231203798
81,0.61616164,3.6333446502685547,0.14999999,0.7779415371332719,0.8319583,3.8638172538810682,2.802825556013271,312.96919756436654
82,0.6363636,3.6703436374664307,0.14999999,0.770066257651227,0.86452943,4.000847116868648,2.2997339811373907,328.06946358322915
83,0.65656567,3.706333637237549,0.14999999,0.7635859162193535,0.7458177,4.113605057783249,4.040243787219492,341.42921979600965
84,0.67676765,3.741969108581543,0.14999999,0.7575948134588667,0.7088542,4.217850245815719,4.529799147489231,354.2994206485204
85,0.6969697,3.7787585258483887,0.14999999,0.7500786753454747,0.87926507,4.348631048988741,2.065781484477427,369.633639164043
86,0.7171717,3.8152923583984375,0.14999999,0.7463365423691329,0.42609486,4.413744162777089,7.451641165213373,379.58199799882965
87,0.7373737,3.8522400856018066,0.14999999,0.7377941957388188,0.9969832,4.562380994144555,0.05485150825329996,396.9271464905763
88,0.75757575,3.889587640762329,0.14999999,0.7322718275287836,0.72023124,4.658470200999168,4.381768802649583,409.94537768792674
89,0.7777778,3.926780939102173,0.14999999,0.7250634996322072,0.9091775,4.783895106399597,1.578713218362621,425.7666644695641
90,0.7979798,3.9637787342071533,0.14999999,0.7210945778483168,0.5449567,4.852954345439289,6.400773380028096,436.765891089536
91,0.8181818,4.000467300415039,0.14999999,0.7140211533899773,0.9230684,4.976031931014396,1.346985367225978,452.81890572231003
92,0.83838385,4.036036014556885,0.14999999,0.7062600538966081,1.0061901,5.1110750621990215,,470.21890572231
93,0.85858583,4.0727434158325195,0.14999999,0.6986658597686874,1.0202198,5.243214040024839,,487.61890572231
94,0.8787879,4.1080873012542725,0.14999999,0.6924465398048659,0.88432926,5.351430207395334,1.9844662271485742,503.0344394951614
95,0.8989899,4.146099328994751,0.14999999,0.6851576288595516,1.3064482,5.478257257843804,,520.4344394951614
96,0.9191919,4.183477401733398,0.14999999,0.6819918231739043,0.52096796,5.533342276774067,6.633580924851059,531.2008585703104
97,0.93939394,4.221151113510132,0.14999999,0.6778786024866508,0.677597,5.604912316732279,4.92436384727939,543.676494723031
98,0.959596,4.258887052536011,0.14999999,0.6709614738898482,1.1439943,5.725270354316643,,561.076494723031
99,0.97979796,4.295243501663208,0.14999999,0.6642349751925497,0.99517417,5.842311431649637,0.08766298971699338,578.3888317333141
100,1.0,4.341151714324951,0.14999999,0.6575926254406242,1.1554397,5.957888317333141,,595.788831733314
101,-0.3939394,4.383824110031128,0.14999999,0.6609461042362682,-0.46199313,5.899537786288933,17.335515318131833,595.8533164151822
102,-0.33333334,4.435527563095093,0.14999999,0.6641837117940657,-0.32842717,5.8432034147832566,17.246568107290116,596.0067483078922
103,-0.57575756,4.484493255615234,0.14999999,0.667429175636257,-0.75086987,5.7867323439291285,17.373316883191908,596.0334314247002
104,-0.6969697,4.520582437515259,0.14999999,0.6706176194555066,-0.73101676,5.731253421474183,17.3830755913851,596.050355833315
105,-0.65656567,4.556777238845825,0.14999999,0.6737732606291255,-0.5802365,5.676345265053216,17.434103002727323,596.0162528305877
106,-0.5959596,4.5913121700286865,0.14999999,0.6768419388198815,-0.6874226,5.622950264534061,17.38352478997728,596.0327280406104
107,-0.43434343,4.625169277191162,0.14999999,0.6797824312848059,-0.35578716,5.571785695644376,17.25165860666225,596.1810694339482
108,-0.8989899,4.660272121429443,0.14999999,0.6826635490337158,-0.94705415,5.521654246813343,17.242410778107132,596.3386586558411
109,-0.8181818,4.695455074310303,0.14999999,0.6854691787055468,-1.0532218,5.472836290523484,17.19950298878126,596.5391556670598
110,-0.41414142,4.73151707649231,0.14999999,0.688251922510362,-0.33472762,5.4244165483197,17.253335351892872,596.685820315167
111,-0.5151515,4.76743483543396,0.14999999,0.691053222590789,-0.53111196,5.375673926920267,17.386014427017432,596.6998058881496
112,-0.67676765,4.804637908935547,0.14999999,0.6938123327581103,-0.6706456,5.327665410008878,17.401279967155283,596.6985259209944
113,-0.47474748,4.842010974884033,0.14999999,0.6965133132848874,-0.64545506,5.280668348842957,17.38300250174029,596.715523419254
114,-0.6363636,4.878843307495117,0.14999999,0.6991767208442484,-0.6698799,5.234325057310075,17.40246688590547,596.7130565333485
115,-0.83838385,4.914266347885132,0.14999999,0.7017451517947773,-0.8441559,5.189634358770873,17.305105274698125,596.8079512586504
116,-0.25252524,4.9505016803741455,0.14999999,0.7011538720037351,-0.009705618,5.199922627135007,11.016926510989625,603.1910247476608
117,-0.7979798,4.9893481731414795,0.14999999,0.7036770614164048,-0.5259963,5.1560191313545545,17.33678637917787,603.2542383684829
118,-0.7373737,5.026987791061401,0.14999999,0.7061465527462564,-0.8613322,5.113049982215136,17.31434046709688,603.339897901386
119,-0.45454547,5.065964221954346,0.14999999,0.7086060575726295,-0.49781963,5.070254598236245,17.379600711272964,603.3602971901131
120,-0.75757575,5.102099657058716,0.14999999,0.7110281465538498,-0.48331574,5.02811024996301,17.387067194551904,603.3732299955612
121,-0.5555556,5.1432294845581055,0.14999999,0.7134232415069445,-0.479528,4.98643559777916,17.414522664282917,603.3587073312783
122,-0.61616164,5.179064035415649,0.14999999,0.7157386232963513,-0.51269305,4.946147954643481,17.328656864773667,603.4300504665047
123,-0.3131313,5.215717554092407,0.14999999,0.7179707970762155,-0.3656148,4.9073081308738455,17.231150369021616,603.598900097483
124,-0.1919192,5.252751111984253,0.14999999,0.719477885354212,-0.113440566,4.881084794836707,15.744385537731363,605.2545145597517
125,-0.8787879,5.303050756454468,0.14999999,0.7216652451235415,-0.9197805,4.843024734850374,17.27642270345491,605.3780918562968
126,-0.17171717,5.345808744430542,0.14999999,0.7236630519539314,-0.22680598,4.80826289600159,16.936966960096424,605.8411248962004
127,-0.37373737,5.385972499847412,0.14999999,0.7258222011375063,-0.55914164,4.770693700207388,17.363024969862238,605.8780999263382
128,-0.93939394,5.429361581802368,0.14999999,0.7279345621104593,-0.82624304,4.733938619278007,17.333956658753372,605.9441432675849
129,-0.9191919,5.465589284896851,0.14999999,0.7299688189693813,-0.9678584,4.698542549932763,17.232154326258392,606.1119889413264
130,-0.7171717,5.513075351715088,0.14999999,0.7320348930638336,-0.7551905,4.662592860689292,17.374917051718384,606.137071889608
131,-0.7777778,5.565436363220215,0.14999999,0.7340514900113428,-0.84037626,4.627504073802631,17.334038221463395,606.2030336681446
132,-0.2929293,5.603410243988037,0.14999999,0.7324458754778415,0.046789765,4.6554417666855565,9.08472046565112,614.5183132024935
133,-1.0,5.645102024078369,0.14999999,0.7343709112717983,-1.0090306,4.621946143870707,17.19947606768954,614.718837134804
134,-0.85858583,5.69399881362915,0.14999999,0.7363070153126365,-0.88885283,4.5882579335601195,17.292274037747962,614.826563097056
135,-0.959596,5.745421409606934,0.14999999,0.7382323530988807,-0.8247283,4.554757056079473,17.334360526327195,614.8922025707288
136,-0.97979796,5.817840814590454,0.14999999,0.7400781109771719,-0.98257655,4.522640868997206,17.213044387108884,615.0791581836199
137,-0.4949495,5.883472919464111,0.14999999,0.7419635001608006,-0.49224517,4.489835097202066,17.371749866936838,615.1074083166831
138,-0.23232323,5.926747560501099,0.14999999,0.7437755422357267,-0.34103394,4.458305565098351,17.261240333110585,615.2461679835725
139,-0.21212122,5.966454267501831,0.14999999,0.7452566338069839,-0.15968558,4.432534571758477,16.523862509144113,616.1223054744283
140,-0.53535354,6.0001060962677,0.14999999,0.7470192682497679,-0.35503304,4.401864732454034,17.261242930863546,616.2610625435648
141,-0.27272728,6.033185720443726,0.14999999,0.7487952131067066,-0.38545385,4.370963291943301,17.35523837955935,616.3058241640055
142,-0.05050505,6.062034845352173,0.14999999,0.7471533012626094,0.120614044,4.399532558030595,8.97220092366095,624.7336232403445
143,-0.13131313,6.094415187835693,0.14999999,0.7478445093316628,-0.05122628,4.387505537629065,14.720331359388254,627.4132918809563
144,-0.07070707,6.130431413650513,0.14999999,0.7473591637684234,-0.012165293,4.395950550429434,11.796412619117845,633.0168792618384
145,0.13131313,6.1633241176605225,0.14999999,0.7452452834252078,0.39685452,4.432732068401384,7.670729343637803,642.7461499182007
146,0.11111111,6.193625211715698,0.14999999,0.7435770961206406,0.20301476,4.461758527500854,8.729404903075869,651.4167450151248
147,-0.35353535,6.227763414382935,0.14999999,0.7453225802940067,-0.62237406,4.431387102884284,17.402840891134897,651.4139041239898
148,-0.11111111,6.262588977813721,0.14999999,0.7462147374516926,-0.07924493,4.41586356834055,15.26609600958847,653.5478081144014
149,-0.09090909,6.293606996536255,0.14999999,0.7447025828343717,0.06704749,4.442175058681935,9.063724370793091,661.8840837436082
150,-0.15151516,6.328843832015991,0.14999999,0.7432100209944067,0.06825365,4.4681456346973265,9.062238539009286,670.2218452045989
151,-0.01010101,6.3594300746917725,0.14999999,0.7416830840319839,0.14241965,4.494714337843483,8.919980190232986,678.7018650143659
152,0.07070707,6.392788648605347,0.14999999,0.7403043954965692,0.007825032,4.518703518359698,9.258930223691886,686.842934790674
153,-0.030303031,6.422547817230225,0.14999999,0.7416580742062711,-0.13853279,4.495149508810885,16.48505994260872,687.7578748480653
154,0.15151516,6.459599494934082,0.14999999,0.7402126500936371,0.08951873,4.520299888370714,9.031692038975345,696.12618280909
155,0.09090909,6.4920079708099365,0.14999999,0.7382819406692447,0.3965988,4.553894232355143,7.672576794042798,705.8536060150471
156,0.030303031,6.524399280548096,0.14999999,0.7384515629427899,-0.022614606,4.550942804795456,13.30652846695607,709.9470775480911
157,0.2929293,6.5554518699646,0.14999999,0.7366446958143248,0.36177015,4.582382292830748,7.913057573663632,719.4340199744274
158,0.05050505,6.597702503204346,0.14999999,0.7376123734811725,-0.089364655,4.565544701427599,15.477957148866883,721.3560628255606
159,0.01010101,6.646131277084351,0.14999999,0.7362531243777601,0.05806467,4.589195635826973,9.073956729071766,729.6821060964888
160,0.4949495,6.690977573394775,0.14999999,0.7338473293009622,0.5732166,4.631056470163258,6.113070870367543,740.9690352261213
161,0.33333334,6.728868007659912,0.14999999,0.7323464717679927,0.2435849,4.657171391236928,8.564441236975807,749.8045939891455
162,0.3131313,6.769530773162842,0.14999999,0.7303606717317481,0.46390557,4.691724311867582,7.145255466597049,760.0593385225484
163,0.23232323,6.8045103549957275,0.14999999,0.7286269639714649,0.37982762,4.721890826896512,7.79113373841692,769.6682047841315
164,0.1919192,6.8363165855407715,0.14999999,0.727324639200046,0.12526232,4.744551277919203,8.961795205382248,778.1064095787492
165,0.21212122,6.867440462112427,0.14999999,0.7258586857740913,0.26882333,4.770058867530814,8.44669643616489,787.0597131425843
166,0.43434343,6.913116455078125,0.14999999,0.7237256401481077,0.53805244,4.807173861422928,6.4688521463781825,797.9908609962062
167,0.17171717,6.962381362915039,0.14999999,0.7239954175712137,-0.047702536,4.802479734260887,13.376745374638114,802.0141156215681
168,0.27272728,7.006798505783081,0.14999999,0.7222864425588776,0.40627503,4.832215899475533,7.601844509678604,811.8122711118895
169,0.37373737,7.045966625213623,0.14999999,0.7206715295960263,0.37578124,4.860315385029146,7.818971041963674,821.3933000699258
170,0.5959596,7.082408428192139,0.14999999,0.7184929572316537,0.5749006,4.898222544169228,6.095467561156841,832.6978325087689
171,0.35353535,7.123503923416138,0.14999999,0.7170343051511795,0.32181954,4.923603090369481,8.161704055587688,841.9361284531813
172,0.7171717,7.162802457809448,0.14999999,0.7150461089510857,0.5321749,4.958197704251114,6.526123321989798,852.8100051311915
173,0.41414142,7.199171304702759,0.14999999,0.7126754014434452,0.64596915,4.999448014884058,5.305498556249549,864.9045065749419
174,0.3939394,7.238599538803101,0.14999999,0.7113682752193735,0.2695577,5.022192011182904,8.443096629116548,873.8614099458254
175,0.25252524,7.2755653858184814,0.14999999,0.709645109425245,0.46561742,5.052175096000741,7.130768145695755,884.1306418001296
176,0.5555556,7.318962335586548,0.14999999,0.7076728434290641,0.5542311,5.086492524334286,6.307957517295214,895.2226842828344
177,0.9191919,7.356391668319702,0.14999999,0.7036746917712728,1.1160349,5.156060363179855,,912.6226842828344
178,0.7979798,7.388351917266846,0.14999999,0.6999344561534424,0.96309114,5.221140462930104,0.6596818812758058,929.3630024015586
179,0.5151515,7.424510478973389,0.14999999,0.6983422894154079,0.45498374,5.248844164171907,7.2198970147872465,939.5431053867713
180,0.47474748,7.460356950759888,0.14999999,0.6967902727298794,0.4464126,5.275849254500102,7.290239576752919,949.6528658100184
181,0.57575756,7.5052502155303955,0.14999999,0.6951946211843668,0.46937206,5.30361359139202,7.098805768062805,959.9540600419556
182,0.53535354,7.537923097610474,0.14999999,0.6934503388698054,0.5273577,5.333964103665388,6.572593174854867,970.7814668671007
183,0.93939394,7.5616724491119385,0.14999999,0.6899070971577695,0.9559964,5.395616509454813,0.7836456368699509,987.3978212302308
184,0.67676765,7.586213111877441,0.14999999,0.6883751209008033,0.46927816,5.422272896326025,7.099608306242076,997.6982129239886
185,0.45454547,7.609726428985596,0.14999999,0.6869724132816739,0.4247045,5.446680008898877,7.46241127769639,1007.6358016462923
186,0.75757575,7.633899927139282,0.14999999,0.6841595202329729,0.82886016,5.4956243479462765,2.84967292828488,1022.1861287180075
187,0.65656567,7.659305095672607,0.14999999,0.6816225200355193,0.774056,5.539768151381968,3.6494844095795544,1035.936644308428
188,0.61616164,7.696085214614868,0.14999999,0.679892855365072,0.56461763,5.569864316647751,6.202152778650983,1047.134491529777
189,0.6363636,7.7328314781188965,0.14999999,0.6774870794781168,0.7547288,5.6117248170807725,3.9185011015110014,1060.615990428266
190,0.6969697,7.771044015884399,0.14999999,0.6739213580071793,1.0518117,5.673768370675085,,1078.0159904282662
191,0.8787879,7.807479619979858,0.14999999,0.6711735848290784,0.84561205,5.7215796239740415,2.594282249224236,1092.821708179042
192,0.7777778,7.845384359359741,0.14999999,0.6693879611735779,0.61034226,5.752649475579752,5.713008867729502,1104.5086993113125
193,0.8181818,7.885178804397583,0.14999999,0.6677194208533695,0.57979065,5.781682077151377,6.044058421096853,1115.8646408902157
194,-0.65656567,7.9301886558532715,0.14999999,0.669373454757361,-0.28802213,5.752901887221924,17.20167476916245,1116.0629661210533
195,-0.6969697,7.9696269035339355,0.14999999,0.6710661113434154,-0.64721483,5.723449662624572,17.390281909261674,1116.0726842117915
196,-0.67676765,8.004408359527588,0.14999999,0.6727442286985862,-0.55806684,5.694250420644601,17.399601765449503,1116.073082446342
197,-0.57575756,8.039111375808716,0.14999999,0.6744015167993023,-0.7134775,5.665413607692144,17.38660173098953,1116.0864807153523
198,-0.6363636,8.073667764663696,0.14999999,0.6760409399780867,-0.5396335,5.636887644381294,17.382727127856143,1116.1037535874962
199,-0.5959596,8.11083173751831,0.14999999,0.6776614541816538,-0.65935445,5.608690697239225,17.374304836890477,1116.1294487506057
200,-0.5151515,8.147365808486938,0.14999999,0.6790294209334207,-0.15535131,5.584888075758483,16.551833598908978,1116.9776151516967
201,-0.3939394,8.181952953338623,0.14999999,0.6806184187250561,-0.47262746,5.557239514184025,17.372472800707584,1117.005142350989
202,-0.47474748,8.220848560333252,0.14999999,0.6821915316897159,-0.7419404,5.529867348598948,17.371937934001625,1117.0332044169875
203,-0.5555556,8.243496417999268,0.14999999,0.6836810660464161,-0.2594809,5.503949450792364,17.131465906137496,1117.3017385108499
204,-0.75757575,8.26646900177002,0.14999999,0.6851979088295939,-0.90966874,5.477556386365074,17.280235692374845,1117.4215028184751
205,-0.45454547,8.301525354385376,0.14999999,0.6866422305347232,-0.26826727,5.452425188695822,17.074339135831572,1117.7471636826435
206,-0.7979798,8.355011701583862,0.14999999,0.6881401469549078,-0.84280753,5.426361442984608,17.316706427814147,1117.8304572548293
207,-0.7373737,8.403561353683472,0.14999999,0.689619158251631,-0.86287344,5.400626646421627,17.300741445552514,1117.9297158092768
208,-0.83838385,8.436654329299927,0.14999999,0.6910895204039138,-0.85117924,5.375042344971906,17.320908055120505,1118.0088077541564
209,-0.33333334,8.469659328460693,0.14999999,0.6922103674120911,-0.13276532,5.355539607029623,16.101029884964984,1119.3077778691913
210,-0.61616164,8.511381387710571,0.14999999,0.6936725794272107,-0.5101337,5.330097117966539,17.387383096218024,1119.3203947729733
211,-0.41414142,8.575579166412354,0.14999999,0.6950390087739927,-0.266829,5.306321247332533,17.08661158580877,1119.6337831871645
212,-0.43434343,8.639853715896606,0.14999999,0.6964803688469192,-0.46314967,5.2812415820636085,17.410567789679398,1119.623215397485
213,-0.37373737,8.7014741897583,0.14999999,0.6978878688663942,-0.44722244,5.256751081724746,17.335234990114195,1119.6879804073708
214,-0.7171717,8.749170780181885,0.14999999,0.699289255825827,-0.7395938,5.232366948630615,17.36145340041933,1119.7265270069515
215,-0.8989899,8.802872896194458,0.14999999,0.7006665271296689,-0.81360143,5.208402427943764,17.320004999042176,1119.8065220079093
216,-0.93939394,8.86060118675232,0.14999999,0.7020257636161373,-0.88019276,5.184751713079214,17.30015198279911,1119.9063700251102
217,-0.8181818,8.921773195266724,0.14999999,0.7033753527172959,-0.84402966,5.161268862719055,17.31102681507533,1119.995343210035
218,-0.7777778,8.976490259170532,0.14999999,0.7047301346760707,-0.71537626,5.137695656636372,17.377690063305828,1120.0176531467291
219,-0.8787879,9.033752679824829,0.14999999,0.7060435061497734,-0.9227361,5.114842992993944,17.26703768105539,1120.1506154656738
220,-0.4949495,9.080096006393433,0.14999999,0.7073264107196087,-0.35945818,5.092520453478813,17.19611570033494,1120.354499765339
