Iteration,ReturnLastEpisode,ReturnMean,Regret,LQGsigma_higher,LQGmu1_higher,LQGmu1_actor,Regret/t,TimeElapsed
18,17.396741657703082,0.9943423834279022,1.77196551038109,0.14999999,-0.65656567,-0.63355994,0.09844252835450501,0.7068734169006348
19,17.35303962969193,0.9944981068339712,1.8189258806891573,0.14999999,-0.6363636,-0.4588186,0.09573294108890301,0.7288594245910645
20,17.391817447039166,0.9947496884090519,1.8271084336499896,0.14999999,-0.61616164,-0.7345276,0.09135542168249948,0.7629234790802002
21,17.358505115979497,0.9948861430824563,1.868603317670491,0.14999999,-0.5959596,-0.77534056,0.08898111036526148,0.7777693271636963
22,17.376382368886315,0.9950568940731866,1.8922209487841748,0.14999999,-0.57575756,-0.4615634,0.0860100431265534,0.7956697940826416
23,17.392116598229496,0.9952521130670798,1.9001043505546775,0.14999999,-0.5555556,-0.70122075,0.08261323263281206,0.8146653175354004
24,17.401244501592537,0.9954529218176195,1.8988598489621396,0.14999999,-0.53535354,-0.49480575,0.07911916037342248,0.8306593894958496
25,17.341782942923167,0.9955009726297956,1.9570769060389708,0.14999999,-0.5151515,-0.45751008,0.07828307624155884,0.8532817363739014
26,17.390354868842063,0.9956526922254713,1.9667220371969059,0.14999999,-0.4949495,-0.5254286,0.07564315527680407,0.867821455001831
27,17.385509898283647,0.9957828604961406,1.981212138913257,0.14999999,-0.47474748,-0.6245496,0.07337822736715767,0.8872041702270508
28,17.419683955771998,0.9959738748293491,1.961528183141258,0.14999999,-0.45454547,-0.5973778,0.07005457796933065,0.9055373668670654
29,17.16383537751143,0.995644683302359,2.1976928056298277,0.14999999,-0.43434343,-0.33085617,0.07578251053895958,0.9233205318450928
30,17.282010792522676,0.9955638275610977,2.31568201310715,0.14999999,-0.41414142,-0.38210884,0.07718940043690499,0.9441356658935547
31,17.38922852183098,0.9956869605278531,2.326453491276169,0.14999999,-0.3939394,-0.5084091,0.07504688681536029,0.9626617431640625
32,17.140616701979425,0.9953558965709473,2.585836789296742,0.14999999,-0.37373737,-0.27338648,0.0808073996655232,0.9805901050567627
33,17.398959504887735,0.9954948149000193,2.586877284409006,0.14999999,-0.35353535,-0.5407192,0.07839022073966685,0.9981789588928223
34,17.373359614563384,0.9955822892666575,2.6135176698456206,0.14999999,-0.33333334,-0.5150467,0.07686816676016531,1.0207633972167969
35,17.24663105622694,0.9954566722272273,2.7668866136186807,0.14999999,-0.3131313,-0.33325154,0.07905390324624802,1.0350275039672852
36,17.21465843617223,0.9952869920538853,2.9522281774464503,0.14999999,-0.2929293,-0.3578176,0.08200633826240139,1.0488355159759521
37,17.029640632932104,0.994839099806595,3.322587544514345,0.14999999,-0.27272728,-0.24636996,0.08979966336525257,1.0725908279418945
38,17.389524759772513,0.9949590701985154,3.3330627847418306,0.14999999,-0.25252524,-0.51826787,0.08771217854583764,1.087287425994873
39,17.171107837637713,0.9947510242453523,3.561954947104116,0.14999999,-0.23232323,-0.2980102,0.09133217813087477,1.1041526794433594
40,17.369798318143445,0.9948388554181602,3.5921566289606695,0.14999999,-0.21212122,-0.4138108,0.08980391572401673,1.1183247566223145
41,15.747616726890737,0.9926485283122094,5.244539902069931,0.14999999,-0.1919192,-0.1082761,0.1279156073675593,1.1353766918182373
42,17.30036764671097,0.9926872300829792,5.344172255358959,0.14999999,-0.17171717,-0.41885224,0.1272421965561657,1.157198429107666
43,16.158478768390843,0.9911979504317455,6.585693486968115,0.14999999,-0.15151516,-0.11008262,0.15315566248763057,1.1704840660095215
44,12.965732562583806,0.9856061116452662,11.019960924384307,0.14999999,-0.13131313,-0.040434167,0.25045365737237063,1.1840922832489014
45,8.447908181580816,0.9744929083744529,19.97205274280349,0.14999999,-0.11111111,0.26857567,0.44382339428452205,1.2067022323608398
46,9.335382091977387,0.9649716758485434,28.036670650826103,0.14999999,-0.09090909,0.006293513,0.6094928402353501,1.2273492813110352
47,9.096985152984772,0.9555640920789422,36.33968549784133,0.14999999,-0.07070707,0.031366125,0.7731847978264113,1.246108055114746
48,9.049395207553696,0.9464915106677593,44.690290290287635,0.14999999,-0.05050505,0.07790504,0.9310477143809924,1.2652463912963867
49,17.166940841273103,0.9473101695413859,44.92334944901453,0.14999999,-0.030303031,-0.28508,0.9168030499798884,1.279484510421753
50,8.780242659676361,0.9384561990927149,53.54310678933817,0.14999999,-0.01010101,0.1887625,1.0708621357867634,1.302659273147583
51,8.870530683823583,0.9300511876205606,62.072576105514585,0.14999999,0.01010101,0.1603577,1.2171093354022469,1.321737289428711
52,16.968295752150294,0.9309192303786867,62.504280353364294,0.14999999,0.030303031,-0.2520293,1.2020053914108517,1.3354599475860596
53,17.023874545912907,0.9318147844204604,62.88040580745138,0.14999999,0.05050505,-0.23582292,1.1864227510839884,1.3575575351715088
54,17.049195067351462,0.9327041179862708,63.23121074009992,0.14999999,0.07070707,-0.28448558,1.1709483470388873,1.3710594177246094
55,8.875837680061204,0.9250205088191862,71.7553730600387,0.14999999,0.09090909,0.15852982,1.3046431465461583,1.3928906917572021
56,16.26932148615665,0.9251990439512704,72.88605157388206,0.14999999,0.11111111,-0.12917131,1.3015366352478939,1.411559820175171
57,8.944060235284287,0.9179854896767515,81.34199133859777,0.14999999,0.13131313,0.1328102,1.427052479624522,1.427990436553955
58,8.978312156027442,0.9110546183288046,89.76367918257031,0.14999999,0.15151516,0.11779867,1.5476496410787985,1.4467499256134033
59,9.110720896489212,0.9044876696999014,98.0529582860811,0.14999999,0.17171717,0.025747001,1.6619145472217134,1.4642186164855957
60,8.88492507045095,0.8979233398317717,106.56803321563014,0.14999999,0.1919192,0.15534993,1.776133886927169,1.4880664348602295
61,7.891754971155058,0.8906385168226162,116.07627824447508,0.14999999,0.21212122,0.36498958,1.9028898072864766,1.5076169967651367
62,8.776207105344511,0.8844085362077023,124.70007113913056,0.14999999,0.23232323,0.18993294,2.0112914699859767,1.5358905792236328
63,6.261529048008781,0.8760823370816258,135.83854209112178,0.14999999,0.25252524,0.5588126,2.156167334779711,1.5649847984313965
64,8.150958978594693,0.8697130180383197,145.08758311252708,0.14999999,0.27272728,0.32364795,2.2669934861332357,1.5883495807647705
65,7.48271596821607,0.8629488354161705,155.00486714431102,0.14999999,0.2929293,0.4220708,2.384690263758631,1.6178395748138428
66,7.964887462380999,0.8568094917433559,164.43997968193003,0.14999999,0.3131313,0.35381487,2.4915148436656063,1.6457369327545166
67,8.135937055481454,0.8510001349918951,173.70404262644857,0.14999999,0.33333334,0.32618693,2.5925976511410234,1.6791486740112305
68,8.88408370118804,0.845993949522261,182.21995892526053,0.14999999,0.35353535,0.15564707,2.679705278312655,1.7134325504302979
69,9.087136417165103,0.8413019969114647,190.53282250809542,0.14999999,0.37373737,0.04386261,2.7613452537405134,1.749220371246338
70,5.312118341760638,0.8336447420637644,202.62070416633478,0.14999999,0.3939394,0.6454061,2.894581488090497,1.7802274227142334
71,7.775884119040632,0.8281974906529914,212.24482004729413,0.14999999,0.41414142,0.3820261,2.9893636626379454,1.8085801601409912
72,6.8897821125467775,0.8221942545220725,222.75503793474735,0.14999999,0.43434343,0.4932221,3.0938199713159356,1.8399293422698975
73,6.362846129879309,0.81594064572125,233.79219180486803,0.14999999,0.45454547,0.5487654,3.202632764450247,1.8720924854278564
74,7.2251937138301585,0.8105257858876684,243.96699809103785,0.14999999,0.47474748,0.45434397,3.2968513255545657,1.911954641342163
75,5.237296321867547,0.8037320292956547,256.1297017691703,0.14999999,0.4949495,0.65174156,3.415062690255604,1.9672362804412842
76,6.843603800113241,0.7983317468473553,266.6860979690571,0.14999999,0.5151515,0.4983372,3.5090276048560143,2.0061726570129395
77,5.736684765721431,0.7922455491839558,278.34941320333564,0.14999999,0.53535354,0.60820824,3.6149274441991643,2.047231674194336
78,8.663275945658626,0.7884717526837038,287.086137257677,0.14999999,0.5555556,0.22017765,3.6805915033035514,2.0809073448181152
79,5.687901118708897,0.7826289566863318,298.79823613896815,0.14999999,0.57575756,0.6125972,3.7822561536578245,2.1111254692077637
80,7.0371808702838194,0.7779015407552554,309.1610552686843,0.14999999,0.5959596,0.4765277,3.864513190858554,2.1445837020874023
81,6.066660590020279,0.7726022458644358,320.49439467866404,0.14999999,0.61616164,0.57764584,3.9567209219588153,2.1742987632751465
82,1.6440527920807966,0.7643325330203369,336.2503418865832,0.14999999,0.6363636,0.9052222,4.100613925446137,2.20908784866333
83,5.565259081272579,0.7589772311277448,348.08508280531066,0.14999999,0.65656567,0.6234947,4.193796178377237,2.2387893199920654
84,4.06036686198693,0.7527198166780762,361.42471594332375,0.14999999,0.67676765,0.7443345,4.302675189801473,2.2711682319641113
85,4.218827312545984,0.7467167757736458,374.60588863077777,0.14999999,0.6969697,0.73255,4.407128101538562,2.302517890930176
86,4.677212737621884,0.7411596659361427,387.3286758931559,0.14999999,0.7171717,0.69734013,4.503821812711115,2.3338046073913574
87,1.1385309311423737,0.7333926906050907,403.59014496201354,0.14999999,0.7373737,0.93538797,4.63896718347142,2.365225076675415
88,4.948672811364927,0.7282905746142575,416.0414721506486,0.14999999,0.75757575,0.67562395,4.7277440017119154,2.394831418991089
89,1.635228395354804,0.7211634742636612,431.8062437552938,0.14999999,0.7777778,0.90575737,4.85175554781229,2.428633213043213
90,5.105877569093883,0.716411004989655,444.1003661861999,0.14999999,0.7979798,0.66272265,4.934448513179999,2.4577276706695557
91,3.2038744868364595,0.7105617710626728,458.29649169936346,0.14999999,0.8181818,0.8050502,5.0362251835094884,2.490509271621704
92,4.761460373790452,0.7058126990719806,470.935031325573,0.14999999,0.83838385,0.6906736,5.118859036147533,2.5224969387054443
93,,0.6982233152109916,488.33503132557297,0.14999999,0.85858583,1.1864526,5.250914315328742,2.5550215244293213
94,,0.690795407602364,505.73503132557295,0.14999999,0.8787879,1.1495726,5.380159907718861,2.585071325302124
95,2.134434890911402,0.6848151261738282,521.0005964346616,0.14999999,0.8989899,0.8749666,5.484216804575385,2.6173408031463623
96,,0.6776816352761842,538.4005964346616,0.14999999,0.9191919,1.051179,5.608339546194391,2.646078109741211
97,3.6225477934722043,0.6728415400869833,552.1780486411893,0.14999999,0.93939394,0.77596474,5.692557202486488,2.6793832778930664
98,,0.6659758100860956,569.5780486411893,0.14999999,0.959596,1.0647584,5.8120209045019315,2.71260929107666
99,1.5276426929818885,0.6601356055101545,585.4504059482074,0.14999999,0.97979796,0.9122571,5.913640464123307,2.7459511756896973
100,,0.653534249455053,602.8504059482074,0.14999999,1.0,1.0984457,6.028504059482073,2.779200792312622
101,17.403247239541848,0.6569664511729453,602.8471587086656,0.14999999,-0.45454547,-0.6406031,5.968783749590748,2.812081813812256
102,17.39205937169533,0.6603250510835191,602.8550993369703,0.14999999,-0.7777778,-0.612298,5.910344111146768,2.8422887325286865
103,17.337025712893997,0.6635877281419057,602.9180736240763,0.14999999,-0.53535354,-0.49708068,5.853573530330838,2.875836133956909
104,16.548575601210924,0.6663519573260026,603.7694980228654,0.14999999,-0.35353535,-0.19538347,5.8054759425275515,2.908972978591919
105,17.376425116128416,0.6695166541287698,603.7930729067369,0.14999999,-0.65656567,-0.70429885,5.7504102181593995,2.9402267932891846
106,17.312715965162774,0.6725870977328267,603.8803569415742,0.14999999,-0.7373737,-0.86932445,5.696984499448813,2.9776105880737305
107,17.324914994581313,0.6756067021447023,603.9554419469929,0.14999999,-0.5555556,-0.44235724,5.6444433826821765,3.0080490112304688
108,17.375614787609894,0.6785973674119927,603.979827159383,0.14999999,-0.61616164,-0.57698685,5.592405807031325,3.0400044918060303
109,17.334234417543687,0.6815113399020143,604.0455927418393,0.14999999,-0.4949495,-0.45377228,5.541702685704948,3.0862174034118652
110,17.187804627592122,0.6842958264815844,604.2577881142472,0.14999999,-0.25252524,-0.29832613,5.493252619220429,3.136206865310669
111,16.975513363862262,0.6869202263899838,604.682274750385,0.14999999,-0.3939394,-0.22654876,5.4475880608142795,3.181654214859009
112,17.38373145681431,0.689707233531624,604.6985432935707,0.14999999,-0.47474748,-0.57780266,5.399094136549738,3.226930856704712
113,17.217770314570938,0.692360506062964,604.8807729789997,0.14999999,-0.67676765,-0.38747692,5.352927194504423,3.2756834030151367
114,17.411594049645018,0.695064943068484,604.8691789293547,0.14999999,-0.57575756,-0.59450084,5.305869990608374,3.32411789894104
115,17.329234353836807,0.6976811871186815,604.9399445755179,0.14999999,-0.33333334,-0.35293636,5.260347344134938,3.3686537742614746
116,16.280472721939287,0.6997327230214136,606.0594718535785,0.14999999,-0.21212122,-0.13971694,5.224650619427401,3.42875599861145
117,17.392537050309215,0.702295444148114,606.0669348032693,0.14999999,-0.7979798,-0.7285015,5.180059271822815,3.4825491905212402
118,17.396168896043104,0.7048164981944154,606.0707659072262,0.14999999,-0.5959596,-0.5713786,5.136192931417171,3.551684617996216
119,17.36859872781951,0.7072818665220677,606.1021671794067,0.14999999,-0.7171717,-0.71985304,5.093295522516023,3.607619285583496
120,17.369238784820954,0.7097064519183017,606.1329283945857,0.14999999,-0.6363636,-0.69906855,5.051107736621548,3.667041540145874
121,17.35134396840364,0.7120824620375309,606.1815844261821,0.14999999,-0.6969697,-0.7711222,5.0097651605469595,3.7254340648651123
122,17.39310714640692,0.7144391947994274,606.1884772797752,0.14999999,-0.5151515,-0.67076254,4.96875801048996,3.7776641845703125
123,17.271936528944934,0.7167009902108071,606.3165407508302,0.14999999,-0.8181818,-0.910219,4.9294027703319525,3.8333933353424072
124,17.252128938792968,0.7189171246699861,606.4644118120373,0.14999999,-0.9191919,-0.9482556,4.8908420307422364,3.9102210998535156
125,13.010218634399864,0.7191474973895917,610.8541931776374,0.14999999,-0.17171717,-0.04058984,4.8868335454211,3.961197853088379
126,17.26391971804434,0.7213144164114242,610.990273459593,0.14999999,-0.8787879,-0.9351199,4.849129154441214,4.017549514770508
127,16.95888560178513,0.723309173745222,611.4313878578079,0.14999999,-0.41414142,-0.23062068,4.814420376833133,4.077264070510864
128,17.35579269877017,0.7254509720011503,611.4755951590377,0.14999999,-0.8989899,-0.77218,4.777153087179982,4.1346821784973145
129,17.296041442809617,0.7275329440808034,611.579553716228,0.14999999,-0.85858583,-0.8941278,4.740926772994015,4.1606223583221436
130,17.390528828560562,0.7296246574325075,611.5890248876675,0.14999999,-0.75757575,-0.64556885,4.704530960674365,4.183163166046143
131,17.38727067875144,0.7316830068399945,611.6017542089161,0.14999999,-0.93939394,-0.743858,4.668715680984092,4.217217206954956
132,15.982511971474931,0.7330985535364676,613.0192422374412,0.14999999,-0.3131313,-0.12893403,4.644085168465463,4.259076833724976
133,16.876544144032223,0.7348791383227858,613.542698093409,0.14999999,-0.2929293,-0.22936937,4.613102993183526,4.301960468292236
134,17.19617276584674,0.7367702327467993,613.7465253275622,0.14999999,-1.0,-1.3479682,4.5801979502056875,4.36348295211792
135,17.31381493927392,0.7386833927678634,613.8327103882882,0.14999999,-0.83838385,-0.8619993,4.5469089658391715,4.404641151428223
136,17.202963908238853,0.7405215743407497,614.0297464800493,0.14999999,-0.959596,-1.0805547,4.5149246064709505,4.432554006576538
137,17.191826898956812,0.7423282491899098,614.2379195810925,0.14999999,-0.97979796,-1.1481583,4.483488464095565,4.460853099822998
138,16.860210456632437,0.7439706358802013,614.77770912446,0.14999999,-0.23232323,-0.2062693,4.4549109356844925,4.489725589752197
139,9.085228182688155,0.7423747287927841,623.0924809417718,0.14999999,-0.030303031,0.046190016,4.482679719005552,4.5210793018341064
140,17.025992182052914,0.7440613757144009,623.4664887597189,0.14999999,-0.43434343,-0.26181364,4.45333206256942,4.5444111824035645
141,17.314115719800984,0.745841537034353,623.5523730399179,0.14999999,-0.37373737,-0.41777465,4.422357255602255,4.571012735366821
142,13.491228490854,0.7460493991625933,627.461144549064,0.14999999,0.07070707,-0.039649725,4.418740454570873,4.5970258712768555
143,16.76568108605257,0.747570346650988,628.0954634630115,0.14999999,-0.27272728,-0.17989427,4.392275968272807,4.628527402877808
144,7.7849557357325345,0.7454859084741062,637.7105077272789,0.14999999,0.05050505,0.3807198,4.428545192550548,4.655321836471558
145,12.980774215553684,0.7454896022545676,642.1297335117252,0.14999999,0.030303031,-0.02669578,4.428480920770519,4.682260990142822
146,8.865449514007594,0.7438732939703518,650.6642839977177,0.14999999,0.11111111,0.16208848,4.456604684915875,4.709173679351807
147,15.827524330522143,0.7450008758827132,652.2367596671955,0.14999999,-0.15151516,-0.11919084,4.436984759640786,4.736643314361572
148,17.032837815903633,0.7465812667554782,652.603921851292,0.14999999,-0.1919192,-0.2586289,4.409485958454676,4.763790845870972
149,17.296106803588295,0.7482419906473409,652.7078150477037,0.14999999,-0.13131313,-0.34609133,4.380589362736266,4.791868448257446
150,16.443111390292778,0.749553753387965,653.6647036574109,0.14999999,-0.09090909,-0.15274577,4.357764691049406,4.820493221282959
151,8.983707489317593,0.7480090598431554,662.0809961680933,0.14999999,0.17171717,0.11525596,4.384642358729095,4.84773063659668
152,8.944226537594826,0.7464697634488434,670.5367696304985,0.14999999,-0.07070707,0.13274142,4.411426115990122,4.867444276809692
153,8.332251391488251,0.7447207128544022,679.6045182390102,0.14999999,0.37373737,0.29126608,4.4418595963333996,4.897969007492065
154,15.517507817242182,0.7456758432520645,681.487010421768,0.14999999,-0.05050505,-0.089286685,4.425240327414078,4.917320251464844
155,8.40634772347432,0.7439819567303323,690.4806626982937,0.14999999,0.15151516,0.2769434,4.4547139528922175,4.935875654220581
156,13.202798829704511,0.7440768258662727,694.6778638685892,0.14999999,0.13131313,-0.029114455,4.453063229926854,4.954793930053711
157,7.918768688110849,0.7422362196425513,704.1590951804783,0.14999999,0.1919192,0.36090216,4.485089778219607,4.976767063140869
158,7.408484175190733,0.7402333002308715,714.1506110052876,0.14999999,0.35353535,0.43162128,4.519940575982833,4.991989374160767
159,8.71896220625179,0.7387292529462025,722.8316487990359,0.14999999,0.09090909,0.2058202,4.546110998736075,5.0134289264678955
160,11.734800614819273,0.7383272815430255,728.4968481842166,0.14999999,0.01010101,-0.02054445,4.553105301151353,5.0318028926849365
161,15.735744335231761,0.7393584979478172,730.1611038489848,0.14999999,-0.01010101,-0.11749701,4.53516213570798,5.05674147605896
162,9.10193370043971,0.7380235667133016,738.4591701485451,0.14999999,0.23232323,0.040562153,4.55838993918855,5.074134349822998
163,8.001878964335418,0.7363171528156653,747.8572911842097,0.14999999,0.5555556,0.34802592,4.588081541007421,5.09235143661499
164,17.185192883187877,0.7378496992216772,748.0720983010218,0.14999999,-0.11111111,-0.2885902,4.5614152335428155,5.114338636398315
165,7.572699460035986,0.7360155350606109,757.8993988409858,0.14999999,0.27272728,0.4101957,4.593329689945368,5.133584499359131
166,8.176425989610761,0.7344124868953831,767.122972851375,0.14999999,0.33333334,0.31929743,4.6212227280203315,5.156025409698486
167,7.951288872026017,0.732751158380016,776.571683979349,0.14999999,0.3131313,0.3559193,4.650129844187719,5.1738762855529785
168,7.034541513646746,0.7307959966934514,786.9371424657023,0.14999999,0.21212122,0.47683176,4.6841496575339425,5.1918044090271
169,8.691023945369613,0.7294272874514273,795.6461185203327,0.14999999,0.41414142,0.21314438,4.707965198345164,5.215298891067505
170,8.372246348293293,0.7279669127207438,804.6738721720394,0.14999999,0.2929293,0.28362498,4.7333757186590555,5.2340989112854
171,8.142401619829174,0.7264463700503426,813.9314705522103,0.14999999,0.47474748,0.32509673,4.759833161124036,5.251821279525757
172,7.52608507929714,0.724737575022416,823.8053854729131,0.14999999,0.5959596,0.41638967,4.78956619460996,5.2775959968566895
173,8.145256499159544,0.7232542259737712,833.0601289737536,0.14999999,0.43434343,0.3246141,4.815376468056379,5.295705556869507
174,8.07258946136327,0.7217639253823521,842.3875395123904,0.14999999,0.5151515,0.33668327,4.841307698347071,5.318942070007324
175,8.066123999469571,0.7202885334932936,851.7214155129208,0.14999999,0.45454547,0.33773622,4.8669795172166905,5.343399524688721
176,8.837488648320331,0.7190817898169407,860.2839268646004,0.14999999,0.25252524,0.17130011,4.88797685718523,5.372271537780762
177,4.955014855710979,0.7166280563644102,872.7289120088894,0.14999999,0.61616164,0.67510825,4.9306718192592625,5.408829927444458
178,7.687341788610642,0.7150840855546046,882.4415702202788,0.14999999,0.53535354,0.39454898,4.957536911349881,5.435251712799072
179,7.499654139088099,0.7134971052201918,892.3419160811907,0.14999999,0.57575756,0.41986114,4.985150369168663,5.4594566822052
180,,0.7095332324134129,909.7419160811907,0.14999999,0.65656567,1.0119407,5.054121756006615,5.480361223220825
181,7.3731712034194805,0.707954294507598,919.7687448777712,0.14999999,0.3939394,0.43609115,5.081595275567796,5.50892186164856
182,8.000089672696456,0.7065906734858296,929.1686552050747,0.14999999,0.4949495,0.34830815,5.105322281346565,5.530388832092285
183,4.557494891507523,0.7041608063835288,942.0111603135672,0.14999999,0.7979798,0.7067053,5.147601968926597,5.552452564239502
184,6.122134261016171,0.7022460563304126,953.289026052551,0.14999999,0.75757575,0.57234764,5.180918619850821,5.581758499145508
185,0.24761534765869778,0.6985270547670419,970.4414107048923,0.14999999,0.83838385,0.986308,5.245629247053472,5.607644081115723
186,4.066128562767594,0.6960279068897154,983.7752821421248,0.14999999,0.7171717,0.7439093,5.28911442011895,5.63938045501709
187,5.381907785511838,0.69395987019589,995.793374356613,0.14999999,0.6969697,0.63944024,5.325098258591513,5.665611743927002
188,6.908831402819203,0.6923806117162528,1006.2845429537938,0.14999999,0.67676765,0.4910965,5.352577356137201,5.692817211151123
189,,0.6887172222362726,1023.6845429537938,0.14999999,0.93939394,1.0121477,5.416320333088856,5.716134071350098
190,3.234856867259757,0.6860708753519256,1037.849686086534,0.14999999,0.8181818,0.80293393,5.462366768876494,5.735888242721558
191,1.1847845686475382,0.6828353789739765,1054.0649015178863,0.14999999,0.8989899,0.93266845,5.518664405852808,5.758131504058838
192,7.409934464266023,0.6814969567009038,1064.0549670536202,0.14999999,0.6363636,0.43143672,5.541952953404272,5.778919219970703
193,5.722383864215545,0.6796698876810776,1075.7325831894047,0.14999999,0.7777778,0.60949814,5.573743954349247,5.802100658416748
194,3.0654667938410873,0.6770745596647815,1090.0671163955637,0.14999999,0.97979796,0.81443703,5.618902661832803,5.821786165237427
195,5.788738833961508,0.6753084652043612,1101.6783775616022,0.14999999,0.7373737,0.6034898,5.649632705444114,5.843072414398193
196,17.389851797431326,0.6769620790041722,1101.688525764171,0.14999999,-0.45454547,-0.6171018,5.620859825327402,5.86196756362915
197,17.296090437419004,0.678571551628814,1101.792435326752,0.14999999,-0.7777778,-0.8673191,5.59285500165864,5.879863023757935
198,17.402283814589776,0.6801955905282241,1101.790151512162,0.14999999,-0.57575756,-0.71668184,5.564596724808899,5.903064012527466
199,17.357885182172577,0.6817904850892422,1101.8322663299896,0.14999999,-0.65656567,-0.65121603,5.536845559447184,5.925821542739868
200,17.392381996718544,0.6833793435823934,1101.8398843332711,0.14999999,-0.47474748,-0.49778023,5.509199421666356,5.945103168487549
201,17.353790069477093,0.6849413580763443,1101.8860942637941,0.14999999,-0.61616164,-0.75846684,5.482020369471613,5.9691689014434814
202,17.201760082947978,0.6864446528448716,1102.084334180846,0.14999999,-0.7979798,-1.0050176,5.4558630404992385,5.99849009513855
203,17.399095785617607,0.6879890044744837,1102.0852383952285,0.14999999,-0.5959596,-0.5926073,5.428991322143983,6.027886867523193
204,17.397797248684775,0.6895178495755736,1102.0874411465438,0.14999999,-0.53535354,-0.66610014,5.402389417385018,6.056792497634888
205,17.24275521993616,0.690988313449227,1102.2446859266076,0.14999999,-0.5151515,-0.357951,5.376803345983452,6.086241960525513
206,17.388721424442476,0.6924852236072523,1102.2559645021652,0.14999999,-0.4949495,-0.7088244,5.350757109233811,6.113759517669678
207,17.383942461768516,0.6939663440389814,1102.2720220403967,0.14999999,-0.7171717,-0.7205644,5.324985613721723,6.137460708618164
208,17.03511460750563,0.695336840342371,1102.6369074328911,0.14999999,-0.6363636,-0.27746826,5.301138978042745,6.168794393539429
209,17.367249725002036,0.696785553069381,1102.669657707889,0.14999999,-0.5555556,-0.5683145,5.27593137659277,6.193593502044678
210,17.353879722986363,0.6982168095279414,1102.7157779849026,0.14999999,-0.7373737,-0.76655954,5.251027514213822,6.215747833251953
211,17.16985088976063,0.699584374599569,1102.945927095142,0.14999999,-0.33333334,-0.28451192,5.227231881967498,6.245333671569824
212,17.37434633005611,0.7009944749606685,1102.971580765086,0.14999999,-0.6969697,-0.58319324,5.202696135684367,6.2667787075042725
213,17.246048643796737,0.7023567178993876,1103.125532121289,0.14999999,-0.75757575,-0.93950343,5.178993108550653,6.297414302825928
214,17.195374378389896,0.7036926206512785,1103.3301577428992,0.14999999,-0.93939394,-1.0431677,5.155748400667753,6.329249858856201
215,17.2912039639791,0.7050417124354662,1103.4389537789202,0.14999999,-0.8989899,-0.8896011,5.132274203622885,6.354117393493652
216,17.34190922819824,0.7063918038126005,1103.497044550722,0.14999999,-0.8181818,-0.7801913,5.1087826136607495,6.379230499267578
217,17.349113153024483,0.7077313598713655,1103.5479313976975,0.14999999,-0.67676765,-0.7581942,5.085474338238238,6.402745485305786
218,17.284008537000705,0.7090414629176693,1103.6639228606969,0.14999999,-0.25252524,-0.40729427,5.062678545232554,6.442858934402466
219,17.287328343290785,0.7103404727556276,1103.776594517406,0.14999999,-0.85858583,-0.8988577,5.040075774052082,6.480541229248047
220,17.197592850189125,0.7116042315393895,1103.9790016672168,0.14999999,-0.9191919,-1.0990821,5.018086371214622,6.518754005432129
