LQGmu1_actor,ReturnLastEpisode,Iteration,LQGsigma_higher,Regret/t,ReturnMean,LQGmu1_higher,TimeElapsed,Regret
-0.8594285,17.314839119672104,1,0.14999999,0.08516088032789426,0.9951056965328796,-1.0,0.10020756721496582,0.08516088032789426
-1.3367313,17.198433106746812,2,0.14999999,0.14336388679054046,0.9917606961614631,-0.97979796,0.12763404846191406,0.2867277735810809
-0.8191376,17.33532629277483,3,0.14999999,0.11713382693541637,0.9932681708657807,-0.959596,0.14770960807800293,0.3514014808062491
-0.94738996,17.249577202810137,4,0.14999999,0.12545606949902766,0.9927898810632743,-0.93939394,0.17911720275878906,0.5018242779961106
-1.0693991,17.1969507480946,5,0.14999999,0.1409747059803017,0.9918980054034309,-0.9191919,0.21363472938537598,0.7048735299015085
-1.0111214,17.19670559857521,6,0.14999999,0.15136132188771612,0.991301073454729,-0.8989899,0.24447274208068848,0.9081679313262967
-0.6985927,17.389843838024586,7,0.14999999,0.13118915618595853,0.992460393322646,-0.8787879,0.27122044563293457,0.9183240933017096
-0.8326275,17.30987733586822,8,0.14999999,0.12605584467918618,0.9927554112253341,-0.85858583,0.315335750579834,1.0084467574334894
-0.76244056,17.37511875427997,9,0.14999999,0.11481422257261305,0.9934014814613441,-0.83838385,0.35077810287475586,1.0333280031535175
-0.73533523,17.378646664330336,10,0.14999999,0.10546813388231797,0.9939386129952691,-0.8181818,0.425992488861084,1.0546813388231797
-0.5012721,17.359449466237265,11,0.14999999,0.09956653387144664,0.994277785409687,-0.7979798,0.5001199245452881,1.095231872585913
-0.9933289,17.20439733158753,12,0.14999999,0.10756954508319853,0.9938178422365977,-0.7777778,0.5569324493408203,1.2908345409983824
-0.8159581,17.344216206199157,13,0.14999999,0.10358602575378648,0.9940467801290928,-0.75757575,0.6140410900115967,1.3466183347992242
-0.85209996,17.314860485337828,14,0.14999999,0.10226841781867105,0.994122504723065,-0.7373737,0.6734886169433594,1.4317578494613947
-0.7668929,17.374328064476863,15,0.14999999,0.09716198566563534,0.9944159778353083,-0.7171717,0.7286059856414795,1.4574297849845301
-0.6111261,17.41334486381284,16,0.14999999,0.09025530757323064,0.9948129133578604,-0.6969697,0.7896246910095215,1.4440849211716902
