ReturnMean,ReturnLastEpisode,Iteration,TimeElapsed,Regret/t,LQGmu1_actor,LQGmu1_higher,LQGsigma_higher,Regret
0.9885849706857358,17.201378489931802,1,0.12407588958740234,0.19862151006819673,-1.0618188,-1.0,0.14999999,0.19862151006819673
0.9884552520158925,17.196864280221252,2,0.13864350318908691,0.2008786149234716,-1.0069125,-0.97979796,0.14999999,0.4017572298469432
0.988518694533752,17.202433084508797,3,0.1560356616973877,0.1997747151127148,-1.102017,-0.959596,0.14999999,0.5993241453381444
0.9892456688403561,17.25082269662693,4,0.1794605255126953,0.1871253621778033,-0.9485426,-0.93939394,0.14999999,0.7485014487112132
0.9891027300046122,17.200438959112475,5,0.20497798919677734,0.18961249791974738,-1.0847932,-0.9191919,0.14999999,0.9480624895987368
0.9890769408083032,17.20769510998559,6,0.22710585594177246,0.1900612299355243,-0.9880841,-0.8989899,0.14999999,1.1403673796131457
0.9905030811773329,17.38364266701228,7,0.29103660583496094,0.16524638751440943,-0.6502556,-0.8787879,0.14999999,1.156724712600866
0.9902847762036268,17.204365560145703,8,0.3237276077270508,0.16904489405689516,-1.0598114,-0.85858583,0.14999999,1.3523591524551613
0.991056870090136,17.351865008570456,9,0.3665297031402588,0.1556104604316337,-0.7820938,-0.83838385,0.14999999,1.4004941438847034
0.9918998433029648,17.39106687860058,10,0.40505480766296387,0.14094272652841228,-0.6455079,-0.8181818,0.14999999,1.4094272652841227
0.9922489451022142,17.325875357847927,11,0.4402122497558594,0.1348683552214722,-0.82038593,-0.7979798,0.14999999,1.483551907436194
0.9927325951998869,17.366117785172584,12,0.4790189266204834,0.1264528435219674,-0.74533606,-0.7777778,0.14999999,1.5174341222636087
0.9931667563456844,17.371754407657416,13,0.5155003070831299,0.11889843958509161,-0.7342061,-0.75757575,0.14999999,1.545679714606191
0.9935505840094174,17.374601979300273,14,0.5527496337890625,0.11221983823613689,-0.6546382,-0.7373737,0.14999999,1.5710777353059164
0.9938458322852567,17.36483996175792,15,0.6035435199737549,0.10708251823653304,-0.7918977,-0.7171717,0.14999999,1.6062377735479956
0.9941030576364519,17.364529019536203,16,0.6436131000518799,0.10260679712573695,-0.747648,-0.6969697,0.14999999,1.6417087540117912
0.9942100208269593,17.329032914626318,17,0.6805369853973389,0.10074563761091013,-0.83785516,-0.67676765,0.14999999,1.7126758393854722
0.9945595411423882,17.408724125181447,18,0.7127974033355713,0.09466398412244577,-0.6391979,-0.65656567,0.14999999,1.703951714204024
0.9948292115788874,17.394489062184174,19,0.7535812854766846,0.08997171852736043,-0.72328174,-0.6363636,0.14999999,1.7094626520198482
0.9945506392938469,17.213085126278557,20,0.7908382415771484,0.0948188762870645,-0.3633106,-0.61616164,0.14999999,1.8963775257412898
0.9948517105608281,17.415192564667866,21,0.8291070461273193,0.08958023624159156,-0.5818658,-0.5959596,0.14999999,1.8811849610734228
0.9950922108899101,17.40248328973098,22,0.8720574378967285,0.08539553051556549,-0.65137416,-0.57575756,0.14999999,1.8787016713424407
0.9952483337656506,17.377084844355792,23,0.9191451072692871,0.0826789924776803,-0.5168108,-0.5555556,0.14999999,1.901616826986647
0.9953626837299424,17.36507355261059,24,0.9683446884155273,0.08068930309900235,-0.44260985,-0.53535354,0.14999999,1.9365432743760564
0.9955633438915943,17.406597867219567,25,1.002359390258789,0.07719781628625952,-0.5323824,-0.5151515,0.14999999,1.929945407156488
