ReturnMean,LQGsigma_higher,Iteration,LQGmu1_higher,TimeElapsed,LQGmu1_actor,Regret,ReturnLastEpisode,Regret/t
0.9953239012808549,0.14999999,1,-1.0,0.19549226760864258,-0.8556012,0.08136411771312524,17.318635882286873,0.08136411771312524
0.9917373808585044,0.14999999,2,-0.97979796,0.20719552040100098,-1.067261,0.2875391461240504,17.193824971589073,0.1437695730620252
0.9939919409066027,0.14999999,3,-0.959596,0.24126482009887695,-0.50865674,0.313620684675346,17.373918461448703,0.10454022822511533
0.9944669631773096,0.14999999,4,-0.93939394,0.30737996101379395,-0.8502258,0.38509936285925406,17.32852132181609,0.09627484071481351
0.9932787584528843,0.14999999,5,-0.9191919,0.38956618309020996,-1.0711095,0.5847480145990716,17.20035134826018,0.11694960291981431
0.9924728071370857,0.14999999,6,-0.8989899,0.47385191917419434,-1.1555488,0.7858389348882469,17.198909079710823,0.1309731558147078
0.9922013891736204,0.14999999,7,-0.8787879,0.5291204452514648,-0.9518888,0.9498707986530199,17.235968136235226,0.13569582837900285
0.9926832208660175,0.14999999,8,-0.85858583,0.5794174671173096,-0.840141,1.0184956554503657,17.331375143202653,0.1273119569312957
0.9926128014910316,0.14999999,9,-0.83838385,0.6287245750427246,-0.9262944,1.1568352865044567,17.261660368945908,0.12853725405605074
0.9922126963631686,0.14999999,10,-0.8181818,0.6829822063446045,-1.0348716,1.3549908328086886,17.201844453695767,0.13549908328086885
0.992595687902022,0.14999999,11,-0.7979798,0.7539036273956299,-0.3964067,1.4171853355529827,17.337805497255705,0.1288350305048166
0.9932386586901835,0.14999999,12,-0.7777778,0.8047921657562256,-0.65084076,1.4117680654897171,17.405417270063264,0.11764733879080976
0.9936436039394787,0.14999999,13,-0.75757575,0.8630082607269287,-0.7234319,1.4378167888899256,17.37395127659979,0.1106012914530712
0.9938893126627979,0.14999999,14,-0.7373737,0.9138224124908447,-0.78303885,1.4885634353424528,17.34925335354747,0.10632595966731806
0.9941099243459663,0.14999999,15,-0.7171717,0.9627642631530762,-0.77974564,1.5373097457028067,17.351253689639645,0.10248731638018711
0.9943695673956089,0.14999999,16,-0.6969697,1.0094869136810303,-0.71779704,1.5675124370625113,17.369797308640294,0.09796952731640696
0.9942150595349588,0.14999999,17,-0.67676765,1.0649023056030273,-0.93637896,1.711185389559187,17.256327047503323,0.10065796409171689
0.994200147010091,0.14999999,18,-0.65656567,1.1170670986175537,-0.37659708,1.8165139564395183,17.294671433119667,0.10091744202441769
0.9940862970394434,0.14999999,19,-0.6363636,1.1929283142089844,-0.9380128,1.9550701987600227,17.261443757679494,0.10289843151368541
0.9943089378058876,0.14999999,20,-0.61616164,1.2767133712768555,-0.5086794,1.9804896435511026,17.37458055520892,0.09902448217755513
0.9945524238051655,0.14999999,21,-0.5959596,1.326878309249878,-0.6768737,1.9905443415924786,17.389945301958623,0.09478782579011803
0.994674694159068,0.14999999,22,-0.57575756,1.3786780834197998,-0.7960373,2.038527075908707,17.35201726568377,0.09266032163221395
0.9948394515007994,0.14999999,23,-0.5555556,1.4286787509918213,-0.7617605,2.0652515093799977,17.373275566528708,0.08979354388608686
0.9949998374135304,0.14999999,24,-0.53535354,1.4747672080993652,-0.61194825,2.0880678961096706,17.377183613270326,0.08700282900456961
0.9949177802327897,0.14999999,25,-0.5151515,1.515049934387207,-0.46356913,2.2107655987364048,17.277302297373264,0.0884306239494562
0.9950874181027356,0.14999999,26,-0.4949495,1.5509274005889893,-0.5018865,2.2224520503223246,17.38831354841408,0.0854789250123971
0.9950229710247356,0.14999999,27,-0.47474748,1.5903911590576172,-0.43914446,2.3382082125791364,17.284243837743187,0.08660030416959764
0.9951509863512314,0.14999999,28,-0.45454547,1.6300015449523926,-0.44621325,2.3624394496799717,17.375768762899163,0.08437283748857041
0.9951388981786744,0.14999999,29,-0.43434343,1.6671395301818848,-0.32072726,2.4529119790408096,17.30952747063916,0.0845831716910624
