Iteration,ReturnLastEpisode,LQGmu1_higher,TimeElapsed,Regret,Regret/t,LQGmu1_actor,ReturnMean,LQGsigma_higher
43,14.262229159869209,-0.15151516,1.9807183742523193,16.438744220112753,0.3822963772119245,-0.056632593,0.9780289438383953,0.14999999
44,17.090240506455274,-0.13131313,2.0290136337280273,16.748503713657477,0.38064781167403355,-0.30118173,0.9781236889842511,0.14999999
45,16.571223010509218,-0.11111111,2.071162462234497,17.577280703148258,0.39060623784773907,-0.17222679,0.9775513656409346,0.14999999
46,8.97088581422978,-0.09090909,2.1077117919921875,26.00639488891848,0.5653564106286626,0.12121135,0.9675082522627206,0.14999999
47,15.450720407470374,-0.07070707,2.1424365043640137,27.955674481448103,0.5948015847116618,-0.099825524,0.9658160008786402,0.14999999
48,9.772789582982654,-0.05050505,2.1727240085601807,35.58288489846545,0.7413101020513636,0.009875543,0.9573959711464735,0.14999999
49,16.7063201171799,-0.030303031,2.2094030380249023,36.27656478128555,0.7403380567609296,-0.17596109,0.9574518358183375,0.14999999
50,15.403404099502811,-0.01010101,2.2432491779327393,38.27316068178274,0.7654632136356548,-0.1053805,0.9560078612853072,0.14999999
51,16.902750236037864,0.01010101,2.2759556770324707,38.77041044574487,0.7602041263871544,-0.24653573,0.9563101076788992,0.14999999
52,9.09135761875862,0.030303031,2.3094167709350586,47.07905282698625,0.9053664005189663,0.03933857,0.9479674482460365,0.14999999
53,8.662272171808471,0.05050505,2.343864917755127,55.81678065517778,1.053146804814675,0.22042787,0.9394743215623751,0.14999999
54,8.25147711192939,0.07070707,2.3744208812713623,64.96530354324838,1.2030611767268218,0.30611712,0.930858553061677,0.14999999
55,8.972646932820865,0.09090909,2.4093689918518066,73.39265661042751,1.3344119383714093,0.1204108,0.9233096587142868,0.14999999
56,9.059932911514847,0.11111111,2.4432737827301025,81.73272369891266,1.459512923194869,0.070084214,0.9161199469428237,0.14999999
57,8.738789479591091,0.13131313,2.473524808883667,90.39393421932158,1.5858584950758172,0.20046009,0.9088587071795508,0.14999999
58,8.684809938564714,0.15151516,2.509650468826294,99.10912428075686,1.7087780048406356,0.21473946,0.9017943675378945,0.14999999
59,8.200257995565954,0.17171717,2.54377818107605,108.3088662851909,1.835743496359168,0.31517184,0.8944975002092432,0.14999999
60,9.006307504029852,0.1919192,2.577148199081421,116.70255878116104,1.945042646352684,0.103931166,0.8882159398647882,0.14999999
61,8.586729876637179,0.21212122,2.610377311706543,125.51582890452386,2.0576365394184237,0.23850693,0.8817450264702055,0.14999999
62,8.59330091614666,0.23232323,2.6424591541290283,134.3225279883772,2.16649238690931,0.2369891,0.8754889432810741,0.14999999
63,9.016413933488556,0.25252524,2.676492214202881,142.70611405488864,2.265176413569661,0.09844622,0.8698174474959964,0.14999999
64,8.996013972931024,0.27272728,2.708483934402466,151.11010008195763,2.361095313780588,0.109234914,0.864304867024104,0.14999999
65,8.93882104739854,0.2929293,2.7442727088928223,159.5712790345591,2.454942754377832,0.13495922,0.8589113359552969,0.14999999
66,8.219648789770195,0.3131313,2.7792305946350098,168.7516302447889,2.556842882496802,0.3117748,0.8530550067530573,0.14999999
67,4.342702143546662,0.33333334,2.8128650188446045,181.80892810124226,2.7135660910633175,0.7232039,0.8440479258009587,0.14999999
68,7.694087317319593,0.35353535,2.846203327178955,191.51484078392266,2.8163947174106276,0.39360896,0.838138234631573,0.14999999
69,7.6200607961355855,0.37373737,2.879838705062866,201.29477998778708,2.917315651996914,0.4038052,0.8323381809197175,0.14999999
70,6.295588242220029,0.3939394,2.91259765625,212.39919174556704,3.0342741677938148,0.5554554,0.8256164271382863,0.14999999
71,7.148686603051492,0.41414142,2.947195291519165,222.65050514251556,3.135922607641064,0.46349922,0.819774562779249,0.14999999
72,8.84593557506614,0.43434343,2.980755567550659,231.20456956744943,3.2111745773256866,0.16857037,0.8154497369353053,0.14999999
73,7.953476997025282,0.45454547,3.014308214187622,240.65109257042414,3.2965903091838924,0.35558152,0.8105407868285118,0.14999999
74,7.986862782222808,0.47474748,3.0572152137756348,250.06422978820132,3.379246348489207,0.3503874,0.8057904397419995,0.14999999
75,5.9809416229239,0.4949495,3.1128857135772705,261.48328816527743,3.486443842203699,0.5857385,0.7996296642411667,0.14999999
76,3.5865437552676824,0.5151515,3.1636343002319336,275.29674441000975,3.6223255843422337,0.77850866,0.7918203687159635,0.14999999
77,6.103922696939385,0.53535354,3.2151403427124023,286.59282171307035,3.721984697572342,0.5740924,0.7860928334728537,0.14999999
78,8.03447831381693,0.5555556,3.263336658477783,295.9583433992534,3.794337735887864,0.3428433,0.7819346128800077,0.14999999
79,7.689664184114288,0.57575756,3.3069076538085938,305.6686792151391,3.8692237875334063,0.3942256,0.7776308168084248,0.14999999
80,2.073366271866934,0.5959596,3.3571603298187256,320.99531294327215,4.012441411790902,0.8787912,0.7693999188625917,0.14999999
81,6.828032880935679,0.61616164,3.408323287963867,331.56728006233647,4.0934232106461295,0.5000502,0.7647457924916017,0.14999999
82,7.141186300996558,0.6363636,3.4645369052886963,341.8260937613399,4.168610899528535,0.46438703,0.7604246609466359,0.14999999
83,6.089738005813181,0.65656567,3.5160610675811768,353.1363557555267,4.254654888620804,0.5754477,0.7554796041022526,0.14999999
84,5.611213581282575,0.67676765,3.5527539253234863,364.9251421742442,4.344346930645764,0.6194338,0.7503248890433468,0.14999999
85,8.337363708908558,0.6969697,3.589921712875366,373.9877784653356,4.399856217239242,0.29030058,0.7471347001586641,0.14999999
86,6.286737802028565,0.7171717,3.628105401992798,385.10104066330706,4.477919077480315,0.5563297,0.7426483288804416,0.14999999
87,5.592376400104372,0.7373737,3.6686718463897705,396.9086642632027,4.562168554749456,0.6211016,0.7378064048994565,0.14999999
88,2.3891301092615804,0.75757575,3.7340664863586426,411.91953415394113,4.680903797203876,0.858832,0.7309825403905819,0.14999999
89,6.4803929497643615,0.7777778,3.800381660461426,422.83914120417677,4.751001586563784,0.5368732,0.7269539318066791,0.14999999
90,2.96481459665802,0.7979798,3.8389382362365723,437.27432660751873,4.85860362897243,0.8211959,0.7207699063808949,0.14999999
91,5.195610824804602,0.8181818,3.8770828247070312,449.4787157827141,4.939326547062793,0.65524465,0.7161306582147821,0.14999999
92,3.808794656865104,0.83838385,3.9136977195739746,463.069921125849,5.033368707889664,0.7626697,0.7107259363281804,0.14999999
93,,0.85858583,3.951181173324585,480.469921125849,5.166343237912355,1.1259366,0.7030837219590601,0.14999999
94,4.436511060904888,0.8787879,3.98749041557312,493.4334100649441,5.249291596435575,0.716045,0.6983165749174957,0.14999999
95,2.3762240117579503,0.8989899,4.0233306884765625,508.45718605318615,5.352180905823012,0.8596569,0.6924033962170683,0.14999999
96,1.9956503943308845,0.9191919,4.059261322021484,523.8615356588552,5.4568909964464085,0.88363445,0.6863855749168729,0.14999999
97,2.111570366289756,0.93939394,4.09428596496582,539.1499652925655,5.55824706487181,0.87640053,0.6805605135131142,0.14999999
98,1.517308190172341,0.959596,4.1314167976379395,555.0326571023932,5.6635985418611545,0.912879,0.6745058309275196,0.14999999
99,1.8206123808424464,0.97979796,4.166229963302612,570.6120447215507,5.763758027490411,0.89444673,0.6687495386499762,0.14999999
100,4.520032282180673,1.0,4.203673362731934,583.49201243937,5.8349201243937,0.70961046,0.6646597629658791,0.14999999
101,17.30772938579066,-0.57575756,4.238255500793457,583.5842830535794,5.778062208451281,-0.43921816,0.667927459284409,0.14999999
102,17.16725882585261,-0.33333334,4.27475643157959,583.8170242277267,5.723696315958105,-0.31363925,0.6710519358644765,0.14999999
103,17.358827951386726,-0.5555556,4.310952186584473,583.85819627634,5.668526177440194,-0.49428883,0.6742226334804484,0.14999999
104,17.386161704873746,-0.8989899,4.345065116882324,583.8720345714662,5.61415417857179,-0.7169218,0.6773474610016211,0.14999999
105,17.351741551523332,-0.5151515,4.3808043003082275,583.9202930199428,5.56114564780898,-0.51898366,0.6803939282868403,0.14999999
106,17.295093251557056,-0.65656567,4.418030261993408,584.0251997683858,5.509671695928168,-0.89184445,0.6833522013834388,0.14999999
107,17.395669118616112,-0.7171717,4.454741716384888,584.0295306497698,5.458219912614671,-0.62743706,0.6863092004244443,0.14999999
108,17.232326031828215,-0.4949495,4.491990566253662,584.1972046179416,5.409233376092051,-0.3403698,0.6891245186153995,0.14999999
109,17.200443465929304,-0.93939394,4.530095815658569,584.3967611520122,5.361438175706534,-1.1010878,0.6918713692122682,0.14999999
110,17.277396053337664,-0.6969697,4.565304756164551,584.5193650986746,5.313812409987951,-0.9006044,0.6946084821846007,0.14999999
111,10.078962840807675,-0.43434343,4.600623846054077,591.8404022578669,5.331895515836639,-0.013029754,0.6935692232277796,0.14999999
112,17.355084466578862,-0.5959596,4.63667893409729,591.885317791288,5.284690337422214,-0.7658908,0.696282164515965,0.14999999
113,17.217528737276528,-0.85858583,4.672525644302368,592.0677890540114,5.23953795623019,-0.97533846,0.6988771289522883,0.14999999
114,17.262561093714698,-0.8181818,4.7097930908203125,592.2052279602967,5.194782701406112,-0.93425065,0.7014492700341318,0.14999999
115,17.332511856159567,-0.959596,4.7455737590789795,592.2727161041372,5.150197531340323,-0.8448006,0.7040116361298668,0.14999999
116,17.378124512084128,-0.7979798,4.782062768936157,592.294591592053,5.105987858552181,-0.50578797,0.706552421922289,0.14999999
117,17.383941233177886,-0.53535354,4.817506313323975,592.3106503588751,5.062484191101497,-0.6507724,0.7090526326953168,0.14999999
118,17.385194120528237,-0.75757575,4.852886438369751,592.3254562383469,5.019707256257177,-0.7474778,0.7115110772265995,0.14999999
119,17.37347163709385,-0.45454547,4.889116287231445,592.351984601253,4.9777477697584285,-0.55539036,0.7139225419679068,0.14999999
120,17.402482520551384,-0.6363636,4.925071954727173,592.3495020807015,4.936245850672512,-0.67913795,0.7163077097314652,0.14999999
121,17.346971008134688,-0.7777778,4.962357521057129,592.4025310725668,4.895888686550139,-0.81494343,0.7186270869798774,0.14999999
122,17.281358490438635,-0.8787879,4.999131917953491,592.5211725821282,4.85673092280433,-0.9080471,0.7208775331721654,0.14999999
123,17.33999186789863,-0.2929293,5.0370025634765625,592.5811807142296,4.817733176538452,-0.4667197,0.7231187829575606,0.14999999
124,17.39463967403153,-0.7373737,5.073034763336182,592.5865410401981,4.778923718066114,-0.6677567,0.7253492116053962,0.14999999
125,17.33419017623749,-0.83838385,5.1097564697265625,592.6523508639606,4.741218806911685,-0.8214903,0.7275161605223175,0.14999999
126,17.26150735603374,-0.47474748,5.144856929779053,592.7908435079269,4.704689234189896,-0.42095605,0.7296155612534547,0.14999999
127,16.879751482808217,-0.27272728,5.179648160934448,593.3110920251187,4.671740882087549,-0.23643643,0.7315091447076126,0.14999999
128,17.315444369878904,-0.37373737,5.214970111846924,593.3956476552398,4.635903497306561,-0.4741431,0.7335687645226119,0.14999999
129,17.341183008545695,-0.67676765,5.2508251667022705,593.4544646466941,4.60042220656352,-0.77048486,0.7356079191630166,0.14999999
130,17.25134153451864,-0.3939394,5.287289381027222,593.6031231121755,4.566177870093657,-0.3866555,0.7375759844773765,0.14999999
131,17.1926431030185,-0.97979796,5.330623388290405,593.810480009157,4.532904427550817,-1.0029278,0.7394882512901835,0.14999999
132,17.197595685403517,-0.9191919,5.386874437332153,594.0128843237535,4.500097608513284,-1.026727,0.7413737006601566,0.14999999
133,17.280786756084602,-1.0,5.442114591598511,594.1320975676689,4.467158628328337,-0.88975793,0.7432667454983719,0.14999999
134,15.565252982183402,-0.17171717,5.4891393184661865,595.9668445854854,4.447513765563325,-0.09679704,0.7443957605998094,0.14999999
135,17.331769248517563,-0.1919192,5.525859355926514,596.0350753369679,4.415074632125688,-0.44004524,0.7462600786134668,0.14999999
136,17.38109399410546,-0.61616164,5.56194281578064,596.0539813428625,4.3827498628151655,-0.54838014,0.7481178239761405,0.14999999
137,12.7158246656624,-0.13131313,5.597787380218506,600.7381566772001,4.384950048738687,-0.018247746,0.7479913765092715,0.14999999
138,17.313488234007774,-0.35353535,5.63959813117981,600.8246684431923,4.353801945240524,-0.42384744,0.7497814973999705,0.14999999
139,8.885310724003052,0.01010101,5.675111770629883,609.3393577191893,4.383736386468987,0.15521353,0.7480611272144266,0.14999999
140,17.32839786683275,-0.23232323,5.710445165634155,609.4109598523565,4.352935427516832,-0.43003887,0.7498312972691482,0.14999999
141,17.060525489364213,-0.21212122,5.744245767593384,609.7504343629923,4.324471165694981,-0.24879609,0.7514671743853465,0.14999999
142,9.048879684123467,-0.030303031,5.77982234954834,618.1015546788689,4.352827849851189,0.0782676,0.7498374798936104,0.14999999
143,12.863861268617661,-0.11111111,5.815333604812622,622.6376934102512,4.354109744127631,-0.03948068,0.7497638078087574,0.14999999
144,17.269293892427637,-0.3131313,5.850215196609497,622.7683995178236,4.324780552207108,-0.41273212,0.7514493935513161,0.14999999
145,17.04246291653801,-0.25252524,5.8819990158081055,623.1259366012856,4.2974202524226595,-0.25465322,0.7530218245734109,0.14999999
146,16.726648993216685,-0.07070707,5.9021594524383545,623.7992876080689,4.272597860329239,-0.21079747,0.7544483988316534,0.14999999
147,16.795436843964517,-0.01010101,5.924328088760376,624.4038507641044,4.247645243293227,-0.2022789,0.755882457281999,0.14999999
148,14.327617958318816,-0.15151516,5.945258378982544,627.4762328057856,4.239704275714767,-0.060417823,0.7563388347290367,0.14999999
149,17.318569482272476,-0.41414142,5.968014717102051,627.5576633235131,4.211796398144383,-0.38129526,0.757942735738829,0.14999999
150,15.7567257760795,-0.05050505,5.987590074539185,629.2009375474336,4.19467291698289,-0.10737765,0.7589268438515584,0.14999999
151,9.071608726099571,0.030303031,6.016932249069214,637.529328821334,4.2220485352406225,0.06024447,0.7573535324574359,0.14999999
152,8.925454110044434,0.11111111,6.043871879577637,646.0038747112897,4.250025491521643,0.14029303,0.7557456614068027,0.14999999
153,8.016041442543385,0.25252524,6.067518472671509,655.3878332687462,4.283580609599649,0.34578392,0.7538172063448482,0.14999999
154,7.32508459255672,0.1919192,6.085583209991455,665.4627486761896,4.321186679715517,0.44210523,0.7516559379473845,0.14999999
155,8.448481293369001,0.27272728,6.107714653015137,674.4142673828205,4.351059789566584,0.26845846,0.749939092553645,0.14999999
156,9.259046797761133,0.09090909,6.1309263706207275,682.5552205850594,4.375353978109355,0.016182072,0.7485428748213018,0.14999999
157,16.99929342549946,-0.09090909,6.14854621887207,682.9559271595599,4.350037752608662,-0.2612514,0.7499978303098473,0.14999999
158,8.680288343586248,0.2929293,6.174371004104614,691.6756388159737,4.377693916556796,0.2158927,0.7484083956001846,0.14999999
159,4.742948843706028,0.43434343,6.194326400756836,704.3326899722676,4.4297653457375326,0.6921439,0.7454157847277284,0.14999999
160,8.94469209258651,0.13131313,6.212682247161865,712.7879978796811,4.454924986748007,0.13254867,0.7439698283478161,0.14999999
161,8.136792380067307,0.15151516,6.260336875915527,722.0512054996138,4.484790096270894,0.3260429,0.7422534427430525,0.14999999
162,15.600348623845596,0.05050505,6.306649684906006,723.8508568757683,4.468215165899804,-0.09307771,0.7432060249482876,0.14999999
163,9.007394537826247,0.23232323,6.350308895111084,732.243462337942,4.492291179987374,0.103355184,0.7418223459777376,0.14999999
164,7.964639950481548,0.21212122,6.391911268234253,741.6788223874604,4.522431843825978,0.3538533,0.7400901239180476,0.14999999
165,5.844479822718639,0.6969697,6.420994281768799,753.2343425647417,4.565056621604495,0.59839594,0.7376404240457191,0.14999999
166,12.25748272462922,0.07070707,6.454084396362305,758.3768598401125,4.568535300241642,-0.029794812,0.7374404999861129,0.14999999
167,8.607083379404067,0.3131313,6.488770246505737,767.1697764607085,4.593830996770709,0.2337735,0.735986724323523,0.14999999
168,10.036886669638681,0.17171717,6.521657228469849,774.5328897910698,4.610314820184939,0.010938466,0.7350393781502913,0.14999999
169,6.888152289174524,0.5555556,6.5523271560668945,785.0447375018953,4.64523513314731,0.49340352,0.7330324636122241,0.14999999
170,7.931383424491869,0.47474748,6.590236663818359,794.5133540774034,4.673607965161197,0.3589775,0.7314018410826904,0.14999999
171,5.657517635316656,0.45454547,6.625310897827148,806.2558364420868,4.714946411942028,0.61531496,0.7290260682791943,0.14999999
172,8.366861070700761,0.35353535,6.657464027404785,815.288975371386,4.7400521823917785,0.2846658,0.7275832079085189,0.14999999
173,4.97840660172651,0.57575756,6.688814401626587,827.7105687696594,4.784454154737916,0.67320275,0.7250313704173615,0.14999999
174,6.678569120989578,0.37373737,6.711796283721924,838.4319996486698,4.81857471062454,0.5162038,0.7230704189296246,0.14999999
175,9.043600522738345,0.41414142,6.735885858535767,846.7883991259315,4.83879085214818,0.08188802,0.7219085717156223,0.14999999
176,2.9048327789942587,0.6363636,6.756664752960205,861.2835663469373,4.893656626971235,0.8251974,0.7187553662660214,0.14999999
177,6.75096694353181,0.61616164,6.782991409301758,871.9325994034054,4.9261728779853415,0.50844336,0.7168866162077394,0.14999999
178,1.0520892744502712,0.7777778,6.804474115371704,888.2805101289551,4.990339944544692,0.9404493,0.7131988537617998,0.14999999
179,7.89696125140223,0.3939394,6.8345115184783936,897.7835488775529,5.0155505523885635,0.3642054,0.7117499682535313,0.14999999
180,6.105631607188559,0.7171717,6.866447925567627,909.0779172703643,5.0504328737242465,0.5739289,0.7097452371422852,0.14999999
181,2.2407352037197246,0.53535354,6.897850751876831,924.2371820666446,5.106282773848865,0.8682691,0.7065354727673071,0.14999999
182,3.183380829075324,0.65656567,6.929796934127808,938.4538012375692,5.1563395672393915,0.80644697,0.7036586455609551,0.14999999
183,6.007772242106013,0.4949495,6.956889629364014,949.8460289954633,5.190415458991603,0.5832175,0.7017002609774947,0.14999999
184,1.0660803982467144,0.67676765,6.985050678253174,966.1799485972166,5.250977981506612,0.93963194,0.6982196562352528,0.14999999
185,4.613834757802547,0.7373737,7.0111284255981445,978.966113839414,5.291708723456292,0.70231354,0.6958788089967656,0.14999999
186,1.366500348020438,0.8181818,7.036311388015747,994.9996134913936,5.349460287588138,0.92190665,0.6925597535868894,0.14999999
187,,1.0,7.058836936950684,1012.3996134913936,5.413901676424564,1.1078897,0.6888562254928419,0.14999999
188,2.695326168910957,0.8787879,7.083856105804443,1027.1042873224826,5.463320677247248,0.83902425,0.6860160530317682,0.14999999
189,8.514210371292307,0.33333334,7.1036059856414795,1035.9900769511903,5.481428978577727,0.25465792,0.6849753460587522,0.14999999
190,,0.83838385,7.1299848556518555,1053.3900769511904,5.544158299743107,1.1532313,0.681370212658443,0.14999999
191,6.4333082983299406,0.5151515,7.166508913040161,1064.3567686528604,5.572548526978327,0.5416681,0.6797385904035453,0.14999999
192,4.048146085324725,0.7979798,7.220493793487549,1077.7086225675357,5.6130657425392485,0.7452356,0.6774100147965957,0.14999999
193,3.6810551682250097,0.75757575,7.275439977645874,1091.4275673993106,5.655065116058604,0.7718129,0.674996257697782,0.14999999
194,3.9174918573200763,0.8989899,7.3205482959747314,1104.9100755419906,5.695412760525725,0.7548022,0.6726774275559935,0.14999999
195,1.0090522433348104,0.93939394,7.357304811477661,1121.3010232986558,5.750261657941825,0.9429591,0.6695251920723095,0.14999999
196,5.6571696830574805,0.5959596,7.393317937850952,1133.0438536155982,5.780835987834685,0.615346,0.6677680466761681,0.14999999
197,,0.9191919,7.428644180297852,1150.4438536155983,5.83981651581522,1.0067812,0.6643783611600453,0.14999999
198,,0.97979796,7.463647365570068,1167.8438536155984,5.898201280886861,1.0329645,0.6610229148915603,0.14999999
199,3.0962889484608165,0.959596,7.4986326694488525,1182.1475646671377,5.940440023452953,0.81235605,0.6585954009509802,0.14999999
200,17.400002470382024,-0.7171717,7.53507399559021,1182.1475621967556,5.910737810983778,-0.52674973,0.6603024246561051,0.14999999
201,17.297143267828908,-0.8989899,7.571200847625732,1182.2504189289268,5.881842880243417,-0.89583206,0.661963052859574,0.14999999
202,17.343032006890482,-0.5555556,7.6069958209991455,1182.3073869220364,5.853006865950675,-0.4694464,0.6636202950603063,0.14999999
203,17.387545980631767,-0.5151515,7.644941091537476,1182.3198409414047,5.824235669662092,-0.5045689,0.6652738120883859,0.14999999
204,17.386451621381678,-0.6363636,7.681156635284424,1182.333389320023,5.795751908431485,-0.70147276,0.6669108098602599,0.14999999
205,17.278728465582248,-0.57575756,7.716018438339233,1182.4546608544406,5.768071516363125,-0.42119765,0.6685016369906253,0.14999999
206,17.3015123875177,-0.75757575,7.7523088455200195,1182.553148466923,5.740549264402539,-0.88724446,0.6700833756090498,0.14999999
207,17.33718318955803,-0.53535354,7.788222312927246,1182.615965277365,5.7131206052046615,-0.54671764,0.6716597353330658,0.14999999
208,17.344672176673058,-0.7979798,7.819382429122925,1182.6712931006919,5.685919678368711,-0.7915354,0.6732230069903041,0.14999999
209,17.41200319021224,-0.5959596,7.845589637756348,1182.6592899104796,5.658656889523826,-0.5384621,0.6747898339354125,0.14999999
210,17.376028601740114,-0.45454547,7.869826555252075,1182.6832613087395,5.6318250538511405,-0.53313035,0.6763318934568313,0.14999999
211,17.346345706991734,-0.7373737,7.893439054489136,1182.7369156017478,5.6053882256007,-0.78840137,0.6778512514022587,0.14999999
212,17.271130770941078,-0.65656567,7.916302919387817,1182.8657848308067,5.57955558882456,-0.9222678,0.6793358856997379,0.14999999
213,17.28565297266478,-0.959596,7.949153661727905,1182.980131858142,5.553897332667333,-0.89316696,0.6808104981225671,0.14999999
214,17.38934055574844,-0.7777778,7.9914634227752686,1182.9907913023935,5.527994351880343,-0.667426,0.6822991751792907,0.14999999
215,17.3810151013215,-0.2929293,8.041119575500488,1183.009776201072,5.50237105209801,-0.44327247,0.683771778615057,0.14999999
216,17.332616258394953,-0.6969697,8.086941719055176,1183.077159942677,5.47720907380869,-0.8190414,0.6852178693213397,0.14999999
217,17.28171811316906,-0.8181818,8.133406639099121,1183.1954418295081,5.45251355681801,-0.91479313,0.6866371519070109,0.14999999
218,17.36273506894057,-0.4949495,8.184757471084595,1183.2327067605675,5.427672966791594,-0.5246575,0.6880647720234716,0.14999999
219,17.386431859670505,-0.83838385,8.232831954956055,1183.2462749008969,5.402951026944734,-0.70514965,0.6894855731640956,0.14999999
220,17.326072920816145,-0.8787879,8.280433654785156,1183.3202019800808,5.378728190818549,-0.83317053,0.690877690182842,0.14999999
