Iteration,LQGmu1_actor,ReturnLastEpisode,TimeElapsed,Regret,ReturnMean,LQGsigma_higher,LQGmu1_higher,Regret/t
1,-0.81994516,17.334613722267928,0.1385042667388916,0.0653862777320704,0.9962421679464327,0.14999999,-1.0,0.0653862777320704
2,-1.116571,17.196609294726645,0.17953848838806152,0.26877698300542363,0.9922765234768556,0.14999999,-0.97979796,0.13438849150271182
3,-1.0585846,17.19421002745599,0.23325347900390625,0.47456695554943096,0.9909086790124629,0.14999999,-0.959596,0.15818898518314364
4,-0.7840565,17.341556106355814,0.29825520515441895,0.5330108491936159,0.9923417981437699,0.14999999,-0.93939394,0.13325271229840396
5,-0.89920825,17.283381936915607,0.33051276206970215,0.6496289122780077,0.9925330010082988,0.14999999,-0.9191919,0.12992578245560155
6,-0.90299886,17.29365900230234,0.35037970542907715,0.7559699099756649,0.9927589089082791,0.14999999,-0.8989899,0.12599498499594416
7,-0.78467095,17.354107638795657,0.36583495140075684,0.8018622711800063,0.9934165659180624,0.14999999,-0.8787879,0.11455175302571519
8,-0.9332377,17.264918021471882,0.3817715644836426,0.9369442497081231,0.99326907866589,0.14999999,-0.85858583,0.11711803121351538
9,-0.5822705,17.39340579140697,0.4169957637786865,0.9435384583011519,0.9939748502024194,0.14999999,-0.83838385,0.10483760647790577
10,-0.9413733,17.25181999704642,0.449080228805542,1.0917184612547288,0.9937257559698006,0.14999999,-0.8181818,0.10917184612547289
11,-1.0048747,17.201318404589692,0.48209333419799805,1.2904000566650353,0.9932580979275601,0.14999999,-0.7979798,0.11730909606045775
12,-0.8453814,17.320669158887963,0.5149636268615723,1.369730897777071,0.9934399861217575,0.14999999,-0.7777778,0.11414424148142259
13,-1.0334072,17.188065923077158,0.5523576736450195,1.5816649746999119,0.9930076703152083,0.14999999,-0.75757575,0.12166653651537783
14,-0.85244346,17.309833135082147,0.5847561359405518,1.671831839617763,0.9931369793119141,0.14999999,-0.7373737,0.11941655997269736
15,-0.55346775,17.375591001617057,0.6181790828704834,1.6962408380007048,0.9935009929578519,0.14999999,-0.7171717,0.11308272253338032
16,-0.5601799,17.407738373240377,0.6576290130615234,1.688502464760326,0.9939349767788783,0.14999999,-0.6969697,0.10553140404752037
17,-0.6734517,17.378059022163143,0.6969482898712158,1.7104434425971817,0.994217567807312,0.14999999,-0.67676765,0.1006143201527754
18,-0.86726356,17.315034246990717,0.7311668395996094,1.7954091956064637,0.9942675313039386,0.14999999,-0.65656567,0.09974495531147021
19,-0.66370213,17.376478904968614,0.7681281566619873,1.818930290637848,0.9944980934947434,0.14999999,-0.6363636,0.09573317319146568
20,-0.6757284,17.389571645785804,0.8031787872314453,1.829358644852043,0.9947432222849079,0.14999999,-0.61616164,0.09146793224260215
21,-0.7363278,17.362781704920195,0.8354861736297607,1.8665769399318464,0.9948916887248717,0.14999999,-0.5959596,0.08888461618723079
22,-0.77979904,17.358681544410228,0.8666415214538574,1.9078953955216171,0.9950159472426289,0.14999999,-0.57575756,0.08672251797825532
23,-0.21730411,16.799863286542386,0.8975608348846436,2.5080321089792292,0.9937330532009512,0.14999999,-0.5555556,0.10904487430344476
24,-0.69722146,17.365843296255747,0.9293432235717773,2.542188812723481,0.9939123831112942,0.14999999,-0.53535354,0.10592453386347837
25,-0.4602491,17.32337107600941,0.9586875438690186,2.618817736714071,0.993979729340887,0.14999999,-0.5151515,0.10475270946856284
26,-0.6232444,17.40655935219213,0.9874744415283203,2.6122583845219403,0.9942257772225419,0.14999999,-0.4949495,0.10047147632776693
27,-0.75342983,17.36612499320526,1.0186340808868408,2.6461333913166776,0.9943675321598197,0.14999999,-0.47474748,0.09800494041913621
28,-0.507788,17.36901324214786,1.0509841442108154,2.6771201491688146,0.994505090005811,0.14999999,-0.45454547,0.09561143389888624
29,-0.19875361,16.725914225600718,1.0823240280151367,3.351205923568095,0.9933586882212284,0.14999999,-0.43434343,0.11555882495062397
30,-0.44558093,17.31824079852604,1.1139025688171387,3.4329651250420525,0.9934234384577737,0.14999999,-0.41414142,0.11443217083473509
31,-0.6919503,17.382398732625717,1.1461520195007324,3.4505663924163343,0.9936029544078302,0.14999999,-0.3939394,0.11130859330375271
32,-0.46390373,17.363575821330627,1.1768360137939453,3.4869905710857054,0.9937374450950327,0.14999999,-0.37373737,0.1089684553464283
33,-0.21460085,16.885160250106082,1.2055768966674805,4.0018303209796215,0.993030598535389,0.14999999,-0.35353535,0.12126758548423096
34,-0.14790688,16.14872318023249,1.2391619682312012,5.2531071407471295,0.9911205085518136,0.14999999,-0.33333334,0.154503151198445
35,-0.42999727,17.395788629696675,1.2752833366394043,5.257318511050453,0.9913672930853031,0.14999999,-0.3131313,0.15020910031572723
36,-0.28463858,17.163887125780274,1.325300931930542,5.493431385270178,0.9912301542380746,0.14999999,-0.2929293,0.15259531625750494
37,-0.21880963,16.841900002625387,1.370880126953125,6.051531382644789,0.9906002929750781,0.14999999,-0.27272728,0.16355490223364297
38,-0.16627178,16.521814142301473,1.4181394577026367,6.929717240343315,0.9895194839075269,0.14999999,-0.25252524,0.1823609800090346
39,-0.042037174,13.764934934141706,1.4507720470428467,10.564782306201607,0.9844315026433811,0.14999999,-0.23232323,0.2708918540051694
40,-0.3550632,17.17211365752875,1.4835867881774902,10.792668648672855,0.9844932921714472,0.14999999,-0.21212122,0.26981671621682135
41,-0.2081773,16.90519819766398,1.5134108066558838,11.287470451008872,0.9841779219918576,0.14999999,-0.1919192,0.2753041573416798
42,0.19293118,8.765755730435833,1.546292781829834,19.921714720573036,0.97273985396747,0.14999999,-0.17171717,0.47432654096602467
43,-0.10475452,15.71753285353801,1.579206943511963,21.604181867035024,0.9711251244760292,0.14999999,-0.15151516,0.5024228341170935
44,-0.17853545,16.599437102098275,1.6335151195526123,22.404744764936748,0.97073570433002,0.14999999,-0.13131313,0.5091987446576534
45,-0.07116932,14.908236443064894,1.6926636695861816,24.896508321871853,0.9682036930755149,0.14999999,-0.11111111,0.5532557404860412
46,0.12667364,8.958557937166184,1.7255845069885254,33.337950384705664,0.9583483878252054,0.14999999,-0.09090909,0.7247380518414275
47,-0.07590478,14.91243410050082,1.7740938663482666,35.825516284204845,0.9561928145216374,0.14999999,-0.07070707,0.7622450273235073
48,-0.14418763,16.324872168006685,1.7977619171142578,36.90064411619816,0.9558181943053182,0.14999999,-0.05050505,0.7687634190874616
49,-0.088729635,15.635643884975233,1.8563027381896973,38.665000231222926,0.9546504806108104,0.14999999,-0.030303031,0.7890816373718964
50,-0.07271364,15.253614632539378,1.91233229637146,40.81138559868354,0.9530903613808234,0.14999999,-0.01010101,0.8162277119736708
51,0.20486352,8.722539376111234,1.9618525505065918,49.488846222572306,0.944231635989889,0.14999999,0.01010101,0.9703695337759276
