ReturnMean,Iteration,LQGsigma_higher,ReturnLastEpisode,TimeElapsed,LQGmu1_actor,LQGmu1_higher,Regret/t,Regret
0.9940694187626039,1,0.14999999,17.296807886469306,0.19110417366027832,-0.894273,-1.0,0.10319211353069235,0.10319211353069235
0.9911455532522178,2,0.14999999,17.195057366707868,0.20850849151611328,-1.0558555,-0.97979796,0.15406737341141152,0.30813474682282305
0.9914933267423384,3,0.14999999,17.264086402772886,0.24258708953857422,-0.9309778,-0.959596,0.14801611468331188,0.44404834404993565
0.9924030711380096,4,0.14999999,17.315302095255404,0.28002429008483887,-0.8667369,-0.93939394,0.13218656219863245,0.5287462487945298
0.9916303359004853,5,0.14999999,17.20058547213676,0.3227672576904297,-1.0568889,-0.9191919,0.145632155331554,0.72816077665777
0.9925167892581285,6,0.14999999,17.34691357520639,0.38324975967407227,-0.7829637,-0.8989899,0.13020786690856312,0.7812472014513787
0.9931070102437874,7,0.14999999,17.341681049144693,0.43983983993530273,-0.7940599,-0.8787879,0.11993802175809774,0.8395661523066842
0.9929956643425453,8,0.14999999,17.264562628788994,0.4780087471008301,-0.92402107,-0.85858583,0.1218754404397111,0.9750035235176888
0.993694491405949,9,0.14999999,17.38756087768933,0.5156798362731934,-0.66958416,-0.83838385,0.10971584953648399,0.9874426458283558
0.9933028441088846,10,0.14999999,17.222137520774282,0.5549032688140869,-0.9731585,-0.8181818,0.1165305125054072,1.165305125054072
0.9937663754144572,11,0.14999999,17.372189379381197,0.6027851104736328,-0.76055676,-0.7979798,0.10846506778844303,1.1931157456728734
0.9933300994364188,12,0.14999999,17.200440507997147,0.6478972434997559,-1.057641,-0.7777778,0.11605626980631041,1.392675237675725
0.9936950506825089,13,0.14999999,17.366495702059247,0.689434289932251,-0.7580978,-0.75757575,0.10970611812434437,1.4261795356164768
0.993979767781983,14,0.14999999,17.359650967307562,0.7313528060913086,-0.5682675,-0.7373737,0.10475204059349379,1.466528568308913
0.9941887480670029,15,0.14999999,17.349791813796667,0.7765591144561768,-0.79238987,-0.7171717,0.10111578363414964,1.5167367545122445
0.9944292804290685,16,0.14999999,17.36584842596494,0.812631368637085,-0.7594442,-0.6969697,0.09693052053420637,1.5508883285473019
