ReturnMean,ReturnLastEpisode,LQGmu1_higher,TimeElapsed,LQGmu1_actor,Iteration,Regret,LQGsigma_higher,Regret/t
0.98866392812448,17.20275234936595,-1.0,0.3170344829559326,-1.1392742,1,0.19724765063404703,0.14999999,0.19724765063404703
0.9923671443839535,17.331624275195626,-0.97979796,0.35702967643737793,-0.83061254,2,0.26562337543841963,0.14999999,0.13281168771920981
0.9909944114934808,17.19553165539811,-0.959596,0.40989232063293457,-1.1217386,3,0.4700917200403083,0.14999999,0.1566972400134361
0.9916577894439205,17.28947386533717,-0.93939394,0.46353912353515625,-0.8994994,4,0.5806178547031386,0.14999999,0.14515446367578466
0.9910119089364334,17.19865393217285,-0.9191919,0.5162971019744873,-1.0572116,5,0.7819639225302879,0.14999999,0.1563927845060576
0.9911306551115832,17.256004316179567,-0.8989899,0.5662062168121338,-0.9357937,6,0.9259596063507196,0.14999999,0.15432660105845328
0.9918445163257371,17.332621694825495,-0.8787879,0.6221990585327148,-0.82900757,7,0.9933379115252237,0.14999999,0.14190541593217482
0.9918898341117953,17.264402819887135,-0.85858583,0.6733057498931885,-0.9329372,8,1.1289350916380876,0.14999999,0.14111688645476095
0.992257914783268,17.31652454669786,-0.83838385,0.723724365234375,-0.845228,9,1.2124105449402265,0.14999999,0.13471228277113628
0.9922466105919554,17.263320787940458,-0.8181818,0.7752165794372559,-0.93112594,10,1.349089756999767,0.14999999,0.1349089756999767
0.9929121766636798,17.392480370428082,-0.7979798,0.8257789611816406,-0.7152275,11,1.3566093865716837,0.14999999,0.12332812605197124
0.9933488671417029,17.367852845759227,-0.7777778,0.8759639263153076,-0.7596556,12,1.3887565408124551,0.14999999,0.11572971173437126
0.9930896291073934,17.225630644904854,-0.75757575,0.9270906448364258,-0.9762649,13,1.5631258959076,0.14999999,0.12024045353135385
0.9933914666821684,17.353287179683818,-0.7373737,0.9768767356872559,-0.8021358,14,1.6098387162237806,0.14999999,0.11498847973027004
0.9937472179668027,17.37786260555927,-0.7171717,1.028930902481079,-0.60583,15,1.6319761106645103,0.14999999,0.10879840737763402
0.9940430448243901,17.373559789774706,-0.6969697,1.0803642272949219,-0.722674,16,1.6584163208898026,0.14999999,0.10365102005561266
0.9943385576150011,17.38376166340709,-0.67676765,1.1361348628997803,-0.6121111,17,1.6746546574827121,0.14999999,0.09850909749898307
0.9946392289982158,17.395661179723874,-0.65656567,1.1622998714447021,-0.6327966,18,1.6789934777588371,0.14999999,0.0932774154310465
0.9948448303239628,17.374694382860923,-0.6363636,1.199683427810669,-0.5839393,19,1.7042990948979124,0.14999999,0.08969995236304802
0.9950714559769519,17.38916577487716,-0.61616164,1.2295506000518799,-0.5850613,20,1.715133320020751,0.14999999,0.08575666600103755
0.9951628522522766,17.347639533002607,-0.5959596,1.2597723007202148,-0.4921034,21,1.767493787018143,0.14999999,0.08416637081038776
0.9951290848027092,17.302907449495194,-0.57575756,1.2869467735290527,-0.3753242,22,1.8645863375229474,0.14999999,0.08475392443286124
