ReturnMean,ReturnLastEpisode,Iteration,LQGsigma_higher,TimeElapsed,Regret,LQGmu1_higher,Regret/t,LQGmu1_actor
0.9968706969531111,17.345550126984133,1,0.14999999,0.10873556137084961,0.05444987301586579,-1.0,0.05444987301586579,-0.7972617
0.9969799386106859,17.34935173666773,2,0.14999999,0.13078761100769043,0.1050981363481327,-0.97979796,0.05254906817406635,-0.8191815
0.9958887054972476,17.290488563304454,3,0.14999999,0.15559005737304688,0.21460957304367767,-0.959596,0.07153652434789255,-0.8983008
0.9951149830315698,17.274612392040932,4,0.14999999,0.18928003311157227,0.3399971810027438,-0.93939394,0.08499929525068595,-0.90465975
0.9938389399263772,17.203984954597548,5,0.14999999,0.2116374969482422,0.5360122264051945,-0.9191919,0.10720244528103891,-1.0395882
0.9930466825139878,17.210085880865517,6,0.14999999,0.2448725700378418,0.7259263455396763,-0.8989899,0.12098772425661271,-0.9827429
0.9936230792300852,17.349217395764057,7,0.14999999,0.27133727073669434,0.7767089497756174,-0.8787879,0.11095842139651678,-0.7666043
0.9941421829131586,17.361300811287297,8,0.14999999,0.32503342628479004,0.8154081384883192,-0.85858583,0.1019260173110399,-0.7003926
0.9942681737021068,17.317804140238252,9,0.14999999,0.3709728717803955,0.8976039982500659,-0.83838385,0.09973377758334065,-0.8513792
0.9937093057310085,17.203023195445528,10,0.14999999,0.4039897918701172,1.0945808028045363,-0.8181818,0.10945808028045363,-1.2943197
0.9940810092735872,17.361685977769106,11,0.14999999,0.4527900218963623,1.1328948250354287,-0.7979798,0.10299043863958443,-0.7928988
0.9940609015259817,17.292811063660395,12,0.14999999,0.5157299041748047,1.2400837613750326,-0.7777778,0.10334031344791939,-0.8992799
0.9944979086606014,17.39551070040307,13,0.14999999,0.5847303867340088,1.2445730609719625,-0.75757575,0.09573638930553557,-0.5974423
0.9948787738675355,17.397042375103627,14,0.14999999,0.6475181579589844,1.247530685868334,-0.7373737,0.089109334704881,-0.6540592
0.9948560296462822,17.30495442354797,15,0.14999999,0.7107698917388916,1.3425762623203639,-0.7171717,0.08950508415469093,-0.883996
0.9945958114784821,17.238050177929757,16,0.14999999,0.7687087059020996,1.504526084390605,-0.6969697,0.09403288027441281,-0.42508465
0.9948634546615331,17.385135973272106,17,0.14999999,0.8311285972595215,1.519390111118497,-0.67676765,0.08937588888932335,-0.7103448
0.993552391698294,16.89999919102418,18,0.14999999,0.9051752090454102,2.0193909200943168,-0.65656567,0.11218838444968426,-0.20471197
0.9938942904738347,17.40084335074405,19,0.14999999,0.9396026134490967,2.0185475693502646,-0.6363636,0.10623934575527709,-0.6414698
0.9940961786390403,17.36401773573629,20,0.14999999,0.971137523651123,2.054529833613973,-0.61616164,0.10272649168069865,-0.68552536
