LQGmu1_actor,Regret/t,TimeElapsed,ReturnLastEpisode,ReturnMean,LQGsigma_higher,Regret,LQGmu1_higher,Iteration
-0.9603634,0.17563482701343958,0.23694419860839844,17.22436517298656,0.989906044424515,0.14999999,0.17563482701343958,-1.0,1
-0.9568405,0.16506534991454735,0.2518179416656494,17.245504127184343,0.990513485637095,0.14999999,0.3301306998290947,-0.97979796,2
-0.74520516,0.12231537755423123,0.3049490451812744,17.3631845671664,0.9929703806003315,0.14999999,0.3669461326626937,-0.959596,3
-0.8117346,0.11072930762257815,0.37433552742004395,17.32402890217238,0.9936362466883576,0.14999999,0.4429172304903126,-0.93939394,4
-0.76801616,0.09534902054371272,0.40274596214294434,17.366172127771748,0.99452017123312,0.14999999,0.47674510271856363,-0.9191919,5
-1.0329968,0.11348891508039867,0.4641153812408447,17.19581161223617,0.9934776485585978,0.14999999,0.680933490482392,-0.8989899,6
-0.7566041,0.1046740839290169,0.5211794376373291,17.348214902979272,0.9939842480500565,0.14999999,0.7327185875031184,-0.8787879,7
-0.99276406,0.1158559132991952,0.5719127655029297,17.205871281109555,0.9933416141782072,0.14999999,0.9268473063935616,-0.85858583,8
-0.8888052,0.11453442161164497,0.6185219287872314,17.296037511888755,0.9934175619763423,0.14999999,1.0308097945048047,-0.83838385,9
-0.90375954,0.11493935705652021,0.693530797958374,17.2814162239396,0.993394289824338,0.14999999,1.149393570565202,-0.8181818,10
-0.7075327,0.10614633901989766,0.7455310821533203,17.381783841346326,0.9938996356885117,0.14999999,1.1676097292188743,-0.7979798,11
-0.7700437,0.09939647173508141,0.8260767459869385,17.374852068397896,0.9942875590956851,0.14999999,1.192757660820977,-0.7777778,12
-0.802653,0.09666415480323948,0.9063694477081299,17.336123648378862,0.9944445888044117,0.14999999,1.2566340124421131,-0.75757575,13
-0.6649112,0.08926340735504722,0.9856109619140625,17.40694630947145,0.9948699191175262,0.14999999,1.249687702970661,-0.7373737,14
-0.6862258,0.08381131126971463,1.0581302642822266,17.39251803392494,0.9951832579730051,0.14999999,1.2571696690457195,-0.7171717,15
