Regret,ReturnMean,LQGsigma_higher,Regret/t,Iteration,LQGmu1_actor,ReturnLastEpisode,TimeElapsed,LQGmu1_higher
0.1167593235272335,0.993289694050159,0.14999999,0.1167593235272335,1,-0.89414436,17.283240676472765,0.25633716583251953,-1.0
0.19844315019486558,0.9942976106265844,0.14999999,0.09922157509743279,2,-0.8308911,17.318316173332367,0.27487754821777344,-0.97979796
0.23560875312320562,0.9954864223539617,0.14999999,0.07853625104106854,3,-0.77879655,17.36283439707166,0.3083822727203369,-0.959596
0.3890921836762544,0.9944095950621228,0.14999999,0.0972730459190636,4,-0.95183504,17.24651656944695,0.3669583797454834,-0.93939394
0.40202185480266195,0.9953790591401994,0.14999999,0.08040437096053239,5,-0.5724546,17.38707032887359,0.41597461700439453,-0.9191919
0.47923282077599794,0.9954096473105748,0.14999999,0.07987213679599965,6,-0.8433428,17.322789034026663,0.4728121757507324,-0.8989899
0.48635448838618345,0.996006941803069,0.14999999,0.06947921262659763,7,-0.67398375,17.392878332389813,0.5191206932067871,-0.8787879
0.637395899208208,0.9954210064712053,0.14999999,0.079674487401026,8,-0.9422657,17.248958589177974,0.5631349086761475,-0.85858583
0.7090788515993474,0.9954720379846784,0.14999999,0.07878653906659415,9,-0.8506808,17.32831704760886,0.6063978672027588,-0.83838385
0.8793544076125492,0.9949462390367094,0.14999999,0.08793544076125492,10,-0.9617724,17.229724443986797,0.6516005992889404,-0.8181818
0.9037788054700435,0.9952780626673455,0.14999999,0.08216170958818578,11,-0.67361516,17.375575602142504,0.6952362060546875,-0.7979798
0.9745387946161301,0.9953326686081603,0.14999999,0.08121156621801084,12,-0.852898,17.329240010853912,0.7385454177856445,-0.7777778
0.9746354468812619,0.9956912668130802,0.14999999,0.07497195745240476,13,-0.6436041,17.399903347734867,0.7811739444732666,-0.75757575
0.9890259262151915,0.9959399592519901,0.14999999,0.07064470901537082,14,-0.73987687,17.38560952066607,0.8225908279418945,-0.7373737
1.0082872554386455,0.9961368304389323,0.14999999,0.06721915036257636,15,-0.67621714,17.380738670776545,0.8551347255706787,-0.7171717
1.037224933570375,0.9962743357271179,0.14999999,0.06482655834814843,16,-0.6484118,17.37106232186827,0.8880650997161865,-0.6969697
1.0831375518716015,0.9963382773770398,0.14999999,0.06371397363950597,17,-0.7170888,17.354087381698772,0.9210822582244873,-0.67676765
1.057765219777906,0.996622716411948,0.14999999,0.058764734432105885,18,-0.6283312,17.425372332093694,0.9710266590118408,-0.65656567
1.083422352455738,0.9967228603978956,0.14999999,0.05702222907661779,19,-0.6800494,17.374342867322166,1.0289223194122314,-0.6363636
1.0945183173532698,0.9968548324213987,0.14999999,0.05472591586766349,20,-0.6813908,17.388904035102467,1.0735914707183838,-0.61616164
