ReturnLastEpisode,TimeElapsed,ReturnMean,Regret/t,LQGmu1_actor,LQGsigma_higher,LQGmu1_higher,Regret,Iteration
0.9548655434626867,0.045647382736206055,0.9548655434626867,0.010254456537313272,-1.0149614,0.01831564,-1.0,0.010254456537313272,1
0.4609986395610163,0.0674276351928711,0.7079320915118514,0.2571879084881485,0.56202257,0.01831564,0.5555556,0.514375816976297,2
0.955144327854176,0.10375308990478516,0.7903361702926263,0.17478382970737363,-1.0002517,0.10836801,-0.7777778,0.5243514891221209,3
0.2441732150051289,0.12114477157592773,0.6537954314707519,0.311324568529248,0.8657877,0.1690133,0.7777778,1.245298274116992,4
0.954553038234766,0.1330099105834961,0.7139469528235548,0.2511730471764452,-0.14150357,0.6411804,-1.0,1.255865235882226,5
0.5006057221089153,0.15798139572143555,0.6783900810377815,0.28672991896221844,0.48053867,1.0,0.5555556,1.7203795137733107,6
0.9542106811271156,0.17397785186767578,0.7177930239076863,0.24732697609231358,-0.07884619,0.044551425,-0.11111111,1.731288832646195,7
0.4885143539874172,0.19054198265075684,0.6891331901676527,0.27598680983234725,0.4957037,0.41111228,-0.11111111,2.207894478658778,8
0.12185489934524829,0.20408940315246582,0.6261022689651633,0.3390177310348366,1.004292,0.044551425,1.0,3.0511595793135298,9
0.9551591030298838,0.21935153007507324,0.6590079523716353,0.30611204762836464,-0.9892362,0.044551425,-1.0,3.061120476283646,10
0.33140951450914585,0.23234009742736816,0.6292262762023181,0.33589372379768184,0.7506865,1.0,-0.5555556,3.6948309617745005,11
0.95520012091697,0.2503070831298828,0.6563907632618725,0.3087292367381275,-0.85842335,0.26359713,-1.0,3.7047508408575305,12
0.08644265806586872,0.26684021949768066,0.6125486013237184,0.3525713986762816,1.5241926,0.41111228,1.0,4.583428182791661,13
0.9549135841096748,0.28264784812927246,0.6370032429512866,0.3281167570487133,-0.33079946,0.01831564,-0.33333334,4.593634598681986,14
0.954827747062375,0.30730223655700684,0.6581915432253591,0.30692845677464076,-0.18541712,0.10836801,-0.11111111,4.603926851619612,15
0.3442829981993327,0.32935357093811035,0.6385722591612325,0.3265477408387674,0.7006255,1.0,1.0,5.224763853420279,16
0.9547454765600573,0.3526942729949951,0.6571706837141046,0.3079493162858954,-0.5364089,0.0285655,-0.5555556,5.235138376860221,17
0.9558686563850171,0.37262749671936035,0.6737650155291552,0.2913549844708447,-0.55017865,0.069483444,-0.5555556,5.244389720475204,18
0.39112106600523605,0.39203310012817383,0.6588890181857912,0.3062309818142088,0.65129864,1.0,-1.0,5.818388654469968,19
0.480326097601779,0.41588640213012695,0.6499608721565905,0.31515912784340944,0.4855088,0.069483444,0.33333334,6.3031825568681885,20
0.9546792401827069,0.4431145191192627,0.6644712706340246,0.3006487293659753,-0.24447921,0.26359713,-0.5555556,6.313623316685481,21
0.817361205209035,0.4765310287475586,0.6714208131147069,0.293699186885293,0.13983715,0.0285655,0.11111111,6.461382111476446,22
0.7500848556883225,0.5154774188995361,0.6748409888787772,0.2902790111212228,0.1170974,0.1690133,-0.11111111,6.676417255788124,23
0.9550366809246033,0.5504305362701416,0.6865158093806866,0.27860419061931335,-1.0043718,0.0285655,-1.0,6.686500574863521,24
0.12520866221571803,0.5849771499633789,0.6640635234940879,0.3010564765059121,0.99394625,0.01831564,1.0,7.526411912647803,25
