Regret/t,LQGmu1_actor,Iteration,TimeElapsed,LQGsigma_higher,ReturnMean,LQGmu1_higher,ReturnLastEpisode,Regret
0.009762310644304661,-1.0269954,1,0.08259248733520508,0.01831564,0.9553576893556953,-1.0,0.9553576893556953,0.009762310644304661
0.26133225030652163,0.5770911,2,0.10620236396789551,0.01831564,0.7037877496934783,0.5555556,0.4522178100312614,0.5226645006130433
0.1772721336845178,-0.72144336,3,0.1352064609527588,0.10836801,0.7878478663154822,-0.7777778,0.9559680995594898,0.5318164010535534
0.28788022080189124,0.7464057,4,0.1590125560760498,0.1690133,0.6772397791981088,0.7777778,0.3454155178459886,1.151520883207565
0.2321779113537413,-0.8508351,5,0.1831831932067871,0.6411804,0.7329420886462588,-1.0,0.9557513264388584,1.1608895567687065
0.3313421520877526,1.0028073,6,0.20584630966186523,1.0,0.6337778479122474,0.5555556,0.13795664424219115,1.9880529125265154
0.2854420542827665,-0.07572591,7,0.23119497299194336,0.044551425,0.6796779457172335,-0.11111111,0.9550785325471501,1.9980943799793653
0.2510261410943037,-0.27639157,8,0.25283241271972656,0.26359713,0.7140938589056963,-0.33333334,0.9550052512249357,2.0082091287544297
0.31484639576268036,1.022818,9,0.27465057373046875,0.044551425,0.6502736042373196,1.0,0.13971156689030612,2.8336175618641235
0.2843025597469201,-1.0232431,10,0.2962992191314697,0.044551425,0.6808174402530799,-1.0,0.9557119643949226,2.843025597469201
0.2592946791188766,-0.42048934,11,0.31678199768066406,1.0,0.7058253208811234,-0.5555556,0.9559041271615583,2.852241470307643
0.23845467091454645,-0.33656082,12,0.3351891040802002,0.01831564,0.7266653290854536,-0.33333334,0.9559054193330853,2.8614560509745575
0.287126356936075,1.5219169,13,0.35341668128967285,0.41111228,0.6779936430639248,1.0,0.09393341080558218,3.7326426401689754
0.267346506620638,-1.3702543,14,0.37215423583984375,0.26359713,0.6977734933793619,-1.0,0.9549115474800429,3.7428510926889325
0.25018855977869575,-0.39290845,15,0.3905975818634033,0.6411804,0.7149314402213042,-0.11111111,0.9551426960084962,3.752828396680436
0.23915278940203763,0.064888835,16,0.41619324684143066,0.10836801,0.7259672105979622,0.11111111,0.8915037662478339,3.826444630432602
0.2256136533198803,-0.57251585,17,0.43881940841674805,0.0285655,0.7395063466801195,-0.5555556,0.956132523994637,3.835432106437965
0.21362566177292644,-0.21098757,18,0.46158885955810547,1.0,0.7514943382270735,-1.0,0.9552901945252893,3.845261911912676
0.2028723457842134,-0.6414874,19,0.4842207431793213,0.069483444,0.7622476542157864,-0.5555556,0.9558073420126212,3.8545745699000546
0.21099870041346214,0.33070418,20,0.5072991847991943,0.26359713,0.7541212995865377,0.33333334,0.5997205616308121,4.219974008269243
0.20138552271981588,-0.7883806,21,0.5288577079772949,0.41111228,0.763734477280184,-0.5555556,0.9559980311531086,4.229095977116134
0.19265882403774032,-1.0003612,22,0.5557522773742676,0.0285655,0.7724611759622596,-1.0,0.9557218482858469,4.238494128830287
0.19472643929997868,0.1540569,23,0.5789401531219482,0.0285655,0.7703935607000212,0.11111111,0.7249060249307777,4.47870810389951
0.1870101510197708,-0.8930305,24,0.6013047695159912,0.10836801,0.7781098489802291,-1.0,0.9555844794250105,4.488243624474499
0.1975016665402015,0.4332247,25,0.6216254234313965,0.069483444,0.7676183334597984,0.33333334,0.5158219609694626,4.937541663505037
