,ReturnMean,SqrtESSClassic,IWMean,ReturnStepMax,Iteration,LQGmu01,MISE,target_sum_log_mean,ReturnAbsMax,IWLastEpisode,ReturnMax,IWMin,LQGmu1,IWNorm2,Bound,DenMISEMeanLog,ReturnLastEpisode,ReturnMin,TimeElapsed,DenMISELogFirst,LQGsigma,DenMISELogLast,IWMax,TimestepsSoFar,IWNorm1,IWFirstEpisode,URet
0,15.807039999999999,1.0,0.9818458000000001,0.99233466,1,-0.008,15.520076000000001,13.493179999999999,15.807039999999999,0.9818458000000001,15.807039999999999,,-0.085,0.9818458000000001,62.941196,13.511501,15.807039999999999,,0.2942459583282471,13.511501,0.11,13.511501,0.9818458000000001,20,0.9818458000000001,0.9818458000000001,17.497854397219367
1,15.511194,1.2509933000000002,1.8080751,0.99233466,2,-0.008,27.763382,16.840828,15.807039999999999,2.7613412999999998,15.807039999999999,,-0.082,2.8906232999999997,65.67016,16.41141,15.215347,,18.329637289047238,13.502382999999998,0.11,19.320435,2.7613412999999998,40,3.6161501000000005,0.85480875,16.85564728966543
2,15.310360000000001,1.4906989,1.6531495999999999,0.99233466,3,-0.008,25.13224,16.006523,15.807039999999999,1.3856628,15.807039999999999,,-0.077,3.3269286,56.943573,15.699693,14.908693,,19.21592617034912,13.452776,0.11,13.863952,2.9621419999999996,60,4.959449,0.611644,16.515805791167633
3,15.344824,1.3688066,1.1963523999999999,0.99233466,4,-0.007,18.227821,15.441332999999998,15.807039999999999,0.74433136,15.807039999999999,,-0.065,3.4960449000000002,52.871956000000004,15.854343,15.448216,,20.257160663604733,13.350644,0.11,15.929245000000002,3.3725452000000007,80,4.7854095,0.14615674,17.116112733249015
4,15.132138000000001,1.9497438999999999,1.3955023000000002,0.99233466,5,-0.007,20.806795,14.469004,15.807039999999999,2.4726858,15.807039999999999,,-0.07,3.5786809999999996,45.128513,14.340898999999999,14.281392000000002,,21.280995607376102,13.163388000000001,0.11,8.238944,2.4726858,100,6.9775114,0.35247517,15.788346545701378
5,14.921926999999998,1.8609506000000002,1.6217977,0.99233466,6,-0.006,23.400444,14.781779,15.807039999999999,3.271964,15.807039999999999,,-0.062,5.2289333,48.88265,14.898063,13.870873999999999,,22.281824350357056,13.049188000000001,0.11,17.402182,3.5726712,120,9.730786,0.111597374,15.421931524887553
6,14.886821,1.1736243,0.22384535,0.99233466,7,-0.011,3.5167677000000004,9.225178999999999,15.807039999999999,0.00039474230000000006,15.807039999999999,,-0.105,1.33511,43.922478000000005,14.523086,14.676179999999999,,23.52926850318909,12.9134655,0.11,11.860244,1.3244726999999998,140,1.5669174,1.3244726999999998,16.249145606184108
7,14.995783,2.8284267999999995,8.021274999999999e-16,0.99233466,8,-0.024,1.2640341e-14,-65.13892,15.807039999999999,6.416956400000001e-15,15.807039999999999,,-0.231,2.82845e-10,16.7659,14.276568,15.758517999999999,,24.824422359466553,12.953224,0.11,13.278026,6.416956400000001e-15,160,8.000064e-10,6.333042e-20,17.45187541262805
8,15.18966,3.0,,0.99912786,9,-0.18,,-525.2280000000001,16.740686,,16.740686,,-0.949,3e-10,16.740686,14.228368,16.740686,,25.764757871627808,12.835441000000001,0.11,14.785036999999999,,180,8.999999599999999e-10,,18.500531990993398
9,15.366612,1.0,1.2173725,0.9999743000000001,10,-0.164,20.645643,-462.05185,16.959183,12.173725,16.959183,,-0.93,12.173725,71.52319,13.804692999999999,16.959183,,26.86341571807861,12.730081,0.11,10.939852,12.173725,200,12.173725,,18.730543747872304
