,IWMax,TimestepsSoFar,LQGsigma,MISE,IWNorm2,DenMISELogFirst,DenMISEMeanLog,IWMean,IWLastEpisode,target_sum_log_mean,Bound,LQGmu01,ReturnAbsMax,ReturnMax,ReturnMin,Iteration,IWMin,DenMISELogLast,ReturnMean,ReturnStepMax,SqrtESSClassic,URet,LQGmu1,IWNorm1,TimeElapsed,ReturnLastEpisode,IWFirstEpisode
0,0.99336547,20,0.11,15.540714000000001,0.99336547,17.102016,17.102016,0.99336547,0.99336547,17.09536,17.113047,-0.01,15.644507999999998,15.644507999999998,,1,,17.102016,15.644507999999998,0.99262077,1.0,17.332240856619553,-0.098,0.99336547,0.09021329879760742,15.644507999999998,0.99336547
1,1.0041552,40,0.11,15.544389,1.4165925,17.098694000000002,13.761495000000002,1.0016790999999998,0.9992030000000001,13.763169,16.656198999999997,-0.01,15.644507999999998,15.644507999999998,,2,,10.424294999999999,15.518020000000002,0.9970642,1.4142092,17.064454941188142,-0.099,2.0033581000000003,4.9774043560028085,15.391531,1.0041552
2,4.2321854000000005,60,0.11,24.716711,4.245561,17.100079,12.706917,1.5583459,4.2321854000000005,12.126016,26.167143,-0.012,15.891503,15.891503,,3,,10.596642999999998,15.642514000000002,0.9970642,1.101159,17.599576848442567,-0.119,4.675038,5.233603239059448,15.891503,0.30899775
3,3.5509758000000002,80,0.11,24.491684,4.285247,16.910429,13.517354000000001,1.5424123,3.5509758000000002,12.896135000000001,25.601019,-0.013,15.891503,15.891503,,4,,15.790099,15.704229000000002,0.9989059000000001,1.4397418,17.598379609035078,-0.125,6.169649,5.705677032470702,15.889377,0.16824928
4,1.5140948e-30,100,0.11,6.737157e-30,2.2360681e-10,16.728487,14.760294,4.327411e-31,1.311962e-35,-62.19710500000001,0.7146991,0.004,15.901051,15.901051,,5,,19.464806,15.743594,0.99971086,2.2360678,17.614069532001942,0.044,5e-10,5.975419759750366,15.901051,1.5140948e-30
5,12.173377,120,0.11,19.256632,12.173377,16.546165,11.084811,2.028896,12.173377,-48.09454,20.854748,0.004,15.901051,15.901051,,6,,-6.3810077000000005,14.701526000000001,0.99971086,1.0,10.398920930329599,0.038,12.173377,6.0810980796813965,9.491186,2.9484196e-28
6,1.6647078999999998e-18,140,0.11,2.1617543999999998e-18,2.6457514e-10,16.392015,11.478597,2.378154e-19,1.6647078999999998e-18,-122.49853,0.60403097,0.012,15.901051,15.901051,,7,,13.65802,13.899887,0.99971086,2.6457512000000003,9.984737388617473,0.119,7.000000000000001e-10,6.253638982772827,9.090053,
7,17.113981,160,0.11,19.340616,17.113981,16.258484,10.327378999999999,2.1392477000000003,17.113981,-103.101265,20.938732,0.012,15.901051,15.901051,,8,,3.2035728,13.292507,0.99971086,1.0,9.925950329721037,0.116,17.113981,6.32375955581665,9.04085,
8,12.741048,180,0.11,22.028485999999997,15.727284,16.1407,11.285507,2.4401452999999997,9.220259,-85.73935,23.172954999999998,0.011,15.901051,15.901051,,9,,18.748823,12.816576,0.99971086,1.3963827,9.895077346292759,0.112,21.961308,6.679435968399048,9.009127000000001,
9,5.2795143,200,0.11,5.688504,5.3622837,16.035339999999998,11.0134325,0.6295725000000001,0.08121244,-59.040936,7.049674,0.009,15.901051,15.901051,,10,,7.9257089999999994,12.434077,0.99971086,1.1740754,9.876217975578886,0.092,6.2957253,7.0420382022857675,8.991589,
10,10.91698,220,0.11,18.844416,13.307070999999999,15.940029999999998,11.296525,2.0877175,4.5264682999999994,-59.258556000000006,19.770449,0.01,15.901051,15.901051,,11,,14.559160999999998,12.124267999999999,0.99971086,1.7257662,9.914314623705042,0.102,22.964893,7.314476490020753,9.026164999999999,
