,IWLastEpisode,Bound,ReturnLastEpisode,IWFirstEpisode,LQGmu1,TimestepsSoFar,IWNorm1,ReturnMean,ReturnAbsMax,ReturnMax,DenMISELogLast,DenMISELogFirst,URet,TimeElapsed,DenMISEMeanLog,target_sum_log_mean,IWMax,IWMin,IWNorm2,LQGmu01,LQGsigma,ReturnStepMax,MISE,Iteration,IWMean,SqrtESSClassic,ReturnMin
0,1.2579875,64.11865999999999,15.058442000000001,1.2579875,-0.108,20,1.2579875,15.058442000000001,15.058442000000001,15.058442000000001,18.60218,18.60218,16.687925283112616,0.946929931640625,18.60218,18.831694,1.2579875,,1.2579875,-0.011,0.11,0.9625284,18.943333,1,1.2579875,1.0,
1,,33.74218,15.906216,,0.129,40,2e-10,15.482328,15.906216,15.906216,21.073656,18.723507,17.610802265278497,18.611189126968387,19.898582,-177.31389,,,1.4142136e-10,0.013,0.11,0.99716264,,2,,1.4142135,
2,,27.550377,9.122323,,0.418,60,3e-10,13.362328,15.906216,15.906216,-10.295152999999999,18.318043,10.006992533139751,19.286838054656986,9.563692999999999,-487.329,,,1.7320508999999999e-10,0.045,0.11,0.99716264,,3,,1.7320506999999998,
3,7.8129177,64.581825,8.633485,,0.399,80,7.8129177,12.180117,15.906216,15.906216,7.876607000000001,18.03036,9.480714070852779,19.78807592391968,8.926160000000001,-348.28283999999996,7.8129177,,7.8129177,0.042,0.11,0.99716264,16.863176,4,1.9532294,1.0,
4,1.5920827,52.23217,8.589848,,0.378,100,7.637175599999999,11.462062,15.906216,15.906216,12.836416,17.807217,9.433397248620386,20.639452934265137,9.746277000000001,-261.7534,6.0450926,,6.2512300000000005,0.04,0.11,0.99716264,13.173193,5,1.5274351000000002,1.2217076999999998,
5,7.732108,51.129653999999995,8.668677,,0.368,120,12.692261,10.996497999999999,15.906216,15.906216,15.467209,17.624895000000002,9.521325644144609,21.94133353233337,10.725992999999999,-209.77287,7.732108,,8.731836,0.039,0.11,0.99716264,18.300875,6,2.1153767000000006,1.4535614,
6,2.2291334,46.434357,8.62808,,0.355,140,13.277609,10.658153,15.906216,15.906216,18.164167000000003,17.470745,9.4761334275256,22.99654841423035,11.869398,-170.78316999999998,7.4214573,,8.354727,0.037,0.11,0.99716264,16.408148,7,1.8968011999999999,1.5892332,
7,5.433845,45.570065,8.654669,,0.339,160,16.533459,10.407718,15.906216,15.906216,12.753171,17.337214000000003,9.508523219610124,23.999237537384033,12.042949,-140.49902,7.5022535,,9.591156,0.035,0.11,0.99716264,17.888197,8,2.0666823,1.7238233,
8,2.134571e-24,15.906216,8.641210000000001,,0.187,180,9.000034e-10,10.211439,15.906216,15.906216,19.26089,17.219429,9.49118551846198,25.33309864997864,12.916652000000001,-92.03458,3.3615120000000005e-15,,3.0000114e-10,0.019,0.11,0.99716264,3.4076304999999996e-15,9,3.7355099999999994e-16,3.0,
9,6.7994742,53.749706,8.869893,,0.175,200,6.7994742,10.077283999999999,15.906216,15.906216,12.682030000000001,17.114069,9.741759772393848,26.49918270111084,12.798364999999999,-84.80759,6.7994742,,6.7994742,0.018,0.11,0.99716264,6.0310607,10,0.67994744,1.0,
10,1.7448465e-07,38.167465,8.884127000000001,,0.242,220,0.00019053988000000002,9.968815,15.906216,15.906216,14.732358999999999,17.018759,9.760025668800116,28.06742882728577,12.934698,-74.576775,0.00014969002,,0.00015240154,0.025,0.11,0.99716264,0.00015052133,11,1.7321709000000002e-05,1.250249,
11,0.9294918,39.220543,8.781504,,0.271,240,1.1847745,9.869872,15.906216,15.906216,15.449817000000001,16.931747,9.644422034296024,29.441898345947266,13.064532,-74.31368,0.9294918,,0.9523156999999999,0.028,0.11,0.99716264,0.86453986,12,0.09873121,1.2440985,
12,7.5279617,48.529007,8.757639999999999,,0.239,260,20.280273,9.784316,15.906216,15.906216,9.463611,16.851706,9.61862851926571,30.628220081329346,12.721015,-60.231483,12.752165,,14.808373000000001,0.024,0.11,0.99716264,13.685512,13,1.5600209999999999,1.3695138999999998,
13,2.6128051,37.182472,8.793885000000001,,0.208,280,3.718721,9.713571,15.906216,15.906216,14.743835,16.777597,9.659994454444435,32.041532516479485,12.878148,-52.767630000000004,2.6128051,,2.7153435,0.021,0.11,0.99716264,2.3391736,14,0.26562290000000005,1.3695214,
14,11.884533,47.24436,8.827283999999999,,0.207,300,14.961907,9.654486,15.906216,15.906216,15.688241,16.708605,9.693476968205044,33.53145623207092,13.017675,-48.128197,11.884533,,12.053059,0.021,0.11,0.99716264,8.803026,15,0.9974605,1.2413370000000001,
15,0.2045434,42.851246,8.825099,,0.182,320,17.706448,9.602649000000001,15.906216,15.906216,14.571588,16.644066,9.693659218376178,35.096816778182976,13.103058,-48.42674,8.668292,,12.255597999999999,0.018,0.11,0.99716264,9.822566,16,1.106653,1.444764,
