,IWFirstEpisode,target_sum_log_mean,Iteration,DenMISELogFirst,ReturnAbsMax,ReturnMin,DenMISELogLast,IWMean,IWMax,TimeElapsed,ReturnMax,IWNorm1,MISE,LQGmu01,ReturnMean,IWLastEpisode,ReturnStepMax,LQGmu1,LQGsigma,IWMin,URet,Bound,IWNorm2,TimestepsSoFar,DenMISEMeanLog,SqrtESSClassic,ReturnLastEpisode
0,1.1310928,18.725365,1,18.60218,15.058442000000001,,18.60218,1.1310928,1.1310928,0.3601572513580322,15.058442000000001,1.1310928,17.032495,-0.01,15.058442000000001,1.1310928,0.9625284,-0.103,0.11,,16.687925283112616,18.545925,1.1310928,20,18.60218,1.0,15.058442000000001
1,1.1807199,20.116241,2,18.665668,15.836035,,21.246422,1.173763,1.1807199,8.903853416442871,15.836035,2.347526,18.128693,-0.011,15.447239000000001,1.1668061,0.99600995,-0.108,0.11,,17.534228213023294,19.25413,1.6599807,40,19.956045,1.4141888999999999,15.836035
2,1.0331376,20.314964,3,18.724163,15.941574,,21.47019,0.8747055,1.0681717,9.435262680053713,15.941574,2.6241164,13.602473000000002,-0.011,15.612017999999999,0.52280724,0.99769735,-0.112,0.11,,17.65274569661473,14.564317,1.5753385,60,20.498295000000002,1.6657476000000002,15.941574
3,0.8617958,19.82489,4,18.732414000000002,16.27559,,18.39282,0.9215230999999999,1.3439413,9.968337535858154,16.27559,3.6860923999999997,14.528235999999998,-0.01,15.77791,0.61004263,0.9999735000000001,-0.1,0.11,,18.0118222748823,15.379348,1.9179328999999998,80,19.946455,1.921909,16.27559
4,0.33008152,18.02153,5,18.704384,16.27559,,13.944776000000001,0.610274,1.3233402,10.617948055267334,16.27559,3.0513701,9.591986,-0.009,15.704272,0.7836786,0.9999735000000001,-0.09,0.11,,17.06201306235146,10.470312,1.6384451,100,18.73232,1.8623573,15.409723999999999
5,0.54304177,18.071396,6,18.58599,16.27559,,18.014685,0.6931776999999999,1.3076383999999999,11.044995069503784,16.27559,4.159066,10.869442999999999,-0.009,15.680745000000002,0.36943132,0.9999735000000001,-0.093,0.11,,17.239099526659324,11.614739,1.8949856,120,18.554645999999998,2.1947746,15.563101000000001
6,0.7989196,18.411062,7,18.518482000000002,16.27559,,18.76106,0.9158086,1.2647575,11.913036108016968,16.27559,6.4106603,14.298239,-0.01,15.640529,1.2647575,0.9999735000000001,-0.096,0.11,,17.065018293510658,14.942631,2.5254214,140,18.544613000000002,2.5384517000000004,15.399235000000001
7,1.1226652,18.023951999999998,8,18.493026999999998,16.27559,,13.8607,1.0802802,1.1635103,12.808506965637207,16.27559,8.642241499999999,16.828226,-0.01,15.595851999999999,1.1339365,0.9999735000000001,-0.1,0.11,,16.946335935716398,17.407992999999998,3.0630932,160,17.949360000000002,2.8214099999999998,15.283114999999999
8,9.884011999999999e-26,-25.923134,9,18.506563,16.27559,,19.887978,1.4418051e-15,1.2971709999999999e-14,13.943414211273193,16.27559,9.0001295e-10,2.2984497999999998e-14,0.001,15.567101500000001,4.767721699999999e-19,0.9999735000000001,0.011,0.11,,16.999222668760165,0.5452528,3.0000433e-10,180,18.172625,3.0,15.33709
9,1.961386e-25,-22.874779999999998,10,18.401203,16.27559,,-2.0405786,1.1556965,11.556965,14.840420007705688,16.27559,11.556965,14.919322,0.001,15.301328,11.556965,0.9999735000000001,0.01,0.11,,14.215718340956135,16.55508,11.556965,200,16.056479,1.0,12.909378
10,6.4158960000000005e-25,-18.506014,11,18.305892999999998,16.27559,,15.423648000000002,1.1906406,7.648536999999999,15.859488725662231,16.27559,13.097046,13.585958999999999,0.001,14.756363,5.448509,0.9999735000000001,0.009,0.11,,10.22922944380151,14.758821,9.390759,220,15.982132,1.3946738,9.306712
11,3.5007812999999994e-24,-14.463122,12,18.218882,16.27559,,16.817501,1.2275662,7.0155168,16.878003358840942,16.27559,14.730795,13.770351999999999,0.001,14.361613,4.0334067000000005,0.9999735000000001,0.007,0.11,,11.032289715018814,14.757589999999999,8.890558,240,16.049503,1.6569033,10.019363
12,1.2454173999999999e-23,-11.804079,13,18.13884,16.27559,,9.703116,1.3916639,6.151894599999999,17.70398712158203,16.27559,18.09163,15.387410999999998,0.001,14.066869,6.151894599999999,0.9999735000000001,0.006,0.11,,11.625962166056006,16.25504,9.596036,260,15.565721,1.8853234,10.529928
13,4.5574596e-23,-9.070521000000001,14,18.064732,16.27559,,15.921413000000001,1.4785479,5.5832157,18.98671960830689,16.27559,20.69967,16.114786,0.0,13.78845,5.0165358,0.9999735000000001,0.005,0.11,,11.19547709106143,16.894938,9.872409,280,15.606416000000001,2.0967192999999997,10.169008
14,3.264609e-22,-6.332232,15,17.995739,16.27559,,17.269636,1.4584056,5.783886,20.274242639541626,16.27559,21.876082999999998,15.796926500000001,0.0,13.5007305,2.6364136,0.9999735000000001,0.003,0.11,,10.393333890559905,16.538544,9.918136,300,15.738033999999999,2.2056649,9.47265
