,DenMISELogFirst,IWNorm1,IWNorm2,IWLastEpisode,Bound,DenMISELogLast,TimestepsSoFar,IWMax,IWMean,ReturnStepMax,target_sum_log_mean,LQGmu01,TimeElapsed,Iteration,MISE,ReturnLastEpisode,IWFirstEpisode,DenMISEMeanLog,URet,LQGmu1,ReturnMin,ReturnMean,SqrtESSClassic,LQGsigma,IWMin,ReturnMax,ReturnAbsMax
0,17.102016,0.99336547,0.99336547,0.99336547,46.82973,17.102016,20,0.99336547,0.99336547,0.99262077,17.09536,-0.01,0.18680071830749512,1,15.540714000000001,15.644507999999998,0.99336547,17.102016,17.332240856619553,-0.098,,15.644507999999998,1.0,0.11,,15.644507999999998,15.644507999999998
1,17.098694000000002,2e-10,1.4142136e-10,,22.124676,10.424294999999999,40,,,0.9970642,-1118.0115,0.789,6.518409729003906,2,,15.391531,,13.761495000000002,17.064454941188142,1.0,,15.518020000000002,1.4142135,0.11,,15.644507999999998,15.644507999999998
2,16.693228,3e-10,1.7320508999999999e-10,1.409249e-20,18.064724,-10.308952,60,1.409249e-20,4.697497e-21,0.9970642,-764.0135,0.789,6.767279386520387,3,4.0792515e-20,8.683883999999999,,5.4677024,9.528430869825225,1.0,,13.239975,1.7320506999999998,0.11,,15.644507999999998,15.644507999999998
3,16.405545999999998,2.0000009999999997,2.0000009999999997,2.0000009999999997,35.566357,15.89049,80,2.0000009999999997,0.50000024,0.9970642,-568.8642,0.789,6.872154235839844,4,4.277339,8.554674,,7.857637400000001,9.39539435135737,1.0,,12.068649,1.0,0.11,,15.644507999999998,15.644507999999998
4,16.182404000000002,3.333335,2.3570237,1.6666675,27.824215000000002,19.677432999999997,100,1.6666675,0.666667,0.9970642,-451.0537,0.789,6.9979448318481445,5,5.699538700000001,8.543934,,10.124174,9.38565713922478,1.0,,11.363707000000002,1.4142135,0.11,,15.644507999999998,15.644507999999998
5,16.000082,4.5000043,2.5980787,1.5000014,24.471964,17.100448999999998,120,1.5000014,0.7500007,0.9970642,-372.96045,0.789,7.204456090927124,6,6.4072413,8.530333,,11.230846000000001,9.368423600919428,1.0,,10.891477,1.7320508000000001,0.11,,15.644507999999998,15.644507999999998
6,15.845931,5.5999975,2.7999987999999996,1.4000003,22.462358,13.706719,140,1.4000003,0.79999965,0.9970642,-317.67422,0.789,7.522174835205077,7,6.817850599999999,8.460329,,11.548048,9.292158092186963,1.0,,10.544171,2.0,0.11,,15.644507999999998,15.644507999999998
7,15.7123995,6.666664599999999,2.9814230999999998,1.3333327,21.103725,15.05884,160,1.333334,0.8333331,0.9970642,-276.04663,0.789,7.762240171432495,8,7.110853,8.575863,,11.961217,9.416776407126124,1.0,,10.298132,2.236068,0.11,,15.644507999999998,15.644507999999998
8,15.594616,7.7142835000000005,3.149343,1.2857139,20.092758,20.259536999999998,180,1.2857139,0.8571426,0.9970642,-243.09578,0.789,8.104523658752441,9,7.3190713,8.568379,,12.864195,9.41093806981763,1.0,,10.105936999999999,2.4494898,0.11,,15.644507999999998,15.644507999999998
9,15.489256,8.749998,3.3071883,1.25,19.2961,9.220153999999999,200,1.2500011999999998,0.8749998,0.9970642,-217.84188999999998,0.789,8.356446743011475,10,7.469966,8.526228999999999,,12.4850855,9.365008787086587,1.0,,9.947966000000001,2.6457515,0.11,,15.644507999999998,15.644507999999998
