,TimeElapsed,IWNorm1,ReturnMean,ReturnMin,ReturnMax,MISE,IWLastEpisode,LQGmu1,Bound,LQGsigma,IWNorm2,ReturnStepMax,LQGmu01,Iteration,TimestepsSoFar,IWMax,ReturnLastEpisode,DenMISELogLast,URet,IWMean,DenMISELogFirst,IWFirstEpisode,target_sum_log_mean,SqrtESSClassic,IWMin,ReturnAbsMax,DenMISEMeanLog
0,0.6988468170166016,1.1433848999999998,15.807039999999999,,15.807039999999999,18.073532,1.1433848999999998,-0.096,49.687614,0.11,1.1433848999999998,0.99233466,-0.01,1,20,1.1433848999999998,15.807039999999999,13.511501,17.497854397219367,1.1433848999999998,13.511501,1.1433848999999998,13.645494,1.0,,15.807039999999999,13.511501
1,19.772486925125122,2.9736166,15.627916,,15.807039999999999,23.166168,1.8750716,-0.093,46.270348,0.11,2.1731762999999997,0.99233466,-0.009,2,40,1.8750716,15.448792000000001,19.628708,17.11322983487186,1.4868083,13.580739999999999,1.098545,16.966042,1.3683273999999999,,15.807039999999999,16.604725
2,20.611083030700684,4.397022,15.498519,,15.807039999999999,22.689726,1.1132255,-0.09,42.18354,0.11,2.7112832,0.99233466,-0.009,3,60,2.2419507999999997,15.239723999999999,14.119323000000001,16.87981774940118,1.4656738999999999,13.613060999999998,1.0418456,16.190882000000002,1.6217494,,15.807039999999999,15.872348
3,21.63019585609436,5.527493499999999,15.555183,,15.807039999999999,21.438651999999998,0.8907664000000001,-0.084,40.21631,0.11,3.2831370000000004,0.99233466,-0.008,4,80,2.916235,15.725178,16.130856,17.41851916777917,1.3818734,13.623467000000002,0.8373013000000001,16.177362,1.6836011000000002,,15.807039999999999,16.014153
4,22.565504312515262,6.775312400000001,15.434094,,15.807039999999999,20.742126000000003,2.3734319999999998,-0.076,38.660156,0.11,3.8400686,0.99233466,-0.008,5,100,2.8893932999999996,14.949743,9.208705,16.53506218986942,1.3550625,13.590385999999999,0.49281679999999994,14.67565,1.7643727999999999,,15.807039999999999,14.7021885
5,23.61846351623535,9.6399145,15.212254999999999,,15.807039999999999,23.415998000000002,5.854642,-0.068,44.118759999999995,0.11,6.312784,0.99233466,-0.007,6,120,5.854642,14.103051,17.584373,15.678179245643106,1.6066524,13.5020685,0.18507898,14.8100815,1.5270464,,15.807039999999999,15.219401000000001
6,24.72688913345337,10.213415,15.166672,,15.807039999999999,21.568820000000002,2.9757185,-0.068,37.251472,0.11,5.0665226,0.99233466,-0.007,7,140,3.4215412000000005,14.893175,11.50351,16.489532015823027,1.4590594,13.378298000000001,0.23879088,14.566351999999998,2.015863,,15.807039999999999,14.73451
7,26.149621725082397,4.3060136,15.152110999999998,,15.807039999999999,7.927967999999999,0.48151457,-0.057,23.9887,0.11,2.1875612999999996,0.99233466,-0.006,8,160,1.5197687,15.050181,14.652628,16.66867419648235,0.5382517,13.278310999999999,0.029204123,13.157176999999999,1.9684081999999998,,15.807039999999999,14.763924
8,27.23436188697815,12.137901,15.068904999999999,,15.807039999999999,19.893019,2.6900356,-0.066,32.762985,0.11,4.941290400000001,0.99233466,-0.007,9,180,2.6900356,14.403270000000001,10.210566,15.924904056391613,1.3486557,13.164171,0.20305714,14.067667000000002,2.4564232999999995,,15.807039999999999,14.2093525
9,28.197739124298096,2.139976,15.074797,,15.807039999999999,3.3073974,0.7212628000000001,-0.113,19.371682999999997,0.11,1.087401,0.99233466,-0.011,10,200,0.7212628000000001,15.127817000000002,16.86303,16.79108339224009,0.2139976,13.081122,0.5516696999999999,9.785789999999999,1.9679731,,15.807039999999999,14.501788000000001
10,29.378441095352173,5.241215,15.148103,,15.881160999999999,7.5009875,3.516088,-0.115,29.466772,0.11,3.6246536,0.9977038,-0.012,11,220,3.516088,15.881160999999999,19.349564,17.59645178608241,0.4764741,13.039511,0.45414573,10.287777,1.4459906999999999,,15.881160999999999,14.874785999999999
11,30.830349206924442,0.00026023068,15.195770999999999,,15.881160999999999,0.0003424992,0.00014129264,-0.18,22.541481,0.11,0.00018468095,0.9979530999999999,-0.018,12,240,0.00014129264,15.720123999999998,14.740094000000001,17.409793549387516,2.1685788e-05,12.992956,5.5362017e-09,-16.281603,1.4090824,,15.881160999999999,14.819725
12,31.9922297000885,8.857610000000001,15.307720000000002,,16.651114,11.345312,8.857595,-0.19,44.647484000000006,0.11,8.857595,0.9996697,-0.019,13,260,8.857595,16.651114,14.939054,18.410903396011665,0.6813545999999999,12.912913,8.4818624e-11,-19.08534,1.0000016999999999,,16.651114,14.755019
13,33.699208974838264,15.935158,15.402192000000001,,16.651114,18.941074,7.828707700000001,-0.18,42.492382,0.11,11.26933,0.9996697,-0.018,14,280,8.106117,16.630323,14.841823000000002,18.387754696320126,1.1382256000000002,12.838805,7.3580955e-09,-11.346308,1.4140289,,16.651114,14.729520999999998
14,35.02065372467041,12.7577915,15.504055,,16.930134,14.175877,1.1550553999999997,-0.173,36.196877,0.11,8.29702,0.9996697,-0.017,15,300,6.1316576,16.930134,4.7617407,18.69832645812156,0.8505193999999999,12.769813000000001,1.0870958e-07,-7.347614999999999,1.5376353999999999,,16.930134,14.060673999999999
15,36.521012544631965,19.478422,15.579583999999999,,16.930134,20.41021,5.643196,-0.187,38.16222,0.11,10.212003999999999,0.99993354,-0.019,16,320,7.003027,16.712524,15.329557999999999,18.47523834949513,1.2174014,12.705274000000001,3.157158e-10,-11.839045,1.9074044999999997,,16.930134,14.1249695
16,38.067954063415534,24.29081,15.638886999999999,,16.930134,23.920555,5.818617,-0.192,40.482246,0.11,11.881088,0.99993354,-0.019,17,340,8.173294,16.58775,14.414055,18.3381822752352,1.4288712,12.6446495,4.78131e-11,-12.042324,2.0444937,,16.930134,14.146803
17,39.52524971961975,26.538387,15.681342,,16.930134,24.644495000000003,3.1809103,-0.197,40.6643,0.11,12.555710000000001,0.99993354,-0.02,18,360,9.273081,16.40304,16.520208,18.14650090337437,1.4743548999999998,12.587491,5.2494164000000004e-12,-12.414227,2.1136508,,16.930134,14.293161999999999
