,Iteration,TimestepsSoFar,URet,ReturnMin,DenMISELogLast,ReturnStepMax,DenMISEMeanLog,ReturnLastEpisode,IWMin,SqrtESSClassic,DenMISELogFirst,IWMean,LQGmu1,target_sum_log_mean,ReturnMax,IWFirstEpisode,IWMax,LQGmu01,Bound,IWNorm1,TimeElapsed,IWNorm2,LQGsigma,IWLastEpisode,MISE,ReturnAbsMax,ReturnMean
264,265,5300,9.928742222924381,,10.829239,0.9999992,13.587198,9.039522,,3.2093627000000002,15.558914000000001,1.2311178,0.084,-92.11361,17.263716,,58.20313,0.008,27.265316,326.24622,1819.6639358997345,101.65451999999999,0.11,33.4845,11.127801,17.263716,13.382998
265,266,5320,9.919850306004706,,14.150854999999998,0.9999992,13.589943,9.031044,,3.242736,15.555147,1.2685567,0.085,-92.62845,17.263716,,56.148922,0.009,27.435684000000002,337.4361,1828.0161137580872,104.05906999999999,0.11,44.12079,11.464250999999999,17.263716,13.366638
266,267,5340,9.920254837344881,,17.420782,0.9999992,13.6050415,9.031872,,3.2671537,15.551395000000001,1.3110899999999999,0.086,-93.18675,17.263716,,53.946059999999996,0.009,27.699078000000004,350.06104,1844.2199323177335,107.14556999999999,0.11,46.868927,11.847009,17.263716,13.350403
267,268,5360,9.910603963063869,,11.138345,0.9999992,13.596732000000001,9.023741000000001,,3.2687247000000004,15.547657000000001,1.3885587,0.087,-93.63245,17.263716,,57.80374499999999,0.009,28.388371999999997,372.13372999999996,1860.194010257721,113.84676,0.11,57.80374499999999,12.543921000000001,17.263716,13.334257999999998
268,269,5380,9.926692355854057,,17.280079999999998,0.9999992,13.611573000000002,9.038238,,3.3062453,15.543932,1.3376436999999999,0.088,-94.31501,17.263716,,55.97943000000001,0.009,27.7482,359.82617,1877.689668416977,108.83227,0.11,23.548439000000002,12.083558,17.263716,13.318288
269,270,5400,9.919753256324263,,16.289085,0.9999992,13.622470999999999,9.031186,,3.2992443999999996,15.540222,1.3171407,0.089,-95.42899,17.263716,,55.61646999999999,0.009,27.594859999999997,355.62800000000004,1893.0659775733948,107.79073999999999,0.11,36.111959999999996,11.896978,17.263716,13.30241
270,271,5420,9.922990328589158,,16.832082999999997,0.9999992,13.635223000000002,9.034677,,2.579677,15.536525,0.72021574,0.098,-103.71243,17.263716,,54.45499399999999,0.01,26.579421999999997,195.17847,1907.86030626297,75.660034,0.11,11.150302,6.5028205,17.263716,13.286662
271,272,5440,9.885595566737337,,5.2950106,0.9999992,13.603409,9.001775,,1.6937687,15.532842,1.4615964,0.098,-103.54561,17.263716,,225.58507000000003,0.01,43.751762,397.5542,1922.9164340496066,234.71573999999998,0.11,225.58507000000003,13.174299,17.263716,13.270907999999999
272,273,5460,9.913525085995351,,13.644504000000001,0.9999992,13.604335,9.026513000000001,,2.1423771,15.529172,1.147879,0.098,-103.4595,17.263716,,131.649,0.01,34.525593,313.37097,1935.4684960842133,146.27255,0.11,30.111013,10.350978,17.263716,13.255362
273,274,5480,9.94702743463915,,13.322914,0.9999992,13.603437,9.055494,,2.445575,15.525516,1.0139055000000001,0.099,-103.50725,17.263716,,96.64974000000001,0.01,30.324577,277.81012000000004,1950.8729212284088,113.59705,0.11,22.612343,9.147083,17.263716,13.240032999999999
274,275,5500,9.880317248039443,,11.639232000000002,0.9999992,13.596085999999998,8.99542,,2.5539202999999997,15.5218725,1.1809576000000002,0.099,-103.44194,17.263716,,87.07445,0.01,30.9257,324.76333999999997,1968.5047488212585,127.16268000000001,0.11,87.07445,10.646622,17.263716,13.224599
275,276,5520,9.915996686093044,,14.187013,0.9999992,13.598557000000001,9.028236999999999,,2.7126362,15.518243,1.0755576999999998,0.099,-103.4286,17.263716,,73.91964,0.01,28.790142,296.85393999999997,1983.5826127529144,109.43375,0.11,15.236426999999999,9.697593,17.263716,13.2093935
276,277,5540,9.903302260758464,,9.554039,0.9999992,13.583986,9.016856,,2.8756418,15.514626500000002,1.0659368,0.1,-103.53751,17.263716,,66.672966,0.01,27.621067,295.2645,2000.7681910991669,102.67777,0.11,32.39884,9.610778,17.263716,13.194258999999999
277,278,5560,9.894177413656037,,16.872107,0.9999992,13.595837,9.008007000000001,,2.9712963,15.511023000000002,1.1244534,0.1,-103.66591,17.263716,,61.816146999999994,0.01,27.567059999999998,312.59805,2017.6451387405398,105.20595,0.11,49.114090000000004,10.136572,17.263716,13.1792
278,279,5580,9.886772306686382,,8.402006,0.9999992,13.577442000000001,9.002605,,3.0617997999999997,15.507432000000001,1.1734651000000003,0.101,-103.86484,17.263716,,58.3469,0.01,27.491186,327.39676000000003,2035.2905535697935,106.92951000000001,0.11,45.965816,10.575924,17.263716,13.164229999999998
279,280,5600,9.923135883351204,,11.718019,0.9999992,13.571191,9.034746,,3.0284123,15.503854,1.070192,0.101,-104.07791,17.263716,,55.4944,0.01,26.746582,299.65375,2054.7669615745544,98.94747,0.11,2.584797,9.644835,17.263716,13.149482
280,281,5620,9.909186888466266,,15.268795,0.9999992,13.577285999999999,9.021347,,3.082348,15.500289000000002,1.0329902,0.102,-104.33935,17.263716,,53.6109,0.01,26.111957999999998,290.27026,2071.1783871650696,94.1718,0.11,17.246520999999998,9.309460000000001,17.263716,13.134791
281,282,5640,9.910017139079082,,12.805541999999999,0.9999992,13.574489999999999,9.023596000000001,,3.096716,15.496737,0.9796068000000001,0.103,-104.65265,17.263716,,52.08351,0.01,25.552681,276.2491,2087.521935462952,89.20711999999999,0.11,11.821017999999999,8.828142999999999,17.263716,13.120213
282,283,5660,9.934904797207793,,8.023401,0.9999992,13.5546465,9.043747,,3.0393682,15.4931965,0.89906496,0.103,-104.98454,17.263716,,50.364365,0.01,25.142128,254.43537999999998,2102.800488471985,83.71325,0.11,3.1653802000000004,8.102025,17.263716,13.105808
283,284,5680,9.921205018327878,,13.673986,0.9999992,13.554576,9.032995,,2.9659042,15.489670000000002,0.8196724,0.104,-105.29393,17.263716,,48.49553,0.01,24.848274,232.78696000000002,2119.3894238471985,78.487686,0.11,1.5007885,7.3860946,17.263716,13.091467
284,285,5700,9.924160236144596,,8.5325985,0.9999992,13.536204000000001,9.036325999999999,,2.956248,15.486154999999998,0.76846784,0.105,-105.64046499999999,17.263716,,46.740685,0.011,24.444004,219.01334,2135.6723580360413,74.0849,0.11,7.549105,6.924788499999999,17.263716,13.077238000000001
285,286,5720,9.89460689653069,,11.831027,0.9999992,13.529329,9.008742999999999,,2.9937148,15.482651999999998,0.76437527,0.106,-106.109276,17.263716,,45.7383,0.011,24.18698,218.61132999999998,2152.9234788417816,73.02343,0.11,20.723042,6.887017999999999,17.263716,13.063011999999999
286,287,5740,9.909775990255874,,13.388612,0.9999992,13.527919,9.021891,,2.9465133999999997,15.479160999999998,0.70655787,0.106,-106.59556,17.263716,,44.444571999999994,0.011,23.942783,202.7821,2170.6586265563965,68.82104,0.11,5.614804,6.365688,17.263716,13.048932
287,288,5760,9.900194411593997,,12.591431,0.9999992,13.5235615,9.013709,,2.9406917,15.475682999999998,0.66910416,0.107,-107.18233500000001,17.263716,,43.26469,0.011,23.639671,192.702,2183.8869638442998,65.52948,0.11,11.354412,6.0277796,17.263716,13.034921
288,289,5780,9.889506227471506,,14.346570999999999,0.9999992,13.525186999999999,9.003376,,2.9374747,15.472217,0.6696798,0.108,-108.01737,17.263716,,42.559906,0.011,23.662973,193.53746,2198.913794517517,65.88566,0.11,24.297615,6.0317917,17.263716,13.02097
289,290,5800,9.885665164694016,,15.920352,0.9999992,13.532229000000001,9.001325,,2.8962482999999994,15.468762,0.68422186,0.11,-109.17325600000001,17.263716,,41.818915999999994,0.011,24.043552,198.42435,2214.2714071273804,68.51082,0.11,31.685139000000003,6.161404599999999,17.263716,13.007111
290,291,5820,9.888309075866829,,13.39091,0.9999992,13.530574,9.003866,,2.822311,15.465321,0.6200459,0.112,-111.291214,17.263716,,40.857822,0.011,23.933163,180.43335,2232.68105340004,63.931065000000004,0.11,18.754965,5.582546,17.263716,12.993354
291,292,5840,9.874946024154028,,9.612111,0.9999992,13.515782000000002,8.99202,,2.6508756,15.461889999999999,0.6119085999999999,0.115,-113.75506000000001,17.263716,,42.642014,0.012,25.044456,178.6773,2245.282274961472,67.40313,0.11,42.642014,5.5070809999999994,17.263716,12.9796505
292,293,5860,9.879269916071287,,14.178118,0.9999992,13.516639999999999,8.995387,,2.172973,15.458471,0.15867488,0.125,-126.05742,17.263716,,13.995899,0.013,25.2617,46.49174,2256.64098072052,21.395454,0.11,11.574417,1.4274652,17.263716,12.966052000000001
293,294,5880,9.863660115963203,,15.822161999999999,0.9999992,13.521616,8.981478,,1.3126308999999998,15.455064000000002,0.53004616,0.126,-126.47028999999999,17.263716,,117.37346000000001,0.013,44.2185,155.83357,2274.4873249530788,118.718506,0.11,117.37346000000001,4.7625103,17.263716,12.952498
294,295,5900,9.826024821885243,,11.126852,0.9999992,13.51169,8.946164,,1.5154723,15.451669,0.98720795,0.126,-126.296104,17.263716,,172.35217,0.013,43.022636,291.22635,2286.25433921814,192.1687,0.11,172.35217,8.847714,17.263716,12.938918
295,296,5920,9.869130230204103,,11.890224,0.9999992,13.505635999999999,8.985666,,1.7680275,15.448284,0.8275239999999999,0.126,-126.17425,17.263716,,117.93999,0.013,36.713528000000004,244.94711,2302.6801495552068,138.54259,0.11,30.067368,7.420348,17.263716,12.925563
296,297,5940,9.864031323678828,,11.842155,0.9999992,13.499157,8.981907000000001,,2.042725,15.444912,0.81496394,0.127,-126.173744,17.263716,,93.64078,0.013,32.664253,242.04428,2318.493856191635,118.49087,0.11,41.150284,7.3103027,17.263716,12.912285
297,298,5960,9.868986214375676,,10.099036,0.9999992,13.486903,8.986727,,2.206121,15.44155,0.7578918,0.127,-126.23056000000001,17.263716,,79.61253,0.013,30.275640000000003,225.85175,2337.557284355164,102.375046,0.11,19.429325,6.799525699999999,17.263716,12.899111999999999
298,299,5980,9.83886624474178,,11.938019,0.9999992,13.480742999999999,8.957446000000001,,2.3732898,15.4382,0.85951394,0.128,-126.37795,17.263716,,71.42004399999999,0.013,29.530665999999997,256.99466,2352.841706752777,108.28625,0.11,59.96045,7.7081523,17.263716,12.885928999999999
299,300,6000,9.826294080789264,,12.393007,0.9999992,13.476460999999999,8.945603,,2.5162942000000004,15.434860999999998,0.9710646,0.128,-126.47636000000001,17.263716,,64.65223,0.013,29.28585,291.3194,2371.3507044315343,115.77318600000001,0.11,64.24001,8.703542,17.263716,12.872794
300,301,6020,9.842536766264153,,10.754789,0.9999992,13.467107,8.962216,,2.6729243,15.431534,1.0200934000000002,0.129,-126.67376999999999,17.263716,,60.433085999999996,0.013,28.518559000000003,307.04812999999996,2389.0795118808746,114.87348999999999,0.11,43.75452,9.142346,17.263716,12.859802
301,302,6040,9.861058730456412,,16.221476000000003,0.9999992,13.476084,8.978292999999999,,2.7871528,15.428217000000002,1.0155164,0.129,-126.93363000000001,17.263716,,57.676269999999995,0.013,27.684146999999996,306.68594,2406.682868719101,110.03556999999999,0.11,26.173954000000002,9.102049000000001,17.263716,12.84695
302,303,6060,9.849080992726044,,13.4187565,0.9999992,13.475751999999998,8.966592,,2.8947804,15.424910999999998,1.0347692,0.13,-127.29411,17.263716,,55.986107,0.013,27.165382,313.53506,2423.327083110809,108.31048600000001,0.11,31.982504,9.274167,17.263716,12.834143
303,304,6080,9.863971206611337,,13.295729000000001,0.9999992,13.475088000000001,8.981558,,2.9408545,15.421616,0.9982840000000001,0.131,-127.69696,17.263716,,54.52826700000001,0.013,26.558228000000003,303.47832999999997,2441.428805351257,103.193924,0.11,15.048567000000002,8.94731,17.263716,12.82147
304,305,6100,9.863398306556519,,11.867181,0.9999992,13.469644,8.980036,,2.9657662,15.418332000000001,0.9546812,0.132,-128.13205,17.263716,,53.094814,0.013,26.019415,291.17776000000003,2458.3347129821773,98.17961,0.11,12.41054,8.556422999999999,17.263716,12.808875
305,306,6120,9.858066939475027,,15.24891,0.9999992,13.47516,8.974882000000001,,3.0045552000000004,15.415059,0.9274988000000001,0.132,-128.61678999999998,17.263716,,51.886146999999994,0.013,25.550182,283.81464,2474.990979194641,94.46145,0.11,16.809116,8.312639,17.263716,12.796346
306,307,6140,9.793824171808543,,4.347857,0.9999992,13.445054999999998,8.916291000000001,,2.8421328,15.411795999999999,1.1223035,0.133,-128.55785,17.263716,,85.53319,0.013,28.268417,344.54717999999997,2492.1916091442113,121.22838999999999,0.11,85.53319,10.045781,17.263716,12.783708
307,308,6160,9.867107791967287,,15.073860999999999,0.9999992,13.450520999999998,8.983495,,2.9262892999999996,15.408544000000001,1.0459188,0.133,-128.50485,17.263716,,76.22839,0.013,27.061703,322.143,2511.1503257751465,110.08583999999999,0.11,7.9102554000000005,9.363128,17.263716,12.771369
308,309,6180,9.827952529732526,,13.660337,0.9999992,13.451167000000002,8.948077,,3.0791478,15.405301999999999,1.0850466,0.133,-128.50829,17.263716,,70.640366,0.013,26.532703,335.27942,2524.639067173004,108.88708500000001,0.11,37.73106,9.712741000000001,17.263716,12.758996
309,310,6200,9.867658885592569,,13.874227,0.9999992,13.45263,8.984388000000001,,3.1048145000000003,15.402071,1.0250914,0.134,-128.53435,17.263716,,66.611885,0.013,25.857252,317.77832,2538.2885584831242,102.35018000000001,0.11,5.6499866999999995,9.176336000000001,17.263716,12.7468195
310,311,6220,9.841893233377489,,11.623727,0.9999992,13.446675,8.959506,,3.1994355,15.39885,1.0205667999999999,0.134,-128.60422,17.263716,,64.062225,0.013,25.323414,317.39627,2551.6073954105373,99.203835,0.11,19.8377,9.135824000000001,17.263716,12.734642
311,312,6240,9.850287989275976,,15.552654,0.9999992,13.453347,8.966686,,3.2613966,15.39564,1.0032036,0.135,-128.68973,17.263716,,62.322605,0.014,24.860565,312.99953999999997,2571.369183540344,95.971016,0.11,14.681109,8.980514999999999,17.263716,12.722566
312,313,6260,9.866134911728173,,15.116268,0.9999992,13.458535000000001,8.982387,,3.2543547000000004,15.392441,0.95696104,0.135,-128.78241,17.263716,,60.75545,0.014,24.480888,299.5288,2589.481956958771,92.03938000000001,0.11,5.0231037,8.566475,17.263716,12.710616
313,314,6280,9.816353173013242,,12.548819,0.9999992,13.455379500000001,8.939235,,3.3198260000000004,15.389251000000002,1.0248190000000001,0.136,-128.89172,17.263716,,59.518234,0.014,24.772295,321.79318,2605.220946311951,96.93074,0.11,39.640434,9.171733999999999,17.263716,12.698605
314,315,6300,9.841991585184237,,16.304346,0.9999992,13.46437,8.960767,,3.3795127999999997,15.386071,1.0233866,0.136,-129.02518999999998,17.263716,,58.815403,0.014,24.483864,322.3668,2621.649900436401,95.38854,0.11,17.442863,9.15883,17.263716,12.686739
315,316,6320,9.870109060164317,,14.151804,0.9999992,13.466488,8.986446,,3.333706,15.382901,0.9731315,0.137,-129.17358000000002,17.263716,,58.028682999999994,0.014,24.244265,307.50955,2640.025502920151,92.24255,0.11,2.0397274,8.708656,17.263716,12.675028999999999
316,317,6340,9.831861036796722,,16.363407000000002,0.9999992,13.475423999999999,8.951911,,3.401106,15.379742000000002,0.9950495999999999,0.137,-129.35255,17.263716,,57.790156999999994,0.014,24.132008,315.43073,2661.754926204681,92.74356999999999,0.11,23.553919,8.904272,17.263716,12.663283999999999
317,318,6360,9.84476516485264,,12.876911,0.9999992,13.473405999999999,8.964249,,3.4172766,15.376593,0.9765658000000002,0.138,-129.56516000000002,17.263716,,57.616127,0.014,23.894361,310.5479,2677.2000868320465,90.87585,0.11,10.827835,8.738682,17.263716,12.651651
318,319,6380,9.79036422127468,,7.657072,0.9999992,13.454987,8.912907,,3.3500873999999996,15.373451999999999,1.1074211999999999,0.138,-129.61111,17.263716,,60.475117000000004,0.014,25.362285999999997,353.26732999999996,2691.7927041053767,105.45018999999999,0.11,60.475117000000004,9.902645,17.263716,12.639932
319,320,6400,9.814633059840084,,11.334544000000001,0.9999992,13.448542000000002,8.93737,,3.4585986000000006,15.370322,1.1510246000000002,0.138,-129.6832,17.263716,,58.396667,0.014,25.266216,368.32788,2709.144185066223,106.49628,0.11,33.070890000000006,10.291613,17.263716,12.628361
320,321,6420,9.814424377818627,,12.9131975,0.9999992,13.447192000000001,8.935915,,3.5546777,15.367203,1.1977832,0.139,-129.77989,17.263716,,56.96533,0.014,25.278454,384.4884,2728.3637084960933,108.16407,0.11,33.311615,10.708594999999999,17.263716,12.616858500000001
321,322,6440,9.850369364348515,,15.117060999999998,0.9999992,13.452834,8.969567999999999,,3.5591724,15.364092000000001,1.1615841,0.139,-129.89551,17.263716,,55.889656,0.014,24.936407,374.0301,2750.59760761261,105.08906599999999,0.11,6.2455316,10.384949,17.263716,12.605531
322,323,6460,9.84108210797582,,11.117641,0.9999992,13.445955999999999,8.961275,,3.5748527,15.3609915,1.1354191999999999,0.14,-130.0453,17.263716,,55.102936,0.014,24.638583999999998,366.74042000000003,2770.8086671829224,102.58896,0.11,8.618916,10.150952,17.263716,12.594249000000001
323,324,6480,9.823546529155395,,15.807455,0.9999992,13.453525,8.943642,,3.643616,15.357901000000002,1.1573298,0.14,-130.21593000000001,17.263716,,54.725815000000004,0.014,24.560593,374.97485,2789.250018596649,102.912834,0.11,23.36554,10.346377,17.263716,12.582981
324,325,6500,9.815182017335554,,7.2821940000000005,0.9999992,13.43488,8.936207000000001,,3.7064419,15.354818,1.1828308,0.141,-130.45135,17.263716,,54.655926,0.014,24.546612,384.42,2805.8672025203705,103.71673,0.11,24.309573999999998,10.573333,17.263716,12.571761
325,326,6520,9.823613126027807,,16.00416,0.9999992,13.443181,8.944546,,3.7587010000000003,15.351747,1.2003568,0.142,-130.70155,17.263716,,54.834219999999995,0.014,24.508595,391.31635,2825.485974550247,104.10946,0.11,21.679277,10.729592,17.263716,12.560634
326,327,6540,9.83633907784382,,13.857872,0.9999992,13.444922,8.954115,,3.7577910000000005,15.348683,1.1795433000000002,0.142,-130.99255,17.263716,,55.066265,0.014,24.325567000000003,385.71063,2841.4318890571594,102.642914,0.11,9.574722999999999,10.543229,17.263716,12.549603999999999
327,328,6560,9.822256250181717,,12.05058,0.9999992,13.441082999999999,8.943043,,3.790092,15.345629999999998,1.1849583000000001,0.143,-131.3348,17.263716,,55.4799,0.014,24.255966,388.66635,2858.1945192813873,102.54799999999999,0.11,18.377693,10.591088000000001,17.263716,12.5386095
328,329,6580,9.8167872914398,,11.945199,0.9999992,13.436966,8.937311,,3.8251779999999997,15.342585999999999,1.2021375,0.144,-131.73077,17.263716,,56.057483999999995,0.014,24.283302,395.50323,2879.686980485916,103.39473000000001,0.11,22.812853,10.743762,17.263716,12.527664
329,330,6600,9.804191394409713,,16.295872,0.9999992,13.446106,8.925664999999999,,3.8393474000000003,15.339551,1.2727754999999998,0.144,-132.09181,17.263716,,55.94890600000001,0.015,24.862465,420.01592999999997,2897.459125518799,109.39773999999998,0.11,42.294197,11.372894,17.263716,12.516748
330,331,6620,9.801011148900189,,14.824575,0.9999992,13.450945,8.922782000000002,,3.864739,15.336525,1.34546,0.145,-132.43764,17.263716,,55.294340000000005,0.015,25.420975,445.3473,2917.0962483882904,115.233475,0.11,44.488929999999996,12.020033,17.263716,12.505889999999999
331,332,6640,9.80307244075968,,9.7898035,0.9999992,13.440794,8.924917,,3.9196882000000004,15.333508499999999,1.3877943000000001,0.146,-132.84595,17.263716,,54.809853000000004,0.015,25.6097,460.74768,2934.658985376358,117.54701999999999,0.11,34.84511,12.396621000000001,17.263716,12.495106
332,333,6660,9.839379575938462,,13.489372,0.9999992,13.441932999999999,8.957424000000001,,3.8752966,15.330502,1.3359126000000001,0.146,-133.31776000000002,17.263716,,54.58221999999999,0.015,25.297165,444.8589,2951.7277903556824,114.79351000000001,0.11,3.905768,11.932731,17.263716,12.484481
333,334,6680,9.807530083850002,,11.396844999999999,0.9999992,13.436654999999998,8.930197,,3.9137552,15.327503,1.3568578000000002,0.147,-133.88518,17.263716,,54.677611999999996,0.015,25.351921,453.1905,2968.445950269699,115.79428999999999,0.11,28.364559999999997,12.118813000000001,17.263716,12.473841
334,335,6700,9.816585828822557,,13.727753,0.9999992,13.438426999999999,8.93865,,3.9195328000000003,15.324513,1.344004,0.148,-134.58177,17.263716,,55.183659999999996,0.015,25.21708,450.24136,2987.856685400009,114.87118500000001,0.11,18.093515,12.003476,17.263716,12.463287
335,336,6720,9.830244069708236,,14.080115,0.9999992,13.441201000000001,8.950685,,3.8468337,15.321532000000001,1.2874178,0.149,-135.42595,17.263716,,55.8628,0.015,24.960781,432.5724,3005.756083965301,112.448944,0.11,5.885706,11.497461,17.263716,12.452833
336,337,6740,9.819629717401883,,12.851378,0.9999992,13.440154000000001,8.940683,,3.7820934999999998,15.318560999999999,1.2380921999999999,0.15,-136.4913,17.263716,,56.818214000000005,0.015,24.749962,417.23706,3025.067286491394,110.31908,0.11,11.448771,11.056184,17.263716,12.44241
337,338,6760,9.773340229056457,,14.502803,0.9999992,13.443859,8.899458000000001,,3.4272482,15.315598000000001,1.4318497,0.151,-136.61162,17.263716,,97.86608000000001,0.015,27.889208,483.9652,3046.0884444713593,141.21101000000002,0.11,97.86608000000001,12.777624000000001,17.263716,12.431928
338,339,6780,9.807732102954246,,13.165132999999999,0.9999992,13.444087,8.929994,,3.5719695,15.312644,1.3835983,0.152,-136.83713999999998,17.263716,,87.94915999999999,0.015,26.846869,469.03983,3068.7884640693665,131.31126,0.11,22.894539,12.347544000000001,17.263716,12.421598
339,340,6800,9.789213325064159,,12.934789,0.9999992,13.443523,8.911430000000001,,3.6742394,15.309698000000001,1.4265549,0.152,-137.12136999999998,17.263716,,81.53967,0.015,26.824603999999997,485.0287,3087.279599905014,132.00791999999998,0.11,49.62876,12.728857000000001,17.263716,12.411274
340,341,6820,9.829037618632832,,9.978863,0.9999992,13.434417000000002,8.948908,,3.6565074999999996,15.306760999999998,1.3341011,0.153,-137.48305,17.263716,,77.27704,0.015,26.067835000000002,454.92847,3102.335327148437,124.41611499999999,0.11,2.5635154,11.903732000000002,17.263716,12.401121
341,342,6840,9.792701604827489,,9.669369999999999,0.9999992,13.424211999999999,8.915913,,3.7262917,15.303833,1.3456541000000002,0.154,-137.92778,17.263716,,74.79319,0.015,25.9044,460.2137,3119.9283237457275,123.50448,0.11,35.106888,12.005557000000001,17.263716,12.390929
342,343,6860,9.78247546140282,,11.704500999999999,0.9999992,13.420035,8.906977000000001,,3.7546582,15.300913000000001,1.4031755,0.154,-138.36867,17.263716,,72.33859,0.016,26.309821999999997,481.28918,3138.0074038505554,128.18456,0.11,51.50132,12.515984,17.263716,12.380773
343,344,6880,9.763976415051124,,10.916753,0.9999992,13.413748000000002,8.890417,,3.6945987000000002,15.298001999999999,1.5220896000000002,0.155,-138.56572,17.263716,,76.32146999999999,0.016,27.588103999999998,523.5988,3153.32289147377,141.72008,0.11,76.32146999999999,13.570032999999999,17.263716,12.370626
344,345,6900,9.791082492434779,,11.800283,0.9999992,13.410366,8.914013,,3.7972567,15.295098999999999,1.5153402,0.155,-138.83377,17.263716,,72.284805,0.016,27.148457,522.7923599999999,3170.324477672577,137.67633,0.11,33.198677,13.509362,17.263716,12.360606
345,346,6920,9.798590235713716,,12.269219999999999,0.9999992,13.40835,8.91965,,3.8604085,15.292205,1.484872,0.156,-139.17754,17.263716,,69.810326,0.016,26.653442,513.7657,3189.210937976837,133.08583000000002,0.11,22.499926000000002,13.237466,17.263716,12.350662
346,347,6940,9.78993826571152,,14.089123999999998,0.9999992,13.411518,8.912897000000001,,3.9195797,15.289319,1.4898133999999998,0.157,-139.58891,17.263716,,68.352036,0.016,26.494064,516.9653,3209.65078663826,131.89303999999998,0.11,33.223415,13.280621,17.263716,12.3407545
347,348,6960,9.805366135536682,,17.94924,0.9999992,13.425776999999998,8.927104,,3.932296,15.286441,1.4490882,0.158,-140.07637,17.263716,,67.693146,0.016,26.088097,504.2827,3229.0825662612915,128.24129,0.11,16.883646,12.917383000000001,17.263716,12.330945
348,349,6980,9.798279084101571,,8.673531,0.9999992,13.413274,8.921511,,3.9231190000000002,15.283572,1.4043489,0.158,-140.68173000000002,17.263716,,67.58813,0.016,25.719498,490.11777,3247.629504680633,124.93064,0.11,15.529620999999999,12.517975999999999,17.263716,12.3211775
349,350,7000,9.78488219743012,,13.4885435,0.9999992,13.414477999999999,8.908252000000001,,3.9297352,15.280710000000001,1.4113275,0.159,-141.36722,17.263716,,67.81973,0.016,25.757946,493.9646,3269.9176676273346,125.69921000000001,0.11,34.498753,12.5786495,17.263716,12.311425999999999
350,351,7020,9.821934334233136,,10.627409,0.9999992,13.407544,8.9427595,,3.8149781000000003,15.277857999999998,1.3183161,0.16,-142.14581,17.263716,,67.93955,0.016,25.324526000000002,462.72894,3291.033868074417,121.29269,0.11,1.2948196,11.748787,17.263716,12.301827000000001
351,352,7040,9.78338615249067,,10.985024000000001,0.9999992,13.401414,8.907047,,3.7973597000000003,15.275013000000001,1.3063088999999999,0.162,-143.07582,17.263716,,68.53748,0.016,25.278976,459.8207,3313.250870943069,121.089584,0.11,30.393578,11.64025,17.263716,12.292183999999999
352,353,7060,9.820002364036528,,15.5685425,0.9999992,13.408270000000002,8.939865,,3.6577137000000004,15.272176000000002,1.2036968000000001,0.163,-144.09933,17.263716,,68.65379,0.016,24.8844,424.90497,3331.823891401291,116.166824,0.11,1.642494,10.724967,17.263716,12.282687
353,354,7080,9.791919162028028,,18.30411,0.9999992,13.42254,8.914943,,3.5960557,15.269347,1.1511889,0.164,-145.3558,17.263716,,69.11898000000001,0.017,24.658451,407.52087,3351.5201437473297,113.3244,0.11,21.709112,10.256243,17.263716,12.273172
354,355,7100,9.793210345450994,,17.731947,0.9999992,13.434975,8.916622,,3.4909606,15.266526,1.0686392,0.166,-146.8938,17.263716,,69.30194,0.017,24.355710000000002,379.36688,3368.243074655533,108.6712,0.11,16.81439,9.519923,17.263716,12.263719
355,356,7120,9.748461621955187,,13.279660999999999,0.9999992,13.434614000000002,8.87547,,3.1383722,15.263713000000001,1.2569333,0.166,-147.15993999999998,17.263716,,103.57826,0.017,27.690315000000002,447.46826,3390.8145117759705,142.57973,0.11,103.57826,11.187766,17.263716,12.2542
356,357,7140,9.74156286370477,,10.702511,0.9999992,13.427488,8.868947,,3.1479707,15.260907999999999,1.4024098999999999,0.167,-147.28983,17.263716,,98.267296,0.017,28.926638,500.66034,3411.1459395885468,159.04225,0.11,98.267296,12.474405,17.263716,12.244717999999999
357,358,7160,9.803174362968461,,10.452941000000001,0.9999992,13.420064000000002,8.924660000000001,,3.208052,15.258110999999998,1.2717163999999999,0.167,-147.49341,17.263716,,86.34724399999999,0.017,27.456653999999997,455.27448,3430.6372537612915,141.91618,0.11,3.1269007,11.312542,17.263716,12.235444000000001
358,359,7180,9.781285604168467,,12.741947999999999,0.9999992,13.418738000000001,8.906198,,3.3202615,15.255321499999999,1.2158687,0.168,-147.77052,17.263716,,78.74831,0.017,26.414790999999997,436.4969,3452.374252080917,131.46461000000002,0.11,20.533535,10.8162775,17.263716,12.226171
359,360,7200,9.755869129311886,,12.334197999999999,0.9999992,13.4161625,8.883201,,3.4116322999999995,15.25254,1.2625291,0.169,-148.11505,17.263716,,73.548355,0.017,26.409882,454.51047,3475.0400631427765,133.22375,0.11,53.125053,11.22913,17.263716,12.216885000000001
360,361,7220,9.762658083585835,,6.1731405,0.9999992,13.396656,8.888893,,3.4937706,15.249765,1.2586334,0.169,-148.58426,17.263716,,70.26787,0.017,26.017189000000002,454.36664,3497.939299106598,130.0505,0.11,33.815067,11.193335000000001,17.263716,12.207667
361,362,7240,9.761655839193075,,14.352247,0.9999992,13.399851000000002,8.887153,,3.5517545,15.247,1.2780601,0.17,-149.13033000000001,17.263716,,68.14844000000001,0.017,25.946424,462.65775,3518.41808962822,130.26175,0.11,41.217009999999995,11.364576,17.263716,12.198493
