,DenMISELogFirst,Iteration,TimeElapsed,MISE,ReturnMin,IWMin,ReturnAbsMax,ReturnMax,LQGmu1,TimestepsSoFar,URet,SqrtESSClassic,IWMean,target_sum_log_mean,LQGmu01,LQGsigma,IWMax,ReturnLastEpisode,IWLastEpisode,IWNorm2,ReturnMean,Bound,DenMISEMeanLog,IWNorm1,ReturnStepMax,DenMISELogLast,IWFirstEpisode
0,13.511501,1,0.8848934173583984,1.6317088e-10,,,15.807039999999999,15.807039999999999,-0.193,20,17.497854397219367,1.0,1.0322671499999999e-11,-11.785177000000001,-0.02,0.11,1.0322671499999999e-11,15.807039999999999,1.0322671499999999e-11,1.10322675e-10,15.807039999999999,47.42112,13.511501,1.10322675e-10,0.99233466,13.511501,1.0322671499999999e-11
1,12.818355,2,28.26184463500977,14.29059,,,16.416923999999998,16.416923999999998,-0.185,40,18.165385368983713,1.0,0.87047917,4.2178907,-0.019,0.11,1.7409583,16.416923999999998,1.7409583,1.7409583,16.111982,63.54136,14.486259,1.7409583,0.99936074,16.154163,6.921826400000001e-10
2,12.4128895,3,29.5442852973938,24.29509,,,16.523888,16.523888,-0.179,60,18.27017719207366,1.3520974,1.4765453000000002,8.60399,-0.018,0.11,2.893839,16.523888,1.5357969999999999,3.276122,16.249285,60.95788,14.148762,4.429636,0.9996315999999998,13.658501999999999,1.3427674999999999e-08
3,12.125207000000001,4,31.430766105651852,23.871208,,,16.661260000000002,16.661260000000002,-0.174,80,18.422175358589737,1.4825615,1.4483063999999999,11.14707,-0.018,0.11,3.5780309999999997,16.661260000000002,1.0259808000000001,3.9075787,16.35228,57.58568199999999,14.66557,5.793226,0.99989027,15.990357000000001,1.7688708e-07
4,11.902063,5,32.937413930892944,24.232315,,,16.661260000000002,16.661260000000002,-0.167,100,18.168125605550454,1.5845861,1.4723494,11.412747999999999,-0.017,0.11,4.243809,16.436629999999997,1.5052736,4.6458483,16.36915,55.776061999999996,13.69241,7.361747,0.99989027,9.56477,2.7164156e-06
5,11.719743,6,34.3405556678772,30.056381,,,16.661260000000002,16.661260000000002,-0.162,120,17.682752509805212,1.7521373,1.8503307,12.944974,-0.016,0.11,4.6902795,15.958042,4.6902795,6.336252,16.300629999999998,58.583702,14.392773000000002,11.101984,0.99989027,17.629597,2.0505628000000002e-05
6,11.565596000000001,7,36.29710865020753,26.439077,,,16.661260000000002,16.661260000000002,-0.154,140,18.255133548784517,1.7398794999999998,1.627967,13.124041,-0.016,0.11,4.841695,16.510761,0.85902315,6.549746,16.330648,55.16738,14.20965,11.395769,0.99989027,12.572556500000001,0.00031587336
7,11.432109,8,37.956625699996955,19.260096,,,16.661260000000002,16.661260000000002,-0.16,160,18.248794601816343,2.3843563,1.1779084999999998,13.265327,-0.016,0.11,2.347121,16.503166,1.3369628,3.9521227,16.352215,40.223312,14.348764000000001,9.423267999999998,0.99989027,14.941874499999999,5.0270733e-05
8,11.314332,9,40.096640586853034,4.5640708e-20,,,16.661260000000002,16.661260000000002,0.03,180,18.252203474454703,3.0,2.8873658e-21,-61.687527,0.003,0.11,2.5986291000000002e-20,16.513985,1.1136468e-36,3e-10,16.370188,16.661260000000002,14.215498,8.999999599999999e-10,0.99989027,13.0194645,2.5986291000000002e-20
9,11.208972,10,42.407860517501824,12.530977,,,16.661260000000002,16.661260000000002,0.027,200,10.883671125869403,1.0,1.2621122999999999,-54.674296999999996,0.003,0.11,12.621122,9.9285755,12.621122,12.621122,15.726028,62.51475500000001,11.581845,12.621122,0.99989027,-11.1728,1.6519539000000001e-19
10,11.113662,11,44.43846130371094,18.031664000000003,,,16.661260000000002,16.661260000000002,0.026,220,10.074702318293907,1.3343236,1.8621121999999999,-46.81349,0.003,0.11,13.838318,9.172953999999999,6.6449169999999995,15.351025,15.130294000000001,55.491676,12.257183,20.483234,0.99989027,19.147366,4.989901e-19
11,11.02665,12,46.27780961990357,18.490574,,,16.661260000000002,16.661260000000002,0.025,240,10.141005200691774,1.5264049,1.9206032,-40.762005,0.002,0.11,13.507734,9.228150999999999,4.8719171999999995,15.099032999999999,14.638448,51.23666,12.473272999999999,23.047237,0.99989027,14.520349,1.349552e-18
12,10.946608,13,48.24268436431885,17.562395000000002,,,16.661260000000002,16.661260000000002,0.024,260,10.0632570258365,1.6211046,1.8283846000000001,-35.417744,0.002,0.11,13.359331,9.164257000000001,2.9725108,14.662226,14.217357000000002,48.395557000000004,12.944561,23.769001,0.99989027,18.137154000000002,3.558676e-18
