,TimestepsSoFar,ReturnStepMax,ReturnLastEpisode,DenMISELogFirst,MISE,SqrtESSClassic,ReturnMean,IWMax,TimeElapsed,Bound,URet,DenMISELogLast,IWFirstEpisode,Iteration,LQGmu1,DenMISEMeanLog,IWMin,ReturnMin,IWNorm1,LQGsigma,IWMean,IWNorm2,IWLastEpisode,target_sum_log_mean,ReturnMax,LQGmu01,ReturnAbsMax
195,3920,0.99999875,16.254832999999998,14.759844000000001,18.53549,4.9939637,13.97255,10.059365,268.2661509513855,18.882704,17.988561876280674,14.086232999999998,7.545799e-10,196,-0.195,12.094221000000001,,,218.84058,0.11,1.1165334999999998,43.821020000000004,4.535080000000001,-463.26117,17.252821,-0.02,17.252821
196,3940,0.99999875,16.589895000000002,14.754755,18.864054,3.0086517,13.985835999999999,34.177242,271.49645376205444,19.440382,18.348192284932246,18.524964999999998,,197,-0.344,12.127347,,,218.37787000000003,0.11,1.108517,72.5833,1.18915594e-07,-637.5022,17.252821,-0.036,17.252821
197,3960,0.99999875,16.732391,14.749691,19.35438,3.2238479,13.999707999999998,29.236382,273.1456334590912,19.892239,18.499802590289747,14.217103,,198,-0.345,12.138146,,,225.63747999999998,0.11,1.1395832000000001,69.99011,26.756731,-635.4139,17.252821,-0.036,17.252821
198,3980,0.99999875,16.974098,14.744654,18.932812,5.036814700000001,14.014654,10.255930000000001,275.8325517177582,19.277071,18.74796281912512,13.246439,6.686415e-11,199,-0.2,12.144141000000001,,,226.69446000000002,0.11,1.1391681,45.007504,0.44646573,-464.20572000000004,17.252821,-0.02,17.252821
199,4000,0.99999875,16.702654000000003,14.739641,16.74142,5.0813875,14.028094,10.560328,278.4950897693634,17.08266,18.464417066142467,15.122907000000001,2.4786088e-08,200,-0.187,12.159618,,,202.08218,0.11,1.0104109000000001,39.769096000000005,3.600201,-441.46997000000005,17.252821,-0.019,17.252821
200,4020,0.99999875,16.387663,14.734653,14.965093,3.7728498,14.039833999999999,25.340183,280.69456148147583,15.4246855,18.121410186315988,8.768577,8.02395e-17,201,-0.228,12.142714999999999,,,180.01013,0.11,0.8955728000000001,47.71198,0.42734873,-498.51752,17.252821,-0.023,17.252821
201,4040,0.99999875,16.759468,14.729691,17.951036,4.7169905,14.053298000000002,15.927806,283.55851507186884,18.318638,18.52331700385112,14.788297,7.6123095e-14,202,-0.215,12.155177,,,217.54465,0.11,1.0769536,46.119372999999996,11.389246,-477.5305,17.252821,-0.022,17.252821
202,4060,0.99999875,16.708181,14.724751999999999,5.295640000000001,1.7416943,14.066375,64.74596,286.5819427967072,6.2912073,18.471149378519897,15.514624,,203,0.403,12.171991,,,124.7068,0.11,0.6143192,71.60085,,-438.95165999999995,17.252821,0.043,17.252821
203,4080,0.99999875,8.754794,14.719838000000001,7.698383,2.6633992,14.0403385,41.553709999999995,289.374813079834,8.349421000000001,9.600256420566838,-14.528460500000001,,204,0.366,12.038969999999999,,,181.92487,0.11,0.89178854,68.30552,2.7425297999999996e-22,-409.04825,17.252821,0.038,17.252821
204,4100,0.99999875,8.662825,14.714948999999999,7.325675500000001,2.918923,14.014107999999998,32.685196000000005,290.55471229553217,7.919721000000001,9.515058920049595,17.710243,,205,0.364,12.06587,,,173.89645,0.11,0.84827536,59.575554000000004,6.873932000000001,-404.92975,17.252821,0.038,17.252821
205,4120,0.99999875,8.617023,14.710082,8.588861,3.7885087,13.987906,17.710588,293.09253168106085,9.046555,9.462527906164807,13.472934,,206,0.315,12.071786999999999,,,204.07544,0.11,0.99065745,53.86696,1.7967825000000002,-362.435,17.252821,0.033,17.252821
206,4140,0.99999875,8.650275,14.705239,6.9593525,2.7491659999999998,13.962122,35.78176,295.7776899337769,7.59008,9.501522380038317,15.384433,,207,0.377,12.087601,,,166.95713999999998,0.11,0.8065562,60.730103,6.8083186,-411.50867,17.252821,0.04,17.252821
207,4160,0.99999875,8.619883,14.700420000000001,9.001728,4.206594,13.936438,14.774398999999999,298.76851010322565,9.413932,9.469010714455738,9.024707000000001,,208,0.324,12.071766,,,216.17479,0.11,1.0393019000000001,51.389507,5.9700117,-366.72156,17.252821,0.034,17.252821
208,4180,0.99999875,8.67575,14.695623999999999,6.196107,1.7937558,13.911267,57.945152,302.6468961238861,7.162779,9.528820363039909,11.126305,,209,0.253,12.067300999999999,,,147.80493,0.11,0.70720065,82.3997,0.04632263599999999,-301.3738,17.252821,0.026,17.252821
209,4200,0.99999875,8.744366000000001,14.690851,7.494413000000001,1.5571841,13.8866625,89.40831,306.56927585601807,8.6079445,9.604245025045268,13.218515,,210,0.215,12.07108,,,178.65004,0.11,0.85071445,114.72635,0.121868856,-264.91095,17.252821,0.022,17.252821
210,4220,0.99999875,8.781877,14.6861,8.600322,2.3451395,13.862469,48.08052,309.56902718544006,9.339711999999999,9.646552835017141,13.327810000000001,,211,0.24,12.075774000000001,,,206.7941,0.11,0.98006684,88.17987,46.018013,-285.78064,17.252821,0.024,17.252821
211,4240,0.99999875,8.765092999999998,14.681372,3.319753,1.7726256,13.838425,14.329182999999999,314.08958578109736,4.297948,9.623445483453311,10.1942,,212,-1.0,12.066452,,,42.617794,0.11,0.20102733,24.042187,,-1054.274,17.252821,-1.0,17.252821
212,4260,0.99999875,16.115059,14.676666,3.1204526,1.7752948,13.849113000000001,13.485306,317.738712310791,4.097176999999999,17.813502957706618,-14.571632000000001,,213,-1.0,11.937621,,,40.247795,0.11,0.18895678,22.67105,1.5081754e-29,-1049.7043,17.252821,-1.0,17.252821
213,4280,0.99999875,16.592356,14.671982,14.120034,1.2509261,13.861932999999999,144.13754,321.0613896846771,15.506186499999998,18.304950135936412,12.298239,,214,-1.0,11.935502,,,182.29273999999998,0.11,0.85183525,145.72623000000002,144.13754,-1043.6827,17.252821,-1.0,17.252821
214,4300,0.99999875,16.531439000000002,14.667320000000002,15.104598999999999,1.6775005,13.874348999999999,95.43451,325.4972596168518,16.138264000000003,18.241771074252913,7.8338118,,215,-1.0,11.914987,,,196.12872,0.11,0.9122266,116.91723999999999,64.39341999999999,-1034.9988,17.252821,-1.0,17.252821
215,4320,0.99999875,16.647297000000002,14.662679999999998,25.200094,1.5381578000000002,13.887186999999999,201.44343999999998,330.29220795631414,26.3274,18.363319188783453,11.203252,,216,-1.0,11.9107485,,,327.67953,0.11,1.5170348999999999,213.03375,201.44343999999998,-1028.7269999999999,17.252821,-1.0,17.252821
216,4340,0.99999875,16.652233,14.658060999999998,20.883229999999998,1.5079848999999999,13.899929,172.83379,334.06183862686163,22.033092,18.362925989487888,12.967675999999999,,217,-1.0,11.916542,,,272.54355,0.11,1.2559611000000002,180.73361,46.503387,-1017.9604,17.252821,-1.0,17.252821
217,4360,0.99999875,16.630732000000002,14.653463,17.728254,1.9949235,13.912456,91.55118,338.64287924766535,18.597448,18.349137926045238,11.432466,,218,-1.0,11.914418,,,232.56235,0.11,1.0667997999999999,116.57708000000001,8.320766,-1016.2127,17.252821,-1.0,17.252821
218,4380,0.99999875,16.602072,14.648887,16.874542,2.4879928,13.924737,53.56981,343.78539609909063,17.571479999999998,18.320097602112803,11.581611,,219,-1.0,11.912682,,,222.85647999999998,0.11,1.0176094999999998,89.5728,34.734562,-1017.5144,17.252821,-1.0,17.252821
219,4400,0.99999875,16.548004000000002,14.644331,16.470373000000002,2.6780342999999998,13.936660999999999,45.372757,349.24069023132324,17.117853,18.25958227392804,16.227755,,220,-1.0,11.932049000000001,,,218.64166,0.11,0.99382573,81.64259,39.010162,-1013.6756,17.252821,-1.0,17.252821
220,4420,0.99999875,16.592474,14.639795000000001,17.141174,2.8852549,13.948676999999998,37.795452000000004,354.42138671875,17.742151,18.304991533213588,9.932047,,221,-1.0,11.922699,,,228.5373,0.11,1.0341054,79.2087,36.660709999999995,-1009.1552,17.252821,-1.0,17.252821
221,4440,0.99999875,16.591324,14.635280999999999,17.750010999999997,3.1798356,13.960581,30.594732,360.8209707736969,18.295315,18.30260497544303,8.8765135,,222,-1.0,11.908878,,,237.5979,0.11,1.0702608,74.720184,30.594732,-1003.0028,17.252821,-1.0,17.252821
222,4460,0.99999875,16.540054,14.630787,16.261673000000002,3.1234162,13.972148,33.081234,367.296413898468,16.816826000000002,18.251368188912984,11.697137,,223,-1.0,11.908017,,,218.86847000000003,0.11,0.98147297,70.073425,30.704607,-1000.98834,17.252821,-1.0,17.252821
223,4480,0.99999875,16.576118,14.626311999999999,17.382004000000002,3.44644,13.983773000000001,29.500101,374.11955976486206,17.885123999999998,18.29069415354929,13.747489999999999,,224,-1.0,11.915952,,,234.75217999999998,0.11,1.0480008,68.114395,16.305958,-992.9821,17.252821,-1.0,17.252821
224,4500,0.99999875,16.529184,14.621858,17.031837,3.6698468,13.995087,22.38083,382.2616283893585,17.50433,18.238068734019187,16.034001999999997,,225,-1.0,11.934286,,,231.17553999999998,0.11,1.0274469000000002,62.99324,12.439441,-989.53516,17.252821,-1.0,17.252821
225,4520,0.99999875,16.59103,14.617423,15.514253,3.5883787000000003,14.006573000000001,25.875926999999997,389.6612932682037,15.997472,18.299060743404862,17.221163,,226,-1.0,11.957646,,,211.62952,0.11,0.93641376,58.97636,11.789517,-987.5303,17.252821,-1.0,17.252821
226,4540,0.99999875,16.56702,14.6130085,6.960975,2.92728,14.017853,17.561272,395.6106057167053,7.553325,18.277450695187163,14.843178,,227,-1.0,11.969945,,,95.283035,0.11,0.41974905,32.550026,8.8798215e-06,-948.55505,17.252821,-0.949,17.252821
227,4560,0.99999875,16.616034,14.608613,10.629826,3.0642664,14.029247,29.792865999999997,402.82751441001886,11.195694999999999,18.331553246967907,13.420660999999999,,228,-1.0,11.973728999999999,,,146.00887,0.11,0.64038974,47.64888,20.381556,-936.94354,17.252821,-0.909,17.252821
228,4580,0.99999875,16.560131,14.604237,13.502041,3.3473568,14.040299,33.815907,410.0396404266357,14.020054,18.267636225526488,7.821311,,229,-1.0,11.953944,,,186.32332,0.11,0.8136389,55.662819999999996,9.32495,-927.33374,17.252821,-0.874,17.252821
229,4600,0.99999875,16.527102,14.599879000000001,16.073439999999998,3.6859964999999995,14.051110999999999,28.320663,416.8053152561188,16.543863,18.24014696197468,12.073292,,230,-1.0,11.953542,,,222.88932999999997,0.11,0.9690840000000001,60.46921999999999,6.7733793,-918.0272,17.252821,-0.837,17.252821
230,4620,0.99999875,16.510334,14.595541,18.158617,3.9619186,14.061758,23.41832,423.19488072395325,18.596277,18.219861127664245,6.4135256,,231,-1.0,11.929294,,,252.9697,0.11,1.095107,63.8503,10.614163000000001,-906.1813400000001,17.252821,-0.779,17.252821
231,4640,0.99999875,16.575293,14.591220999999999,9.0608225,1.2760501,14.072592000000002,94.81129,430.0667605400085,10.4196825,18.28756698803193,10.61001,,232,-0.96,11.923869999999999,,,123.42631499999999,0.11,0.53200996,96.72529,2.416463e-38,-811.7769,17.252821,-0.192,17.252821
232,4660,0.99999875,17.062912,14.586920000000001,17.688503,1.3959686000000002,14.085426000000002,161.60815,437.1455135345459,18.930634,18.833817302020847,10.835245,,233,-0.963,11.916901,,,241.69177000000002,0.11,1.0373037,173.13554,161.60815,-809.0174599999999,17.252821,-0.196,17.252821
233,4680,0.99999875,17.18991,14.582637,18.378023000000002,2.0351272000000002,14.098692999999999,79.78811,444.18917083740234,19.230045,18.968856870512944,9.959306,,234,-0.954,11.907861,,,251.70154,0.11,1.0756476000000001,123.67853500000001,68.05933,-803.3349599999999,17.252821,-0.186,17.252821
234,4700,0.9999996999999999,17.09581,14.578373000000001,13.927307999999998,1.9517555,14.111445999999999,70.01468,451.4876902103424,14.815725,18.87294504730095,12.819754,,235,-0.96,11.911572,,,191.55258,0.11,0.81511736,98.14374000000001,2.2256877,-801.1812,17.252821,-0.192,17.252821
235,4720,0.9999996999999999,17.109858,14.574126000000001,13.683698999999999,2.147973,14.124151999999999,55.504665,459.0582995414734,14.490959,18.884374733695818,8.063644,,236,-0.963,11.894174000000001,,,188.93735,0.11,0.800582,87.96076,44.733093,-798.6302,17.252821,-0.196,17.252821
236,4740,0.9999996999999999,17.105003,14.569898,16.514553,2.8456683,14.136729,35.442209999999996,465.7705523967743,17.123892,18.87816713758385,12.003641,,237,-0.948,11.893542,,,229.05982999999998,0.11,0.9664972,80.49421,32.1358,-791.69794,17.252821,-0.18,17.252821
237,4760,0.9999996999999999,17.089855,14.565686999999999,17.155739,2.9669905,14.1491375,32.62319,473.07825183868414,17.74016,18.861677023747667,7.324032000000001,,238,-0.951,11.873988,,,238.94011,0.11,1.00395,80.53282,32.62319,-788.7814,17.252821,-0.182,17.252821
238,4780,0.9999996999999999,17.0213,14.561495,19.988557999999998,4.627032,14.161156,21.513481,480.33158540725714,20.363306,18.794466882374294,12.719728,,239,-0.879,11.877331,,,279.16832999999997,0.11,1.1680683,60.334213,3.653424,-775.1151,17.252821,-0.136,17.252821
239,4800,0.9999996999999999,17.190659,14.55732,16.67857,4.888657599999999,14.173778,14.629425,487.8529450893402,17.033262,18.970943781840766,13.115433,,240,-0.76,11.883073,,,233.39712999999998,0.11,0.97248805,47.74258,0.53394705,-761.55237,17.252821,-0.099,17.252821
240,4820,0.9999996999999999,17.148113000000002,14.553162,19.936726,5.237358599999999,14.186119,13.970362,497.2810037136078,20.267803,18.92888139416792,14.053048,,241,-0.82,11.891891000000001,,,280.4331,0.11,1.1636229,53.544757999999995,7.990808,-763.0524,17.252821,-0.115,17.252821
241,4840,0.9999996999999999,17.052553,14.549021,4.448359,1.1285063,14.197964,56.830296,506.4392213821411,5.98488,18.831560654067708,15.573326000000002,,242,-0.999,11.907688,,,64.73461,0.11,0.2674984,57.363094,8.2942095e-17,-810.5871599999999,17.252821,-0.368,17.252821
242,4860,0.9999996999999999,16.706345000000002,14.544897,20.061356,1.1913675,14.208287,241.09691,514.8646409511566,21.516804,18.427552875645898,16.710815,,243,-0.999,11.92435,,,292.03485,0.11,1.2017895,245.12575,241.09691,-806.92395,17.252821,-0.367,17.252821
243,4880,0.9999996999999999,16.718552,14.54079,17.12314,1.3600968999999998,14.218575,168.68653999999998,523.7343094348906,18.39803,18.4467297722797,4.4701786,,244,-0.998,11.893332000000001,,,250.00418,0.11,1.0246073,183.8135,168.68653999999998,-798.6895,17.252821,-0.338,17.252821
244,4900,0.9999996999999999,16.876305,14.5367,29.709120000000002,1.4613302,14.229423,274.16586,533.6957790851593,30.895690000000002,18.61983500397294,0.39062792,,245,-0.998,11.845661,,,432.85916,0.11,1.766772,296.209,274.16586,-795.06696,17.252821,-0.336,17.252821
245,4920,0.9999996999999999,16.629883,14.532627,24.659761,1.6987843999999996,14.239181,187.82764,546.094438791275,25.680475,18.36360657517816,11.089149,,246,-0.998,11.843869,,,361.4645,0.11,1.4693678999999997,212.77834,62.70254,-791.12463,17.252821,-0.333,17.252821
246,4940,0.9999996999999999,16.773304,14.528570000000002,21.55859,1.6578883999999998,14.24944,176.80608999999998,555.319433927536,22.604483,18.507154729234237,8.199727000000001,,247,-0.998,11.829943,,,317.04376,0.11,1.283578,191.23346999999998,18.79577,-786.95135,17.252821,-0.327,17.252821
247,4960,0.9999996999999999,16.699362,14.524529000000001,21.92878,1.7235478,14.259317999999999,172.17442,566.5458586215972,22.934829999999998,18.42937440031441,15.174923000000001,,248,-0.997,11.843714,,,323.86954,0.11,1.3059256000000001,187.90865,55.430873999999996,-782.7026400000001,17.252821,-0.322,17.252821
248,4980,0.9999996999999999,16.808067,14.520504999999998,21.229923,1.6579982,14.269554999999999,179.0119,574.5619215965271,22.275747,18.54056799239458,14.322645999999999,,249,-0.997,11.854069,,,314.47144,0.11,1.2629375,189.66933999999998,31.908196999999998,-778.2865,17.252821,-0.315,17.252821
249,5000,0.9999996999999999,16.80011,14.516498,18.638622,1.4466535,14.279677,186.73734,582.401465177536,19.837232999999998,18.5282479748779,9.710535,,250,-0.996,11.845730999999999,,,276.89923,0.11,1.1075968999999999,191.40673999999999,4.6420727,-773.72375,17.252821,-0.307,17.252821
250,5020,0.9999996999999999,16.847467,14.512506,25.853498000000002,1.6988925,14.2899065,187.8331,593.195531129837,26.874146999999997,18.594586316101807,8.346864,,251,-0.996,11.83142,,,385.49945,0.11,1.5358543,226.91222000000002,187.8331,-770.2371,17.252821,-0.305,17.252821
251,5040,0.9999996999999999,16.85961,14.508529000000001,23.416988,1.8982970000000001,14.300104999999999,146.71417,601.0598592758179,24.330425,18.601728658373503,5.259545,,252,-0.996,11.806327,,,350.48767000000004,0.11,1.3908241000000001,184.63269,45.290985,-766.6460599999999,17.252821,-0.302,17.252821
252,5060,0.9999996999999999,16.813889,14.504569,23.695225,2.0694292,14.310039999999999,131.40266,607.7539265155792,24.533125,18.560086203437297,10.786569,,253,-0.996,11.80304,,,356.08966000000004,0.11,1.407469,172.07144,54.293724,-762.9679,17.252821,-0.298,17.252821
253,5080,0.9999996999999999,16.674034,14.500623999999998,25.524597,2.2553554,14.319347,117.73298999999999,616.9991080760957,26.293422999999997,18.417303080003293,12.420663000000001,,254,-0.995,11.806362,,,385.81165,0.11,1.5189434,171.06468,78.37706,-759.3428,17.252821,-0.295,17.252821
254,5100,0.9999996999999999,16.812126,14.496695,24.373894,2.2648368,14.329123000000001,117.27164499999999,627.3723454475403,25.1395,18.53464031603567,8.8715515,,255,-0.995,11.796173,,,369.79684,0.11,1.4501837,163.27748,20.019274,-755.5790400000001,17.252821,-0.291,17.252821
255,5120,0.9999996999999999,16.736746,14.492780999999999,24.716434,2.2850306000000002,14.338528,122.942764,637.1728253364562,25.475275,18.482792924742398,7.333553,,256,-0.994,11.779855,,,376.55072,0.11,1.4709013000000002,164.79023999999998,39.519890000000004,-751.6344,17.252821,-0.285,17.252821
256,5140,0.9999996999999999,16.749948999999997,14.488882,22.641752,1.9461543999999997,14.347910999999998,151.28075,646.2305784225464,23.532726,18.476219953657807,15.974842,,257,-0.993,11.797362,,,346.09344,0.11,1.346667,177.83453,2.0014281000000005,-746.8598,17.252821,-0.275,17.252821
257,5160,0.9999996999999999,16.869024,14.484998999999998,29.880344,1.952637,14.357682999999998,194.59024,653.6722435951232,30.768359999999998,18.622487023779527,11.940014999999999,,258,-0.992,11.798553,,,457.8914,0.11,1.7747727999999998,234.49900000000002,194.59024,-743.4169999999999,17.252821,-0.272,17.252821
258,5180,0.9999996999999999,16.825029999999998,14.481131,24.081142,1.8940179,14.367208999999999,164.71938,664.346449136734,24.996643,18.556117936896666,9.987639999999999,,259,-0.992,11.793409,,,370.3911,0.11,1.4300815,195.5584,0.33076218,-739.6985,17.252821,-0.267,17.252821
259,5200,0.9999996999999999,16.830538,14.477276999999999,23.107653,1.7244674999999998,14.376682999999998,188.06055,675.1293182373048,24.113165,18.568526840365386,15.055191,,260,-0.99,11.806792999999999,,,356.5562,0.11,1.3713701,206.76308,35.295483000000004,-734.98114,17.252821,-0.256,17.252821
260,5220,0.9999996999999999,16.967613,14.473438,19.223282,3.3841144999999995,14.386610000000001,34.8107,686.583003282547,19.735668,18.715582095318297,11.697405999999999,,261,-0.998,11.806934,,,299.53656,0.11,1.1476496,88.512535,2.5989306,-745.5508,17.252821,-0.337,17.252821
261,5240,0.9999996999999999,16.786558,14.469614000000002,21.861604999999997,3.1056256,14.395771,56.920173999999996,694.8166670799255,22.419937,18.51456458093405,13.45381,,262,-0.999,11.813586,,,342.11242999999996,0.11,1.3057727,110.15893999999999,24.694798000000002,-746.71875,17.252821,-0.361,17.252821
262,5260,0.9999996999999999,16.89252,14.465804,20.2068,3.4661505,14.405264,38.593864,702.5893411636353,20.707060000000002,18.63667032270953,13.044694,,263,-0.999,11.819134,,,317.1952,0.11,1.2060654,91.51224,18.941689,-742.3709,17.252821,-0.352,17.252821
263,5280,0.9999996999999999,16.707520000000002,14.462009,17.324028,2.8729725,14.413985,53.594337,712.8519899845122,17.927574,18.435119716258477,8.924673,,264,-0.999,11.808744,,,273.36337000000003,0.11,1.0354673,95.15002,3.1050236,-744.5421,17.252821,-0.383,17.252821
264,5300,0.9999996999999999,16.776101999999998,14.458228,16.693770999999998,4.1942825,14.422897,21.026249,722.1474633216858,17.107185,18.509087323879854,7.3830814,,265,-0.997,11.791963,,,263.65308,0.11,0.9949173000000001,62.860115,8.779174000000001,-731.052,17.252821,-0.318,17.252821
265,5320,0.9999996999999999,16.667564000000002,14.454462,17.343048,3.2790864,14.431335999999998,39.273365000000005,730.4870979785919,17.871845,18.402308600944046,11.891243,,266,-0.999,11.792222,,,275.57196,0.11,1.0359848,84.03925,0.903118,-737.7560000000001,17.252821,-0.376,17.252821
266,5340,0.9999996999999999,16.52071,14.450709,18.15491,4.225873,14.439162,21.907148,737.6583924293518,18.565233,18.237779985916603,12.829905499999999,,267,-0.998,11.796076,,,289.35696,0.11,1.0837339,68.47270999999999,9.078542,-728.4299,17.252821,-0.336,17.252821
267,5360,0.9999996999999999,16.68497,14.446971,10.205423,2.0412476,14.447542000000002,72.111565,745.1810009479523,11.054891,18.416990843527593,10.365184,,268,-1.0,11.790938,,,164.25963000000002,0.11,0.6129091,80.470215,3.4616915999999995,-741.8794,17.252821,-0.439,17.252821
268,5380,0.9999996999999999,16.718826,14.443247,16.613567,2.9453795,14.455986,59.693542,751.9205904006958,17.202276,18.446310376185714,8.527572,,269,-1.0,11.777229,,,267.53305,0.11,0.99454665,90.831436,59.693542,-733.4038,17.252821,-0.402,17.252821
269,5400,0.9999996999999999,16.520329999999998,14.439535999999999,18.310984,4.247908,14.463632,21.707932,758.0399258136749,18.719179999999998,18.233758389663716,6.4400287,,270,-0.999,11.757257000000001,,,295.3305,0.11,1.0938166,69.52375,0.40974763,-722.4027,17.252821,-0.35,17.252821
270,5420,0.9999996999999999,16.614563,14.435839999999999,18.219220999999997,4.442732,14.471569,20.210451000000003,765.5024137496948,18.609516,18.34262001294604,11.769674,,271,-0.998,11.757539,,,295.0183,0.11,1.0886284,66.40471,17.895992,-718.76544,17.252821,-0.344,17.252821
271,5440,0.9999996999999999,16.687834,14.432157,18.70295,4.3459754,14.479716,23.694008,771.9618401527405,19.101933,18.431367335347524,11.315904,,272,-0.999,11.756142,,,304.2229,0.11,1.1184665,70.00106,19.371582,-718.9632,17.252821,-0.362,17.252821
272,5460,0.9999996999999999,16.497729999999997,14.428486999999999,18.537039,4.6431584,14.487108,17.914656,779.1245813369751,18.910486,18.215599554116984,17.234479999999998,,273,-0.999,11.776533,,,302.6953,0.11,1.1087741000000002,65.19168,15.225721,-714.135,17.252821,-0.349,17.252821
273,5480,0.9999996999999999,16.779192000000002,14.424829999999998,17.726164,4.485083599999999,14.495474,21.593214,786.3365280628204,18.112772,18.52284478677655,10.341731,,274,-0.999,11.7716,,,290.67834,0.11,1.0608698,64.81002,2.1038835,-714.0542,17.252821,-0.365,17.252821
274,5500,0.9999996999999999,16.861803,14.421187,16.323956,4.3201523,14.504079,23.027214,794.5570683479309,16.725325,18.607722398816076,4.00415,,275,-0.999,11.743485,,,268.76056,0.11,0.97731113,62.2109,2.0241852,-713.12463,17.252821,-0.376,17.252821
275,5520,0.9999996999999999,16.714407,14.417557999999998,15.559760999999998,1.9964142,14.512087,113.86641000000002,799.6843407154083,16.428304999999998,18.44643862689839,15.83804,,276,-1.0,11.758156,,,258.835,0.11,0.9378079,129.64995,0.8275235999999999,-723.19666,17.252821,-0.46,17.252821
276,5540,0.9999996999999999,16.708498000000002,14.41394,16.201845000000002,1.8680487000000001,14.520016,135.48206000000002,807.531919002533,17.130072,18.432640472128003,15.441151000000001,,277,-1.0,11.770906,,,271.04492,0.11,0.9785014999999999,145.09521,5.502036,-731.9506,17.252821,-0.539,17.252821
277,5560,0.9999996999999999,16.574335,14.410337,16.757729,3.7643480000000005,14.527406,37.131927000000005,815.1889626979828,17.218359,18.288123915002142,14.599469000000001,,278,-1.0,11.780623,,,280.8405,0.11,1.0102176999999999,74.605354,16.413408,-751.3761599999999,17.252821,-0.705,17.252821
278,5580,0.9999996999999999,16.654139999999998,14.406747,17.68873,4.2065845,14.535028,24.797691,820.8449199199678,18.100935,18.371344534113472,12.243997,,279,-1.0,11.782206,,,297.67562999999996,0.11,1.0669377,70.76420999999999,10.023769999999999,-762.5907,17.252821,-0.812,17.252821
279,5600,0.9999996999999999,16.629442,14.403169,17.584833,4.232867,14.542508999999999,24.575751999999998,827.3433268070221,17.994478,18.351676673666827,7.770141000000001,,280,-1.0,11.768011999999999,,,296.8205,0.11,1.0600733,70.1228,2.0681303,-750.09796,17.252821,-0.737,17.252821
280,5620,0.9999996999999999,16.506687,14.399604,18.713427,4.508168700000001,14.549498999999999,21.459713,834.3316037654878,19.098057,18.21736844538121,16.761303,,281,-1.0,11.785896000000001,,,317.20215,0.11,1.1288333000000002,70.36164000000001,19.22008,-754.7996,17.252821,-0.795,17.252821
281,5640,0.9999996999999999,16.562822,14.396051000000002,9.199167999999998,3.9836152,14.556637,17.155676,842.7784922122955,9.634444,18.27444744534598,18.170707999999998,,282,-1.0,11.808893,,,156.50302,0.11,0.5549753000000001,39.286682,6.3238845,-770.2929,17.252821,-0.921,17.252821
282,5660,0.9999996999999999,16.609497,14.392510999999999,14.949485999999998,3.6077422999999995,14.563892000000001,48.4433,849.4866461753845,15.430112,18.322277630612085,14.115881,,283,-1.0,11.815445,,,255.0686,0.11,0.90130246,70.70034,48.4433,-762.8994,17.252821,-0.893,17.252821
283,5680,0.9999996999999999,16.555227,14.388983999999999,18.062233,4.28164,14.570904,35.992053999999996,855.9419112205505,18.467213,18.270174678891227,17.398811,,284,-1.0,11.834661500000001,,,309.36023,0.11,1.0892966,72.25274,21.647917,-754.927,17.252821,-0.857,17.252821
284,5700,0.9999996999999999,16.567732,14.385469,16.483076,3.8643254999999996,14.577909,40.07444,862.6495952606201,16.93179,18.27892827786456,10.974044000000001,,285,-1.0,11.831853,,,283.34283,0.11,0.9941853999999999,73.322716,13.345547,-757.1685,17.252821,-0.891,17.252821
285,5720,0.9999996999999999,16.663432999999998,14.381967000000001,18.719620000000003,4.755949,14.585203,28.751976000000003,869.7534148693085,19.084210000000002,18.384319620302968,18.222378,,286,-1.0,11.854075,,,322.83246,0.11,1.1287848,67.879715,19.889359,-747.68317,17.252821,-0.844,17.252821
286,5740,0.9999996999999999,16.55745,14.378476000000001,15.203314,3.9965559999999996,14.592073999999998,36.66875,876.636754989624,15.637179999999999,18.26809714998012,11.663818,,287,-1.0,11.853772,,,263.1284,0.11,0.9168235999999998,65.83878,1.8512761999999998,-752.9083,17.252821,-0.898,17.252821
287,5760,0.9999996999999999,16.432323,14.374998000000001,18.077779999999997,4.912223,14.598463,25.905704,885.4347915649414,18.430770000000003,18.13979427729092,13.279529,,288,-1.0,11.858353,,,314.09045,0.11,1.0905919,63.940594,14.845823999999999,-743.5882,17.252821,-0.852,17.252821
288,5780,0.9999996999999999,16.566145000000002,14.3715315,14.510694500000001,3.3175576,14.605272,50.9102,895.2468602657318,15.0333605,18.2740290311624,14.803269,,289,-1.0,11.868780000000001,,,252.87135,0.11,0.87498736,76.222145,6.382954,-714.7451,17.252821,-0.645,17.252821
289,5800,0.9999996999999999,16.581665,14.368077,16.725168,4.794055999999999,14.612086999999999,19.799332,906.298833847046,17.08686,18.29942421129065,14.762444,,290,-1.0,11.878222000000001,,,292.4983,0.11,1.0086148000000001,61.0127,8.530355,-722.3874,17.252821,-0.727,17.252821
290,5820,0.9999996999999999,16.626406,14.364635,0.030336859,1.5050483000000001,14.619010000000001,0.63541806,917.535395860672,1.182442,18.343282014555275,17.306978,,291,0.973,11.89684,,,1.0248318,0.11,0.0035217586,0.6809295,,-1106.9202,17.252821,0.211,17.252821
