,DenMISEMeanLog,target_sum_log_mean,SqrtESSClassic,ReturnMax,URet,IWMax,ReturnAbsMax,IWNorm2,LQGmu01,ReturnStepMax,Bound,LQGmu1,ReturnLastEpisode,IWMin,TimeElapsed,IWLastEpisode,Iteration,DenMISELogFirst,MISE,IWMean,ReturnMin,LQGsigma,ReturnMean,IWFirstEpisode,IWNorm1,TimestepsSoFar,DenMISELogLast
17,13.421535500000001,-35.0806,3.9522180000000002,15.807039999999999,9.386019251762695,1.3548076,15.807039999999999,4.3644099999999995,0.093,0.99233466,8.574077,0.732,8.544002,,26.22800755500793,1.0185005999999999,18,10.62113,8.172108,0.9582833000000001,,0.11,8.941761999999999,,17.2491,360,17.768166
18,13.448932000000001,-32.556564,4.0797870000000005,15.807039999999999,9.366182320266796,1.333264,15.807039999999999,4.475503,0.093,0.99233466,8.585005,0.733,8.530375999999999,,27.03003287315369,1.1011871000000002,19,10.567062,8.195605,0.96100515,,0.11,8.920111,,18.259098,380,13.985198
19,13.577093,-30.163803,4.2029004,15.807039999999999,9.382456550248197,1.3134853000000002,15.807039999999999,4.5682730000000005,0.094,0.99233466,8.565930999999999,0.734,8.54335,,28.092289686203003,1.0269841999999998,20,10.515769,8.187939,0.95999986,,0.11,8.901273,,19.199997,400,16.052432999999997
20,13.750304999999999,-27.950611,4.3218646,15.807039999999999,9.349492914796217,1.2969997,15.807039999999999,4.694049,0.094,0.99233466,8.606239,0.736,8.511178,,29.66249489784241,1.1643540000000001,21,10.466978999999998,8.238650999999999,0.96604973,,0.11,8.882697,,20.287045000000003,420,17.255514
21,13.818361999999999,-26.020435,4.4380326,15.807039999999999,9.37705839566819,1.2817718,15.807039999999999,4.789275,0.094,0.99233466,8.597965,0.737,8.539251,,30.671313047409054,1.0450796999999998,22,10.420459,8.239999000000001,0.9661344999999999,,0.11,8.867085000000001,,21.25496,440,15.282598000000002
22,13.841878,-24.282803,4.5508723,15.807039999999999,9.384193490069864,1.2674115,15.807039999999999,4.8765345,0.094,0.99233466,8.579329,0.737,8.546022,,31.563666820526123,1.0093041999999999,23,10.376007000000001,8.230238,0.96489066,,0.11,8.853127,,22.192486,460,14.393937
23,14.066606,-22.494593,4.6605263,15.807039999999999,9.348940350999452,1.2553126000000001,15.807039999999999,4.9942779999999996,0.094,0.99233466,8.6125765,0.738,8.513764,,32.43591046333313,1.1484382,24,10.333447,8.271699,0.96983176,,0.11,8.838986,,23.275963,480,19.271162
24,14.038932999999998,-21.108719,4.7663565000000006,15.807039999999999,9.32171333696533,1.2460069999999999,15.807039999999999,5.1220365,0.095,0.99233466,8.660456,0.74,8.491324,,34.054100751876824,1.2015815,25,10.292625,8.3271475,0.97653806,,0.11,8.825078999999999,,24.413452,500,13.405697
25,14.253779000000002,-19.584463,4.871308,15.807039999999999,9.382017332869053,1.2369921,15.807039999999999,5.209672,0.095,0.99233466,8.6498995,0.741,8.54033,,35.40886449813843,1.0306852,26,10.253405,8.323772,0.9760736999999999,,0.11,8.814128,,25.377916,520,19.64931
26,14.320225,-18.301085,4.9741015,15.807039999999999,9.366885106896467,1.2286165,15.807039999999999,5.3050504,0.095,0.99233466,8.653836,0.742,8.52576,,36.61512184143066,1.0721827,27,10.215665,8.334449000000001,0.9773280999999999,,0.11,8.803448,,26.387859999999996,540,16.072481
27,14.347085,-17.157629,5.0735044,15.807039999999999,9.324705464655391,1.2220024999999999,15.807039999999999,5.4216885999999995,0.096,0.99233466,8.689138999999999,0.744,8.4882145,,37.85670876502991,1.1777947,28,10.1792965,8.376009,0.9823915000000001,,0.11,8.792189,,27.506961999999998,560,15.095739000000002
28,14.157693,-16.321623000000002,5.1708713,15.807039999999999,9.317284926164557,1.2168181999999998,15.807039999999999,5.536416,0.096,0.99233466,8.722366000000001,0.747,8.484207000000001,,39.17080569267272,1.1788847,29,10.144205,8.4151325,0.98717564,,0.11,8.781569000000001,,28.628094,580,8.873167
29,14.234036999999999,-15.284579,5.2674413,15.807039999999999,9.374235790884764,1.2115658999999999,15.807039999999999,5.621671,0.097,0.99233466,8.716103,0.749,8.533311999999999,,40.45591545104981,1.0426495999999998,30,10.110304,8.414501,0.9870607,,0.11,8.7732935,,29.611821999999997,600,16.461773
30,13.951181,-14.676229000000001,5.361146499999999,15.807039999999999,9.310154636829736,1.2073673,15.807039999999999,5.7331653,0.097,0.99233466,8.746856,0.751,8.477286,,41.752033710479736,1.1793829,31,10.077514,8.450526,0.99149483,,0.11,8.763744,,30.736340000000002,620,5.479302400000001
31,14.063901000000001,-13.721371,5.452935,15.807039999999999,9.404698563957485,1.2026671,15.807039999999999,5.7972302,0.098,0.99233466,8.712286,0.753,8.565969,,43.14639759063721,0.93273205,32,10.045766,8.420944,0.98787254,,0.11,8.757565,,31.611921000000002,640,17.567598
32,13.930924,-13.063553,5.5438237,15.807039999999999,9.320488324414567,1.1986847,15.807039999999999,5.901682,0.098,0.99233466,8.736853,0.756,8.490241000000001,,44.45847249031067,1.1576111,33,10.014994,8.450288,0.991451,,0.11,8.749464,,32.717884000000005,660,9.68858
33,14.041032000000001,-12.209038,5.6339107,15.807039999999999,9.357547358022048,1.1948246999999999,15.807039999999999,5.990694,0.099,0.99233466,8.742669,0.758,8.520378,,45.863551378250115,1.085173,34,9.985141,8.460686,0.99267745,,0.11,8.742726,,33.751034000000004,680,17.683907
34,14.041429999999998,-11.506689999999999,5.722373999999999,15.807039999999999,9.342222332965466,1.1912521,15.807039999999999,6.0836787,0.099,0.99233466,8.754642,0.76,8.504428,,46.97400093078613,1.1128147,35,9.956153,8.477017,0.99465954,,0.11,8.735918,,34.813084,700,14.063135999999998
35,14.030156,-10.850976,5.8092875,15.807039999999999,9.387693000905047,1.1874728,15.807039999999999,6.153395,0.1,0.99233466,8.736759,0.762,8.546471,,48.41788411140442,0.98542637,36,9.927982,8.463289,0.99296784,,0.11,8.730656,,35.74684,720,13.641661
36,13.864582999999998,-10.388451,5.894113,15.807039999999999,9.297778416759193,1.1843648,15.807039999999999,6.257438,0.1,0.99233466,8.763710000000001,0.764,8.463635,,49.94730162620544,1.1825799,37,9.900583000000001,8.494176,0.99681216,,0.11,8.723438999999999,,36.88205,740,7.9116425999999995
37,13.862173,-9.793852000000001,5.978031,15.807039999999999,9.39833497609818,1.1809473999999998,15.807039999999999,6.3199983,0.101,0.99233466,8.738931,0.766,8.556696,,51.749934673309326,0.9487921,38,9.873916,8.473180000000001,0.9942407,,0.11,8.71905,,37.781147,760,13.776929999999998
38,13.921994,-9.161256,6.0613227,15.807039999999999,9.390540008162818,1.1774433000000002,15.807039999999999,6.3872695,0.101,0.99233466,8.722893,0.768,8.550425,,53.23020076751709,0.98176056,39,9.8479395,8.4607935,0.99270004,,0.11,8.714725999999999,,38.7153,780,16.201662
39,13.986053,-8.54831,6.1429944,15.807039999999999,9.403360712176884,1.1737838,15.807039999999999,6.4477386,0.101,0.99233466,8.699154,0.769,8.562548,,54.6158676147461,0.93942916,40,9.822622,8.440539,0.99021053,,0.11,8.710922,,39.60842,800,16.49225
40,13.977901999999998,-8.034811999999999,6.223415,15.807039999999999,9.302800275884731,1.1706983,15.807039999999999,6.5453606,0.102,0.99233466,8.722555,0.77,8.470087,,56.16086053848266,1.1679472,41,9.797930000000001,8.467282,0.99352425,,0.11,8.705049,,40.734493,820,13.662045499999998
41,13.868599,-7.6473913,6.3035674,15.807039999999999,9.38359985651707,1.1675296,15.807039999999999,6.6118174,0.102,0.99233466,8.709631,0.772,8.540787,,58.15560269355774,0.98709685,42,9.773831,8.457604,0.9923341999999998,,0.11,8.701137,,41.678036,840,9.394153999999999
42,13.869684,-7.170212299999999,6.382943599999999,15.807039999999999,9.354994063481737,1.1644917,15.807039999999999,6.690463,0.102,0.99233466,8.713194999999999,0.773,8.516126,,59.92933702468872,1.068354,43,9.750301,8.464302,0.99313605,,0.11,8.696835,,42.70485,860,13.923409
43,13.883807000000001,-6.7004475999999995,6.461304,15.807039999999999,9.376354978733431,1.1614859,15.807039999999999,6.760397,0.103,0.99233466,8.70728,0.774,8.538606,,61.45871162414551,1.0174648000000002,44,9.727312,8.461406,0.9927495999999999,,0.11,8.693238000000001,,43.68098,880,14.498444000000001
44,13.884975,-6.261744,6.538464,15.807039999999999,9.390485230598577,1.1584836,15.807039999999999,6.8238516,0.103,0.99233466,8.694377000000001,0.776,8.551561,,63.38454556465149,0.97693,45,9.704839,8.451405000000001,0.9915002,,0.11,8.69009,,44.617508,900,13.944075
45,14.026167999999998,-5.6995325,6.614224,15.807039999999999,9.409948582483471,1.1553788,15.807039999999999,6.880611,0.103,0.99233466,8.674164,0.776,8.568382000000001,,65.36827802658081,0.9315621999999999,46,9.68286,8.433974000000001,0.9893457,,0.11,8.687445,,45.509903,920,20.388632
46,14.029960999999998,-5.290026,6.6898465,15.807039999999999,9.348327501857172,1.1525066000000002,15.807039999999999,6.958348,0.103,0.99233466,8.68045,0.777,8.512315,,67.06365156173706,1.0764416,47,9.661354,8.442976,0.9904314000000001,,0.11,8.683719,,46.550278000000006,940,14.215410999999998
47,14.066789000000002,-4.8651643,6.7644925,15.807039999999999,9.340079811862145,1.1498190000000001,15.807039999999999,7.037736,0.104,0.99233466,8.689107,0.778,8.503716,,68.65749740600586,1.0921364,48,9.640301,8.454253,0.9918065,,0.11,8.679967999999999,,47.606712,960,15.807645
48,14.162869,-4.397398,6.837471000000001,15.807039999999999,9.414881312758226,1.1470788,15.807039999999999,7.0909604999999996,0.104,0.99233466,8.667617,0.779,8.570573,,70.61632657051085,0.9138944,49,9.619681,8.435269,0.98947424,,0.11,8.677735,,48.484238,980,18.78327
49,14.222254000000001,-3.9782745999999998,6.910684599999999,15.807039999999999,9.356811196862273,1.1444607,15.807039999999999,7.16443,0.104,0.99233466,8.671381,0.78,8.516477,,72.03175830841064,1.0604354,50,9.599478999999999,8.441495,0.99022233,,0.11,8.674511,,49.511115999999994,1000,17.142773000000002
50,14.317360999999998,-3.5373205999999997,6.983064,15.807039999999999,9.386331875600302,1.1418986,15.807039999999999,7.2284174,0.104,0.99233466,8.665255,0.781,8.544214,,74.04436683654784,0.9987838,51,9.579676,8.437752,0.9897353000000001,,0.11,8.671955,,50.4765,1020,19.08284
51,14.38085,-3.1403596,7.0547085,15.807039999999999,9.35372528585293,1.1394553,15.807039999999999,7.301363,0.105,0.99233466,8.669796,0.781,8.516309,,75.46140146255495,1.0645208000000002,52,9.560258000000001,8.444604,0.99055743,,0.11,8.668961999999999,,51.508987,1040,17.629253
52,14.443829999999998,-2.7565873,7.1253943,15.807039999999999,9.397658268969648,1.1370347,15.807039999999999,7.3601589999999995,0.105,0.99233466,8.6592455,0.782,8.557179,,76.55957889556885,0.96712804,53,9.541209,8.436287,0.98951006,,0.11,8.666853,,52.444035,1060,17.728397
53,14.446941,-2.443331,7.195506599999999,15.807039999999999,9.340615915210174,1.1347576000000001,15.807039999999999,7.434379600000001,0.105,0.99233466,8.666205999999999,0.783,8.502889,,78.14158654212952,1.080323,54,9.522517,8.44542,0.99063194,,0.11,8.663816,,53.494125,1080,14.6226425
54,14.502237,-2.0903943,7.263714,15.807039999999999,9.424577487448584,1.1324267,15.807039999999999,7.4821954,0.105,0.99233466,8.643957,0.783,8.582053,,80.25858139991759,0.8852059999999999,55,9.5041685,8.425244000000001,0.9881549999999999,,0.11,8.662331,,54.348526,1100,17.497797
55,14.458162,-1.8453532,7.3321533,15.807039999999999,9.30956705353598,1.1303337,15.807039999999999,7.5610924,0.105,0.99233466,8.656564,0.784,8.477798,,81.74659752845764,1.1182339,56,9.48615,8.439893,0.9899836999999999,,0.11,8.659035000000001,,55.439087,1120,12.046064
56,14.535293,-1.490516,7.400361500000001,15.807039999999999,9.350447667820056,1.1283411,15.807039999999999,7.631619500000001,0.105,0.99233466,8.661486,0.784,8.512718,,83.96337389945985,1.0660163,57,9.468451,8.446812,0.99082005,,0.11,8.656467999999998,,56.47674,1140,18.864698
57,14.501812,-1.2564423,7.467808,15.807039999999999,9.331807280244266,1.1264918,15.807039999999999,7.704338000000001,0.105,0.99233466,8.668871000000001,0.785,8.49622,,85.83971810340881,1.0858593,58,9.451058,8.456136,0.9919744,,0.11,8.653706,,57.534515,1160,12.602849
58,14.415343,-1.0851171,7.534724000000001,15.807039999999999,9.338585623356092,1.1247249,15.807039999999999,7.7743435,0.106,0.99233466,8.673974000000001,0.786,8.50233,,87.77660393714905,1.0712311,59,9.433964,8.463128,0.9928396,,0.11,8.651139,,58.577534,1180,9.408316000000001
59,14.438765,-0.8127319000000001,7.6011353,15.807039999999999,9.369758016227888,1.1230228,15.807039999999999,7.837725999999999,0.106,0.99233466,8.673005,0.787,8.530399000000001,,90.13248491287231,1.0263046999999998,60,9.417157000000001,8.464001,0.9929269000000001,,0.11,8.649127,,59.575615,1200,15.828022
60,14.520729999999999,-0.49004626,7.666294000000001,15.807039999999999,9.41608422348051,1.1212485,15.807039999999999,7.887946,0.106,0.99233466,8.658398,0.787,8.572821000000001,,91.62835836410522,0.9239214,61,9.400627,8.45117,0.991333,,0.11,8.647876,,60.471313,1220,19.445875
61,14.612070000000001,-0.16387053,7.731372,15.807039999999999,9.400580987390732,1.1195005,15.807039999999999,7.9432573,0.106,0.99233466,8.650286,0.788,8.559462,,93.60599184036256,0.96746016,62,9.384367,8.444802000000001,0.9905206,,0.11,8.64645,,61.412277,1240,20.192719
62,14.606862,0.05952381,7.796124000000001,15.807039999999999,9.37016324985685,1.1177787000000001,15.807039999999999,8.005144,0.106,0.99233466,8.649500999999999,0.788,8.528588000000001,,95.16826009750366,1.0221486,63,9.368366,8.445724499999999,0.99062055,,0.11,8.64458,,62.409096,1260,14.293535
63,14.619829999999999,0.29396057,7.8600645,15.807039999999999,9.324019959064897,1.1162021,15.807039999999999,8.075737,0.106,0.99233466,8.657421000000001,0.789,8.491683,,96.9103057384491,1.0912493,64,9.352618,8.455302,0.9918096,,0.11,8.642191,,63.475815000000004,1280,15.446330999999999
64,14.58808,0.4761775,7.9237337,15.807039999999999,9.363545273730788,1.1146553999999997,15.807039999999999,8.137757,0.107,0.99233466,8.657614,0.79,8.524379,,98.86922264099121,1.0306282,65,9.337114,8.457119,0.99202186,,0.11,8.640378,,64.48142,1300,12.564397999999999
65,14.668044,0.7637847,7.9868692999999995,15.807039999999999,9.381452973229043,1.1131363,15.807039999999999,8.196564,0.107,0.99233466,8.655166,0.79,8.539878,,101.43395519256592,1.0081719,66,9.321847,8.456256,0.99189216,,0.11,8.638855,,65.46488000000001,1320,19.873827
66,14.744159,1.0417981,8.049464,15.807039999999999,9.352248353940253,1.1116703000000001,15.807039999999999,8.260943,0.107,0.99233466,8.658514,0.791,8.516721,,104.2028579711914,1.0553486,67,9.306808,8.461151,0.99248016,,0.11,8.6370325,,66.49616999999999,1340,19.776018
67,14.7649,1.2582868,8.11158,15.807039999999999,9.353139303816958,1.1102843,15.807039999999999,8.324112,0.107,0.99233466,8.661013,0.791,8.515486,,106.68121027946472,1.0494371999999998,68,9.291994,8.465161,0.9929662,,0.11,8.635245,,67.5217,1360,16.162176000000002
68,14.753857,1.4371542,8.173232,15.807039999999999,9.377829789002636,1.1089003000000002,15.807039999999999,8.381494,0.107,0.99233466,8.65845,0.792,8.540861,,108.94885540008544,1.0061538,69,9.277395,8.464075999999999,0.9928100000000001,,0.11,8.633878,,68.50389,1380,14.010132
69,14.734685,1.6026367,8.234067,15.807039999999999,9.304412273115934,1.1076341,15.807039999999999,8.450839,0.107,0.99233466,8.666877000000001,0.792,8.469582,,111.47254824638368,1.1039357,70,9.263005999999999,8.473938,0.99406826,,0.11,8.63153,,69.58478000000001,1400,13.419186999999999
70,14.738529000000002,1.7851249,8.294789,15.807039999999999,9.354879797486786,1.1064094,15.807039999999999,8.511981,0.108,0.99233466,8.668553999999999,0.793,8.519363,,113.68735122680664,1.0438306,71,9.248821000000001,8.477028,0.9944379000000001,,0.11,8.62995,,70.60509,1420,15.013619
71,14.839807,2.060045,8.355078,15.807039999999999,9.375384988944807,1.1052155000000001,15.807039999999999,8.569864,0.108,0.99233466,8.667617,0.794,8.535149,,116.23581457138063,1.0201862,72,9.234836,8.477473,0.9944706,,0.11,8.628633500000001,,71.60188000000001,1440,22.036242
72,14.839176,2.2283437000000004,8.414782,15.807039999999999,9.395676247231547,1.1039957,15.807039999999999,8.621833,0.108,0.99233466,8.6613865,0.794,8.556045,,118.94138097763063,0.9722772,73,9.221042,8.472591,0.99384713,,0.11,8.627639,,72.55084000000001,1460,14.799487
73,14.834934,2.389295,8.474197,15.807039999999999,9.378578077879585,1.1027982,15.807039999999999,8.677308,0.108,0.99233466,8.658945,0.795,8.538971,,121.00643610954285,1.0048057,74,9.207436999999999,8.471474,0.99369216,,0.11,8.626439999999999,,73.53322,1480,14.531505
74,14.865192,2.5807335,8.533211,15.807039999999999,9.372799940153849,1.1016335,15.807039999999999,8.733969,0.108,0.99233466,8.657962,0.795,8.531674,,122.66764616966248,1.0175103,75,9.194014,8.471786999999999,0.99371725,,0.11,8.625177,,74.52879,1500,17.110628
75,14.872195000000001,2.7447786,8.591515,15.807039999999999,9.30698211482,1.1005541,15.807039999999999,8.7997875,0.108,0.99233466,8.665004,0.796,8.470359,,124.8517336845398,1.0960282,76,9.180767999999999,8.480093,0.9947829,,0.11,8.62314,,75.6035,1520,15.403865
76,14.866926999999999,2.8917089,8.649702,15.807039999999999,9.375605386203736,1.0994883,15.807039999999999,8.854759,0.108,0.99233466,8.663113000000001,0.796,8.535389,,128.0070140361786,1.0093157,77,9.167696000000001,8.479445,0.99468863,,0.11,8.622001,,76.59103,1540,14.471915
77,14.949566,3.1229827,8.707511,15.807039999999999,9.36910366226434,1.0984254999999998,15.807039999999999,8.911453999999999,0.108,0.99233466,8.663166,0.797,8.530132,,130.45909786224362,1.0270627,78,9.154793,8.480718,0.99482805,,0.11,8.620823,,77.59659,1560,21.318179999999998
78,14.915320000000001,3.2337467999999996,8.764914,15.807039999999999,9.351555431510828,1.0974057,15.807039999999999,8.969483,0.109,0.99233466,8.664593,0.797,8.515385,,133.3306744098663,1.0413369000000001,79,9.142054,8.483338999999999,0.99514866,,0.11,8.619489,,78.616745,1580,12.24934
79,14.940384,3.400065,8.821946,15.807039999999999,9.377381941919044,1.0963993,15.807039999999999,9.02347,0.109,0.99233466,8.662786,0.798,8.535414,,136.59050059318542,1.0089663,80,9.129475,8.482704,0.9950571,,0.11,8.618437,,79.60457,1600,16.925352
80,14.972104999999999,3.5698366000000004,8.878613,15.807039999999999,9.373049949837988,1.0954211,15.807039999999999,9.077996,0.109,0.99233466,8.661777,0.798,8.531757,,138.9489812850952,1.0161605,81,9.117052000000001,8.482844,0.9950620000000001,,0.11,8.617367,,80.60002,1620,17.514914
81,14.968402,3.7008602999999995,8.934864,15.807039999999999,9.38757984727317,1.0944458000000001,15.807039999999999,9.12923,0.109,0.99233466,8.658159,0.799,8.547325,,141.9215996265411,0.98890215,82,9.104782,8.480354,0.9947369,,0.11,8.616513000000001,,81.56843,1640,14.673468
82,14.980069,3.8444504999999998,8.990457000000001,15.807039999999999,9.291041930651662,1.1036347,15.807039999999999,9.193342,0.109,0.99233466,8.665339999999999,0.799,8.458205,,144.39909410476685,1.1036347,83,9.092661,8.488634,0.99581134,,0.11,8.614605000000001,,82.65234,1660,15.9421625
83,14.993339,3.9857563999999996,9.045902,15.807039999999999,9.320784134763679,1.1027076999999998,15.807039999999999,9.253731,0.109,0.99233466,8.669897,0.8,8.486983,,146.8770887851715,1.0760034,84,9.080685,8.494274,0.9965279,,0.11,8.613087,,83.70834,1680,16.099083
84,15.03046,4.1470139999999995,9.100883,15.807039999999999,9.41061801853404,1.1017785,15.807039999999999,9.299926,0.109,0.99233466,8.6626005,0.8,8.569218,,149.639662027359,0.9495081,85,9.0688505,8.488039,0.9957357,,0.11,8.612571,,84.637535,1700,18.152332
85,15.030435999999998,4.2692822999999995,9.155669999999999,15.807039999999999,9.320697407531876,1.1008837,15.807039999999999,9.359452000000001,0.11,0.99233466,8.666903,0.801,8.485132,,152.06354665756226,1.0738937,86,9.057153999999999,8.493385,0.99641925,,0.11,8.611088,,85.69205500000001,1720,15.032645
86,15.018965,4.3769064,9.210086,15.807039999999999,9.31250622312357,1.100063,15.807039999999999,9.419347,0.11,0.99233466,8.671676,0.801,8.481012,,154.99558377265933,1.0802138000000001,87,9.045592999999998,8.499184,0.9971608000000001,,0.11,8.609592999999998,,86.75299,1740,14.036072
87,15.04766,4.5215855000000005,9.264282000000001,15.807039999999999,9.334939828204122,1.099246,15.807039999999999,9.476595,0.11,0.99233466,8.674623,0.802,8.499671000000001,,157.0456545352936,1.0604253000000001,88,9.034164,8.5031395,0.9976574,,0.11,8.608344,,87.79385,1760,17.547060000000002
88,15.069739000000002,4.65685,9.318197,15.807039999999999,9.346066328745994,1.09848,15.807039999999999,9.532106,0.11,0.99233466,8.676403,0.803,8.509323,,158.67441725730896,1.0476372,89,9.022865,8.505912,0.99800056,,0.11,8.607231,,88.82205,1780,17.015297
89,15.103995000000001,4.801699,9.371818,15.807039999999999,9.354025687442887,1.0977333,15.807039999999999,9.586383,0.11,0.99233466,8.677424,0.803,8.516584,,161.72463560104367,1.0391654000000001,90,9.011692,8.507909,0.9982424999999999,,0.11,8.606224000000001,,89.84183,1800,18.15483
90,15.097506,4.9031434,9.425075,15.807039999999999,9.390331559740305,1.0969683000000001,15.807039999999999,9.634576,0.11,0.99233466,8.673632000000001,0.804,8.549868,,164.61942577362058,0.98432183,91,9.000642,8.5050745,0.9978746999999999,,0.11,8.605605,,90.806595,1820,14.515297
91,15.121012,5.032796,9.478099,15.807039999999999,9.362073409805117,1.0962331,15.807039999999999,9.687139,0.111,0.99233466,8.673741,0.804,8.5237465,,167.05899953842163,1.0280347,92,8.989713,8.506126,0.9979963,,0.11,8.604714999999999,,91.81566,1840,17.262383
92,15.153217999999999,5.1689086,9.530828999999999,15.807039999999999,9.369742188468818,1.0954848999999998,15.807039999999999,9.738448,0.111,0.99233466,8.673069,0.805,8.530374,,170.15699815750122,1.0188484,93,8.978902,8.506382,0.998016,,0.11,8.603914999999999,,92.81549,1860,18.118351
