,LQGmu1,ReturnMin,IWNorm1,ReturnStepMax,IWMin,IWMax,DenMISELogFirst,ReturnMax,URet,IWMean,DenMISEMeanLog,LQGmu01,IWNorm2,LQGsigma,ReturnLastEpisode,ReturnAbsMax,TimestepsSoFar,TimeElapsed,IWLastEpisode,DenMISELogLast,SqrtESSClassic,IWFirstEpisode,ReturnMean,target_sum_log_mean,MISE,Iteration,Bound
256,0.272,,266.68604,0.99999905,,41.70151,11.30136,17.277744000000002,9.588144517060917,1.0376889,13.173944,0.028,96.69569399999999,0.11,8.730335,17.277744000000002,5140,1747.2739655971527,38.487495,15.466439999999999,2.757993,,14.063235999999998,-363.51016,9.062008,257,9.691625
257,0.263,,283.9633,0.99999905,,36.21318,11.297477,17.277744000000002,9.627762511140855,1.1006329,13.172798,0.027,95.42090999999999,0.11,8.765842,17.277744000000002,5160,1763.5684452056885,36.21318,12.903783,2.975902,,14.042704,-350.5364,9.620792999999999,258,10.204307
258,0.235,,120.11353999999999,0.99999905,,42.76937,11.293609,17.277744000000002,9.616562876276944,0.46375886,13.15996,0.024,62.293987,0.11,8.756807,17.277744000000002,5180,1780.2741968631744,19.583054999999998,9.808095,1.9281723000000002,,14.022294,-312.55823,4.0622416,259,4.962824299999999
259,0.24,,189.3931,0.99999905,,47.914406,11.289755,17.277744000000002,9.620664585579133,0.728435,13.157595,0.024,80.05617,0.11,8.758892,17.277744000000002,5200,1798.8977897167206,30.755454999999998,13.105667,2.3657527000000003,,14.00205,-318.10065,6.3791194,260,7.113126299999999
260,0.247,,287.09946,0.99999905,,53.12536,11.285916,17.277744000000002,9.636802423963314,1.0999979,13.151054,0.025,101.46197,0.11,8.774086,17.277744000000002,5220,1813.6610507965088,53.12536,11.76315,2.8296262999999997,,13.98202,-325.3139,9.633223,261,10.246901
261,0.168,,281.30847,0.99999905,,73.91407,11.282092,17.277744000000002,9.611387559551426,1.0736965,13.162532999999998,0.017,117.25463,0.11,8.748527000000001,17.277744000000002,5240,1830.932291507721,1.6911831999999999e-12,16.124948999999997,2.3991246,,13.962045999999999,-222.29922000000002,9.566102,262,10.289899
262,0.129,,213.16391000000002,0.99999905,,59.326919999999994,11.278282,17.277744000000002,9.755834981203543,0.81050915,13.155148,0.013,102.02051,0.11,8.880923,17.277744000000002,5260,1842.412994146347,1.6726997e-05,11.232012,2.0894222,,13.942725,-173.72628999999998,7.2727823,263,8.103863
263,0.118,,243.25824,0.99999905,,105.12628000000001,11.2744875,17.277744000000002,9.865676044969556,0.92143273,13.145774,0.012,133.77208000000002,0.11,8.982987,17.277744000000002,5280,1857.306736946106,69.03886999999999,10.934837,1.8184529999999999,,13.923938,-161.91539,8.279508,264,9.234428
264,0.134,,202.20516999999998,0.99999905,,52.271805,11.270707000000002,17.277744000000002,9.85124073856502,0.7630384,13.13928,0.013,82.94532,0.11,8.96952,17.277744000000002,5300,1867.9436872005465,36.61022,11.607453999999999,2.4378127999999997,,13.905242000000001,-177.93806,6.840525599999999,265,7.5528355
265,0.123,,231.31427000000002,0.99999905,,56.389545,11.26694,17.277744000000002,9.813578518920519,0.8696025,13.1153755,0.012,99.95148499999999,0.11,8.935608,17.277744000000002,5320,1885.919751882553,0.5827452,7.0603433,2.3142655,,13.8865595,-165.18848,7.8087425,266,8.559078999999999
266,0.128,,227.91849,0.99999905,,36.561443,11.263188000000001,17.277744000000002,9.866082509186633,0.85362726,13.114101999999999,0.013,82.611305,0.11,8.981024,17.277744000000002,5340,1897.8937566280365,29.060309999999998,12.9672985,2.7589262000000003,,13.868185999999998,-170.1082,7.6603164999999995,267,8.289721
267,0.123,,260.73663,0.99999905,,42.485188,11.25945,17.277744000000002,9.86733884018238,0.9728979,13.102258,0.012,95.47515,0.11,8.982782,17.277744000000002,5360,1915.6131541728973,40.921383,10.128614,2.730937,,13.849957,-164.02979,8.736608,268,9.372461999999999
268,0.176,,287.62222,0.99999905,,180.11935,11.255725,17.277744000000002,9.852821550375488,1.0692276,13.098595,0.018,187.1405,0.11,8.97185,17.277744000000002,5380,1933.673213481903,3.2042807999999998e-06,12.200229,1.536932,,13.831823000000002,-225.98592000000002,9.506439,269,10.636273
269,0.171,,338.91832999999997,0.99999905,,86.536354,11.252013999999999,17.277744000000002,9.766905747480369,1.2552531,13.0966015,0.017,135.55112,0.11,8.892458,17.277744000000002,5400,1948.9910094738007,71.899445,12.663149,2.500299,,13.813529,-218.93675,11.169942,270,11.86445
270,0.175,,292.03033,0.99999905,,80.26572,11.248318,17.277744000000002,9.76559041814933,1.0776027,13.088213,0.018,120.39873999999999,0.11,8.892267,17.277744000000002,5420,1963.269869327545,54.21378299999999,10.674729,2.4255264,,13.795370000000002,-222.88352999999998,9.585158999999999,271,10.301078
271,0.153,,285.7152,0.99999905,,37.151123,11.244635,17.277744000000002,9.753825274090461,1.0504236,13.089966,0.015,89.63705999999999,0.11,8.8819895,17.277744000000002,5440,1978.4182703495026,1.0838966,13.571473999999998,3.1874673,,13.777306,-194.95012,9.370142999999999,272,9.914927
272,0.16,,325.91700000000003,0.99999905,,34.458897,11.240965,17.277744000000002,9.83808239336009,1.1938351,13.089494,0.016,95.243256,0.11,8.957228,17.277744000000002,5460,1996.2695531845093,0.6717204999999999,12.959208,3.421943,,13.759649,-202.40341,10.638347,273,11.145800999999999
273,0.173,,347.0843,0.99999905,,56.209038,11.237308500000001,17.277744000000002,9.768955773182547,1.266731,13.083525,0.017,117.13208999999999,0.11,8.895199,17.277744000000002,5480,2011.1598362922668,39.956482,11.315309,2.963187,,13.741897,-217.42052999999999,11.266919,274,11.852936999999999
274,0.044,,265.56958,0.99999905,,82.44641,11.233665,17.277744000000002,9.738613606405464,0.96570754,13.067885,0.004,115.93982,0.11,8.865702,17.277744000000002,5500,2027.123754262924,,8.59655,2.2905812,2.4365189999999997e-25,13.724166,-106.355995,8.810701,275,9.568796
275,0.054,,293.96497,0.99999905,,29.778862,11.230036,17.277744000000002,9.976048619046304,1.0650903999999999,13.044338,0.005,82.90880600000001,0.11,9.081576,17.277744000000002,5520,2044.7985031604767,14.637645000000001,6.6776800000000005,3.5456423999999997,1.4438399999999998e-29,13.707344,-109.421295,9.697414,276,10.187164
276,0.075,,253.99289,0.99999905,,20.809843,11.226419,17.277744000000002,9.983889718163429,0.9169417999999999,13.06066,0.008,61.483288,0.11,9.089547999999999,17.277744000000002,5540,2057.72136926651,0.07038788,17.541746,4.1310883,2.0873849999999999e-38,13.690673,-119.31127,8.30286,277,8.723205
277,0.082,,302.31482,0.99999905,,23.417696,11.2228155,17.277744000000002,9.957306198894226,1.0874633999999999,13.0624275,0.008,75.81989,0.11,9.065356,17.277744000000002,5560,2075.334406614304,0.22362758,13.656944000000001,3.9872758000000004,,13.674035,-123.51945,9.838384,278,10.273889
278,0.084,,282.3552,0.99999905,,28.326766999999997,11.219225,17.277744000000002,9.950737025762468,1.0120258,13.069595,0.008,73.73437,0.11,9.060723,17.277744000000002,5580,2090.8711960315704,4.3602667,15.007801999999998,3.8293567000000004,,13.657499,-124.39126599999999,9.154259,279,9.607723
279,0.08,,288.20032000000003,0.99999905,,16.645636,11.215647,17.277744000000002,9.936788101212494,1.0292869,13.066271,0.008,64.99824,0.11,9.046469,17.277744000000002,5600,2107.057951927185,15.202318,12.158766,4.433971400000001,,13.641032000000001,-120.79581499999999,9.315375999999999,280,9.707006
280,0.121,,266.41116,0.99999905,,45.43244,11.212082,17.277744000000002,9.944051686110658,0.94808245,13.072315,0.012,93.34291,0.11,9.053916000000001,17.277744000000002,5620,2124.2905588150024,1.2389368e-09,14.759416,2.8541124,,13.624707999999998,-154.866,8.513678,281,9.12209
281,0.109,,72.03935,0.99999905,,25.169182,11.208528999999999,17.277744000000002,9.859279050237083,0.25545868,13.077508,0.011,32.923477,0.11,8.976303999999999,17.277744000000002,5640,2138.645898103714,2.9281792999999996,14.637731,2.1880846000000003,,13.608225,-142.84714,2.2957313,282,3.089338
282,0.113,,180.48596,0.99999905,,55.600716000000006,11.204989,17.277744000000002,9.871191642005293,0.63775957,13.03985,0.011,75.87695,0.11,8.986913000000001,17.277744000000002,5660,2158.4570088386536,55.600716000000006,3.1697943,2.3786664,,13.591894,-145.67422,5.730207,283,6.460229
283,0.194,,122.12377,0.99999905,,79.082306,11.201463,17.277744000000002,9.891855522151486,0.43001327,13.034136,0.02,82.82061999999999,0.11,9.006483,17.277744000000002,5680,2171.4674599170685,6.4906183e-22,11.810198,1.4745576,,13.575748999999998,-238.90462999999997,3.8151984,284,4.9928254999999995
284,0.191,,230.34175,0.99999905,,79.75069,11.1979475,17.277744000000002,9.738731042481913,0.8082166999999999,13.016571,0.019,118.17178,0.11,8.867678,17.277744000000002,5700,2187.5638871192928,78.321915,8.632546000000001,1.9492111,,13.559229,-233.43743999999998,7.1709433,285,8.061805999999999
285,0.184,,366.82294,0.99999905,,71.208664,11.194445,17.277744000000002,9.72494952582274,1.2825977,13.016906,0.019,139.17262,0.11,8.853823,17.277744000000002,5720,2202.9431722164154,65.90632,13.376210999999998,2.6357405,,13.542777,-223.54342999999997,11.381385,286,12.040205
286,0.171,,377.38034,0.99999905,,36.270523,11.190954,17.277744000000002,9.759097465287153,1.3149141000000002,12.997207000000001,0.017,102.670746,0.11,8.8865385,17.277744000000002,5740,2222.456754207611,36.270523,7.182805999999999,3.6756365,,13.526551999999999,-207.63371,11.69288,287,12.165308999999999
287,0.132,,252.65073999999998,0.99999905,,34.613205,11.187476,17.277744000000002,9.76910299827577,0.8772595,13.000289,0.013,76.27984000000001,0.11,8.893763,17.277744000000002,5760,2237.1751387119293,0.0007280283,13.627949,3.3121562000000004,,13.510468,-161.90775,7.8664255,288,8.390699
288,0.127,,285.55115,0.99999905,,26.473064,11.18401,17.277744000000002,9.838186293900245,0.98806626,13.003954,0.013,78.036804,0.11,8.957357,17.277744000000002,5780,2254.404798746109,18.681044,14.213779,3.6591856,,13.494713,-156.62457,8.865872999999999,289,9.340425999999999
289,-0.222,,59.51189399999999,0.99999905,,42.145140000000005,11.180555,17.277744000000002,9.827563416306743,0.20521343,12.993821,-0.023,43.635944,0.11,8.947811,17.277744000000002,5800,2273.0281999111176,,10.110026,1.3638273,5.0185786e-17,13.479033,-402.2404,3.4490676,290,4.7223067
290,-0.232,,90.30072,0.99999905,,56.457886,11.177114,17.277744000000002,17.877498018804495,0.31031176,12.896663,-0.024,59.972576000000004,0.11,16.145847,17.277744000000002,5820,2291.101692914963,1.2502291e-09,-14.475814999999999,1.5057002,1.6311081e-19,13.488197,-416.40314,5.220583,291,6.3738527000000005
291,-0.231,,193.9472,0.99999905,,118.44773,11.173683,17.277744000000002,18.5344235835198,0.66420275,12.869067999999999,-0.024,128.12633,0.11,16.769453,17.277744000000002,5840,2310.1095504760738,118.44773,5.5457015,1.5137186000000002,3.4890709999999996e-19,13.499433999999999,-412.9711,11.153457000000001,292,12.300616999999999
292,-0.262,,204.5935,0.99999905,,49.169014000000004,11.170264,17.277744000000002,18.83372648659633,0.69827133,12.856686,-0.027,73.76501999999999,0.11,17.06,17.277744000000002,5860,2330.074696302414,26.240384999999996,9.653601,2.7735844,4.8105427e-27,13.511586999999999,-454.29107999999997,11.805937,293,12.432014
293,-0.291,,250.60602000000003,0.99999905,,22.052158,11.166857,17.277744000000002,18.456629058316928,0.85240144,12.844017,-0.03,58.818256000000005,0.11,16.695960999999997,17.277744000000002,5880,2344.530534982681,2.0878394,9.461319999999999,4.2606839999999995,3.6626279999999994e-35,13.522418,-489.42834000000005,14.463948,294,14.871507000000001
294,-0.317,,295.80023,0.99999905,,15.601126,11.163461999999999,17.277744000000002,18.602727612851886,1.0027126,12.853698,-0.033,57.463330000000006,0.11,16.838886,17.277744000000002,5900,2363.688808679581,10.930726,15.864854000000001,5.147635,,13.533660000000001,-517.5855,17.027546,295,17.364882
295,0.041,,251.43616,0.99999905,,91.06276,11.160077000000001,17.277744000000002,18.675808263321446,0.8494465,12.8388605,0.004,117.73506,0.11,16.904875,17.277744000000002,5920,2383.896248817444,,8.476139,2.1356099,2.3014627999999995e-24,13.545048999999999,-103.16286,7.745209700000001,296,8.558316
296,0.048,,289.26453,0.99999905,,30.268387,11.156705,17.277744000000002,10.802128278248059,0.9739546,12.744721,0.005,81.03273,0.11,9.880678999999999,17.277744000000002,5940,2404.283176183701,2.5843183e-06,-14.904072,3.5697246,6.0114413e-27,13.532712,-104.18741,8.874671000000001,297,9.361117
297,0.049,,305.41492,0.99999905,,26.319382,11.153343,17.277744000000002,10.037231861977194,1.0248823,12.743208000000001,0.005,80.38235999999999,0.11,9.136609,17.277744000000002,5960,2421.630540847779,26.319382,12.35387,3.7995265,2.62209e-27,13.517959,-104.00548,9.339067,298,9.796092
298,0.065,,278.14056,0.99999905,,35.334385,11.149992999999998,17.277744000000002,9.975579254008776,0.9302360000000001,12.752407,0.007,77.404076,0.11,9.082596,17.277744000000002,5980,2438.415311098099,9.549399000000001,15.501693,3.5933580000000003,4.943916e-34,13.503125,-109.20496000000001,8.443652,299,8.926899
299,0.054,,341.3856,0.99999905,,25.631744,11.146654,17.277744000000002,9.961723331688278,1.137952,12.734533,0.005,82.26921999999999,0.11,9.069523,17.277744000000002,6000,2455.0662689208984,13.948616000000001,7.489876299999999,4.1496153,1.6122322e-29,13.488346,-104.75149,10.354534,300,10.773002
300,0.057,,333.81317,0.99999905,,26.417582,11.143327000000001,17.277744000000002,10.00733024091085,1.1090138999999999,12.727725999999999,0.006,79.88183599999999,0.11,9.112587,17.277744000000002,6020,2470.0538773536678,10.412481,10.581691000000001,4.178837000000001,1.7765691999999997e-30,13.473809,-105.12029,10.086813000000001,301,10.502353999999999
301,0.054,,339.37457,0.99999905,,21.468104999999998,11.14001,17.277744000000002,9.96862732355501,1.1237569,12.74398,0.005,76.83193,0.11,9.0757,17.277744000000002,6040,2489.314200639725,20.726164,17.559385,4.4171033,3.2973263e-29,13.459247,-103.71445,10.226272,302,10.619398
302,0.052,,323.69385,0.99999905,,19.702816000000002,11.136703500000001,17.277744000000002,9.964907794130935,1.0682966,12.749238,0.005,72.22986,0.11,9.0722065,17.277744000000002,6060,2506.323274850845,8.826766000000001,14.242935999999998,4.481441,1.7212354e-28,13.444768,-102.80683,9.724717,303,10.1122
303,0.051,,317.10986,0.99999905,,19.029503,11.133409,17.277744000000002,9.980227489725127,1.0431245999999998,12.747889500000001,0.005,70.170876,0.11,9.086988,17.277744000000002,6080,2523.139755725861,18.238363,12.296826,4.519109200000001,5.1267157e-28,13.430432000000001,-102.10252,9.497253,304,9.881506
304,0.054,,330.06888,0.99999905,,18.48585,11.130125,17.277744000000002,10.056098765444137,1.082193,12.748948,0.005,69.89068,0.11,9.155107000000001,17.277744000000002,6100,2540.5132372379308,4.5482297,13.051657,4.7226453,2.2783175e-29,13.416414999999999,-102.66311999999999,9.845907,305,10.213599
305,-0.01,,320.1206,0.99999905,,27.709557,11.126851,17.277744000000002,9.967442563179054,1.0461458000000001,12.758914,-0.001,73.10452,0.11,9.074632000000001,17.277744000000002,6120,2556.239948511124,1.2630046499999998e-23,15.739951999999999,4.378944000000001,6.6714287e-09,13.4022255,-110.32026,11.987121,306,12.383673
306,-0.016,,323.46576,0.99999905,,19.806791,11.123588999999999,17.277744000000002,12.804446574229818,1.0536344,12.75347,-0.002,69.11878,0.11,11.555792,17.277744000000002,6140,2571.9388871192928,19.667278,11.067359,4.679853400000001,1.611497e-07,13.396211,-113.64563999999999,12.604084,307,12.975138000000001
307,0.087,,255.14435,0.99999905,,34.116572999999995,11.120337,17.277744000000002,12.980958295039187,0.8283906999999999,12.756257000000002,0.009,70.893745,0.11,11.700385,17.277744000000002,6160,2594.687603712082,,13.581057999999999,3.5989682999999997,,13.390706,-118.34949499999999,7.490824000000001,308,7.973317599999999
308,0.083,,309.02155,0.99999905,,19.600769,11.117094999999999,17.277744000000002,9.952171290081447,1.0000697,12.717381,0.008,70.20567,0.11,9.065884,17.277744000000002,6180,2614.031953811645,19.487278,0.9386723,4.401660400000001,,13.376710000000001,-115.00015,9.049564,309,9.44407
309,0.017,,58.642864,0.99999905,,24.385967,11.113864,17.277744000000002,9.952486114460413,0.18917052,12.724561,0.002,31.057558,0.11,9.06142,17.277744000000002,6200,2633.764773130417,7.228272999999999e-16,14.966013,1.8881994,2.5247815e-16,13.362789999999999,-98.988174,1.7916453,310,2.7112932
310,0.012,,196.8049,0.99999905,,55.791030000000006,11.110643,17.277744000000002,10.23055250078514,0.6328132,12.684925,0.001,79.68454,0.11,9.301683,17.277744000000002,6220,2653.0459985733028,55.791030000000006,1.2120733999999997,2.4698002,8.244816999999999e-15,13.349731,-99.77056,5.9998407,311,6.702925
311,0.008,,276.16077,0.99999905,,32.540108000000004,11.107433,17.277744000000002,10.565620012474511,0.88513064,12.682542,0.001,79.70227,0.11,9.592746,17.277744000000002,6240,2670.3459432125087,32.08475,12.337249,3.4649045,1.2197449999999998e-13,13.33769,-100.551636,8.526063,312,9.0272255
312,0.002,,333.09796,0.99999905,,27.153528,11.104234,17.277744000000002,10.12864871689968,1.0642108000000001,12.68844,0.0,82.95736,0.11,9.217382,17.277744000000002,6260,2690.3560228347783,3.6395206,14.672760999999998,4.015291,9.069002e-12,13.324526,-102.63183000000001,10.671417,313,11.103883999999999
313,-0.016,,326.86697000000004,0.99999905,,19.726091,11.101044,17.277744000000002,10.315917355305805,1.0409776,12.693507,-0.002,68.73127,0.11,9.387549,17.277744000000002,6280,2705.372911453247,0.0009599087599999999,14.2469845,4.755724400000001,1.1289290600000001e-07,13.311987,-111.21673600000001,12.407656,314,12.772789999999999
314,-0.034,,312.22763,0.99999905,,12.760206,11.097864,17.277744000000002,12.425535147494367,0.99119884,12.690445,-0.003,53.14793,0.11,11.243435,17.277744000000002,6300,2723.227814435959,0.004332947,11.70985,5.8746905,0.00028654205,13.305420999999999,-124.48771,12.969429,315,13.265016000000001
315,-0.022,,313.42215,0.99999905,,15.822691,11.094695,17.277744000000002,13.447748078632376,0.99184227,12.689888999999999,-0.002,58.228024,0.11,12.1209955,17.277744000000002,6320,2740.5020315647125,11.75643,12.535735,5.382668499999999,2.532253e-06,13.301670999999999,-114.89204,12.177019,316,12.499624
316,0.092,,181.00403,0.99999905,,29.562794,11.091536,17.277744000000002,12.863820993126993,0.5709906,12.694333,0.009,57.044230000000006,0.11,11.602963,17.277744000000002,6340,2758.894125699997,,14.121652,3.173047,,13.296314,-120.29896000000001,5.161372,317,5.708631
317,0.088,,253.91075,0.99999905,,28.633353999999997,11.088386999999999,17.277744000000002,9.941406052192812,0.7984614999999999,12.670774,0.009,66.67867,0.11,9.053666999999999,17.277744000000002,6360,2777.393382549286,15.625016,5.6459823,3.8079755,,13.282972000000001,-116.79395,7.2223215,318,7.6783323
318,0.083,,322.22794,0.99999905,,17.236015,11.085246000000001,17.277744000000002,9.930710948910571,1.010119,12.677372,0.008,68.124054,0.11,9.041505,17.277744000000002,6380,2797.8152701854706,16.104712,14.99625,4.730017,,13.269675,-112.69412,9.140884,319,9.508003
319,0.057,,351.5346,0.99999905,,21.803019,11.082116000000001,17.277744000000002,9.917077901913537,1.0985457,12.683924000000001,0.006,75.554695,0.11,9.030363000000001,17.277744000000002,6400,2816.622745513916,5.540111e-05,14.784016000000001,4.652717,1.4104088999999999e-30,13.256426999999999,-99.36197,9.986469,320,10.359688
320,0.058,,346.64133,0.99999905,,22.002352,11.078997,17.277744000000002,10.16703303912218,1.0798795,12.673557,0.006,73.84753,0.11,9.254594,17.277744000000002,6420,2833.4617471694946,13.19155,9.283334,4.694014,5.797544e-31,13.243960999999999,-99.34662,9.82165,321,10.191585
321,0.049,,327.2166,0.99999905,,19.915731,11.075886,17.277744000000002,10.017409495761573,1.0162007,12.664569,0.005,69.76755,0.11,9.122733,17.277744000000002,6440,2852.462563514709,16.647064,9.723245,4.690098,3.0535356999999998e-27,13.231163,-96.245316,9.264887,322,9.635131
322,0.063,,301.43457,0.99999905,,25.93893,11.072785000000001,17.277744000000002,9.97396931045076,0.933234,12.668646,0.006,69.328896,0.11,9.080776,17.277744000000002,6460,2876.824006795883,2.611724,13.986251000000001,4.3478923,4.7699797999999994e-33,13.218313,-100.58363,8.4753,323,8.874683000000001
323,0.037,,181.59818,0.99999905,,69.079575,11.069694,17.277744000000002,9.991806392603197,0.5604882,12.671823,0.004,86.568375,0.11,9.097678,17.277744000000002,6480,2896.065249443054,0.0050326474,13.785224,2.0977428,5.390174000000001e-23,13.205595,-93.77703000000001,5.1136745999999995,324,5.941459
324,0.042,,245.59236,0.99999905,,44.031548,11.066612,17.277744000000002,9.987070903870302,0.7556688,12.669789,0.004,75.535484,0.11,9.093364999999999,17.277744000000002,6500,2915.8394725322723,10.380208999999999,12.481263,3.2513509,9.841915e-25,13.192942000000002,-93.97565999999999,6.8941360000000005,325,7.428215
325,0.05,,348.24976000000004,0.99999905,,16.261824,11.06354,17.277744000000002,10.035911767796676,1.0682508,12.667133,0.005,67.35624,0.11,9.139899,17.277744000000002,6520,2935.7069070339203,6.092772,12.071996,5.170267,8.847566e-28,13.180508999999999,-95.2149,9.733516,326,10.069374
326,0.056,,358.39777000000004,0.99999905,,16.293741,11.060477,17.277744000000002,10.017779208960864,1.0960176000000001,12.678164500000001,0.006,66.97452,0.11,9.121561,17.277744000000002,6540,2948.3375115394592,8.593358,16.225004000000002,5.3512554,5.4421995e-30,13.1680975,-96.45740500000001,9.974787,327,10.299286
327,0.053,,364.4615,0.99999905,,14.36725,11.057424000000001,17.277744000000002,10.10275155138562,1.111163,12.672846,0.005,66.054985,0.11,9.198335,17.277744000000002,6560,2963.476711988449,13.805154000000002,10.856897,5.517547,4.4882440000000004e-29,13.155994,-95.42367,10.121851,328,10.43657
328,0.157,,336.33505,0.99999905,,34.402718,11.054378999999999,17.277744000000002,10.0499165449273,1.0222950000000002,12.669478999999999,0.016,91.91949,0.11,9.152035,17.277744000000002,6580,2980.087093114853,,11.472213,3.659018,,13.143823999999999,-182.25188,9.112558,329,9.587133
329,0.169,,409.1482,0.99999905,,33.908229999999996,11.051345,17.277744000000002,9.808125207043275,1.239843,12.644875,0.017,104.2438,0.11,8.930955,17.277744000000002,6600,3000.306820631027,2.4009662,4.5632124,3.9249165,,13.131058,-195.7102,11.029716,330,11.47214
330,0.179,,424.28725999999995,0.99999905,,50.00742,11.048319000000001,17.277744000000002,9.745397609371562,1.2818346,12.652446000000001,0.018,123.98871000000001,0.11,8.872848,17.277744000000002,6620,3017.7022380828857,49.772236,14.956816,3.421983,,13.118194,-208.44966000000002,11.382484,331,11.889933000000001
331,0.133,,313.7797,0.99999905,,35.294945,11.045302000000001,17.277744000000002,9.738249112879142,0.94511956,12.667144,0.013,87.44881,0.11,8.866037,17.277744000000002,6640,3033.8537051677704,1.7938808e-07,17.313248,3.5881529999999997,,13.105385,-152.25287,8.470172,332,8.95412
332,0.087,,297.9123,0.99999905,,27.225693,11.042295,17.277744000000002,9.867713342761736,0.8946315,12.656062,0.009,70.88447,0.11,8.984732000000001,17.277744000000002,6660,3056.586088418961,0.0029189628999999996,9.063281,4.2027864,,13.093011,-111.04458000000001,8.091714999999999,333,8.504889
333,0.11,,250.05282999999997,0.99999905,,105.92993999999999,11.039296,17.277744000000002,9.923760394783267,0.74866116,12.660302,0.011,121.87562,0.11,9.034136,17.277744000000002,6680,3070.0990660190582,0.08129202,14.197875,2.0517051,,13.080857,-128.73094,6.7341690000000005,334,7.580528
334,0.127,,315.47864,0.99999905,,26.061049,11.036307,17.277744000000002,9.902817299174385,0.9417273000000002,12.660013000000001,0.013,80.97561999999999,0.11,9.016442999999999,17.277744000000002,6700,3090.35660982132,0.16168159,12.870549,3.8959707999999997,,13.068726,-144.49546999999998,8.450327,335,8.896038
335,0.118,,308.98325,0.99999905,,39.7796,11.033325999999999,17.277744000000002,9.855617187277305,0.919593,12.65489,0.012,89.655716,0.11,8.973367,17.277744000000002,6720,3109.727808237076,14.540904999999999,11.022967,3.4463307999999997,,13.056538,-135.06276,8.262162,336,8.766026
336,0.116,,302.78656,0.99999905,,39.133340000000004,11.0303545,17.277744000000002,9.869759554380302,0.8984764000000001,12.651512,0.012,87.876175,0.11,8.986568,17.277744000000002,6740,3130.2863352298737,28.802554999999998,11.629414,3.4456047999999995,,13.044459,-132.86629,8.074585,337,8.578553999999999
337,0.133,,310.18433,0.99999905,,30.487548999999998,11.027391,17.277744000000002,9.859238945129981,0.9177050999999999,12.665233,0.013,78.99418,0.11,8.97662,17.277744000000002,6760,3154.31617474556,16.075771,17.420967,3.9266732,,13.032425,-149.30194,8.225712,338,8.667938000000001
338,0.121,,348.18008,0.99999905,,25.87246,11.024436999999999,17.277744000000002,9.863983838117095,1.0270799000000002,12.66295,0.012,84.89969,0.11,8.98024,17.277744000000002,6780,3177.574423313141,23.756615,11.9980955,4.101076,,13.020472,-136.6655,9.223974,339,9.647394
339,0.126,,349.29236000000003,0.99999905,,20.906239000000003,11.021492,17.277744000000002,9.869202511137317,1.0273305,12.679491,0.013,78.15946,0.11,8.985414,17.277744000000002,6800,3201.203070163727,18.959707,18.289278,4.468971,,13.008604,-140.93018,9.221178,340,9.609741
340,0.116,,301.82245,0.99999905,,31.269104,11.018555000000001,17.277744000000002,9.838721188111556,0.88510984,12.681938,0.012,77.47445,0.11,8.958853,17.277744000000002,6820,3221.5938518047333,1.3525472,13.509934,3.8957677000000004,,12.996727,-131.6244,7.953247999999999,341,8.398983
341,0.119,,336.4922,0.99999905,,23.923298000000003,11.015627,17.277744000000002,9.87163647187997,0.9838953000000001,12.687871000000001,0.012,78.27411,0.11,8.986487,17.277744000000002,6840,3237.840995788574,22.6537,14.8494835,4.2988954,,12.985002,-133.73785,8.837917,342,9.241854
342,0.092,,273.40432999999996,0.99999905,,46.924114,11.012707,17.277744000000002,9.872044221438653,0.79709715,12.686321000000001,0.009,77.29366999999999,0.11,8.987308500000001,17.277744000000002,6860,3254.4029190540314,0.047634996,12.195995,3.537215,,12.973347,-110.604225,7.202835,343,7.693752000000001
343,0.09,,313.8778,0.99999905,,37.84465,11.009796000000001,17.277744000000002,9.922708933430256,0.9124355,12.678507000000002,0.009,79.64026,0.11,9.033669,17.277744000000002,6880,3277.683445930481,37.84465,10.223277000000001,3.9411952000000006,,12.961894000000001,-109.30171000000001,8.246893,344,8.6874895
344,0.06,,340.95763999999997,0.99999905,,21.076620000000002,11.006893,17.277744000000002,9.915441217769649,0.98828304,12.670424,0.006,68.43988,0.11,9.027181,17.277744000000002,6900,3293.579315662384,0.00080787996,10.001661,4.9818563,1.1992511999999999e-31,12.95049,-94.14868,8.987446,345,9.336006
345,0.051,,384.93292,0.99999905,,14.888969,11.003999,17.277744000000002,9.966378850082313,1.1125228,12.68102,0.005,68.956314,0.11,9.074157000000001,17.277744000000002,6920,3315.076879501343,12.324264,16.366589,5.5822725,5.4332857e-28,12.939285,-91.73899999999999,10.140448,346,10.451518
346,0.06,,339.2266,0.99999905,,20.0517,11.001113,17.277744000000002,10.020498041951178,0.97759825,12.665308,0.006,65.82321999999999,0.11,9.12222,17.277744000000002,6940,3332.9863364696503,9.152071000000001,7.1340823,5.1536007,9.840041e-32,12.928286,-93.58771,8.88983,347,9.226774
347,0.033,,138.88657,0.99999905,,52.970703,10.998235000000001,17.277744000000002,10.003193842736916,0.39909932,12.654816,0.003,69.9989,0.11,9.108139,17.277744000000002,6960,3353.1311841011047,1.0358402000000001e-05,9.052304,1.9841249,2.0067468e-21,12.91731,-90.46386,3.6444287,348,4.519614700000001
