,LQGmu1,ReturnMin,IWNorm1,ReturnStepMax,IWMin,IWMax,DenMISELogFirst,ReturnMax,URet,IWMean,DenMISEMeanLog,LQGmu01,IWNorm2,LQGsigma,ReturnLastEpisode,ReturnAbsMax,TimestepsSoFar,TimeElapsed,IWLastEpisode,DenMISELogLast,SqrtESSClassic,IWFirstEpisode,ReturnMean,target_sum_log_mean,MISE,Iteration,Bound
19,-0.069,,23.799412,0.9979804,,7.117156,12.932592999999999,15.807039999999999,15.87871416423331,1.1899706,14.137728,-0.007,10.848339,0.11,14.341536999999999,15.807039999999999,400,30.15981483459473,6.152898,14.618020999999999,2.1938299999999997,0.3997279,14.168225,7.842564599999999,17.50957,20,18.23372
20,-0.065,,23.877281,0.9979804,,6.4652195,12.903592,15.807039999999999,16.051398852597025,1.1370133999999998,14.2124,-0.007,10.566482,0.11,14.484553,15.807039999999999,420,31.411861658096317,6.4652195,15.615298000000001,2.2597191000000003,0.22299422,14.183289000000002,8.965205000000001,16.615934,21,17.318972
21,-0.07,,26.15001,0.9979804,,4.446553700000001,12.867635,15.807039999999999,16.813104869373134,1.1886368,14.220114,-0.007,9.33658,0.11,15.168284,15.807039999999999,440,32.97952032089233,3.4904695,14.330088,2.8008122,0.5027136,14.228060999999999,8.400367999999999,17.592185999999998,22,18.159403
22,-0.075,,27.087317,0.9979804,,3.6699097000000003,12.845777,15.807039999999999,16.961617192141755,1.1777095,14.222368,-0.008,8.311447,0.11,15.295739999999999,15.807039999999999,460,34.384441137313836,2.457799,14.142317000000002,3.2590373,0.9571514000000001,14.274481,7.599172,17.635384,23,18.122849
23,-0.096,,22.157503,0.9979804,,3.5869894,12.84399,15.807039999999999,16.939195593964342,0.9232292999999999,14.404682999999999,-0.01,7.1199975,0.11,15.302992000000001,15.807039999999999,480,36.01108837127685,0.3818066,18.45937,3.1120099999999997,2.2043715,14.317336,1.3922261999999999,14.322621,24,14.833117000000001
24,-0.088,,26.451283,0.9979804,,2.3128729999999997,12.89104,15.807039999999999,17.470717353129242,1.0580513,14.373473,-0.009,6.955543,0.11,15.775670999999999,15.807039999999999,500,37.588629245758064,2.1583712000000004,13.72195,3.802907,2.0838113000000003,14.375669,4.826119,16.2613,25,16.67905
25,-0.124,,17.070482000000002,0.9996579,,15.539903,12.93188,15.807039999999999,17.151927861889195,0.656557,14.541998999999999,-0.012,15.56112,0.11,15.472278,15.807039999999999,520,38.88555717468262,0.04012742,18.71446,1.0969957000000001,0.13158228,14.417847,-11.127753,10.288955999999999,26,11.737153999999999
26,-0.117,,17.600042000000002,0.9996579,,10.045444999999999,12.899188,15.807039999999999,17.419327728830776,0.65185344,14.570215,-0.012,10.782666,0.11,15.721463,15.807039999999999,540,40.58342409133911,3.4352699999999996,15.75813,1.6322533000000001,0.40778600000000004,14.466129,-6.1452975,10.217937,27,11.191235
27,-0.11,,19.61295,0.9996579,,5.8903,12.877810499999999,15.807039999999999,17.460921536307293,0.70046246,14.607778,-0.011,7.898821000000001,0.11,15.766629,15.807039999999999,560,42.13337373733521,1.3618753000000001,16.017597,2.4830224999999997,0.9209980999999999,14.512575,-2.0565835999999997,10.971237,28,11.611049000000001
28,-0.105,,24.11821,0.9996579,,3.5353410000000003,12.875082,15.807039999999999,17.403622405644725,0.8316624,14.374535,-0.011,7.3233085,0.11,15.722091,15.807039999999999,580,42.95500636100769,2.3657597999999997,8.161873,3.2933488,1.4226018999999999,14.554282999999998,0.50211537,13.008335,29,13.490722
29,-0.1,,29.93095,0.9996579,,2.663571,12.8890705,15.807039999999999,17.13272173994129,0.99769837,14.41095,-0.01,7.748634299999999,0.11,15.4565115,15.807039999999999,600,44.9580671787262,2.663571,15.648539000000001,3.8627388,1.8922919999999999,14.584356,3.0441667999999997,15.545274,30,15.956553
30,-0.094,,34.087418,0.9996579,,2.2400956,12.917448,15.807039999999999,17.210151572264277,1.0995941,14.141743,-0.009,7.8837285,0.11,15.520991,15.807039999999999,620,46.711028814315796,1.614343,6.0833544999999996,4.323768599999999,2.1266117,14.614571,5.064806,17.04965,31,17.417076
31,-0.082,,38.638695,0.9996579,,3.0671902,12.952049,16.081913,17.79070895174359,1.2074592,14.248095000000001,-0.008,9.054715,0.11,16.081913,16.081913,640,47.9698007106781,0.11251341,17.460673999999997,4.267246,1.5105555,14.660425,8.224575,18.423521,32,18.802288
32,-0.08,,40.366043,0.9996579,,3.1707277,12.9674015,16.081913,17.181710765372202,1.2232134,14.094737,-0.008,9.409130000000001,0.11,15.53481,16.081913,660,48.99060940742493,2.7229989,9.002659,4.290093,1.3140979,14.686922000000001,8.6101265,18.634245,33,19.010996
33,-0.115,,23.119213000000002,0.9996579,,5.8613176,12.976598,16.081913,16.436703508964975,0.6799769,14.176838,-0.012,9.255194,0.11,14.820063000000001,16.081913,680,50.48527693748474,0.011819873,16.686848,2.4979717999999997,0.49523753,14.690838000000001,-1.6207037,10.717596,34,11.364638000000001
34,-0.108,,27.483960999999997,0.9996579,,3.6958902,12.962069999999999,16.081913,17.42742007114359,0.7852560000000001,14.115191000000001,-0.011,7.8403735,0.11,15.733767000000002,16.081913,700,52.09824633598328,1.7349998,12.358596,3.5054402000000002,1.0298972,14.720637,1.4978836000000002,12.323634,35,12.784716
35,-0.1,,34.765404,0.9996579,,2.38055,12.962900999999999,16.081913,17.761017504874822,0.96570563,14.070846,-0.01,7.836169,0.11,16.030464000000002,16.081913,720,53.79428791999817,1.9255754,12.743321,4.436530599999999,1.7499671,14.757019,4.5826405999999995,15.0891075,36,15.453423
36,-0.092,,39.52919,0.9996579,,2.1056418,12.982967,16.081913,17.046290345550148,1.0683565000000002,13.950799,-0.009,8.020652,0.11,15.378062,16.081913,740,55.44743037223816,0.921114,9.672684,4.9284263,2.0012946,14.773806,6.677136,16.551662,37,16.879616
37,-0.084,,45.906914,0.9996579,,2.6298995,13.008975999999999,16.081913,17.267504309965947,1.2080767,13.9437685,-0.008,9.449795,0.11,15.569347,16.081913,760,57.43488192558289,0.7665913000000001,13.624770000000002,4.85798,1.5866548999999999,14.794742000000001,8.584862,18.492085999999997,38,18.824795
38,-0.089,,43.803523999999996,0.9996579,,2.1651807,13.023907000000001,16.081913,17.528960282545487,1.1231673,13.996084,-0.009,8.458366,0.11,15.839776,16.081913,780,59.17630958557129,1.5698966,15.792836999999999,5.178721400000001,1.8392289000000002,14.821535999999998,7.952619599999999,17.331076,39,17.643179
39,-0.073,,45.568962,0.9996579,,4.2340627,13.04467,16.081913,17.795941226135195,1.139224,14.06105,-0.007,11.365788,0.11,16.080786,16.081913,800,60.97950291633606,0.1248921,16.481844,4.0093093,0.6037329,14.853017999999999,10.199069,17.14957,40,17.552706
40,-0.076,,46.498490000000004,0.9996579,,3.5962512,13.034958,16.081913,16.110603688435713,1.1341094999999999,14.039492000000001,-0.008,10.45467,0.11,14.561511999999999,16.081913,820,63.11083745956421,1.3210893999999997,13.063888,4.4476285,0.85448027,14.845907,10.036408999999999,17.149849,41,17.513254
41,-0.029,,44.208412,0.9996579,,11.018568,13.031487,16.081913,16.508641572936774,1.0525811999999999,13.910575,-0.003,19.164679,0.11,14.898106,16.081913,840,64.51345252990723,0.00012511389,8.510034,2.306765,8.206143e-06,14.847151,4.762803599999999,13.468589999999999,42,14.169265
42,-0.017,,39.41237,0.9996579,,8.029139,13.007957000000001,16.081913,13.291303573256716,0.9165667,13.876743,-0.002,16.231695000000002,0.11,11.998205,16.081913,860,66.65883088111877,2.0027456000000003,12.482202000000001,2.4281118,2.9896759999999996e-08,14.780895000000001,0.17194915,11.345508,43,12.011166000000001
43,-0.026,,47.416540000000005,0.9996579,,8.312447,12.984967,16.081913,13.056464263786804,1.0776486,13.838830999999999,-0.003,16.732182,0.11,11.802,16.081913,880,68.22948431968689,5.190462999999999,12.344634,2.8338528,2.2571135000000002e-06,14.713192999999999,4.1401825,13.454398000000001,44,14.02475
44,-0.032,,55.022884,0.9996579,,9.900076,12.962495,16.081913,14.869227643988975,1.2227308000000001,13.802086,-0.003,20.271395000000002,0.11,13.413317999999999,16.081913,900,70.15898394584657,8.93648,12.16226,2.7143118,2.0341529999999997e-05,14.684307,6.0123706,15.567592000000001,45,16.163063
45,-0.036,,61.221977,0.9996579,,12.839122,12.940516,16.081913,15.362133323356536,1.3309126,13.9066,-0.004,23.154083,0.11,13.858573000000002,16.081913,920,71.93353939056395,10.681742999999999,18.466627,2.6441114,9.889049e-05,14.666357999999999,7.401604700000001,17.261585,46,17.872866000000002
46,-0.003,,23.455181,0.9996579,,18.868725,12.919012,16.081913,14.976449495271002,0.49904642,13.886066,-0.0,19.070107,0.11,13.545615,16.081913,940,73.39518761634827,0.016360795,12.710657000000001,1.229945,2.0050506e-11,14.642510000000001,-5.4718127,6.111893,47,7.4260116
47,0.009,,23.340466,0.9996579,,20.807223999999998,12.897959,16.081913,11.163273767379522,0.48625969999999996,13.825150500000001,0.001,20.943413,0.11,10.132151,16.081913,960,75.04515480995178,20.807223999999998,11.518272999999999,1.1144538,1.6387397e-14,14.548546,-12.061336500000001,5.0349517,48,6.4852524
48,0.007,,35.517109999999995,0.9996579,,19.464470000000002,12.877339,16.081913,10.620795797110377,0.724839,13.867704999999999,0.001,23.292032,0.11,9.648922,16.081913,980,76.71383357048035,12.315263999999999,16.488342000000003,1.5248609,4.983788e-14,14.448554000000001,-10.344052,7.379832,49,8.439793
49,0.004,,59.477573,0.9996579,,19.89537,12.857137,16.081913,10.313364937051427,1.1895514999999999,13.864772,0.0,31.090517,0.11,9.373785,16.081913,1000,78.47557473182678,15.745470000000001,14.078378,1.9130455000000002,3.8577179999999996e-13,14.347057999999999,-7.846412,11.941597,50,12.786475999999999
50,0.0,,67.040436,0.9996579,,16.977552,12.837335000000001,16.081913,10.38464075251995,1.3145183,13.913451,2.815e-05,30.725586,0.11,9.450365,16.081913,1020,80.43762254714966,16.767984,16.30578,2.181909,3.4290203e-12,14.251043,-5.331402,13.315776999999999,51,14.056547
51,-0.002,,62.15355699999999,0.9996579,,13.263884,12.817916,16.081913,10.525372577499787,1.1952608,13.943976000000001,-0.0,25.296879,0.11,9.574946,16.081913,1040,81.81401300430299,9.031918,15.328235000000001,2.4569654,1.0188038e-11,14.1611185,-3.9524934000000003,12.212904,52,12.870745
52,-0.024,,50.179120000000005,0.9996579,,6.336822,12.798867999999999,16.081913,12.350116010181743,0.94677585,13.981523499999998,-0.002,15.240765,0.11,11.182797,16.081913,1060,83.69215703010559,0.97335523,15.832934,3.2924279999999997,8.522144399999999e-07,14.104925,4.680809,11.881248,53,12.372161
53,-0.03,,57.8867,0.9996579,,6.8268094,12.780175999999999,16.081913,12.599557772702385,1.071976,13.962672,-0.003,17.903233,0.11,11.372724,16.081913,1080,85.09765625,0.82895637,13.046273,3.23331,1.5665022e-05,14.054328,6.2357044,13.807784,54,14.3076725
54,-0.034,,64.100975,0.9996579,,8.948974,12.761827,16.081913,15.078481517709838,1.1654723,14.012629,-0.003,20.34594,0.11,13.604001,16.081913,1100,87.7615122795105,6.1708913,16.680270999999998,3.1505537,6.835554e-05,14.046141,6.9690557,15.2234,55,15.736419
55,-0.04,,67.03227,0.9996579,,13.039245,12.74381,16.081913,13.55584137571172,1.1970048999999998,13.978698000000001,-0.004,23.878527,0.11,12.274264,16.081913,1120,89.65068030357361,0.34530315,12.001077,2.8072197,0.00048115442,14.014501000000001,7.4947715,15.844126000000001,56,16.41989
56,-0.041,,64.0725,0.9996579,,11.228895,12.726119,16.081913,14.526459931664155,1.124079,14.037993,-0.004,21.666535999999997,0.11,13.117249,16.081913,1140,91.29407048225404,4.0432120000000005,17.233839,2.9572103,0.0007055657,13.998759,7.733644,14.928495999999999,57,15.475057000000001
57,-0.032,,60.55345,0.9996579,,5.4547014,12.708739,16.081913,13.908997949310384,1.0440251,13.995320000000001,-0.003,16.187707999999997,0.11,12.533167,16.081913,1160,93.3673017024994,5.4547014,11.495579,3.7407057,3.0274789e-05,13.97349,7.102607300000001,13.466621,58,13.898704
58,-0.016,,56.145203,0.9996579,,7.730641,12.691646,16.081913,13.91257633176413,0.9516136000000001,13.900246,-0.002,17.102520000000002,0.11,12.588723,16.081913,1180,95.69431519508362,1.6381186,8.370343,3.2828614999999997,2.6535502999999997e-08,13.95002,3.5269165,11.422244000000001,59,11.914587
59,-0.033,,63.028824,0.9996579,,5.32846,12.674838000000001,16.081913,15.080755601910072,1.0504803999999999,13.90073,-0.003,16.214026999999998,0.11,13.610428,16.081913,1200,97.47279524803162,1.2780623,14.008638000000001,3.8873022000000006,4.7737158e-05,13.944358,7.400464,13.59709,60,14.012877
60,-0.034,,64.47136,0.9996579,,5.269185,12.65831,16.081913,15.341242891686145,1.0569075,13.967820999999999,-0.003,16.243252,0.11,13.828802,16.081913,1220,99.3267743587494,4.583264,17.96936,3.9691164,7.152130999999999e-05,13.942464999999999,7.7055545,13.78444,61,14.191657000000001
61,-0.043,,69.7879,0.9996579,,10.340608,12.642050999999999,16.081913,14.01564215601424,1.1256113,14.043357,-0.004,21.082651000000002,0.11,12.648715,16.081913,1240,101.08909583091736,7.936694999999999,18.619766000000002,3.3102052000000004,0.0015970004999999998,13.9215975,8.324214999999999,15.040617000000001,62,15.5288925
62,-0.037,,70.17881,0.9996579,,5.8670893,12.626076,16.081913,14.784967155729936,1.1139493999999999,14.016212,-0.004,17.452497,0.11,13.326421,16.081913,1260,103.32300329208374,5.3338547,12.253088,4.021133,0.00021627927999999999,13.91215,8.24215,14.624185,63,15.0261345
63,-0.043,,66.99195999999999,0.9996579,,8.589687,12.610332000000001,16.081913,14.663843189922964,1.0467494000000002,14.023458499999998,-0.004,18.698175,0.11,13.245573,16.081913,1280,105.50746393203735,0.93069196,14.394642000000001,3.5828073,0.0017657495000000002,13.901735,8.503717,14.005078,64,14.456203
64,-0.049,,60.97525400000001,0.9996579,,8.672824,12.594854,16.081913,13.8797280342206,0.93808085,13.975145000000001,-0.005,17.468258,0.11,12.515849000000001,16.081913,1300,107.6205906867981,4.348473,10.868722,3.4906316,0.0084036235,13.880413,8.332699,12.785082000000001,65,13.248119
65,-0.002,,72.83934,0.9996579,,13.193814999999999,12.579717,16.081913,14.607117752469389,1.1036264,14.028338,-0.0,26.690369,0.11,13.199817000000001,16.081913,1320,109.3394410610199,8.3652054e-07,17.574184,2.7290497000000005,1.4494601000000001e-11,13.870102,-1.2568655,11.44613,66,12.038383999999999
66,0.003,,72.12692,0.9996579,,11.976431,12.564678,16.081913,10.617510067799088,1.0765213,14.044692000000001,0.0,26.38072,0.11,9.6791,16.081913,1340,110.69474267959595,9.601039,15.086594,2.734077,8.7146355e-13,13.807549,-3.4038012,10.696178999999999,67,11.287345
67,-0.02,,64.355774,0.9996579,,6.868349,12.549864,16.081913,10.221890562486024,0.94640845,14.045473000000001,-0.002,17.312555,0.11,9.301936999999999,16.081913,1360,113.07532048225404,0.0026200423,14.084257999999998,3.7172892,1.8720060000000001e-07,13.741291,5.780599,11.68891,68,12.1237135
68,-0.035,,73.69345,0.9996579,,4.4818773,12.535264999999999,16.081913,13.177546502378435,1.0680209999999999,14.0266075,-0.003,15.943319,0.11,11.915053,16.081913,1380,116.24831175804138,1.4950786,12.820802,4.6222153,9.592988000000002e-05,13.714823999999998,8.186079,13.874817000000002,69,14.224495999999998
69,-0.045,,72.92511,0.9996579,,8.428047,12.520877,16.081913,13.939496377511325,1.0417873,14.021373,-0.004,19.222611999999998,0.11,12.575604,16.081913,1400,119.08979940414429,0.010928249,13.61076,3.7937148,0.00295964,13.698549,8.160730000000001,13.914231,70,14.340276999999999
70,-0.043,,75.55726999999999,0.9996579,,6.4374905,12.506735,16.081913,15.977601041525006,1.0641868,14.022122,-0.004,18.313456,0.11,14.451327,16.081913,1420,120.96272253990172,5.1491127,14.061257999999999,4.125778700000001,0.0016130271,13.709151,8.38573,14.2041,71,14.595854999999998
71,-0.099,,69.94749499999999,0.9996579,,4.011361,12.492771000000001,16.081913,15.10905624286427,0.971493,14.111619000000001,-0.01,14.600273999999999,0.11,13.653625,16.081913,1440,123.87579226493835,3.3396296999999995e-08,20.426479999999998,4.7908344000000005,2.840014,13.708379999999998,-12.112549000000001,15.207066000000001,72,15.544437
72,-0.072,,75.66667,0.9996579,,6.3640932999999995,12.517665,16.081913,17.520866367441016,1.0365298,14.051691,-0.007,17.592516,0.11,15.817929999999999,16.081913,1460,126.54936695098877,0.11890048,9.778431,4.301071599999999,0.9400772,13.737278,2.2041673999999998,15.579416,73,15.955205
73,-0.081,,81.292816,0.9996579,,4.2860116999999995,12.516853999999999,16.081913,17.069602282820643,1.0985515,14.026420000000002,-0.008,15.903457999999999,0.11,15.41073,16.081913,1480,128.7026035785675,3.5770485,12.166272,5.1116443,2.2009435,13.7598915,-1.4174988000000002,16.778894,74,17.095093
74,-0.604,,7.5e-09,0.9996579,,,12.532741,16.081913,16.954333624252232,,14.043485,-0.07,8.660254e-10,0.11,15.284695000000001,16.081913,1500,130.74862360954285,,15.22335,8.660254,,13.780223000000001,-482.76302999999996,,75,0.18663347
75,-0.51,,11.439352,0.9999273999999999,,11.439352,12.519495,16.6199,18.388736757552046,0.15051779,13.667564000000002,-0.056,11.439352,0.11,16.6199,16.6199,1520,132.82934236526492,11.439352,-13.533102,1.0,,13.817589000000002,-420.78802,2.5015905,76,4.171953
76,-0.546,,42.181557,0.99998504,,38.392403,12.506423,17.08447,18.863620380122192,0.5478124,13.623995,-0.061,38.578934000000004,0.11,17.08447,17.08447,1540,134.95417165756228,38.392403,11.166038499999999,1.0933832,,13.860014000000001,-437.99242999999996,9.336224000000001,77,10.906628
77,-0.734,,12.170183999999999,0.9999889999999999,,12.098726,12.49352,17.08447,18.854825101559214,0.156028,13.672329000000001,-0.094,12.098933,0.11,17.07522,17.08447,1560,137.55090761184692,0.07070489,17.935108,1.005889,,13.901235,-519.2738,2.665643,78,4.3726444
78,-0.283,,21.818626000000002,0.9999889999999999,,21.816101,12.480781,17.239817000000002,19.01885206351306,0.27618515,13.590618,-0.029,21.816101,0.11,17.239817000000002,17.239817000000002,1580,140.41489505767822,6.403465e-13,8.065614,1.0001158,1.552904e-33,13.943496,-199.16429,4.5901847,79,6.3226510000000005
79,-0.535,,58.30580500000001,0.9999889999999999,,33.605391999999995,12.468202,17.239817000000002,18.647191701448488,0.7288226,13.578285000000001,-0.06,39.59943,0.11,16.87544,17.239817000000002,1600,143.77439999580386,3.0549636e-08,13.353878,1.4723899999999999,,13.980145000000002,-414.98676,12.424685499999999,80,13.601457
80,-0.525,,74.723145,0.9999889999999999,,28.906599,12.455779,17.239817000000002,18.867765254341354,0.92250794,13.573559,-0.058,41.869053,0.11,17.089382,17.239817000000002,1620,145.2426700592041,28.906599,13.559251000000001,1.7846868000000002,,14.018531,-403.78085,15.730529,81,16.701382000000002
81,-0.512,,84.20421,0.9999889999999999,,32.430096,12.443508999999999,17.239817000000002,19.019069015373525,1.0268806000000001,13.550761999999999,-0.056,42.872603999999995,0.11,17.237469,17.239817000000002,1640,147.61197209358215,13.048772999999999,11.886464,1.9640563000000002,,14.057787,-390.32874,17.52885,82,18.41104
82,-0.502,,98.235985,0.9999889999999999,,30.430294,12.431388,17.239817000000002,18.65002915835223,1.1835661,13.543695999999999,-0.055,45.360347999999995,0.11,16.876177,17.239817000000002,1660,149.75198531150818,24.440472,13.045056,2.1656797,,14.091742499999999,-379.1041,20.131067,83,20.931124
83,-0.491,,106.98726,0.9999889999999999,,28.70778,12.419412,17.239817000000002,18.88039200673857,1.2736578,13.541989000000001,-0.054,45.459885,0.11,17.102133,17.239817000000002,1680,152.36754584312442,18.405405,13.336417,2.3534431000000002,,14.127581,-367.17447000000004,21.666432999999998,84,22.40266
84,-0.468,,103.99996,0.9999889999999999,,30.123822999999998,12.407577499999999,17.239817000000002,18.94746646676377,1.223529,13.576607000000001,-0.051,45.109444,0.11,17.167315,17.239817000000002,1700,154.99301648139954,3.0592499,16.329863,2.3055031,,14.163341500000001,-347.82468,20.783232,85,21.534767000000002
85,-0.46,,130.6146,0.9999889999999999,,43.101440000000004,12.395881,17.239817000000002,18.80552421251773,1.5187743999999999,13.55435,-0.05,57.378967,0.11,17.02975,17.239817000000002,1720,157.88526821136475,43.101440000000004,11.5527315,2.2763497999999998,,14.196672,-337.88144,25.805584,86,26.566744
86,-0.454,,143.56387,0.9999889999999999,,34.727707,12.384319999999999,17.239817000000002,18.84730031620903,1.6501595000000002,13.525482,-0.049,58.405205,0.11,17.071185999999997,17.239817000000002,1740,160.69237303733826,34.727707,10.69815,2.4580665,,14.2297125,-329.2634,28.058896999999998,87,28.763786
87,-0.448,,154.24771,0.9999889999999999,,33.218059999999994,12.372891000000001,17.239817000000002,18.87663712096829,1.7528148999999997,13.538688,-0.048,58.887203,0.11,17.098639000000002,17.239817000000002,1760,163.30844116210938,33.218059999999994,14.217796,2.6193757,,14.262314000000002,-321.49188,29.831408000000003,88,30.492887
88,-0.441,,151.95009,0.9999889999999999,,28.667536,12.361592,17.239817000000002,18.85238280532123,1.7073043999999997,13.55316,-0.047,54.348133,0.11,17.074854000000002,17.239817000000002,1780,165.83269977569583,17.227929999999997,14.256032000000001,2.7958658,,14.293915,-312.61368,29.0587,89,29.678425
89,-0.43,,152.69156,0.9999889999999999,,26.333267,12.350419,17.239817000000002,18.854006878823775,1.6965728999999998,13.580232,-0.046,52.298317,0.11,17.076454000000002,17.239817000000002,1800,167.5206482410431,16.494989999999998,15.437026999999999,2.9196267000000002,,14.324832,-301.27634,28.87613,90,29.469584
