,Iteration,LQGmu01,TimestepsSoFar,Bound,ReturnLastEpisode,TimeElapsed,DenMISELogLast,LQGsigma,IWMax,IWFirstEpisode,SqrtESSClassic,LQGmu1,ReturnMax,IWNorm2,MISE,IWMin,DenMISELogFirst,ReturnMean,IWMean,URet,ReturnMin,IWNorm1,DenMISEMeanLog,ReturnStepMax,IWLastEpisode,target_sum_log_mean,ReturnAbsMax
267,268,1.0,5360,8.5928,8.556154,443.21322321891785,13.181713,0.11,1.0037493,,16.309504,1.0,15.807039999999999,16.370594,8.495393,,7.920514,8.554795,0.99625474,9.40030417229546,,266.99627999999996,15.753732000000001,0.99233466,1.0037473,11.5491705,15.807039999999999
268,269,1.0,5380,8.59269,8.5148735,448.92404794692993,15.346748999999999,0.11,1.0037358,,16.340132,1.0,15.807039999999999,16.401107999999997,8.495465,,7.91679,8.554647000000001,0.9962687,9.349677200151591,,267.99627999999996,15.752207,0.99233466,1.0037339,11.563302,15.807039999999999
269,270,1.0,5400,8.592645,8.532107,454.908554315567,18.136578,0.11,1.0037215,,16.370708,1.0,15.807039999999999,16.431562,8.495602,,7.913079300000001,8.554563499999999,0.99628264,9.371834122913016,,268.9963,15.761023999999999,0.99233466,1.0037186,11.587662,15.807039999999999
270,271,1.0,5420,8.592584,8.527901,460.4408645629883,14.841837,0.11,1.0037081,,16.401224,1.0,15.807039999999999,16.461962,8.495721000000001,,7.909382300000001,8.554464999999999,0.99629647,9.36442436722576,,269.99634,15.757617999999999,0.99233466,1.0037013000000001,11.599683,15.807039999999999
271,272,1.0,5440,8.592493,8.519418,465.7767870426178,17.828556,0.11,1.0036937,,16.431684,1.0,15.807039999999999,16.492307999999998,8.49581,,7.9056993,8.554336,0.9963103000000001,9.354658586864156,,270.9964,15.765220000000001,0.99233466,1.0036899,11.622597,15.807039999999999
272,273,1.0,5460,8.592653,8.588376,471.50130081176763,13.371891,0.11,1.0036803,,16.46208,1.0,15.807039999999999,16.522598000000002,8.496149,,7.9020295,8.554461,0.9963235999999999,9.432599814713576,,271.99634,15.756435,0.99233466,1.0036756,11.629017,15.807039999999999
273,274,1.0,5480,8.592471000000002,8.494878,477.2611744403839,14.400807999999998,0.11,1.0036669,,16.492426000000002,1.0,15.807039999999999,16.552835,8.496144000000001,,7.898372999999999,8.554244,0.99633723,9.328600555493644,,272.9964,15.751475,0.99233466,1.0036602,11.639146,15.807039999999999
274,275,1.0,5500,8.5922575,8.485728,482.9844019412994,12.107041,0.11,1.0036535,,16.522709,1.0,15.807039999999999,16.583015,8.496107,,7.89473,8.553995,0.99635035,9.322432847776867,,273.99634,15.738210999999998,0.99233466,1.0036507,11.6408615,15.807039999999999
275,276,1.0,5520,8.5922365,8.539147,488.57650661468506,16.03528,0.11,1.0036399999999999,,16.552938,1.0,15.807039999999999,16.613139999999998,8.496262,,7.8911004,8.553941,0.99636334,9.381445199379472,,274.99627999999996,15.739276,0.99233466,1.0036361999999999,11.656796,15.807039999999999
276,277,1.0,5540,8.592214,8.537505,494.1164219379425,20.82591,0.11,1.0036277,,16.583118,1.0,15.807039999999999,16.64321,8.496413,,7.887484,8.553882000000002,0.9963766,9.377151110919042,,275.9963,15.757624,0.99233466,1.0036247999999999,11.689911,15.807039999999999
277,278,1.0,5560,8.59234,8.579889,500.04343914985657,14.124697,0.11,1.0036143,,16.613245000000003,1.0,15.807039999999999,16.673223,8.496714,,7.88388,8.553974,0.9963896999999999,9.426071347159986,,276.99634,15.751736,0.99233466,1.0036124,11.698682000000002,15.807039999999999
278,279,1.0,5580,8.592437,8.571518,507.2067766189575,17.003218,0.11,1.0036018,,16.643311999999998,1.0,15.807039999999999,16.703186,8.496983,,7.880289599999999,8.554037,0.9964026,9.412890402209324,,277.99634,15.756209,0.99233466,1.0035961,11.717708,15.807039999999999
279,280,1.0,5600,8.592483999999999,8.5583725,513.8962776660918,14.209235000000001,0.11,1.0035884,,16.673326,1.0,15.807039999999999,16.733097,8.497203,,7.8767119999999995,8.554052,0.99641573,9.402406036754181,,278.9964,15.750673,0.99233466,1.0035827,11.726619,15.807039999999999
280,281,1.0,5620,8.592545,8.561941000000001,519.7164764404297,17.043173,0.11,1.003575,,16.703293,1.0,15.807039999999999,16.762947,8.497434,,7.8731465,8.554081,0.9964284999999999,9.40317487361693,,279.9964,15.755258999999999,0.99233466,1.0035730999999999,11.745552,15.807039999999999
281,282,1.0,5640,8.592406,8.506494,524.5068185329437,18.5981,0.11,1.0035626,,16.733202,1.0,15.807039999999999,16.792747,8.497465,,7.869594,8.553913,0.99644125,9.344269164874367,,280.99643,15.765327,0.99233466,1.0035559,11.769865,15.807039999999999
282,283,1.0,5660,8.592267,8.505230000000001,529.9558420181273,6.7526073,0.11,1.0035502,,16.763054,1.0,15.807039999999999,16.822498,8.497494999999999,,7.8660545,8.5537405,0.99645394,9.34245908203972,,281.99646,15.733467000000001,0.99233466,1.0035449,11.752148,15.807039999999999
283,284,1.0,5680,8.592295,8.553558,535.9443256855011,16.074219,0.11,1.0035377,,16.792852,1.0,15.807039999999999,16.852194,8.497691,,7.862527,8.5537405,0.9964662000000001,9.394203289071369,,282.9964,15.734654999999998,0.99233466,1.0035329,11.767379,15.807039999999999
284,285,1.0,5700,8.592286,8.542257000000001,542.7634687423706,17.18078,0.11,1.0035253,,16.822603,1.0,15.807039999999999,16.881838000000002,8.497849,,7.859012,8.553699,0.9964788,9.381733214614368,,283.99646,15.739717,0.99233466,1.0035195,11.786386,15.807039999999999
285,286,1.0,5720,8.592198,8.52094,548.4778521060944,18.145746,0.11,1.0035129,,16.852297,1.0,15.807039999999999,16.91143,8.497929,,7.8555098,8.553585,0.99649113,9.359594862350443,,284.99646,15.7481165,0.99233466,1.0035100000000001,11.808633,15.807039999999999
286,287,1.0,5740,8.5922365,8.555844,554.3214535713197,10.307159,0.11,1.0035003,,16.881939000000003,1.0,15.807039999999999,16.940970999999998,8.498132,,7.8520193,8.553593,0.99650335,9.395083518203617,,285.99646,15.729147,0.99233466,1.0034946,11.803413,15.807039999999999
287,288,1.0,5760,8.592184,8.530415,560.3504145145416,16.911493,0.11,1.0034889,,16.91153,1.0,15.807039999999999,16.97046,8.498244,,7.848541,8.553513,0.9965155000000001,9.370383290937037,,286.99646,15.733239000000001,0.99233466,1.0034851,11.821162,15.807039999999999
288,289,1.0,5780,8.5921,8.520955,567.4173538684845,16.83257,0.11,1.0034764999999999,,16.941072,1.0,15.807039999999999,16.999899,8.498324,,7.8450747000000005,8.5534,0.99652773,9.358070754870383,,287.99652000000003,15.737031,0.99233466,1.0034735000000001,11.838515,15.807039999999999
289,290,1.0,5800,8.59188,8.482033,573.2711768150331,12.577407000000001,0.11,1.003464,,16.970562,1.0,15.807039999999999,17.029284,8.498267,,7.8416204,8.553154,0.9965396999999999,9.315699442029604,,288.99652000000003,15.726125,0.99233466,1.003463,11.841075,15.807039999999999
290,291,1.0,5820,8.591639,8.475072,579.7353894710542,8.623503999999999,0.11,1.0034524999999999,,17.000002,1.0,15.807039999999999,17.05862,8.498188,,7.838178,8.552885,0.9965518,9.310352202688527,,289.99658,15.701706,0.99233466,1.0034516,11.8300295,15.807039999999999
291,292,1.0,5840,8.59159,8.531027,585.0120301246642,10.599814,0.11,1.0034411,,17.02939,1.0,15.807039999999999,17.087904,8.498301,,7.8347473,8.552811,0.9965636,9.37281510939022,,290.99658,15.684222,0.99233466,1.0034372,11.825828999999999,15.807039999999999
292,293,1.0,5860,8.591648,8.562362,590.3589129447938,11.854355,0.11,1.0034295,,17.058725,1.0,15.807039999999999,17.11714,8.498519,,7.831328999999999,8.552843,0.99657536,9.40379883135979,,291.99658,15.671139000000002,0.99233466,1.0034257,11.825937,15.807039999999999
293,294,1.0,5880,8.591363000000001,8.461489,595.5014340877532,13.298225,0.11,1.0034171,,17.088013,1.0,15.807039999999999,17.146326000000002,8.498393,,7.827921400000001,8.552532000000001,0.9965871999999999,9.293081898076013,,292.99664,15.663056,0.99233466,1.0034133,11.830956,15.807039999999999
294,295,1.0,5900,8.591319,8.532519,602.6290204524994,18.61745,0.11,1.0034056999999998,,17.11724,1.0,15.807039999999999,17.175465,8.498508000000001,,7.824526,8.552464500000001,0.9965985999999999,9.372147206092313,,293.99658,15.6730585,0.99233466,1.0033988999999999,11.853974000000001,15.807039999999999
295,296,1.0,5920,8.591087,8.476127,608.1226806640625,11.122005999999999,0.11,1.0033941,,17.14643,1.0,15.807039999999999,17.204552,8.498434,,7.8211417,8.552206,0.99661016,9.311345899052856,,294.9966,15.657672,0.99233466,1.0033903,11.851511,15.807039999999999
296,297,1.0,5940,8.591001499999999,8.519768,613.8459410667421,9.089542999999999,0.11,1.0033827,,17.175564,1.0,15.807039999999999,17.233591,8.498505999999999,,7.817769,8.552097999999999,0.99662167,9.355437490621338,,295.99664,15.635545,0.99233466,1.003377,11.842222999999999,15.807039999999999
297,298,1.0,5960,8.590959,8.531799000000001,619.1104643344878,15.669928,0.11,1.0033712,,17.204647,1.0,15.807039999999999,17.26258,8.498619,,7.814408,8.55203,0.99663293,9.371740004821682,,296.9966,15.635648999999999,0.99233466,1.0033693000000001,11.855080000000001,15.807039999999999
298,299,1.0,5980,8.590803999999999,8.499497999999999,625.0552978515625,18.205956,0.11,1.0033606,,17.233685,1.0,15.807039999999999,17.291520000000002,8.498619999999999,,7.8110576,8.551853999999999,0.9966440999999999,9.335150230512344,,297.99658,15.644236,0.99233466,1.0033530000000002,11.876331,15.807039999999999
299,300,1.0,6000,8.590755999999999,8.530737,629.9785115718843,10.858694,0.11,1.0033492,,17.26267,1.0,15.807039999999999,17.320415,8.498728,,7.807718799999999,8.551784,0.9966554,9.37020577098789,,298.9966,15.628271,0.99233466,1.0033463,11.87295,15.807039999999999
300,301,1.0,6020,8.59078,8.551628,636.1221106052399,12.545428999999999,0.11,1.0033377,,17.291613,1.0,15.807039999999999,17.349258,8.498905,,7.804391000000001,8.551784,0.9966666,9.394487449487977,,299.99664,15.618018,0.99233466,1.0033358,11.875195,15.807039999999999
301,302,1.0,6040,8.590729,8.529764,642.5100588798522,20.732616,0.11,1.0033261999999998,,17.320504999999997,1.0,15.807039999999999,17.378056,8.499007,,7.8010744999999995,8.551711,0.9966778000000001,9.370132944608699,,300.9967,15.634943,0.99233466,1.0033243,11.904535000000001,15.807039999999999
302,303,1.0,6060,8.590555,8.492871000000001,648.9979064464569,16.897903,0.11,1.0033157,,17.34935,1.0,15.807039999999999,17.406803,8.498986,,7.7977686,8.551517,0.9966888,9.330714529650633,,301.9967,15.6391,0.99233466,1.0033109,11.921025,15.807039999999999
303,304,1.0,6080,8.5905075,8.530396000000001,655.66042137146,15.235017000000001,0.11,1.0033052,,17.378149,1.0,15.807039999999999,17.4355,8.499089999999999,,7.794473599999999,8.551446,0.9966997,9.367382096437376,,302.9967,15.637761,0.99233466,1.0032985,11.931938,15.807039999999999
304,305,1.0,6100,8.590593,8.5710335,661.9908699989319,15.520627,0.11,1.0032936,,17.406897,1.0,15.807039999999999,17.464154999999998,8.499327000000001,,7.791189699999999,8.551511,0.9967106,9.415183480225503,,303.99672999999996,15.637364999999999,0.99233466,1.0032889,11.943715,15.807039999999999
305,306,1.0,6120,8.590519,8.522615,668.4759545326232,18.73701,0.11,1.0032831,,17.4356,1.0,15.807039999999999,17.49276,8.499403,,7.787916,8.551416,0.99672145,9.361689864568278,,304.99677,15.647483,0.99233466,1.0032765,11.965925,15.807039999999999
306,307,1.0,6140,8.590577,8.562901,675.8198111057281,14.746839000000001,0.11,1.0032727,,17.464247,1.0,15.807039999999999,17.521322,8.49961,,7.7846537,8.551454,0.99673194,9.406741151820855,,305.9967,15.644541,0.99233466,1.0032641,11.974995,15.807039999999999
307,308,1.0,6160,8.590581,8.546436,681.9957864284515,16.37854,0.11,1.0032622,,17.492857,1.0,15.807039999999999,17.549837,8.499763,,7.781401600000001,8.551437,0.99674284,9.389732539220066,,306.9968,15.646911,0.99233466,1.0032535,11.989303,15.807039999999999
308,309,1.0,6180,8.590427,8.49823,687.7072565555573,12.505303,0.11,1.0032516,,17.521418,1.0,15.807039999999999,17.578301999999997,8.499758,,7.778160000000001,8.551264999999999,0.9967533000000002,9.330441351179196,,307.99677,15.636735,0.99233466,1.0032468,11.990983,15.807039999999999
309,310,1.0,6200,8.59051,8.570615,693.965922832489,16.945970000000003,0.11,1.0032411,,17.54993,1.0,15.807039999999999,17.606726000000002,8.499988,,7.774928999999999,8.551327,0.99676394,9.414166683990329,,308.99683,15.640948999999999,0.99233466,1.0032344000000002,12.006978,15.807039999999999
310,311,1.0,6220,8.590503,8.543075,700.9212567806244,11.033717999999999,0.11,1.0032306,,17.578395999999998,1.0,15.807039999999999,17.6351,8.500127,,7.771708500000001,8.551300999999999,0.99677414,9.386057553219477,,309.99677,15.626123999999999,0.99233466,1.0032258,12.003859,15.807039999999999
311,312,1.0,6240,8.590485000000001,8.540122,707.5786843299866,15.910098999999999,0.11,1.00322,,17.606821,1.0,15.807039999999999,17.663429999999998,8.500255000000001,,7.768497999999999,8.551264999999999,0.9967847,9.380858086675444,,310.99683,15.627022,0.99233466,1.0032133,12.016389,15.807039999999999
312,313,1.0,6260,8.590330999999999,8.497261,715.3575060367584,17.936615,0.11,1.0032094999999999,,17.635191,1.0,15.807039999999999,17.691717,8.500246,,7.7652984,8.551092,0.9967950000000001,9.333681545284561,,311.99683,15.634391,0.99233466,1.0032037,12.035313,15.807039999999999
313,314,1.0,6280,8.590122000000001,8.479923,721.4765889644623,16.212970000000002,0.11,1.0031999,,17.663523,1.0,15.807039999999999,17.719955,8.500181,,7.7621082999999995,8.550866000000001,0.9968052,9.312308479526916,,312.99683,15.636220999999999,0.99233466,1.003198,12.048627999999999,15.807039999999999
314,315,1.0,6300,8.589925,8.48366,727.7067420482635,13.769437,0.11,1.0031894000000001,,17.691809,1.0,15.807039999999999,17.74815,8.500128,,7.758928999999999,8.5506525,0.9968155000000001,9.319104677089074,,313.9969,15.630289000000001,0.99233466,1.0031835999999998,12.054102,15.807039999999999
315,316,1.0,6320,8.589802,8.506501,734.2344949245453,14.732679000000001,0.11,1.0031788000000001,,17.720047,1.0,15.807039999999999,17.7763,8.500148,,7.755759200000001,8.550513,0.9968256,9.343305700275726,,314.9969,15.627439,0.99233466,1.0031703,12.062588,15.807039999999999
316,317,1.0,6340,8.589895,8.574628,741.2327950000763,14.894178,0.11,1.0031693000000002,,17.748243,1.0,15.807039999999999,17.804403,8.500384,,7.7525997,8.550589,0.9968355999999999,9.421283206878613,,315.9969,15.625114000000002,0.99233466,1.0031636,12.071531,15.807039999999999
317,318,1.0,6360,8.589867,8.536055000000001,747.3869659900665,14.141262,0.11,1.0031598,,17.776392,1.0,15.807039999999999,17.832464,8.500497,,7.74945,8.550543,0.99684554,9.374507983781976,,316.9969,15.620436999999999,0.99233466,1.0031530999999998,12.078049,15.807039999999999
318,319,1.0,6380,8.589897,8.555264,754.463604927063,17.369814,0.11,1.0031493,,17.804499,1.0,15.807039999999999,17.860481,8.500669,,7.74631,8.550558,0.99685556,9.396841870389725,,317.99692000000005,15.625913,0.99233466,1.0031482,12.094647,15.807039999999999
319,320,1.0,6400,8.589754,8.499499,761.7054543495178,17.639471,0.11,1.0031396000000001,,17.832561,1.0,15.807039999999999,17.888454,8.500666,,7.7431803,8.550398,0.9968655999999999,9.331303664402506,,318.99698,15.6321945,0.99233466,1.0031386999999998,12.111985,15.807039999999999
320,321,1.0,6420,8.589758,8.546444000000001,768.5723712444305,11.710054,0.11,1.0031291,,17.86058,1.0,15.807039999999999,17.916384,8.500810000000001,,7.740060300000001,8.550385,0.9968754000000001,9.388330833543867,,319.997,15.619964999999999,0.99233466,1.0031272,12.110743,15.807039999999999
321,322,1.0,6440,8.589802,8.560257,775.7801005840303,11.822386,0.11,1.0031196,,17.88855,1.0,15.807039999999999,17.944271,8.500993,,7.73695,8.550417,0.996885,9.401568683089444,,320.99698,15.608164000000002,0.99233466,1.0031185999999999,12.109857,15.807039999999999
322,323,1.0,6460,8.589733,8.523369,782.0526146888733,16.376009,0.11,1.0031099,,17.916470999999998,1.0,15.807039999999999,17.972115,8.501062,,7.733849,8.550333,0.99689436,9.360499461371688,,321.9969,15.610532000000001,0.99233466,1.0031023000000001,12.123075,15.807039999999999
323,324,1.0,6480,8.5896635,8.522783,788.8972954750061,16.933092000000002,0.11,1.0031004000000001,,17.944357,1.0,15.807039999999999,17.999914,8.50113,,7.730757700000001,8.550248,0.99690396,9.360833070211056,,322.9969,15.614603,0.99233466,1.0030928,12.137929,15.807039999999999
324,325,1.0,6500,8.589477,8.485188,795.8989148139954,14.0234375,0.11,1.0030909,,17.9722,1.0,15.807039999999999,18.027672,8.501080499999999,,7.727676400000001,8.550048,0.9969136000000001,9.318067430454526,,323.99692000000005,15.609696,0.99233466,1.003089,12.143741,15.807039999999999
325,326,1.0,6520,8.589501,8.552961999999999,802.6366641521454,15.528584,0.11,1.0030813,,18.0,1.0,15.807039999999999,18.055386,8.501242,,7.724603999999999,8.550056,0.99692315,9.39371187894552,,324.99695,15.609438,0.99233466,1.0030794,12.154132,15.807039999999999
326,327,1.0,6540,8.589475,8.537208999999999,809.2459583282471,19.174898000000002,0.11,1.0030716999999998,,18.02775,1.0,15.807039999999999,18.08306,8.501351,,7.721541,8.550016000000001,0.99693227,9.375863558678251,,325.99686,15.620332000000001,0.99233466,1.0030716999999998,12.1756115,15.807039999999999
327,328,1.0,6560,8.589472,8.544523,815.295324087143,13.619179,0.11,1.0030630999999999,,18.055464,1.0,15.807039999999999,18.110689999999998,8.501484,,7.718487700000001,8.55,0.99694175,9.383085139968331,,326.9969,15.614223,0.99233466,1.0030545,12.180022,15.807039999999999
328,329,1.0,6580,8.589483,8.549553,822.8391149044037,13.813487,0.11,1.0030535,,18.083134,1.0,15.807039999999999,18.138277,8.50163,,7.7154436,8.549999,0.99695104,9.387645914703342,,327.9969,15.60874,0.99233466,1.003045,12.184997000000001,15.807039999999999
329,330,1.0,6600,8.589447999999999,8.53389,828.7874324321747,7.544929,0.11,1.003045,,18.110764,1.0,15.807039999999999,18.165820999999998,8.501728,,7.7124085000000004,8.549951,0.9969603000000001,9.373010747034003,,328.9969,15.584295000000001,0.99233466,1.0030426,12.170946,15.807039999999999
330,331,1.0,6620,8.589258000000001,8.483469,834.2999823093414,17.595701000000002,0.11,1.0030354,,18.138353,1.0,15.807039999999999,18.193325,8.501672,,7.709383,8.54975,0.99696964,9.317938032499981,,329.99695,15.590363,0.99233466,1.0030277,12.187344,15.807039999999999
331,332,1.0,6640,8.589132000000001,8.504057000000001,842.2086358070374,21.104578,0.11,1.0030258,,18.1659,1.0,15.807039999999999,18.220786999999998,8.501679,,7.7063665,8.549612,0.9969789000000001,9.341065696559186,,330.99698,15.606963,0.99233466,1.0030238999999999,12.214212,15.807039999999999
332,333,1.0,6660,8.589257,8.586761,849.1222379207611,10.489811999999999,0.11,1.0030172,,18.1934,1.0,15.807039999999999,18.248209,8.501936,,7.703359,8.549724000000001,0.9969878000000001,9.429508967158727,,331.99695,15.591585999999998,0.99233466,1.0030096,12.2090435,15.807039999999999
333,334,1.0,6680,8.589241000000001,8.540014999999999,856.8997285366057,19.524967,0.11,1.0030086,,18.220863,1.0,15.807039999999999,18.275589,8.502051,,7.700360300000001,8.549694,0.99699706,9.382010181731884,,332.99699999999996,15.603354000000001,0.99233466,1.0030066999999998,12.230955,15.807039999999999
334,335,1.0,6700,8.589294,8.564028,864.1192922592163,17.400576,0.11,1.0029991,,18.248287,1.0,15.807039999999999,18.302923,8.502236,,7.697371,8.549737,0.997006,9.405793241399307,,333.99699999999996,15.60871,0.99233466,1.0029972,12.246395,15.807039999999999
335,336,1.0,6720,8.589242,8.52817,871.7360851764679,13.5138,0.11,1.0029894,,18.275667000000002,1.0,15.807039999999999,18.330220999999998,8.502314,,7.694390299999999,8.549673,0.9970148999999999,9.367261616149614,,334.99699999999996,15.602467,0.99233466,1.0029818000000001,12.250177,15.807039999999999
336,337,1.0,6740,8.589194,8.530026,879.5332987308502,15.040395000000002,0.11,1.0029818000000001,,18.303005,1.0,15.807039999999999,18.35748,8.502397,,7.6914186,8.549615,0.9970239,9.36714913653673,,335.99703999999997,15.600789,0.99233466,1.0029799000000001,12.258465,15.807039999999999
337,338,1.0,6760,8.589041,8.494348,886.5589270591736,19.679506,0.11,1.0029721999999999,,18.330303,1.0,15.807039999999999,18.384697,8.502372,,7.688455599999999,8.549451,0.99703276,9.329350491057603,,336.99707,15.612848000000001,0.99233466,1.0029627,12.28043,15.807039999999999
338,339,1.0,6780,8.589095,8.564153,892.5870306491852,13.858166,0.11,1.0029636999999998,,18.35756,1.0,15.807039999999999,18.411875,8.502555000000001,,7.6855009999999995,8.549495,0.9970415000000001,9.407668283939048,,337.99707,15.607662,0.99233466,1.0029608,12.285093,15.807039999999999
339,340,1.0,6800,8.589058999999999,8.533574,898.6795599460602,21.219839999999998,0.11,1.0029550999999999,,18.384775,1.0,15.807039999999999,18.43901,8.502646,,7.6825557,8.549448,0.9970502,9.372799124063908,,338.99707,15.62416,0.99233466,1.0029454,12.311378999999999,15.807039999999999
340,341,1.0,6820,8.588907,8.494617,905.960215330124,15.838601,0.11,1.0029454,,18.41195,1.0,15.807039999999999,18.466108,8.502623,,7.679619000000001,8.549287,0.99705875,9.327589402323564,,339.99703999999997,15.624781,0.99233466,1.0029407,12.3217325,15.807039999999999
341,342,1.0,6840,8.58884,8.52237,914.620614528656,18.033955,0.11,1.0029378,,18.439087,1.0,15.807039999999999,18.493164,8.502682,,7.676690600000001,8.549209,0.99706745,9.3633816654492,,340.99707,15.631817999999999,0.99233466,1.002934,12.338442,15.807039999999999
342,343,1.0,6860,8.588804,8.533904,921.15172624588,15.271957,0.11,1.0029291999999999,,18.466182999999997,1.0,15.807039999999999,18.520182000000002,8.502773,,7.673771,8.549164,0.99707603,9.375440794348394,,341.99707,15.63076,0.99233466,1.0029225,12.347004,15.807039999999999
343,344,1.0,6880,8.588716499999999,8.516241,927.8488476276398,15.139398000000002,0.11,1.0029206,,18.493242000000002,1.0,15.807039999999999,18.547157000000002,8.502811,,7.67086,8.549068,0.9970844999999999,9.354191740954695,,342.99707,15.629323999999999,0.99233466,1.0029139999999999,12.355131,15.807039999999999
344,345,1.0,6900,8.588659,8.526143,935.7500476837158,13.143313000000001,0.11,1.0029119,,18.52026,1.0,15.807039999999999,18.574097000000002,8.502879,,7.667957,8.549002,0.997093,9.366324611189249,,343.9971,15.622107500000002,0.99233466,1.0029081,12.357422999999999,15.807039999999999
345,346,1.0,6920,8.588706,8.561909,943.32807970047,17.953297,0.11,1.0029033,,18.547237,1.0,15.807039999999999,18.600998,8.503051,,7.665062400000001,8.549039,0.99710155,9.402807136877838,,344.99712999999997,15.628836999999999,0.99233466,1.0028995,12.373605,15.807039999999999
346,347,1.0,6940,8.588609,8.51227,950.1778202056884,10.137055,0.11,1.0028957,,18.574175,1.0,15.807039999999999,18.627860000000002,8.5030775,,7.6621766000000004,8.548933,0.99710983,9.3486020580936,,345.9971,15.613001,0.99233466,1.0028871,12.367167,15.807039999999999
347,348,1.0,6960,8.588442,8.488066,957.04816198349,12.091776,0.11,1.0028871,,18.601074,1.0,15.807039999999999,18.654682,8.503035,,7.659299000000001,8.548758,0.9971181999999998,9.32528798354412,,346.99712999999997,15.602876,0.99233466,1.0028833000000001,12.3663845,15.807039999999999
348,349,1.0,6980,8.588422999999999,8.539193,965.4813644886017,18.002104,0.11,1.0028785,,18.627937,1.0,15.807039999999999,18.681467,8.503139,,7.6564293,8.54873,0.99712664,9.376231323146774,,347.9972,15.609741,0.99233466,1.0028766,12.382541,15.807039999999999
349,350,1.0,7000,8.588478,8.565902000000001,973.8067581653596,17.46765,0.11,1.0028709,,18.654757999999998,1.0,15.807039999999999,18.708212,8.503317,,7.653568300000001,8.5487795,0.99713475,9.40979228404182,,348.99716,15.615044000000001,0.99233466,1.002867,12.397078500000001,15.807039999999999
350,351,1.0,7020,8.58862,8.595414,982.0531556606293,15.258726000000001,0.11,1.0028632,,18.681542999999998,1.0,15.807039999999999,18.734919,8.503581,,7.650715400000001,8.548913,0.997143,9.442161726063963,,349.9972,15.614018,0.99233466,1.0028527,12.405239,15.807039999999999
351,352,1.0,7040,8.588579,8.53181,989.0847589969636,17.38193,0.11,1.0028536,,18.708289999999998,1.0,15.807039999999999,18.761585,8.503661,,7.647869999999999,8.548864,0.99715114,9.373483388248552,,350.9972,15.619034,0.99233466,1.002846,12.419385,15.807039999999999
352,353,1.0,7060,8.588525,8.527252,997.4067265987396,15.753607999999998,0.11,1.002846,,18.734997,1.0,15.807039999999999,18.788218,8.503728,,7.6450334,8.548802,0.9971591999999999,9.36750901470682,,351.9972,15.619404999999999,0.99233466,1.0028431,12.428838,15.807039999999999
353,354,1.0,7080,8.588502,8.538441,1004.4520268440248,17.162477,0.11,1.0028384,,18.761665,1.0,15.807039999999999,18.814812,8.503826,,7.6422043,8.548772999999999,0.9971671999999999,9.379565889683755,,352.9972,15.623755,0.99233466,1.0028346,12.442219,15.807039999999999
354,355,1.0,7100,8.588349000000001,8.49197,1011.9282701015472,17.662697,0.11,1.0028306999999999,,18.7883,1.0,15.807039999999999,18.841368,8.503793,,7.6393832999999995,8.548614,0.99717534,9.328101399595393,,353.99725,15.629492,0.99233466,1.0028268,12.456932,15.807039999999999
355,356,1.0,7120,8.588322999999999,8.536625,1018.4096174240112,15.152251999999999,0.11,1.002823,,18.814892,1.0,15.807039999999999,18.867887,8.503886,,7.6365705,8.548580000000001,0.9971833000000001,9.376184636395921,,354.99725,15.628143,0.99233466,1.0028154,12.464512,15.807039999999999
356,357,1.0,7140,8.588186,8.497761,1026.9209637641907,17.150425,0.11,1.0028144,,18.84145,1.0,15.807039999999999,18.894370000000002,8.503869,,7.6337657000000005,8.548437,0.99719137,9.334306304860768,,355.9973,15.632401999999999,0.99233466,1.0028077,12.477644,15.807039999999999
357,358,1.0,7160,8.588239,8.565316000000001,1034.9970526695254,15.092922,0.11,1.0028058000000002,,18.867967999999998,1.0,15.807039999999999,18.920815,8.50404,,7.6309686,8.548485000000001,0.9971992000000001,9.407160144430877,,356.9973,15.630887,0.99233466,1.0028011000000001,12.484958,15.807039999999999
358,359,1.0,7180,8.588247,8.5491905,1042.7787609100342,16.012401999999998,0.11,1.0027982,,18.894447,1.0,15.807039999999999,18.947224,8.504167,,7.628178999999999,8.548487,0.997207,9.388505690550208,,357.9973,15.631941000000001,0.99233466,1.0027887,12.494791000000001,15.807039999999999
359,360,1.0,7200,8.588042999999999,8.473113,1050.9450092315674,17.061378,0.11,1.0027906,,18.92089,1.0,15.807039999999999,18.973593,8.50408,,7.625397,8.548278,0.9972146999999999,9.30766431509895,,358.99728,15.635902,0.99233466,1.0027828,12.507484,15.807039999999999
360,361,1.0,7220,8.587903,8.495885000000001,1058.0921502113342,12.098267,0.11,1.0027828,,18.947294,1.0,15.807039999999999,18.999928,8.504056,,7.622623399999999,8.548132,0.99722224,9.327409945548595,,359.99722,15.626095999999999,0.99233466,1.0027752,12.506358,15.807039999999999
361,362,1.0,7240,8.587850999999999,8.527198,1065.2778325080874,20.128412,0.11,1.0027752,,18.973665,1.0,15.807039999999999,19.026226,8.504121000000001,,7.6198573000000005,8.548074,0.99723,9.36196296496051,,360.99725,15.638523000000001,0.99233466,1.0027675999999999,12.527422,15.807039999999999
362,363,1.0,7260,8.587746000000001,8.507586,1074.1417179107666,13.575306,0.11,1.0027675999999999,,18.999998,1.0,15.807039999999999,19.052488,8.504131,,7.617098299999999,8.547962,0.9972376000000001,9.345210112364157,,361.99725,15.632833999999999,0.99233466,1.002759,12.530316000000001,15.807039999999999
