,IWMean,LQGmu01,DenMISELogLast,ReturnAbsMax,ReturnLastEpisode,target_sum_log_mean,ReturnMax,LQGmu1,IWNorm1,IWMax,ReturnMean,IWNorm2,URet,DenMISELogFirst,ReturnStepMax,IWLastEpisode,SqrtESSClassic,MISE,IWMin,TimestepsSoFar,LQGsigma,DenMISEMeanLog,Bound,TimeElapsed,IWFirstEpisode,ReturnMin,Iteration
0,1.1938178999999998,-0.01,18.60218,15.058442000000001,15.058442000000001,18.779336999999998,15.058442000000001,-0.104,1.1938178999999998,1.1938178999999998,15.058442000000001,1.1938178999999998,16.687925283112616,18.60218,0.9625284,1.1938178999999998,1.0,17.977037,,20,0.11,18.60218,48.093920000000004,0.17721152305603027,1.1938178999999998,,1
1,0.9069190999999999,-0.012,21.197807,15.858192,15.858192,19.840778,15.858192,-0.118,1.8138381999999997,1.0194801,15.458317000000001,1.2924181000000001,17.55842083274458,18.694677,0.9963950999999999,1.0194801,1.4034454,14.064454999999999,,40,0.11,19.946243,36.6634,7.306473970413207,0.7943581999999999,,2
2,1.0288917,-0.011,21.69329,16.062065,16.062065,20.525856,16.062065,-0.114,3.0866752,1.1548721000000002,15.659566,1.7981793000000001,17.7831737732136,18.623667,0.99872524,0.8359266,1.7165558,16.08103,,60,0.11,20.507078,34.795326,7.729660987854004,1.0958767,,3
3,0.8136844,-0.01,18.466379999999997,16.314276,16.314276,19.714897,16.314276,-0.098,3.2547376,1.2312745,15.823244,1.7347598000000002,18.052496439236148,18.647354,0.9999798000000001,0.38436909999999996,1.8761892,12.839506,,80,0.11,20.001852,30.23037,8.117432832717897,0.85346305,,4
4,1.1117261999999999,-0.011,13.811044,16.314276,15.386351000000001,18.83213,16.314276,-0.106,5.558631,1.2159737,15.735866,2.4983304,17.0359335429336,18.617607,0.9999798000000001,1.1635369,2.2249383999999996,17.454172,,100,0.11,18.73174,32.119095,8.496616363525389,1.2159737,,5
5,1.1538298,-0.012,17.300829999999998,16.314276,15.806182999999999,18.556719,16.314276,-0.115,6.922979,1.9546065,15.747585,3.0752945,17.505903855766107,18.652971,0.9999798000000001,1.9546065,2.2511597,18.257097,,120,0.11,18.508492,32.751205,8.956993103027344,0.9752396000000001,,6
6,0.9544976999999999,-0.013,18.425639999999998,16.314276,15.816717,17.922943,16.314276,-0.128,6.6814837,2.7721276,15.757462,3.5033982000000004,17.519971159662415,18.649427,0.9999798000000001,0.9945864,1.9071436999999998,15.193414,,140,0.11,18.513270000000002,32.302009999999996,9.536654949188232,0.29157996,,7
7,0.30566722,-0.015,13.6283045,16.314276,15.8416815,15.150447,16.314276,-0.146,2.4453378,1.1169133999999998,15.767988,1.386312,17.548723296533286,18.556704999999997,0.9999798000000001,0.41019768,1.7639159,4.877269999999999,,160,0.11,17.892178,23.375063,9.930353403091429,0.007892174,,8
8,1.0696933000000002,-0.013,18.73957,16.314276,16.060894,17.335619,16.314276,-0.132,9.627239999999999,2.977879,15.800532999999998,4.326392,17.78345610547139,18.439909,0.9999798000000001,2.977879,2.2252352,17.074753,,180,0.11,17.914051,31.73772,10.335111141204834,0.17556028,,9
9,1.041191,-0.014,12.448514999999999,16.697182,16.697182,16.05569,16.697182,-0.142,10.41191,4.320739700000001,15.890198000000002,5.3733697,18.457350484890693,18.353868,0.9999798000000001,4.320739700000001,1.9376873,16.958694,,200,0.11,17.36974,34.19283,10.862102746963501,0.02842455,,10
10,0.8048958,-0.015,16.581545000000002,16.697182,15.982045999999999,15.086758999999999,16.697182,-0.15,8.853854,4.8650875,15.898548000000002,5.290141,17.69944435923191,18.261395999999998,0.9999798000000001,0.60941,1.6736518,13.191082000000002,,220,0.11,17.295386999999998,33.144073,11.538114070892336,0.0038798158000000003,,11
11,0.5417350000000001,-0.017,17.204872,16.697182,16.442373,12.561527,16.697182,-0.167,6.5008197,4.4012839999999995,15.943867000000001,4.649078,18.19229233220017,18.174738,0.9999798000000001,1.4290118,1.398303,8.978462,,240,0.11,17.267452,32.860527000000005,11.994938611984253,1.784515e-05,,12
12,0.9833908000000001,-0.018,9.484964999999999,16.697182,16.615149,11.170802,16.697182,-0.174,12.7840805,8.623429,15.995504,9.179984,18.37139903379016,18.094696,0.9999798000000001,8.623429,1.3926038,16.334843,,260,0.11,16.63185,40.314644,12.498068809509276,1.3739905e-06,,13
13,0.8457271000000001,-0.019,15.605441,16.697182,16.673769,8.458646,16.697182,-0.189,11.840179,5.565214599999999,16.043951,7.433267599999999,18.433879968215468,18.020588,0.9999798000000001,4.750353,1.5928632999999999,14.075871,,280,0.11,16.547092000000003,35.040859999999995,13.303321599960327,2.1589912e-09,,14
14,1.3220345,-0.02,16.034132,16.697182,16.574057,7.8917565000000005,16.697182,-0.194,19.830517,11.868959,16.079292000000002,12.887742,18.324221806764193,17.951595,0.9999798000000001,11.868959,1.5387115,21.949133,,300,0.11,16.497276,43.651943,14.139230728149414,1.6411265e-10,,15
15,1.0863357,-0.018,15.025223,16.697182,16.587254,11.657535000000001,16.697182,-0.178,17.38137,3.8538233999999996,16.11104,7.535791400000001,18.345152407245678,17.887056,0.9999798000000001,3.8459737,2.306509,18.046623,,320,0.11,16.411327,32.524937,15.498161792755127,3.7513908e-07,,16
16,1.2026801999999999,-0.019,16.855705,16.718082,16.718082,10.383626,16.718082,-0.187,20.445564,4.736118,16.146748000000002,8.644404,18.47764903303637,17.826431,0.9999798000000001,4.254272,2.365179,20.003525,,340,0.11,16.4386,34.140366,16.904687404632572,5.4862080000000004e-09,,17
17,1.0842776,-0.021,16.789974,16.718082,16.628086,7.333652000000001,16.718082,-0.205,19.516998,6.548926,16.173489,8.962763,18.38961330965039,17.769274,0.9999798000000001,3.733231,2.1775648999999997,18.027107,,360,0.11,16.46471,33.38195,18.180855989456177,8.440604e-13,,18
18,1.389693,-0.021,16.134676000000002,16.729576,16.729576,6.6575546,16.729576,-0.211,26.404166999999998,11.82122,16.202755,13.659026999999998,18.492989890704983,17.715206,0.9999798000000001,11.82122,1.9330928,23.169142,,380,0.11,16.44765,40.477753,19.670158624649048,3.5556979999999997e-14,,19
19,1.2363364,-0.023,15.293557,16.918156,16.918156,4.3472056,16.918156,-0.223,24.726727,11.480686,16.238525,13.306742999999999,18.69120348370493,17.663914000000002,0.9999798000000001,5.393533000000001,1.8582102999999999,20.692173,,400,0.11,16.400920000000003,38.90126,20.98347544670105,2.3926583e-17,,20
20,1.2192943,-0.024,14.792395999999998,16.918156,16.861498,2.4462361,16.918156,-0.234,25.605179999999997,9.320221,16.268192000000003,13.317369,18.630415595346527,17.615123999999998,0.9999825000000001,9.320221,1.9226906000000004,20.471598,,420,0.11,16.328638,38.070015000000005,22.121806621551514,3.5289454e-20,,21
21,1.1935021000000001,-0.023,13.066051,16.918156,16.746803,5.7088714000000005,16.918156,-0.222,26.257046000000003,5.545421599999999,16.289948000000003,10.103529,18.507012648341547,17.568604,0.9999825000000001,3.1430092,2.5987994999999997,19.997598999999997,,440,0.11,16.184060000000002,33.01758,23.278230667114254,6.9556824e-17,,22
22,1.2328687,-0.022,6.848358599999999,16.918156,16.765079999999998,7.410289,16.918156,-0.213,28.35598,3.6007469,16.310606,9.145873,18.52679075320257,17.52415,0.9999825000000001,3.3392209999999998,3.1004126,20.631420000000002,,460,0.11,15.783489999999999,31.544907000000002,24.29076862335205,8.8167295e-15,,23
23,1.4295608e-19,-0.073,16.585598,16.918156,16.852895999999998,-131.13019,16.918156,-0.624,2.4e-09,3.4309333999999998e-18,16.3332,4.898979599999999e-10,18.620229162549727,17.481592000000003,0.9999825000000001,1.2282296e-23,4.898979,2.4185530000000002e-18,,480,0.11,15.824473000000001,6.9068084,25.64670443534851,,,24
24,1.0032545,-0.073,12.035845,16.969664,16.969664,-125.49575,16.969664,-0.625,25.081364,25.081364,16.35866,25.081364,18.746152211002737,17.44077,0.9999825000000001,25.081364,1.0,17.024893,,500,0.11,15.63374,50.964220000000005,26.932688474655148,,,25
25,0.99996716,-0.07,14.35985,17.095669,17.095669,-113.80807,17.095669,-0.607,25.999146,14.57656,16.387005,18.518953,18.873491267454764,17.401548000000002,0.9999825000000001,14.57656,1.4039209,17.039751000000003,,520,0.11,15.573754000000001,41.39393,28.575811862945557,,,26
26,0.86098677,-0.064,18.200575,17.171581,17.171581,-94.23713000000001,17.171581,-0.563,23.246643,10.59989,16.416063,14.140373,18.95310365375708,17.363808,0.9999825000000001,10.59989,1.6439907999999999,14.728547,,540,0.11,15.664674,35.618668,30.4105076789856,,,27
