,ReturnMin,TimestepsSoFar,IWNorm1,TimeElapsed,ReturnMax,ReturnStepMax,URet,DenMISELogFirst,IWFirstEpisode,IWMax,IWMin,LQGmu01,ReturnLastEpisode,IWMean,LQGsigma,target_sum_log_mean,ReturnAbsMax,MISE,IWLastEpisode,SqrtESSClassic,Iteration,ReturnMean,Bound,DenMISELogLast,DenMISEMeanLog,LQGmu1,IWNorm2
276,,5540,275.9963,481.8818805217743,15.644507999999998,0.99262077,9.333399806967877,11.477999,,1.0036277,,0.995,8.497995,0.9963766,0.11,10.922285,15.644507999999998,8.49719,1.0036209999999999,16.583117,277,8.554286,10.383989999999999,18.924925,15.206423000000001,1.0,16.643210999999997
277,,5560,276.99634,488.09619140625,15.644507999999998,0.99262077,9.293844297913246,11.474396,,1.0036143,,0.995,8.460232000000001,0.9963896999999999,0.11,10.938666,15.644507999999998,8.497056,1.0036124,16.613243,278,8.553948,10.380434,15.472685999999998,15.207369,1.0,16.673225
278,,5580,277.99637,493.98676943778986,15.644507999999998,0.99262077,9.366261513148082,11.470804,,1.0036018,,0.995,8.530619999999999,0.99640274,0.11,10.955032000000001,15.644507999999998,8.497177,1.0035950999999999,16.643311999999998,279,8.5538645,10.377152,15.501241,15.208407999999999,1.0,16.703188
279,,5600,278.9964,500.9452106952667,15.644507999999998,0.99262077,9.442153378976837,11.467227000000001,,1.0035884,,0.995,8.593916,0.99641573,0.11,10.955388000000001,15.644507999999998,8.497524,1.0035846,16.673326,280,8.554008,10.374115,11.050703,15.193547,1.0,16.733097
280,,5620,279.9964,507.29664492607117,15.644507999999998,0.99262077,9.376290709209961,11.463662,,1.003576,,0.995,8.536673,0.9964284999999999,0.11,10.985323,15.644507999999998,8.4976635,1.0035730999999999,16.703293,281,8.553946,10.370888,19.363523,15.208374,1.0,16.762947
281,,5640,280.99643,513.1279561519623,15.644507999999998,0.99262077,9.378553341449754,11.46011,,1.0035626,,0.995,8.538280499999999,0.99644125,0.11,11.020228,15.644507999999998,8.497808000000001,1.0035597,16.733202,282,8.553889999999999,10.367683999999999,20.82525,15.228279999999998,1.0,16.792747
282,,5660,281.99646,518.7377877235414,15.644507999999998,0.99262077,9.394754644446461,11.45657,,1.0035502,,0.995,8.552472,0.99645394,0.11,11.045034,15.644507999999998,8.498004,1.0035444,16.763054,283,8.553885000000001,10.364550999999999,18.036951000000002,15.238192000000002,1.0,16.822498
283,,5680,282.99643,524.7210705280304,15.644507999999998,0.99262077,9.340032271473927,11.453042,,1.0035377,,0.995,8.504866999999999,0.9964663,0.11,11.080718,15.644507999999998,8.498026,1.0035329,16.792854000000002,284,8.553713,10.361259,21.17557,15.259085,1.0,16.852194
284,,5700,283.99646,529.9279177188873,15.644507999999998,0.99262077,9.419495149115706,11.449527999999999,,1.0035253,,0.995,8.579214,0.9964788,0.11,11.090483,15.644507999999998,8.498312,1.0035214,16.822601000000002,285,8.553802000000001,10.358252,13.860144,15.254163,1.0,16.88184
285,,5720,284.99646,536.2377901077269,15.644507999999998,0.99262077,9.404040918945894,11.446025,,1.0035129,,0.995,8.560396,0.99649113,0.11,11.12542,15.644507999999998,8.49853,1.003508,16.852297,286,8.553825,10.355192,21.079014,15.274517999999999,1.0,16.91143
286,,5740,285.9965,542.7581703662871,15.644507999999998,0.99262077,9.330428340501207,11.442534,,1.0035003,,0.995,8.496525,0.9965035,0.11,11.133208999999999,15.644507999999998,8.498524,1.0034956,16.881939000000003,287,8.553626,10.351925999999999,13.357492,15.267826000000001,1.0,16.940973
287,,5760,286.99652000000003,549.8163483142853,15.644507999999998,0.99262077,9.380115619452717,11.439055999999999,,1.0034889,,0.995,8.5394535,0.9965156999999999,0.11,11.149467999999999,15.644507999999998,8.498667999999999,1.0034889,16.91153,288,8.553576,10.348825999999999,15.812607999999999,15.269706,1.0,16.970465
288,,5780,287.99652000000003,555.5748436450958,15.644507999999998,0.99262077,9.398095135914168,11.43559,,1.0034764999999999,,0.995,8.556854,0.99652773,0.11,11.168874,15.644507999999998,8.498868,1.0034716000000001,16.941072,289,8.553588000000001,10.3458,16.754038,15.27483,1.0,16.999899
289,,5800,288.99652000000003,562.3435859680177,15.644507999999998,0.99262077,9.35157946240939,11.432136,,1.0034649,,0.995,8.511111,0.9965396999999999,0.11,11.182367,15.644507999999998,8.498911,1.0034573,16.97056,290,8.553442,10.342634,15.078481,15.274141,1.0,17.029285
290,,5820,289.99658,568.2891535758972,15.644507999999998,0.99262077,9.383856576413072,11.428692999999999,,1.0034524999999999,,0.995,8.542000999999999,0.9965518,0.11,11.214080000000001,15.644507999999998,8.49906,1.0034468,17.000002,291,8.553402,10.33959,20.407131,15.291769,1.0,17.05862
291,,5840,290.9966,573.9349129199983,15.644507999999998,0.99262077,9.399170087085851,11.425262,,1.0034411,,0.995,8.559567,0.99656373,0.11,11.237376,15.644507999999998,8.499267999999999,1.0034372,17.02939,292,8.553423,10.336621000000001,18.013247,15.301076,1.0,17.087906
292,,5860,291.9966,579.4348812103271,15.644507999999998,0.99262077,9.371956358508319,11.421844,,1.0034295,,0.995,8.536178,0.9965755,0.11,11.242189,15.644507999999998,8.499393,1.0034248,17.058725,293,8.553365,10.333588,12.64431,15.291998999999999,1.0,17.117142
293,,5880,292.9966,584.5797872543335,15.644507999999998,0.99262077,9.36418682226864,11.418436999999999,,1.0034171,,0.995,8.526292999999999,0.9965871,0.11,11.263382,15.644507999999998,8.499485,1.0034105,17.088009,294,8.553271,10.330536,17.469547,15.299392999999998,1.0,17.146328
294,,5900,293.99658,591.3835706710814,15.644507999999998,0.99262077,9.355792818507325,11.415041,,1.0034056999999998,,0.995,8.518608,0.9965985999999999,0.11,11.287488,15.644507999999998,8.49955,1.0033988999999999,17.11724,295,8.553155,10.327474,18.371244,15.309795000000001,1.0,17.175465
295,,5920,294.9966,597.3273212909697,15.644507999999998,0.99262077,9.395105139511694,11.411657,,1.0033941,,0.995,8.555747,0.99661016,0.11,11.293412,15.644507999999998,8.499741,1.0033922,17.14643,296,8.553164,10.324553,13.037721000000001,15.302107999999999,1.0,17.204552
296,,5940,295.99664,603.7127919197083,15.644507999999998,0.99262077,9.434310521045118,11.408284,,1.0033827,,0.995,8.591508000000001,0.99662167,0.11,11.282399,15.644507999999998,8.500051,1.0033808000000002,17.175564,297,8.553291999999999,10.321767999999999,8.019177,15.277573,1.0,17.233591
297,,5960,296.99664,609.4661741256714,15.644507999999998,0.99262077,9.394501441702905,11.404923,,1.0033712,,0.995,8.550889,0.99663305,0.11,11.279584,15.644507999999998,8.500221,1.0033683,17.20465,298,8.553285,10.318858,10.439959,15.261329000000002,1.0,17.262579000000002
298,,5980,297.99664,615.3526411056519,15.644507999999998,0.99262077,9.359496861984756,11.401572999999999,,1.0033606,,0.995,8.523126,0.9966443000000001,0.11,11.29268,15.644507999999998,8.5002985,1.0033559,17.233686,299,8.553184,10.315871000000001,15.191888,15.261085500000002,1.0,17.291521
299,,6000,298.99664,621.1196179389954,15.644507999999998,0.99262077,9.314372901993368,11.398234,,1.0033492,,0.995,8.479663,0.99665546,0.11,11.297499,15.644507999999998,8.50023,1.0033405999999998,17.262672,300,8.5529375,10.312755000000001,12.734694500000002,15.252653,1.0,17.320415
300,,6020,299.99664,627.9149754047394,15.644507999999998,0.99262077,9.379452865477457,11.394906,,1.0033377,,0.995,8.539137,0.9966666,0.11,11.328909,15.644507999999998,8.5003605,1.0033319,17.291613,301,8.552892,10.309852000000001,20.748867,15.270901,1.0,17.349258
301,,6040,300.99667,634.3212134838103,15.644507999999998,0.99262077,9.390061435995255,11.391589,,1.0033271000000001,,0.995,8.546939,0.99667776,0.11,11.352783,15.644507999999998,8.500515,1.0033243,17.320504999999997,302,8.552874000000001,10.306988,18.53572,15.281701000000002,1.0,17.378054000000002
302,,6060,301.9967,639.8532965183257,15.644507999999998,0.99262077,9.357171367128053,11.388284,,1.0033157,,0.995,8.520042,0.9966888,0.11,11.369995,15.644507999999998,8.500579,1.0033109,17.34935,303,8.552764999999999,10.304048,16.564312,15.285923,1.0,17.406803
303,,6080,302.9967,645.3949687480928,15.644507999999998,0.99262077,9.380818062727544,11.384989,,1.0033052,,0.995,8.541975,0.9966997,0.11,11.396846,15.644507999999998,8.500716,1.0032995,17.378147,304,8.552729,10.301197,19.529573000000003,15.299870499999999,1.0,17.435501000000002
304,,6100,303.99672999999996,651.9530665874481,15.644507999999998,0.99262077,9.344158253211004,11.381704,,1.0032936,,0.995,8.511346000000001,0.9967106,0.11,11.412786,15.644507999999998,8.50075,1.0032898000000001,17.406897,305,8.552593,10.298257000000001,16.255339000000003,15.302994,1.0,17.464154999999998
305,,6120,304.99677,658.4393730163573,15.644507999999998,0.99262077,9.364391056221095,11.378430999999999,,1.0032831,,0.995,8.527560000000001,0.99672145,0.11,11.432441,15.644507999999998,8.500836999999999,1.0032765,17.435598000000002,306,8.552511,10.295385000000001,17.423925,15.309915,1.0,17.492762
306,,6140,305.99677,665.5090391635895,15.644507999999998,0.99262077,9.359596784633483,11.375169,,1.0032727,,0.995,8.522519,0.9967321,0.11,11.458444,15.644507999999998,8.500910000000001,1.0032669,17.46425,307,8.552413,10.292514,19.412075,15.323264000000002,1.0,17.521322
307,,6160,306.99677,671.9290897846223,15.644507999999998,0.99262077,9.354516695655487,11.371917,,1.0032622,,0.995,8.51565,0.9967427,0.11,11.479123,15.644507999999998,8.5009575,1.0032535,17.492855,308,8.552294999999999,10.289632000000001,17.824343,15.331375,1.0,17.549837
308,,6180,307.9968,678.1835844516753,15.644507999999998,0.99262077,9.434891306204367,11.368675,,1.0032516,,0.995,8.590841000000001,0.9967534,0.11,11.434225999999999,15.644507999999998,8.50125,1.0032461,17.521418,309,8.55242,10.287008,-2.3970978,15.273989000000002,1.0,17.578304
309,,6200,308.99683,685.0491895675658,15.644507999999998,0.99262077,9.349372995524039,11.365444,,1.0032411,,0.995,8.512692999999999,0.99676394,0.11,11.450792,15.644507999999998,8.5012865,1.0032382,17.549929000000002,310,8.552292,10.284142999999998,16.566235,15.278148999999999,1.0,17.606728
310,,6220,309.99683,691.7638676166534,15.644507999999998,0.99262077,9.376383436088837,11.362224000000001,,1.0032306,,0.995,8.534336,0.9967744000000001,0.11,11.477692,15.644507999999998,8.501392,1.0032268,17.578398,311,8.552234,10.281363,19.813047,15.292720999999998,1.0,17.635101000000002
311,,6240,310.9968,698.0399053096771,15.644507999999998,0.99262077,9.401522340880184,11.359014,,1.00322,,0.995,8.560709,0.9967845999999999,0.11,11.496922999999999,15.644507999999998,8.501583,1.0032133,17.606817000000003,312,8.55226,10.27868,17.47478,15.299705,1.0,17.663431
312,,6260,311.99683,704.1384401321411,15.644507999999998,0.99262077,9.37400953115975,11.355813000000001,,1.0032094999999999,,0.995,8.534425,0.9967950000000001,0.11,11.51293,15.644507999999998,8.501689,1.0032056999999999,17.635191,313,8.552203,10.275927000000001,16.503967000000003,15.303539,1.0,17.691717
313,,6280,312.99686,710.1942241191864,15.644507999999998,0.99262077,9.367827860015957,11.352623,,1.0031999,,0.995,8.530339,0.99680525,0.11,11.512518,15.644507999999998,8.50178,1.003198,17.663523,314,8.5521345,10.273171000000001,11.380562,15.291038,1.0,17.719957
314,,6300,313.9969,717.8169958591461,15.644507999999998,0.99262077,9.351904683282877,11.349442999999999,,1.0031894000000001,,0.995,8.512724,0.9968155000000001,0.11,11.522956,15.644507999999998,8.501814999999999,1.0031875,17.691807,315,8.552009,10.270374,14.79739,15.289458999999999,1.0,17.748151999999997
315,,6320,314.9969,724.2020990848541,15.644507999999998,0.99262077,9.326815118275439,11.346274000000001,,1.0031788000000001,,0.995,8.490628,0.9968256,0.11,11.545446,15.644507999999998,8.501780499999999,1.0031731,17.720047,316,8.551814,10.267522,18.626839999999998,15.300009,1.0,17.7763
316,,6340,315.9969,732.0490491390227,15.644507999999998,0.99262077,9.373184160757523,11.343115,,1.0031693000000002,,0.995,8.53099,0.9968355999999999,0.11,11.563181,15.644507999999998,8.501871000000001,1.0031636,17.748243,317,8.551748,10.264807000000001,17.164173,15.305882,1.0,17.804403
317,,6360,316.99692000000005,738.6339268684387,15.644507999999998,0.99262077,9.358668073044091,11.339965,,1.0031598,,0.995,8.520673,0.99684566,0.11,11.585038,15.644507999999998,8.501933,1.003156,17.776392,318,8.55165,10.262077,18.510143,15.315948,1.0,17.832466
318,,6380,317.99695,745.3859262466431,15.644507999999998,0.99262077,9.384464457266617,11.336825,,1.0031502,,0.995,8.544963000000001,0.9968556000000001,0.11,11.604832,15.644507999999998,8.502068,1.0031463,17.804499,319,8.551629,10.259433999999999,17.896166,15.324026000000002,1.0,17.860483
319,,6400,318.99695,751.8186783790587,15.644507999999998,0.99262077,9.353633673870307,11.333695,,1.0031396000000001,,0.995,8.515165,0.99686545,0.11,11.601663,15.644507999999998,8.502108,1.0031329,17.832561,320,8.551516000000001,10.256708,10.5876045,15.309215,1.0,17.888454
320,,6420,319.99698,757.6301364898683,15.644507999999998,0.99262077,9.311252254186334,11.330575,,1.0031301,,0.995,8.4769535,0.99687535,0.11,11.613324,15.644507999999998,8.50203,1.0031253,17.860579,321,8.551283,10.253879,15.342099,15.309307,1.0,17.916384
321,,6440,320.99698,764.6272740364075,15.644507999999998,0.99262077,9.270321565442003,11.327465,,1.0031196,,0.995,8.440903,0.996885,0.11,11.624274,15.644507999999998,8.501841,1.0031148,17.88855,322,8.5509405,10.250949,15.136207,15.308760999999999,1.0,17.944271
322,,6460,321.99692000000005,771.4165320396422,15.644507999999998,0.99262077,9.369380634893774,11.324364,,1.0031099,,0.995,8.529174000000001,0.9968945,0.11,11.616968,15.644507999999998,8.501924,1.0031023000000001,17.916470999999998,323,8.550874,10.248306,9.261460000000001,15.290029999999998,1.0,17.972116
323,,6480,322.99692000000005,778.1278734207152,15.644507999999998,0.99262077,9.359258644889794,11.321273,,1.0031004000000001,,0.995,8.520186,0.9969041,0.11,11.594646000000001,15.644507999999998,8.50198,1.003098,17.944357,324,8.550778,10.245648,4.3816180000000005,15.2563505,1.0,17.999916
324,,6500,323.99695,783.8910706043242,15.644507999999998,0.99262077,9.39834541999076,11.318192,,1.0030909,,0.995,8.556446000000001,0.9969136999999999,0.11,11.618594,15.644507999999998,8.50215,1.003087,17.972202,325,8.550796499999999,10.243116,19.374192999999998,15.2690115,1.0,18.027672
325,,6520,324.99695,790.128812789917,15.644507999999998,0.99262077,9.351163029887392,11.315119000000001,,1.0030813,,0.995,8.515225,0.99692315,0.11,11.634366,15.644507999999998,8.502189,1.0030794,17.999998,326,8.550688000000001,10.240467,16.757328,15.273568,1.0,18.055387
326,,6540,325.9969,796.5339624881744,15.644507999999998,0.99262077,9.365518960854708,11.312057000000001,,1.0030727,,0.995,8.52337,0.9969324,0.11,11.647178,15.644507999999998,8.502253999999999,1.003066,18.02775,327,8.550604,10.237857,15.82073,15.275232,1.0,18.08306
327,,6560,326.9969,802.7236967086792,15.644507999999998,0.99262077,9.373637608010894,11.309003,,1.0030630999999999,,0.995,8.535511999999999,0.99694175,0.11,11.661755,15.644507999999998,8.502355999999999,1.0030621,18.055464,328,8.550558,10.235294,16.425163,15.2787285,1.0,18.110689999999998
328,,6580,327.99692000000005,809.3637788295746,15.644507999999998,0.99262077,9.381937565731905,11.305959,,1.0030545,,0.995,8.541541,0.9969511000000001,0.11,11.693971000000001,15.644507999999998,8.502475,1.0030488000000002,18.083136,329,8.55053,10.232761,22.258057,15.2999325,1.0,18.138277
329,,6600,328.99692000000005,815.4757664203644,15.644507999999998,0.99262077,9.362675045697172,11.302924,,1.003045,,0.995,8.522140499999999,0.99696034,0.11,11.693657,15.644507999999998,8.502536,1.0030411,18.110765,330,8.550444,10.230183,11.587038,15.2886715,1.0,18.165820999999998
330,,6620,329.99695,823.1054656505585,15.644507999999998,0.99262077,9.37960033725951,11.299897999999999,,1.0030354,,0.995,8.5399,0.99696964,0.11,11.697189,15.644507999999998,8.502647999999999,1.0030315,18.138353,331,8.550412,10.227668,12.859903,15.281326000000002,1.0,18.193325
331,,6640,330.99699999999996,826.7877542972565,15.644507999999998,0.99262077,9.375482890414963,11.296882,,1.0030258,,0.995,8.536078,0.99697894,0.11,11.712187,15.644507999999998,8.502748500000001,1.0030238999999999,18.165897,332,8.550369,10.225153,16.673536,15.285509,1.0,18.22079
332,,6660,331.99699999999996,832.4424769878387,15.644507999999998,0.99262077,9.354157574622276,11.293874,,1.0030172,,0.995,8.514004,0.9969879999999999,0.11,11.723838,15.644507999999998,8.502784,1.0030096,18.193403,333,8.550261,10.222584,15.588825,15.286411,1.0,18.248209
333,,6680,332.99699999999996,838.3957488536835,15.644507999999998,0.99262077,9.37462838933795,11.290875,,1.0030086,,0.995,8.535764,0.99699706,0.11,11.737969,15.644507999999998,8.502882000000001,1.0030066999999998,18.220863,334,8.550217,10.220089999999999,16.440884,15.289859,1.0,18.275589
334,,6700,333.99699999999996,845.1351945400238,15.644507999999998,0.99262077,9.372439384714594,11.287886,,1.0029991,,0.995,8.5357065,0.997006,0.11,11.753876,15.644507999999998,8.50298,1.0029933000000002,18.248285,335,8.550174,10.2176075,17.063398,15.295143,1.0,18.302925
335,,6720,334.99703999999997,852.1063919067383,15.644507999999998,0.99262077,9.37489895110835,11.284905,,1.0029904,,0.995,8.535092,0.997015,0.11,11.763467,15.644507999999998,8.503076,1.0029827,18.275667000000002,336,8.550129,10.215135,14.973718,15.294179000000002,1.0,18.330223
336,,6740,335.99703999999997,858.3706359863281,15.644507999999998,0.99262077,9.39591240964759,11.281934,,1.0029818000000001,,0.995,8.557327,0.9970239,0.11,11.7640705,15.644507999999998,8.503237,1.0029780000000001,18.303005,337,8.55015,10.212738,11.963778,15.284288,1.0,18.35748
337,,6760,336.99707,865.9008429050446,15.644507999999998,0.99262077,9.404068049993393,11.278971,,1.0029721999999999,,0.995,8.560260000000001,0.99703276,0.11,11.78239,15.644507999999998,8.5034075,1.0029665,18.330301000000002,338,8.5501795,10.210363000000001,17.953041,15.292174,1.0,18.384698999999998
338,,6780,337.99707,874.5061950683594,15.644507999999998,0.99262077,9.378391216417803,11.276016,,1.0029636999999998,,0.995,8.539695,0.9970415000000001,0.11,11.804694999999999,15.644507999999998,8.503513,1.0029569999999999,18.35756,339,8.550149000000001,10.207934,19.340954,15.304109,1.0,18.411875
339,,6800,338.99703999999997,881.6998596191406,15.644507999999998,0.99262077,9.323547876667757,11.273071,,1.0029550999999999,,0.995,8.487836999999999,0.9970501,0.11,11.8348465,15.644507999999998,8.5034685,1.0029492,18.384773000000003,340,8.549966,10.205366999999999,22.05319,15.32395,1.0,18.43901
340,,6820,339.99707,889.1978602409363,15.644507999999998,0.99262077,9.38901026798273,11.270133999999999,,1.0029464,,0.995,8.5498705,0.99705887,0.11,11.863577000000001,15.644507999999998,8.503604,1.0029416,18.411951000000002,341,8.549965,10.202991,21.62891,15.342429999999998,1.0,18.466108
341,,6840,340.99707,896.1747624874115,15.644507999999998,0.99262077,9.380693896869722,11.267206,,1.0029378,,0.995,8.542334,0.99706745,0.11,11.878386,15.644507999999998,8.503717,1.0029359,18.439087,342,8.549942999999999,10.200603,16.925613000000002,15.347051,1.0,18.493164
342,,6860,341.9971,903.26780128479,15.644507999999998,0.99262077,9.329704539931369,11.264286,,1.0029291999999999,,0.995,8.4945135,0.9970761,0.11,11.875824,15.644507999999998,8.503692,1.0029254,18.466185,343,8.549782,10.198087,10.9967575,15.33436,1.0,18.520182000000002
343,,6880,342.9971,909.8839583396913,15.644507999999998,0.99262077,9.337315536723587,11.261374,,1.0029206,,0.995,8.501333,0.9970846,0.11,11.901357,15.644507999999998,8.503684,1.0029168,18.493244,344,8.549641000000001,10.195600500000001,20.655878,15.349822,1.0,18.547157000000002
344,,6900,343.99712999999997,916.2399263381958,15.644507999999998,0.99262077,9.338154090258122,11.258472,,1.002913,,0.995,8.499905,0.99709314,0.11,11.909031,15.644507999999998,8.503673,1.0029072,18.520262,345,8.549496000000001,10.193121000000001,14.546381,15.347484,1.0,18.574097000000002
345,,6920,344.99712999999997,923.3223757743837,15.644507999999998,0.99262077,9.31864975571845,11.255578,,1.0029033,,0.995,8.485396000000001,0.99710155,0.11,11.925608,15.644507999999998,8.50362,1.0028957,18.547235,346,8.549311,10.190611,17.641367000000002,15.354106,1.0,18.601
346,,6940,345.99712999999997,929.9566950798036,15.644507999999998,0.99262077,9.33988028766828,11.252691,,1.0028957,,0.995,8.503556,0.9971099,0.11,11.927275999999999,15.644507999999998,8.50362,1.0028871,18.574177,347,8.549178999999999,10.188164,12.501304,15.345875,1.0,18.627860000000002
347,,6960,346.99716,936.5002636909484,15.644507999999998,0.99262077,9.372860356532655,11.249814,,1.0028871,,0.995,8.533789,0.9971183000000001,0.11,11.939632000000001,15.644507999999998,8.503708,1.0028843,18.601076000000003,348,8.549134,10.185816,16.224768,15.348392,1.0,18.654682
348,,6980,347.9972,943.1268999576567,15.644507999999998,0.99262077,9.381542656756103,11.246944000000001,,1.0028785,,0.995,8.543362,0.99712664,0.11,11.949821,15.644507999999998,8.503822,1.0028747,18.627937,349,8.549118,10.183504,15.493060999999999,15.348798,1.0,18.681467
349,,7000,348.9972,950.1250517368317,15.644507999999998,0.99262077,9.409928194856896,11.244083,,1.0028709,,0.995,8.566744,0.99713486,0.11,11.954226,15.644507999999998,8.504000999999999,1.0028679,18.654757999999998,350,8.54917,10.181268,13.487922,15.343473000000001,1.0,18.708214
350,,7020,349.9972,957.4000132083893,15.644507999999998,0.99262077,9.400995911761996,11.24123,,1.0028632,,0.995,8.55979,0.997143,0.11,11.961654,15.644507999999998,8.504161,1.0028555000000001,18.681545,351,8.549199,10.179024,14.558776000000002,15.34123,1.0,18.734917000000003
351,,7040,350.9972,964.2873511314392,15.644507999999998,0.99262077,9.378686527305991,11.238385000000001,,1.0028536,,0.995,8.538617,0.99715114,0.11,11.970814,15.644507999999998,8.50426,1.002847,18.708288,352,8.54917,10.176728,15.183448,15.340774,1.0,18.761587
352,,7060,351.99725,970.8067717552184,15.644507999999998,0.99262077,9.357704627311733,11.235548,,1.002846,,0.995,8.519003,0.99715936,0.11,11.992208999999999,15.644507999999998,8.5043,1.0028384,18.735,353,8.549083999999999,10.174384,19.520779,15.352609,1.0,18.788218
353,,7080,352.99725,978.668353319168,15.644507999999998,0.99262077,9.295289643983788,11.232719,,1.0028384,,0.995,8.464813000000001,0.9971674,0.11,12.00203,15.644507999999998,8.504189,1.0028355,18.761667000000003,354,8.548845,10.171897999999999,15.466085999999999,15.352920000000001,1.0,18.814812
354,,7100,353.99728,986.2556636333466,15.644507999999998,0.99262077,9.382276483188262,11.229898,,1.0028306999999999,,0.995,8.541898,0.99717546,0.11,12.017228999999999,15.644507999999998,8.504294999999999,1.002823,18.788301,355,8.548826,10.1696415,17.394344,15.358660999999998,1.0,18.841368
355,,7120,354.99725,993.6037268638612,15.644507999999998,0.99262077,9.356805545537119,11.227086,,1.002823,,0.995,8.520230999999999,0.9971833000000001,0.11,12.023736999999999,15.644507999999998,8.50434,1.0028163,18.814894,356,8.548746000000001,10.167332,14.330865,15.355768,1.0,18.867886
356,,7140,355.9973,1000.0599772930144,15.644507999999998,0.99262077,9.346322675514157,11.22428,,1.0028144,,0.995,8.508801,0.99719137,0.11,12.041327,15.644507999999998,8.504354,1.0028077,18.84145,357,8.548634,10.165002000000001,18.30111,15.364009,1.0,18.894370000000002
357,,7160,356.99734,1008.1336436271667,15.644507999999998,0.99262077,9.342940336993186,11.221483000000001,,1.0028058000000002,,0.995,8.501528,0.9971993,0.11,12.034747,15.644507999999998,8.504346,1.0028039,18.86797,358,8.548502000000001,10.16266,9.682484,15.348132000000001,1.0,18.920815
358,,7180,357.99734,1015.6925520896913,15.644507999999998,0.99262077,9.339817131571793,11.218694000000001,,1.0027982,,0.995,8.504155,0.9972071,0.11,12.043875,15.644507999999998,8.504344999999999,1.0027972,18.89445,359,8.548378999999999,10.160335,15.309120000000002,15.348016000000001,1.0,18.947224
359,,7200,358.9973,1023.7551882266997,15.644507999999998,0.99262077,9.35679549859671,11.215913,,1.0027906,,0.995,8.520166,0.99721473,0.11,12.060034,15.644507999999998,8.504389,1.0027847,18.92089,360,8.548300999999999,10.158064999999999,17.858566,15.35498,1.0,18.973595
360,,7220,359.99725,1030.4136018753052,15.644507999999998,0.99262077,9.3063404202306,11.213139,,1.0027828,,0.995,8.472358999999999,0.9972223,0.11,12.053696,15.644507999999998,8.504299000000001,1.0027761,18.947294,361,8.54809,10.155669999999999,9.768971,15.3395,1.0,18.99993
361,,7240,360.99728,1037.793740272522,15.644507999999998,0.99262077,9.391021836903828,11.210372,,1.0027752,,0.995,8.550901,0.99723005,0.11,12.072006,15.644507999999998,8.504429,1.0027714,18.973665,362,8.548098,10.153505000000001,18.679209,15.348717,1.0,19.026228
362,,7260,361.99728,1046.3646719455721,15.644507999999998,0.99262077,9.38137584205966,11.207614,,1.0027675999999999,,0.995,8.541108,0.9972377,0.11,12.090079,15.644507999999998,8.504531,1.0027636999999998,19.0,363,8.548079,10.151321000000001,18.62978,15.357748999999998,1.0,19.052488
363,,7280,362.9973,1053.9413828849792,15.644507999999998,0.99262077,9.34021164774273,11.204863000000001,,1.0027599,,0.995,8.5036545,0.9972454,0.11,12.082071000000001,15.644507999999998,8.504529,1.002758,19.026298999999998,364,8.547956,10.149042999999999,9.172202,15.340748000000001,1.0,19.078714
364,,7300,363.99734,1061.9069917201996,15.644507999999998,0.99262077,9.34271605754591,11.202119,,1.0027523,,0.995,8.5059395,0.9972530000000001,0.11,12.095842999999999,15.644507999999998,8.504532000000001,1.0027485,19.05256,365,8.547841,10.146778999999999,17.106133,15.345576999999999,1.0,19.104904
365,,7320,364.99722,1069.5708870887756,15.644507999999998,0.99262077,9.347616422575133,11.199383000000001,,1.0027447,,0.995,8.51101,0.99726015,0.11,12.09673,15.644507999999998,8.504549,1.0027369000000002,19.07878,366,8.547741,10.14454,12.41805,15.337570000000001,1.0,19.131058
366,,7340,365.99722,1076.852677345276,15.644507999999998,0.99262077,9.34753974247602,11.196653999999999,,1.0027379,,0.995,8.508156,0.99726766,0.11,12.070781,15.644507999999998,8.504559,1.0027322,19.104967000000002,367,8.547633,10.142302,2.5703607,15.302776999999999,1.0,19.157176999999997
367,,7360,366.99725,1084.517064332962,15.644507999999998,0.99262077,9.34041689305076,11.1939335,,1.0027303,,0.995,8.50424,0.9972752,0.11,12.097002,15.644507999999998,8.504559,1.0027217,19.131120000000003,368,8.547514999999999,10.140062,21.717411,15.3202,1.0,19.18326
368,,7380,367.99725,1091.9597458839417,15.644507999999998,0.99262077,9.339700123336794,11.19122,,1.0027236,,0.995,8.500002,0.9972825000000001,0.11,12.077579,15.644507999999998,8.504546000000001,1.0027217,19.157238,369,8.547386,10.13782,4.926804,15.292026000000002,1.0,19.209307
369,,7400,368.99725,1099.0288894176483,15.644507999999998,0.99262077,9.41113796906347,11.188514,,1.002716,,0.995,8.566653,0.9972899,0.11,12.093474,15.644507999999998,8.504715,1.0027101999999999,19.183320000000002,370,8.547439,10.135769,17.956297,15.299219,1.0,19.23532
370,,7420,369.99725,1106.1750996112823,15.644507999999998,0.99262077,9.383299586654276,11.185815,,1.0027083,,0.995,8.544121,0.99729717,0.11,12.105234,15.644507999999998,8.504821000000002,1.0027025999999999,19.209366,371,8.547429,10.133662,16.453789999999998,15.302322,1.0,19.261295
371,,7440,370.9973,1113.745537996292,15.644507999999998,0.99262077,9.418901431045873,11.183123,,1.0027007,,0.995,8.576851,0.9973046,0.11,12.124139,15.644507999999998,8.505015,1.0026929,19.235378,372,8.547508,10.131655,19.135666,15.312621,1.0,19.287237
